id	sym	C1	C2	C3	5_uM_thapsigargin_rep1	5_uM_thapsigargin_rep2	5_uM_thapsigargin_rep3
ENSMUSG00000089893	Gm9141	0	0	0	0	1	0
ENSMUSG00000089900	Tbc1d22bos	2	22	8	11	64	9
ENSMUSG00000089901	Gm8113	171	111	62	133	119	54
ENSMUSG00000089902	Gm13625	0	1	0	1	0	1
ENSMUSG00000089904	Gm15664	0	0	0	0	0	0
ENSMUSG00000089908	Gm16558	0	1	1	3	1	1
ENSMUSG00000089911	Mfsd14a	2199	1607	1925	1643	1344	1462
ENSMUSG00000089916	Gm16160	0	0	0	0	0	1
ENSMUSG00000089917	Uckl1	1874	1939	2181	2438	2613	1839
ENSMUSG00000089926	Gm15734	0	0	0	0	1	0
ENSMUSG00000089931	Gm8459	0	0	0	0	0	0
ENSMUSG00000089932	Gm16114	0	0	1	0	0	0
ENSMUSG00000089933	Gm16101	0	1	0	0	0	0
ENSMUSG00000089935	Gm16343	0	0	0	0	0	0
ENSMUSG00000089938	Gm15744	0	0	1	0	0	0
ENSMUSG00000089940	Gm4117	13	33	19	18	46	25
ENSMUSG00000089943	Ugt1a5	0	1	1	0	2	2
ENSMUSG00000089948	Far2os1	2	1	1	9	5	0
ENSMUSG00000089949	Gm16137	0	0	1	0	0	1
ENSMUSG00000089950	Gm16215	14	6	5	14	4	4
ENSMUSG00000089951	Gm14435	11	15	24	13	11	17
ENSMUSG00000089952	4933413C19Rik	0	0	0	0	0	0
ENSMUSG00000089953	Rnf224	0	0	0	0	0	1
ENSMUSG00000089956	Gm16553	0	0	0	1	0	0
ENSMUSG00000089958	Gm16165	0	0	0	0	0	0
ENSMUSG00000089959	Gm16268	0	0	0	0	0	0
ENSMUSG00000089960	Ugt1a1	2716	4053	4067	3716	5938	5668
ENSMUSG00000089964	Gm16582	3	0	2	2	0	2
ENSMUSG00000089965	Gm16236	0	1	1	1	0	0
ENSMUSG00000089967	Gm16550	0	0	1	0	0	0
ENSMUSG00000089968	Nckap5los	1	0	0	0	0	0
ENSMUSG00000089975	Gm7420	18	25	11	32	25	28
ENSMUSG00000089979	Gm15954	6	6	17	0	5	5
ENSMUSG00000089982	Gm7568	0	0	0	0	1	0
ENSMUSG00000089983	2010320O07Rik	3	1	1	1	2	0
ENSMUSG00000089984	Fbxo24	18	21	29	29	33	16
ENSMUSG00000089987	Gpx2-ps1	0	1	1	2	0	1
ENSMUSG00000089988	Gm16238	2	1	3	3	3	3
ENSMUSG00000089990	Gm15852	0	0	0	0	2	1
ENSMUSG00000089991	Gm16332	6	11	0	8	17	0
ENSMUSG00000089993	Gm5822	8	4	4	2	3	6
ENSMUSG00000089994	Gm16239	2	2	6	1	3	6
ENSMUSG00000089995	Gm15716	0	0	0	0	0	1
ENSMUSG00000089996	Tmsb15b2	0	0	0	0	0	0
ENSMUSG00000089997	1810020O05Rik	0	1	0	0	1	0
ENSMUSG00000089998	Phtf1os	3	5	7	2	5	8
ENSMUSG00000089999	Gm6485	0	1	1	0	0	0
ENSMUSG00000090000	Ier3ip1	888	728	831	884	907	814
ENSMUSG00000090002	Gm16006	0	2	0	0	0	0
ENSMUSG00000090004	Gm16125	0	1	1	0	5	2
ENSMUSG00000090005	Gm16540	0	3	2	0	4	2
ENSMUSG00000090007	Rpl30-ps2	0	0	0	0	0	0
ENSMUSG00000090015	Gm15446	406	350	471	876	456	401
ENSMUSG00000090019	Gimap1	388	385	279	369	305	191
ENSMUSG00000090023	Gm16302	0	0	0	2	3	3
ENSMUSG00000090024	Gm16350	0	0	0	0	1	0
ENSMUSG00000090026	Gm15996	7	7	16	7	6	12
ENSMUSG00000090030	A430072P03Rik	1	1	1	0	0	0
ENSMUSG00000090031	4732440D04Rik	41	61	95	42	65	88
ENSMUSG00000090033	Gm16243	0	0	0	0	0	0
ENSMUSG00000090034	Gm15917	0	2	4	1	3	3
ENSMUSG00000090035	Galnt4	4344	4038	4643	4689	5848	4339
ENSMUSG00000090039	Gm15894	0	1	0	1	1	1
ENSMUSG00000090041	Gm16027	0	0	0	0	0	0
ENSMUSG00000090053	Palm2	0	0	0	0	0	0
ENSMUSG00000090054	Gm15629	0	0	0	0	0	0
ENSMUSG00000090061	Nwd2	0	0	3	1	3	1
ENSMUSG00000090062	Galnt6os	15	41	45	31	90	78
ENSMUSG00000090063	Dlx6os1	0	0	0	0	0	0
ENSMUSG00000090066	1110002E22Rik	11	25	16	9	24	22
ENSMUSG00000090069	E430024P14Rik	14	9	6	20	30	12
ENSMUSG00000090070	Gm16577	4	5	7	2	2	3
ENSMUSG00000090071	Cdk5r2	35	49	82	49	76	62
ENSMUSG00000090075	Gm16251	0	2	3	1	0	5
ENSMUSG00000090077	Lime1	2	5	16	2	3	22
ENSMUSG00000090080	Gm15872	2	1	1	0	0	2
ENSMUSG00000090083	Rnf8	163	162	150	216	238	174
ENSMUSG00000090084	Srpx	0	0	0	2	1	0
ENSMUSG00000090086	AI480526	166	260	287	302	407	403
ENSMUSG00000090093	Gm14399	121	104	138	150	125	102
ENSMUSG00000090095	Rpl29-ps1	0	0	3	0	0	2
ENSMUSG00000090098	Alms1-ps2	1	2	1	0	1	3
ENSMUSG00000090100	Ttbk2	232	292	180	244	269	246
ENSMUSG00000090101	Snhg9	0	1	0	0	0	0
ENSMUSG00000090104	Slmapos2	0	0	0	0	0	0
ENSMUSG00000090105	Gm15890	6	6	7	34	57	49
ENSMUSG00000090106	Gm15838	0	0	0	0	0	0
ENSMUSG00000090108	Gm15717	6	9	16	6	25	16
ENSMUSG00000090110	Cmc4	98	104	84	82	92	97
ENSMUSG00000090112	Shprh	1365	1356	1709	1867	1710	1638
ENSMUSG00000090114	Gm3076	0	0	0	0	0	0
ENSMUSG00000090115	Usp49	712	747	658	520	561	494
ENSMUSG00000090117	Gm16541	1	0	1	0	0	0
ENSMUSG00000090118	Gm16163	1	2	0	0	2	0
ENSMUSG00000090120	A730090N16Rik	1	0	2	9	9	7
ENSMUSG00000090124	Ugt1a7c	12798	18754	12380	7349	12002	8949
ENSMUSG00000090125	Pou3f1	1	0	2	1	2	1
ENSMUSG00000090131	Gm16162	0	1	0	0	0	0
ENSMUSG00000090136	Gm10177	32	18	24	27	24	30
ENSMUSG00000090137	Uba52	309	145	213	148	102	168
ENSMUSG00000090145	Ugt1a6b	29	24	26	6	19	16
ENSMUSG00000090150	Acad11	2837	6193	2193	2624	5951	2123
ENSMUSG00000090151	Gm16043	0	0	0	4	1	0
ENSMUSG00000090157	Gm16534	0	0	0	0	0	0
ENSMUSG00000090164	BC035044	27	8	4	54	26	3
ENSMUSG00000090165	Ugt1a10	0	2	0	0	1	2
ENSMUSG00000090171	Ugt1a2	3	6	4	1	8	5
ENSMUSG00000090173	Fbxw10	0	5	1	7	5	3
ENSMUSG00000090174	Gm10612	1	2	1	0	0	0
ENSMUSG00000090175	Ugt1a9	500	2491	285	340	1926	295
ENSMUSG00000090176	Cd200r2	0	0	2	0	0	1
ENSMUSG00000090179	Gm16307	0	0	1	0	0	0
ENSMUSG00000090188	Gm7418	0	0	7	0	2	4
ENSMUSG00000090191	9230105E05Rik	0	1	3	2	0	1
ENSMUSG00000090192	Gm16556	0	0	0	1	1	0
ENSMUSG00000090193	Gm15995	2	0	0	0	1	0
ENSMUSG00000090194	Gm16161	2	14	2	4	12	8
ENSMUSG00000090200	1700025N21Rik	0	0	0	0	0	0
ENSMUSG00000090206	Tepp	28	42	28	55	72	54
ENSMUSG00000090207	4930524O07Rik	15	14	7	38	25	38
ENSMUSG00000090208	Gm15851	0	0	0	0	0	1
ENSMUSG00000090210	Itga10	84	87	108	95	106	134
ENSMUSG00000090211	Gm16050	2	1	3	0	0	0
ENSMUSG00000090213	Tmem189	309	321	104	234	290	70
ENSMUSG00000090214	Gm15657	23	34	80	32	60	67
ENSMUSG00000090215	Trim34b	3	4	0	1	3	4
ENSMUSG00000090217	Gm16116	1	2	1	0	6	1
ENSMUSG00000090223	Pcp4	6	0	2	0	2	1
ENSMUSG00000090230	Gm16315	1	0	1	1	0	1
ENSMUSG00000090231	Cfb	454	756	626	373	672	547
ENSMUSG00000090235	Gm16244	8	2	2	4	4	1
ENSMUSG00000090236	Car15	18	11	17	26	29	26
ENSMUSG00000090243	Gm16103	3	0	0	0	1	0
ENSMUSG00000090244	Gm16572	4	3	4	1	1	3
ENSMUSG00000090246	Gm17017	0	2	0	0	0	0
ENSMUSG00000090247	Bloc1s1	49	39	35	14	25	12
ENSMUSG00000090248	Gm14027	21	12	16	118	101	34
ENSMUSG00000090254	Gm1965	1	2	2	3	2	1
ENSMUSG00000090256	Alms1-ps1	0	0	0	1	1	0
ENSMUSG00000090257	Gm4524	0	0	0	0	1	1
ENSMUSG00000090258	Churc1	425	356	315	313	318	218
ENSMUSG00000090260	2810442N19Rik	0	0	0	0	0	0
ENSMUSG00000090263	D730045A05Rik	1	0	0	16	26	0
ENSMUSG00000090264	Eif4ebp3	5	9	19	7	16	17
ENSMUSG00000090266	Mettl23	1193	938	895	1156	923	662
ENSMUSG00000090268	Gm5286	5	11	0	15	68	0
ENSMUSG00000090272	Mndal	0	0	10	0	0	15
ENSMUSG00000090273	Prr22	27	44	41	74	76	47
ENSMUSG00000090284	Gm17613	1	0	0	0	0	0
ENSMUSG00000090286	Gm17615	0	0	0	0	0	1
ENSMUSG00000090290	Gm17296	761	623	969	894	780	851
ENSMUSG00000090291	Lrrc10b	5	4	3	1	10	3
ENSMUSG00000090293	Gm17034	2	3	1	1	0	1
ENSMUSG00000090303	Vmn2r-ps3	0	0	0	0	0	0
ENSMUSG00000090305	Gm5459	0	0	1	0	1	0
ENSMUSG00000090306	Adh6-ps1	0	2	0	1	3	0
ENSMUSG00000090317	Gm17324	0	0	1	1	4	1
ENSMUSG00000090319	Gm4462	2	2	0	0	0	0
ENSMUSG00000090322	Gm17090	0	4	4	0	2	1
ENSMUSG00000090326	Dthd1	0	0	0	1	3	2
ENSMUSG00000090327	Gm17111	1	6	9	4	5	3
ENSMUSG00000090329	Gm17160	0	0	0	0	1	0
ENSMUSG00000090330	9130221H12Rik	99	92	119	96	131	100
ENSMUSG00000090331	Gm17199	0	0	1	0	0	0
ENSMUSG00000090334	Gm17149	0	2	0	2	2	1
ENSMUSG00000090336	4932443I19Rik	0	0	0	0	2	0
ENSMUSG00000090352	Gm3972	0	1	1	1	1	0
ENSMUSG00000090353	Gm17555	4	8	9	2	9	10
ENSMUSG00000090356	Teddm3	0	1	0	1	10	0
ENSMUSG00000090358	Gm2822	1	3	2	10	3	1
ENSMUSG00000090369	4933411K16Rik	3	4	8	1	7	1
ENSMUSG00000090370	Gm21989	9	4	4	8	5	1
ENSMUSG00000090374	Gm17232	0	0	0	1	0	0
ENSMUSG00000090381	Gm6158	7	13	15	13	10	7
ENSMUSG00000090386	Mir99ahg	1	1	0	0	2	0
ENSMUSG00000090387	Gm17056	0	1	0	1	0	0
ENSMUSG00000090389	Gm7236	1	0	0	0	3	1
ENSMUSG00000090394	4930523C07Rik	170	225	83	82	152	63
ENSMUSG00000090397	Gm17096	8	7	10	8	8	11
ENSMUSG00000090399	Gm38399	0	3	3	0	1	0
ENSMUSG00000090406	Gm17058	1	4	4	2	5	1
ENSMUSG00000090441	Gm17651	0	0	0	0	0	1
ENSMUSG00000090451	Gm6133	0	0	0	1	0	0
ENSMUSG00000090459	Gm17210	1	5	6	2	5	7
ENSMUSG00000090460	Gm17511	1	3	4	1	5	6
ENSMUSG00000090467	Gm4613	0	1	0	0	0	0
ENSMUSG00000090478	Gm5656	0	0	0	0	0	0
ENSMUSG00000090486	BC035947	1	2	0	1	2	1
ENSMUSG00000090489	Gm17415	3	2	6	5	9	14
ENSMUSG00000090500	Gm17057	1	1	8	1	1	2
ENSMUSG00000090509	Sfta2	31	12	48	21	9	43
ENSMUSG00000090515	Krtap27-1	0	0	0	0	1	0
ENSMUSG00000090516	Rps11-ps1	4	4	0	3	1	5
ENSMUSG00000090534	Gm4675	0	0	2	0	1	0
ENSMUSG00000090535	Gm8540	0	0	0	1	0	0
ENSMUSG00000090544	Gm6576	2	0	1	0	0	1
ENSMUSG00000090550	Prlh	0	0	1	2	0	2
ENSMUSG00000090551	A730015C16Rik	5	8	6	6	7	3
ENSMUSG00000090553	Snrpe	3482	2704	2357	2282	1763	1471
ENSMUSG00000090555	Gm8893	0	0	0	0	1	1
ENSMUSG00000090559	Gm17137	0	1	4	0	1	0
ENSMUSG00000090561	Gm17207	2	1	0	1	0	1
ENSMUSG00000090564	A430057M04Rik	5	12	23	6	15	15
ENSMUSG00000090565	4930405O22Rik	1	0	0	1	3	0
ENSMUSG00000090576	Gm17055	102	90	49	182	275	57
ENSMUSG00000090582	Gm17024	19	18	36	17	65	56
ENSMUSG00000090584	Gm17169	0	0	0	0	0	0
ENSMUSG00000090588	Gm9573	1	0	0	0	0	0
ENSMUSG00000090589	Gm17180	0	0	0	0	0	0
ENSMUSG00000090602	Gm5611	0	1	0	0	0	0
ENSMUSG00000090607	Gm17052	0	0	0	0	0	0
ENSMUSG00000090608	Gm17200	7	25	7	8	44	12
ENSMUSG00000090610	Gm3571	7	5	16	13	5	9
ENSMUSG00000090622	A930033H14Rik	22	29	9	32	77	16
ENSMUSG00000090624	Gm17060	0	0	0	0	0	0
ENSMUSG00000090625	Gm20721	1	0	1	1	1	3
ENSMUSG00000090626	Tex9	87	100	135	203	168	109
ENSMUSG00000090628	Gm17083	1	8	6	5	11	1
ENSMUSG00000090631	Olfr456	0	0	0	0	0	0
ENSMUSG00000090641	Zfp712	107	86	103	309	308	175
ENSMUSG00000090642	Gm17182	0	6	2	5	17	15
ENSMUSG00000090658	Prss47	1	0	0	0	0	0
ENSMUSG00000090659	Zfp493	170	121	99	219	135	105
ENSMUSG00000090660	Gm17030	0	0	1	0	1	0
ENSMUSG00000090666	Gm17567	0	1	1	1	0	0
ENSMUSG00000090673	Gm340	287	359	664	584	667	724
ENSMUSG00000090674	Gm17082	3	3	8	0	1	2
ENSMUSG00000090682	Gm3852	0	0	0	0	0	0
ENSMUSG00000090685	Gm9047	0	0	0	1	1	0
ENSMUSG00000090688	Vmn2r12	0	0	0	0	1	0
ENSMUSG00000090691	Gm3667	0	0	1	1	0	1
ENSMUSG00000090693	Trim43a	4	5	0	2	3	11
ENSMUSG00000090698	Apold1	15	6	8	13	10	10
ENSMUSG00000090700	Cyp4f40	2095	2375	2234	2186	2686	2740
ENSMUSG00000090706	Gm17233	1	2	2	3	3	0
ENSMUSG00000090707	Gm8237	0	0	0	0	2	1
ENSMUSG00000090708	Gm17196	1	0	0	1	1	1
ENSMUSG00000090709	Gm17173	0	0	0	0	0	0
ENSMUSG00000090722	Gm8378	22	34	13	10	35	14
ENSMUSG00000090726	Gm17421	0	0	0	0	0	0
ENSMUSG00000090732	4930579O11Rik	1	0	0	0	0	0
ENSMUSG00000090733	Rps27	26125	14357	19495	22122	12829	16397
ENSMUSG00000090744	Gm6871	0	0	2	0	0	0
ENSMUSG00000090761	Gm17201	156	159	198	62	77	126
ENSMUSG00000090762	Vmn2r56	0	0	0	0	1	0
ENSMUSG00000090773	Vmn2r-ps69	0	0	0	0	1	0
ENSMUSG00000090778	Gm3235	1	1	0	2	0	1
ENSMUSG00000090779	Gm17110	1	1	2	1	5	2
ENSMUSG00000090781	Igkv2-95-2	0	0	0	0	1	0
ENSMUSG00000090785	Gm17116	1	4	3	2	12	6
ENSMUSG00000090790	Gm17377	0	1	0	0	0	0
ENSMUSG00000090799	Klhl33	1	0	1	6	2	5
ENSMUSG00000090812	Samd15	0	1	1	1	1	3
ENSMUSG00000090840	1700092M07Rik	3	4	3	6	6	7
ENSMUSG00000090841	Myl6	14502	14191	14205	7703	9893	10849
ENSMUSG00000090843	Heatr4	4	3	5	6	7	3
ENSMUSG00000090855	Gm17219	0	0	3	0	1	1
ENSMUSG00000090861	Arf4os	0	1	0	1	0	2
ENSMUSG00000090862	Rps13	21007	12138	16876	16075	10289	13852
ENSMUSG00000090863	A530084C06Rik	63	50	61	146	101	76
ENSMUSG00000090873	Gm17112	19	49	62	22	54	32
ENSMUSG00000090877	Hspa1b	110	143	1407	149	332	575
ENSMUSG00000090881	Gm6904	0	4	3	9	7	1
ENSMUSG00000090891	D6Ertd527e	34	41	24	28	35	86
ENSMUSG00000090907	C030017D09Rik	1	0	0	0	0	0
ENSMUSG00000090919	Pabpc4l	0	0	0	2	1	0
ENSMUSG00000090925	1810064F22Rik	22	11	9	74	34	11
ENSMUSG00000090935	Synj2bp	2649	3230	2681	2583	3589	2598
ENSMUSG00000090936	Gm17705	18	20	9	17	40	21
ENSMUSG00000090939	Gm17147	3	5	7	0	6	6
ENSMUSG00000090942	F830016B08Rik	0	0	2	0	0	2
ENSMUSG00000090946	Ccdc71l	1122	1242	1278	1484	2515	1997
ENSMUSG00000090952	Gm17251	120	125	88	158	268	133
ENSMUSG00000090957	Gm7535	0	0	0	0	1	0
ENSMUSG00000090958	Lrrc32	0	0	0	1	4	0
ENSMUSG00000090963	Gm17655	116	129	108	133	106	78
ENSMUSG00000090964	Gm17206	2	0	2	0	0	0
ENSMUSG00000090965	Gm17203	0	5	3	2	5	4
ENSMUSG00000090981	Olfr718-ps1	0	0	0	0	0	3
ENSMUSG00000090990	Gm17197	10	10	6	6	14	3
ENSMUSG00000090994	Gm6153	0	0	0	1	0	0
ENSMUSG00000090996	Gm20458	0	0	0	2	0	0
ENSMUSG00000091002	Tcerg1l	2	1	1	1	2	2
ENSMUSG00000091003	Gm7244	1	0	0	2	1	0
ENSMUSG00000091004	Gm6872	0	0	0	0	0	0
ENSMUSG00000091007	D630036H23Rik	9	6	1	6	6	6
ENSMUSG00000091012	Vmn1r34	0	0	0	2	10	2
ENSMUSG00000091013	Vmn1r1	0	0	0	0	0	1
ENSMUSG00000091017	Fam71a	0	0	0	0	0	3
ENSMUSG00000091021	Gm17300	23	36	81	16	24	63
ENSMUSG00000091034	Gm17660	2	6	2	1	2	0
ENSMUSG00000091041	Gm17720	2	4	4	2	1	1
ENSMUSG00000091043	Glyatl3	1	2	6	2	1	2
ENSMUSG00000091045	Vmn2r55	0	0	0	0	1	0
ENSMUSG00000091050	9330020H09Rik	12	18	19	19	29	31
ENSMUSG00000091053	Gm9742	0	0	0	0	0	1
ENSMUSG00000091055	Siglec15	1	1	0	2	0	0
ENSMUSG00000091058	Gm17538	0	0	1	0	0	0
ENSMUSG00000091060	7420461P10Rik	0	0	0	8	18	0
ENSMUSG00000091071	1700030C10Rik	11	8	29	15	13	18
ENSMUSG00000091078	Gm17218	0	0	0	0	0	0
ENSMUSG00000091083	Gm4535	0	0	0	0	0	0
ENSMUSG00000091086	Rpl6l	122	80	72	99	64	69
ENSMUSG00000091089	A930018M24Rik	1	0	0	2	1	0
ENSMUSG00000091091	Kcnmb3	0	1	0	0	0	2
ENSMUSG00000091095	Gm17305	2	7	10	4	19	7
ENSMUSG00000091102	5830462I19Rik	1	5	9	2	7	7
ENSMUSG00000091105	Mrto4-ps2	1	1	7	0	0	3
ENSMUSG00000091109	Gm17622	4	4	12	6	6	3
ENSMUSG00000091117	Gm9064	0	1	0	0	0	0
ENSMUSG00000091119	Ccdc152	15	25	32	9	26	19
ENSMUSG00000091123	Gm17181	0	0	0	0	0	0
ENSMUSG00000091133	Gm17108	4	5	4	4	5	2
ENSMUSG00000091144	Phf11c	51	52	53	65	92	41
ENSMUSG00000091149	Gm17020	1	0	1	2	1	1
ENSMUSG00000091154	Proscos	0	3	2	0	3	1
ENSMUSG00000091155	Serpine3	13	13	21	47	35	31
ENSMUSG00000091159	Gm17545	1	1	0	0	1	1
ENSMUSG00000091160	Gm17133	1	1	3	0	4	5
ENSMUSG00000091163	Gm3962	0	0	0	1	0	0
ENSMUSG00000091172	Gm17120	10	65	14	5	39	10
ENSMUSG00000091175	9130204L05Rik	0	0	0	3	16	2
ENSMUSG00000091177	Gm15494	2	0	1	1	3	0
ENSMUSG00000091183	Gm5141	101	72	46	100	62	31
ENSMUSG00000091184	Gm17059	0	0	0	0	0	0
ENSMUSG00000091189	Ear-ps3	10	5	6	2	1	2
ENSMUSG00000091191	Gm17334	6	6	12	3	6	10
ENSMUSG00000091223	Gm8775	2	0	2	5	0	1
ENSMUSG00000091230	Gm6970	0	0	0	1	0	2
ENSMUSG00000091238	Gm17103	0	1	3	1	7	7
ENSMUSG00000091243	Vgll3	3	1	2	2	4	3
ENSMUSG00000091264	Smim13	677	585	576	786	793	522
ENSMUSG00000091269	Gm6682	1	0	1	0	3	1
ENSMUSG00000091272	Gm17641	4	12	20	0	6	10
ENSMUSG00000091275	Gm3248	0	0	1	0	0	1
ENSMUSG00000091277	Gm1818	27	39	24	38	25	25
ENSMUSG00000091283	Gm17234	0	0	0	0	0	0
ENSMUSG00000091292	Gm3104	1	0	0	0	0	0
ENSMUSG00000091304	Speer6-ps1	2	0	0	8	5	0
ENSMUSG00000091306	Gm17606	0	2	1	1	4	1
ENSMUSG00000091307	Gm8895	0	0	0	0	1	0
ENSMUSG00000091313	Fth-ps2	1	2	3	4	6	2
ENSMUSG00000091318	Gm5415	1	0	0	0	0	0
ENSMUSG00000091329	1700112D23Rik	1	16	8	5	25	15
ENSMUSG00000091337	Eid1	435	325	377	457	387	289
ENSMUSG00000091345	Col6a5	14	27	1	7	27	4
ENSMUSG00000091351	Gm17135	1	1	0	1	0	1
ENSMUSG00000091355	Gm17142	0	0	0	0	0	0
ENSMUSG00000091363	Gm7701	0	0	0	0	1	1
ENSMUSG00000091366	Gm17040	2	0	0	2	1	0
ENSMUSG00000091370	5730435O14Rik	1	0	5	3	1	1
ENSMUSG00000091373	Gm8810	0	0	0	0	1	0
ENSMUSG00000091376	Aadacl2	0	0	1	1	0	0
ENSMUSG00000091378	Gm4219	0	0	2	0	0	0
ENSMUSG00000091381	Vmn2r83	4	1	3	1	4	5
ENSMUSG00000091383	Hist1h2al	0	0	0	1	0	0
ENSMUSG00000091387	Gcnt4	4913	6646	6686	3044	7752	3530
ENSMUSG00000091390	Gm17168	1	4	2	0	5	0
ENSMUSG00000091393	5330438I03Rik	0	0	0	0	0	0
ENSMUSG00000091405	Hist2h4	11	9	2	20	71	19
ENSMUSG00000091408	Gm6728	0	0	1	0	0	0
ENSMUSG00000091410	Gm17150	0	0	0	1	0	0
ENSMUSG00000091412	Gm2895	59	216	27	116	428	29
ENSMUSG00000091415	Ak9	0	0	3	1	2	0
ENSMUSG00000091418	Gm3164	1	0	2	3	1	0
ENSMUSG00000091421	Gm4202	111	105	113	72	106	107
ENSMUSG00000091423	Gm17509	0	0	0	0	1	0
ENSMUSG00000091430	Platr19	0	1	1	1	1	0
ENSMUSG00000091435	Vmn1r115	0	0	0	1	0	0
ENSMUSG00000091438	Gm17088	0	0	1	0	0	1
ENSMUSG00000091441	Gm17387	0	0	1	0	0	1
ENSMUSG00000091443	Gm17023	5	7	5	8	19	6
ENSMUSG00000091449	Gm10269	41	25	24	27	22	17
ENSMUSG00000091455	Otogl	0	2	0	2	16	1
ENSMUSG00000091457	Gm17171	0	0	0	0	0	0
ENSMUSG00000091460	Gm7808	3	2	3	1	1	3
ENSMUSG00000091462	Gm17084	4	8	4	10	9	8
ENSMUSG00000091471	Gm20538	0	0	0	0	1	0
ENSMUSG00000091474	2610021A01Rik	746	934	894	1016	1479	720
ENSMUSG00000091475	2810468N07Rik	0	12	0	0	4	0
ENSMUSG00000091476	Gm16432	5	7	9	7	6	11
ENSMUSG00000091478	Gm10039	0	2	1	2	1	2
ENSMUSG00000091490	Triml2	0	0	0	1	0	0
ENSMUSG00000091492	Gm17025	162	172	85	140	147	78
ENSMUSG00000091498	Mpc1-ps	0	1	0	1	0	0
ENSMUSG00000091507	Gm17194	4	8	13	3	7	9
ENSMUSG00000091509	Gm17066	152	138	214	232	205	230
ENSMUSG00000091510	Mtag2	0	0	3	4	9	2
ENSMUSG00000091511	Vmn2r87	0	0	1	0	0	0
ENSMUSG00000091512	Lamtor3	1470	1494	2375	1513	1764	1859
ENSMUSG00000091514	Gm17484	4	10	7	42	51	12
ENSMUSG00000091515	Zfp422-ps	38	53	40	73	50	28
ENSMUSG00000091530	Cldn20	9	7	6	0	6	10
ENSMUSG00000091534	Gm17195	9	23	19	6	19	10
ENSMUSG00000091537	Tma7	3670	4415	3064	2131	2564	2061
ENSMUSG00000091542	Gm17167	0	1	2	2	2	1
ENSMUSG00000091549	Gm6548	484	632	642	452	588	658
ENSMUSG00000091550	Gm6811	2	2	1	0	1	0
ENSMUSG00000091556	Gm14569	1	0	0	2	0	1
ENSMUSG00000091557	Gm8584	0	0	0	3	0	0
ENSMUSG00000091558	Gm17227	0	2	1	1	2	1
ENSMUSG00000091561	Gm6665	0	0	0	0	0	1
ENSMUSG00000091562	Gm9581	80	59	54	69	42	72
ENSMUSG00000091568	Gm8206	0	0	0	0	0	1
ENSMUSG00000091570	Gm7707	0	0	0	0	1	0
ENSMUSG00000091572	Vmn2r3	4	1	0	13	10	17
ENSMUSG00000091575	2010016I18Rik	176	310	283	152	275	181
ENSMUSG00000091580	Gm6467	1	0	0	0	0	1
ENSMUSG00000091586	Cyp4f17	64	71	65	112	104	76
ENSMUSG00000091587	Gm17191	0	1	0	0	1	0
ENSMUSG00000091594	Gm17067	1	1	0	2	0	0
ENSMUSG00000091604	Gm17349	18	21	18	5	12	16
ENSMUSG00000091618	H60c	1	0	0	0	0	1
ENSMUSG00000091619	Gm3625	9	10	9	18	14	3
ENSMUSG00000091623	Gm17092	9	13	28	9	9	13
ENSMUSG00000091625	Lsm5	723	550	341	425	318	197
ENSMUSG00000091635	Vmn2r13	0	1	0	0	0	0
ENSMUSG00000091636	Akain1	3	2	4	0	7	2
ENSMUSG00000091639	Gm3756	0	0	0	0	0	0
ENSMUSG00000091648	C2cd4d	1	0	2	0	0	2
ENSMUSG00000091649	Phf11b	0	1	0	2	1	1
ENSMUSG00000091650	Apol11a	0	1	0	0	1	0
ENSMUSG00000091655	Gm8741	0	1	3	0	1	0
ENSMUSG00000091656	Vmn2r106	0	0	0	0	0	0
ENSMUSG00000091661	Gm17021	0	0	0	0	1	0
ENSMUSG00000091669	Gm17117	0	0	0	0	0	0
ENSMUSG00000091680	Klhdc7b	1	0	0	1	3	0
ENSMUSG00000091685	Gm17359	0	0	1	0	0	0
ENSMUSG00000091686	4930471C04Rik	0	1	0	0	1	1
ENSMUSG00000091694	Apol11b	1	1	15	0	1	2
ENSMUSG00000091695	Gm17669	2	0	1	2	0	0
ENSMUSG00000091705	H2-Q2	6271	17009	7672	3934	13536	6344
ENSMUSG00000091709	Gm17189	0	0	1	1	0	0
ENSMUSG00000091712	Sec14l5	1	1	10	0	2	3
ENSMUSG00000091721	Gimd1	708	797	983	480	538	769
ENSMUSG00000091722	Siah3	0	0	0	0	0	2
ENSMUSG00000091730	Gm17230	1	1	0	11	4	0
ENSMUSG00000091732	Gm17541	1	1	0	0	1	0
ENSMUSG00000091735	Gpr62	0	0	2	0	1	0
ENSMUSG00000091742	Gm5093	2	0	0	0	0	0
ENSMUSG00000091745	Gm17098	0	0	1	1	0	0
ENSMUSG00000091754	Gm3636	65	49	44	92	77	33
ENSMUSG00000091756	Gm3095	0	0	0	1	0	0
ENSMUSG00000091764	Zfp964	112	144	90	238	255	153
ENSMUSG00000091784	Gm17022	26	21	56	21	35	46
ENSMUSG00000091785	Rpl29-ps5	0	0	0	0	0	0
ENSMUSG00000091786	Gm8425	1	1	1	1	1	0
ENSMUSG00000091794	Vmn2r18	5	3	3	6	7	2
ENSMUSG00000091803	Cox16	297	341	352	248	311	298
ENSMUSG00000091811	Inafm1	615	688	578	814	1034	874
ENSMUSG00000091813	Ces2h	14	44	12	53	75	15
ENSMUSG00000091814	Gm8050	1	0	0	0	0	0
