id	sym	emt_ut_rep1	emt_ut_rep2	emt_10d_rep1	emt_10d_rep2
ENSMUSG00000107002	0610012G03Rik	1190	1074	2228	1189
ENSMUSG00000107005	Gm42631	1	0	22	6
ENSMUSG00000107006	Gm43105	0	2	1	0
ENSMUSG00000107008	Gm2762	0	0	3	1
ENSMUSG00000107009	6720475M21Rik	5	4	12	5
ENSMUSG00000107012	4930528J11Rik	0	1	0	0
ENSMUSG00000107015	2900076G11Rik	6	6	3	2
ENSMUSG00000107017	Gm43196	4	1	12	1
ENSMUSG00000107018	Gm43694	0	1	0	0
ENSMUSG00000107019	Gm43682	30	45	244	138
ENSMUSG00000107021	Gm42853	1	0	0	0
ENSMUSG00000107022	Gm36669	0	0	1	0
ENSMUSG00000107023	Gm42715	62	82	98	64
ENSMUSG00000107028	Gm5043	6	3	1	0
ENSMUSG00000107029	Gm43123	2	1	4	3
ENSMUSG00000107032	Gm44942	2	0	1	6
ENSMUSG00000107035	Ybx1-ps2	3	4	0	1
ENSMUSG00000107036	Gm7596	0	0	0	0
ENSMUSG00000107040	Gm43791	0	1	3	1
ENSMUSG00000107041	Gm42735	0	2	5	4
ENSMUSG00000107043	Gm42849	4	5	12	10
ENSMUSG00000107044	Gm43086	1	1	2	0
ENSMUSG00000107045	Gm43636	0	0	0	0
ENSMUSG00000107048	Gm43807	33	26	39	22
ENSMUSG00000107050	C030017G13Rik	38	45	82	45
ENSMUSG00000107054	C730045M19Rik	12	26	33	36
ENSMUSG00000107059	Gm43629	0	0	0	0
ENSMUSG00000107061	Gm19590	0	0	0	1
ENSMUSG00000107068	Gm42742	0	0	0	0
ENSMUSG00000107073	Gm43265	0	0	1	0
ENSMUSG00000107076	Gm43480	4	5	14	4
ENSMUSG00000107081	Gm43701	0	1	2	0
ENSMUSG00000107083	Gm43313	52	60	97	57
ENSMUSG00000107085	Gm42883	7	6	22	7
ENSMUSG00000107086	Gm43808	4	5	10	2
ENSMUSG00000107089	Gm43443	0	0	1	0
ENSMUSG00000107090	Gm42884	0	1	6	3
ENSMUSG00000107091	Gm43343	7	2	42	38
ENSMUSG00000107092	Gm7993	45	22	25	14
ENSMUSG00000107094	Gm43294	59	46	130	41
ENSMUSG00000107096	Gm43597	74	51	142	47
ENSMUSG00000107106	Gm43760	0	0	10	6
ENSMUSG00000107108	Gm9936	1	0	6	2
ENSMUSG00000107109	Gm42571	6	12	16	10
ENSMUSG00000107110	Gm42931	0	0	0	0
ENSMUSG00000107111	Gm42747	0	0	0	1
ENSMUSG00000107113	Gm43092	0	0	1	0
ENSMUSG00000107115	Gm43052	4	11	36	21
ENSMUSG00000107116	Gm43274	11	10	49	30
ENSMUSG00000107117	Gm43842	3	1	3	1
ENSMUSG00000107118	Gm42986	92	116	230	116
ENSMUSG00000107120	Gm43059	12	6	21	21
ENSMUSG00000107121	1110006O24Rik	12	16	36	12
ENSMUSG00000107128	Gm42867	10	8	22	12
ENSMUSG00000107129	Gm43762	0	0	1	0
ENSMUSG00000107131	Gm43763	0	0	1	0
ENSMUSG00000107132	Gm15997	0	0	0	0
ENSMUSG00000107134	Gm42528	111	76	140	76
ENSMUSG00000107136	Gm42466	3	2	4	3
ENSMUSG00000107140	Gm43811	4	5	14	2
ENSMUSG00000107142	4930566F21Rik	0	1	2	2
ENSMUSG00000107143	Gm42469	39	24	38	14
ENSMUSG00000107151	Gm43810	2	3	8	1
ENSMUSG00000107152	Gm43152	0	1	3	1
ENSMUSG00000107154	Gm7041	2	2	1	0
ENSMUSG00000107155	Gm43793	4	9	35	28
ENSMUSG00000107158	Gm42728	13	16	41	21
ENSMUSG00000107159	Gm7919	1	1	1	1
ENSMUSG00000107160	Gm42666	0	1	0	0
ENSMUSG00000107162	Gm18593	0	0	0	0
ENSMUSG00000107163	Gm43496	0	1	2	0
ENSMUSG00000107165	Gm43747	63	30	57	48
ENSMUSG00000107167	Gm34653	0	0	3	1
ENSMUSG00000107168	Gm42507	1	0	0	0
ENSMUSG00000107171	Gm42572	38	35	46	33
ENSMUSG00000107173	Gm43266	4	6	6	1
ENSMUSG00000107176	Gm9794	14	3	6	3
ENSMUSG00000107178	Gm42531	19	14	10	7
ENSMUSG00000107179	Gm43069	0	0	2	0
ENSMUSG00000107182	Gm43268	33	26	62	28
ENSMUSG00000107184	Gm18222	1	0	0	0
ENSMUSG00000107187	Gm7663	4	1	5	6
ENSMUSG00000107191	Gm43579	6	4	12	3
ENSMUSG00000107194	Gm43173	12	6	45	15
ENSMUSG00000107195	4930589O11Rik	11	11	25	14
ENSMUSG00000107197	Gm43312	13	17	33	11
ENSMUSG00000107198	Gm19619	10	11	39	18
ENSMUSG00000107200	Gm43039	34	37	60	32
ENSMUSG00000107201	5930420M18Rik	53	43	70	34
ENSMUSG00000107203	Gm7542	0	1	2	0
ENSMUSG00000107205	Gm42576	22	45	79	33
ENSMUSG00000107211	Gm5864	0	2	0	0
ENSMUSG00000107212	Gm5302	0	0	0	0
ENSMUSG00000107215	Gm43197	88	85	928	501
ENSMUSG00000107216	2210412B16Rik	2	3	4	0
ENSMUSG00000107220	Gm9555	0	0	0	1
ENSMUSG00000107225	Gm43637	13	9	17	20
ENSMUSG00000107226	Gm43594	0	0	0	0
ENSMUSG00000107227	Gm42559	16	31	32	44
ENSMUSG00000107230	Gm19265	14	5	12	9
ENSMUSG00000107233	Gm42959	19	17	40	32
ENSMUSG00000107238	Gm42758	1	1	1	0
ENSMUSG00000107241	Gm43129	2	0	0	0
ENSMUSG00000107243	Gm43631	0	1	0	0
ENSMUSG00000107244	Gm43699	0	0	5	1
ENSMUSG00000107247	Gm43227	0	0	1	0
ENSMUSG00000107252	Gm43786	1	1	1	1
ENSMUSG00000107253	Gm43634	0	0	1	0
ENSMUSG00000107254	Gm43769	3	2	7	3
ENSMUSG00000107255	Gm43416	1	5	11	8
ENSMUSG00000107256	Gm43620	3	0	2	1
ENSMUSG00000107257	Gm43028	2	1	3	1
ENSMUSG00000107261	Trmt112-ps1	0	1	0	0
ENSMUSG00000107263	Gm42471	4	10	22	15
ENSMUSG00000107266	Gm43698	0	0	0	1
ENSMUSG00000107271	BC028471	0	0	12	11
ENSMUSG00000107272	Gm42730	0	0	0	0
ENSMUSG00000107276	Gm42858	33	26	19	4
ENSMUSG00000107277	Gm10461	34	34	56	36
ENSMUSG00000107278	Gm42600	85	59	75	49
ENSMUSG00000107280	Gm9495	0	0	0	0
ENSMUSG00000107283	Mpv17	1107	865	2887	1433
ENSMUSG00000107285	Gm3176	2	2	5	1
ENSMUSG00000107286	Gm43788	22	26	72	31
ENSMUSG00000107287	Gm43458	0	0	1	0
ENSMUSG00000107288	Gm42903	3	2	11	4
ENSMUSG00000107290	Gm43282	0	0	1	0
ENSMUSG00000107291	3110031N09Rik	1	1	0	0
ENSMUSG00000107296	Gm43500	0	0	0	1
ENSMUSG00000107300	Gm43279	0	0	0	0
ENSMUSG00000107304	Gm43775	109	113	25	18
ENSMUSG00000107306	Gm42577	65	72	111	60
ENSMUSG00000107307	Gm42935	1	0	0	0
ENSMUSG00000107313	Gm43332	0	0	1	1
ENSMUSG00000107314	Gm20488	0	0	3	0
ENSMUSG00000107315	BC080696	4	5	4	1
ENSMUSG00000107317	Gm19719	0	0	1	0
ENSMUSG00000107318	Gm43278	0	0	2	0
ENSMUSG00000107319	Gm42670	5	4	26	8
ENSMUSG00000107320	Gm42549	221	174	353	181
ENSMUSG00000107322	4933439J24Rik	0	0	0	1
ENSMUSG00000107331	Gm42732	107	89	223	112
ENSMUSG00000107333	Gm43008	4	0	1	2
ENSMUSG00000107335	Gm43372	12	9	25	19
ENSMUSG00000107336	Gm43461	3	2	3	1
ENSMUSG00000107340	Gm42789	2	0	0	0
ENSMUSG00000107341	1700065J11Rik	2	0	11	3
ENSMUSG00000107346	Gm43225	4	9	2	3
ENSMUSG00000107348	Gm6468	1	2	5	1
ENSMUSG00000107350	Gm42532	15	5	34	10
ENSMUSG00000107352	Gm43660	1	0	29	13
ENSMUSG00000107354	Gm43040	0	0	1	1
ENSMUSG00000107355	AI839979	0	0	6	10
ENSMUSG00000107356	Gm18118	1	2	1	1
ENSMUSG00000107358	Gm43168	8	9	13	4
ENSMUSG00000107359	Gm43295	3	2	4	1
ENSMUSG00000107362	Gm42724	47	62	104	50
ENSMUSG00000107363	Gm43373	0	0	0	0
ENSMUSG00000107364	Gm43051	13	6	29	27
ENSMUSG00000107368	Gm42574	1	0	0	0
ENSMUSG00000107370	Gm43588	21	17	22	14
ENSMUSG00000107373	Gm42668	0	0	1	0
ENSMUSG00000107374	Gm43172	1	0	20	14
ENSMUSG00000107377	Gm42801	0	0	1	0
ENSMUSG00000107378	Gm18995	2	1	7	5
ENSMUSG00000107379	Gm43126	0	2	0	0
ENSMUSG00000107383	Gm4366	1069	813	1510	757
ENSMUSG00000107385	C330024D21Rik	7	5	16	8
ENSMUSG00000107387	Gm42904	0	0	2	0
ENSMUSG00000107388	Gm42788	0	0	0	0
ENSMUSG00000107389	Gm43124	0	0	1	0
ENSMUSG00000107390	Gm43323	68	73	19	13
ENSMUSG00000107394	Gm44217	0	0	0	1
ENSMUSG00000107395	Gm44331	4	3	10	3
ENSMUSG00000107397	4930402H05Rik	0	1	50	21
ENSMUSG00000107401	Gm6312	0	1	2	0
ENSMUSG00000107402	4732416N19Rik	238	181	270	140
ENSMUSG00000107404	Gm44125	0	0	1	0
ENSMUSG00000107406	1700040L08Rik	21	8	30	10
ENSMUSG00000107411	Gm19040	16	16	43	21
ENSMUSG00000107413	Gm20553	0	0	0	0
ENSMUSG00000107420	Gm43910	0	0	0	1
ENSMUSG00000107428	Gm44154	0	1	3	0
ENSMUSG00000107429	Gm44206	952	603	396	213
ENSMUSG00000107430	Gm31532	1	5	2	3
ENSMUSG00000107431	Gm44114	0	0	0	0
ENSMUSG00000107432	Gm36189	0	0	3	1
ENSMUSG00000107434	Gm4640	0	1	0	0
ENSMUSG00000107436	Gm44416	6	2	2	2
ENSMUSG00000107439	Gm45060	0	0	1	0
ENSMUSG00000107440	Gm44362	0	0	3	1
ENSMUSG00000107443	Gm7468	1	1	2	0
ENSMUSG00000107447	Gm44054	0	0	1	1
ENSMUSG00000107448	Gm43947	0	0	0	0
ENSMUSG00000107451	Gm44421	0	0	0	2
ENSMUSG00000107453	Gm44145	0	0	1	0
ENSMUSG00000107455	Gm43868	33	34	64	36
ENSMUSG00000107458	Gm44040	28	21	125	60
ENSMUSG00000107459	Gm5110	1	0	0	0
ENSMUSG00000107460	Gm44186	1	0	5	1
ENSMUSG00000107461	Gm44045	55	63	60	23
ENSMUSG00000107462	Gm7384	2	3	4	1
ENSMUSG00000107464	Gm44150	0	0	1	0
ENSMUSG00000107468	5730507A11Rik	0	1	76	25
ENSMUSG00000107470	Gm3375	778	675	1439	725
ENSMUSG00000107472	Gm44265	4	10	6	4
ENSMUSG00000107476	Zfp862-ps	387	342	786	472
ENSMUSG00000107477	Gm44366	16	17	26	16
ENSMUSG00000107478	Gm45234	4	6	13	3
ENSMUSG00000107479	Gm44029	0	0	1	1
ENSMUSG00000107480	Gm44165	0	0	32	8
ENSMUSG00000107488	Gm44400	0	0	2	0
ENSMUSG00000107491	Gm17893	34	19	42	11
ENSMUSG00000107493	Gm44048	0	0	6	2
ENSMUSG00000107494	Gm8239	0	0	0	0
ENSMUSG00000107495	Gm44215	172	156	234	117
ENSMUSG00000107496	4933431M02Rik	0	0	0	2
ENSMUSG00000107497	Gm44957	10	8	17	9
ENSMUSG00000107499	Ccdc142	11	4	3	2
ENSMUSG00000107502	Gm44065	1	0	4	2
ENSMUSG00000107503	Gm44009	0	0	0	0
ENSMUSG00000107505	Gm18009	0	0	1	0
ENSMUSG00000107507	Gm44568	0	0	0	0
ENSMUSG00000107508	Gm44083	0	0	1	1
ENSMUSG00000107509	Gm44941	0	0	1	0
ENSMUSG00000107511	Gm44440	18	5	21	18
ENSMUSG00000107514	Gm32381	0	0	1	0
ENSMUSG00000107517	Gm44046	1	0	2	3
ENSMUSG00000107521	Gm43994	1	1	3	1
ENSMUSG00000107524	Gm44136	0	0	2	2
ENSMUSG00000107526	1700003I16Rik	0	0	1	0
ENSMUSG00000107527	Gm44239	0	0	2	1
ENSMUSG00000107528	Gm44442	0	1	1	0
ENSMUSG00000107529	Gm44291	25	27	44	21
ENSMUSG00000107531	E330037G11Rik	30	18	19	14
ENSMUSG00000107534	Gm43920	32	31	24	10
ENSMUSG00000107541	Gm44336	0	0	0	1
ENSMUSG00000107542	Gm43969	8	7	12	3
ENSMUSG00000107546	Gm44031	0	0	25	5
ENSMUSG00000107549	Gm43961	64	63	123	74
ENSMUSG00000107552	Gm44096	2	3	13	6
ENSMUSG00000107556	Gm44237	10	14	11	9
ENSMUSG00000107558	2010109P13Rik	0	1	0	0
ENSMUSG00000107559	Gm44193	14	30	355	210
ENSMUSG00000107563	Gm44188	0	0	1	0
ENSMUSG00000107566	Gm44332	1	2	1	3
ENSMUSG00000107570	Gm44207	8	6	24	12
ENSMUSG00000107573	Olfr1389	0	2	1	0
ENSMUSG00000107574	Gm17834	0	0	1	1
ENSMUSG00000107576	Gm44093	9	8	19	10
ENSMUSG00000107577	Gm44103	6	1	7	3
ENSMUSG00000107578	Gm32536	1	0	1	0
ENSMUSG00000107582	Gm44133	0	0	2	3
ENSMUSG00000107584	Gm18716	0	0	2	0
ENSMUSG00000107586	Gm44283	27	41	61	34
ENSMUSG00000107587	Gm44989	0	0	1	0
ENSMUSG00000107591	Gm6794	0	0	4	0
ENSMUSG00000107594	Tas2r142-ps5	0	0	0	1
ENSMUSG00000107597	Gm44764	0	0	0	0
ENSMUSG00000107599	Gm43981	0	0	0	0
ENSMUSG00000107603	Gm43921	0	0	1	0
ENSMUSG00000107604	Gm44041	2	1	5	6
ENSMUSG00000107606	Gm43873	0	0	1	0
ENSMUSG00000107608	Gm43863	5	3	8	3
ENSMUSG00000107610	D530018E20Rik	168	159	213	128
ENSMUSG00000107614	Gm44196	0	0	1	0
ENSMUSG00000107622	Gm44205	1	0	3	3
ENSMUSG00000107623	Gm10415	0	0	3	1
ENSMUSG00000107632	Gm44070	12	16	27	16
ENSMUSG00000107633	Gm44078	42	27	75	43
ENSMUSG00000107634	Gm43956	3	2	12	6
ENSMUSG00000107635	Gm44247	0	1	7	5
ENSMUSG00000107638	Gm30524	0	0	0	0
ENSMUSG00000107640	Gm44119	0	0	2	0
ENSMUSG00000107642	Tas2r141-ps4	1	0	1	0
ENSMUSG00000107644	Gm6342	0	0	1	0
ENSMUSG00000107649	Gm44404	0	0	0	1
ENSMUSG00000107653	Gm31520	1	0	0	0
ENSMUSG00000107655	Gm44220	4	1	3	0
ENSMUSG00000107656	4930563H07Rik	0	0	0	1
ENSMUSG00000107658	Gm44958	2	4	2	0
ENSMUSG00000107659	Gm44170	7	9	13	4
ENSMUSG00000107666	Gm44293	0	0	0	0
ENSMUSG00000107667	C530044C16Rik	0	1	0	1
ENSMUSG00000107672	Gm3017	0	0	0	0
ENSMUSG00000107676	Gm44178	8	8	22	16
ENSMUSG00000107677	Olfr316	0	0	1	1
ENSMUSG00000107680	Gm43903	0	1	3	0
ENSMUSG00000107682	Gm43918	0	0	0	0
ENSMUSG00000107688	Gm44091	8	11	13	12
ENSMUSG00000107689	Gm44386	0	0	1	0
ENSMUSG00000107690	Gm44044	112	92	214	109
ENSMUSG00000107695	Gm44289	0	0	0	2
ENSMUSG00000107696	Gm44171	0	0	3	2
ENSMUSG00000107698	Gm44430	19	16	35	7
ENSMUSG00000107699	Gm43970	2	2	4	0
ENSMUSG00000107701	Gm19287	0	2	0	1
ENSMUSG00000107702	Gm44140	1	4	0	0
ENSMUSG00000107704	Gm44082	0	0	4	0
ENSMUSG00000107709	9430018G01Rik	5	5	25	27
ENSMUSG00000107710	Gm5307	0	0	0	1
ENSMUSG00000107714	Gm44398	1	1	2	0
ENSMUSG00000107715	Gm44135	0	1	0	0
ENSMUSG00000107716	Gm43997	0	1	4	0
ENSMUSG00000107719	Gm43937	0	0	0	2
ENSMUSG00000107720	Gm43946	0	0	0	0
ENSMUSG00000107721	Gm44261	0	0	3	0
ENSMUSG00000107722	2900060B14Rik	17	11	10	3
ENSMUSG00000107723	Gm43964	0	0	1	0
ENSMUSG00000107726	Gm44037	2	4	25	5
ENSMUSG00000107728	Gm43949	0	0	0	1
ENSMUSG00000107730	Gm44238	0	1	1	0
ENSMUSG00000107736	Gm44148	4	7	14	2
ENSMUSG00000107737	1700027F06Rik	0	0	0	0
ENSMUSG00000107739	Gm7812	1	0	2	2
ENSMUSG00000107741	Gm2011	39	39	71	51
ENSMUSG00000107742	9530085L11Rik	100	94	111	64
ENSMUSG00000107743	Gm44087	64	67	99	66
ENSMUSG00000107744	1700072O05Rik	0	0	0	1
ENSMUSG00000107745	Gm43917	0	2	1	0
ENSMUSG00000107747	Gm5881	2	2	1	0
ENSMUSG00000107749	Gm44321	107	100	199	95
ENSMUSG00000107750	Gm44013	1	3	34	12
ENSMUSG00000107751	Gm44122	1	0	0	1
ENSMUSG00000107756	Gm44164	162	146	298	168
ENSMUSG00000107760	Gm44401	0	2	3	0
ENSMUSG00000107761	2010008C14Rik	0	0	0	0
ENSMUSG00000107768	Gm44275	6	5	22	9
ENSMUSG00000107771	Gm8956	22	19	55	23
ENSMUSG00000107773	Gm43971	0	0	0	0
ENSMUSG00000107776	Gm44388	0	0	1	0
ENSMUSG00000107779	Gm43874	0	0	0	0
ENSMUSG00000107780	9530013L04Rik	0	3	3	0
ENSMUSG00000107785	Gm45083	0	0	5	0
ENSMUSG00000107788	Gm6266	16	15	28	15
ENSMUSG00000107794	Gm44095	0	0	0	0
ENSMUSG00000107795	Gm44105	3	2	1	0
ENSMUSG00000107796	Gm44068	1	0	1	2
ENSMUSG00000107798	Gm44064	20	24	40	28
ENSMUSG00000107801	Gm44086	3	1	4	6
ENSMUSG00000107802	1700126G02Rik	1	2	1	0
ENSMUSG00000107810	Gm18609	0	0	0	0
ENSMUSG00000107812	Gm43935	9	5	8	1
ENSMUSG00000107813	Gm44434	29	33	60	16
ENSMUSG00000107814	Gm35876	9	7	36	22
ENSMUSG00000107815	Gm44257	0	0	1	0
ENSMUSG00000107822	Olfr1358	0	1	0	0
ENSMUSG00000107825	Gm44296	0	0	0	0
ENSMUSG00000107829	Gm43985	0	0	0	0
ENSMUSG00000107836	Gm5315	0	0	1	0
ENSMUSG00000107838	RP24-470M22.10	62	41	114	55
ENSMUSG00000107841	Gm44185	13	13	40	32
ENSMUSG00000107842	Gm44089	0	0	2	0
ENSMUSG00000107849	Gm43904	0	0	0	1
ENSMUSG00000107853	Gm18584	5	3	4	0
ENSMUSG00000107856	Gm7838	0	0	1	0
ENSMUSG00000107861	Gm44253	28	31	33	33
ENSMUSG00000107864	Gm44072	1	2	0	0
ENSMUSG00000107865	Gm44417	8	5	7	2
ENSMUSG00000107868	Gm5112	28	39	49	27
ENSMUSG00000107869	Gm29848	6	10	12	5
ENSMUSG00000107870	Gm43940	1	6	2	1
ENSMUSG00000107873	Gm19065	1	0	2	1
ENSMUSG00000107875	Gm44696	0	0	0	0
ENSMUSG00000107876	Gm43936	0	0	0	0
ENSMUSG00000107877	Gm43951	47	33	57	19
ENSMUSG00000107879	9330102E08Rik	62	59	555	312
ENSMUSG00000107880	Gm44113	0	0	1	0
ENSMUSG00000107881	Gm44250	1473	1283	2031	1202
ENSMUSG00000107883	Gm44062	0	0	0	0
ENSMUSG00000107884	Gm44144	14	18	48	27
ENSMUSG00000107891	Gm5051	0	3	1	0
ENSMUSG00000107892	Gm44524	2	1	2	3
ENSMUSG00000107894	Gm10388	17	17	16	11
ENSMUSG00000107895	1700094M24Rik	0	0	1	0
ENSMUSG00000107902	Gm32592	0	0	0	1
ENSMUSG00000107906	Gm5580	11	5	9	4
ENSMUSG00000107909	Gm44143	75	56	80	43
ENSMUSG00000107911	Gm7565	1	3	4	1
ENSMUSG00000107915	Gm44014	0	1	0	0
ENSMUSG00000107919	Gm7946	0	0	1	0
ENSMUSG00000107920	Gm7783	2	3	0	5
ENSMUSG00000107921	Gm6423	0	0	1	0
ENSMUSG00000107924	4930518I17Rik	1	2	0	0
ENSMUSG00000107927	Gm44090	2	2	23	18
ENSMUSG00000107928	Gm45140	1	1	5	2
ENSMUSG00000107932	Gm44432	0	0	0	0
ENSMUSG00000107935	Gm4872	0	0	0	0
ENSMUSG00000107936	Gm44155	0	0	0	1
ENSMUSG00000107937	Gm44200	24	17	33	12
ENSMUSG00000107938	Gm32308	0	1	0	0
ENSMUSG00000107942	Gm44411	0	0	1	0
ENSMUSG00000107944	Gm44280	10	18	48	21
ENSMUSG00000107945	Rpl7a-ps14	0	0	2	0
ENSMUSG00000107946	Gm44066	13	11	5	6
ENSMUSG00000107947	Gm44438	0	0	0	0
ENSMUSG00000107948	AA545190	0	0	2	0
ENSMUSG00000107949	Gm44157	5	4	14	2
ENSMUSG00000107950	Gm6375	7	2	18	7
ENSMUSG00000107951	Gm6210	36	18	46	27
ENSMUSG00000107952	Gm6352	0	1	0	0
ENSMUSG00000107955	Gm44027	43	35	76	36
ENSMUSG00000107956	Speer9-ps1	0	0	1	0
ENSMUSG00000107957	Gm44088	2	1	2	0
ENSMUSG00000107961	Gm44036	5	4	7	4
ENSMUSG00000107962	Gm43980	4	3	3	3
ENSMUSG00000107964	4930447C11Rik	0	0	1	0
ENSMUSG00000107966	Gm44001	0	0	4	0
ENSMUSG00000107968	Gm44419	0	0	0	1
ENSMUSG00000107969	Gm44085	1	1	1	0
ENSMUSG00000107970	RP23-355N5.6	32	20	92	43
ENSMUSG00000107971	Gm44260	177	185	203	119
ENSMUSG00000107972	Gm18198	2	0	2	0
ENSMUSG00000107976	Gm44043	24	26	10	8
ENSMUSG00000107977	Gm44121	111	90	181	107
ENSMUSG00000107982	Gm44219	0	0	0	0
ENSMUSG00000107985	Gm44160	0	0	3	3
ENSMUSG00000107988	Gm44006	0	0	2	0
ENSMUSG00000107989	Gm19692	3	0	15	15
ENSMUSG00000107990	Gm7890	2	1	0	1
ENSMUSG00000107991	Gm43919	0	0	0	1
ENSMUSG00000107992	Gm44223	1	0	0	1
ENSMUSG00000107994	D830050J10Rik	24	18	50	19
ENSMUSG00000107997	Gm44243	72	63	58	12
ENSMUSG00000107999	Gm44123	0	2	2	1
ENSMUSG00000108004	Gm44080	6	15	14	13
ENSMUSG00000108006	Gm44418	66	33	20	21
ENSMUSG00000108015	Gm43878	2	5	19	10
ENSMUSG00000108019	Gm44108	3	2	7	8
ENSMUSG00000108020	Gm43983	0	0	0	0
ENSMUSG00000108021	Gm44049	0	0	1	0
ENSMUSG00000108023	Gm44245	0	0	0	1
ENSMUSG00000108024	Gm43912	0	3	5	0
ENSMUSG00000108026	Gm44007	11	15	9	8
ENSMUSG00000108027	Gm44271	8	9	5	5
ENSMUSG00000108030	9530062K07Rik	9	15	42	27
ENSMUSG00000108033	Gm44284	0	0	6	1
ENSMUSG00000108034	Gm43989	0	0	0	0
ENSMUSG00000108037	Gm44597	29	14	16	6
ENSMUSG00000108038	D030044L04Rik	7	1	0	0
ENSMUSG00000108040	Gm43900	0	0	1	0
ENSMUSG00000108042	B130021K23Rik	13	5	23	13
ENSMUSG00000108043	Zim3	0	0	0	1
ENSMUSG00000108045	Gm5576	4	2	4	2
ENSMUSG00000108046	Gm43924	32	20	72	28
ENSMUSG00000108048	Gm43990	0	0	5	1
ENSMUSG00000108049	Gm44168	1	1	5	6
ENSMUSG00000108053	Gm43890	104	110	144	81
ENSMUSG00000108054	Gm44149	0	0	1	0
ENSMUSG00000108055	Gm43876	3	2	1	1
ENSMUSG00000108059	Gm44369	3	0	0	0
ENSMUSG00000108060	4921529L05Rik	0	1	0	0
ENSMUSG00000108062	Gm44028	0	1	0	0
ENSMUSG00000108064	Gm44423	15	15	71	25
ENSMUSG00000108067	Gm43953	0	0	1	0
ENSMUSG00000108068	Gm44075	2	1	2	0
ENSMUSG00000108069	Hspd1-ps1	0	0	1	0
ENSMUSG00000108071	Gm3455	2	0	0	0
ENSMUSG00000108072	Gm20362	4	3	18	11
ENSMUSG00000108073	Gm6072	0	0	0	0
ENSMUSG00000108076	9530086O07Rik	0	0	1	1
ENSMUSG00000108079	Gm44210	0	0	2	1
ENSMUSG00000108080	Gm10209	19	17	42	28
ENSMUSG00000108083	Mug4-ps	0	0	2	0
ENSMUSG00000108084	Gm7932	0	2	1	0
ENSMUSG00000108085	A930014E10Rik	0	1	0	0
ENSMUSG00000108086	Gm6786	0	1	2	4
ENSMUSG00000108089	Gm3148	0	2	0	0
ENSMUSG00000108090	Gm6637	0	1	0	0
ENSMUSG00000108092	Gm44189	32	48	69	34
ENSMUSG00000108094	Gm31108	6	1	1	2
ENSMUSG00000108095	Gm44067	2	0	0	0
ENSMUSG00000108096	Minpp1-ps	0	0	1	1
ENSMUSG00000108100	Gm5876	0	0	0	1
ENSMUSG00000108101	RP23-14P17.5	28	23	39	18
ENSMUSG00000108102	Gm44437	0	0	0	1
ENSMUSG00000108103	Gm44081	0	0	8	2
ENSMUSG00000108105	Gm5340	18	21	2	0
ENSMUSG00000108106	Gm5886	0	0	2	0
ENSMUSG00000108107	Gm5312	2	0	0	0
ENSMUSG00000108108	Gm44270	23	4	64	26
ENSMUSG00000108109	Gm44287	5	8	6	0
ENSMUSG00000108117	Gm44262	1	0	0	0
ENSMUSG00000108119	Gm43891	0	0	1	1
ENSMUSG00000108120	9930120I10Rik	9	7	17	8
ENSMUSG00000108122	Gm44116	64	39	81	49
ENSMUSG00000108124	Gm44146	0	1	6	0
ENSMUSG00000108126	Gm43909	16	11	21	13
ENSMUSG00000108127	Gm12845	0	0	0	1
ENSMUSG00000108128	4922502N22Rik	0	0	0	0
ENSMUSG00000108129	4930417O13Rik	0	0	2	0
ENSMUSG00000108132	Gm44175	18	10	32	8
ENSMUSG00000108137	Gm44053	17	14	23	19
ENSMUSG00000108141	Gm44079	0	2	0	0
ENSMUSG00000108143	Gm44414	5	8	3	1
ENSMUSG00000108145	Gm44191	0	0	1	0
ENSMUSG00000108148	Gm44020	0	0	1	0
ENSMUSG00000108151	Gm44290	0	0	0	0
ENSMUSG00000108152	Gm44152	9	17	22	5
ENSMUSG00000108154	Gm44033	30	19	54	29
ENSMUSG00000108155	Gm44443	6	7	9	4
ENSMUSG00000108158	Gm44002	1	1	33	21
ENSMUSG00000108161	Gm44269	0	0	21	9
ENSMUSG00000108162	Gm20589	2	4	4	3
ENSMUSG00000108166	Gm44017	1	5	5	4
ENSMUSG00000108167	Olfr1386	0	0	2	1
ENSMUSG00000108168	Gm43864	12	17	59	22
ENSMUSG00000108170	Gm43966	1	5	3	3
ENSMUSG00000108171	Gm43915	0	0	3	0
ENSMUSG00000108173	Gm44231	267	276	377	199
ENSMUSG00000108176	Gm43965	36	30	61	36
ENSMUSG00000108177	Gm7924	0	1	0	0
ENSMUSG00000108179	Gm44274	2	1	3	3
ENSMUSG00000108181	C030015A19Rik	197	171	499	309
ENSMUSG00000108183	Gm44227	2	0	0	0
ENSMUSG00000108184	Gm44198	0	0	0	0
ENSMUSG00000108187	4930511E03Rik	0	0	1	0
ENSMUSG00000108189	Gm43887	4	4	7	3
ENSMUSG00000108190	Gm44731	10	17	103	45
ENSMUSG00000108191	Gm29803	0	0	0	0
ENSMUSG00000108194	1700097M23Rik	0	0	2	0
ENSMUSG00000108195	Gm44415	1	3	2	0
ENSMUSG00000108196	Gm44025	0	1	4	0
ENSMUSG00000108197	Gm44214	3	2	1	0
ENSMUSG00000108199	Gm44249	22	13	37	13
ENSMUSG00000108200	Gm43931	0	1	2	0
ENSMUSG00000108204	Gm44180	0	0	1	0
ENSMUSG00000108206	Gm44427	1	0	3	0
