id	sym	WT_6_hr_DMSO_1	WT_6_hr_DMSO_2	WT_6_hr_DMSO_3	WT_6_hr_Tunicamycin_1	WT_6_hr_Tunicamycin_2	WT_6_hr_Tunicamycin_3
ENSMUSG00000082814	Gm12956	0	0	1	0	0	0
ENSMUSG00000082815	Gm5678	0	0	3	0	0	0
ENSMUSG00000082816	Gm11953	1	5	8	0	4	3
ENSMUSG00000082820	Gm13803	0	0	0	0	0	1
ENSMUSG00000082828	Gm16106	0	0	0	1	0	0
ENSMUSG00000082829	Gm15780	1	0	1	2	2	0
ENSMUSG00000082836	Gm13612	1	2	4	0	0	1
ENSMUSG00000082837	Gm15373	0	0	0	0	0	0
ENSMUSG00000082840	Gm16421	0	0	0	0	0	0
ENSMUSG00000082844	Gm13537	0	0	0	0	0	0
ENSMUSG00000082848	Gm16066	1	0	0	1	1	1
ENSMUSG00000082851	Gm11931	0	2	0	3	3	3
ENSMUSG00000082855	Gm14537	0	0	0	1	1	1
ENSMUSG00000082860	Gm13204	4	9	2	15	15	9
ENSMUSG00000082864	Gm13358	0	1	0	0	0	0
ENSMUSG00000082867	Gm15730	0	1	0	0	0	0
ENSMUSG00000082873	Gm15367	0	1	0	0	0	1
ENSMUSG00000082876	Gm11889	0	1	0	0	0	0
ENSMUSG00000082884	Gm13339	1	0	1	1	2	1
ENSMUSG00000082888	Gm12934	0	0	0	0	0	0
ENSMUSG00000082894	Gm6480	3	7	7	2	1	3
ENSMUSG00000082895	Rpsa-ps9	0	1	0	1	1	1
ENSMUSG00000082896	Gm5844	0	1	3	0	1	0
ENSMUSG00000082900	Gm11557	0	0	1	0	0	0
ENSMUSG00000082901	Gm14323	0	0	0	0	0	0
ENSMUSG00000082902	Ccl19-ps1	0	0	0	0	0	0
ENSMUSG00000082907	Gm14832	0	0	0	1	0	0
ENSMUSG00000082917	Gm11440	0	0	0	0	0	0
ENSMUSG00000082920	Gm13864	4	2	0	3	1	4
ENSMUSG00000082922	Gm6939	4	7	10	7	7	7
ENSMUSG00000082926	Gm8172	1	0	0	0	0	0
ENSMUSG00000082928	Gm12785	0	1	0	0	0	1
ENSMUSG00000082931	Gm13586	0	2	0	1	0	1
ENSMUSG00000082932	Cyp2j8	2	0	0	3	0	2
ENSMUSG00000082935	Gm7658	0	0	0	0	0	0
ENSMUSG00000082936	Gm16166	0	3	3	2	2	6
ENSMUSG00000082938	Gm2810	0	0	0	0	1	0
ENSMUSG00000082941	Gm12850	0	0	0	2	0	0
ENSMUSG00000082945	Gm11540	1	0	0	3	7	5
ENSMUSG00000082947	Gm12587	0	0	0	0	0	0
ENSMUSG00000082954	Gm15504	0	0	0	0	0	1
ENSMUSG00000082956	Naip3	2	1	2	5	5	3
ENSMUSG00000082961	Gm15131	0	1	0	0	0	0
ENSMUSG00000082962	Gm10601	0	0	0	0	0	0
ENSMUSG00000082964	Rpl13-ps5	1	2	1	4	6	3
ENSMUSG00000082969	Gm12630	0	0	1	1	0	0
ENSMUSG00000082978	Rpsa-ps11	0	0	0	0	0	0
ENSMUSG00000082981	Polr2k-ps	0	1	0	2	1	2
ENSMUSG00000082985	Gm14042	0	1	0	0	0	0
ENSMUSG00000082990	Gm14052	0	1	0	1	0	1
ENSMUSG00000082996	Gm6238	0	0	1	0	0	2
ENSMUSG00000083004	Gm13413	0	1	0	0	0	0
ENSMUSG00000083006	Gm15715	0	0	0	1	0	0
ENSMUSG00000083007	Gm13623	0	0	0	0	0	0
ENSMUSG00000083011	Gm12816	0	0	0	0	0	0
ENSMUSG00000083012	Fam220a	191	150	222	368	311	299
ENSMUSG00000083014	Gm11764	0	0	0	0	1	0
ENSMUSG00000083015	Gm16518	0	0	0	0	0	0
ENSMUSG00000083016	Gm12618	0	1	0	0	0	0
ENSMUSG00000083019	Gm6222	2	0	0	1	1	0
ENSMUSG00000083022	Rps15a-ps6	5	2	1	2	1	2
ENSMUSG00000083027	Gm13140	0	0	0	1	0	0
ENSMUSG00000083033	Gm9083	0	0	0	0	0	0
ENSMUSG00000083038	Gm13233	0	2	0	0	0	0
ENSMUSG00000083043	Gm13433	1	0	0	3	1	0
ENSMUSG00000083044	Gm12416	10	10	8	4	7	9
ENSMUSG00000083045	Gm16100	0	0	0	1	0	0
ENSMUSG00000083061	Gm12191	0	0	1	1	2	0
ENSMUSG00000083064	Gm7785	3	0	4	4	6	4
ENSMUSG00000083070	Gm13350	0	1	0	0	0	0
ENSMUSG00000083072	Gm13668	1	0	0	0	0	0
ENSMUSG00000083076	Gm11408	1	1	0	0	0	1
ENSMUSG00000083083	Gm15382	0	2	3	0	0	2
ENSMUSG00000083086	Gm15531	0	0	0	0	0	0
ENSMUSG00000083087	Gm11249	1	1	0	3	2	1
ENSMUSG00000083093	Gm15385	0	1	0	0	0	0
ENSMUSG00000083097	Gm14494	0	0	0	1	0	0
ENSMUSG00000083100	Gm6044	0	1	1	2	0	2
ENSMUSG00000083101	Gm13430	0	0	0	0	1	0
ENSMUSG00000083104	Gm12917	0	1	2	5	3	0
ENSMUSG00000083111	Gm14421	104	128	126	39	28	40
ENSMUSG00000083112	Gm14620	0	0	0	1	0	0
ENSMUSG00000083120	Gm15854	1	0	0	0	0	0
ENSMUSG00000083121	Gm6341	2	0	0	0	0	0
ENSMUSG00000083142	Gm12288	0	0	0	0	0	0
ENSMUSG00000083145	Gm12579	0	0	0	0	0	0
ENSMUSG00000083149	Gm11380	0	0	0	1	0	0
ENSMUSG00000083152	Apc-ps1	1	1	2	3	5	4
ENSMUSG00000083154	Gm11892	1	0	0	0	0	0
ENSMUSG00000083157	Gm13511	1	0	0	0	1	0
ENSMUSG00000083161	Gm11427	2	6	0	10	15	10
ENSMUSG00000083165	Gm11344	1	3	0	1	0	1
ENSMUSG00000083168	Gm14201	5	5	2	30	23	41
ENSMUSG00000083169	Gm6580	0	2	1	0	0	1
ENSMUSG00000083176	D11Bhm181e	0	0	0	0	0	0
ENSMUSG00000083178	Gm12187	1	0	1	1	2	1
ENSMUSG00000083183	Gm15575	0	0	1	0	0	0
ENSMUSG00000083186	Gm11805	1	1	0	1	0	0
ENSMUSG00000083191	Gm15571	0	0	0	0	0	0
ENSMUSG00000083193	4930595D18Rik	0	1	0	0	0	0
ENSMUSG00000083196	Gm15272	0	0	0	1	0	0
ENSMUSG00000083199	Gm9432	1	0	0	0	0	0
ENSMUSG00000083200	Gm15066	0	0	0	0	1	0
ENSMUSG00000083203	Gm11421	1	0	0	0	0	0
ENSMUSG00000083206	Gm11338	2	1	0	1	0	0
ENSMUSG00000083207	Gm14780	4	0	0	1	1	0
ENSMUSG00000083208	Gm11522	0	0	0	2	1	0
ENSMUSG00000083210	Gm14869	1	0	0	0	0	1
ENSMUSG00000083218	Gm16425	0	0	0	0	0	1
ENSMUSG00000083220	Gm12919	0	0	0	0	0	0
ENSMUSG00000083222	Gm12427	0	0	0	0	0	0
ENSMUSG00000083226	Gm7831	0	0	0	0	1	0
ENSMUSG00000083233	Gm13406	1	0	0	0	0	1
ENSMUSG00000083235	Gm13246	0	0	0	0	0	0
ENSMUSG00000083237	Gm11698	0	0	3	0	0	0
ENSMUSG00000083239	Mup-ps1	0	1	3	1	0	0
ENSMUSG00000083240	Gm13453	1	0	0	0	0	0
ENSMUSG00000083245	Gm11185	1	0	2	1	1	2
ENSMUSG00000083246	Gm11839	2	3	5	6	0	5
ENSMUSG00000083250	Gm5403	0	0	0	1	0	0
ENSMUSG00000083253	Gm7108	0	0	0	0	0	0
ENSMUSG00000083257	Gm15568	1	7	2	4	5	1
ENSMUSG00000083258	Gm5939	0	0	0	0	1	0
ENSMUSG00000083261	Gm7816	0	0	3	1	3	1
ENSMUSG00000083264	Gm11461	0	0	0	0	0	0
ENSMUSG00000083268	Gm11511	0	0	0	0	1	0
ENSMUSG00000083277	Gm15376	4	8	7	3	3	4
ENSMUSG00000083282	Ctsf	543	624	690	380	353	496
ENSMUSG00000083283	Gm15361	0	0	0	0	0	0
ENSMUSG00000083284	Gm13688	1	0	0	0	1	0
ENSMUSG00000083285	Gm15815	0	0	0	0	0	0
ENSMUSG00000083287	Gm13502	0	1	0	0	0	0
ENSMUSG00000083304	Mup-ps15	0	1	2	0	0	0
ENSMUSG00000083305	Gm13315	0	1	0	0	0	0
ENSMUSG00000083306	Gm13868	0	1	0	0	0	0
ENSMUSG00000083307	AA414768	2	3	5	2	9	7
ENSMUSG00000083311	Gm5643	0	0	0	0	0	1
ENSMUSG00000083314	Gm11742	0	0	1	0	0	0
ENSMUSG00000083317	Gm14402	0	0	0	1	0	0
ENSMUSG00000083326	Rpl38-ps1	0	0	0	1	0	0
ENSMUSG00000083327	Vcp-rs	2	0	0	1	0	1
ENSMUSG00000083328	Gm11826	3	0	1	0	0	2
ENSMUSG00000083332	Gm7599	2	2	0	0	0	1
ENSMUSG00000083337	Gm11539	0	0	1	0	1	0
ENSMUSG00000083339	Gm11693	1	0	0	1	0	0
ENSMUSG00000083340	Gm13156	1	0	0	0	2	1
ENSMUSG00000083344	Gm7363	0	0	0	0	0	0
ENSMUSG00000083353	Gm12540	0	0	0	0	1	0
ENSMUSG00000083355	Gm11581	0	1	0	1	1	1
ENSMUSG00000083356	Gm11708	0	0	1	0	0	0
ENSMUSG00000083359	Gm12656	0	0	2	1	1	0
ENSMUSG00000083362	Gm8606	0	0	0	0	1	0
ENSMUSG00000083364	Llph-ps2	0	0	0	0	0	0
ENSMUSG00000083367	Gm8806	0	0	0	0	0	0
ENSMUSG00000083368	Gm13214	0	0	0	0	1	0
ENSMUSG00000083371	Gm11422	0	0	0	0	1	0
ENSMUSG00000083374	Gm11449	0	0	0	1	0	1
ENSMUSG00000083375	Gm15057	0	1	0	0	0	0
ENSMUSG00000083377	Gm12653	1	0	0	0	0	0
ENSMUSG00000083378	Gm13196	1	0	0	0	0	1
ENSMUSG00000083382	Gm6433	1	1	0	1	0	0
ENSMUSG00000083391	Gm14148	75	47	101	38	74	95
ENSMUSG00000083392	Gm6335	0	0	2	1	0	0
ENSMUSG00000083394	Gm11703	1	0	1	1	0	0
ENSMUSG00000083396	Gm15542	1	1	2	2	3	3
ENSMUSG00000083397	Gm5466	1	5	2	23	19	41
ENSMUSG00000083404	Gm13019	0	0	0	0	0	0
ENSMUSG00000083409	Gm11340	3	2	5	2	0	0
ENSMUSG00000083410	Gm14300	0	0	0	0	0	1
ENSMUSG00000083412	Gm12268	0	0	1	4	1	0
ENSMUSG00000083416	Gm15378	0	0	0	0	0	1
ENSMUSG00000083424	Rpl35a-ps4	1	0	1	0	0	2
ENSMUSG00000083435	Gm15824	0	1	0	0	0	0
ENSMUSG00000083443	Gm15519	0	0	0	0	0	0
ENSMUSG00000083454	Gm13226	0	0	0	0	0	1
ENSMUSG00000083457	Cyp4b1-ps2	0	0	2	1	0	0
ENSMUSG00000083460	Gm12182	1	0	0	0	0	0
ENSMUSG00000083461	Gm12935	0	0	0	0	0	0
ENSMUSG00000083465	Gm11652	0	0	0	0	0	0
ENSMUSG00000083468	Gm9431	0	1	0	0	0	0
ENSMUSG00000083473	Gm13207	0	0	0	0	0	0
ENSMUSG00000083474	Gm15267	0	0	0	1	1	2
ENSMUSG00000083477	Gm5555	0	0	0	0	0	0
ENSMUSG00000083478	Gm15375	48	75	49	39	17	52
ENSMUSG00000083483	Gm14044	1	0	0	0	0	0
ENSMUSG00000083489	Gm11784	0	0	0	0	0	1
ENSMUSG00000083496	Gm11263	0	1	0	1	3	0
ENSMUSG00000083500	Gm15470	3	0	0	1	2	0
ENSMUSG00000083502	Gm14861	0	0	2	0	1	0
ENSMUSG00000083503	Gm13407	1	0	0	0	0	0
ENSMUSG00000083505	Gm7541	0	0	1	1	1	1
ENSMUSG00000083512	Gm12749	0	1	1	2	0	1
ENSMUSG00000083518	Gm9429	0	0	0	0	0	0
ENSMUSG00000083527	Gm12001	0	0	0	0	0	1
ENSMUSG00000083533	Gm13450	0	0	0	0	1	0
ENSMUSG00000083534	H2-M6-ps	1	0	2	16	15	28
ENSMUSG00000083538	Gm16016	2	0	0	0	0	0
ENSMUSG00000083547	Gm13321	0	0	0	1	0	0
ENSMUSG00000083553	Gm11989	0	0	0	0	1	0
ENSMUSG00000083555	Gm12035	0	0	0	0	0	0
ENSMUSG00000083557	Gm6877	0	0	0	0	0	0
ENSMUSG00000083563	Gm13340	185	142	188	137	151	172
ENSMUSG00000083566	Gm14711	0	0	0	0	0	0
ENSMUSG00000083569	Gm13666	0	2	0	0	0	0
ENSMUSG00000083579	Gm15538	1	0	1	1	2	0
ENSMUSG00000083585	Gm15885	0	1	0	0	0	1
ENSMUSG00000083592	Gm13614	1	0	0	0	1	1
ENSMUSG00000083594	Gm13722	79	163	116	68	67	83
ENSMUSG00000083595	Gm9200	0	0	0	0	1	0
ENSMUSG00000083603	Gm14810	0	1	0	0	0	1
ENSMUSG00000083605	Gm14893	0	0	0	0	0	1
ENSMUSG00000083606	Gm15916	0	0	0	0	0	0
ENSMUSG00000083608	Gm14863	0	0	1	1	0	2
ENSMUSG00000083610	Oaz2-ps	1	0	0	2	4	2
ENSMUSG00000083614	Gm12795	5	16	12	6	6	4
ENSMUSG00000083621	Gm14586	3	5	1	3	1	3
ENSMUSG00000083622	Gm15570	0	0	1	0	0	0
ENSMUSG00000083623	Gm7224	0	0	1	0	0	0
ENSMUSG00000083626	Gm4459	2	0	2	0	1	1
ENSMUSG00000083630	Gm15602	0	0	0	1	1	1
ENSMUSG00000083633	Gm13312	0	0	0	1	0	0
ENSMUSG00000083636	Gm15175	0	0	0	0	0	0
ENSMUSG00000083645	Gm14086	0	0	0	0	0	0
ENSMUSG00000083649	Rasl2-9	10	8	7	6	4	9
ENSMUSG00000083650	Gm13357	0	1	1	2	1	1
ENSMUSG00000083657	Gm12245	0	0	0	0	0	1
ENSMUSG00000083658	Gm15798	0	0	1	0	0	1
ENSMUSG00000083666	Gm12358	0	0	1	1	0	0
ENSMUSG00000083670	Gm6829	0	0	0	1	5	7
ENSMUSG00000083674	Zfp133-ps	1	8	5	5	2	5
ENSMUSG00000083677	Gm11699	0	0	0	1	0	1
ENSMUSG00000083678	Gm12989	0	1	0	1	0	0
ENSMUSG00000083687	Gm15154	0	0	0	2	0	0
ENSMUSG00000083688	Gm13743	0	0	1	0	0	0
ENSMUSG00000083692	Gm9575	0	0	0	3	0	1
ENSMUSG00000083695	Rnf138rt1	1	0	0	0	0	1
ENSMUSG00000083700	Gm2986	0	1	1	1	3	1
ENSMUSG00000083701	Gm4912	0	0	0	0	0	0
ENSMUSG00000083702	Gm14428	0	0	0	0	0	0
ENSMUSG00000083705	Gm8624	7	0	0	3	3	1
ENSMUSG00000083708	Gm13123	1	0	0	0	0	0
ENSMUSG00000083713	Gm5883	1	0	0	0	0	2
ENSMUSG00000083715	Gm14202	3	7	2	22	16	19
ENSMUSG00000083716	Gm13436	0	0	0	0	0	1
ENSMUSG00000083718	Ccnb2-ps	19	23	40	39	20	32
ENSMUSG00000083720	Gm12901	0	0	0	1	0	0
ENSMUSG00000083722	Adgrd2-ps	0	0	0	0	0	0
ENSMUSG00000083725	Gm11865	0	1	0	0	1	0
ENSMUSG00000083728	Gm13854	0	1	0	0	0	0
ENSMUSG00000083732	Gm14197	0	0	0	2	0	3
ENSMUSG00000083734	Gm16209	3	5	1	4	4	0
ENSMUSG00000083736	Gm6039	0	1	0	0	0	0
ENSMUSG00000083738	Gm14592	0	0	0	0	0	0
ENSMUSG00000083744	Gm14824	0	0	0	0	0	0
ENSMUSG00000083745	Gm13543	0	0	0	0	0	0
ENSMUSG00000083748	Gm11662	0	0	0	0	0	1
ENSMUSG00000083750	Gm14108	0	0	0	0	0	0
ENSMUSG00000083754	Gm7803	0	0	0	0	1	2
ENSMUSG00000083757	Rps15a-ps4	0	0	0	1	3	0
ENSMUSG00000083761	Pgam1-ps1	1	0	1	0	0	0
ENSMUSG00000083773	Gm13394	1	0	1	0	1	0
ENSMUSG00000083774	Gm7180	0	1	0	1	0	0
ENSMUSG00000083782	Gm11660	0	1	0	0	0	0
ENSMUSG00000083783	Gm12739	0	0	0	0	0	0
ENSMUSG00000083791	Gm12721	0	2	0	0	0	0
ENSMUSG00000083795	Gm15670	0	0	0	0	0	0
ENSMUSG00000083796	Gm13369	1	0	1	1	1	1
ENSMUSG00000083798	Gm14584	24	21	21	22	22	27
ENSMUSG00000083811	Gm13071	2	10	8	12	13	7
ENSMUSG00000083813	Gm15502	27	57	55	16	9	11
ENSMUSG00000083816	Gm13033	3	7	3	5	6	4
ENSMUSG00000083817	Gm14400	4	2	3	0	0	2
ENSMUSG00000083820	Gm6415	1	2	2	0	0	1
ENSMUSG00000083822	Hmgb1-ps5	3	1	1	1	0	2
ENSMUSG00000083823	Amd-ps1	0	2	0	0	0	0
ENSMUSG00000083826	Gm13039	2	0	1	0	2	3
ENSMUSG00000083827	Gm15712	0	1	0	1	2	0
ENSMUSG00000083829	Gm2199	0	0	0	0	0	0
ENSMUSG00000083831	Gm14248	0	0	0	0	0	0
ENSMUSG00000083832	Gm13771	0	0	0	0	0	0
ENSMUSG00000083836	Ldha-ps2	1	0	1	0	0	1
ENSMUSG00000083837	Gm14427	1	0	0	0	0	0
ENSMUSG00000083838	Gm11957	0	0	0	1	0	0
ENSMUSG00000083841	Gm1947	0	0	0	0	0	0
ENSMUSG00000083844	Ube2d-ps	214	179	234	193	172	214
ENSMUSG00000083849	Gm13477	1	3	5	2	3	8
ENSMUSG00000083853	Gm15696	2	8	3	8	6	8
ENSMUSG00000083854	Dnajc19-ps	0	1	0	0	0	0
ENSMUSG00000083856	Gm13886	0	6	1	1	0	1
ENSMUSG00000083859	Gm12003	0	0	0	0	0	0
ENSMUSG00000083860	Gm13313	0	1	1	0	0	2
ENSMUSG00000083863	Gm13341	47	55	80	47	47	65
ENSMUSG00000083866	Gm13472	0	0	0	0	0	0
ENSMUSG00000083875	Gm13831	1	1	0	0	0	0
ENSMUSG00000083876	Gm11439	0	0	0	0	0	0
ENSMUSG00000083878	Gm12034	1	0	1	1	0	0
ENSMUSG00000083879	Gm14038	0	0	0	0	0	0
ENSMUSG00000083885	Gm13213	0	0	0	0	0	0
ENSMUSG00000083892	Gm1848	0	0	0	0	1	0
ENSMUSG00000083897	Gm14843	0	0	0	0	0	0
ENSMUSG00000083899	Gm12346	1	5	2	2	1	2
ENSMUSG00000083902	Gm15975	4	5	12	7	4	6
ENSMUSG00000083903	Gm5405	0	1	0	0	0	0
ENSMUSG00000083906	Gm15186	0	0	0	3	1	1
ENSMUSG00000083907	Plk-ps1	6	4	11	9	9	11
ENSMUSG00000083909	Gm15842	2	2	0	4	0	0
ENSMUSG00000083910	Gm13604	0	0	0	0	0	1
ENSMUSG00000083911	Gm4342	0	0	0	0	0	0
ENSMUSG00000083914	Rps18-ps1	0	1	0	0	0	1
ENSMUSG00000083921	Gm15750	0	0	2	0	0	0
ENSMUSG00000083922	Gm3835	1	2	1	1	0	0
ENSMUSG00000083924	Gm12304	0	0	0	0	1	0
ENSMUSG00000083927	Gm14749	0	0	0	1	0	1
ENSMUSG00000083929	Gm10600	2	1	10	0	7	0
ENSMUSG00000083936	Gm14829	0	0	0	0	0	1
ENSMUSG00000083943	Gm11483	0	0	0	0	0	0
ENSMUSG00000083950	Gm14466	1	0	0	0	0	0
ENSMUSG00000083951	Gm13786	1	0	1	1	0	0
ENSMUSG00000083953	Gm14049	0	0	0	1	0	2
ENSMUSG00000083958	Gm12601	1	0	0	0	0	0
ENSMUSG00000083962	Gm15707	0	0	1	0	0	0
ENSMUSG00000083964	Gm14122	3	2	0	0	3	1
ENSMUSG00000083971	Gm5943	0	0	0	0	0	0
ENSMUSG00000083974	Gm16053	0	0	0	0	0	0
ENSMUSG00000083979	Gm12527	0	0	0	0	0	0
ENSMUSG00000083982	Gm14650	1	0	0	1	0	0
ENSMUSG00000083988	Rps10-ps4	0	1	1	0	1	1
ENSMUSG00000083989	Gm12607	0	0	0	0	0	0
ENSMUSG00000083991	Gm11618	0	0	0	0	0	0
ENSMUSG00000083992	Gm11478	6	5	10	4	4	8
ENSMUSG00000083993	Gm14398	0	0	0	0	2	0
ENSMUSG00000084004	Gm12047	0	0	0	1	0	0
ENSMUSG00000084007	Gm9003	3	2	1	1	1	5
ENSMUSG00000084009	Rhox7-ps1	0	0	0	0	0	0
ENSMUSG00000084010	Gm13302	0	0	2	0	1	0
ENSMUSG00000084013	Gm14270	0	0	0	1	1	3
ENSMUSG00000084031	Gm7416	0	0	0	1	0	0
ENSMUSG00000084032	Gm12991	1	2	3	1	0	3
ENSMUSG00000084033	Gm7645	1	3	2	0	1	2
ENSMUSG00000084050	Gm14439	0	0	0	0	0	0
ENSMUSG00000084052	Gm11745	0	0	1	1	0	0
ENSMUSG00000084060	Gm16412	0	0	0	0	1	0
ENSMUSG00000084067	Gm14269	2	0	0	0	1	0
ENSMUSG00000084068	Gm11573	0	0	0	0	0	0
ENSMUSG00000084069	Gm12306	0	0	1	0	0	0
ENSMUSG00000084081	Gm12057	0	0	1	2	4	3
ENSMUSG00000084085	Gm16140	0	0	0	0	0	0
ENSMUSG00000084088	Gm12941	3	5	2	5	7	5
ENSMUSG00000084094	Gm13961	0	0	0	0	0	0
ENSMUSG00000084105	Gm13252	0	0	0	0	0	1
ENSMUSG00000084106	Gm6136	3	1	1	3	0	1
ENSMUSG00000084111	Gm15710	1	0	1	2	1	1
ENSMUSG00000084113	Gm14277	0	1	0	0	0	1
ENSMUSG00000084127	Gm13169	1	2	3	0	0	2
ENSMUSG00000084128	Esrp2	1802	2160	2899	2126	2052	2363
ENSMUSG00000084131	Rpl3-ps2	0	0	0	2	1	0
ENSMUSG00000084132	Gm15982	24	26	25	13	16	21
ENSMUSG00000084137	Gm9085	0	1	0	1	2	1
ENSMUSG00000084139	Gm12322	0	1	0	1	1	0
ENSMUSG00000084140	Gm14000	1	0	1	1	2	2
ENSMUSG00000084143	Gm13400	0	0	0	0	1	1
ENSMUSG00000084144	Gm12516	0	0	0	1	0	1
ENSMUSG00000084145	Gm12263	0	0	2	0	0	0
ENSMUSG00000084146	Gm12104	0	1	0	1	0	2
ENSMUSG00000084148	Gm12380	1	0	1	3	3	1
ENSMUSG00000084149	Gm12944	0	1	1	0	1	1
ENSMUSG00000084154	Gm15644	0	0	0	0	1	0
ENSMUSG00000084159	Gm12696	88	91	172	125	144	155
ENSMUSG00000084164	Gm13902	0	0	0	1	0	0
ENSMUSG00000084166	Gm6451	16	12	22	22	25	27
ENSMUSG00000084168	Atp5l2-ps	0	1	2	0	0	1
ENSMUSG00000084169	Gm12240	0	0	0	0	0	0
ENSMUSG00000084170	Gm11954	0	0	0	1	0	0
ENSMUSG00000084174	Sycn	0	0	0	0	0	0
ENSMUSG00000084183	Gm12009	0	0	0	0	0	0
ENSMUSG00000084190	Gm11869	0	0	0	0	0	0
ENSMUSG00000084195	Gm15372	4	8	0	0	1	1
ENSMUSG00000084201	Gm11926	0	1	0	0	0	0
ENSMUSG00000084203	Gm15593	0	0	0	0	0	0
ENSMUSG00000084207	Gm14070	0	0	0	2	2	0
ENSMUSG00000084213	Hspe1-ps5	0	0	0	1	0	0
ENSMUSG00000084215	Gm11814	0	1	0	0	0	0
ENSMUSG00000084217	Gm15488	0	0	0	0	0	1
ENSMUSG00000084218	Gm8145	0	0	0	0	0	0
ENSMUSG00000084221	Hmgb1-ps4	0	0	0	0	0	1
ENSMUSG00000084224	Gm12337	6	0	5	6	8	6
ENSMUSG00000084231	Gm11975	0	0	1	2	0	1
ENSMUSG00000084235	Gm15421	1	1	2	1	1	0
ENSMUSG00000084241	Gm13416	0	0	0	1	0	0
ENSMUSG00000084243	Gm13784	0	9	3	0	0	0
ENSMUSG00000084249	Gm12267	0	0	0	3	3	2
ENSMUSG00000084250	Gm13550	1	1	0	0	0	0
ENSMUSG00000084252	Gm12036	1	0	1	1	0	0
ENSMUSG00000084260	Gm12844	0	0	0	1	0	0
ENSMUSG00000084264	Gm14142	0	0	0	0	0	1
ENSMUSG00000084265	Gm14541	0	0	0	0	1	1
ENSMUSG00000084271	Gm14846	0	1	0	0	0	1
ENSMUSG00000084274	Gm12504	23	23	8	32	42	36
ENSMUSG00000084277	Gm11702	0	0	0	0	0	1
ENSMUSG00000084284	Tpt1-ps6	1	1	1	0	1	0
ENSMUSG00000084288	Gm5228	0	0	0	0	0	2
ENSMUSG00000084289	Gm6977	1	2	4	1	3	2
ENSMUSG00000084292	Gm13535	0	3	1	0	0	0
ENSMUSG00000084299	Gm6630	0	1	0	0	0	0
ENSMUSG00000084302	Gm12194	1	2	0	0	0	0
ENSMUSG00000084304	Gm6142	37	11	25	25	22	20
ENSMUSG00000084306	Gm11743	1	1	3	1	2	4
ENSMUSG00000084314	Rps15a-ps3	0	0	1	0	1	1
ENSMUSG00000084315	Vmn1r-ps128	3	4	9	13	6	7
ENSMUSG00000084319	Tpt1-ps3	0	0	0	1	0	0
ENSMUSG00000084320	Gm14125	0	0	0	0	1	0
ENSMUSG00000084325	Gm15550	0	2	1	0	3	1
ENSMUSG00000084328	Gm14046	7	1	6	5	5	2
ENSMUSG00000084329	Gm6733	2	1	0	4	1	0
ENSMUSG00000084333	Gm11599	0	0	1	1	0	0
ENSMUSG00000084340	Gm14766	0	1	1	0	0	0
ENSMUSG00000084342	Gm11224	0	0	0	1	0	1
ENSMUSG00000084345	Rpl17-ps4	0	1	0	0	0	1
ENSMUSG00000084347	Akt2-ps	0	0	2	0	1	0
ENSMUSG00000084348	Gm14608	0	0	0	0	0	0
ENSMUSG00000084349	Rpl3-ps1	0	0	0	0	1	3
ENSMUSG00000084350	Znf41-ps	14	25	11	22	19	14
ENSMUSG00000084362	2610024D14Rik	1	1	0	1	0	0
ENSMUSG00000084372	Gm13988	1	2	5	3	3	4
ENSMUSG00000084373	Rps2-ps4	0	0	0	0	0	1
ENSMUSG00000084375	Gm11637	1	0	0	0	0	0
ENSMUSG00000084379	Gm12957	1	1	0	0	0	0
ENSMUSG00000084381	AA413626	0	2	2	9	0	4
ENSMUSG00000084383	Gm13370	0	1	0	0	0	1
ENSMUSG00000084384	Gm12251	2	2	0	0	1	1
ENSMUSG00000084399	Gm15666	0	0	4	0	1	1
ENSMUSG00000084400	Gm11576	0	0	2	1	0	0
ENSMUSG00000084403	Rps15a-ps8	0	0	3	0	0	0
ENSMUSG00000084407	Gm14018	3	2	2	2	2	2
ENSMUSG00000084408	Gm11870	0	1	0	2	1	3
ENSMUSG00000084411	Gm11510	1	0	0	0	0	2
ENSMUSG00000084413	Gm12017	1	0	0	0	0	1
ENSMUSG00000084414	Gm11270	0	0	1	0	0	0
ENSMUSG00000084416	Rpl10a-ps1	6	0	2	10	0	8
ENSMUSG00000084419	Gm22275	0	0	1	1	0	0
ENSMUSG00000084422	Gm25108	0	1	0	1	0	1
ENSMUSG00000084423	Gm25109	1	0	0	0	0	0
ENSMUSG00000084425	Gm25104	0	0	0	0	0	0
ENSMUSG00000084433	Gm25945	4	6	5	9	12	12
ENSMUSG00000084437	Gm23428	0	0	0	0	0	0
ENSMUSG00000084440	Gm26254	3	6	2	6	2	7
ENSMUSG00000084452	Gm24597	5	21	14	10	17	21
ENSMUSG00000084453	Gm24596	0	0	0	1	1	0
ENSMUSG00000084454	Gm24592	0	0	0	0	0	0
ENSMUSG00000084457	n-R5s73	1	0	0	0	0	1
ENSMUSG00000084466	Gm22960	0	0	0	0	0	0
ENSMUSG00000084472	n-R5s23	0	0	0	0	0	0
ENSMUSG00000084476	Gm25781	0	0	0	0	0	1
ENSMUSG00000084477	Gm25780	0	0	0	0	0	1
ENSMUSG00000084478	Gm26425	0	0	0	0	0	0
ENSMUSG00000084479	Gm26424	3	11	12	22	14	22
ENSMUSG00000084493	Gm22106	1	2	0	0	0	0
