sym	T1	T2	T3	T4	R1	R2	R3	R4
ENSMUSG00000004896	Rrnad1	246	284	192	173	152	236	319	187
ENSMUSG00000061032	Rrp1	617	649	573	547	567	810	1032	623
ENSMUSG00000035049	Rrp12	39	51	38	44	60	121	110	57
ENSMUSG00000001305	Rrp15	54	67	47	40	41	71	86	65
ENSMUSG00000058392	Rrp1b	253	198	226	155	153	300	299	183
ENSMUSG00000023971	Rrp36	15	24	18	36	30	58	37	23
ENSMUSG00000018040	Rrp7a	97	93	88	164	168	211	248	151
ENSMUSG00000030888	Rrp8	96	104	65	119	92	122	183	100
ENSMUSG00000041506	Rrp9	10	16	13	12	21	39	26	14
ENSMUSG00000061024	Rrs1	179	114	172	106	60	169	122	124
ENSMUSG00000031293	Rs1	4	10	9	3	5	9	4	9
ENSMUSG00000039096	Rsad1	50	56	68	46	57	108	89	79
ENSMUSG00000020641	Rsad2	302	94	309	119	10	8	23	11
ENSMUSG00000044098	Rsbn1	861	759	572	535	555	946	1100	596
ENSMUSG00000039968	Rsbn1l	255	198	168	189	135	191	243	150
ENSMUSG00000040715	Rsc1a1	146	142	113	90	133	212	295	210
ENSMUSG00000035623	Rsf1	1629	1377	1281	1049	671	1066	1611	1095
ENSMUSG00000073733	Rsg1	0	0	3	3	0	4	1	0
ENSMUSG00000058900	Rsl1	16	13	29	9	6	13	15	8
ENSMUSG00000005846	Rsl1d1	930	1044	784	627	705	1238	1173	878
ENSMUSG00000032215	Rsl24d1	116	153	100	145	144	210	168	121
ENSMUSG00000074824	Rslcan18	48	38	42	20	39	38	62	41
ENSMUSG00000024033	Rsph1	0	0	0	0	0	0	0	0
ENSMUSG00000073471	Rsph3a	197	180	127	110	72	161	214	146
ENSMUSG00000023806	Rsph3b	168	176	114	77	72	136	194	132
ENSMUSG00000039552	Rsph4a	14	9	3	8	19	11	9	13
ENSMUSG00000040866	Rsph6a	0	0	0	1	0	1	0	1
ENSMUSG00000023966	Rsph9	1	2	0	4	1	1	2	1
ENSMUSG00000028871	Rspo1	0	0	0	1	1	0	1	0
ENSMUSG00000051920	Rspo2	6	2	12	2	6	9	2	1
ENSMUSG00000019880	Rspo3	18	12	10	2	8	10	12	8
ENSMUSG00000032852	Rspo4	0	0	0	0	0	0	0	0
ENSMUSG00000050079	Rspry1	246	238	198	229	188	328	334	269
ENSMUSG00000034544	Rsrc1	247	241	160	208	154	245	341	189
ENSMUSG00000029422	Rsrc2	712	654	442	402	323	584	741	531
ENSMUSG00000037266	Rsrp1	1569	1140	1384	823	534	1045	1689	1146
ENSMUSG00000026727	Rsu1	718	560	572	491	400	531	818	488
ENSMUSG00000048617	Rtbdn	2	0	1	1	0	2	0	1
ENSMUSG00000000339	Rtca	208	239	154	138	141	252	288	187
ENSMUSG00000001783	Rtcb	308	280	238	642	559	931	814	518
ENSMUSG00000038685	Rtel1	142	117	73	85	98	164	178	124
ENSMUSG00000027304	Rtf1	1084	1038	967	568	600	870	1079	781
ENSMUSG00000027502	Rtfdc1	141	136	100	163	129	266	294	190
ENSMUSG00000034930	Rtkn	21	12	25	26	19	25	56	24
ENSMUSG00000037846	Rtkn2	16	5	5	10	8	12	13	12
ENSMUSG00000085925	Rtl1	18	7	10	12	1	1	10	0
ENSMUSG00000021087	Rtn1	0	0	0	0	0	0	0	0
ENSMUSG00000030401	Rtn2	0	1	0	4	2	1	0	1
ENSMUSG00000024758	Rtn3	973	962	833	905	883	1411	1711	1028
ENSMUSG00000020458	Rtn4	2245	1859	1982	1285	1277	2425	2797	1904
ENSMUSG00000019864	Rtn4ip1	81	95	73	65	98	146	130	135
ENSMUSG00000043811	Rtn4r	0	0	0	0	1	0	1	2
ENSMUSG00000045287	Rtn4rl1	14	17	11	11	8	3	5	4
ENSMUSG00000050896	Rtn4rl2	5	0	1	9	8	15	13	4
ENSMUSG00000033383	Rtp1	2	0	0	0	0	0	0	0
ENSMUSG00000047531	Rtp2	0	0	0	0	0	0	1	0
ENSMUSG00000066319	Rtp3	1	0	0	1	0	1	0	0
ENSMUSG00000033355	Rtp4	632	371	640	378	31	60	80	67
ENSMUSG00000023066	Rttn	144	76	91	101	71	113	175	89
ENSMUSG00000085123	Rubie	0	0	0	0	1	1	0	0
ENSMUSG00000020375	Rufy1	49	69	40	34	26	27	69	37
ENSMUSG00000020070	Rufy2	1180	997	914	647	510	682	1091	663
ENSMUSG00000029291	Rufy3	167	175	154	102	111	144	248	158
ENSMUSG00000061815	Rufy4	55	42	47	40	39	36	60	40
ENSMUSG00000035007	Rundc1	171	157	159	75	65	93	188	150
ENSMUSG00000006575	Rundc3a	4	7	7	2	17	18	29	21
ENSMUSG00000040570	Rundc3b	6	1	2	4	1	2	5	2
ENSMUSG00000022952	Runx1	386	366	357	271	328	765	492	335
ENSMUSG00000006586	Runx1t1	517	434	403	222	139	293	381	263
ENSMUSG00000039153	Runx2	1310	962	1191	804	704	809	1488	936
ENSMUSG00000070691	Runx3	0	0	2	0	2	0	3	1
ENSMUSG00000041263	Rusc1	17	9	17	12	21	14	32	17
ENSMUSG00000035969	Rusc2	140	86	108	119	83	120	196	116
ENSMUSG00000030079	Ruvbl1	134	155	125	120	103	221	172	134
ENSMUSG00000003868	Ruvbl2	159	148	142	139	168	237	301	180
ENSMUSG00000019782	Rwdd1	110	120	89	93	82	98	106	71
ENSMUSG00000032417	Rwdd2a	73	81	41	58	42	65	74	50
ENSMUSG00000041079	Rwdd2b	9	12	11	21	10	19	23	23
ENSMUSG00000028133	Rwdd3	165	127	103	104	63	108	136	110
ENSMUSG00000031568	Rwdd4a	239	243	229	206	166	342	385	219
ENSMUSG00000034009	Rxfp1	2	2	0	1	1	0	0	0
ENSMUSG00000053368	Rxfp2	4	1	0	0	0	0	0	0
ENSMUSG00000060735	Rxfp3	3	0	3	1	0	1	0	0
ENSMUSG00000049741	Rxfp4	3	1	2	1	3	3	16	3
ENSMUSG00000015846	Rxra	636	485	533	626	747	817	1390	821
ENSMUSG00000039656	Rxrb	30	21	35	60	67	114	99	56
ENSMUSG00000015843	Rxrg	1	1	0	1	0	2	4	2
ENSMUSG00000072872	Rybp	480	432	332	362	291	447	453	310
ENSMUSG00000032547	Ryk	334	307	265	345	240	399	438	246
ENSMUSG00000030592	Ryr1	4	0	0	2	0	2	5	1
ENSMUSG00000021313	Ryr2	0	0	4	3	1	1	5	2
ENSMUSG00000057378	Ryr3	19	20	16	15	12	18	20	12
ENSMUSG00000044080	S100a1	18	14	27	76	112	158	131	62
ENSMUSG00000041959	S100a10	200	174	159	646	443	526	757	314
ENSMUSG00000027907	S100a11	458	420	546	288	327	475	749	399
ENSMUSG00000042312	S100a13	17	11	18	13	9	11	20	10
ENSMUSG00000042306	S100a14	0	0	0	0	0	0	1	2
ENSMUSG00000074457	S100a16	15	11	13	16	24	18	17	11
ENSMUSG00000094018	S100a2	0	0	0	0	1	0	0	0
ENSMUSG00000001021	S100a3	1	0	0	0	1	4	4	0
ENSMUSG00000001020	S100a4	142	113	154	226	57	96	159	82
ENSMUSG00000001023	S100a5	1	1	0	0	0	0	2	0
ENSMUSG00000001025	S100a6	471	520	481	1121	365	453	650	293
ENSMUSG00000063767	S100a7a	16	6	12	8	8	7	12	5
ENSMUSG00000056054	S100a8	4	0	2	0	0	0	0	1
ENSMUSG00000056071	S100a9	3	0	0	0	0	0	0	0
ENSMUSG00000033208	S100b	4	0	3	4	0	1	12	0
ENSMUSG00000040808	S100g	6	3	1	6	4	5	3	5
ENSMUSG00000040928	S100pbp	134	124	79	108	94	136	178	83
ENSMUSG00000021679	S100z	0	0	0	0	0	0	0	0
ENSMUSG00000045092	S1pr1	282	245	273	297	107	146	294	146
ENSMUSG00000043895	S1pr2	109	138	95	138	55	76	105	61
ENSMUSG00000067586	S1pr3	144	129	107	114	52	103	146	86
ENSMUSG00000044199	S1pr4	0	0	0	0	1	0	2	1
ENSMUSG00000045087	S1pr5	0	5	3	2	2	1	6	2
ENSMUSG00000074115	Saa1	0	0	0	0	0	1	1	0
ENSMUSG00000057465	Saa2	0	0	0	0	1	0	0	0
ENSMUSG00000040026	Saa3	2	2	2	3	2	9	5	1
ENSMUSG00000040017	Saa4	0	0	0	0	1	0	0	0
ENSMUSG00000006763	Saal1	59	91	44	60	64	68	78	53
ENSMUSG00000024790	Sac3d1	13	20	5	12	4	18	18	3
ENSMUSG00000025240	Sacm1l	493	409	393	425	288	558	656	425
ENSMUSG00000048279	Sacs	23	16	21	32	31	52	60	37
ENSMUSG00000052833	Sae1	100	82	66	121	102	191	160	108
ENSMUSG00000071054	Safb	266	261	237	183	203	263	367	240
ENSMUSG00000042625	Safb2	246	199	200	182	210	294	368	225
ENSMUSG00000056055	Sag	8	5	2	4	5	6	7	5
ENSMUSG00000031665	Sall1	0	1	0	0	0	0	0	0
ENSMUSG00000049532	Sall2	216	223	202	108	96	87	166	100
ENSMUSG00000024565	Sall3	0	0	0	0	0	0	0	0
ENSMUSG00000027547	Sall4	2	0	0	0	0	2	0	0
ENSMUSG00000079003	Samd1	46	31	46	77	91	150	289	119
ENSMUSG00000038605	Samd10	1	6	2	6	6	9	4	8
ENSMUSG00000058656	Samd12	1	0	0	0	0	0	0	0
ENSMUSG00000047181	Samd14	27	18	28	30	23	34	58	36
ENSMUSG00000090812	Samd15	1	3	2	1	0	0	1	1
ENSMUSG00000051354	Samd3	3	1	2	2	0	0	1	0
ENSMUSG00000021838	Samd4	618	592	582	373	236	432	561	330
ENSMUSG00000109336	Samd4b	273	210	296	284	341	481	592	319
ENSMUSG00000060487	Samd5	2	9	0	0	0	1	2	0
ENSMUSG00000051860	Samd7	0	0	1	0	0	2	0	0
ENSMUSG00000021770	Samd8	250	192	224	242	255	425	401	273
ENSMUSG00000047735	Samd9l	2351	721	1966	937	105	171	320	215
ENSMUSG00000027639	Samhd1	1714	1588	1457	1357	524	858	1152	765
ENSMUSG00000022437	Samm50	146	104	89	279	278	469	490	236
ENSMUSG00000022876	Samsn1	4	0	0	2	0	0	1	0
ENSMUSG00000094802	Samt1	0	0	0	0	0	0	2	0
ENSMUSG00000072888	Samt2	0	0	0	0	0	0	0	0
ENSMUSG00000035454	Samt3	0	0	0	0	0	0	0	0
ENSMUSG00000025051	Samt4	1	0	0	0	0	0	0	0
ENSMUSG00000024260	Sap130	406	350	345	239	264	410	537	353
ENSMUSG00000021963	Sap18	649	673	598	556	491	684	935	560
ENSMUSG00000079165	Sap25	16	8	7	9	8	19	12	11
ENSMUSG00000031609	Sap30	178	137	201	117	37	131	112	63
ENSMUSG00000020755	Sap30bp	48	46	36	65	49	91	76	45
ENSMUSG00000020519	Sap30l	41	70	51	45	39	46	92	46
ENSMUSG00000036185	Sapcd1	0	0	0	0	0	0	0	0
ENSMUSG00000026955	Sapcd2	0	1	0	1	0	1	1	0
ENSMUSG00000020088	Sar1a	2031	2509	1691	1783	1568	2818	3019	2175
ENSMUSG00000020386	Sar1b	636	750	490	599	651	1050	1220	836
ENSMUSG00000009614	Sardh	71	80	56	84	89	117	165	97
ENSMUSG00000050132	Sarm1	2	10	4	5	9	8	18	10
ENSMUSG00000078427	Sarnp	112	85	74	68	58	86	103	74
ENSMUSG00000068739	Sars	302	327	266	477	728	1543	1200	767
ENSMUSG00000070699	Sars2	4	3	4	5	5	15	7	3
ENSMUSG00000039148	Sart1	158	176	126	128	92	157	187	144
ENSMUSG00000018974	Sart3	193	188	143	128	117	209	245	141
ENSMUSG00000015305	Sash1	456	423	411	431	401	611	639	452
ENSMUSG00000031101	Sash3	2	2	0	0	1	2	3	1
ENSMUSG00000027959	Sass6	75	57	65	24	42	54	64	52
ENSMUSG00000025283	Sat1	801	1129	741	658	589	1244	1063	777
ENSMUSG00000069835	Sat2	17	20	13	30	9	14	25	14
ENSMUSG00000023927	Satb1	1	0	0	1	0	0	2	1
ENSMUSG00000038331	Satb2	221	196	177	132	102	154	262	131
ENSMUSG00000025527	Satl1	3	0	8	0	3	1	5	3
ENSMUSG00000021067	Sav1	815	584	722	558	475	677	783	602
ENSMUSG00000045107	Saysd1	17	17	7	13	16	17	19	10
ENSMUSG00000025337	Sbds	300	334	279	210	209	324	330	261
ENSMUSG00000036529	Sbf1	124	99	130	186	193	311	273	177
ENSMUSG00000038371	Sbf2	641	582	576	447	303	547	776	453
ENSMUSG00000042978	Sbk1	18	20	12	23	28	53	56	34
ENSMUSG00000030433	Sbk2	0	0	0	2	1	2	0	2
ENSMUSG00000085272	Sbk3	3	2	5	5	4	1	1	0
ENSMUSG00000038095	Sbno1	2414	2433	1869	1628	1659	2559	3217	2225
ENSMUSG00000035673	Sbno2	57	40	55	74	57	152	137	63
ENSMUSG00000024128	Sbp	1	0	0	0	0	2	0	0
ENSMUSG00000024125	Sbpl	0	0	0	1	0	0	0	0
ENSMUSG00000046056	Sbsn	33	55	30	38	30	34	54	36
ENSMUSG00000032719	Sbspon	18	24	9	5	1	5	13	15
ENSMUSG00000032018	Sc5d	92	99	76	98	67	106	118	73
ENSMUSG00000038406	Scaf1	24	17	29	48	53	71	70	40
ENSMUSG00000033228	Scaf11	4125	3656	3174	1904	1524	2522	3753	2716
ENSMUSG00000022983	Scaf4	506	430	485	217	249	397	530	393
ENSMUSG00000046201	Scaf8	1143	928	864	870	699	1170	1477	929
ENSMUSG00000035236	Scai	774	495	523	364	241	345	582	390
ENSMUSG00000021687	Scamp1	266	290	281	254	231	409	470	290
ENSMUSG00000040188	Scamp2	55	53	54	80	82	148	131	90
ENSMUSG00000028049	Scamp3	74	71	75	143	133	200	211	109
ENSMUSG00000078441	Scamp4	36	50	45	107	114	221	165	95
ENSMUSG00000040722	Scamp5	54	35	22	70	61	98	113	55
ENSMUSG00000046229	Scand1	0	5	5	3	8	5	4	7
ENSMUSG00000032485	Scap	123	131	127	130	155	262	252	173
ENSMUSG00000034007	Scaper	303	297	211	178	186	265	438	295
ENSMUSG00000034463	Scara3	73	86	116	73	27	42	82	43
ENSMUSG00000022032	Scara5	736	557	590	451	157	437	526	397
ENSMUSG00000037936	Scarb1	22	21	23	18	18	29	22	13
ENSMUSG00000029426	Scarb2	81	125	87	109	112	188	202	117
ENSMUSG00000038188	Scarf1	0	2	3	0	3	1	13	7
ENSMUSG00000012017	Scarf2	8	11	10	12	8	16	14	5
ENSMUSG00000093759	Scarletltr	0	3	1	0	1	0	0	0
ENSMUSG00000089617	Scarna10	0	0	0	0	0	1	2	0
ENSMUSG00000088789	Scarna13	3	1	1	5	12	5	3	1
ENSMUSG00000088689	Scarna17	0	0	0	1	4	5	0	2
ENSMUSG00000088185	Scarna2	0	0	0	0	0	0	0	0
ENSMUSG00000089536	Scarna3a	3	2	3	1	0	1	3	9
ENSMUSG00000088158	Scarna3b	4	5	2	1	3	4	6	1
ENSMUSG00000089281	Scarna6	1	0	5	0	0	2	0	0
ENSMUSG00000088958	Scarna8	1	1	0	0	0	0	1	0
ENSMUSG00000077506	Scarna9	2	1	2	5	2	6	8	6
ENSMUSG00000038936	Sccpdh	144	114	100	63	95	130	205	146
ENSMUSG00000037071	Scd1	60935	65304	41952	60005	44621	78843	80042	54242
ENSMUSG00000025203	Scd2	5797	6608	4465	6545	5905	7889	10179	6520
ENSMUSG00000025202	Scd3	427	426	324	501	581	826	1104	686
ENSMUSG00000050195	Scd4	128	73	73	121	119	195	240	134
ENSMUSG00000022123	Scel	6	13	4	8	8	10	7	4
ENSMUSG00000020952	Scfd1	203	244	185	296	218	428	360	215
ENSMUSG00000062110	Scfd2	65	57	70	50	36	68	79	48
ENSMUSG00000050711	Scg2	12564	8409	9546	5457	3103	3773	8936	4784
ENSMUSG00000032181	Scg3	0	0	1	0	0	4	0	1
ENSMUSG00000023236	Scg5	0	0	0	0	0	0	0	0
ENSMUSG00000024653	Scgb1a1	3	2	1	3	5	0	2	1
ENSMUSG00000095232	Scgb1b19	0	0	0	0	0	0	0	0
ENSMUSG00000062556	Scgb1b2	1	0	0	0	0	0	0	0
ENSMUSG00000094978	Scgb1b20	0	0	0	0	0	0	0	0
ENSMUSG00000078753	Scgb1b24	0	0	0	0	0	0	0	0
ENSMUSG00000066583	Scgb1b27	0	0	0	0	0	0	0	0
ENSMUSG00000078757	Scgb1b29	0	0	0	0	0	0	0	0
ENSMUSG00000095257	Scgb1b3	0	0	0	0	0	0	0	0
ENSMUSG00000078752	Scgb1b30	1	3	0	0	1	6	2	2
ENSMUSG00000078759	Scgb1b7	0	0	0	0	0	0	0	0
ENSMUSG00000038801	Scgb1c1	1	2	5	3	2	15	2	7
ENSMUSG00000097982	Scgb2b12	0	0	0	0	0	0	0	0
ENSMUSG00000097972	Scgb2b15	0	0	0	0	0	0	0	0
ENSMUSG00000098094	Scgb2b17	0	0	0	0	0	0	0	0
ENSMUSG00000096467	Scgb2b19	1	0	0	0	0	0	0	0
ENSMUSG00000036521	Scgb2b2	0	0	0	0	1	0	0	0
ENSMUSG00000094305	Scgb2b20	0	0	0	0	0	0	0	0
ENSMUSG00000083896	Scgb2b23-ps	0	0	0	0	0	0	0	0
ENSMUSG00000046438	Scgb2b24	0	0	0	0	0	0	0	0
ENSMUSG00000066586	Scgb2b26	0	0	0	0	0	0	0	0
ENSMUSG00000066584	Scgb2b27	0	0	0	0	0	0	0	0
ENSMUSG00000078754	Scgb2b3	0	0	0	0	0	0	0	0
ENSMUSG00000094053	Scgb2b7	0	0	0	0	0	0	0	0
ENSMUSG00000064057	Scgb3a1	0	0	0	2	2	0	1	0
ENSMUSG00000038791	Scgb3a2	0	0	0	0	0	0	0	0
ENSMUSG00000021337	Scgn	0	0	2	0	0	0	2	0
ENSMUSG00000027777	Schip1	22	43	24	25	18	17	36	14
ENSMUSG00000057135	Scimp	0	0	0	0	0	2	0	1
ENSMUSG00000002565	Scin	2	4	3	2	0	0	0	0
ENSMUSG00000059834	Sclt1	118	73	89	61	37	73	141	76
ENSMUSG00000026307	Scly	18	18	18	10	31	34	31	23
ENSMUSG00000000085	Scmh1	94	95	87	91	89	96	115	58
ENSMUSG00000000037	Scml2	3	1	0	1	0	4	2	0
ENSMUSG00000044770	Scml4	4	2	0	0	0	1	2	3
ENSMUSG00000034533	Scn10a	0	0	1	0	0	1	0	0
ENSMUSG00000034115	Scn11a	0	0	0	0	0	0	0	0
ENSMUSG00000064329	Scn1a	0	2	10	4	5	2	7	5
ENSMUSG00000019194	Scn1b	4	1	4	7	2	1	4	4
ENSMUSG00000075318	Scn2a1	90	41	58	52	25	29	69	52
ENSMUSG00000070304	Scn2b	0	3	0	0	0	1	0	0
ENSMUSG00000057182	Scn3a	197	136	192	118	52	49	137	73
ENSMUSG00000049281	Scn3b	13	6	4	6	6	7	11	10
ENSMUSG00000001027	Scn4a	1	0	0	0	0	2	2	0
ENSMUSG00000046480	Scn4b	0	0	0	1	2	0	1	0
ENSMUSG00000032511	Scn5a	4	6	6	6	6	15	17	11
ENSMUSG00000034810	Scn7a	4	1	1	5	0	4	0	1
ENSMUSG00000023033	Scn8a	67	45	61	64	36	81	72	31
ENSMUSG00000075316	Scn9a	13	5	6	3	0	1	4	4
ENSMUSG00000092607	Scnm1	53	58	39	51	44	79	74	71
ENSMUSG00000030340	Scnn1a	23	23	20	9	7	27	33	20
ENSMUSG00000030873	Scnn1b	5	0	0	3	4	0	4	1
ENSMUSG00000000216	Scnn1g	0	1	0	0	1	1	0	0
ENSMUSG00000069844	Sco1	78	93	71	49	50	86	126	55
ENSMUSG00000091780	Sco2	30	34	33	47	33	64	64	40
ENSMUSG00000063253	Scoc	311	155	229	173	117	208	249	165
ENSMUSG00000028603	Scp2	777	613	506	739	916	1353	1678	1180
ENSMUSG00000027431	Scp2d1	0	1	0	0	0	0	0	0
ENSMUSG00000000278	Scpep1	929	971	848	813	1067	1682	1867	1155
ENSMUSG00000087338	Scpep1os	25	23	23	33	42	63	100	39
ENSMUSG00000031610	Scrg1	3	1	0	1	0	1	2	2
ENSMUSG00000022568	Scrib	42	38	30	47	45	76	78	48
ENSMUSG00000019124	Scrn1	2	4	1	1	2	1	0	1
ENSMUSG00000020877	Scrn2	0	1	2	3	1	4	1	0
ENSMUSG00000008226	Scrn3	414	346	279	305	261	382	486	370
ENSMUSG00000048385	Scrt1	0	0	0	1	0	0	0	0
ENSMUSG00000060257	Scrt2	0	0	0	0	0	0	0	0
ENSMUSG00000038580	Sct	0	0	0	0	0	0	0	0
ENSMUSG00000026387	Sctr	0	0	0	0	0	0	0	0
ENSMUSG00000016763	Scube1	0	0	0	0	0	0	2	0
ENSMUSG00000007279	Scube2	12	9	5	1	2	4	15	7
ENSMUSG00000038677	Scube3	5	10	5	8	3	11	9	15
ENSMUSG00000034161	Scx	2	2	8	0	2	3	9	1
ENSMUSG00000024941	Scyl1	208	203	217	204	247	279	303	160
ENSMUSG00000069539	Scyl2	414	366	337	319	276	419	447	318
ENSMUSG00000026584	Scyl3	171	133	97	91	88	123	188	140
ENSMUSG00000029415	Sdad1	349	428	323	197	227	406	456	255
ENSMUSG00000020592	Sdc1	189	197	152	97	130	124	246	135
ENSMUSG00000022261	Sdc2	1163	1089	1055	1120	877	1465	1653	1100
ENSMUSG00000025743	Sdc3	3	5	14	7	15	4	29	21
ENSMUSG00000017009	Sdc4	1924	1833	1982	2951	2451	3378	3745	2071
ENSMUSG00000028249	Sdcbp	1770	1808	1389	1531	1591	2327	2725	2019
ENSMUSG00000027456	Sdcbp2	5	7	3	2	1	3	18	10
ENSMUSG00000026927	Sdccag3	177	198	189	176	180	287	269	209
ENSMUSG00000026504	Sdccag8	108	132	78	68	37	61	96	59
ENSMUSG00000038806	Sde2	150	173	61	167	110	188	192	125
ENSMUSG00000002064	Sdf2	219	293	213	145	142	233	288	216
ENSMUSG00000022769	Sdf2l1	34	92	18	47	170	419	249	208
ENSMUSG00000029076	Sdf4	1421	1270	1213	836	655	982	1470	889
ENSMUSG00000021577	Sdha	1568	1135	1251	1093	840	1751	2231	1549
ENSMUSG00000074211	Sdhaf1	18	12	18	18	17	23	24	12
ENSMUSG00000024668	Sdhaf2	272	241	195	192	170	277	317	193
ENSMUSG00000009863	Sdhb	48	78	69	82	80	146	153	119
ENSMUSG00000058076	Sdhc	282	271	300	323	309	529	578	385
ENSMUSG00000000171	Sdhd	371	479	392	494	469	888	1003	673
ENSMUSG00000039683	Sdk1	1	4	0	0	0	0	1	2
ENSMUSG00000041592	Sdk2	0	0	0	0	0	0	1	1
ENSMUSG00000045954	Sdpr	1538	1790	1003	834	256	579	794	406
ENSMUSG00000028236	Sdr16c5	0	0	0	0	0	0	0	0
ENSMUSG00000071019	Sdr16c6	0	0	0	1	0	0	0	0
ENSMUSG00000022223	Sdr39u1	96	73	87	112	140	142	218	116
ENSMUSG00000034308	Sdr42e1	3	13	13	7	15	29	25	22
ENSMUSG00000040127	Sdr9c7	2	0	1	0	0	0	2	0
ENSMUSG00000029597	Sds	3	2	0	2	6	5	6	1
ENSMUSG00000029596	Sdsl	1	3	0	0	2	3	5	1
ENSMUSG00000001103	Sebox	0	0	0	1	1	2	1	0
ENSMUSG00000040364	Sec1	0	0	2	0	2	2	4	0
ENSMUSG00000025724	Sec11a	331	314	255	331	267	491	500	279
ENSMUSG00000024516	Sec11c	115	80	111	86	46	127	95	74
ENSMUSG00000030298	Sec13	255	338	212	296	232	416	422	313
ENSMUSG00000020823	Sec14l1	239	168	141	537	533	845	707	391
ENSMUSG00000003585	Sec14l2	0	0	0	8	3	9	3	1
ENSMUSG00000054986	Sec14l3	0	0	0	0	0	0	0	0
ENSMUSG00000019368	Sec14l4	2	0	0	0	1	0	1	0
ENSMUSG00000091712	Sec14l5	0	0	0	0	0	0	0	0
ENSMUSG00000026924	Sec16a	1741	1602	1602	1233	1184	1733	2376	1488
ENSMUSG00000026589	Sec16b	61	84	62	67	58	67	121	59
ENSMUSG00000034473	Sec22a	39	39	41	41	31	45	54	42
ENSMUSG00000027879	Sec22b	561	578	459	468	421	745	743	485
ENSMUSG00000061536	Sec22c	58	40	60	29	39	72	78	48
ENSMUSG00000020986	Sec23a	404	513	327	422	304	567	518	357
ENSMUSG00000027429	Sec23b	205	275	159	162	147	326	336	230
ENSMUSG00000055319	Sec23ip	605	596	489	470	327	633	630	502
ENSMUSG00000036391	Sec24a	598	587	478	732	668	1107	934	590
ENSMUSG00000001052	Sec24b	643	612	549	369	357	485	693	471
ENSMUSG00000039367	Sec24c	580	600	606	528	465	853	939	581
ENSMUSG00000039234	Sec24d	333	363	290	349	274	490	494	260
ENSMUSG00000035325	Sec31a	1461	1368	1204	1404	1343	2214	2248	1369
ENSMUSG00000051984	Sec31b	11	4	1	7	7	8	20	3
ENSMUSG00000030082	Sec61a1	533	633	504	761	985	1953	1434	1003
ENSMUSG00000025816	Sec61a2	320	418	242	353	336	496	555	293
ENSMUSG00000053317	Sec61b	80	59	63	75	84	184	141	74
ENSMUSG00000078974	Sec61g	49	79	75	55	55	110	113	60
ENSMUSG00000027706	Sec62	2457	2523	1947	1821	1210	2373	2814	1917
ENSMUSG00000019802	Sec63	2630	2886	2056	1172	1169	2479	3079	2068
ENSMUSG00000035139	Secisbp2	149	136	131	92	78	131	168	127
ENSMUSG00000035093	Secisbp2l	1653	1613	1340	1293	1037	1987	2363	1419
ENSMUSG00000025165	Sectm1a	0	0	0	0	0	0	0	0
ENSMUSG00000039364	Sectm1b	0	0	0	2	0	0	0	0
ENSMUSG00000079614	Seh1l	895	993	834	759	674	1182	1441	868
ENSMUSG00000020964	Sel1l	1079	1293	966	964	1393	2540	2353	1576
ENSMUSG00000074764	Sel1l2	1	0	0	0	0	0	0	1
ENSMUSG00000029189	Sel1l3	3	1	0	1	2	3	4	5
ENSMUSG00000026582	Sele	0	0	0	0	2	0	0	0
ENSMUSG00000068874	Selenbp1	136	165	116	149	109	116	207	145
ENSMUSG00000068877	Selenbp2	60	41	39	55	54	53	107	56
ENSMUSG00000042682	Selk	277	301	225	290	307	642	539	350
ENSMUSG00000026581	Sell	1	0	0	0	0	0	0	0
ENSMUSG00000075702	Selm	11	10	11	58	50	55	37	15
ENSMUSG00000035757	Selo	100	95	90	86	94	101	138	91
ENSMUSG00000026580	Selp	0	0	0	0	0	0	0	2
ENSMUSG00000048163	Selplg	0	0	0	3	2	0	0	1
ENSMUSG00000075700	Selt	1057	1016	812	858	590	993	1128	807
ENSMUSG00000028883	Sema3a	2740	2156	2455	1482	834	1419	1944	1200
ENSMUSG00000057969	Sema3b	64	70	65	52	68	73	174	69
ENSMUSG00000028780	Sema3c	467	322	351	328	143	317	373	227
ENSMUSG00000040254	Sema3d	9	5	7	3	0	0	1	1
ENSMUSG00000063531	Sema3e	86	37	52	49	28	32	69	36
ENSMUSG00000034684	Sema3f	17	13	10	22	10	12	35	6
ENSMUSG00000021904	Sema3g	0	0	0	1	0	1	2	1
ENSMUSG00000028064	Sema4a	0	4	3	5	7	4	6	2
ENSMUSG00000030539	Sema4b	49	38	45	68	96	122	138	83
ENSMUSG00000026121	Sema4c	7	12	9	31	16	32	21	14
ENSMUSG00000021451	Sema4d	1	1	1	2	1	3	5	2
ENSMUSG00000000627	Sema4f	9	5	1	4	1	3	4	3
ENSMUSG00000025207	Sema4g	44	24	31	28	28	23	47	27
ENSMUSG00000022231	Sema5a	1384	1132	1009	541	560	777	1116	871
ENSMUSG00000052133	Sema5b	0	1	0	0	0	0	1	0
ENSMUSG00000019647	Sema6a	13	4	4	1	2	11	2	6
ENSMUSG00000001227	Sema6b	19	19	28	28	27	28	50	33
ENSMUSG00000038777	Sema6c	2	0	3	3	1	0	4	3
ENSMUSG00000027200	Sema6d	17	12	26	10	8	10	24	28
ENSMUSG00000038264	Sema7a	3	5	5	6	1	2	2	3
ENSMUSG00000033075	Senp1	442	476	384	261	289	417	514	318
ENSMUSG00000022855	Senp2	165	145	121	107	119	208	245	144
