id	sym	Vector.1	Vector.2	Vector.3	CD36OE.1	CD36OE.2	CD36OE.3
ENSG00000229809	ZNF688	56	42	52	55	33	50
ENSG00000229814	RPL35AP21	48	39	53	31	38	77
ENSG00000229815	CCNB1IP1P1	7	5	4	5	4	11
ENSG00000229816	DDX50P1	0	0	1	0	0	0
ENSG00000229824	RPL12P34	0	1	0	0	0	0
ENSG00000229829	DUTP4	0	0	0	0	0	0
ENSG00000229833	PET100	257	278	313	202	213	279
ENSG00000229835	KHSRPP1	100	101	107	81	93	109
ENSG00000229840	ISCA1P2	0	0	0	0	1	0
ENSG00000229847	EMX2OS	0	0	0	0	0	0
ENSG00000229859	PGA3	0	0	0	0	0	0
ENSG00000229865	RPL31P54	0	0	0	0	0	0
ENSG00000229873	OGFR-AS1	3	0	2	1	0	0
ENSG00000229877	PAICSP5	0	1	0	1	0	1
ENSG00000229880	IMMTP1	60	64	72	37	47	67
ENSG00000229887	HNRNPA1P6	17	16	19	11	11	22
ENSG00000229897	SEPT7P7	33	44	30	36	40	61
ENSG00000229900	HSPD1P21	0	0	0	0	0	0
ENSG00000229906	SNRPGP11	0	0	0	0	0	1
ENSG00000229907	DEFB108P1	0	0	0	0	0	0
ENSG00000229909	TRIM60P16	0	0	0	0	0	0
ENSG00000229910	HNRNPA1P18	0	0	0	0	0	0
ENSG00000229917	RPL7P46	10	20	18	18	20	25
ENSG00000229919	TCEB1P3	1	2	1	0	0	1
ENSG00000229920	RPS4XP5	12	19	10	9	6	67
ENSG00000229921	KIF25-AS1	0	0	0	0	0	0
ENSG00000229924	FAM90A26	0	0	0	0	0	1
ENSG00000229927	RHEBP1	11	7	11	7	13	6
ENSG00000229932	YWHAZP3	213	201	289	170	194	224
ENSG00000229937	PRPS1L1	11	8	9	7	12	10
ENSG00000229940	TSPY22P	0	0	0	0	0	0
ENSG00000229944	EIF4EP2	109	100	128	110	103	108
ENSG00000229950	TFAP2A-AS1	0	0	0	0	0	0
ENSG00000229954	MTND2P2	0	0	0	0	0	0
ENSG00000229956	ZRANB2-AS2	0	0	0	2	0	0
ENSG00000229972	IQCF3	0	0	0	0	0	0
ENSG00000229975	LIPT1P1	0	0	0	0	0	0
ENSG00000229980	TOB1-AS1	7	11	7	11	8	16
ENSG00000229988	HBBP1	0	0	0	0	0	0
ENSG00000229989	MIR181A1HG	2	1	3	3	2	4
ENSG00000229991	AKR1B1P1	30	19	44	19	38	39
ENSG00000229992	HMGB3P9	0	0	0	0	0	0
ENSG00000229994	RPL5P4	208	161	198	178	168	296
ENSG00000230006	ANKRD36BP2	0	0	1	0	0	2
ENSG00000230009	MTCO2P3	0	0	0	0	0	0
ENSG00000230011	CTSLP4	0	0	0	0	0	0
ENSG00000230014	LINC00709	0	0	0	0	0	0
ENSG00000230019	YWHAQP9	0	0	0	0	0	0
ENSG00000230022	FNTAP2	8	13	10	17	8	15
ENSG00000230029	CDY11P	0	0	0	0	0	0
ENSG00000230031	POTEB2	0	0	0	0	0	0
ENSG00000230037	UBBP1	0	0	0	0	0	0
ENSG00000230042	AK3P3	2	3	1	6	3	5
ENSG00000230043	TMSB4XP6	1	1	2	0	0	2
ENSG00000230045	FAM90A15P	0	0	0	0	0	0
ENSG00000230052	MTND3P2	0	0	0	0	0	0
ENSG00000230062	ANKRD66	0	0	0	0	0	0
ENSG00000230067	HSPD1P6	128	108	145	82	107	144
ENSG00000230071	RPL4P6	2	6	6	2	5	6
ENSG00000230077	MTAPP2	9	7	5	13	12	7
ENSG00000230082	PRRT3-AS1	31	37	34	41	49	52
ENSG00000230086	VN1R96P	0	0	0	0	0	0
ENSG00000230088	KRT16P5	0	0	0	0	0	0
ENSG00000230091	TMEM254-AS1	1	0	3	0	1	4
ENSG00000230099	TRBV5-4	0	0	0	0	0	0
ENSG00000230101	TUBB3P2	0	0	0	0	0	0
ENSG00000230115	TPRG1-AS2	0	0	0	0	0	0
ENSG00000230122	ECEL1P3	0	0	0	0	0	0
ENSG00000230123	DLEC1P1	0	0	0	0	0	0
ENSG00000230124	ACBD6	682	718	785	627	631	756
ENSG00000230125	EEF1A1P39	0	0	0	0	0	0
ENSG00000230146	SEPHS1P4	104	101	112	86	76	112
ENSG00000230148	HOXB-AS1	0	1	0	3	0	0
ENSG00000230156	LINC00443	0	0	0	0	0	0
ENSG00000230157	ATP5G1P1	0	0	0	0	0	0
ENSG00000230158	MTND1P28	0	0	0	0	0	0
ENSG00000230169	RPL30P16	0	0	0	0	0	0
ENSG00000230170	HNRNPA1P28	5	10	12	4	11	11
ENSG00000230171	RPL22P18	6	7	7	0	3	13
ENSG00000230178	OR4F3	0	0	0	0	0	0
ENSG00000230182	RNF10P1	0	0	0	0	0	0
ENSG00000230183	CNOT6LP1	13	15	31	4	16	13
ENSG00000230198	RPL37P4	0	0	0	0	0	0
ENSG00000230201	ATP6V0CP1	0	0	0	0	0	0
ENSG00000230204	FTH1P5	169	134	205	126	65	151
ENSG00000230207	RPL4P5	683	553	713	457	619	843
ENSG00000230208	IFNNP1	0	0	0	0	0	0
ENSG00000230213	OR8V1P	0	0	0	0	0	0
ENSG00000230214	FTLP18	0	0	0	0	0	0
ENSG00000230216	HSPB1P2	144	118	119	130	160	221
ENSG00000230219	FAM92A1P2	1	0	2	0	0	0
ENSG00000230223	ATXN8OS	0	0	0	0	0	0
ENSG00000230224	PHBP9	25	17	21	21	14	21
ENSG00000230225	MTND5P14	0	0	0	0	0	0
ENSG00000230227	SIAH1P1	0	0	0	0	0	0
ENSG00000230231	FMO7P	0	0	0	0	0	0
ENSG00000230243	FKBP1AP3	1	2	1	1	0	2
ENSG00000230244	RAD23BP2	0	2	0	0	0	0
ENSG00000230246	SPATA31C1	0	0	0	0	0	0
ENSG00000230251	PHBP4	0	0	0	0	0	1
ENSG00000230252	MTND2P4	0	0	0	0	0	0
ENSG00000230256	FGFR1OP2P1	0	0	0	0	0	0
ENSG00000230257	NFE4	0	0	0	0	0	0
ENSG00000230261	OR52J2P	0	0	0	0	0	0
ENSG00000230262	MIRLET7DHG	0	0	0	0	0	0
ENSG00000230266	XXYLT1-AS2	0	0	0	0	0	0
ENSG00000230268	SSU72P8	0	0	0	0	0	0
ENSG00000230274	PGAM1P3	0	0	0	0	0	0
ENSG00000230275	SERBP1P4	0	0	0	0	0	0
ENSG00000230280	HNRNPA1P59	35	39	32	35	37	42
ENSG00000230283	RPS12P24	1	0	0	0	0	0
ENSG00000230292	NAALADL2-AS3	0	0	0	0	0	0
ENSG00000230301	OR5H6	0	0	0	0	0	0
ENSG00000230302	MTND3P4	0	0	0	0	0	0
ENSG00000230304	CICP6	0	0	0	0	0	0
ENSG00000230306	BANF1P2	21	16	27	13	16	25
ENSG00000230307	OR6C5P	0	0	0	0	0	0
ENSG00000230314	ELOVL2-AS1	0	0	0	0	0	0
ENSG00000230316	FEZF1-AS1	0	0	0	0	1	1
ENSG00000230318	XRCC6P3	0	0	0	0	0	0
ENSG00000230323	LINC00159	0	0	0	0	0	0
ENSG00000230326	HMGN1P33	0	0	0	0	0	0
ENSG00000230330	HMGN2P3	209	182	228	122	162	278
ENSG00000230338	MTND4P19	0	0	0	0	0	0
ENSG00000230347	CT47A8	0	0	0	0	0	0
ENSG00000230350	RPL35AP3	0	0	1	0	0	0
ENSG00000230356	NCAPD2P1	123	128	109	123	99	162
ENSG00000230359	TPI1P2	22	25	18	16	27	42
ENSG00000230360	DDX10P2	14	12	19	13	14	17
ENSG00000230361	VN1R32P	0	0	0	0	0	0
ENSG00000230364	RPL4P3	78	56	88	85	80	117
ENSG00000230366	DSCR9	9	14	6	7	12	13
ENSG00000230368	FAM41C	0	0	0	0	0	0
ENSG00000230370	RPL23AP52	3	0	0	1	1	3
ENSG00000230371	KARSP2	2	5	4	7	9	4
ENSG00000230376	MEMO1P4	0	0	0	0	0	0
ENSG00000230377	TCEB1P7	0	0	0	0	0	0
ENSG00000230391	RPSAP23	2	1	0	2	1	1
ENSG00000230397	SPTLC1P1	6	0	7	0	3	4
ENSG00000230399	RBBP8P1	0	0	0	1	0	0
ENSG00000230405	RPS3AP52	0	0	0	0	0	0
ENSG00000230409	TCEA1P2	442	440	501	352	393	539
ENSG00000230411	OR3D1P	0	0	0	0	0	0
ENSG00000230412	TCEB1P12	0	0	0	0	0	0
ENSG00000230416	OR5M4P	0	0	0	0	0	0
ENSG00000230418	ARL2BPP7	0	0	0	0	0	0
ENSG00000230425	RSU1P1	0	0	1	0	0	1
ENSG00000230430	USP17L25	0	0	0	0	0	0
ENSG00000230444	TFAMP1	9	5	2	7	10	6
ENSG00000230445	LRRC37A6P	2	0	1	4	4	3
ENSG00000230447	CTF2P	0	0	0	0	0	0
ENSG00000230448	LINC00276	0	0	0	0	0	0
ENSG00000230450	NEK2P4	8	12	21	16	10	21
ENSG00000230451	RPS29P6	0	0	0	0	0	0
ENSG00000230453	ANKRD18B	9	1	0	2	2	4
ENSG00000230457	PA2G4P4	521	507	575	477	502	751
ENSG00000230461	PROX1-AS1	11	11	11	17	14	12
ENSG00000230465	VENTXP4	0	0	0	0	0	0
ENSG00000230468	CLUHP5	0	0	1	0	0	0
ENSG00000230469	RPL5P26	2	0	1	2	1	3
ENSG00000230474	ATP6V1G1P7	0	0	0	0	0	0
ENSG00000230476	OFD1P9Y	0	0	0	0	0	0
ENSG00000230482	ATP5G2P3	3	5	5	1	0	4
ENSG00000230484	OR51A10P	0	0	0	1	2	1
ENSG00000230487	PSMG3-AS1	27	23	23	20	20	22
ENSG00000230489	VAV3-AS1	0	0	0	0	0	0
ENSG00000230501	ANKRD30BP3	0	0	0	0	0	0
ENSG00000230507	RPL7AP8	10	12	13	20	14	40
ENSG00000230508	RPL19P21	32	19	22	20	32	34
ENSG00000230510	PPP5D1	0	1	2	0	1	2
ENSG00000230513	THAP7-AS1	1	6	5	1	4	4
ENSG00000230522	MBD3L2	0	0	0	0	0	0
ENSG00000230524	COL6A4P1	7	2	2	5	3	5
ENSG00000230528	NOS2P3	0	1	0	1	0	0
ENSG00000230529	CEACAMP9	0	0	0	0	0	0
ENSG00000230530	LIMD1-AS1	2	0	3	0	0	1
ENSG00000230531	MTND5P7	0	0	0	0	0	0
ENSG00000230535	BASP1P1	0	0	0	0	0	0
ENSG00000230539	AOAH-IT1	0	0	0	2	0	0
ENSG00000230542	LINC00102	0	0	0	0	0	0
ENSG00000230543	SNX3P1X	0	0	0	0	0	0
ENSG00000230547	HMGB1P11	3	0	0	0	2	3
ENSG00000230548	MTND4P27	0	0	0	0	0	0
ENSG00000230558	CEACAMP2	0	0	0	0	0	0
ENSG00000230559	RPL17P12	0	0	0	0	0	0
ENSG00000230562	FAM133DP	96	87	106	68	82	98
ENSG00000230564	CALM1P2	0	0	0	0	1	0
ENSG00000230565	ZNF32-AS2	0	0	0	0	0	0
ENSG00000230568	SF3A3P1	42	44	44	44	32	56
ENSG00000230576	OR6R1P	0	0	0	0	0	0
ENSG00000230583	GTF2IRD1P1	0	0	0	1	1	1
ENSG00000230584	CCT5P2	217	225	259	195	236	337
ENSG00000230585	PHBP12	0	0	0	1	0	0
ENSG00000230590	FTX	16	13	21	14	11	20
ENSG00000230592	RPSAP8	74	58	98	45	57	92
ENSG00000230594	CT47A4	0	0	0	0	0	0
ENSG00000230595	RSL24D1P2	5	6	4	5	1	3
ENSG00000230611	HMGB1P27	0	1	0	0	1	0
ENSG00000230613	HM13-AS1	1	1	1	1	0	1
ENSG00000230618	H3F3AP3	2	3	4	3	2	0
ENSG00000230629	RPS23P8	8153	6605	7574	7388	6535	10126
ENSG00000230630	DNM3OS	0	0	0	0	0	0
ENSG00000230636	RPL36P1	0	0	0	0	0	0
ENSG00000230639	VN1R36P	0	0	0	0	0	0
ENSG00000230641	USP12-AS2	0	0	0	0	0	0
ENSG00000230655	OR7E55P	0	0	1	1	0	0
ENSG00000230657	PRB4	0	0	0	0	0	0
ENSG00000230658	KLHL7-AS1	8	5	5	2	4	9
ENSG00000230661	YY1P1	0	0	0	0	0	0
ENSG00000230662	TNPO1P2	18	22	13	17	18	20
ENSG00000230663	FAM224B	0	0	0	0	0	0
ENSG00000230665	THAP12P1	2	0	1	0	2	1
ENSG00000230666	CEACAM22P	0	0	0	0	0	0
ENSG00000230671	NDUFS5P5	6	4	3	8	5	15
ENSG00000230673	PABPC1P3	39	40	45	27	26	65
ENSG00000230679	ENO1-AS1	1	1	0	2	0	0
ENSG00000230681	CEACAMP4	0	0	0	0	0	0
ENSG00000230682	GRPEL2P3	0	0	0	0	0	0
ENSG00000230691	MRPL35P4	1	0	1	0	0	1
ENSG00000230701	FBXW4P1	25	19	27	19	16	37
ENSG00000230710	LINC00332	0	0	0	0	0	0
ENSG00000230711	CTAGE13P	12	13	21	4	6	7
ENSG00000230716	KRT8P7	29	33	30	19	25	36
ENSG00000230724	LINC01001	0	7	6	5	3	6
ENSG00000230727	RBMY2WP	0	0	0	0	0	0
ENSG00000230734	RPL10P3	187	141	217	210	211	304
ENSG00000230749	MEIS1-AS2	0	0	0	0	0	0
ENSG00000230750	SDAD1P2	12	15	22	14	16	23
ENSG00000230756	RHOQP3	3	7	4	3	7	11
ENSG00000230757	NFU1P1	4	3	8	2	2	2
ENSG00000230758	SNAP23P1	2	1	1	0	1	3
ENSG00000230764	MTND1P4	0	0	0	0	0	0
ENSG00000230772	VN1R108P	3	1	3	1	2	7
ENSG00000230778	ANKRD63	0	0	0	0	0	0
ENSG00000230787	PSAT1P3	69	83	62	62	48	79
ENSG00000230793	SMARCE1P5	41	49	54	38	46	56
ENSG00000230797	YY2	78	86	94	53	43	107
ENSG00000230818	MTND2P16	0	0	0	0	0	0
ENSG00000230823	CBX1P1	41	40	48	12	27	53
ENSG00000230833	RPEP3	0	0	0	0	0	0
ENSG00000230837	RPL31P2	59	47	56	43	56	122
ENSG00000230841	RPL23AP15	3	1	1	1	1	1
ENSG00000230844	ZNF674-AS1	38	26	47	56	32	47
ENSG00000230849	GOT2P2	13	13	26	5	18	22
ENSG00000230859	YRDCP3	0	0	0	0	0	0
ENSG00000230860	CCNB1IP1P2	0	0	0	0	0	0
ENSG00000230865	TSEN15P1	16	15	13	3	3	12
ENSG00000230870	FBXW11P1	27	33	39	16	19	30
ENSG00000230871	RPS6P23	0	0	0	0	0	0
ENSG00000230873	STMND1	0	0	0	0	0	0
ENSG00000230876	LINC00486	0	0	0	0	0	0
ENSG00000230879	RBMX2P4	0	0	0	0	0	0
ENSG00000230886	HMGB1P25	0	0	0	0	0	0
ENSG00000230889	SHC1P1	10	15	16	10	19	17
ENSG00000230891	LINC00692	0	0	0	0	0	0
ENSG00000230897	RPS18P12	720	549	710	489	569	757
ENSG00000230899	MAGEA8-AS1	2	0	2	0	0	0
ENSG00000230902	FAM204CP	0	0	0	0	0	0
ENSG00000230904	XKRYP2	0	0	0	0	0	0
ENSG00000230911	PPIHP1	8	12	8	8	6	16
ENSG00000230913	NPM1P51	34	39	51	17	19	40
ENSG00000230923	LINC00309	0	0	0	0	0	0
ENSG00000230931	GXYLT1P1	0	0	0	0	0	0
ENSG00000230935	RPS3P1	2	1	1	2	1	3
ENSG00000230937	MIR205HG	0	0	0	0	1	0
ENSG00000230942	HMGN1P5	0	0	0	0	0	0
ENSG00000230946	HNRNPA1P68	6	6	2	5	6	10
ENSG00000230950	MTND2P21	0	0	0	0	0	0
ENSG00000230965	SNX18P13	6	14	7	6	6	10
ENSG00000230978	LINC00160	0	1	4	0	1	0
ENSG00000230980	RPL36AP39	4	6	9	4	8	12
ENSG00000230982	DSTNP1	0	0	0	0	1	0
ENSG00000230988	RPL23AP11	0	2	1	4	0	3
ENSG00000230989	HSBP1	1456	1248	1372	1441	1376	1883
ENSG00000230992	FAM201B	0	0	0	0	0	0
ENSG00000230993	RPL12P15	7	11	11	8	6	15
ENSG00000230994	FGFR3P1	0	0	0	0	0	0
ENSG00000230997	RAB42P1	0	0	0	0	1	0
ENSG00000230999	MTND5P8	0	0	0	0	0	0
ENSG00000231001	CCNB1IP1P3	0	0	0	0	0	0
ENSG00000231006	RPL7P32	664	571	711	388	456	689
ENSG00000231007	CDC20P1	114	120	128	119	100	159
ENSG00000231009	CUBNP1	0	0	0	0	0	0
ENSG00000231018	EIF4A1P3	0	0	3	1	6	2
ENSG00000231022	RPS3AP9	0	0	0	0	0	0
ENSG00000231023	LINC00326	139	121	132	135	132	262
ENSG00000231026	XKRYP4	0	0	0	0	0	0
ENSG00000231028	LINC00271	1	0	0	0	0	0
ENSG00000231035	RPL7L1P9	3	4	3	2	2	8
ENSG00000231047	GCNT1P3	0	0	0	0	0	0
ENSG00000231049	OR52B5P	0	0	0	0	0	0
ENSG00000231051	USP17L28	0	0	0	0	0	0
ENSG00000231058	MSANTD2P1	1	0	1	0	0	1
ENSG00000231060	FARSBP1	0	0	0	0	0	0
ENSG00000231061	LINC00395	0	0	0	0	0	0
ENSG00000231066	NPM1P9	37	36	31	23	36	53
ENSG00000231068	KRTAP21-3	0	0	0	0	0	0
ENSG00000231070	OR52Y1P	0	0	0	0	0	0
ENSG00000231072	GAPDHP64	24	21	27	23	21	43
ENSG00000231086	TSSK1A	1	0	0	0	0	0
ENSG00000231087	FDPSP7	2	1	0	1	0	2
ENSG00000231095	GYG1P3	7	6	6	1	4	2
ENSG00000231120	BTF3P10	139	119	141	131	143	203
ENSG00000231123	SPATA20P1	1	1	0	2	0	0
ENSG00000231133	HAR1B	0	0	0	0	0	0
ENSG00000231137	RBM22P5	0	0	0	0	0	0
ENSG00000231141	TTTY3	0	0	0	1	0	0
ENSG00000231144	EEF1A1P40	0	0	0	0	0	0
ENSG00000231147	ARHGAP42P2	3	4	5	1	1	3
ENSG00000231148	HMGB1P7	0	0	0	0	0	0
ENSG00000231152	MTND2P15	0	0	0	0	0	0
ENSG00000231154	MORF4L2-AS1	6	10	3	6	11	9
ENSG00000231158	PTP4A1P1	3	4	3	2	2	8
ENSG00000231159	OFD1P8Y	0	0	0	0	0	0
ENSG00000231162	COX11P1	23	19	31	32	27	34
ENSG00000231164	RPL7P56	0	0	1	1	0	2
ENSG00000231165	TRBV26OR9-2	0	0	0	0	0	0
ENSG00000231167	YBX1P2	266	231	247	213	246	324
ENSG00000231169	EEF1B2P1	31	25	42	15	28	43
ENSG00000231177	LINC00852	10	4	6	13	6	12
ENSG00000231184	FAM58DP	5	2	4	5	1	9
ENSG00000231192	OR5H1	0	0	0	0	0	0
ENSG00000231195	IFNA11P	0	0	0	0	0	0
ENSG00000231199	MTND5P19	0	1	0	0	0	0
ENSG00000231202	TRGVB	0	0	0	0	0	0
ENSG00000231203	KRT8P10	915	960	1018	646	784	1250
ENSG00000231205	ZNF826P	0	0	0	0	0	0
ENSG00000231206	HNRNPA1P25	5	7	3	3	4	4
ENSG00000231211	RPL17P49	0	0	0	0	0	0
ENSG00000231213	PLSCR5	0	0	0	0	0	1
ENSG00000231222	ARF4P4	0	0	0	0	0	0
ENSG00000231234	SKP1P1	329	299	390	350	346	637
ENSG00000231237	OR6K1P	0	0	0	0	0	0
ENSG00000231241	RPS3AP3	0	0	0	0	0	0
ENSG00000231244	PSMC1P3	1	3	0	0	3	3
ENSG00000231245	C1DP1	62	34	42	58	39	69
ENSG00000231254	PCED1CP	0	0	0	0	0	0
ENSG00000231256	C17orf105	1	0	0	0	0	0
ENSG00000231258	ZSWIM5P2	0	0	1	1	0	0
ENSG00000231261	HMGN2P10	0	0	1	0	0	1
ENSG00000231276	E2F4P1	0	0	0	0	0	0
ENSG00000231278	OR9S24P	0	0	0	0	0	0
ENSG00000231280	SALL4P6	0	0	0	0	0	0
ENSG00000231290	APCDD1L-AS1	0	0	2	0	1	0
ENSG00000231293	RPL36AP6	0	0	0	0	0	1
ENSG00000231298	LINC00704	72	64	78	92	95	118
ENSG00000231300	EZH2P1	0	2	0	0	1	1
ENSG00000231302	RPL36P2	4	4	1	1	0	3
ENSG00000231307	RPS3P2	1	0	0	0	2	0
ENSG00000231311	PRYP2	0	0	0	0	0	0
ENSG00000231313	CLIC1P1	53	48	86	50	66	83
ENSG00000231322	RPL13AP17	1	0	0	0	0	1
ENSG00000231333	RPL34P6	11	8	16	10	6	13
ENSG00000231340	ACTG1P10	8	3	18	13	13	13
ENSG00000231341	VDAC1P6	34	27	32	23	25	40
ENSG00000231345	BEND3P1	0	0	0	0	0	0
ENSG00000231371	AKR1B1P8	0	0	0	0	0	0
ENSG00000231375	CDY17P	0	0	0	0	0	0
ENSG00000231376	HMGN2P16	0	0	0	0	0	0
ENSG00000231378	NDUFAF4P4	1	0	0	2	5	0
ENSG00000231381	RNF2P1	3	1	3	0	0	2
ENSG00000231382	NBPF21P	0	0	0	0	0	0
ENSG00000231390	SNX18P8	0	0	0	0	0	0
ENSG00000231396	USP17L10	0	0	0	0	0	0
ENSG00000231399	SNRPEP8	0	0	0	0	0	0
ENSG00000231404	RAC1P3	0	0	0	0	0	0
ENSG00000231417	IRX1P1	0	0	0	0	0	0
ENSG00000231419	LINC00689	0	0	0	0	0	0
ENSG00000231423	RAB9AP5	0	0	0	0	0	0
ENSG00000231436	RBMY3AP	0	4	0	0	0	0
ENSG00000231439	WASIR2	1	0	2	1	3	0
ENSG00000231442	LARP1BP1	6	3	2	2	2	2
ENSG00000231445	TIMM8AP1	27	20	23	22	22	35
ENSG00000231458	RNASEH1P2	11	12	9	12	12	16
ENSG00000231468	PRDX3P2	7	8	7	5	1	8
ENSG00000231470	HMGB3P2	2	0	1	0	2	1
ENSG00000231471	HMGN2P34	0	0	0	1	0	0
ENSG00000231473	LINC00441	0	0	0	2	0	1
ENSG00000231475	IGHV4-31	0	0	0	0	0	0
ENSG00000231480	SNRPGP13	0	0	0	3	0	0
ENSG00000231490	RPL7L1P2	0	0	0	0	0	0
ENSG00000231503	PTMAP4	70	73	70	46	63	99
ENSG00000231504	NMD3P2	3	3	3	0	3	2
ENSG00000231514	FAM58CP	0	0	0	0	0	1
ENSG00000231516	CBX1P5	0	0	0	0	0	0
ENSG00000231528	FAM225A	0	0	0	0	0	0
ENSG00000231531	HINT1P1	31	27	37	20	17	37
ENSG00000231535	LINC00278	0	0	1	0	0	0
ENSG00000231540	TCEB1P9	0	0	0	0	0	0
ENSG00000231541	RPS6P2	1	0	0	0	0	0
ENSG00000231544	RSL24D1P11	17	11	21	16	11	14
ENSG00000231546	RPL3P5	16	9	10	5	2	5
ENSG00000231548	OR55B1P	0	0	0	0	0	0
ENSG00000231549	USMG5P1	12	10	16	14	19	29
ENSG00000231550	PTCHD3P2	1	0	0	0	0	0
ENSG00000231552	IGBP1P3	6	5	7	3	4	9
ENSG00000231553	RNMTL1P1	1	0	1	0	0	0
ENSG00000231556	RSL24D1P3	0	1	2	0	0	1
ENSG00000231561	CEACAMP5	0	0	0	0	0	0
ENSG00000231564	EIF4A1P11	4	4	6	1	1	6
ENSG00000231565	NEK2P2	1	3	3	0	1	4
ENSG00000231567	MTND2P19	0	0	0	0	0	0
ENSG00000231579	RPL7P21	40	32	55	21	43	59
ENSG00000231584	FAHD2CP	0	1	0	1	1	3
ENSG00000231586	RPS23P9	0	0	0	0	0	0
ENSG00000231607	DLEU2	43	33	33	26	38	43
ENSG00000231635	ATP5BP1	8	7	7	3	8	6
ENSG00000231637	USP17L29	0	0	0	0	0	0
ENSG00000231650	RFESDP1	1	2	0	1	0	0
ENSG00000231651	DLG3-AS1	4	1	2	2	1	1
ENSG00000231660	RPS8P6	1	1	0	0	0	0
ENSG00000231665	OGFOD1P1	1	5	4	1	2	4
ENSG00000231667	OR7E111P	0	0	0	0	0	0
ENSG00000231668	PPP2R2DP1	0	0	0	0	0	0
ENSG00000231672	DIRC3	0	0	1	0	0	0
ENSG00000231674	LINC00410	0	0	0	0	0	0
ENSG00000231688	RPL21P43	0	1	0	0	0	0
ENSG00000231690	LINC00574	15	27	20	16	16	13
ENSG00000231697	NANOGP5	0	0	0	0	0	0
ENSG00000231706	CYCSP43	0	0	0	0	0	0
ENSG00000231707	PABPC1P1	18	18	40	38	25	55
ENSG00000231711	LINC00899	2	0	0	0	0	0
ENSG00000231715	COX6CP2	0	0	0	0	0	0
ENSG00000231716	CDY23P	0	0	0	0	0	0
ENSG00000231725	VN1R110P	0	0	1	0	0	0
ENSG00000231726	HMGN2P38	0	0	0	0	0	3
ENSG00000231738	TSPAN19	0	1	0	0	0	0
ENSG00000231739	GAPDHP59	6	5	6	6	6	5
ENSG00000231750	NANOGP10	0	0	0	0	0	0
ENSG00000231752	EMBP1	2	3	6	0	6	7
ENSG00000231755	CHODL-AS1	0	0	0	0	0	0
ENSG00000231764	DLX6-AS1	89	100	97	102	84	136
ENSG00000231765	PPP1R11P2	0	0	0	0	0	0
ENSG00000231770	TMEM44-AS1	21	8	24	23	11	34
ENSG00000231777	MTND4P21	0	0	0	0	0	0
ENSG00000231782	LINC00575	0	0	0	0	0	0
ENSG00000231784	DBIL5P	3	3	0	1	0	3
ENSG00000231788	RPL31P50	0	0	0	0	0	0
ENSG00000231793	DOC2GP	0	0	4	2	5	5
ENSG00000231801	ANP32BP2	0	0	0	0	1	0
ENSG00000231809	NANOGP9	0	0	1	0	0	0
ENSG00000231810	RPL36AP35	0	0	0	0	0	0
ENSG00000231814	LINC00210	0	0	0	0	0	0
ENSG00000231821	NPM1P48	7	4	5	8	6	8
ENSG00000231824	AKAIN1	0	0	0	0	0	0
ENSG00000231831	MTHFD1P1	110	116	101	73	90	137
ENSG00000231837	RPS7P2	0	0	1	0	0	1
ENSG00000231845	HMGB3P14	0	0	0	0	0	0
ENSG00000231857	MORF4L1P5	1	0	0	0	0	0
ENSG00000231861	OR5K2	0	0	0	0	0	0
ENSG00000231870	KRT17P3	8	10	8	0	5	2
ENSG00000231874	TSPY18P	0	0	0	0	0	0
ENSG00000231878	SNRPFP1	72	53	74	45	55	78
ENSG00000231879	TXNL1P1	0	0	0	0	0	0
ENSG00000231884	NDUFB1P1	7	0	1	2	1	6
ENSG00000231887	PRH1	5	2	6	6	2	4
ENSG00000231888	MTND5P15	0	0	0	0	1	0
ENSG00000231889	TRAF3IP2-AS1	47	55	46	36	48	57
ENSG00000231894	WDR95P	0	0	0	0	0	0
ENSG00000231897	MARK2P14	0	0	0	0	0	0
ENSG00000231900	GOT2P1	0	4	0	0	1	0
ENSG00000231905	SETP10	0	0	1	0	0	0
ENSG00000231907	GAPDHP37	3	4	4	4	0	7
ENSG00000231908	IDH1-AS1	0	1	1	0	2	0
ENSG00000231910	GAMTP2	0	0	0	0	0	0
ENSG00000231911	TPRKBP1	6	5	1	2	4	6
ENSG00000231915	SALL4P5	0	0	0	0	0	0
ENSG00000231920	NEBL-AS1	0	0	0	0	0	0
ENSG00000231924	PSG1	0	1	0	0	0	0
ENSG00000231926	SEPHS1P7	0	0	0	0	0	0
ENSG00000231929	HMGB3P31	3	0	1	0	0	0
ENSG00000231940	RPS7P3	41	58	65	36	53	65
ENSG00000231942	HNRNPA1P36	3	6	10	1	8	4
ENSG00000231947	MTND2P24	0	0	0	0	0	0
ENSG00000231948	HS1BP3-IT1	23	29	47	24	18	29
ENSG00000231954	MTND2P22	0	0	0	0	0	0
ENSG00000231956	HNRNPA1P9	5	3	9	0	2	8
ENSG00000231957	GNAI2P2	0	0	0	0	0	0
ENSG00000231976	LINC00202-2	2	0	0	0	0	0
ENSG00000231981	RPL7L1P12	0	0	1	0	0	0
ENSG00000231988	OFD1P3Y	0	0	0	0	0	0
ENSG00000231989	PPP1R2P3	21	21	29	13	15	29
ENSG00000231991	ANXA2P2	95	95	90	85	100	125
ENSG00000232003	ZNF736P12Y	0	0	0	0	0	0
ENSG00000232004	CAP1P2	62	67	70	49	58	92
ENSG00000232021	LEF1-AS1	0	0	0	0	0	0
ENSG00000232024	LSM12P1	241	236	247	219	191	246
