id	sym	PT1_A.TAF1714_DE1	PT2_B.TAF1716.1_DE2	PT3_C.TAF1716.2_DE3	GC1_D.TAF1715_DE1	GC2_E.TAF1717.1_DE2	GC3_F.TAF1717.2_DE3
ENSG00000199872	RNU6-942P	1	0	2	2	5	1
ENSG00000199874	RNA5SP452	0	0	0	0	2	2
ENSG00000199878	RN7SKP149	2	0	0	0	4	2
ENSG00000199879	RNU1-120P	24	23	26	24	25	30
ENSG00000199880	RNU6-888P	3	0	2	1	2	1
ENSG00000199883	RN7SKP90	5	5	1	8	4	3
ENSG00000199885	RNU6-330P	1	0	0	0	0	0
ENSG00000199886	RNU6-249P	0	0	0	1	0	1
ENSG00000199892	RNU1-17P	1	0	0	0	0	0
ENSG00000199900	RNA5SP463	0	0	0	0	0	0
ENSG00000199903	RNU6-1273P	0	1	0	2	1	0
ENSG00000199905	RNU6-492P	0	0	0	0	0	0
ENSG00000199906	RNU5B-2P	2	3	3	6	3	2
ENSG00000199910	RNA5S10	0	0	0	0	0	0
ENSG00000199914	SNORD114-16	0	0	0	0	0	0
ENSG00000199920	RNU4-44P	0	0	1	0	1	0
ENSG00000199921	RNU6-161P	0	0	0	0	0	0
ENSG00000199924	RNU6-1252P	0	0	0	0	0	0
ENSG00000199929	RNA5SP405	1	0	2	0	0	1
ENSG00000199932	RNU1-18P	0	0	0	0	0	1
ENSG00000199940	RN7SKP75	0	2	1	0	2	0
ENSG00000199942	SNORD114-19	0	0	1	0	0	0
ENSG00000199944	RNU6-653P	0	0	2	0	0	2
ENSG00000199953	RNA5SP443	0	0	0	0	0	1
ENSG00000199960	SNORD115-14	2	2	1	1	0	0
ENSG00000199961	SNORD1B	4	4	2	1	2	4
ENSG00000199963	RNU6-605P	0	0	0	0	0	0
ENSG00000199968	SNORD115-19	0	0	1	0	0	1
ENSG00000199970	SNORD115-3	0	0	0	0	2	2
ENSG00000199971	RNU6-797P	0	0	1	0	0	1
ENSG00000199975	RN7SKP243	1	2	2	1	2	4
ENSG00000199985	RNA5SP264	0	1	3	0	0	0
ENSG00000199986	RNU6-486P	0	0	0	2	1	1
ENSG00000199990	VTRNA1-1	6	8	6	7	7	5
ENSG00000199994	RNA5SP145	0	0	0	1	2	0
ENSG00000200003	RNU6-986P	2	3	3	1	0	1
ENSG00000200013	RNU6-623P	1	0	0	1	2	0
ENSG00000200021	RNA5SP448	0	0	0	0	1	0
ENSG00000200028	RNA5SP98	0	0	2	0	0	0
ENSG00000200029	RNU6-642P	1	0	0	0	0	0
ENSG00000200033	RNU6-403P	2	0	0	0	1	2
ENSG00000200034	RNU4-73P	1	2	1	0	0	2
ENSG00000200036	RNA5SP65	0	0	0	0	0	0
ENSG00000200047	RN7SKP115	0	0	1	3	0	0
ENSG00000200048	RNU6-812P	0	0	0	0	1	0
ENSG00000200057	RN7SKP63	0	0	0	0	0	0
ENSG00000200058	RNA5SP218	0	2	0	1	0	0
ENSG00000200062	RNU4-58P	1	0	1	0	0	0
ENSG00000200064	RNY4P9	0	0	1	0	0	0
ENSG00000200070	RNU4-80P	2	1	2	0	1	0
ENSG00000200079	RNA5SP326	0	1	1	0	2	1
ENSG00000200084	SNORD68	0	0	0	0	0	0
ENSG00000200086	RNU6-433P	0	1	4	0	0	2
ENSG00000200087	SNORA73B	2053	3436	2491	1819	2903	1800
ENSG00000200089	SNORD114-31	0	0	0	0	4	0
ENSG00000200091	RN7SKP163	2	5	7	4	7	1
ENSG00000200095	RNU6-181P	0	0	1	1	0	1
ENSG00000200097	RNU6-1167P	0	0	0	0	0	0
ENSG00000200101	RNU6-508P	0	0	0	0	0	1
ENSG00000200102	RNU6-252P	0	0	1	0	2	0
ENSG00000200105	RNU6-251P	0	1	4	2	2	0
ENSG00000200106	RNU6-984P	0	0	0	0	0	0
ENSG00000200107	RNU6-1249P	1	0	0	0	0	1
ENSG00000200108	RNU6-774P	0	0	0	0	0	0
ENSG00000200114	RNA5SP123	1	2	6	2	1	1
ENSG00000200131	RN7SKP77	0	0	0	0	1	1
ENSG00000200132	RNU6-1021P	0	0	0	0	0	0
ENSG00000200139	RNU6-778P	0	0	1	0	0	0
ENSG00000200146	RNU6-544P	0	0	0	0	1	0
ENSG00000200151	RN7SKP231	0	0	0	0	0	0
ENSG00000200152	RNU6-216P	1	2	4	4	0	3
ENSG00000200153	RNU6-23P	0	0	1	3	0	0
ENSG00000200156	RNU5B-1	133	200	99	104	165	109
ENSG00000200161	RN7SKP145	0	0	1	0	2	0
ENSG00000200163	SNORD115-18	0	0	2	0	0	0
ENSG00000200168	RNA5SP350	0	0	0	0	0	2
ENSG00000200169	RNU5D-1	46	51	64	32	44	31
ENSG00000200175	RNU6-1309P	0	0	0	0	0	0
ENSG00000200176	RNU1-19P	2	1	0	2	1	1
ENSG00000200183	RNU6-238P	1	0	1	0	0	0
ENSG00000200184	RNU1-20P	0	0	0	0	2	0
ENSG00000200189	RNU6-832P	0	0	0	0	0	1
ENSG00000200197	RNU1-21P	1	0	0	1	0	0
ENSG00000200198	RN7SKP211	2	0	0	0	0	2
ENSG00000200204	RNU1-22P	0	0	0	1	1	0
ENSG00000200211	RNY4P27	0	0	0	0	0	0
ENSG00000200213	RNU6-992P	0	0	1	0	1	1
ENSG00000200215	SNORD113-6	0	0	0	0	0	0
ENSG00000200216	RNU6-745P	0	0	0	0	1	0
ENSG00000200217	RNU6-839P	0	0	0	0	0	0
ENSG00000200218	RNU6-697P	0	0	0	1	2	0
ENSG00000200220	RNU6-179P	0	0	1	0	1	0
ENSG00000200224	RNU6-626P	0	0	0	0	0	0
ENSG00000200225	RNA5SP382	0	0	1	1	0	1
ENSG00000200227	RNA5SP197	1	0	0	0	0	1
ENSG00000200231	RNU1-23P	0	0	1	1	0	0
ENSG00000200238	RNA5SP133	0	0	1	1	1	0
ENSG00000200243	RN7SKP79	4	9	1	4	5	6
ENSG00000200246	RNA5SP263	0	0	0	0	0	0
ENSG00000200247	RNU6-254P	0	3	2	1	2	2
ENSG00000200248	RNA5SP214	1	0	0	0	0	0
ENSG00000200250	RNU6-1147P	0	1	1	0	0	2
ENSG00000200253	RNU6-529P	3	3	2	0	0	1
ENSG00000200254	RNU6-536P	1	0	1	1	1	1
ENSG00000200257	RNU6-97P	1	2	3	1	0	0
ENSG00000200259	SNORD35A	0	0	0	0	0	0
ENSG00000200267	RNU6-66P	0	0	0	0	0	0
ENSG00000200269	RNU6-838P	0	1	0	0	0	0
ENSG00000200274	RNU4-32P	0	0	0	0	0	0
ENSG00000200275	RNA5SP199	0	0	0	0	0	1
ENSG00000200278	RNA5SP352	0	0	0	0	0	0
ENSG00000200279	SNORD114-10	0	1	0	1	1	2
ENSG00000200281	RNU6-624P	1	0	0	0	1	0
ENSG00000200293	RNA5SP393	2	2	0	2	1	0
ENSG00000200295	RNU6-527P	0	1	0	0	1	1
ENSG00000200296	RNU1-83P	0	0	1	0	2	1
ENSG00000200301	RNA5SP483	0	0	2	0	0	0
ENSG00000200303	RNU6-940P	0	0	0	0	1	0
ENSG00000200304	RNU6-1255P	0	0	1	0	0	0
ENSG00000200310	RNA5SP215	1	0	3	1	1	0
ENSG00000200312	RN7SKP255	404	656	453	398	740	572
ENSG00000200313	RNA5-8SP7	1	0	2	0	1	0
ENSG00000200320	SNORA63	97	192	114	135	124	108
ENSG00000200326	RNA5SP391	0	0	0	0	1	1
ENSG00000200327	RNA5SP62	0	0	0	0	0	0
ENSG00000200331	RNU6-183P	0	0	3	0	3	1
ENSG00000200336	RNA5SP333	0	0	0	0	0	0
ENSG00000200338	RNU1-49P	2	0	0	0	0	0
ENSG00000200340	RNU1-105P	0	0	1	1	0	0
ENSG00000200343	RNA5S8	0	0	0	0	0	0
ENSG00000200345	RNU6-485P	0	1	1	0	1	1
ENSG00000200350	RNU6-1285P	2	6	6	4	2	2
ENSG00000200354	SNORA71D	73	118	32	52	39	44
ENSG00000200356	RNU6-833P	1	0	2	0	2	1
ENSG00000200360	RNU6-792P	0	0	0	0	1	3
ENSG00000200366	RNU6-511P	2	0	1	2	1	1
ENSG00000200367	SNORD113-8	0	1	0	0	0	0
ENSG00000200369	RNU6-666P	0	0	1	0	0	0
ENSG00000200370	RNA5S17	0	0	0	0	0	0
ENSG00000200372	RNU5E-8P	1	0	0	0	0	1
ENSG00000200376	RNU5E-10P	6	8	6	4	3	4
ENSG00000200378	RNU5B-4P	0	0	0	0	0	0
ENSG00000200379	RN7SKP45	0	0	5	2	2	0
ENSG00000200381	RNA5S4	0	0	0	0	0	0
ENSG00000200388	RNU6-618P	0	3	0	0	2	0
ENSG00000200389	RNU6-509P	1	0	0	0	0	0
ENSG00000200393	RNU6-698P	0	0	0	0	0	0
ENSG00000200394	SNORA38B	31	53	18	24	13	29
ENSG00000200398	SNORD115-24	0	0	1	0	0	1
ENSG00000200403	RNU6-1099P	1	4	2	4	3	4
ENSG00000200406	SNORD114-23	0	0	0	0	2	0
ENSG00000200407	RNU6-1169P	0	0	1	0	3	1
ENSG00000200408	RNA5SP74	0	0	1	0	0	0
ENSG00000200411	RNA5SP346	0	0	0	1	0	0
ENSG00000200413	SNORD114-26	3	3	3	4	4	1
ENSG00000200424	RNU6-1155P	0	0	1	0	0	0
ENSG00000200431	RNU4-81P	0	0	0	0	0	0
ENSG00000200434	RNA5-8SP2	0	0	0	0	0	0
ENSG00000200437	RNU6-799P	0	0	0	0	0	0
ENSG00000200443	RNU6-1066P	0	0	1	1	0	0
ENSG00000200444	RNU6-1339P	0	0	1	0	0	1
ENSG00000200446	RNU6-1085P	0	0	0	0	0	1
ENSG00000200455	RNU6-1112P	1	2	0	0	2	0
ENSG00000200456	RNU6-1097P	0	0	0	0	0	1
ENSG00000200462	RNU6-727P	0	0	0	0	0	1
ENSG00000200463	SNORD118	0	0	0	0	0	0
ENSG00000200468	RNA5SP403	0	0	0	0	0	0
ENSG00000200469	RNU6-112P	0	0	0	0	0	0
ENSG00000200471	RNU6-1125P	0	0	0	0	0	0
ENSG00000200472	RN7SKP44	0	0	1	1	0	1
ENSG00000200473	RNA5SP507	0	0	2	0	0	0
ENSG00000200475	RN7SKP162	0	0	1	0	0	0
ENSG00000200478	SNORD115-41	0	0	0	0	0	0
ENSG00000200480	SNORD114-28	0	0	1	0	1	0
ENSG00000200483	RNU6-1017P	0	0	0	0	0	0
ENSG00000200484	RNU6-1244P	0	0	0	0	0	0
ENSG00000200486	SNORD115-11	0	0	0	0	0	0
ENSG00000200487	RNA5SP322	0	0	0	0	0	0
ENSG00000200488	RN7SKP203	10033	12847	14333	7924	19361	10179
ENSG00000200495	RNU6-1205P	0	0	1	0	0	1
ENSG00000200503	SNORD115-5	0	0	3	0	2	0
ENSG00000200516	RNA5SP378	0	1	1	0	1	0
ENSG00000200520	RNU6-1214P	0	0	2	0	1	2
ENSG00000200522	RNU6-957P	0	0	2	1	0	0
ENSG00000200525	RNU6-1209P	1	0	1	1	0	1
ENSG00000200526	RNY4P14	1	1	1	0	0	0
ENSG00000200527	RNA5SP457	0	0	0	0	2	0
ENSG00000200528	RNU6-1331P	0	0	0	0	0	0
ENSG00000200530	SNORD35B	0	0	0	0	0	0
ENSG00000200534	SNORA33	30	27	27	13	29	15
ENSG00000200537	RNY4P6	1	0	1	0	1	0
ENSG00000200550	RNU6-137P	6	7	10	9	5	5
ENSG00000200554	RNU6-1020P	0	0	2	1	0	0
ENSG00000200555	RNU6-525P	0	0	0	0	0	1
ENSG00000200556	RNU6-103P	0	1	0	0	0	1
ENSG00000200558	RNA5SP429	0	0	0	0	0	0
ENSG00000200560	RNU6-288P	0	0	2	0	0	0
ENSG00000200563	RNU6-640P	0	0	0	0	0	0
ENSG00000200564	SNORD115-39	0	1	1	0	0	0
ENSG00000200566	RNU5F-7P	3	0	0	0	3	0
ENSG00000200570	RNU6-829P	0	0	0	0	1	0
ENSG00000200571	RNU6-1284P	2	0	2	0	1	1
ENSG00000200575	RNU6-414P	0	0	2	2	3	0
ENSG00000200587	RNA5SP514	0	0	0	0	2	0
ENSG00000200593	SNORD115-33	1	0	2	0	1	0
ENSG00000200594	RNU6-824P	0	1	2	0	2	1
ENSG00000200597	RNU1-87P	4	1	1	0	0	0
ENSG00000200601	RNA5SP50	2	1	1	0	0	0
ENSG00000200608	SNORD114-11	0	0	1	1	0	1
ENSG00000200612	SNORD114-25	0	0	0	0	0	0
ENSG00000200613	RNA5SP349	1	0	1	0	0	0
ENSG00000200619	RNA5SP447	0	1	0	0	0	0
ENSG00000200622	RNU6-1059P	0	0	0	0	1	0
ENSG00000200623	SNORD18A	0	0	0	0	0	0
ENSG00000200624	RNA5S6	0	0	0	0	0	0
ENSG00000200626	RNA5SP325	0	1	1	0	1	0
ENSG00000200632	SNORD113-7	0	0	0	0	1	0
ENSG00000200636	SNORD114-27	1	0	0	0	0	0
ENSG00000200637	RNU5F-3P	0	0	0	0	0	0
ENSG00000200638	SNORD115-37	0	2	1	0	0	0
ENSG00000200645	RNU6-1210P	0	0	0	0	0	0
ENSG00000200648	RNU6-226P	0	0	1	0	2	0
ENSG00000200650	RNA5SP114	0	0	0	0	1	2
ENSG00000200653	RNU4-92P	0	0	0	0	0	0
ENSG00000200656	SNORA5B	0	0	0	0	0	0
ENSG00000200661	SNORD116-10	0	0	1	1	4	0
ENSG00000200665	RNU6-1188P	1	0	3	0	0	2
ENSG00000200670	RNU6-912P	0	1	0	0	1	0
ENSG00000200673	RN7SKP174	0	0	0	0	1	1
ENSG00000200674	RN7SKP160	5	1	2	0	3	0
ENSG00000200680	SNORD115-4	0	0	0	1	1	1
ENSG00000200681	RNU6-263P	0	0	0	0	1	0
ENSG00000200683	RNU6-379P	0	0	3	0	0	1
ENSG00000200686	RNY3P3	0	0	1	0	1	0
ENSG00000200687	RNA5SP335	0	0	0	0	0	0
ENSG00000200701	RNU6-674P	1	0	3	0	1	2
ENSG00000200703	RNU6-873P	0	0	0	0	0	0
ENSG00000200708	RN7SKP93	0	0	0	0	0	0
ENSG00000200709	RNA5SP27	0	0	0	0	0	0
ENSG00000200711	RNA5SP28	2	0	3	1	0	0
ENSG00000200713	RNU6-682P	0	0	0	0	0	0
ENSG00000200718	RN7SKP103	1	0	0	0	0	0
ENSG00000200719	RNA5SP260	2	1	0	0	3	0
ENSG00000200720	RNU6-931P	0	0	0	0	0	0
ENSG00000200726	SNORD115-8	0	0	0	1	0	0
ENSG00000200728	RNU6-271P	0	0	0	0	0	0
ENSG00000200731	RNU1-124P	1	4	1	2	2	2
ENSG00000200732	RNU6-194P	0	0	1	0	0	0
ENSG00000200738	RNA5SP472	0	0	0	0	0	0
ENSG00000200741	RNA5SP161	2	1	2	6	4	6
ENSG00000200745	RNU1-31P	0	0	0	0	1	0
ENSG00000200755	RNA5SP68	0	0	0	1	0	0
ENSG00000200756	RNU6-236P	1	0	0	0	0	0
ENSG00000200757	SNORD115-16	0	0	0	0	1	0
ENSG00000200759	RNU6-884P	1	0	0	2	0	0
ENSG00000200761	RN7SKP113	0	1	1	0	0	1
ENSG00000200763	RNU6-961P	1	0	1	0	0	0
ENSG00000200774	RNU6-478P	0	0	0	0	0	2
ENSG00000200779	RNU6-105P	0	0	0	0	0	0
ENSG00000200783	RN7SKP180	4	7	6	5	6	7
ENSG00000200785	SNORD8	14	17	14	6	19	9
ENSG00000200786	RNA5SP234	1	0	2	0	1	0
ENSG00000200789	RNU1-65P	2	0	1	2	1	0
ENSG00000200790	RNU6-631P	0	0	0	0	0	0
ENSG00000200792	SNORA80	28	101	22	27	21	23
ENSG00000200794	RN7SKP250	1	0	0	0	0	0
ENSG00000200795	RNU4-1	802	1409	624	727	892	845
ENSG00000200796	RNU6-753P	0	0	0	0	0	0
ENSG00000200799	RNU6-770P	0	0	2	0	0	0
ENSG00000200800	RNU1-130P	0	0	1	0	0	0
ENSG00000200801	SNORD115-28	1	0	2	1	2	1
ENSG00000200806	RNA5SP275	0	0	0	1	0	0
ENSG00000200807	RNU1-32P	0	0	0	0	1	0
ENSG00000200812	SNORD115-6	0	0	1	0	1	0
ENSG00000200814	RNU6-595P	1	0	0	0	0	0
ENSG00000200815	RNU6-1091P	0	0	1	0	0	2
ENSG00000200816	SNORA38	72	118	70	56	67	76
ENSG00000200817	RNU6-899P	0	0	1	0	0	0
ENSG00000200818	RNU6-1204P	2	0	1	0	0	0
ENSG00000200823	SNORD114-2	0	0	1	1	0	0
ENSG00000200827	RNU6-324P	0	0	0	0	0	0
ENSG00000200830	RN7SKP134	3	0	2	0	3	0
ENSG00000200831	SNORD36B	0	0	0	0	0	0
ENSG00000200832	SNORD114-4	0	0	1	0	0	0
ENSG00000200839	RNA5SP48	2	0	1	1	1	0
ENSG00000200840	RNU6-82P	4	2	1	3	3	1
ENSG00000200852	RNA5SP499	1	0	7	0	0	1
ENSG00000200867	RN7SKP36	1	5	1	3	1	1
ENSG00000200869	RNU6-457P	0	0	1	0	0	0
ENSG00000200871	RNU6-810P	0	0	0	0	0	0
ENSG00000200872	RNA5SP456	0	0	0	0	1	0
ENSG00000200873	RNA5SP399	2	0	0	1	0	0
ENSG00000200875	RNU6-340P	0	1	1	1	0	0
ENSG00000200877	RNU6-560P	0	0	0	0	0	0
ENSG00000200879	SNORD14E	10	11	13	5	17	4
ENSG00000200882	RNU6-681P	2	2	1	3	1	2
ENSG00000200885	RNU1-146P	0	0	0	0	0	0
ENSG00000200887	RNU6-598P	1	0	0	0	0	0
ENSG00000200889	RNU4-13P	0	0	0	0	0	0
ENSG00000200890	RNA5SP99	0	0	2	0	0	0
ENSG00000200893	RNU6-944P	3	0	1	2	1	0
ENSG00000200895	RN7SKP245	0	2	1	0	1	0
ENSG00000200898	RNU6-1243P	0	0	0	1	0	1
ENSG00000200902	RNU6-627P	0	0	0	0	1	0
ENSG00000200903	RNU1-42P	0	0	0	0	0	0
ENSG00000200906	RNU6-854P	0	0	0	0	0	1
ENSG00000200913	SNORD46	62	59	46	36	44	58
ENSG00000200914	RNA5SP435	0	0	1	2	0	0
ENSG00000200917	RNU6-553P	1	2	3	1	0	1
ENSG00000200924	RNU6-1048P	1	0	4	1	1	3
ENSG00000200926	RNU6-960P	1	0	2	1	0	1
ENSG00000200935	RNU6-1090P	0	0	1	0	0	0
ENSG00000200941	RNU6-694P	1	0	0	1	0	2
ENSG00000200942	RNU6-501P	0	0	1	0	0	0
ENSG00000200949	SNORD115-32	2	0	1	0	1	0
ENSG00000200957	RNU6-801P	0	0	0	0	1	0
ENSG00000200959	SNORA74A	76	130	86	73	113	63
ENSG00000200963	RNU6-289P	0	0	0	0	0	0
ENSG00000200966	RN7SKP87	2	1	4	2	6	2
ENSG00000200972	RNU5A-8P	4	4	2	1	5	3
ENSG00000200974	RNU4-87P	0	0	1	0	0	0
ENSG00000200975	RNU1-7P	0	0	0	0	0	0
ENSG00000200983	SNORA3	0	0	0	0	0	0
ENSG00000200985	RNA5SP493	2	4	5	0	1	0
ENSG00000200986	RNU6-819P	0	0	0	0	0	0
ENSG00000200987	SNORD115-30	0	0	2	0	1	0
ENSG00000200997	RNU1-85P	4	3	7	3	5	6
ENSG00000201000	RNA5SP516	0	0	1	0	0	1
ENSG00000201001	RNU6-270P	1	0	3	0	0	1
ENSG00000201010	RN7SKP224	0	0	1	0	0	0
ENSG00000201014	RNA5SP232	0	0	2	0	0	2
ENSG00000201015	RNU6-280P	0	0	0	1	0	0
ENSG00000201016	RNU6-374P	0	0	0	1	0	0
ENSG00000201021	RNU6-743P	0	0	1	0	0	0
ENSG00000201027	RN7SKP107	0	0	0	0	0	0
ENSG00000201028	RNU6-151P	0	2	2	2	3	1
ENSG00000201032	RNU6-704P	0	0	3	0	1	0
ENSG00000201033	RNU1-96P	0	0	1	0	0	0
ENSG00000201035	RNA5SP469	1	1	1	1	1	1
ENSG00000201041	RNA5SP242	2	0	0	0	0	0
ENSG00000201044	RNU6-268P	0	2	0	1	0	0
ENSG00000201050	RNU6-668P	0	0	0	0	0	0
ENSG00000201059	RNA5SP336	0	0	0	0	2	1
ENSG00000201065	RNU6-461P	0	0	0	1	0	0
ENSG00000201066	RN7SKP280	0	1	0	1	0	2
ENSG00000201070	RNU4-84P	0	0	0	0	0	0
ENSG00000201076	RNU4-51P	0	0	0	0	0	1
ENSG00000201077	RNU6-188P	2	0	0	1	0	0
ENSG00000201078	RN7SKP214	0	1	3	1	4	2
ENSG00000201085	RNU6-173P	0	0	2	0	0	0
ENSG00000201086	RNA5SP394	0	0	1	0	2	1
ENSG00000201095	RNU6-266P	0	0	1	1	0	0
ENSG00000201096	RNA5SP387	1	0	1	1	0	1
ENSG00000201097	RNU6-366P	0	0	0	0	0	1
ENSG00000201098	RNY1	646	989	428	564	650	660
ENSG00000201104	RNU6-11P	2	1	2	0	1	1
ENSG00000201109	RNA5SP245	1	4	0	0	1	3
ENSG00000201113	RNU6-647P	1	0	1	0	1	0
ENSG00000201119	RNU1-33P	0	0	1	0	0	0
ENSG00000201135	RNU6-777P	0	0	0	1	1	0
ENSG00000201136	RNU6-353P	5	3	4	5	6	2
ENSG00000201140	RN7SKP128	0	0	0	0	0	0
ENSG00000201142	RNVU1-8	2	0	0	0	0	0
ENSG00000201143	SNORD115-42	2	1	2	0	1	3
ENSG00000201145	RNA5SP175	0	1	1	0	0	1
ENSG00000201148	RNA5SP42	1	0	1	0	1	0
ENSG00000201153	RNU6-371P	0	0	0	0	0	0
ENSG00000201155	RNU1-24P	0	0	1	1	0	0
ENSG00000201161	RN7SKP10	0	0	1	0	0	2
ENSG00000201162	RNU6-454P	0	0	1	0	0	0
ENSG00000201164	RNU4-36P	3	2	4	0	0	2
ENSG00000201165	RNU6-1229P	0	0	0	0	0	0
ENSG00000201168	RNA5SP368	0	0	0	0	0	0
ENSG00000201170	RNU1-132P	3	2	0	1	1	3
ENSG00000201176	RNU6-853P	3	1	3	1	3	2
ENSG00000201179	RNU6-1322P	0	1	2	3	1	2
ENSG00000201180	RNU6-115P	0	1	0	0	1	0
ENSG00000201182	RNU6-670P	0	0	0	0	0	0
ENSG00000201184	RNU4-68P	1	1	4	2	2	4
ENSG00000201185	RNA5SP202	0	0	0	0	1	0
ENSG00000201186	RNU4-33P	0	0	1	0	0	0
ENSG00000201198	RNU6-879P	0	0	4	3	0	1
ENSG00000201201	RN7SKP118	0	0	1	0	0	1
ENSG00000201210	RNA5SP139	1	0	1	0	0	2
ENSG00000201221	RNU4-40P	3	0	0	2	2	0
ENSG00000201223	RNU6-1305P	4	5	2	0	4	3
ENSG00000201231	RNU4-50P	0	0	0	1	0	0
ENSG00000201240	SNORD114-9	0	0	0	0	0	0
ENSG00000201241	RNU6-978P	0	0	0	0	0	0
ENSG00000201242	RNY1P1	0	0	0	0	0	0
ENSG00000201243	RNU6-654P	0	0	1	2	0	0
ENSG00000201247	SNORD114-13	0	0	0	0	0	0
ENSG00000201253	RNU4-10P	0	0	0	0	0	2
ENSG00000201255	RNU6-990P	0	1	1	1	0	1
ENSG00000201260	RNU6-1075P	0	0	0	0	0	0
ENSG00000201263	SNORD114-6	0	0	0	0	1	0
ENSG00000201270	RNU6-755P	0	0	0	0	0	0
ENSG00000201271	RNU1-112P	1	0	1	0	3	1
ENSG00000201273	RNU6-776P	0	0	0	0	1	0
ENSG00000201274	RNA5SP192	0	0	0	1	0	0
ENSG00000201287	RN7SKP171	0	0	0	0	0	0
ENSG00000201288	RNU6-1047P	4	0	2	0	1	0
ENSG00000201289	RN7SKP76	0	0	1	1	0	1
ENSG00000201291	RNU1-34P	0	0	0	0	1	0
ENSG00000201292	RNU6-153P	0	0	0	0	0	0
ENSG00000201294	RNU6-1019P	1	2	3	1	2	1
ENSG00000201296	RNU4-41P	1	2	0	1	1	0
ENSG00000201298	RNU6-1164P	1	1	0	1	2	0
ENSG00000201300	SNORD115-27	0	0	1	0	1	0
ENSG00000201301	RNA5SP130	0	1	0	0	0	1
ENSG00000201302	SNORA65	21	12	12	5	4	11
ENSG00000201308	RNU6-512P	0	0	1	1	4	1
ENSG00000201312	RNA5SP72	0	0	5	0	1	0
ENSG00000201315	RN7SKP227	2	6	5	5	7	7
ENSG00000201317	RNU4-59P	1	0	0	2	1	2
ENSG00000201318	SNORD114-30	0	0	1	1	2	0
ENSG00000201321	RNA5S9	0	0	0	0	0	0
ENSG00000201324	RNU6-361P	0	0	0	0	0	1
ENSG00000201325	RNA5SP142	2	1	2	0	3	0
ENSG00000201326	SNORD115-22	1	0	0	0	0	0
ENSG00000201330	SNORD32B	0	0	0	0	0	0
ENSG00000201331	SNORD115-23	0	1	0	0	0	0
ENSG00000201341	RNU6-421P	0	0	0	0	1	2
ENSG00000201342	RNU4-38P	0	0	1	1	0	0
ENSG00000201347	RNA5SP69	0	0	1	1	2	0
ENSG00000201348	RNU105B	2	1	0	2	0	1
ENSG00000201355	RNA5S14	0	0	0	0	0	0
ENSG00000201356	RNA5SP500	0	0	0	2	2	0
ENSG00000201358	RN7SKP193	0	0	1	0	0	0
ENSG00000201361	RNA5SP433	1	0	2	1	0	0
ENSG00000201364	RN7SKP37	2	1	0	1	0	2
ENSG00000201367	RNU6-522P	2	0	2	1	2	1
ENSG00000201372	RNU6-1251P	1	0	0	0	0	0
ENSG00000201377	RNY4P23	0	0	0	0	0	0
ENSG00000201379	RNU4-76P	1	0	1	0	1	0
ENSG00000201382	RNU6-558P	0	0	0	0	0	0
ENSG00000201386	RNU6-1163P	0	0	0	0	1	2
ENSG00000201390	RNU6-1141P	0	0	4	1	3	1
ENSG00000201392	RNU6-1078P	1	0	0	0	0	0
ENSG00000201394	RNA5SP140	0	0	0	0	0	0
ENSG00000201395	RN7SKP257	0	0	0	0	0	0
ENSG00000201403	SNORD14B	0	0	0	0	0	0
ENSG00000201413	RNA5SP141	0	0	0	1	0	0
ENSG00000201415	RNA5SP204	0	1	2	0	2	1
ENSG00000201420	RNA5SP512	1	0	0	0	0	0
ENSG00000201423	RN7SKP246	1	0	1	0	0	0
ENSG00000201428	RN7SKP71	2551	3704	2894	2092	4128	2485
ENSG00000201431	RNU6-1277P	0	0	2	4	0	0
ENSG00000201433	RNU6-335P	0	2	4	3	1	4
ENSG00000201435	RNU4-24P	0	1	2	3	0	2
ENSG00000201436	RNU6-660P	0	0	1	0	0	0
ENSG00000201439	RNU4-67P	0	0	0	0	1	0
ENSG00000201440	RNA5SP515	5	2	3	1	2	1
ENSG00000201441	RNU6-646P	0	0	1	0	1	2
ENSG00000201443	RNU6-309P	0	0	2	0	0	0
ENSG00000201444	RNU6-1082P	0	0	1	0	0	0
ENSG00000201447	RNA5SP509	0	1	2	0	0	2
ENSG00000201452	RNU6-1317P	0	0	0	0	1	1
ENSG00000201457	SNORA55	10	5	5	4	7	6
ENSG00000201458	RNU4-4P	0	1	3	0	1	1
ENSG00000201469	RNA5SP379	3	0	1	0	1	1
ENSG00000201470	RNY4P7	2	0	2	0	2	0
ENSG00000201474	RNU6-164P	1	0	0	0	0	0
ENSG00000201476	RNA5SP353	0	0	0	2	0	0
ENSG00000201482	SNORD115-17	1	0	2	0	0	2
ENSG00000201487	SNORD45B	0	0	0	0	0	0
ENSG00000201491	RNU4-75P	0	0	2	0	0	0
ENSG00000201492	RNA5SP78	2	3	2	4	1	1
ENSG00000201493	RNU1-141P	0	0	2	1	0	0
ENSG00000201496	RN7SKP275	2	1	2	2	6	0
ENSG00000201499	RNU6-312P	3	1	1	3	2	0
ENSG00000201510	RN7SKP217	3	1	0	3	2	2
ENSG00000201512	SNORA71C	11	18	15	15	11	19
ENSG00000201517	RNU6-707P	0	0	0	0	0	0
ENSG00000201518	RNA5SP513	1	0	0	0	0	0
ENSG00000201519	RNU6-645P	0	0	0	0	0	1
ENSG00000201523	RNA5SP205	1	0	2	0	2	2
ENSG00000201524	RNU6-450P	2	1	3	2	2	2
