Geneid	Txid	sym	Tx.len	GC
ENSG00000253805	ENST00000517731	na	412	0.588
ENSG00000253806	ENST00000519782	na	340	0.761
ENSG00000253807	ENST00000628324	LINC01170	650	0.519
ENSG00000253808	ENST00000519794	IGHVII-46-1	37	0.513
ENSG00000253809	ENST00000522264	na	254	0.489
ENSG00000253810	ENST00000518968	PSAT1P1	1106	0.455
ENSG00000253811	ENST00000522582	na	563	0.425
ENSG00000253813	ENST00000519826	COX6B1P4	484	0.473
ENSG00000253814	ENST00000519284	MRPS36P3	130	0.384
ENSG00000253816	ENST00000514522	na	497	0.524
ENSG00000253817	ENST00000517826	na	292	0.552
ENSG00000253818	ENST00000519790	IGLV1-41	406	0.567
ENSG00000253819	ENST00000521608	LINC01151	571	0.44
ENSG00000253820	ENST00000522410	IGHVII-67-1	46	0.478
ENSG00000253821	ENST00000520370	na	567	0.437
ENSG00000253822	ENST00000517477	IGLV3-24	197	0.538
ENSG00000253823	ENST00000518003	IGLV1-62	441	0.564
ENSG00000253824	ENST00000519844	na	644	0.441
ENSG00000253825	ENST00000518701	na	474	0.384
ENSG00000253826	ENST00000519787	WBP1LP10	364	0.506
ENSG00000253828	ENST00000522536	MTND1P7	667	0.33
ENSG00000253829	ENST00000459965	na	387	0.444
ENSG00000253831	ENST00000454449	ETV3L	1977	0.581
ENSG00000253832	ENST00000522570	na	603	0.442
ENSG00000253833	ENST00000517767	na	391	0.389
ENSG00000253834	ENST00000518489	na	606	0.399
ENSG00000253836	ENST00000522123	na	814	0.435
ENSG00000253837	ENST00000519692	na	4374	0.492
ENSG00000253838	ENST00000520185	na	102	0.353
ENSG00000253840	ENST00000519514	na	274	0.595
ENSG00000253841	ENST00000521917	na	487	0.526
ENSG00000253842	ENST00000523554	na	639	0.479
ENSG00000253843	ENST00000519711	na	778	0.524
ENSG00000253844	ENST00000521188	na	672	0.527
ENSG00000253845	ENST00000517972	na	253	0.502
ENSG00000253846	ENST00000398610	PCDHGA10	4617	0.552
ENSG00000253848	ENST00000523945	na	530	0.451
ENSG00000253849	ENST00000523907	na	434	0.442
ENSG00000253851	ENST00000523775	na	583	0.391
ENSG00000253852	ENST00000517474	na	617	0.555
ENSG00000253853	ENST00000520024	na	610	0.5
ENSG00000253854	ENST00000520562	na	939	0.383
ENSG00000253855	ENST00000520162	na	559	0.368
ENSG00000253857	ENST00000522559	na	496	0.504
ENSG00000253858	ENST00000524312	na	567	0.481
ENSG00000253859	ENST00000524085	na	546	0.508
ENSG00000253860	ENST00000521692	IGKV3-34	293	0.543
ENSG00000253861	ENST00000519666	SLC2A3P1	1451	0.451
ENSG00000253862	ENST00000518187	IGHVIII-47-1	331	0.435
ENSG00000253865	ENST00000521756	na	588	0.517
ENSG00000253866	ENST00000517841	TMEM97P2	403	0.494
ENSG00000253868	ENST00000520031	FER1L6-AS2	1746	0.474
ENSG00000253869	ENST00000519180	PIGFP1	653	0.383
ENSG00000253870	ENST00000519290	IGKV1-32	311	0.511
ENSG00000253871	ENST00000519714	na	1832	0.507
ENSG00000253872	ENST00000519366	na	2125	0.365
ENSG00000253873	ENST00000398587	PCDHGA11	4787	0.549
ENSG00000253874	ENST00000521832	IGLVIV-66-1	460	0.498
ENSG00000253875	ENST00000521510	na	584	0.497
ENSG00000253877	ENST00000524283	LINC01608	561	0.408
ENSG00000253878	ENST00000523905	na	709	0.525
ENSG00000253879	ENST00000522898	na	551	0.361
ENSG00000253880	ENST00000519555	na	574	0.515
ENSG00000253881	ENST00000523697	na	349	0.604
ENSG00000253882	ENST00000494978	na	2517	0.521
ENSG00000253883	ENST00000521488	IGHV3-19	291	0.553
ENSG00000253884	ENST00000518796	na	181	0.701
ENSG00000253885	ENST00000520038	ARF1P3	511	0.564
ENSG00000253886	ENST00000520639	na	1168	0.411
ENSG00000253887	ENST00000518589	na	422	0.455
ENSG00000253888	ENST00000521408	na	585	0.462
ENSG00000253889	ENST00000519982	IGLVI-38	385	0.527
ENSG00000253891	ENST00000521681	na	491	0.403
ENSG00000253892	ENST00000518620	na	594	0.454
ENSG00000253893	ENST00000519726	FAM85B	792	0.527
ENSG00000253894	ENST00000518739	na	3222	0.366
ENSG00000253895	ENST00000517728	IGHVII-44-2	250	0.48
ENSG00000253896	ENST00000522481	na	944	0.435
ENSG00000253897	ENST00000647906	na	1416	0.469
ENSG00000253898	ENST00000522365	LINC01419	1521	0.38
ENSG00000253899	ENST00000517322	na	1283	0.335
ENSG00000253900	ENST00000517835	CDH12P4	295	0.468
ENSG00000253901	ENST00000518416	na	577	0.51
ENSG00000253903	ENST00000521869	na	815	0.395
ENSG00000253906	ENST00000520194	IGKV2D-10	281	0.556
ENSG00000253907	ENST00000517893	na	476	0.557
ENSG00000253908	ENST00000523026	na	687	0.372
ENSG00000253910	ENST00000522605	PCDHGB2	4602	0.55
ENSG00000253911	ENST00000517397	na	301	0.458
ENSG00000253912	ENST00000523025	na	183	0.541
ENSG00000253913	ENST00000520756	IGLV3-26	302	0.583
ENSG00000253915	ENST00000522077	MAPRE1P1	797	0.46
ENSG00000253916	ENST00000523429	na	802	0.446
ENSG00000253917	ENST00000514073	na	682	0.493
ENSG00000253919	ENST00000520248	PRKRIRP7	2290	0.408
ENSG00000253920	ENST00000523713	IGLV3-31	297	0.525
ENSG00000253921	ENST00000518182	na	570	0.451
ENSG00000253923	ENST00000517692	na	975	0.455
ENSG00000253924	ENST00000522228	na	422	0.559
ENSG00000253925	ENST00000517408	na	2181	0.469
ENSG00000253926	ENST00000519048	na	281	0.423
ENSG00000253927	ENST00000523722	na	771	0.492
ENSG00000253930	ENST00000518308	na	637	0.341
ENSG00000253931	ENST00000523002	na	544	0.562
ENSG00000253932	ENST00000523495	na	3488	0.408
ENSG00000253934	ENST00000521066	MRPL49P2	465	0.508
ENSG00000253935	ENST00000520107	IGLVIV-53	367	0.525
ENSG00000253936	ENST00000518422	IGHV3-63	341	0.458
ENSG00000253937	ENST00000523491	NATP	878	0.406
ENSG00000253939	ENST00000517623	na	502	0.416
ENSG00000253940	ENST00000519101	na	163	0.411
ENSG00000253941	ENST00000519778	IGHVII-51-2	259	0.525
ENSG00000253942	ENST00000520123	na	633	0.652
ENSG00000253943	ENST00000520711	KRT18P37	1282	0.555
ENSG00000253944	ENST00000522768	na	510	0.696
ENSG00000253945	ENST00000523014	na	93	0.409
ENSG00000253946	ENST00000524271	na	483	0.437
ENSG00000253947	ENST00000518837	na	489	0.413
ENSG00000253948	ENST00000521696	na	380	0.453
ENSG00000253949	ENST00000521504	na	382	0.455
ENSG00000253951	ENST00000518788	na	616	0.476
ENSG00000253952	ENST00000520730	HIGD1AP18	278	0.428
ENSG00000253953	ENST00000615384	PCDHGB4	4725	0.442
ENSG00000253954	ENST00000431116	HMGN1P38	303	0.498
ENSG00000253955	ENST00000517299	na	1777	0.497
ENSG00000253956	ENST00000522896	na	773	0.401
ENSG00000253957	ENST00000520721	IGHV3-22	359	0.515
ENSG00000253958	ENST00000519106	CLDN23	2169	0.607
ENSG00000253959	ENST00000523242	na	494	0.498
ENSG00000253960	ENST00000517796	na	532	0.388
ENSG00000253961	ENST00000523365	na	643	0.437
ENSG00000253963	ENST00000519345	IGLV3-2	229	0.516
ENSG00000253964	ENST00000520506	RPL31P40	373	0.462
ENSG00000253965	ENST00000520443	na	570	0.588
ENSG00000253966	ENST00000522096	na	1337	0.42
ENSG00000253967	ENST00000520259	na	2367	0.442
ENSG00000253968	ENST00000523205	na	539	0.455
ENSG00000253970	ENST00000521337	MTND2P7	640	0.375
ENSG00000253971	ENST00000518493	CDC42P3	633	0.414
ENSG00000253972	ENST00000522828	na	603	0.395
ENSG00000253973	ENST00000521394	na	960	0.407
ENSG00000253974	ENST00000520444	NRG1-IT1	758	0.391
ENSG00000253975	ENST00000518404	na	1614	0.463
ENSG00000253976	ENST00000522186	na	813	0.401
ENSG00000253977	ENST00000517968	MTCO2P4	247	0.34
ENSG00000253978	ENST00000519795	na	503	0.491
ENSG00000253979	ENST00000520163	na	360	0.572
ENSG00000253980	ENST00000519375	na	569	0.45
ENSG00000253981	ENST00000523017	ALG1L13P	765	0.535
ENSG00000253982	ENST00000518822	na	978	0.458
ENSG00000253983	ENST00000522339	na	993	0.389
ENSG00000253985	ENST00000518473	na	501	0.404
ENSG00000253986	ENST00000518590	na	715	0.49
ENSG00000253988	ENST00000521793	na	596	0.48
ENSG00000253989	ENST00000521454	IGHVIII-38-1	282	0.415
ENSG00000253991	ENST00000519490	na	539	0.436
ENSG00000253992	ENST00000523318	na	411	0.472
ENSG00000253993	ENST00000521887	na	300	0.423
ENSG00000253994	ENST00000521269	na	501	0.479
ENSG00000253995	ENST00000519384	na	309	0.541
ENSG00000253997	ENST00000519012	na	385	0.439
ENSG00000253998	ENST00000521304	IGKV2-29	372	0.543
ENSG00000253999	ENST00000519131	IGKV3D-31	281	0.53
ENSG00000254000	ENST00000522087	na	331	0.433
ENSG00000254001	ENST00000521879	na	558	0.385
ENSG00000254002	ENST00000520375	na	443	0.492
ENSG00000254003	ENST00000520993	na	576	0.48
ENSG00000254004	ENST00000523638	ZNF260	5285	0.359
ENSG00000254006	ENST00000522106	na	875	0.453
ENSG00000254007	ENST00000518926	na	923	0.432
ENSG00000254008	ENST00000517704	LINC00051	1046	0.517
ENSG00000254009	ENST00000518423	IGKV2D-38	240	0.454
ENSG00000254011	ENST00000520587	na	436	0.471
ENSG00000254012	ENST00000522888	na	313	0.546
ENSG00000254013	ENST00000519737	MAP2K1P1	1188	0.526
ENSG00000254014	ENST00000519351	na	183	0.388
ENSG00000254015	ENST00000518144	na	282	0.372
ENSG00000254016	ENST00000437882	ALG1L10P	430	0.551
ENSG00000254017	ENST00000519308	IGHEP2	1256	0.586
ENSG00000254019	ENST00000518520	na	584	0.55
ENSG00000254020	ENST00000518861	na	270	0.356
ENSG00000254021	ENST00000517318	na	489	0.325
ENSG00000254023	ENST00000523134	PKMP4	306	0.579
ENSG00000254024	ENST00000520268	na	491	0.448
ENSG00000254025	ENST00000521785	BRIX1P1	908	0.397
ENSG00000254026	ENST00000519605	na	550	0.452
ENSG00000254027	ENST00000518880	na	620	0.605
ENSG00000254028	ENST00000521444	na	849	0.459
ENSG00000254029	ENST00000517690	IGLC4	248	0.552
ENSG00000254030	ENST00000519670	IGLC5	293	0.55
ENSG00000254031	ENST00000521685	na	685	0.434
ENSG00000254033	ENST00000518178	na	430	0.421
ENSG00000254034	ENST00000648646	na	2125	0.443
ENSG00000254035	ENST00000519491	na	674	0.518
ENSG00000254036	ENST00000519849	IGHVIII-67-2	88	0.375
ENSG00000254037	ENST00000518830	na	497	0.487
ENSG00000254038	ENST00000523411	na	639	0.537
ENSG00000254039	ENST00000518420	na	395	0.514
ENSG00000254040	ENST00000517994	na	581	0.51
ENSG00000254041	ENST00000518927	na	1031	0.416
ENSG00000254042	ENST00000522615	na	3478	0.513
ENSG00000254043	ENST00000520696	na	738	0.34
ENSG00000254044	ENST00000518105	na	691	0.52
ENSG00000254045	ENST00000518246	IGHVIII-22-2	28	0.643
ENSG00000254046	ENST00000520119	IGHV1-17	334	0.538
ENSG00000254047	ENST00000518624	na	935	0.496
ENSG00000254048	ENST00000518011	na	551	0.453
ENSG00000254049	ENST00000519023	NRG1-IT3	505	0.412
ENSG00000254050	ENST00000518078	na	513	0.353
ENSG00000254051	ENST00000518911	na	454	0.385
ENSG00000254052	ENST00000524281	IGHVIII-67-4	296	0.476
ENSG00000254053	ENST00000522505	IGHVIII-5-2	261	0.482
ENSG00000254054	ENST00000519038	na	634	0.503
ENSG00000254055	ENST00000521215	na	584	0.419
ENSG00000254056	ENST00000523324	IGHV3-71	359	0.532
ENSG00000254057	ENST00000520962	na	528	0.591
ENSG00000254060	ENST00000518302	na	545	0.413
ENSG00000254061	ENST00000521717	na	433	0.496
ENSG00000254063	ENST00000519198	DUXAP2	589	0.416
ENSG00000254064	ENST00000523556	na	515	0.508
ENSG00000254065	ENST00000517810	na	463	0.458
ENSG00000254066	ENST00000521341	na	1864	0.36
ENSG00000254067	ENST00000519537	na	1439	0.38
ENSG00000254069	ENST00000523451	na	826	0.342
ENSG00000254070	ENST00000524225	na	88	0.432
ENSG00000254073	ENST00000518405	IGLVVII-41-1	151	0.55
ENSG00000254075	ENST00000523818	IGLVV-66	341	0.564
ENSG00000254076	ENST00000523156	na	1744	0.508
ENSG00000254077	ENST00000522952	IGLV3-7	271	0.502
ENSG00000254079	ENST00000523996	na	453	0.446
ENSG00000254080	ENST00000522127	na	677	0.347
ENSG00000254081	ENST00000520902	LINC01299	2634	0.432
ENSG00000254083	ENST00000522279	LINC01591	1240	0.435
ENSG00000254084	ENST00000519793	na	578	0.52
ENSG00000254086	ENST00000522967	na	564	0.479
ENSG00000254087	ENST00000519728	LYN	5872	0.456
ENSG00000254088	ENST00000521259	SLC2A3P4	1471	0.477
ENSG00000254089	ENST00000522598	na	261	0.399
ENSG00000254090	ENST00000521584	MTND2P32	1038	0.364
ENSG00000254091	ENST00000522241	na	437	0.378
ENSG00000254092	ENST00000518967	na	417	0.429
ENSG00000254093	ENST00000314787	PINX1	1546	0.515
ENSG00000254094	ENST00000504748	na	527	0.645
ENSG00000254095	ENST00000524017	na	824	0.444
ENSG00000254097	ENST00000519599	IGKV3D-25	235	0.52
ENSG00000254098	ENST00000518305	IGKV2-26	343	0.531
ENSG00000254099	ENST00000520882	na	344	0.427
ENSG00000254101	ENST00000650515	na	4441	0.401
ENSG00000254102	ENST00000520834	na	2704	0.44
ENSG00000254103	ENST00000520812	na	481	0.452
ENSG00000254104	ENST00000522979	na	358	0.495
ENSG00000254105	ENST00000521543	VENTXP6	314	0.598
ENSG00000254106	ENST00000523446	na	518	0.55
ENSG00000254109	ENST00000519753	RBPMS-AS1	1031	0.531
ENSG00000254111	ENST00000522643	na	847	0.497
ENSG00000254112	ENST00000520175	na	319	0.414
ENSG00000254113	ENST00000518970	na	537	0.471
ENSG00000254114	ENST00000521340	HMGN1P28	364	0.475
ENSG00000254115	ENST00000519041	na	804	0.454
ENSG00000254118	ENST00000524239	na	1129	0.403
ENSG00000254119	ENST00000519990	na	1173	0.311
ENSG00000254120	ENST00000519215	na	407	0.369
ENSG00000254122	ENST00000398594	PCDHGB7	4765	0.555
ENSG00000254123	ENST00000520155	na	823	0.294
ENSG00000254124	ENST00000522748	EEF1A1P37	715	0.418
ENSG00000254126	ENST00000643224	CD8BP	4821	0.489
ENSG00000254127	ENST00000523725	IGLCOR22-1	316	0.592
ENSG00000254129	ENST00000517632	na	478	0.452
ENSG00000254130	ENST00000523742	na	566	0.458
ENSG00000254131	ENST00000517332	na	420	0.593
ENSG00000254132	ENST00000520612	MTND6P3	542	0.393
ENSG00000254134	ENST00000517572	IGHVII-74-1	241	0.515
ENSG00000254135	ENST00000642039	na	795	0.51
ENSG00000254136	ENST00000523810	na	470	0.551
ENSG00000254138	ENST00000523584	na	381	0.499
ENSG00000254139	ENST00000518934	na	2461	0.422
ENSG00000254141	ENST00000519805	na	716	0.396
ENSG00000254143	ENST00000520487	na	531	0.437
ENSG00000254145	ENST00000519444	na	336	0.494
ENSG00000254146	ENST00000520062	HMGB1P46	610	0.397
ENSG00000254150	ENST00000524110	na	328	0.454
ENSG00000254151	ENST00000523928	NIPA2P4	1341	0.411
ENSG00000254152	ENST00000519658	na	482	0.46
ENSG00000254153	ENST00000521218	na	510	0.517
ENSG00000254154	ENST00000466953	na	6212	0.491
ENSG00000254156	ENST00000522986	MTND6P20	418	0.371
ENSG00000254157	ENST00000522607	IGKV2-18	343	0.522
ENSG00000254158	ENST00000521486	na	847	0.515
ENSG00000254160	ENST00000517950	na	446	0.581
ENSG00000254161	ENST00000517313	IGLVIV-65	360	0.531
ENSG00000254162	ENST00000523871	na	3766	0.416
ENSG00000254163	ENST00000520705	na	460	0.384
ENSG00000254164	ENST00000520300	na	457	0.518
ENSG00000254165	ENST00000522190	na	708	0.321
ENSG00000254166	ENST00000500112	CASC19	5735	0.422
ENSG00000254167	ENST00000519403	IGHVIII-51-1	302	0.513
ENSG00000254170	ENST00000519121	na	791	0.401
ENSG00000254171	ENST00000520075	na	533	0.435
ENSG00000254172	ENST00000522581	RNU5A-3P	114	0.369
ENSG00000254174	ENST00000518307	IGHV1-12	205	0.58
ENSG00000254175	ENST00000522485	IGLVI-42	381	0.549
ENSG00000254176	ENST00000523951	IGHV3-75	358	0.516
ENSG00000254177	ENST00000519107	na	431	0.438
ENSG00000254178	ENST00000520386	na	485	0.373
ENSG00000254180	ENST00000521975	na	578	0.455
ENSG00000254181	ENST00000521814	SLC25A51P3	889	0.417
ENSG00000254182	ENST00000520706	na	568	0.403
ENSG00000254183	ENST00000523974	na	751	0.423
ENSG00000254185	ENST00000518703	na	987	0.394
ENSG00000254186	ENST00000646143	na	3653	0.401
ENSG00000254187	ENST00000522956	na	1124	0.447
ENSG00000254189	ENST00000519275	na	871	0.467
ENSG00000254190	ENST00000521633	na	145	0.786
ENSG00000254192	ENST00000520041	na	810	0.538
ENSG00000254193	ENST00000520478	na	145	0.793
ENSG00000254194	ENST00000521714	na	511	0.397
ENSG00000254195	ENST00000521343	TPM3P3	354	0.426
ENSG00000254197	ENST00000520606	na	294	0.555
ENSG00000254198	ENST00000517759	na	403	0.409
ENSG00000254200	ENST00000521552	RPL7AP33	588	0.51
ENSG00000254201	ENST00000519185	na	179	0.424
ENSG00000254202	ENST00000523678	na	640	0.483
ENSG00000254203	ENST00000524010	IGHVII-33-1	280	0.5
ENSG00000254204	ENST00000521930	na	469	0.437
ENSG00000254205	ENST00000522494	na	364	0.508
ENSG00000254206	ENST00000524087	NPIPB11	3653	0.55
ENSG00000254207	ENST00000520760	na	316	0.591
ENSG00000254208	ENST00000520129	na	468	0.633
ENSG00000254209	ENST00000518922	na	414	0.43
ENSG00000254211	ENST00000522731	LINC01485	614	0.545
ENSG00000254212	ENST00000521595	na	240	0.554
ENSG00000254213	ENST00000521579	na	683	0.488
ENSG00000254215	ENST00000522733	IGHVIII-11-1	267	0.491
ENSG00000254216	ENST00000524200	na	376	0.553
ENSG00000254219	ENST00000519498	na	552	0.388
ENSG00000254220	ENST00000519785	IGKV2D-18	375	0.517
ENSG00000254221	ENST00000523390	PCDHGB1	4590	0.552
ENSG00000254222	ENST00000521378	na	387	0.463
ENSG00000254224	ENST00000520575	na	382	0.443
ENSG00000254225	ENST00000522014	na	495	0.459
ENSG00000254226	ENST00000524295	na	3591	0.417
ENSG00000254227	ENST00000523525	na	204	0.397
ENSG00000254228	ENST00000520410	IGHV3-42	361	0.499
ENSG00000254229	ENST00000519497	FAM90A12P	2375	0.592
ENSG00000254230	ENST00000517384	na	585	0.69
ENSG00000254231	ENST00000523218	na	3637	0.403
ENSG00000254233	ENST00000522554	na	802	0.471
ENSG00000254236	ENST00000522416	na	414	0.551
ENSG00000254237	ENST00000521842	na	687	0.441
ENSG00000254238	ENST00000520778	na	590	0.398
ENSG00000254239	ENST00000522973	na	414	0.449
ENSG00000254240	ENST00000519296	IGLVI-20	130	0.508
ENSG00000254241	ENST00000523889	na	1271	0.415
ENSG00000254242	ENST00000518324	na	519	0.503
ENSG00000254244	ENST00000517543	PAICSP4	1253	0.424
ENSG00000254245	ENST00000253812	PCDHGA3	4771	0.552
ENSG00000254246	ENST00000517708	na	275	0.418
ENSG00000254247	ENST00000522216	na	297	0.427
ENSG00000254248	ENST00000518598	na	794	0.529
ENSG00000254249	ENST00000522005	na	327	0.4
ENSG00000254251	ENST00000517884	na	833	0.484
ENSG00000254252	ENST00000520308	RPL7P20	745	0.409
ENSG00000254253	ENST00000522981	na	663	0.41
ENSG00000254254	ENST00000518662	na	2643	0.519
ENSG00000254255	ENST00000521318	na	469	0.346
ENSG00000254256	ENST00000522496	na	872	0.513
ENSG00000254258	ENST00000522373	na	1037	0.482
ENSG00000254260	ENST00000523496	na	568	0.514
ENSG00000254261	ENST00000523363	na	443	0.485
ENSG00000254263	ENST00000521014	na	467	0.387
ENSG00000254264	ENST00000517943	IGKV3OR22-2	313	0.495
ENSG00000254265	ENST00000517626	na	927	0.561
ENSG00000254266	ENST00000522302	PKIA-AS1	2011	0.381
ENSG00000254268	ENST00000520120	RFPL4AP7	215	0.441
ENSG00000254270	ENST00000523006	ERHP1	310	0.423
ENSG00000254271	ENST00000517854	na	434	0.371
ENSG00000254272	ENST00000519706	na	414	0.45
ENSG00000254273	ENST00000523233	na	379	0.449
ENSG00000254274	ENST00000523009	TDGF1P5	453	0.532
ENSG00000254275	ENST00000520206	LINC00824	2055	0.437
ENSG00000254277	ENST00000519840	na	808	0.419
ENSG00000254278	ENST00000518362	na	1408	0.363
ENSG00000254279	ENST00000517907	IGHVII-1-1	180	0.644
ENSG00000254283	ENST00000517783	na	191	0.498
ENSG00000254285	ENST00000519669	KRT8P3	1449	0.579
ENSG00000254287	ENST00000522970	na	605	0.4
ENSG00000254288	ENST00000519323	na	738	0.435
ENSG00000254289	ENST00000519182	IGHV3-32	355	0.456
ENSG00000254290	ENST00000519691	na	2379	0.516
ENSG00000254291	ENST00000523604	na	413	0.593
ENSG00000254292	ENST00000522473	IGKV2D-14	355	0.521
ENSG00000254293	ENST00000518984	na	1734	0.491
ENSG00000254294	ENST00000520656	IMPDH1P6	1514	0.576
ENSG00000254295	ENST00000519755	na	489	0.509
ENSG00000254297	ENST00000523497	na	648	0.452
ENSG00000254298	ENST00000523781	na	248	0.54
ENSG00000254299	ENST00000652199	na	1393	0.488
ENSG00000254300	ENST00000518732	LINC01111	1663	0.349
ENSG00000254302	ENST00000518217	na	537	0.426
ENSG00000254303	ENST00000523792	na	790	0.531
ENSG00000254305	ENST00000520744	MRPL9P1	613	0.507
ENSG00000254306	ENST00000517714	na	551	0.53
ENSG00000254307	ENST00000521706	na	796	0.318
ENSG00000254308	ENST00000520218	IGLVIV-59	250	0.488
ENSG00000254309	ENST00000519431	na	286	0.57
ENSG00000254310	ENST00000521306	na	278	0.439
ENSG00000254311	ENST00000520330	SNRPCP17	205	0.6
ENSG00000254312	ENST00000518583	MRPL57P7	258	0.555
ENSG00000254313	ENST00000523552	na	176	0.449
ENSG00000254314	ENST00000520496	na	635	0.493
ENSG00000254315	ENST00000521010	na	491	0.375
ENSG00000254316	ENST00000519722	na	591	0.548
ENSG00000254317	ENST00000524100	na	917	0.407
ENSG00000254319	ENST00000520570	na	582	0.381
ENSG00000254320	ENST00000522004	na	300	0.584
ENSG00000254321	ENST00000521511	na	735	0.473
ENSG00000254324	ENST00000521276	MIR151A	90	0.522
ENSG00000254325	ENST00000518552	na	673	0.399
ENSG00000254326	ENST00000522512	IGHV7-27	330	0.537
ENSG00000254328	ENST00000521201	na	182	0.483
ENSG00000254329	ENST00000519079	IGHVII-60-1	256	0.527
ENSG00000254330	ENST00000519680	na	769	0.418
ENSG00000254331	ENST00000522230	CKS1BP7	235	0.46
ENSG00000254332	ENST00000520239	na	748	0.516
ENSG00000254333	ENST00000519040	na	368	0.519
ENSG00000254334	ENST00000519996	na	1633	0.457
ENSG00000254335	ENST00000518435	CDH12P1	295	0.464
ENSG00000254336	ENST00000517591	na	306	0.422
ENSG00000254337	ENST00000522354	na	515	0.477
ENSG00000254338	ENST00000519762	MAFA-AS1	417	0.528
ENSG00000254339	ENST00000520543	na	877	0.476
ENSG00000254340	ENST00000520017	na	651	0.499
ENSG00000254341	ENST00000364849	SNORD87	89	0.382
ENSG00000254342	ENST00000520479	na	119	0.369
ENSG00000254343	ENST00000574086	na	522	0.322
ENSG00000254344	ENST00000648617	LINC01288	991	0.432
ENSG00000254345	ENST00000518179	IGKV2D-23	286	0.503
ENSG00000254346	ENST00000523621	MTND1P6	946	0.393
ENSG00000254347	ENST00000521224	na	252	0.377
ENSG00000254348	ENST00000521874	na	256	0.613
ENSG00000254349	ENST00000523118	MIR2052HG	2125	0.386
ENSG00000254350	ENST00000517595	na	706	0.48
ENSG00000254351	ENST00000523141	ARL2BPP5	481	0.362
ENSG00000254352	ENST00000520351	na	341	0.455
ENSG00000254355	ENST00000519525	IGLVI-68	345	0.56
ENSG00000254357	ENST00000522918	na	590	0.479
ENSG00000254358	ENST00000517555	CYCSP22	339	0.437
ENSG00000254361	ENST00000519652	na	541	0.442
ENSG00000254362	ENST00000518031	na	568	0.464
ENSG00000254363	ENST00000607850	na	5951	0.459
ENSG00000254364	ENST00000523784	na	233	0.502
ENSG00000254365	ENST00000521697	na	523	0.432
ENSG00000254366	ENST00000518706	na	686	0.415
ENSG00000254367	ENST00000522213	na	666	0.519
ENSG00000254369	ENST00000518947	HOXA-AS3	3992	0.534
ENSG00000254370	ENST00000522589	na	511	0.405
ENSG00000254372	ENST00000518674	na	318	0.532
ENSG00000254373	ENST00000522428	na	333	0.42
ENSG00000254376	ENST00000524155	SOX5P	1127	0.476
ENSG00000254377	ENST00000521441	MIR124-2HG	2840	0.394
ENSG00000254380	ENST00000520459	na	677	0.471
ENSG00000254381	ENST00000445286	TUBB8P5	1351	0.535
ENSG00000254383	ENST00000518428	na	494	0.404
ENSG00000254384	ENST00000519399	MTND6P19	524	0.402
ENSG00000254387	ENST00000518490	MYL12AP1	515	0.441
ENSG00000254388	ENST00000519164	DUTP2	463	0.464
ENSG00000254389	ENST00000518049	RHPN1-AS1	1918	0.56
ENSG00000254391	ENST00000524198	na	458	0.46
ENSG00000254392	ENST00000523425	na	671	0.496
ENSG00000254394	ENST00000524359	na	616	0.398
ENSG00000254395	ENST00000520889	IGHV4-55	368	0.587
ENSG00000254396	ENST00000522960	na	564	0.378
ENSG00000254397	ENST00000531111	na	597	0.37
ENSG00000254398	ENST00000531834	na	546	0.575
ENSG00000254399	ENST00000529326	GLYATL1P4	906	0.461
ENSG00000254400	ENST00000527191	na	399	0.614
ENSG00000254401	ENST00000525758	na	1833	0.503
ENSG00000254402	ENST00000529415	LRRC24	1762	0.714
ENSG00000254403	ENST00000528485	OR10Y1P	974	0.471
ENSG00000254404	ENST00000529875	na	353	0.419
ENSG00000254405	ENST00000480850	MSH5-SAPCD1	3993	0.53
ENSG00000254406	ENST00000527539	na	826	0.494
ENSG00000254407	ENST00000528576	PHBP17	541	0.445
ENSG00000254408	ENST00000532342	OR4A1P	920	0.401
ENSG00000254409	ENST00000526408	na	743	0.461
ENSG00000254411	ENST00000525853	na	653	0.439
ENSG00000254412	ENST00000525324	na	3006	0.44
ENSG00000254413	ENST00000492556	CHKB-CPT1B	4906	0.59
ENSG00000254415	ENST00000360844	SIGLEC14	2035	0.549
ENSG00000254416	ENST00000526605	na	720	0.504
ENSG00000254417	ENST00000531347	ANO1-AS2	1004	0.536
ENSG00000254418	ENST00000534587	na	240	0.554
ENSG00000254419	ENST00000530479	na	577	0.617
ENSG00000254420	ENST00000534168	na	437	0.353
ENSG00000254422	ENST00000526310	na	628	0.37
ENSG00000254423	ENST00000532111	na	1181	0.502
ENSG00000254424	ENST00000529409	na	171	0.38
ENSG00000254425	ENST00000526681	na	550	0.335
ENSG00000254427	ENST00000524565	na	872	0.446
ENSG00000254428	ENST00000531087	na	523	0.486
ENSG00000254429	ENST00000529215	na	506	0.48
ENSG00000254430	ENST00000531567	OR6M3P	700	0.484
ENSG00000254431	ENST00000526947	na	722	0.41
ENSG00000254432	ENST00000534670	na	301	0.439
ENSG00000254433	ENST00000532422	na	826	0.425
ENSG00000254434	ENST00000532605	na	585	0.386
ENSG00000254436	ENST00000529682	na	397	0.499
ENSG00000254437	ENST00000531124	na	318	0.535
ENSG00000254438	ENST00000532065	na	684	0.464
ENSG00000254440	ENST00000527246	PBOV1	2506	0.382
ENSG00000254441	ENST00000527936	na	915	0.403
ENSG00000254442	ENST00000525536	na	307	0.479
ENSG00000254443	ENST00000531479	na	2456	0.499
ENSG00000254444	ENST00000529961	na	816	0.497
