Ensid	Enstxid	sym	Tx.len	GC
ENSMUSG00000109523	ENSMUST00000207684	Gdf1	1349	0.648
ENSMUSG00000109524	ENSMUST00000207562	Gm44691	324	0.438
ENSMUSG00000109525	ENSMUST00000208120	Gm19091	978	0.451
ENSMUSG00000109526	ENSMUST00000207138	Gm9357	805	0.477
ENSMUSG00000109527	ENSMUST00000207071	Olfr1492-ps1	865	0.416
ENSMUSG00000109528	ENSMUST00000214935	Olfr1309	5448	0.362
ENSMUSG00000109529	ENSMUST00000207644	Gm44801	2060	0.398
ENSMUSG00000109530	ENSMUST00000208721	Olfr1498-ps1	991	0.431
ENSMUSG00000109532	ENSMUST00000207472	Gm42397	2002	0.445
ENSMUSG00000109533	ENSMUST00000209138	Gm7394	1032	0.455
ENSMUSG00000109534	ENSMUST00000209173	Gm44842	3372	0.343
ENSMUSG00000109535	ENSMUST00000207367	Gm8728	2178	0.425
ENSMUSG00000109536	ENSMUST00000208498	9330162G02Rik	30942	0.347
ENSMUSG00000109537	ENSMUST00000207964	Olfr200-ps1	874	0.413
ENSMUSG00000109538	ENSMUST00000208451	Gm44910	396	0.391
ENSMUSG00000109539	ENSMUST00000207632	Gm44667	3337	0.369
ENSMUSG00000109540	ENSMUST00000208212	Gm44821	2002	0.364
ENSMUSG00000109541	ENSMUST00000208037	Gm6112	629	0.444
ENSMUSG00000109542	ENSMUST00000220193	Olfr470	3080	0.375
ENSMUSG00000109543	ENSMUST00000207242	Gm44844	336	0.494
ENSMUSG00000109544	ENSMUST00000207287	Olfr1468-ps1	1208	0.397
ENSMUSG00000109545	ENSMUST00000207605	Gm44788	385	0.527
ENSMUSG00000109546	ENSMUST00000207321	Gm18468	369	0.455
ENSMUSG00000109547	ENSMUST00000208675	Olfr1294	1983	0.342
ENSMUSG00000109548	ENSMUST00000207528	Gm45066	2551	0.402
ENSMUSG00000109549	ENSMUST00000208606	Gm38941	529	0.545
ENSMUSG00000109550	ENSMUST00000208595	Gm44892	488	0.439
ENSMUSG00000109551	ENSMUST00000208065	4930435N07Rik	2127	0.435
ENSMUSG00000109552	ENSMUST00000208364	Gm44531	2000	0.433
ENSMUSG00000109553	ENSMUST00000207346	Gm17992	1072	0.481
ENSMUSG00000109555	ENSMUST00000208817	Gm44891	2223	0.484
ENSMUSG00000109556	ENSMUST00000209189	Gm38843	323	0.465
ENSMUSG00000109557	ENSMUST00000207258	Gm18463	474	0.485
ENSMUSG00000109558	ENSMUST00000209153	Gm45100	391	0.402
ENSMUSG00000109559	ENSMUST00000208250	Gm34280	2114	0.518
ENSMUSG00000109560	ENSMUST00000208573	Gm8463	613	0.518
ENSMUSG00000109561	ENSMUST00000208758	Ankrd31	5859	0.412
ENSMUSG00000109562	ENSMUST00000207744	Gm45178	4110	0.389
ENSMUSG00000109563	ENSMUST00000207623	Gm44772	1191	0.499
ENSMUSG00000109564	ENSMUST00000208663	Muc16	25437	0.433
ENSMUSG00000109565	ENSMUST00000208224	Gm6579	865	0.446
ENSMUSG00000109566	ENSMUST00000207352	Gm31401	734	0.45
ENSMUSG00000109567	ENSMUST00000208805	Gm18467	434	0.47
ENSMUSG00000109568	ENSMUST00000209091	Gm45074	1240	0.426
ENSMUSG00000109569	ENSMUST00000208738	Gm44554	147	0.381
ENSMUSG00000109570	ENSMUST00000208700	Gm44624	2278	0.334
ENSMUSG00000109571	ENSMUST00000207768	Gm44655	423	0.444
ENSMUSG00000109572	ENSMUST00000207754	Cfap99	2123	0.562
ENSMUSG00000109573	ENSMUST00000207135	Olfr1473-ps1	958	0.416
ENSMUSG00000109574	ENSMUST00000207479	B230206I08Rik	3191	0.388
ENSMUSG00000109575	ENSMUST00000208469	Gm44831	2989	0.327
ENSMUSG00000109576	ENSMUST00000208963	Gm44704	1990	0.363
ENSMUSG00000109577	ENSMUST00000209136	Gm44543	396	0.437
ENSMUSG00000109578	ENSMUST00000209033	Gm16475	528	0.514
ENSMUSG00000109579	ENSMUST00000211285	Gm35521	440	0.434
ENSMUSG00000109580	ENSMUST00000209683	Gm8268	458	0.524
ENSMUSG00000109581	ENSMUST00000209791	Gm19094	1246	0.491
ENSMUSG00000109582	ENSMUST00000211062	4933439N14Rik	1087	0.486
ENSMUSG00000109583	ENSMUST00000210045	Gm39204	1307	0.512
ENSMUSG00000109584	ENSMUST00000210546	Gm7997	980	0.498
ENSMUSG00000109585	ENSMUST00000209492	Gm45358	2305	0.396
ENSMUSG00000109586	ENSMUST00000211360	Gm6853	4375	0.434
ENSMUSG00000109587	ENSMUST00000211421	Gm31105	687	0.605
ENSMUSG00000109588	ENSMUST00000210579	Lnp1	671	0.479
ENSMUSG00000109589	ENSMUST00000211028	Gm45267	522	0.487
ENSMUSG00000109590	ENSMUST00000210677	Gm32710	618	0.529
ENSMUSG00000109591	ENSMUST00000209221	Gm8077	1024	0.446
ENSMUSG00000109592	ENSMUST00000209533	Gm45417	758	0.57
ENSMUSG00000109593	ENSMUST00000210143	Gm45431	588	0.484
ENSMUSG00000109594	ENSMUST00000209738	1700047O18Rik	743	0.429
ENSMUSG00000109595	ENSMUST00000209835	Gm18204	793	0.496
ENSMUSG00000109596	ENSMUST00000209824	Olfr565-ps1	944	0.468
ENSMUSG00000109597	ENSMUST00000211611	Gm45492	288	0.465
ENSMUSG00000109598	ENSMUST00000209224	Gm36356	2277	0.492
ENSMUSG00000109599	ENSMUST00000210323	Gm31812	1170	0.445
ENSMUSG00000109600	ENSMUST00000211678	Gm18212	889	0.509
ENSMUSG00000109601	ENSMUST00000211201	Zfp148-ps1	2453	0.415
ENSMUSG00000109602	ENSMUST00000211176	Gm31597	515	0.511
ENSMUSG00000109603	ENSMUST00000209312	Gm32389	1621	0.463
ENSMUSG00000109604	ENSMUST00000209925	Gm45346	1273	0.494
ENSMUSG00000109605	ENSMUST00000211239	Gm45303	676	0.481
ENSMUSG00000109606	ENSMUST00000211539	Gm45537	2708	0.427
ENSMUSG00000109607	ENSMUST00000209249	Gm34533	552	0.465
ENSMUSG00000109608	ENSMUST00000211524	Gm45597	1994	0.472
ENSMUSG00000109609	ENSMUST00000211108	Gm4972	1254	0.504
ENSMUSG00000109610	ENSMUST00000210343	Gm7432	879	0.577
ENSMUSG00000109611	ENSMUST00000211452	Gm45473	616	0.454
ENSMUSG00000109612	ENSMUST00000210694	Gm45253	2076	0.46
ENSMUSG00000109613	ENSMUST00000211544	Gm45405	609	0.469
ENSMUSG00000109614	ENSMUST00000211579	Gm45252	397	0.544
ENSMUSG00000109615	ENSMUST00000209813	Gm39231	501	0.408
ENSMUSG00000109616	ENSMUST00000211634	Gm45393	2631	0.382
ENSMUSG00000109617	ENSMUST00000210184	Gm7669	1603	0.568
ENSMUSG00000109618	ENSMUST00000211052	Gm45527	774	0.452
ENSMUSG00000109619	ENSMUST00000209700	Gm45672	768	0.497
ENSMUSG00000109620	ENSMUST00000211412	Gm48810	454	0.516
ENSMUSG00000109621	ENSMUST00000211274	Gm45370	483	0.547
ENSMUSG00000109622	ENSMUST00000209973	Gm45517	2468	0.343
ENSMUSG00000109623	ENSMUST00000210502	Gm7562	2537	0.441
ENSMUSG00000109624	ENSMUST00000211148	Saa-ps	320	0.513
ENSMUSG00000109625	ENSMUST00000210736	3110080E11Rik	3477	0.372
ENSMUSG00000109626	ENSMUST00000211763	Gm18641	1246	0.476
ENSMUSG00000109627	ENSMUST00000209715	Gm45590	262	0.443
ENSMUSG00000109628	ENSMUST00000209406	BC024386	1626	0.503
ENSMUSG00000109629	ENSMUST00000211592	Gm34099	704	0.471
ENSMUSG00000109630	ENSMUST00000210883	Gm45364	159	0.679
ENSMUSG00000109631	ENSMUST00000209743	Olfr494	1002	0.439
ENSMUSG00000109632	ENSMUST00000209936	Gm31479	522	0.538
ENSMUSG00000109633	ENSMUST00000209560	C230079O03Rik	1385	0.431
ENSMUSG00000109634	ENSMUST00000209471	Gm45474	408	0.436
ENSMUSG00000109635	ENSMUST00000211382	Gm45670	711	0.522
ENSMUSG00000109636	ENSMUST00000210255	Gm45644	2740	0.408
ENSMUSG00000109637	ENSMUST00000209689	Gm31941	350	0.563
ENSMUSG00000109638	ENSMUST00000210243	Gm45630	1911	0.445
ENSMUSG00000109639	ENSMUST00000210404	Olfr489-ps1	967	0.44
ENSMUSG00000109640	ENSMUST00000210389	Gm45413	3538	0.398
ENSMUSG00000109641	ENSMUST00000210689	Gm45556	345	0.46
ENSMUSG00000109642	ENSMUST00000211048	Gm45289	2577	0.458
ENSMUSG00000109643	ENSMUST00000209358	Gm31545	1219	0.495
ENSMUSG00000109644	ENSMUST00000210866	0610005C13Rik	2434	0.541
ENSMUSG00000109645	ENSMUST00000210820	Gm45246	367	0.493
ENSMUSG00000109646	ENSMUST00000210712	Gm45523	799	0.4
ENSMUSG00000109647	ENSMUST00000210059	Gm45510	638	0.515
ENSMUSG00000109648	ENSMUST00000209370	Svet1	3940	0.406
ENSMUSG00000109649	ENSMUST00000211339	Gm45521	676	0.547
ENSMUSG00000109650	ENSMUST00000211739	Gm45448	209	0.493
ENSMUSG00000109651	ENSMUST00000210735	Gm45463	1188	0.506
ENSMUSG00000109652	ENSMUST00000210028	Gm45555	2602	0.402
ENSMUSG00000109653	ENSMUST00000210948	Gm45608	389	0.378
ENSMUSG00000109654	ENSMUST00000173575	Gm3912	2308	0.42
ENSMUSG00000109655	ENSMUST00000209599	Gm29735	660	0.642
ENSMUSG00000109656	ENSMUST00000210076	Gm45548	3167	0.516
ENSMUSG00000109657	ENSMUST00000209848	1700008N11Rik	636	0.425
ENSMUSG00000109658	ENSMUST00000210267	Gm45660	151	0.576
ENSMUSG00000109659	ENSMUST00000215417	Olfr605	2921	0.407
ENSMUSG00000109661	ENSMUST00000211341	Gm3690	262	0.424
ENSMUSG00000109662	ENSMUST00000209828	Gm45366	384	0.435
ENSMUSG00000109663	ENSMUST00000210610	Gm45308	415	0.523
ENSMUSG00000109664	ENSMUST00000209460	Gm9520	1253	0.38
ENSMUSG00000109665	ENSMUST00000209900	Gm45458	522	0.402
ENSMUSG00000109666	ENSMUST00000210257	Gm39154	560	0.395
ENSMUSG00000109667	ENSMUST00000211183	Gm36231	217	0.503
ENSMUSG00000109668	ENSMUST00000209839	Gm8342	757	0.515
ENSMUSG00000109669	ENSMUST00000211295	Gm45472	1426	0.574
ENSMUSG00000109670	ENSMUST00000210338	Gm45375	280	0.379
ENSMUSG00000109671	ENSMUST00000209383	Olfr674-ps1	946	0.418
ENSMUSG00000109672	ENSMUST00000211205	Gm45639	710	0.399
ENSMUSG00000109673	ENSMUST00000210842	Gm9712	311	0.476
ENSMUSG00000109674	ENSMUST00000209685	Gm45470	7044	0.458
ENSMUSG00000109675	ENSMUST00000209981	Nxpe1-ps	1611	0.482
ENSMUSG00000109676	ENSMUST00000209491	Gm8913	641	0.483
ENSMUSG00000109677	ENSMUST00000211531	Gm45514	689	0.505
ENSMUSG00000109678	ENSMUST00000210093	Gm45626	361	0.54
ENSMUSG00000109679	ENSMUST00000210903	Gm45342	1363	0.424
ENSMUSG00000109680	ENSMUST00000211305	Gm32098	479	0.506
ENSMUSG00000109681	ENSMUST00000211801	Gm17997	840	0.412
ENSMUSG00000109682	ENSMUST00000211122	Gm45307	751	0.503
ENSMUSG00000109683	ENSMUST00000209730	Gm7836	432	0.474
ENSMUSG00000109684	ENSMUST00000211447	Gm45745	1180	0.467
ENSMUSG00000109685	ENSMUST00000210646	Gm45912	543	0.34
ENSMUSG00000109686	ENSMUST00000210015	Gm45562	1537	0.43
ENSMUSG00000109687	ENSMUST00000210003	Hspd1-ps2	1697	0.411
ENSMUSG00000109688	ENSMUST00000211189	Gm34597	633	0.515
ENSMUSG00000109689	ENSMUST00000210983	Gm45646	441	0.494
ENSMUSG00000109690	ENSMUST00000209407	Gm6376	580	0.471
ENSMUSG00000109691	ENSMUST00000210651	Gm8679	1036	0.367
ENSMUSG00000109692	ENSMUST00000210262	Gm8575	521	0.472
ENSMUSG00000109693	ENSMUST00000209845	Gm45483	1682	0.427
ENSMUSG00000109694	ENSMUST00000211676	Gm45500	803	0.501
ENSMUSG00000109695	ENSMUST00000210638	Gm31166	1268	0.495
ENSMUSG00000109696	ENSMUST00000210400	Gm36670	1405	0.469
ENSMUSG00000109697	ENSMUST00000211434	Gm34030	1126	0.557
ENSMUSG00000109698	ENSMUST00000210468	Gm45469	854	0.486
ENSMUSG00000109699	ENSMUST00000210549	Gm45277	1695	0.433
ENSMUSG00000109700	ENSMUST00000210822	Gm21123	1734	0.479
ENSMUSG00000109701	ENSMUST00000209324	Gm32531	373	0.415
ENSMUSG00000109702	ENSMUST00000210043	Gm45674	450	0.536
ENSMUSG00000109703	ENSMUST00000211011	Gm45299	765	0.501
ENSMUSG00000109704	ENSMUST00000209819	Gm38414	1488	0.404
ENSMUSG00000109705	ENSMUST00000209705	Gm19096	766	0.469
ENSMUSG00000109706	ENSMUST00000210405	Fth-ps3	358	0.494
ENSMUSG00000109707	ENSMUST00000209666	Gm4270	406	0.465
ENSMUSG00000109708	ENSMUST00000211661	Gm45809	3894	0.387
ENSMUSG00000109709	ENSMUST00000211177	Gm45290	3890	0.462
ENSMUSG00000109710	ENSMUST00000209974	Gm4974	875	0.543
ENSMUSG00000109711	ENSMUST00000209586	Gm45445	232	0.457
ENSMUSG00000109712	ENSMUST00000211112	Gm8667	449	0.508
ENSMUSG00000109713	ENSMUST00000211088	Pvrig	1080	0.496
ENSMUSG00000109714	ENSMUST00000210105	Gm35021	2329	0.455
ENSMUSG00000109715	ENSMUST00000209836	Gm45606	2795	0.593
ENSMUSG00000109716	ENSMUST00000209618	Gm42196	730	0.508
ENSMUSG00000109717	ENSMUST00000209512	Gm34368	1111	0.481
ENSMUSG00000109718	ENSMUST00000078409	Trim61	1977	0.461
ENSMUSG00000109719	ENSMUST00000210111	Gm45266	2173	0.454
ENSMUSG00000109720	ENSMUST00000210442	Gm18639	1769	0.478
ENSMUSG00000109721	ENSMUST00000210484	Gm45280	2552	0.46
ENSMUSG00000109722	ENSMUST00000211070	Gm10578	2876	0.494
ENSMUSG00000109723	ENSMUST00000210542	Gm5347	2327	0.406
ENSMUSG00000109724	ENSMUST00000210952	Gm18194	3442	0.413
ENSMUSG00000109725	ENSMUST00000210852	Gm45265	2497	0.331
ENSMUSG00000109726	ENSMUST00000211507	Gm45638	2878	0.477
ENSMUSG00000109727	ENSMUST00000210728	Gm45464	2844	0.451
ENSMUSG00000109728	ENSMUST00000210635	Gm45359	427	0.372
ENSMUSG00000109729	ENSMUST00000210693	Gm45418	649	0.451
ENSMUSG00000109730	ENSMUST00000211511	Gm7151	954	0.477
ENSMUSG00000109731	ENSMUST00000211727	Gm45425	618	0.435
ENSMUSG00000109732	ENSMUST00000210418	Gm45285	749	0.489
ENSMUSG00000109733	ENSMUST00000209205	Gm33940	1601	0.479
ENSMUSG00000109734	ENSMUST00000211111	Gm45272	1693	0.46
ENSMUSG00000109735	ENSMUST00000210380	Gm45667	1316	0.54
ENSMUSG00000109736	ENSMUST00000211669	Gm8734	1312	0.387
ENSMUSG00000109737	ENSMUST00000210714	Gm39566	3908	0.515
ENSMUSG00000109738	ENSMUST00000210189	Gm33096	493	0.452
ENSMUSG00000109739	ENSMUST00000210548	Gm17949	1179	0.564
ENSMUSG00000109740	ENSMUST00000211203	Gm7561	886	0.544
ENSMUSG00000109741	ENSMUST00000211156	Gm45455	630	0.37
ENSMUSG00000109742	ENSMUST00000209384	Gm45558	1895	0.378
ENSMUSG00000109743	ENSMUST00000209943	Gm45255	811	0.44
ENSMUSG00000109744	ENSMUST00000211726	Gm45461	4535	0.327
ENSMUSG00000109745	ENSMUST00000211116	1700018G05Rik	386	0.554
ENSMUSG00000109746	ENSMUST00000210423	Gm7499	813	0.472
ENSMUSG00000109747	ENSMUST00000210242	Gm45438	564	0.473
ENSMUSG00000109748	ENSMUST00000209934	Gm35392	2121	0.432
ENSMUSG00000109749	ENSMUST00000209719	Gm18907	932	0.454
ENSMUSG00000109750	ENSMUST00000210634	Hmgb1-rs17	972	0.484
ENSMUSG00000109751	ENSMUST00000211613	Gm45479	802	0.492
ENSMUSG00000109752	ENSMUST00000209519	Gm18597	694	0.396
ENSMUSG00000109753	ENSMUST00000210669	Gm45633	3253	0.437
ENSMUSG00000109754	ENSMUST00000210912	Gm39214	1542	0.422
ENSMUSG00000109755	ENSMUST00000209876	Gm8489	1152	0.499
ENSMUSG00000109756	ENSMUST00000210551	Gm5339	1102	0.41
ENSMUSG00000109757	ENSMUST00000211639	Gm7128	533	0.445
ENSMUSG00000109758	ENSMUST00000211196	Gm18854	329	0.417
ENSMUSG00000109759	ENSMUST00000210613	1700011L03Rik	608	0.53
ENSMUSG00000109760	ENSMUST00000210829	Gm6503	2225	0.401
ENSMUSG00000109761	ENSMUST00000210717	5430403N17Rik	2553	0.469
ENSMUSG00000109762	ENSMUST00000210036	Gm34779	263	0.506
ENSMUSG00000109763	ENSMUST00000210695	Gm18124	706	0.494
ENSMUSG00000109764	ENSMUST00000026907	Klkb1	5249	0.432
ENSMUSG00000109765	ENSMUST00000211082	Gm18227	1468	0.474
ENSMUSG00000109766	ENSMUST00000209644	Gm45415	2074	0.407
ENSMUSG00000109767	ENSMUST00000211385	Gm45460	1038	0.452
ENSMUSG00000109768	ENSMUST00000209348	Gm45446	216	0.514
ENSMUSG00000109769	ENSMUST00000210760	Gm39232	1012	0.402
ENSMUSG00000109770	ENSMUST00000209694	Gm30085	594	0.559
ENSMUSG00000109771	ENSMUST00000210052	Gm35315	3523	0.377
ENSMUSG00000109772	ENSMUST00000210446	Gm39132	429	0.539
ENSMUSG00000109773	ENSMUST00000209645	Gm34474	356	0.52
ENSMUSG00000109774	ENSMUST00000211703	Gm45602	1036	0.473
ENSMUSG00000109775	ENSMUST00000209893	Gm45297	3483	0.414
ENSMUSG00000109776	ENSMUST00000209307	Gm30400	2472	0.424
ENSMUSG00000109777	ENSMUST00000210451	Gm45384	277	0.6
ENSMUSG00000109778	ENSMUST00000211407	Gm45504	2107	0.474
ENSMUSG00000109779	ENSMUST00000209594	Gm18780	574	0.43
ENSMUSG00000109780	ENSMUST00000209874	Gm45447	1805	0.471
ENSMUSG00000109781	ENSMUST00000209624	Gm45509	1229	0.437
ENSMUSG00000109782	ENSMUST00000211475	Gm45728	2979	0.442
ENSMUSG00000109783	ENSMUST00000210033	Gm45338	2951	0.409
ENSMUSG00000109784	ENSMUST00000209494	Gm45493	3948	0.417
ENSMUSG00000109785	ENSMUST00000210456	Gm45542	438	0.486
ENSMUSG00000109786	ENSMUST00000210755	Gm7839	673	0.483
ENSMUSG00000109787	ENSMUST00000209267	Gm45286	1350	0.412
ENSMUSG00000109788	ENSMUST00000210091	Olfr471	936	0.47
ENSMUSG00000109789	ENSMUST00000210753	Gm2033	2287	0.39
ENSMUSG00000109790	ENSMUST00000211717	Gm45594	241	0.511
ENSMUSG00000109791	ENSMUST00000210497	Gm45636	1064	0.325
ENSMUSG00000109792	ENSMUST00000209393	Gm45426	3672	0.424
ENSMUSG00000109793	ENSMUST00000210691	Gm10043	235	0.489
ENSMUSG00000109794	ENSMUST00000209671	Gm45571	569	0.451
ENSMUSG00000109795	ENSMUST00000210784	Gm45522	166	0.482
ENSMUSG00000109796	ENSMUST00000210031	Gm6850	530	0.398
ENSMUSG00000109797	ENSMUST00000209280	Stambp-ps1	1208	0.435
ENSMUSG00000109798	ENSMUST00000211110	Gm5996	718	0.483
ENSMUSG00000109799	ENSMUST00000210796	Gm45515	2141	0.52
ENSMUSG00000109800	ENSMUST00000210233	Gm5130	959	0.459
ENSMUSG00000109801	ENSMUST00000213696	Olfr1316	4184	0.391
ENSMUSG00000109802	ENSMUST00000211166	Gm30808	845	0.526
ENSMUSG00000109803	ENSMUST00000209665	Gm45604	550	0.469
ENSMUSG00000109805	ENSMUST00000148141	Gm45886	342	0.392
ENSMUSG00000109806	ENSMUST00000209914	Olfr663	959	0.453
ENSMUSG00000109807	ENSMUST00000211328	Gm45244	2200	0.471
ENSMUSG00000109808	ENSMUST00000211799	5430402P08Rik	1143	0.457
ENSMUSG00000109809	ENSMUST00000210156	Gm34066	825	0.465
ENSMUSG00000109810	ENSMUST00000209605	Gm45592	1043	0.437
ENSMUSG00000109811	ENSMUST00000210908	Tpt1-ps4	503	0.4
ENSMUSG00000109812	ENSMUST00000210665	Gm45640	1896	0.517
ENSMUSG00000109813	ENSMUST00000216697	Olfr1279	3385	0.395
ENSMUSG00000109814	ENSMUST00000209402	Gm45847	1880	0.461
ENSMUSG00000109815	ENSMUST00000209880	Gm7082	969	0.47
ENSMUSG00000109816	ENSMUST00000209850	4930483O08Rik	1030	0.488
ENSMUSG00000109817	ENSMUST00000211556	Gm10683	1374	0.491
ENSMUSG00000109818	ENSMUST00000210516	Gm35713	199	0.577
ENSMUSG00000109819	ENSMUST00000211381	B930018H19Rik	2121	0.475
ENSMUSG00000109820	ENSMUST00000210980	Gm45654	123	0.455
ENSMUSG00000109821	ENSMUST00000211165	Gm6593	1135	0.46
ENSMUSG00000109822	ENSMUST00000210437	Gm8556	664	0.466
ENSMUSG00000109823	ENSMUST00000209922	Gm45388	1132	0.418
ENSMUSG00000109824	ENSMUST00000138055	Olfr643	1078	0.447
ENSMUSG00000109825	ENSMUST00000211745	Gm45589	1024	0.372
ENSMUSG00000109826	ENSMUST00000209197	Gm45658	580	0.366
ENSMUSG00000109827	ENSMUST00000209966	Gm6213	638	0.428
ENSMUSG00000109828	ENSMUST00000210054	Gm45662	2098	0.362
ENSMUSG00000109829	ENSMUST00000210265	Gm45605	4269	0.485
ENSMUSG00000109830	ENSMUST00000211675	Gm7965	1105	0.451
ENSMUSG00000109831	ENSMUST00000209706	Gm36431	754	0.486
ENSMUSG00000109832	ENSMUST00000210704	Olfr662-ps1	396	0.424
ENSMUSG00000109833	ENSMUST00000209971	Gm40193	237	0.604
ENSMUSG00000109834	ENSMUST00000209641	Gm5650	598	0.483
ENSMUSG00000109835	ENSMUST00000205837	Olfr730	4903	0.343
ENSMUSG00000109836	ENSMUST00000209540	Gm45884	3416	0.335
ENSMUSG00000109837	ENSMUST00000211625	Gm45655	160	0.425
ENSMUSG00000109838	ENSMUST00000210850	Gm45341	1104	0.376
ENSMUSG00000109839	ENSMUST00000209975	Gm45677	1341	0.453
ENSMUSG00000109840	ENSMUST00000210194	Gm45386	218	0.481
ENSMUSG00000109841	ENSMUST00000211335	E330011O21Rik	1924	0.412
ENSMUSG00000109842	ENSMUST00000209561	Gm45502	252	0.408
ENSMUSG00000109843	ENSMUST00000210711	Gm17841	2425	0.438
ENSMUSG00000109844	ENSMUST00000209591	Gm31816	1332	0.496
ENSMUSG00000109845	ENSMUST00000209214	Olfr581-ps1	556	0.408
ENSMUSG00000109846	ENSMUST00000210130	Gm45627	977	0.442
ENSMUSG00000109847	ENSMUST00000209650	Gm45278	2414	0.515
ENSMUSG00000109848	ENSMUST00000211563	Gm45391	576	0.415
ENSMUSG00000109849	ENSMUST00000211470	Gm45645	1963	0.4
ENSMUSG00000109850	ENSMUST00000131138	Gm45692	557	0.487
ENSMUSG00000109851	ENSMUST00000210554	Gm39288	446	0.5
ENSMUSG00000109852	ENSMUST00000210698	Gm45360	1405	0.379
ENSMUSG00000109853	ENSMUST00000210049	Gm33045	975	0.491
ENSMUSG00000109854	ENSMUST00000211427	Gm45345	555	0.49
ENSMUSG00000109855	ENSMUST00000210718	Gm45613	443	0.539
ENSMUSG00000109856	ENSMUST00000210145	Gm19855	249	0.39
ENSMUSG00000109857	ENSMUST00000210938	Gm32817	2431	0.469
ENSMUSG00000109858	ENSMUST00000210331	Pfn5	700	0.45
ENSMUSG00000109859	ENSMUST00000209890	Gm45618	660	0.632
ENSMUSG00000109860	ENSMUST00000210183	Gm17737	1147	0.475
ENSMUSG00000109861	ENSMUST00000209339	4930458B22Rik	754	0.381
ENSMUSG00000109862	ENSMUST00000209317	Vmn2r-ps50	120	0.417
ENSMUSG00000109863	ENSMUST00000211364	Gm45643	1484	0.454
ENSMUSG00000109864	ENSMUST00000211623	Eid3	1305	0.473
ENSMUSG00000109865	ENSMUST00000027961	Hspa14	1795	0.475
ENSMUSG00000109866	ENSMUST00000211466	Gm45714	2722	0.415
ENSMUSG00000109867	ENSMUST00000209530	Gm5338	639	0.468
ENSMUSG00000109868	ENSMUST00000209663	Gm39244	1940	0.403
ENSMUSG00000109869	ENSMUST00000210178	Gm39158	856	0.48
ENSMUSG00000109870	ENSMUST00000210956	Gm35850	4653	0.472
ENSMUSG00000109871	ENSMUST00000209549	Gm45276	1086	0.414
ENSMUSG00000109872	ENSMUST00000210566	Gm45312	311	0.505
ENSMUSG00000109873	ENSMUST00000209499	Gm45407	3676	0.453
ENSMUSG00000109874	ENSMUST00000211467	Gm9911	2802	0.392
ENSMUSG00000109875	ENSMUST00000210841	Gm45456	243	0.411
ENSMUSG00000109876	ENSMUST00000211485	Gm45449	1960	0.459
ENSMUSG00000109877	ENSMUST00000210144	Gm45609	1288	0.457
ENSMUSG00000109878	ENSMUST00000210349	Olfr567-ps1	857	0.463
ENSMUSG00000109879	ENSMUST00000210294	Gm10997	1500	0.353
ENSMUSG00000109880	ENSMUST00000211296	Gm34096	530	0.47
ENSMUSG00000109881	ENSMUST00000210611	Gm45507	519	0.397
ENSMUSG00000109882	ENSMUST00000210053	Gm18706	1066	0.461
ENSMUSG00000109883	ENSMUST00000211578	Gm18850	388	0.405
ENSMUSG00000109884	ENSMUST00000211345	Olfr490	1275	0.396
ENSMUSG00000109885	ENSMUST00000211361	Gm6842	390	0.413
ENSMUSG00000109886	ENSMUST00000211017	Gm45271	919	0.475
ENSMUSG00000109887	ENSMUST00000209405	Gm28756	2461	0.5
ENSMUSG00000109888	ENSMUST00000210828	Gm45600	234	0.465
ENSMUSG00000109889	ENSMUST00000209773	Gm3774	435	0.483
ENSMUSG00000109890	ENSMUST00000209897	AU023762	2179	0.401
ENSMUSG00000109891	ENSMUST00000210823	Gm45339	877	0.498
ENSMUSG00000109892	ENSMUST00000210499	Olfr540-ps1	612	0.406
ENSMUSG00000109893	ENSMUST00000211321	Gm9655	1284	0.394
ENSMUSG00000109894	ENSMUST00000210286	Gm5904	865	0.533
ENSMUSG00000109895	ENSMUST00000209710	Gm2975	820	0.452
ENSMUSG00000109896	ENSMUST00000209894	Gm31409	710	0.419
ENSMUSG00000109897	ENSMUST00000211573	Gm6458	635	0.558
ENSMUSG00000109898	ENSMUST00000211371	6330420H09Rik	1316	0.477
ENSMUSG00000109899	ENSMUST00000210821	Gm6012	730	0.435
ENSMUSG00000109900	ENSMUST00000211293	Gm18638	1773	0.475
ENSMUSG00000109901	ENSMUST00000210564	Chmp1b	2490	0.403
ENSMUSG00000109902	ENSMUST00000211391	Gm45693	1157	0.433
ENSMUSG00000109903	ENSMUST00000211738	Gm28710	2987	0.399
ENSMUSG00000109904	ENSMUST00000210940	Gm45819	1751	0.435
ENSMUSG00000109905	ENSMUST00000211599	Gm7380	466	0.478
ENSMUSG00000109906	ENSMUST00000210328	Olfr546-ps1	326	0.435
ENSMUSG00000109907	ENSMUST00000209286	Gm45321	2863	0.407
ENSMUSG00000109909	ENSMUST00000210429	Gm45663	1632	0.462
ENSMUSG00000109910	ENSMUST00000211437	Gm45240	674	0.437
ENSMUSG00000109911	ENSMUST00000210800	Gm45525	389	0.476
ENSMUSG00000109912	ENSMUST00000210082	Gm45245	376	0.449
ENSMUSG00000109913	ENSMUST00000209278	Gm30694	1230	0.484
ENSMUSG00000109914	ENSMUST00000210346	Gm45498	283	0.445
ENSMUSG00000109915	ENSMUST00000209524	7420700N18Rik	1644	0.405
ENSMUSG00000109916	ENSMUST00000211459	Gm45551	928	0.426
