id	sym	MYC_GFP_untreated_rep1	MYC_GFP_untreated_rep2	MYC_GFP_untreated_rep3	MYC_GFP_NCS_rep1	MYC_GFP_NCS_rep2	MYC_GFP_NCS_rep3
ENSG00000253944	na	35	25	19	21	21	34
ENSG00000253948	na	31	37	11	24	46	17
ENSG00000253952	HIGD1AP18	1	0	2	1	4	3
ENSG00000253953	PCDHGB4	0	0	0	7	4	0
ENSG00000253954	HMGN1P38	0	0	0	0	0	1
ENSG00000253955	na	5	3	5	4	2	6
ENSG00000253958	CLDN23	29	27	56	11	15	10
ENSG00000253960	na	0	0	0	1	0	0
ENSG00000253961	na	4	0	9	0	3	4
ENSG00000253966	na	10	14	8	9	19	13
ENSG00000253971	CDC42P3	0	0	0	0	0	0
ENSG00000253972	na	44	19	13	54	69	23
ENSG00000253973	na	0	1	0	0	1	1
ENSG00000253978	na	0	0	0	0	1	0
ENSG00000253981	ALG1L13P	4	7	3	6	9	5
ENSG00000253982	na	54	35	48	41	79	27
ENSG00000253986	na	1	0	0	0	0	0
ENSG00000253991	na	21	18	16	10	9	28
ENSG00000254003	na	17	6	25	3	12	13
ENSG00000254004	ZNF260	248	259	166	270	282	260
ENSG00000254016	ALG1L10P	0	3	1	0	1	1
ENSG00000254017	IGHEP2	6	4	0	2	4	0
ENSG00000254019	na	1	0	0	0	3	0
ENSG00000254020	na	0	0	0	0	0	0
ENSG00000254023	PKMP4	0	0	0	0	0	0
ENSG00000254024	na	50	44	72	26	29	53
ENSG00000254027	na	0	2	0	2	0	0
ENSG00000254028	na	6	5	0	2	2	5
ENSG00000254034	na	5	2	0	4	1	2
ENSG00000254038	na	0	8	4	4	1	1
ENSG00000254039	na	0	0	0	0	0	1
ENSG00000254044	na	3	1	1	6	5	1
ENSG00000254054	na	0	0	0	0	0	0
ENSG00000254056	IGHV3-71	1	0	0	0	0	0
ENSG00000254057	na	1	0	0	0	0	0
ENSG00000254060	na	1	0	0	0	0	0
ENSG00000254061	na	1	0	0	0	1	0
ENSG00000254063	DUXAP2	2	0	0	0	5	0
ENSG00000254064	na	2	4	2	4	5	6
ENSG00000254065	na	5	0	1	0	1	1
ENSG00000254080	na	7	0	4	3	10	1
ENSG00000254084	na	0	0	4	2	5	2
ENSG00000254087	LYN	188	138	120	99	87	105
ENSG00000254088	SLC2A3P4	7	8	10	15	24	2
ENSG00000254093	PINX1	131	144	230	100	103	118
ENSG00000254094	na	3	0	1	0	2	0
ENSG00000254099	na	13	6	12	3	14	6
ENSG00000254100	na	7	1	4	3	2	0
ENSG00000254101	na	0	0	0	0	0	0
ENSG00000254103	na	0	0	0	0	0	0
ENSG00000254104	na	0	0	0	0	0	0
ENSG00000254105	VENTXP6	3	0	0	2	1	0
ENSG00000254109	RBPMS-AS1	25	16	27	16	5	26
ENSG00000254111	na	0	0	0	0	0	0
ENSG00000254112	na	0	0	0	3	6	0
ENSG00000254114	HMGN1P28	2	1	0	0	0	0
ENSG00000254119	na	0	4	1	1	2	2
ENSG00000254122	PCDHGB7	3	8	0	6	12	0
ENSG00000254129	na	0	0	0	0	0	0
ENSG00000254131	na	4	4	2	1	6	3
ENSG00000254132	MTND6P3	0	0	0	0	0	0
ENSG00000254134	IGHVII-74-1	10	21	3	12	23	11
ENSG00000254140	na	0	2	0	1	0	1
ENSG00000254143	na	12	5	0	17	11	2
ENSG00000254144	na	1	0	0	1	0	0
ENSG00000254153	na	5	11	6	8	3	3
ENSG00000254154	na	0	0	0	0	0	0
ENSG00000254162	na	7	9	2	11	25	3
ENSG00000254164	na	1	0	1	0	1	1
ENSG00000254165	na	5	6	1	7	11	7
ENSG00000254166	CASC19	0	2	1	2	0	0
ENSG00000254170	na	0	0	0	0	1	0
ENSG00000254175	IGLVI-42	0	0	1	0	0	1
ENSG00000254176	IGHV3-75	5	4	7	1	4	1
ENSG00000254177	na	0	0	0	1	0	0
ENSG00000254180	na	35	26	21	47	34	18
ENSG00000254181	SLC25A51P3	0	1	0	0	0	0
ENSG00000254182	na	1	5	9	2	5	1
ENSG00000254190	na	0	0	0	0	0	0
ENSG00000254197	na	1	1	0	0	0	0
ENSG00000254198	na	5	4	2	6	12	3
ENSG00000254205	na	15	10	9	5	11	12
ENSG00000254206	NPIPB11	5	10	6	6	3	3
ENSG00000254207	na	4	5	0	2	3	1
ENSG00000254208	na	26	25	21	7	14	19
ENSG00000254211	LINC01485	0	0	0	1	0	0
ENSG00000254219	na	1	0	0	0	0	0
ENSG00000254221	PCDHGB1	13	12	4	9	18	5
ENSG00000254224	na	6	2	0	0	2	0
ENSG00000254227	na	0	1	0	0	0	0
ENSG00000254229	FAM90A12P	0	0	0	0	0	0
ENSG00000254231	na	28	18	7	22	16	21
ENSG00000254233	na	0	0	0	0	0	0
ENSG00000254236	na	1	0	1	3	5	7
ENSG00000254238	na	2	0	0	2	1	3
ENSG00000254245	PCDHGA3	0	1	4	3	0	1
ENSG00000254246	na	0	0	2	1	0	0
ENSG00000254247	na	0	0	0	0	1	0
ENSG00000254248	na	5	7	1	3	6	0
ENSG00000254249	na	1	0	0	0	0	0
ENSG00000254251	na	3	8	0	4	0	2
ENSG00000254253	na	0	0	0	0	1	0
ENSG00000254258	na	13	4	11	8	16	7
ENSG00000254261	na	0	0	0	0	0	0
ENSG00000254262	na	0	0	0	0	0	0
ENSG00000254263	na	6	13	10	16	19	12
ENSG00000254266	PKIA-AS1	45	17	14	52	42	19
ENSG00000254267	na	5	2	4	2	1	8
ENSG00000254271	na	1	3	5	0	1	0
ENSG00000254272	na	6	6	4	0	3	7
ENSG00000254273	na	1	0	0	1	4	1
ENSG00000254274	TDGF1P5	0	2	0	2	2	1
ENSG00000254275	LINC00824	0	1	2	3	0	0
ENSG00000254278	na	0	1	0	1	3	0
ENSG00000254281	na	1	1	4	1	0	1
ENSG00000254283	na	1	0	3	0	1	1
ENSG00000254285	KRT8P3	36	30	36	22	21	23
ENSG00000254286	na	46	23	33	43	36	16
ENSG00000254290	na	2	3	3	1	1	1
ENSG00000254294	IMPDH1P6	0	1	0	0	0	0
ENSG00000254295	na	2	0	0	0	0	0
ENSG00000254298	na	0	0	0	0	0	2
ENSG00000254306	na	0	1	0	0	0	0
ENSG00000254310	na	0	0	0	0	0	0
ENSG00000254313	na	3	0	0	0	0	0
ENSG00000254315	na	14	7	16	7	10	7
ENSG00000254316	na	0	0	0	1	0	3
ENSG00000254317	na	5	1	2	2	9	3
ENSG00000254325	na	1	3	0	0	3	3
ENSG00000254328	na	2	3	2	2	1	1
ENSG00000254331	CKS1BP7	0	0	0	2	1	0
ENSG00000254333	na	1	1	2	1	0	0
ENSG00000254335	CDH12P1	0	0	0	1	0	0
ENSG00000254337	na	11	16	13	12	18	12
ENSG00000254338	MAFA-AS1	0	0	0	0	0	0
ENSG00000254340	na	3	0	1	0	2	2
ENSG00000254343	na	3	1	5	4	3	7
ENSG00000254348	na	1	1	2	3	0	4
ENSG00000254349	MIR2052HG	10	10	18	20	32	15
ENSG00000254352	na	2	1	1	3	2	3
ENSG00000254362	na	2	0	0	0	2	0
ENSG00000254363	na	4	4	2	5	14	8
ENSG00000254367	na	0	0	0	0	0	0
ENSG00000254369	HOXA-AS3	11	2	8	8	6	5
ENSG00000254370	na	1	2	0	0	3	0
ENSG00000254373	na	0	1	1	1	1	0
ENSG00000254387	MYL12AP1	0	0	0	0	0	0
ENSG00000254388	DUTP2	23	6	1	12	12	12
ENSG00000254389	RHPN1-AS1	45	25	65	25	32	20
ENSG00000254397	na	5	2	1	2	13	3
ENSG00000254398	na	8	8	4	6	5	3
ENSG00000254406	na	0	0	0	0	0	0
ENSG00000254407	PHBP17	0	0	0	0	0	1
ENSG00000254409	na	0	0	0	1	2	1
ENSG00000254413	CHKB-CPT1B	0	0	0	0	0	0
ENSG00000254416	na	2	1	1	1	2	2
ENSG00000254417	ANO1-AS2	0	0	0	0	0	1
ENSG00000254418	na	4	1	0	1	0	0
ENSG00000254419	na	3	1	1	1	6	1
ENSG00000254420	na	0	3	0	0	2	0
ENSG00000254423	na	0	0	0	0	0	0
ENSG00000254425	na	0	0	0	0	0	0
ENSG00000254427	na	2	6	7	9	10	2
ENSG00000254428	na	18	5	0	9	18	10
ENSG00000254431	na	5	2	1	3	2	1
ENSG00000254432	na	19	36	33	19	15	22
ENSG00000254433	na	14	5	8	5	14	7
ENSG00000254434	na	1	0	0	0	0	0
ENSG00000254440	PBOV1	13	12	4	29	56	15
ENSG00000254441	na	1	1	4	3	0	2
ENSG00000254443	na	0	3	0	0	1	0
ENSG00000254444	na	0	0	0	1	0	0
ENSG00000254450	ALG9-IT1	1	0	1	1	5	1
ENSG00000254451	na	2	1	0	0	0	0
ENSG00000254453	NAV2-AS2	1	0	0	1	0	1
ENSG00000254454	RCC2P6	10	1	7	3	1	3
ENSG00000254456	na	0	0	0	0	0	0
ENSG00000254459	na	10	5	4	5	1	4
ENSG00000254460	na	0	0	0	0	0	0
ENSG00000254461	na	10	10	9	3	7	5
ENSG00000254463	na	10	11	14	19	19	10
ENSG00000254469	na	60	26	17	41	62	37
ENSG00000254470	AP5B1	113	63	90	42	40	68
ENSG00000254473	na	25	41	35	25	21	30
ENSG00000254477	na	5	0	9	4	5	3
ENSG00000254479	SLC25A1P1	1	0	1	0	0	4
ENSG00000254480	na	0	0	5	0	2	0
ENSG00000254484	na	22	29	29	8	25	15
ENSG00000254485	na	4	2	2	4	10	2
ENSG00000254489	na	5	6	16	4	9	6
ENSG00000254495	na	1	4	1	0	2	1
ENSG00000254500	RANP3	11	6	3	3	12	5
ENSG00000254503	na	0	0	0	0	0	0
ENSG00000254505	CHMP4A	14	11	16	11	20	9
ENSG00000254506	na	0	0	3	0	0	0
ENSG00000254507	na	1	1	0	1	0	0
ENSG00000254508	FBXO3-AS1	0	0	0	0	0	0
ENSG00000254509	na	12	8	2	17	20	9
ENSG00000254522	na	0	0	0	0	0	0
ENSG00000254527	ENPP7P12	0	0	0	0	0	0
ENSG00000254531	na	78	78	105	52	27	75
ENSG00000254534	na	0	0	0	1	0	0
ENSG00000254535	PABPC4L	16	18	20	12	16	13
ENSG00000254538	na	7	15	4	5	12	11
ENSG00000254539	na	4	1	5	2	5	1
ENSG00000254542	NAV2-AS3	2	6	1	3	2	6
ENSG00000254545	na	0	0	0	0	0	1
ENSG00000254548	na	3	2	1	0	1	1
ENSG00000254551	na	0	3	0	1	1	2
ENSG00000254553	na	0	2	0	1	0	0
ENSG00000254554	na	11	4	4	12	15	7
ENSG00000254556	na	11	4	6	6	8	6
ENSG00000254560	BBOX1-AS1	3	6	2	11	10	5
ENSG00000254561	na	1	0	1	1	3	0
ENSG00000254565	MTND2P26	0	0	0	0	1	0
ENSG00000254571	na	1	0	0	0	0	1
ENSG00000254577	na	6	7	20	6	7	8
ENSG00000254582	PSMA2P1	2	0	3	5	5	1
ENSG00000254590	na	3	0	0	0	0	0
ENSG00000254593	OR7E126P	1	3	6	12	10	0
ENSG00000254595	na	5	9	0	14	12	9
ENSG00000254598	CSNK2A3	12	16	12	19	12	14
ENSG00000254604	na	5	3	2	5	2	5
ENSG00000254605	na	0	0	0	0	0	0
ENSG00000254606	na	6	2	2	10	1	4
ENSG00000254609	na	1	1	4	0	1	1
ENSG00000254610	na	0	2	3	0	2	0
ENSG00000254612	na	31	35	47	30	19	17
ENSG00000254614	na	14	24	22	16	13	9
ENSG00000254615	na	0	0	0	1	3	4
ENSG00000254616	na	1	0	0	1	0	2
ENSG00000254620	na	0	2	1	0	1	1
ENSG00000254621	SETP16	0	0	0	0	2	0
ENSG00000254632	na	8	3	2	2	0	1
ENSG00000254634	SMG1P6	9	9	1	4	10	2
ENSG00000254635	WAC-AS1	462	523	573	384	391	399
ENSG00000254636	ARMS2	0	0	0	0	0	0
ENSG00000254638	na	1	0	0	0	1	3
ENSG00000254644	na	0	0	0	0	0	0
ENSG00000254646	OR8B10P	0	0	0	4	1	0
ENSG00000254647	INS	0	0	0	0	0	0
ENSG00000254648	na	0	1	0	0	0	0
ENSG00000254649	na	1	1	0	2	0	2
ENSG00000254653	na	0	2	2	2	5	6
ENSG00000254654	na	0	0	0	0	0	0
ENSG00000254662	na	1	2	0	4	2	0
ENSG00000254664	na	0	0	0	0	0	0
ENSG00000254669	na	0	1	0	0	1	2
ENSG00000254670	na	0	0	0	0	0	0
ENSG00000254671	STT3A-AS1	3	8	9	7	8	4
ENSG00000254672	na	11	13	0	0	1	1
ENSG00000254675	na	0	0	3	0	0	0
ENSG00000254676	na	4	7	2	12	7	5
ENSG00000254678	na	0	0	0	3	2	0
ENSG00000254681	PKD1P5	3	1	1	2	5	2
ENSG00000254682	na	121	139	160	62	67	108
ENSG00000254685	FPGT	73	86	99	97	92	49
ENSG00000254687	na	0	0	0	0	0	1
ENSG00000254688	na	4	4	3	13	26	12
ENSG00000254690	na	5	4	3	0	3	0
ENSG00000254691	na	1	3	0	0	0	0
ENSG00000254693	na	0	0	0	0	0	0
ENSG00000254694	na	20	11	4	19	24	13
ENSG00000254698	na	0	0	0	0	0	0
ENSG00000254701	na	0	4	0	4	9	3
ENSG00000254708	na	29	29	55	32	30	33
ENSG00000254710	na	1	0	0	0	0	0
ENSG00000254713	HNRNPA1P72	0	2	0	0	0	0
ENSG00000254718	na	5	3	3	4	10	4
ENSG00000254719	na	0	0	0	0	0	0
ENSG00000254726	MEX3A	31	37	55	21	18	25
ENSG00000254727	PTP4A1P6	0	0	0	0	0	0
ENSG00000254730	na	24	11	17	10	20	5
ENSG00000254731	na	0	1	0	0	0	0
ENSG00000254732	na	7	2	0	4	9	7
ENSG00000254739	na	0	0	0	0	0	0
ENSG00000254743	OR10V3P	1	2	0	1	0	0
ENSG00000254744	na	0	0	0	0	0	0
ENSG00000254748	HNRNPCP8	3	0	0	0	1	0
ENSG00000254756	na	2	0	4	1	1	3
ENSG00000254757	na	0	0	0	1	0	1
ENSG00000254759	NAP1L1P1	0	0	0	0	0	0
ENSG00000254760	na	0	0	0	0	1	0
ENSG00000254777	na	0	0	1	0	0	0
ENSG00000254780	na	1	1	0	0	0	0
ENSG00000254783	na	6	9	4	11	10	9
ENSG00000254787	na	0	0	1	1	0	0
ENSG00000254788	CKLF-CMTM1	0	1	1	0	1	0
ENSG00000254791	FAR1-IT1	12	10	4	6	8	3
ENSG00000254793	FDPSP4	5	8	4	2	8	1
ENSG00000254806	SYS1-DBNDD2	2	0	1	2	1	1
ENSG00000254812	na	3	1	4	5	6	1
ENSG00000254814	na	0	0	0	0	1	0
ENSG00000254815	na	5	0	3	7	1	1
ENSG00000254826	na	0	0	0	1	0	0
ENSG00000254827	SLC22A18AS	4	1	14	2	4	2
ENSG00000254837	na	123	104	147	101	95	104
ENSG00000254842	na	0	0	0	2	0	0
ENSG00000254843	na	6	1	4	0	10	4
ENSG00000254846	na	1	2	1	7	11	2
ENSG00000254847	na	0	0	3	2	3	0
ENSG00000254850	na	0	0	0	0	1	0
ENSG00000254851	na	0	0	0	2	0	0
ENSG00000254852	NPIPA2	0	1	1	0	0	1
ENSG00000254854	na	19	19	33	13	20	17
ENSG00000254855	na	0	0	0	0	0	0
ENSG00000254856	NDUFA3P2	6	2	3	6	3	5
ENSG00000254858	MPV17L2	107	118	352	60	59	94
ENSG00000254859	na	7	14	7	10	13	13
ENSG00000254860	TMEM9B-AS1	12	14	13	18	9	22
ENSG00000254862	na	3	3	1	1	1	1
ENSG00000254864	na	0	2	1	2	2	0
ENSG00000254865	na	16	0	2	11	10	9
ENSG00000254866	DEFB109P3	0	0	2	0	0	0
ENSG00000254867	na	3	2	2	0	1	1
ENSG00000254869	na	1	0	1	1	0	0
ENSG00000254872	na	5	0	4	0	1	5
ENSG00000254873	na	29	11	4	17	21	5
ENSG00000254876	na	10	7	5	13	18	4
ENSG00000254879	PTPRJ-AS1	7	7	11	4	5	15
ENSG00000254880	PKNOX2-AS1	2	0	0	0	0	0
ENSG00000254884	PRR13P2	6	8	15	8	9	16
ENSG00000254885	na	0	0	0	0	1	0
ENSG00000254887	na	0	1	0	0	0	0
ENSG00000254892	na	2	0	0	0	0	0
ENSG00000254895	na	0	0	0	0	2	0
ENSG00000254898	na	0	0	0	3	7	0
ENSG00000254900	na	29	22	4	35	28	8
ENSG00000254901	MEF2BNB	66	28	70	41	46	55
ENSG00000254905	na	0	0	0	0	0	0
ENSG00000254907	na	6	3	1	10	6	3
ENSG00000254909	na	2	1	1	0	1	1
ENSG00000254910	na	0	2	2	0	1	3
ENSG00000254911	SCARNA9	1	0	3	3	0	0
ENSG00000254912	na	0	0	0	1	0	0
ENSG00000254913	na	0	2	0	2	0	0
ENSG00000254915	na	6	0	0	4	9	1
ENSG00000254923	na	0	0	0	0	0	0
ENSG00000254924	na	0	0	1	4	0	0
ENSG00000254929	na	3	3	3	6	5	5
ENSG00000254931	na	1	0	0	0	0	0
ENSG00000254932	na	1	1	0	0	0	0
ENSG00000254934	LINC00678	2	0	0	2	0	1
ENSG00000254936	na	0	0	0	0	2	2
ENSG00000254937	na	2	0	0	4	0	1
ENSG00000254941	na	2	0	0	2	3	1
ENSG00000254944	ATP5F1P5	0	0	0	0	0	0
ENSG00000254948	OR7E158P	0	0	0	1	0	0
ENSG00000254949	GNG5P3	0	2	0	1	0	0
ENSG00000254951	na	4	0	0	1	4	7
ENSG00000254962	OR4A14P	1	0	0	0	0	0
ENSG00000254964	na	0	0	0	0	1	0
ENSG00000254973	na	27	38	34	27	33	21
ENSG00000254974	na	2	2	0	1	1	0
ENSG00000254976	OR8B7P	9	8	8	9	6	9
ENSG00000254977	na	3	1	2	1	1	3
ENSG00000254978	ALG1L9P	3	5	6	2	2	2
ENSG00000254983	na	0	0	0	0	1	0
ENSG00000254984	FTLP6	2	2	0	1	1	0
ENSG00000254985	RSF1-IT2	0	2	1	1	1	0
ENSG00000254986	DPP3	273	224	486	195	214	219
ENSG00000254988	na	2	3	1	1	5	0
ENSG00000254990	na	0	0	0	0	1	1
ENSG00000254991	na	0	0	0	0	0	0
ENSG00000254995	STX16-NPEPL1	16	11	15	12	14	9
ENSG00000254996	ANKHD1-EIF4EBP3	21	12	15	30	32	8
ENSG00000254997	KRTAP5-9	4	0	0	0	0	0
ENSG00000254999	BRK1	1196	928	2155	587	587	1000
ENSG00000255000	na	4	0	0	1	2	0
ENSG00000255002	na	0	0	0	0	0	4
ENSG00000255003	CYCSP28	2	0	0	0	0	0
ENSG00000255005	na	17	12	15	13	25	12
ENSG00000255007	na	0	0	0	0	2	0
ENSG00000255008	na	0	0	0	0	1	0
ENSG00000255010	na	2	0	0	0	3	0
ENSG00000255020	na	62	39	69	38	34	68
ENSG00000255026	na	1	0	0	0	1	2
ENSG00000255030	OR8B5P	10	8	6	10	5	11
ENSG00000255031	na	5	2	7	5	1	1
ENSG00000255033	SERPINA15P	0	0	0	0	0	0
ENSG00000255035	SDHCP4	0	0	0	0	0	0
ENSG00000255036	na	2	0	0	0	0	3
ENSG00000255038	na	2	0	0	0	2	0
ENSG00000255040	na	0	0	0	0	0	0
ENSG00000255045	na	7	5	8	3	6	5
ENSG00000255046	na	17	28	33	13	16	12
ENSG00000255048	OR8X1P	0	1	0	4	1	1
ENSG00000255050	na	6	0	1	4	5	3
ENSG00000255051	BCAS2P1	0	0	0	0	0	0
ENSG00000255052	FAM66D	1	0	0	0	1	0
ENSG00000255057	na	5	7	5	4	0	5
ENSG00000255058	PDCL2P2	0	0	0	0	0	0
ENSG00000255062	na	16	19	12	19	9	10
ENSG00000255067	na	0	0	0	2	0	0
ENSG00000255074	na	0	0	0	0	0	0
ENSG00000255081	na	18	4	5	14	13	7
ENSG00000255084	na	28	12	9	26	28	14
ENSG00000255085	na	0	0	0	0	0	0
ENSG00000255092	na	1	0	0	3	1	1
ENSG00000255094	na	2	3	3	0	6	0
ENSG00000255097	na	0	1	0	1	2	0
ENSG00000255098	na	2	1	2	0	0	2
ENSG00000255100	na	43	25	79	32	30	37
ENSG00000255105	na	0	0	0	0	0	0
ENSG00000255112	CHMP1B	876	969	911	707	776	908
ENSG00000255115	na	0	0	0	6	3	0
ENSG00000255116	SLC5A4P1	0	0	0	1	2	1
ENSG00000255118	na	0	1	0	0	0	0
ENSG00000255120	OVOL1-AS1	0	0	0	2	4	3
ENSG00000255121	na	16	9	12	14	16	16
ENSG00000255122	na	0	0	0	0	1	0
ENSG00000255125	na	0	0	0	2	0	0
ENSG00000255135	na	152	156	140	147	169	147
ENSG00000255139	na	2	10	3	2	4	4
ENSG00000255141	HNRNPA1P76	3	1	2	1	3	5
ENSG00000255142	na	0	1	7	2	2	0
ENSG00000255143	na	0	0	0	0	0	0
ENSG00000255145	STX17-AS1	1	0	2	2	3	2
ENSG00000255148	na	1	0	0	0	0	0
ENSG00000255150	EID3	86	42	29	97	138	41
ENSG00000255151	GLYATL1P3	0	0	0	0	1	0
ENSG00000255152	na	0	1	0	0	1	0
ENSG00000255153	TOLLIP-AS1	21	19	34	9	17	19
ENSG00000255154	na	1	1	0	0	0	1
ENSG00000255156	RNY1P9	4	8	6	3	5	10
ENSG00000255157	na	0	1	0	0	0	0
ENSG00000255158	na	20	18	7	14	17	14
ENSG00000255159	na	3	0	3	0	2	0
ENSG00000255160	na	1	0	4	0	2	1
ENSG00000255164	na	5	0	0	0	0	3
ENSG00000255165	na	2	0	0	1	4	0
ENSG00000255176	na	0	0	0	0	0	0
ENSG00000255178	na	0	2	0	1	0	0
ENSG00000255181	CCDC166	0	0	0	0	1	0
ENSG00000255182	na	6	3	8	4	6	7
ENSG00000255185	na	68	55	55	42	69	58
ENSG00000255186	na	0	0	0	0	0	1
ENSG00000255188	na	1	1	1	3	2	1
ENSG00000255197	na	0	2	0	0	0	0
ENSG00000255198	SNHG9	44	58	82	44	38	40
ENSG00000255200	na	15	3	12	7	7	4
ENSG00000255201	na	1	5	3	5	0	2
ENSG00000255203	OR7E2P	4	0	0	6	2	2
ENSG00000255220	DDX18P5	4	2	0	9	16	6
ENSG00000255222	SETP17	4	0	0	0	0	0
ENSG00000255224	na	32	22	39	25	21	23
ENSG00000255225	OR8B6P	9	6	8	3	7	7
ENSG00000255233	na	0	0	1	0	0	0
ENSG00000255234	na	1	0	1	3	3	8
ENSG00000255236	na	5	4	7	1	9	3
ENSG00000255237	na	1	1	0	0	0	0
ENSG00000255239	na	0	0	0	0	0	0
ENSG00000255247	na	5	0	0	3	0	2
ENSG00000255250	na	0	0	0	0	2	0
ENSG00000255255	PPP1R1AP1	0	0	0	0	0	1
ENSG00000255256	na	2	3	0	1	2	1
ENSG00000255259	ZNF123P	0	0	0	0	0	0
ENSG00000255261	OR7E4P	0	1	0	2	0	0
ENSG00000255267	na	0	0	0	2	1	0
ENSG00000255274	TMPRSS4-AS1	3	1	0	1	6	0
ENSG00000255276	RRM1-AS1	0	0	0	0	0	0
ENSG00000255277	ABCC6P2	1	0	0	1	1	1
ENSG00000255282	WTAPP1	2	0	4	1	3	9
ENSG00000255284	na	46	69	110	30	30	38
ENSG00000255286	na	0	1	0	0	3	0
ENSG00000255289	na	0	0	0	0	0	0
ENSG00000255292	na	0	0	0	0	0	2
ENSG00000255296	na	2	2	0	11	9	4
ENSG00000255298	OR8G5	4	18	14	4	6	10
ENSG00000255302	EID1	1240	1488	1770	1143	943	1281
ENSG00000255303	OR5BA1P	1	0	0	0	0	0
ENSG00000255306	na	13	3	4	17	9	3
ENSG00000255308	na	7	5	6	3	13	4
ENSG00000255310	na	4	2	0	4	5	4
ENSG00000255311	na	0	0	0	0	0	0
ENSG00000255314	na	1	0	0	2	2	0
ENSG00000255315	OR8A3P	1	0	0	0	2	1
ENSG00000255318	na	2	3	5	0	1	0
ENSG00000255319	ENPP7P8	0	0	0	1	1	0
ENSG00000255320	na	12	6	3	4	15	13
ENSG00000255321	na	4	2	6	8	15	4
ENSG00000255325	na	0	0	0	1	0	0
ENSG00000255326	na	0	0	1	0	0	0
ENSG00000255327	na	0	0	0	1	0	0
ENSG00000255329	H2AFZP4	7	4	3	2	4	1
ENSG00000255330	na	0	0	0	0	1	0
ENSG00000255334	na	0	0	0	0	0	0
ENSG00000255337	na	5	9	12	4	8	5
ENSG00000255340	na	10	12	6	3	5	6
ENSG00000255341	OR8Q1P	0	0	0	1	2	0
ENSG00000255343	na	0	0	0	0	1	0
ENSG00000255345	na	0	0	0	2	0	0
ENSG00000255346	NOX5	5	12	9	17	5	6
ENSG00000255348	na	11	11	12	12	6	4
ENSG00000255350	na	0	0	0	0	2	0
ENSG00000255355	na	2	1	0	0	2	0
ENSG00000255358	na	3	2	0	3	2	2
ENSG00000255359	CCDC179	2	2	2	2	2	0
ENSG00000255362	na	0	0	3	0	0	0
ENSG00000255363	na	0	0	0	0	0	0
ENSG00000255364	na	0	0	0	2	0	5
ENSG00000255366	na	0	0	0	1	2	0
ENSG00000255367	na	11	8	15	13	8	12
ENSG00000255374	TAS2R43	4	0	0	10	9	1
ENSG00000255377	DUXAP5	0	0	0	0	0	0
ENSG00000255379	CYCSP29	1	0	0	0	0	0
ENSG00000255381	na	0	3	0	0	5	0
ENSG00000255382	na	0	0	0	0	0	0
ENSG00000255384	na	0	1	0	4	2	0
ENSG00000255389	na	26	20	24	33	45	19
ENSG00000255394	C8orf49	0	0	0	0	0	0
ENSG00000255396	na	0	1	0	0	0	0
ENSG00000255398	HCAR3	2	1	3	5	5	3
ENSG00000255400	na	0	0	0	0	1	2
ENSG00000255401	na	0	0	0	1	0	0
ENSG00000255409	RSF1-IT1	0	0	1	1	1	2
ENSG00000255417	na	0	0	0	0	1	0
ENSG00000255421	na	7	1	0	2	7	2
ENSG00000255423	EBLN2	117	139	177	101	91	136
ENSG00000255425	OR8G3P	16	7	0	6	8	5
ENSG00000255429	na	0	0	0	0	0	0
ENSG00000255434	na	0	0	0	0	0	0
ENSG00000255435	na	1	3	0	1	4	0
ENSG00000255438	na	67	39	27	151	195	96
ENSG00000255441	na	1	0	0	0	1	0
ENSG00000255443	na	0	3	0	0	0	0
ENSG00000255445	na	3	2	0	1	3	5
ENSG00000255446	na	0	0	3	0	0	0
ENSG00000255447	na	2	0	0	0	0	0
ENSG00000255449	na	8	1	2	6	7	3
ENSG00000255455	na	15	14	16	30	33	27
ENSG00000255456	na	0	0	0	0	4	1
ENSG00000255458	na	2	3	2	1	8	3
ENSG00000255462	na	0	1	0	1	7	0
ENSG00000255464	SEPT14P8	1	0	0	0	1	0
ENSG00000255467	na	1	0	0	2	5	1
ENSG00000255468	na	33	29	23	14	13	13
ENSG00000255471	na	9	1	6	9	5	11
ENSG00000255474	na	0	0	0	0	1	0
ENSG00000255476	na	4	1	0	0	7	1
ENSG00000255480	na	1	1	0	6	2	1
ENSG00000255487	na	0	0	0	1	0	0
ENSG00000255489	na	0	0	0	2	0	0
ENSG00000255491	na	0	0	0	1	2	1
ENSG00000255492	na	6	1	0	5	7	1
ENSG00000255495	na	5	13	1	3	5	10
ENSG00000255496	na	4	0	0	0	2	0
ENSG00000255500	na	0	0	1	0	0	0
ENSG00000255503	na	2	3	4	7	5	8
ENSG00000255504	na	0	0	0	0	0	1
ENSG00000255507	na	7	2	6	9	17	10
ENSG00000255508	na	119	119	131	68	124	107
ENSG00000255510	OR8A2P	4	0	0	1	0	0
ENSG00000255517	na	51	57	54	48	37	62
ENSG00000255518	na	0	0	0	0	0	0
ENSG00000255520	na	1	1	0	1	4	0
ENSG00000255524	NPIPB8	1	1	0	0	4	0
ENSG00000255526	NEDD8-MDP1	0	0	1	1	1	3
ENSG00000255529	POLR2M	332	396	384	380	312	304
ENSG00000255537	na	2	1	0	1	5	0
ENSG00000255538	OR10V2P	0	0	0	0	0	0
ENSG00000255539	na	8	4	6	4	17	4
ENSG00000255549	ENPP7P6	0	0	0	0	0	0
ENSG00000255555	na	1	0	0	0	0	0
