id	sym	Ctrl_1	Ctrl_2	Ctrl_3	Insm1_1	Insm1_2	Insm1_3
ENSMUSG00000091619	Gm3625	0	2	1	1	1	0
ENSMUSG00000091620	Vmn2r23	0	0	0	0	0	0
ENSMUSG00000091624	Vmn2r9	0	0	0	0	0	0
ENSMUSG00000091625	Lsm5	1018	988	1023	944	860	874
ENSMUSG00000091631	Vmn2r95	0	0	0	0	0	0
ENSMUSG00000091635	Vmn2r13	0	0	0	0	0	0
ENSMUSG00000091636	Akain1	3	0	6	0	4	1
ENSMUSG00000091638	Vmn1r113	0	0	0	0	0	0
ENSMUSG00000091648	C2cd4d	5	2	15	12	8	7
ENSMUSG00000091649	Phf11b	1	4	0	2	1	4
ENSMUSG00000091650	Apol11a	0	0	0	0	0	0
ENSMUSG00000091651	Vmn2r36	0	0	1	0	0	0
ENSMUSG00000091652	Vmn1r57	0	0	0	0	0	0
ENSMUSG00000091656	Vmn2r106	0	0	0	0	0	0
ENSMUSG00000091657	Gm3072	0	0	0	0	0	0
ENSMUSG00000091662	Vmn1r69	0	0	0	0	0	0
ENSMUSG00000091670	Vmn2r105	0	0	0	2	0	0
ENSMUSG00000091676	Gm8374	1	0	0	0	0	0
ENSMUSG00000091679	Vmn2r96	0	0	0	0	0	0
ENSMUSG00000091680	Klhdc7b	2	0	0	0	0	0
ENSMUSG00000091682	Tcrg-C3	0	0	0	0	0	0
ENSMUSG00000091685	Gm17359	0	0	0	0	0	1
ENSMUSG00000091692	4930433I11Rik	0	0	0	0	0	0
ENSMUSG00000091694	Apol11b	0	0	0	0	0	0
ENSMUSG00000091695	Gm17669	860	750	774	802	857	753
ENSMUSG00000091698	Gm6526	0	0	0	0	0	0
ENSMUSG00000091700	Gm7876	6	5	7	3	4	3
ENSMUSG00000091705	H2-Q2	1	2	0	2	0	1
ENSMUSG00000091712	Sec14l5	0	0	0	0	0	5
ENSMUSG00000091718	Gm16506	0	0	0	0	0	0
ENSMUSG00000091721	Gimd1	0	0	0	0	0	0
ENSMUSG00000091722	Siah3	372	463	406	327	381	294
ENSMUSG00000091725	Gm8220	0	0	0	0	0	0
ENSMUSG00000091731	Gm17542	1	0	0	0	0	0
ENSMUSG00000091732	Gm17541	107	90	70	113	89	105
ENSMUSG00000091733	Gm8094	0	0	0	0	0	0
ENSMUSG00000091734	Vmn1r29	0	0	0	0	0	0
ENSMUSG00000091735	Gpr62	53	63	70	41	51	38
ENSMUSG00000091736	Yy2	479	589	434	539	439	603
ENSMUSG00000091740	Gm7929	0	0	0	0	0	0
ENSMUSG00000091742	Gm5093	100	111	98	105	96	115
ENSMUSG00000091744	Gm17732	4	5	11	0	5	2
ENSMUSG00000091754	Gm3636	94	158	161	132	134	170
ENSMUSG00000091756	Gm3095	31	26	46	37	32	34
ENSMUSG00000091764	Zfp964	63	9	27	24	14	15
ENSMUSG00000091768	Gm17617	0	0	0	0	0	0
ENSMUSG00000091771	Vmn2r103	0	0	0	0	0	0
ENSMUSG00000091775	Gm16494	6	5	2	2	4	6
ENSMUSG00000091779	Gm21293	0	0	0	1	0	0
ENSMUSG00000091780	Sco2	729	828	800	788	841	798
ENSMUSG00000091792	Gm3573	0	0	0	0	0	0
ENSMUSG00000091794	Vmn2r18	5	4	5	8	2	1
ENSMUSG00000091800	Igkv1-115	0	0	0	0	0	0
ENSMUSG00000091803	Cox16	836	644	683	630	705	733
ENSMUSG00000091805	Vmn2r108	0	0	0	0	0	0
ENSMUSG00000091809	Olfr721-ps1	0	0	0	0	0	0
ENSMUSG00000091811	Inafm1	269	373	243	218	209	308
ENSMUSG00000091813	Ces2h	0	0	0	0	0	0
ENSMUSG00000091814	Gm8050	21	42	47	34	37	20
ENSMUSG00000091821	Srsx	0	0	0	0	0	0
ENSMUSG00000091827	Speer4f2	0	0	0	0	0	0
ENSMUSG00000091831	Gm4707	7	11	8	5	1	0
ENSMUSG00000091844	Gm8251	14	37	16	30	1	12
ENSMUSG00000091859	Vmn2r100	0	0	0	0	0	0
ENSMUSG00000091863	Cldn34a	0	0	0	0	0	0
ENSMUSG00000091867	Cyp2a22	0	0	0	0	0	0
ENSMUSG00000091873	Olfr732	0	0	0	0	0	0
ENSMUSG00000091874	Vmn1r56	0	0	0	0	0	0
ENSMUSG00000091879	Vmn2r17	0	0	0	0	0	0
ENSMUSG00000091882	Gm6337	2	7	4	4	0	3
ENSMUSG00000091888	Vmn2r80	0	0	0	0	0	0
ENSMUSG00000091890	A830073O21Rik	4	0	0	0	3	9
ENSMUSG00000091896	Ube2d2a	9300	8588	8481	8555	8912	8664
ENSMUSG00000091897	Gm17019	0	0	0	1	0	0
ENSMUSG00000091898	Tnnc1	1	2	1	0	8	9
ENSMUSG00000091900	Gm4353	177	155	196	198	164	198
ENSMUSG00000091903	Gm6460	0	0	0	0	0	0
ENSMUSG00000091908	Gm17231	22	14	39	24	33	15
ENSMUSG00000091922	Gm17409	15	18	8	6	1	2
ENSMUSG00000091923	Gm8267	0	0	1	1	0	0
ENSMUSG00000091924	Vmn1r185	0	0	0	0	0	0
ENSMUSG00000091926	Vmn2r62	0	0	0	0	0	0
ENSMUSG00000091930	Vmn2r52	0	0	0	0	0	0
ENSMUSG00000091931	AK010878	716	808	826	739	754	815
ENSMUSG00000091933	Gm8857	0	0	0	0	0	0
ENSMUSG00000091937	Gm3646	0	0	0	0	0	0
ENSMUSG00000091938	Gm2564	0	0	0	1	0	0
ENSMUSG00000091945	Vmn2r114	0	0	0	0	0	0
ENSMUSG00000091955	Gm9844	4055	3660	4432	4901	4297	4913
ENSMUSG00000091956	C2cd4b	21	21	14	6	18	23
ENSMUSG00000091962	Vmn2r78	0	0	0	0	0	0
ENSMUSG00000091970	Gm4868	0	0	0	0	0	0
ENSMUSG00000091971	Hspa1a	28	48	38	26	224	22
ENSMUSG00000091972	Tmem207	8	0	0	0	14	13
ENSMUSG00000091983	Olfr457	0	0	0	0	0	0
ENSMUSG00000091987	Gm10352	0	0	0	0	0	0
ENSMUSG00000091996	BC049352	1	4	2	2	2	1
ENSMUSG00000092004	Gm17482	0	0	0	0	0	0
ENSMUSG00000092008	Cyp2c69	0	0	0	0	0	0
ENSMUSG00000092009	Myh15	2	14	11	2	10	4
ENSMUSG00000092019	Gm4027	3	2	9	0	1	1
ENSMUSG00000092021	Gbp11	0	0	1	8	11	0
ENSMUSG00000092032	Vmn2r59	0	0	0	0	0	0
ENSMUSG00000092035	Peg10	259	283	262	246	237	160
ENSMUSG00000092036	Gm2244	11	16	11	18	9	11
ENSMUSG00000092043	Esp6	0	0	0	0	0	0
ENSMUSG00000092047	Gm17631	0	0	0	0	0	0
ENSMUSG00000092048	Vmn2r85	0	0	0	0	0	0
ENSMUSG00000092049	Vmn2r4	0	0	2	0	0	0
ENSMUSG00000092060	Bend4	253	224	349	276	306	215
ENSMUSG00000092071	A230065N10Rik	0	0	0	0	0	0
ENSMUSG00000092072	Gm4540	292	301	318	276	290	363
ENSMUSG00000092073	Gm6205	0	0	0	0	0	0
ENSMUSG00000092074	Dynlt1a	966	1092	971	1005	946	1160
ENSMUSG00000092077	Olfr101	0	0	0	0	0	0
ENSMUSG00000092080	Vmn2r16	0	0	0	0	0	0
ENSMUSG00000092083	Kcnb2	922	827	809	1036	1249	1179
ENSMUSG00000092086	Gm6793	1259	1382	1260	1380	1327	1314
ENSMUSG00000092094	Zfp804b	17	0	0	0	0	3
ENSMUSG00000092097	Gm5819	9	7	13	11	23	9
ENSMUSG00000092109	Gm9376	0	0	0	4	0	0
ENSMUSG00000092111	Vmn2r113	0	0	0	0	0	0
ENSMUSG00000092116	Gm10320	44	42	37	63	31	34
ENSMUSG00000092118	Fancf	372	581	358	432	592	512
ENSMUSG00000092120	Vmn2r90	0	0	0	0	0	0
ENSMUSG00000092123	Gm17581	0	0	0	0	0	0
ENSMUSG00000092124	B930094E09Rik	91	93	84	99	74	77
ENSMUSG00000092130	D030025P21Rik	0	0	2	0	0	0
ENSMUSG00000092137	Gcom1	9	4	12	5	9	12
ENSMUSG00000092142	Gm6482	0	0	0	0	0	0
ENSMUSG00000092148	Gm8005	0	0	0	0	0	0
ENSMUSG00000092152	Gm17026	0	0	0	0	0	0
ENSMUSG00000092157	Gm17268	0	0	0	0	0	0
ENSMUSG00000092162	Vmn2r86	0	0	0	0	0	0
ENSMUSG00000092164	Rergl	0	0	0	0	0	0
ENSMUSG00000092165	Gm5624	0	0	1	0	0	0
ENSMUSG00000092166	Gm7942	0	0	0	1	0	0
ENSMUSG00000092167	Gm3696	63	65	50	46	47	49
ENSMUSG00000092192	Dyx1c1	37	33	35	17	16	22
ENSMUSG00000092210	A930009A15Rik	0	0	0	0	0	0
ENSMUSG00000092216	Gm19345	13	12	3	2	2	3
ENSMUSG00000092225	Gm2381	9	5	5	8	5	7
ENSMUSG00000092232	Gm20521	6	4	10	9	4	4
ENSMUSG00000092233	Gm20403	1	0	1	2	1	1
ENSMUSG00000092243	Gm7030	8	4	13	25	19	12
ENSMUSG00000092244	Esp34	0	0	0	0	0	0
ENSMUSG00000092251	Trav9n-1	0	0	0	0	0	0
ENSMUSG00000092252	Gm20499	15	23	15	39	27	40
ENSMUSG00000092260	Zfp963	224	377	305	274	273	157
ENSMUSG00000092277	Gm19684	0	0	0	0	3	0
ENSMUSG00000092292	Olfr113	0	0	0	0	0	0
ENSMUSG00000092297	Gm4214	0	0	0	0	0	0
ENSMUSG00000092305	Prps1l1	0	0	0	0	0	0
ENSMUSG00000092322	Esp36	0	0	0	2	0	0
ENSMUSG00000092329	Gm20388	2703	2391	2816	2120	3129	2305
ENSMUSG00000092335	Gm7221	18	21	11	8	11	0
ENSMUSG00000092342	Esp31	0	0	0	0	0	0
ENSMUSG00000092345	Gm20503	105	148	166	126	154	105
ENSMUSG00000092360	Gm20441	0	0	0	0	0	0
ENSMUSG00000092413	Olfr115	0	0	0	0	0	0
ENSMUSG00000092416	Zfp141	944	861	908	887	928	871
ENSMUSG00000092417	Gpank1	441	600	664	617	564	703
ENSMUSG00000092443	Gm20726	15	7	16	24	7	20
ENSMUSG00000092456	V1rd19	0	0	0	0	0	0
ENSMUSG00000092463	Gm20489	0	0	0	0	0	0
ENSMUSG00000092473	Vmn1r180	0	0	0	0	0	0
ENSMUSG00000092486	2610524H06Rik	968	927	887	760	843	810
ENSMUSG00000092511	Gm20547	4	15	0	0	0	0
ENSMUSG00000092518	Fam71e2	0	0	0	0	0	0
ENSMUSG00000092519	Actl9	0	0	0	0	0	0
ENSMUSG00000092544	Gm20422	15	0	15	16	5	5
ENSMUSG00000092558	Med20	774	887	931	818	842	814
ENSMUSG00000092579	Vmn1r62	0	0	0	0	0	0
ENSMUSG00000092586	Ly6g6c	2	0	5	7	1	2
ENSMUSG00000092607	Scnm1	860	877	852	928	789	925
ENSMUSG00000092609	Gm20481	0	0	1	1	5	0
ENSMUSG00000092622	Khdc3	5	0	0	0	0	0
ENSMUSG00000093376	Vmn1r23	0	0	0	0	0	0
ENSMUSG00000093379	Vmn1r31	0	0	0	0	0	0
ENSMUSG00000093390	Gm20652	0	0	1	1	2	0
ENSMUSG00000093411	Vmn1r17	0	0	0	0	0	0
ENSMUSG00000093445	Lrch4	694	1069	811	874	780	808
ENSMUSG00000093451	Vmn1r24	0	0	0	0	0	0
ENSMUSG00000093485	Gm20708	4	0	7	0	17	5
ENSMUSG00000093501	Vmn1r22	0	0	0	0	0	0
ENSMUSG00000093523	Vmn1r16	0	0	0	0	0	0
ENSMUSG00000093536	Smim17	7	7	6	0	2	2
ENSMUSG00000093550	Higd1c	0	0	2	0	0	0
ENSMUSG00000093574	Gm20671	6	0	13	17	0	7
ENSMUSG00000093575	Gm20695	141	103	157	169	148	176
ENSMUSG00000093626	Gm20654	0	0	0	0	0	0
ENSMUSG00000093632	Vmn1r38	0	0	0	0	0	0
ENSMUSG00000093635	Vmn1r11	0	0	0	0	0	0
ENSMUSG00000093661	Eif4e3	950	936	980	1250	1187	1017
ENSMUSG00000093668	Pou5f2	72	232	154	194	197	114
ENSMUSG00000093674	Rpl41	15777	14279	15258	15848	14256	15570
ENSMUSG00000093679	Vmn1r20	0	0	0	0	0	0
ENSMUSG00000093692	Vmn1r14	0	0	0	0	0	0
ENSMUSG00000093696	Vmn1r7	0	0	0	0	0	0
ENSMUSG00000093701	Gm21970	4	0	7	0	0	0
ENSMUSG00000093755	Vmn1r39	0	0	0	0	0	0
ENSMUSG00000093764	Vmn1r36	0	0	0	0	0	0
ENSMUSG00000093769	Hist2h3c1	30	79	82	100	99	125
ENSMUSG00000093785	Vmn1r10	0	0	0	0	0	0
ENSMUSG00000093789	Methig1	0	0	1	0	0	0
ENSMUSG00000093795	Gm9476	0	0	0	0	0	0
ENSMUSG00000093803	Ppp2r3d	115	139	83	127	100	117
ENSMUSG00000093804	Olfr1303	0	0	0	0	0	0
ENSMUSG00000093805	Gm9994	0	0	2	0	0	0
ENSMUSG00000093806	Asmt	0	0	0	1	2	0
ENSMUSG00000093812	Gm5627	0	0	0	0	0	0
ENSMUSG00000093814	Gm9637	0	0	0	0	0	0
ENSMUSG00000093820	Vmn2r21	0	0	0	0	0	0
ENSMUSG00000093825	Olfr723	0	0	0	0	0	0
ENSMUSG00000093833	Gm7970	0	0	0	0	1	0
ENSMUSG00000093839	Olfr462	0	0	0	0	0	0
ENSMUSG00000093844	Gm16381	0	2	0	1	1	1
ENSMUSG00000093847	Gm5039	1	0	0	2	1	2
ENSMUSG00000093848	Gm20865	0	0	0	0	0	0
ENSMUSG00000093853	Vmn1r151	0	0	0	0	0	0
ENSMUSG00000093857	Gm21645	0	0	0	0	0	0
ENSMUSG00000093862	Gm5117	55	76	56	37	93	56
ENSMUSG00000093863	Gm7954	0	0	0	0	0	0
ENSMUSG00000093865	Lrit3	0	0	0	0	0	1
ENSMUSG00000093866	Olfr802	0	0	0	0	0	0
ENSMUSG00000093868	Gm20809	0	0	0	0	0	0
ENSMUSG00000093871	Gm4187	0	0	0	0	0	0
ENSMUSG00000093877	Olfr1348	0	0	0	0	0	0
ENSMUSG00000093883	Gm21866	0	0	0	0	0	0
ENSMUSG00000093884	Olfr239	0	0	0	0	0	0
ENSMUSG00000093887	Gm3033	34	48	59	34	44	26
ENSMUSG00000093890	Vmn1r127	0	0	0	0	0	0
ENSMUSG00000093895	Gm21865	0	0	0	0	0	0
ENSMUSG00000093898	Gm3629	33	39	52	30	43	43
ENSMUSG00000093901	Olfr893	0	0	0	0	0	0
ENSMUSG00000093903	Gm21454	0	0	0	0	0	0
ENSMUSG00000093904	Tomm20	4188	3831	3666	3861	4051	4024
ENSMUSG00000093908	Gm5784	72	55	84	69	56	58
ENSMUSG00000093910	Zfp853	4	5	0	0	0	0
ENSMUSG00000093916	Gm379	0	0	0	0	0	0
ENSMUSG00000093917	Gm8660	0	0	0	0	0	0
ENSMUSG00000093918	Gm21677	0	0	0	0	0	0
ENSMUSG00000093920	Olfr463	0	0	0	0	0	0
ENSMUSG00000093922	Rpl36-ps4	2	4	3	2	3	3
ENSMUSG00000093923	Gm5935	0	0	0	0	0	0
ENSMUSG00000093926	Gm17027	0	0	0	0	0	0
ENSMUSG00000093927	Gm20918	0	0	0	0	0	0
ENSMUSG00000093930	Hmgcs1	14196	12966	16313	14765	13418	13718
ENSMUSG00000093931	Amy2a3	0	0	0	0	0	0
ENSMUSG00000093934	Olfr971	0	0	0	0	0	0
ENSMUSG00000093938	Evi2b	126	140	179	132	107	109
ENSMUSG00000093941	Vmn1r131	0	0	0	0	0	0
ENSMUSG00000093942	Olfr46	0	0	0	0	0	0
ENSMUSG00000093945	Gm3543	0	0	0	0	0	0
ENSMUSG00000093948	Gm10378	0	0	0	0	0	0
ENSMUSG00000093950	Gm20823	0	0	0	0	0	0
ENSMUSG00000093954	Gm16867	1	2	3	2	2	3
ENSMUSG00000093957	Esp3	0	0	0	0	0	0
ENSMUSG00000093962	Gm11756	0	0	0	0	0	0
ENSMUSG00000093968	Gm8165	0	0	0	0	0	0
ENSMUSG00000093973	Mrgpra2a	0	0	0	0	0	0
ENSMUSG00000093976	Gm8674	0	0	0	0	0	0
ENSMUSG00000093979	Gm2237	68	67	70	76	57	73
ENSMUSG00000093980	Olfr493	0	0	0	0	0	0
ENSMUSG00000093985	Gm10406	45	56	64	33	38	47
ENSMUSG00000093986	Vmn1r120	0	0	0	0	0	0
ENSMUSG00000093987	Gm21704	0	0	0	0	0	0
ENSMUSG00000093989	Rnasek	907	1044	871	1176	1089	1103
ENSMUSG00000093993	Gm20736	0	0	0	0	0	0
ENSMUSG00000093996	Fam205a3	2	2	5	0	4	1
ENSMUSG00000094001	Vmn1r122	0	0	0	0	0	0
ENSMUSG00000094004	Gm5128	1	5	0	0	0	0
ENSMUSG00000094010	Vmn1r119	0	0	0	0	0	0
ENSMUSG00000094011	Vmn1r94	0	0	0	0	0	0
ENSMUSG00000094012	Gm10024	0	0	0	0	0	0
ENSMUSG00000094018	S100a2	0	0	0	0	0	0
ENSMUSG00000094021	Gm3685	0	0	0	0	0	0
ENSMUSG00000094024	Esp18	0	0	0	0	0	0
ENSMUSG00000094025	Gm8879	0	0	0	0	0	0
ENSMUSG00000094027	Gm21762	0	0	0	0	0	0
ENSMUSG00000094030	Gm21833	626	921	795	817	743	650
ENSMUSG00000094035	Ldlrad2	0	0	0	0	0	0
ENSMUSG00000094036	Gm6465	0	0	0	0	0	0
ENSMUSG00000094043	Gm7971	0	0	0	0	0	0
ENSMUSG00000094044	Gm17584	0	0	0	0	0	0
ENSMUSG00000094052	Gm21118	0	0	0	0	0	0
ENSMUSG00000094053	Scgb2b7	0	0	0	0	0	0
ENSMUSG00000094063	Olfr638	0	0	0	0	0	0
ENSMUSG00000094065	Gm21541	6	5	11	3	5	6
ENSMUSG00000094066	Fam205a2	7	0	9	2	4	0
ENSMUSG00000094076	Gm4767	61	42	98	42	66	46
ENSMUSG00000094078	Vmn1r81	0	0	0	0	0	0
ENSMUSG00000094080	Olfr8	0	0	0	0	0	0
ENSMUSG00000094081	Gm20826	0	0	0	0	0	0
ENSMUSG00000094083	Gm1604a	15	2	5	5	1	1
ENSMUSG00000094084	Tdpoz1	0	0	0	0	0	0
ENSMUSG00000094085	Vmn1r114	0	0	0	1	0	0
ENSMUSG00000094091	Gm21885	0	2	5	2	3	3
ENSMUSG00000094098	Vmn2r44	0	0	0	0	0	0
ENSMUSG00000094103	1700047I17Rik2	241	264	256	276	284	255
ENSMUSG00000094105	Gm8922	0	0	0	0	0	0
ENSMUSG00000094107	Vmn2r47	0	0	0	0	0	0
ENSMUSG00000094112	9330182O14Rik	0	0	0	0	0	0
ENSMUSG00000094113	5430401F13Rik	0	0	0	0	0	0
ENSMUSG00000094114	Gm21967	78	81	105	89	55	55
ENSMUSG00000094115	Spin2-ps6	0	0	0	0	0	0
ENSMUSG00000094116	Gm11237	0	0	0	0	0	0
ENSMUSG00000094119	Olfr612	0	0	0	0	0	0
ENSMUSG00000094120	Gm3233	0	0	0	0	0	0
ENSMUSG00000094125	Gm13698	12	18	24	19	22	12
ENSMUSG00000094127	G530012D18Rik	2	4	5	4	2	2
ENSMUSG00000094132	Gm3264	19	12	14	16	12	14
ENSMUSG00000094133	Olfr1431	0	0	0	0	0	0
ENSMUSG00000094135	Gm21379	0	0	0	0	0	0
ENSMUSG00000094140	Olfr1512	0	0	0	0	0	0
ENSMUSG00000094144	Gm21312	1	0	0	0	0	0
ENSMUSG00000094145	Vmn2r20	0	0	0	0	0	0
ENSMUSG00000094146	Gm10142	0	0	0	0	0	0
ENSMUSG00000094147	Gm21616	0	0	0	0	0	0
ENSMUSG00000094149	Gm8453	0	0	0	0	0	0
ENSMUSG00000094151	Gm7233	1	0	0	0	0	0
ENSMUSG00000094155	Gm21699	0	0	0	0	0	0
ENSMUSG00000094156	Sult2a7	0	0	0	0	0	0
ENSMUSG00000094157	Gm7995	0	0	0	0	0	0
ENSMUSG00000094161	Gm21904	0	0	0	0	0	0
ENSMUSG00000094163	Tdpoz5	0	0	0	0	0	0
ENSMUSG00000094168	Gm21903	0	0	0	0	0	0
ENSMUSG00000094170	Gm21170	0	0	0	0	0	0
ENSMUSG00000094174	Ighv6-4	0	0	0	0	0	0
ENSMUSG00000094181	Gm21739	0	0	0	0	0	0
ENSMUSG00000094182	Olfr937	0	0	0	0	0	0
ENSMUSG00000094186	Gm1553	0	0	0	0	0	0
ENSMUSG00000094187	Vmn1r170	0	0	0	0	0	0
ENSMUSG00000094192	Olfr452	0	0	0	0	0	0
ENSMUSG00000094195	Gm6509	0	0	0	0	0	0
ENSMUSG00000094196	Magea3	0	0	0	0	0	0
ENSMUSG00000094197	Olfr474	0	0	0	0	0	0
ENSMUSG00000094200	Olfr237-ps1	0	0	0	0	0	0
ENSMUSG00000094203	Gm17267	0	0	0	0	0	0
ENSMUSG00000094204	Gm21915	0	0	0	0	0	0
ENSMUSG00000094205	Gm8926	0	0	0	0	0	0
ENSMUSG00000094206	Vmn1r25	0	0	0	0	0	0
ENSMUSG00000094208	Vmn1r130	0	0	0	0	0	0
ENSMUSG00000094211	Gm21789	0	0	0	0	0	0
ENSMUSG00000094219	Calhm3	0	0	0	0	0	0
ENSMUSG00000094221	Vmn1r124	0	0	0	0	0	0
ENSMUSG00000094227	Gm21767	0	0	0	0	0	0
ENSMUSG00000094228	Gm4303	0	0	0	0	0	0
ENSMUSG00000094230	Gm21847	0	0	0	0	0	0
ENSMUSG00000094237	AF067063	0	0	0	0	0	0
ENSMUSG00000094248	Hist1h2ao	2046	3792	2054	3518	1726	2502
ENSMUSG00000094252	Gm17469	0	0	0	0	0	0
ENSMUSG00000094254	Olfr969	0	0	0	0	0	0
ENSMUSG00000094258	Gm8159	0	4	4	1	1	2
ENSMUSG00000094262	Igkv4-62	0	0	0	0	0	0
ENSMUSG00000094266	Olfr340	0	0	0	0	0	0
ENSMUSG00000094269	Olfr951	0	0	0	0	0	0
ENSMUSG00000094271	Gm13290	1	2	0	0	0	0
ENSMUSG00000094273	Gm10922	0	0	0	0	0	0
ENSMUSG00000094277	Gm21726	0	0	0	0	0	0
ENSMUSG00000094282	Cfap73	4	5	5	2	5	2
ENSMUSG00000094284	Vmn1r112	0	0	0	0	0	0
ENSMUSG00000094285	Olfr743	0	0	0	0	0	0
ENSMUSG00000094291	Vmn1r28	0	0	0	0	0	0
ENSMUSG00000094293	Gm3893	27	26	21	14	15	12
ENSMUSG00000094294	Gm20909	0	0	0	0	0	0
ENSMUSG00000094295	Olfr819	0	0	0	1	0	0
ENSMUSG00000094296	Gm21798	13	18	30	25	16	11
ENSMUSG00000094298	Gm6164	0	0	0	0	0	0
ENSMUSG00000094305	Scgb2b20	0	0	0	0	0	0
ENSMUSG00000094307	Gm14347	0	0	0	0	0	0
ENSMUSG00000094309	Gmcl1l	0	0	0	0	0	0
ENSMUSG00000094311	Rfpl4b	0	0	0	0	0	0
ENSMUSG00000094313	Vmn1r61	0	0	0	0	0	0
ENSMUSG00000094314	Gm4301	0	0	0	0	0	0
ENSMUSG00000094319	Igkv4-54	0	0	0	0	0	0
ENSMUSG00000094325	Gm20831	0	0	0	0	0	0
ENSMUSG00000094328	Gm9125	0	0	0	0	0	0
ENSMUSG00000094336	Gm13693	16	12	23	17	24	19
ENSMUSG00000094338	Hist1h2bl	22	14	28	14	8	18
ENSMUSG00000094346	Gm21746	0	0	0	0	0	0
ENSMUSG00000094347	Olfr784	0	0	0	0	0	0
ENSMUSG00000094349	Gm8082	0	0	0	0	0	0
ENSMUSG00000094351	Gm21883	0	0	0	0	0	0
ENSMUSG00000094352	Gm2777	0	0	0	0	0	0
ENSMUSG00000094353	Olfr150	0	0	0	0	0	0
ENSMUSG00000094354	Gm21882	0	0	0	0	0	0
ENSMUSG00000094361	Gm21657	0	0	0	0	0	0
ENSMUSG00000094362	Gm21002	0	0	0	0	0	0
ENSMUSG00000094370	Gm3373	48	35	43	40	34	36
ENSMUSG00000094374	Gm5435	41	62	59	52	49	48
ENSMUSG00000094378	Gm15097	0	0	0	1	0	0
ENSMUSG00000094379	Vmn1r202	0	0	0	0	0	0
ENSMUSG00000094380	Olfr904	0	0	0	0	0	0
ENSMUSG00000094385	Vmn1r123	0	0	0	0	0	0
ENSMUSG00000094391	Gm21447	0	0	0	0	0	0
ENSMUSG00000094396	Vmn2r124	0	0	0	3	0	0
ENSMUSG00000094399	Gm21477	0	0	0	0	0	0
ENSMUSG00000094404	Gm21776	0	0	0	0	0	0
ENSMUSG00000094410	Gm38394	722	809	767	845	726	796
ENSMUSG00000094421	Gm20946	0	0	0	0	0	0
ENSMUSG00000094422	Olfr205	0	0	0	2	0	0
ENSMUSG00000094426	Olfr478	0	0	0	0	0	0
ENSMUSG00000094429	Gm19965	0	0	0	0	0	0
ENSMUSG00000094430	Gm933	0	0	0	0	0	0
ENSMUSG00000094437	Gm9830	227	202	192	222	236	226
ENSMUSG00000094441	Zfp955a	418	583	598	467	388	390
ENSMUSG00000094443	Sgol2b	11	12	19	8	9	10
ENSMUSG00000094445	1700015G11Rik	0	2	0	0	0	0
ENSMUSG00000094447	9430069I07Rik	0	0	0	0	0	0
ENSMUSG00000094449	Olfr972	0	0	0	0	0	0
ENSMUSG00000094460	Gm21560	3	2	6	3	2	1
ENSMUSG00000094461	Olfr883	0	0	0	0	0	0
ENSMUSG00000094462	Gm21028	0	0	0	0	0	0
ENSMUSG00000094464	Olfr339	0	0	0	0	0	0
ENSMUSG00000094472	Gm21897	2935	4753	4197	4512	3995	3292
ENSMUSG00000094475	Gm11007	42	48	44	46	47	47
ENSMUSG00000094483	Purb	3339	3371	3517	2707	3377	2950
ENSMUSG00000094484	Gm21244	0	0	0	0	0	0
ENSMUSG00000094487	Gm21958	5	2	5	1	4	1
ENSMUSG00000094488	Olfr393	0	0	0	0	0	0
ENSMUSG00000094493	Olfr700	0	0	0	0	0	0
ENSMUSG00000094496	Olfr792	0	0	0	0	0	0
ENSMUSG00000094499	Vmn2r-ps104	0	0	0	0	0	0
ENSMUSG00000094500	Smim18	418	324	418	445	369	431
ENSMUSG00000094504	Gm5294	2	0	1	0	0	1
ENSMUSG00000094507	Gm21913	0	0	0	0	0	0
ENSMUSG00000094511	Gm21693	0	0	0	0	0	0
ENSMUSG00000094520	Olfr635	0	0	0	0	0	0
ENSMUSG00000094531	Olfr671	0	0	0	0	0	0
ENSMUSG00000094532	Gm4216	0	0	0	0	0	0
ENSMUSG00000094535	Olfr850	0	0	0	0	0	0
ENSMUSG00000094539	Olfr191	0	0	0	0	0	0
ENSMUSG00000094542	Vmn1r149	0	0	0	0	0	0
ENSMUSG00000094543	Gm8212	0	0	0	0	0	0
ENSMUSG00000094545	Vmn1r101	0	0	0	0	0	0
ENSMUSG00000094553	Vmn1r50	0	0	0	0	0	0
ENSMUSG00000094556	Gm20821	0	0	0	0	0	0
ENSMUSG00000094558	Gm14346	0	0	0	0	0	0
ENSMUSG00000094559	Cyp2d34	0	0	0	0	0	0
ENSMUSG00000094560	A430089I19Rik	0	0	0	0	0	0
ENSMUSG00000094564	Gm21870	0	0	0	0	0	0
ENSMUSG00000094570	Gm20931	0	0	0	0	0	0
ENSMUSG00000094575	Gm20738	0	0	0	0	0	0
ENSMUSG00000094577	4921511M17Rik	0	0	0	0	0	0
ENSMUSG00000094578	Gm3187	6	0	4	1	3	3
ENSMUSG00000094584	Ms4a18	0	0	0	0	0	0
ENSMUSG00000094586	Vmn1r41	0	0	0	0	0	0
ENSMUSG00000094588	Olfr898	0	0	0	0	0	0
ENSMUSG00000094589	Vmn1r118	0	0	0	0	0	0
ENSMUSG00000094590	Gm10251	2	0	5	3	1	3
ENSMUSG00000094592	Gm15140	0	0	0	0	0	0
ENSMUSG00000094595	Fsbp	77	85	109	110	142	72
