id	sym	matr3_yfp_1	matr3_yfp_2	matr3_yfp_3	matr3_f115c_1	matr3_f115c_2	matr3_f115c_3
ENSG00000236269	ENO1-IT1	14	43	27	24	41	26
ENSG00000236279	CLEC2L	1	0	0	0	1	0
ENSG00000236287	ZBED5	1444	1977	1703	1774	1956	1839
ENSG00000236290	EEF1GP7	1	1	0	0	0	0
ENSG00000236292	na	1	0	0	0	2	0
ENSG00000236295	na	0	0	0	0	0	2
ENSG00000236297	na	0	0	3	0	0	0
ENSG00000236299	na	1	0	0	0	0	0
ENSG00000236304	na	0	0	0	0	0	2
ENSG00000236305	na	1	3	3	2	5	1
ENSG00000236307	EEF1E1P1	5	2	3	3	7	2
ENSG00000236308	na	3	13	16	8	7	14
ENSG00000236311	TLX1NB	0	3	0	0	0	0
ENSG00000236312	RPL34P34	0	1	0	1	0	0
ENSG00000236313	VN1R53P	0	1	0	0	1	2
ENSG00000236317	na	0	0	4	0	0	0
ENSG00000236318	na	3	9	10	7	7	5
ENSG00000236319	na	0	1	0	0	0	0
ENSG00000236320	SLFN14	2	1	0	0	1	0
ENSG00000236325	na	0	0	0	0	1	0
ENSG00000236332	na	1	0	0	0	0	0
ENSG00000236333	TRHDE-AS1	46	59	43	49	60	58
ENSG00000236334	PPIAL4G	1	1	1	0	0	0
ENSG00000236337	FMR1-IT1	3	16	10	4	5	15
ENSG00000236340	na	0	0	0	0	0	1
ENSG00000236343	EI24P4	0	1	0	0	0	0
ENSG00000236345	na	98	92	125	81	69	80
ENSG00000236348	PSMC1P10	0	0	0	0	3	0
ENSG00000236349	SUCLG2P2	7	5	3	8	6	7
ENSG00000236352	na	0	1	0	0	0	0
ENSG00000236357	EI24P1	0	0	0	0	2	0
ENSG00000236359	OR51B8P	2	5	2	1	0	4
ENSG00000236364	na	6	11	16	5	13	14
ENSG00000236366	na	0	0	0	0	1	1
ENSG00000236375	POU5F1P5	0	7	4	2	2	7
ENSG00000236377	na	0	0	0	0	1	0
ENSG00000236378	na	0	0	0	1	0	0
ENSG00000236383	LINC00854	18	82	50	26	42	70
ENSG00000236384	LINC00479	0	2	2	0	1	1
ENSG00000236386	na	0	1	0	0	0	0
ENSG00000236389	na	0	0	0	0	1	0
ENSG00000236390	na	0	0	1	0	1	0
ENSG00000236391	na	0	0	1	1	0	0
ENSG00000236393	na	2	2	2	1	2	5
ENSG00000236397	DDX11L2	18	29	37	27	20	27
ENSG00000236398	TAS2R39	1	0	0	0	0	1
ENSG00000236404	VLDLR-AS1	32	32	18	19	20	25
ENSG00000236407	HMGB1P18	0	0	0	0	1	0
ENSG00000236409	NRADDP	0	3	3	1	1	2
ENSG00000236411	NDUFAF4P3	0	1	0	0	0	0
ENSG00000236412	na	0	0	0	0	0	1
ENSG00000236414	na	0	0	2	1	0	0
ENSG00000236417	CTSLP1	0	3	4	0	0	2
ENSG00000236423	LINC01134	23	16	33	23	23	26
ENSG00000236424	TSPY10	1	2	8	0	0	0
ENSG00000236425	na	0	0	2	0	0	1
ENSG00000236426	na	1	3	0	0	3	0
ENSG00000236427	na	1	1	0	0	0	2
ENSG00000236430	KRT8P29	1	1	0	0	0	0
ENSG00000236431	na	7	12	13	13	14	11
ENSG00000236432	na	15	17	23	19	18	20
ENSG00000236434	na	0	0	3	0	2	1
ENSG00000236438	FAM157A	8	31	19	18	18	17
ENSG00000236439	na	86	81	80	99	97	97
ENSG00000236440	na	0	0	1	0	0	0
ENSG00000236444	UBE2L5P	1	2	0	1	0	1
ENSG00000236449	na	4	5	3	4	4	2
ENSG00000236450	na	1	0	0	0	0	0
ENSG00000236451	na	2	0	0	0	0	1
ENSG00000236452	na	0	0	0	0	0	1
ENSG00000236453	na	96	65	49	57	75	52
ENSG00000236456	na	1	0	1	0	0	1
ENSG00000236463	LINC00427	0	2	1	0	1	0
ENSG00000236467	KCNMA1-AS1	3	4	13	2	3	9
ENSG00000236468	na	0	0	1	0	0	0
ENSG00000236471	na	0	0	0	2	0	0
ENSG00000236472	na	1	1	1	0	0	5
ENSG00000236474	GCNT1P1	1	0	0	0	0	1
ENSG00000236478	na	0	0	1	0	3	0
ENSG00000236481	na	0	0	0	1	0	0
ENSG00000236483	na	0	1	0	0	1	0
ENSG00000236484	RRM2P2	0	0	2	0	0	0
ENSG00000236489	na	2	1	0	2	0	1
ENSG00000236491	na	0	0	0	1	0	0
ENSG00000236493	EIF2S2P3	0	0	1	0	0	0
ENSG00000236494	na	0	0	1	0	1	1
ENSG00000236497	na	1	0	0	0	0	0
ENSG00000236498	na	8	9	9	2	10	10
ENSG00000236499	LINC00896	5	3	4	11	4	3
ENSG00000236501	na	0	2	0	2	0	1
ENSG00000236504	na	1	0	1	0	0	0
ENSG00000236508	ATP13A5-AS1	1	0	0	0	1	1
ENSG00000236509	RPL21P133	0	1	1	0	0	0
ENSG00000236510	na	0	0	0	0	2	1
ENSG00000236512	na	0	1	0	0	0	1
ENSG00000236513	na	4	2	2	6	4	4
ENSG00000236514	na	3	0	0	2	3	1
ENSG00000236516	KLF2P4	2	5	2	3	3	0
ENSG00000236519	LINC01424	12	25	40	19	21	19
ENSG00000236525	na	0	0	4	0	1	0
ENSG00000236526	na	1	4	7	1	7	2
ENSG00000236527	ARF4P2	0	6	4	2	2	5
ENSG00000236528	na	1	3	1	0	3	1
ENSG00000236529	na	0	1	2	0	3	4
ENSG00000236530	na	0	1	0	0	0	1
ENSG00000236531	na	0	0	0	0	1	0
ENSG00000236532	na	2	0	0	0	0	0
ENSG00000236535	RC3H1-IT1	0	0	0	0	1	1
ENSG00000236536	na	2	3	6	3	5	4
ENSG00000236539	HNRNPA1P54	0	3	0	1	1	2
ENSG00000236540	na	33	58	52	36	34	45
ENSG00000236542	MED28P7	0	2	3	0	0	0
ENSG00000236544	na	0	0	0	0	0	1
ENSG00000236545	na	1	2	1	2	0	1
ENSG00000236548	RNF217-AS1	8	11	6	10	9	18
ENSG00000236549	na	0	0	1	1	1	0
ENSG00000236552	RPL13AP5	1425	1081	1171	1166	1115	1016
ENSG00000236559	na	1	2	1	1	7	2
ENSG00000236562	na	9	6	6	12	3	8
ENSG00000236565	HNRNPA3P5	31	23	21	23	26	29
ENSG00000236567	TCF3P1	6	8	6	8	8	13
ENSG00000236576	na	0	0	2	0	0	1
ENSG00000236577	SNRPGP14	5	10	8	0	8	8
ENSG00000236581	STARD13-AS	24	26	28	28	24	20
ENSG00000236582	PRPF38AP2	1	1	0	0	0	0
ENSG00000236583	na	1	0	0	0	0	0
ENSG00000236591	na	0	3	1	1	0	2
ENSG00000236592	S100A11P2	1	0	0	0	1	0
ENSG00000236603	na	28	24	25	39	21	26
ENSG00000236609	ZNF853	443	340	234	353	471	323
ENSG00000236611	na	0	1	0	0	0	0
ENSG00000236616	BAK1P2	0	1	0	0	0	0
ENSG00000236617	na	1	1	5	0	3	0
ENSG00000236618	PITPNA-AS1	83	76	78	99	91	79
ENSG00000236637	IFNA4	0	0	1	1	0	1
ENSG00000236641	na	7	1	0	6	1	2
ENSG00000236643	na	0	2	1	0	1	0
ENSG00000236648	na	1	0	0	0	0	1
ENSG00000236651	DLX2-AS1	5	4	7	4	3	4
ENSG00000236653	na	0	0	3	0	0	0
ENSG00000236654	na	0	0	0	4	0	1
ENSG00000236655	na	5	8	9	4	8	10
ENSG00000236658	na	0	1	3	2	1	4
ENSG00000236662	na	0	1	0	0	1	1
ENSG00000236665	na	0	0	0	3	0	0
ENSG00000236668	na	0	1	0	0	0	0
ENSG00000236670	KRT18P5	3	2	15	4	2	4
ENSG00000236671	PRKG1-AS1	0	4	4	6	2	2
ENSG00000236673	na	1	8	11	1	9	7
ENSG00000236675	MTX1P1	30	36	31	36	35	32
ENSG00000236677	na	0	1	1	0	0	0
ENSG00000236682	na	16	8	12	7	19	13
ENSG00000236683	HMGA1P1	0	0	1	0	0	1
ENSG00000236686	BZW1P1	0	0	0	1	0	0
ENSG00000236692	na	0	0	0	0	0	1
ENSG00000236698	EIF1AXP1	114	101	123	95	103	90
ENSG00000236699	ARHGEF38	3	4	9	1	1	6
ENSG00000236708	na	4	0	2	5	2	3
ENSG00000236710	na	1	6	1	0	3	0
ENSG00000236711	SMAD9-IT1	0	3	0	3	0	3
ENSG00000236712	na	0	0	3	5	1	2
ENSG00000236713	na	0	0	0	0	0	1
ENSG00000236718	RBMY2QP	170	180	228	187	141	183
ENSG00000236719	OVAAL	1	0	0	0	3	2
ENSG00000236723	na	1	4	3	2	6	6
ENSG00000236724	na	0	2	0	0	0	0
ENSG00000236732	na	0	1	0	1	0	0
ENSG00000236739	CLIC4P1	13	9	12	15	13	14
ENSG00000236740	na	1	1	0	0	1	1
ENSG00000236745	YRDCP2	0	0	1	0	0	1
ENSG00000236751	LINC01186	6	21	21	21	12	14
ENSG00000236753	MKLN1-AS	42	44	44	44	46	47
ENSG00000236754	na	0	1	3	1	0	1
ENSG00000236756	DNAJC9-AS1	1	2	5	0	0	1
ENSG00000236758	MTUS2-AS2	0	1	0	0	0	0
ENSG00000236760	na	0	1	0	0	0	0
ENSG00000236761	CTAGE9	0	1	0	0	0	2
ENSG00000236764	COX7A2P2	1	0	0	0	0	0
ENSG00000236770	na	0	0	0	0	0	1
ENSG00000236772	na	3	8	4	3	4	9
ENSG00000236775	na	0	0	1	0	0	0
ENSG00000236776	RPL21P23	0	1	0	0	0	0
ENSG00000236778	INTS6-AS1	16	10	10	24	8	30
ENSG00000236779	na	0	0	0	3	4	0
ENSG00000236780	na	0	1	0	1	2	0
ENSG00000236782	na	9	14	15	16	8	12
ENSG00000236787	na	0	0	1	0	0	0
ENSG00000236790	LINC00299	1	1	2	1	0	2
ENSG00000236792	na	1	0	0	0	0	1
ENSG00000236794	BCRP8	0	0	0	0	1	0
ENSG00000236795	na	0	2	0	1	0	0
ENSG00000236796	na	0	0	7	0	3	1
ENSG00000236797	SPA17P1	0	2	4	0	0	0
ENSG00000236799	na	0	1	6	0	2	3
ENSG00000236801	RPL24P8	0	1	0	0	0	0
ENSG00000236806	RPL7AP15	0	0	0	0	0	1
ENSG00000236807	na	0	0	0	0	2	0
ENSG00000236809	SNX25P1	1	1	6	3	3	0
ENSG00000236810	TCEB3-AS1	11	12	13	13	16	12
ENSG00000236811	GAPDHP2	1	1	0	1	3	3
ENSG00000236814	na	58	50	35	58	43	36
ENSG00000236816	ANKRD20A7P	142	226	197	198	187	210
ENSG00000236819	LINC01563	1	0	0	0	0	0
ENSG00000236823	na	0	0	0	0	1	0
ENSG00000236824	BCYRN1	2	2	7	5	5	11
ENSG00000236829	na	21	11	6	14	16	12
ENSG00000236830	CBR3-AS1	31	29	25	39	37	40
ENSG00000236833	na	3	6	3	1	1	1
ENSG00000236838	na	0	0	1	0	0	0
ENSG00000236839	na	0	0	2	0	0	0
ENSG00000236841	na	0	3	17	4	3	3
ENSG00000236844	na	4	2	2	3	3	3
ENSG00000236846	na	0	0	0	0	0	1
ENSG00000236848	RPL23AP95	2	1	1	2	1	0
ENSG00000236850	BMS1P20	8	6	5	9	4	3
ENSG00000236857	RAP1BP1	1	0	1	3	0	1
ENSG00000236859	NIFK-AS1	125	121	116	110	127	128
ENSG00000236861	na	6	5	9	3	10	8
ENSG00000236866	na	0	0	1	1	0	0
ENSG00000236867	na	0	0	1	0	0	2
ENSG00000236869	na	2	3	10	4	7	6
ENSG00000236875	DDX11L5	0	0	0	2	0	0
ENSG00000236878	na	0	4	0	0	0	0
ENSG00000236880	na	0	0	0	0	0	1
ENSG00000236882	LINC01554	12	21	14	18	30	20
ENSG00000236885	na	1	0	0	0	0	0
ENSG00000236886	na	0	1	0	0	0	1
ENSG00000236890	na	0	1	0	1	0	1
ENSG00000236896	na	2	2	1	4	1	5
ENSG00000236900	TIMM9P1	0	0	0	0	1	0
ENSG00000236901	MIR600HG	12	52	46	19	42	29
ENSG00000236905	na	0	0	0	1	0	0
ENSG00000236908	na	6	4	6	4	8	4
ENSG00000236914	na	3	3	2	1	7	1
ENSG00000236915	na	0	0	0	0	1	0
ENSG00000236928	na	0	1	2	0	1	1
ENSG00000236932	CEACAMP8	0	0	0	0	1	0
ENSG00000236933	na	5	2	0	2	4	1
ENSG00000236935	na	0	3	6	0	0	0
ENSG00000236936	na	2	0	0	1	5	6
ENSG00000236938	na	2	2	2	1	4	1
ENSG00000236939	BAALC-AS2	0	2	0	0	0	0
ENSG00000236940	na	0	1	0	0	0	0
ENSG00000236942	na	0	1	3	2	6	4
ENSG00000236943	na	168	118	118	120	142	121
ENSG00000236944	CCDC58P2	0	1	0	0	0	0
ENSG00000236947	na	2	6	2	4	8	5
ENSG00000236953	ZDHHC20-IT1	0	2	3	1	0	0
ENSG00000236956	NF1P8	4	11	2	5	3	12
ENSG00000236963	LINC01141	0	0	1	0	0	1
ENSG00000236965	OR52N3P	1	0	1	1	3	1
ENSG00000236969	GGT8P	3	10	17	11	4	14
ENSG00000236977	ANKRD44-IT1	0	0	0	3	0	1
ENSG00000236978	na	0	0	0	0	0	1
ENSG00000236985	na	18	16	11	14	10	15
ENSG00000236986	na	1	3	2	1	2	4
ENSG00000236990	na	2	1	0	1	1	0
ENSG00000236991	EDRF1-AS1	2	12	9	9	13	16
ENSG00000236992	na	1	1	0	0	0	2
ENSG00000236998	na	0	2	1	1	0	1
ENSG00000237001	WASF3-AS1	0	0	2	0	0	1
ENSG00000237003	na	0	0	0	1	0	2
ENSG00000237004	ZNRF2P1	38	49	55	53	43	46
ENSG00000237009	GLIS3-AS1	2	0	0	1	0	0
ENSG00000237013	na	1	2	0	0	0	0
ENSG00000237014	na	0	0	0	0	0	1
ENSG00000237015	na	11	15	24	4	10	16
ENSG00000237017	na	16	33	47	23	22	33
ENSG00000237021	na	6	2	1	6	10	10
ENSG00000237023	USP9YP3	0	1	0	0	0	0
ENSG00000237025	na	0	0	0	2	1	0
ENSG00000237026	na	0	0	0	0	1	0
ENSG00000237027	na	0	0	0	1	0	0
ENSG00000237036	ZEB1-AS1	112	99	89	96	127	86
ENSG00000237037	NDUFA6-AS1	38	53	33	35	33	38
ENSG00000237039	na	3	3	1	2	5	1
ENSG00000237053	FUCA1P1	0	1	0	0	1	0
ENSG00000237054	PRMT5-AS1	5	6	16	7	6	12
ENSG00000237055	na	0	1	2	0	1	1
ENSG00000237061	na	0	0	0	0	0	1
ENSG00000237063	na	0	1	0	0	0	0
ENSG00000237065	NANOGP4	0	2	0	0	0	0
ENSG00000237068	RPL5P2	0	0	1	0	0	0
ENSG00000237069	TTTY23B	0	0	0	0	1	0
ENSG00000237070	na	0	0	0	0	1	0
ENSG00000237073	na	2	1	4	2	1	2
ENSG00000237074	na	1	0	1	0	0	0
ENSG00000237075	na	0	0	0	1	0	0
ENSG00000237077	na	0	0	0	1	0	1
ENSG00000237080	EHMT2-AS1	0	1	1	0	2	2
ENSG00000237082	COX5BP6	2	0	0	0	2	2
ENSG00000237090	na	0	0	8	6	1	1
ENSG00000237094	na	49	125	115	63	113	85
ENSG00000237101	na	1	0	2	3	2	0
ENSG00000237109	RPL21P111	0	0	0	0	1	0
ENSG00000237110	TAAR9	0	0	0	0	0	1
ENSG00000237115	na	1	6	2	5	7	5
ENSG00000237118	CYP2F2P	19	35	36	20	26	17
ENSG00000237119	LINC01056	0	0	0	0	1	0
ENSG00000237125	HAND2-AS1	3	3	8	3	0	2
ENSG00000237126	na	9	11	13	12	6	12
ENSG00000237132	na	0	0	0	0	0	1
ENSG00000237133	na	0	0	0	2	0	2
ENSG00000237135	DDX10P1	1	1	5	3	4	2
ENSG00000237136	C4orf51	0	0	0	1	0	0
ENSG00000237137	na	0	2	0	0	0	0
ENSG00000237139	na	0	1	0	1	0	0
ENSG00000237141	DNAJC19P1	0	0	0	1	0	2
ENSG00000237149	ZNF503-AS2	72	67	60	88	73	54
ENSG00000237152	DLEU7-AS1	0	0	0	1	0	0
ENSG00000237154	MCFD2P1	0	0	0	2	0	0
ENSG00000237159	CNTFR-AS1	0	0	1	0	0	0
ENSG00000237161	na	1	3	2	3	0	3
ENSG00000237162	na	0	0	1	0	0	0
ENSG00000237166	na	0	1	0	1	2	0
ENSG00000237168	na	0	2	0	0	0	2
ENSG00000237169	na	1	0	0	0	0	0
ENSG00000237170	RPS7P15	0	1	2	0	0	0
ENSG00000237172	B3GNT9	929	881	575	923	1083	884
ENSG00000237174	na	0	0	1	0	1	0
ENSG00000237176	na	0	2	0	0	0	1
ENSG00000237178	na	0	0	0	0	2	0
ENSG00000237181	na	36	32	30	23	36	28
ENSG00000237187	NR2F1-AS1	138	115	63	103	122	94
ENSG00000237188	na	62	41	32	36	49	47
ENSG00000237190	CDKN2AIPNL	848	641	650	789	734	633
ENSG00000237194	SNAI1P1	0	0	0	0	0	1
ENSG00000237198	na	1	1	0	4	4	2
ENSG00000237200	ZBTB40-IT1	1	14	7	7	4	6
ENSG00000237206	IMPDH1P4	0	2	3	0	5	1
ENSG00000237207	RBM17P3	0	0	0	0	0	1
ENSG00000237210	na	0	0	6	0	0	0
ENSG00000237211	SETP4	0	1	2	0	0	0
ENSG00000237212	na	0	0	1	1	5	1
ENSG00000237214	na	18	3	10	13	7	8
ENSG00000237217	na	1	2	1	2	1	2
ENSG00000237220	na	1	4	1	3	2	2
ENSG00000237222	na	0	1	0	0	1	0
ENSG00000237223	SULT1C2P1	0	1	1	0	0	0
ENSG00000237225	OR13K1P	0	0	0	0	0	1
ENSG00000237232	ZNF295-AS1	17	24	22	13	20	14
ENSG00000237234	na	3	4	5	0	0	3
ENSG00000237238	BMS1P10	45	53	76	62	53	52
ENSG00000237243	na	0	0	1	0	0	0
ENSG00000237248	LINC00987	2	5	3	6	4	2
ENSG00000237250	na	5	0	2	0	4	0
ENSG00000237252	na	0	1	0	1	0	0
ENSG00000237253	na	0	1	0	0	0	0
ENSG00000237254	TRBV30	0	0	0	1	0	0
ENSG00000237257	MTND2P8	0	0	0	0	0	2
ENSG00000237262	na	0	0	2	0	0	0
ENSG00000237263	MAPK6PS3	1	2	0	0	2	0
ENSG00000237264	FTH1P11	429	318	220	266	319	227
ENSG00000237265	na	0	1	0	0	1	0
ENSG00000237268	na	19	43	43	47	38	39
ENSG00000237271	na	2	6	3	8	2	3
ENSG00000237272	OR51R1P	0	0	0	0	1	1
ENSG00000237273	RSL24D1P8	4	6	6	4	1	2
ENSG00000237276	ANO7P1	33	34	21	27	22	25
ENSG00000237279	na	2	0	0	0	0	0
ENSG00000237280	na	0	0	1	0	1	0
ENSG00000237281	CATIP-AS2	0	0	0	0	1	0
ENSG00000237283	na	1	0	0	0	0	0
ENSG00000237286	na	0	0	0	1	0	0
ENSG00000237289	CKMT1B	9	10	13	6	11	6
ENSG00000237290	LINC01343	0	0	0	2	0	0
ENSG00000237291	na	2	10	4	3	10	8
ENSG00000237292	na	1	0	0	3	1	0
ENSG00000237296	SMG1P1	35	35	47	57	34	51
ENSG00000237298	TTN-AS1	0	2	0	0	6	1
ENSG00000237301	na	0	3	3	8	3	3
ENSG00000237303	HIGD1AP8	0	1	0	0	0	1
ENSG00000237307	SRRM1P3	0	0	1	2	2	0
ENSG00000237310	na	78	40	64	81	65	71
ENSG00000237316	na	0	0	1	0	0	0
ENSG00000237317	na	0	0	0	0	0	1
ENSG00000237319	na	1	1	0	0	0	0
ENSG00000237328	RAI1-AS1	0	1	2	0	2	1
ENSG00000237329	na	0	1	0	0	0	0
ENSG00000237330	RNF223	4	9	19	13	13	14
ENSG00000237331	XIAP-AS1	0	0	0	0	0	1
ENSG00000237346	na	0	0	0	0	3	1
ENSG00000237350	CDC42P6	4	5	4	1	6	4
ENSG00000237351	na	0	2	5	0	3	1
ENSG00000237352	na	23	22	27	12	21	13
ENSG00000237356	na	8	3	4	1	6	2
ENSG00000237357	na	28	16	28	31	19	19
ENSG00000237358	na	0	0	1	0	0	0
ENSG00000237371	na	0	1	0	0	0	0
ENSG00000237379	CBX1P3	2	0	0	0	0	0
ENSG00000237380	HOXD-AS2	54	60	32	62	42	46
ENSG00000237382	RPL21P121	0	3	5	1	0	2
ENSG00000237398	na	0	0	0	0	0	1
ENSG00000237399	PITRM1-AS1	20	43	62	25	32	38
ENSG00000237402	CAMTA1-IT1	0	0	0	0	0	1
ENSG00000237406	NDUFA9P1	1	1	2	0	1	0
ENSG00000237407	na	0	0	0	3	0	0
ENSG00000237409	na	0	0	0	0	0	1
ENSG00000237410	na	0	1	0	0	0	1
ENSG00000237412	PRSS56	0	1	0	0	1	0
ENSG00000237413	na	2	4	4	3	5	4
ENSG00000237414	na	1	0	0	0	4	0
ENSG00000237415	NRBF2P3	0	0	2	1	0	0
ENSG00000237417	XRCC6P1	30	61	72	93	59	69
ENSG00000237418	na	3	2	0	1	0	3
ENSG00000237419	na	0	0	0	0	0	1
ENSG00000237422	na	0	0	0	0	1	0
ENSG00000237424	FOXD2-AS1	91	147	121	116	122	123
ENSG00000237429	na	0	0	0	0	1	1
ENSG00000237433	na	0	0	2	0	1	1
ENSG00000237436	na	16	15	9	14	7	10
ENSG00000237437	ASS1P12	21	18	14	20	12	21
ENSG00000237438	CECR7	141	155	161	135	143	126
ENSG00000237439	na	0	0	0	1	0	0
ENSG00000237440	ZNF737	8	18	16	15	16	13
ENSG00000237441	na	1141	1286	879	1055	1392	1170
ENSG00000237442	HNRNPA1P57	0	0	0	0	1	0
ENSG00000237451	CDK2AP2P2	1	0	1	0	1	0
ENSG00000237452	BHMG1	0	2	0	1	0	0
ENSG00000237457	LINC01351	0	3	1	2	1	4
ENSG00000237461	na	0	2	0	2	3	2
ENSG00000237466	na	0	0	0	0	1	0
ENSG00000237471	na	5	6	4	4	6	7
ENSG00000237476	na	1	1	2	3	0	0
ENSG00000237480	na	0	3	4	2	0	0
ENSG00000237481	na	0	1	0	0	1	0
ENSG00000237483	na	0	0	2	0	0	0
ENSG00000237484	na	189	197	159	149	208	160
ENSG00000237489	LINC00959	12	9	7	4	11	11
ENSG00000237491	na	42	85	56	63	75	64
ENSG00000237493	na	11	16	5	12	9	7
ENSG00000237499	na	41	58	44	41	74	53
ENSG00000237501	na	1	0	0	4	0	0
ENSG00000237502	na	0	1	0	1	1	1
ENSG00000237505	PKN2-AS1	9	3	7	5	9	4
ENSG00000237506	RPSAP15	142	117	151	129	151	128
ENSG00000237512	UNC5B-AS1	8	5	5	22	10	13
ENSG00000237513	na	1	0	0	1	1	1
ENSG00000237515	SHISA9	107	136	172	106	91	107
ENSG00000237517	DGCR5	47	55	55	39	50	44
ENSG00000237522	NONOP2	17	27	32	12	22	24
ENSG00000237523	LINC00857	47	38	46	51	42	42
ENSG00000237525	na	2	1	0	1	0	2
ENSG00000237527	na	0	0	0	0	1	0
ENSG00000237529	na	1	3	0	2	2	4
ENSG00000237540	na	0	0	0	0	0	1
ENSG00000237541	na	0	0	1	0	0	0
ENSG00000237543	na	6	1	9	3	1	4
ENSG00000237548	TTLL11-IT1	1	0	2	1	0	1
ENSG00000237550	UBE2Q2P6	118	29	25	28	15	23
ENSG00000237557	YWHABP1	0	0	2	0	0	0
ENSG00000237560	LINC01497	0	1	0	0	0	0
ENSG00000237565	SSU72P5	0	0	1	0	0	0
ENSG00000237571	na	0	0	1	0	0	0
ENSG00000237574	na	0	0	2	0	1	0
ENSG00000237575	PYY2	2	5	2	4	3	4
ENSG00000237579	LINC01514	0	4	3	3	1	3
ENSG00000237585	LINC00407	0	0	0	1	0	0
ENSG00000237586	na	3	7	2	5	2	4
ENSG00000237587	na	1	3	2	0	3	1
ENSG00000237588	na	0	0	0	0	1	0
ENSG00000237590	na	0	1	0	0	0	2
ENSG00000237592	IGKV1OR10-1	0	1	0	2	4	0
ENSG00000237594	na	11	10	13	8	9	18
ENSG00000237595	na	1	4	7	5	4	4
ENSG00000237596	na	47	84	60	32	54	58
ENSG00000237604	na	16	19	5	1	21	5
ENSG00000237605	na	3	1	2	1	1	1
ENSG00000237609	na	2	1	2	0	0	2
ENSG00000237622	TCEB1P18	0	0	1	1	0	1
ENSG00000237624	OXCT2P1	2	1	0	0	0	0
ENSG00000237631	na	0	0	1	0	0	1
ENSG00000237636	ANKRD26P3	0	0	0	0	1	0
ENSG00000237637	FRY-AS1	0	0	1	2	2	0
ENSG00000237639	na	3	6	6	4	14	7
ENSG00000237640	na	0	0	0	1	1	0
ENSG00000237641	na	3	6	3	2	1	4
ENSG00000237643	na	0	0	0	1	1	0
ENSG00000237645	na	0	0	0	0	0	1
ENSG00000237646	HLCS-IT1	2	1	1	0	0	1
ENSG00000237649	na	898	876	743	1070	1058	789
ENSG00000237651	C2orf74	20	25	21	20	26	30
ENSG00000237655	na	0	0	0	1	0	0
ENSG00000237664	LINC00316	0	1	0	3	0	1
ENSG00000237666	na	0	0	0	0	0	1
ENSG00000237669	na	9	6	9	16	12	11
ENSG00000237672	KRR1P1	0	2	0	1	0	2
ENSG00000237675	TEX36-AS1	0	0	1	0	0	0
ENSG00000237677	na	0	0	1	0	0	0
ENSG00000237679	VDAC1P11	1	1	1	0	0	1
ENSG00000237682	na	3	3	3	0	2	3
ENSG00000237683	na	20	36	39	18	46	29
ENSG00000237685	na	1	1	5	5	0	1
ENSG00000237686	na	279	240	273	364	292	293
ENSG00000237689	na	0	1	1	3	0	0
ENSG00000237693	IRGM	4	7	8	5	6	5
ENSG00000237699	na	0	1	0	0	0	0
ENSG00000237709	EEF1A1P28	0	0	0	0	1	0
ENSG00000237711	na	0	1	3	2	2	3
ENSG00000237714	P4HA2-AS1	1	0	0	1	1	2
ENSG00000237716	na	0	0	0	0	0	1
ENSG00000237718	na	0	7	3	2	7	5
ENSG00000237719	na	1	3	10	5	6	3
ENSG00000237721	na	0	1	1	0	0	2
ENSG00000237731	RNGTTP1	1	0	0	1	1	0
ENSG00000237732	na	24	24	17	18	27	19
ENSG00000237737	DCTN1-AS1	3	1	3	4	1	2
ENSG00000237738	RNF216-IT1	0	1	1	0	0	2
ENSG00000237742	na	0	0	0	1	0	1
ENSG00000237748	UQCRBP1	1	0	0	0	1	0
ENSG00000237749	na	0	0	1	0	0	0
ENSG00000237751	LINC01143	1	2	1	0	0	0
ENSG00000237753	na	24	33	19	22	25	28
ENSG00000237757	EEF1A1P30	2	7	1	1	2	0
ENSG00000237758	BANF1P3	2	0	0	0	0	0
ENSG00000237760	na	0	1	0	0	0	0
ENSG00000237765	FAM200B	427	398	362	414	338	399
ENSG00000237766	GGTA2P	1	1	0	2	0	0
ENSG00000237768	na	0	2	0	1	0	0
ENSG00000237772	na	0	5	1	1	3	2
ENSG00000237773	na	13	10	24	14	8	15
ENSG00000237775	na	3	1	4	0	2	2
ENSG00000237781	na	9	14	16	11	10	25
ENSG00000237787	C3orf79	1	0	0	0	0	0
ENSG00000237788	na	3	0	6	2	3	3
ENSG00000237792	na	11	14	20	10	10	19
ENSG00000237798	na	0	2	2	0	1	0
ENSG00000237802	FAM197Y6	3	0	0	2	1	1
ENSG00000237803	LINC00211	0	2	1	3	1	3
ENSG00000237807	na	49	41	33	49	41	47
ENSG00000237810	na	0	1	1	0	2	2
ENSG00000237813	na	1	0	0	1	1	0
ENSG00000237819	na	8	15	17	11	7	12
ENSG00000237821	na	61	39	42	54	46	36
ENSG00000237824	RPL23AP33	2	0	0	0	1	0
ENSG00000237827	na	0	0	3	0	0	1
ENSG00000237828	PA2G4P1	0	1	0	0	0	0
ENSG00000237836	PHKA2-AS1	0	1	2	0	0	1
ENSG00000237840	FAM21FP	5	3	5	2	7	4
ENSG00000237842	na	0	1	3	9	0	4
ENSG00000237845	na	1	0	1	0	0	1
ENSG00000237846	na	82	80	99	90	76	86
ENSG00000237848	na	0	0	0	0	0	1
ENSG00000237851	na	0	1	0	0	0	0
ENSG00000237852	na	0	1	1	1	0	1
ENSG00000237853	NFIA-AS1	0	1	1	0	0	0
