id	sym	wt_1	wt_2	wt_3	IFNgR_KO_1	IFNgR_KO_2	IFNgR_KO_3
ENSMUSG00000021694	Ercc8	313	216	244	312	556	337
ENSMUSG00000021696	Elovl7	58	33	320	62	103	66
ENSMUSG00000021697	Depdc1b	97	62	192	125	149	147
ENSMUSG00000021699	Pde4d	192	105	226	92	175	149
ENSMUSG00000021701	Plk2	8806	7863	3288	3356	5947	3432
ENSMUSG00000021702	Thbs4	3	1	0	0	11	0
ENSMUSG00000021703	Serinc5	438	303	275	372	758	443
ENSMUSG00000021704	Mtx3	285	152	251	164	405	219
ENSMUSG00000021706	Zfyve16	1968	1327	1106	1323	2656	1620
ENSMUSG00000021707	Dhfr	547	548	857	526	828	481
ENSMUSG00000021708	Rasgrf2	61	47	19	56	99	82
ENSMUSG00000021709	Erbb2ip	7299	5719	4906	4233	10369	5136
ENSMUSG00000021710	Nln	1608	1218	938	1333	2440	1731
ENSMUSG00000021711	Trappc13	1235	902	1252	1235	2389	1496
ENSMUSG00000021712	Trim23	558	451	576	514	962	575
ENSMUSG00000021713	Ppwd1	338	312	312	308	573	422
ENSMUSG00000021714	Cenpk	95	71	159	73	167	74
ENSMUSG00000021715	Cwc27	431	400	356	356	632	350
ENSMUSG00000021716	Srek1ip1	325	286	254	241	605	299
ENSMUSG00000021719	Rgs7bp	13	10	46	36	69	38
ENSMUSG00000021720	Rnf180	210	205	120	269	386	338
ENSMUSG00000021725	Parp8	743	622	348	335	797	512
ENSMUSG00000021728	Emb	9290	6045	3852	6678	13129	8279
ENSMUSG00000021730	Hcn1	26	16	144	19	34	16
ENSMUSG00000021731	Mrps30	849	679	813	805	1191	841
ENSMUSG00000021733	Slc4a7	1870	1342	1134	1258	2578	1763
ENSMUSG00000021737	Psmd6	2730	1823	1791	2293	4099	2455
ENSMUSG00000021738	Atxn7	782	531	486	387	863	491
ENSMUSG00000021745	Ptprg	12	22	218	22	37	26
ENSMUSG00000021748	Pdhb	811	644	735	681	1444	836
ENSMUSG00000021751	Acox2	1	1	10	0	3	0
ENSMUSG00000021752	Kctd6	446	402	179	202	432	230
ENSMUSG00000021754	Map3k1	4923	4222	2922	3026	6025	4058
ENSMUSG00000021756	Il6st	3722	2914	1994	2250	4961	2892
ENSMUSG00000021758	Ddx4	29	17	12	3	12	17
ENSMUSG00000021759	Plpp1	50	49	160	42	68	44
ENSMUSG00000021760	Gpx8	38	46	448	58	59	36
ENSMUSG00000021763	BC067074	8	21	12	7	11	8
ENSMUSG00000021764	Ndufs4	1432	1121	1273	1149	2190	1391
ENSMUSG00000021767	Kat6b	287	260	264	214	446	269
ENSMUSG00000021768	Dusp13	10	13	5	3	15	10
ENSMUSG00000021770	Samd8	2378	1601	1436	1471	2721	1642
ENSMUSG00000021771	Vdac2	8101	6313	5280	6684	11550	7648
ENSMUSG00000021772	Nkiras1	152	106	93	99	190	102
ENSMUSG00000021773	Comtd1	454	334	380	524	747	614
ENSMUSG00000021774	Ube2e1	891	607	608	644	1223	728
ENSMUSG00000021775	Nr1d2	379	307	459	403	746	378
ENSMUSG00000021779	Thrb	8	9	2	5	5	12
ENSMUSG00000021782	Dlg5	24	23	147	33	70	30
ENSMUSG00000021785	Ngly1	1090	693	596	871	1714	1063
ENSMUSG00000021786	Oxsm	227	255	189	251	490	361
ENSMUSG00000021792	Fam213a	213	167	511	208	374	242
ENSMUSG00000021794	Glud1	7810	5484	4252	6980	11564	8585
ENSMUSG00000021796	Bmpr1a	219	119	767	112	265	128
ENSMUSG00000021806	Nid2	89	42	77	245	288	151
ENSMUSG00000021807	2700060E02Rik	1489	1281	1112	1288	2179	1427
ENSMUSG00000021809	Nudt13	247	159	151	203	328	224
ENSMUSG00000021810	Ecd	1620	1285	1253	1608	2754	1866
ENSMUSG00000021811	Dnajc9	640	444	683	704	1120	745
ENSMUSG00000021814	Anxa7	4340	2799	1984	3421	5983	3596
ENSMUSG00000021815	Mss51	18	15	12	6	21	22
ENSMUSG00000021816	Ppp3cb	1378	1128	1139	986	2177	1320
ENSMUSG00000021819	Zswim8	2312	1300	1457	1275	2703	1659
ENSMUSG00000021820	Camk2g	1013	612	770	777	1424	950
ENSMUSG00000021822	Plau	14882	8731	7045	14027	17861	11827
ENSMUSG00000021823	Vcl	1554	1002	2027	1465	2478	2389
ENSMUSG00000021824	Ap3m1	1360	1123	978	1278	2550	1599
ENSMUSG00000021830	Txndc16	670	600	701	748	1317	983
ENSMUSG00000021831	Ero1l	12975	10499	6564	5024	13230	4888
ENSMUSG00000021832	Psmc6	3839	2695	2574	2681	5082	2881
ENSMUSG00000021838	Samd4	48	46	220	82	125	108
ENSMUSG00000021840	Mapk1ip1l	1124	923	1033	973	1680	1233
ENSMUSG00000021843	Ktn1	838	834	1179	499	1051	627
ENSMUSG00000021846	Peli2	141	121	50	137	214	149
ENSMUSG00000021866	Anxa11	930	785	514	588	1167	786
ENSMUSG00000021868	Ppif	314	238	403	253	376	341
ENSMUSG00000021870	Slmap	1177	973	981	868	1829	1147
ENSMUSG00000021871	Pnp	4813	4118	1782	2560	4870	3165
ENSMUSG00000021876	Rnase4	3812	2610	1913	5045	8944	5348
ENSMUSG00000021877	Arf4	2067	2207	2039	1842	3712	2515
ENSMUSG00000021879	Dnah12	25	10	9	0	32	13
ENSMUSG00000021880	Rnase6	474	390	162	166	347	329
ENSMUSG00000021884	Hacl1	159	111	173	147	208	192
ENSMUSG00000021886	Gpr65	1862	1813	845	1247	2491	1448
ENSMUSG00000021890	Eaf1	2450	2296	1694	1799	3210	1803
ENSMUSG00000021891	Mettl6	1071	757	547	681	1378	779
ENSMUSG00000021892	Sh3bp5	847	708	515	906	1598	728
ENSMUSG00000021893	Capn7	2121	1446	1183	1711	3410	2041
ENSMUSG00000021895	Arhgef3	2100	1644	695	1007	2361	1317
ENSMUSG00000021900	Btd	261	241	389	271	443	308
ENSMUSG00000021901	Bap1	1694	1163	1349	1504	2338	1667
ENSMUSG00000021902	Phf7	198	159	184	180	307	197
ENSMUSG00000021904	Sema3g	4	3	11	0	2	3
ENSMUSG00000021905	Dph3	798	602	613	698	1186	680
ENSMUSG00000021906	Oxnad1	231	140	260	205	321	253
ENSMUSG00000021908	Gm6768	72	71	26	83	124	71
ENSMUSG00000021910	Nisch	5125	4065	3637	3565	7505	4167
ENSMUSG00000021911	Parg	2257	1579	1409	1474	3264	1973
ENSMUSG00000021916	Glt8d1	640	443	387	519	965	493
ENSMUSG00000021917	Spcs1	1508	1240	1041	1348	2489	1392
ENSMUSG00000021918	Nek4	348	301	274	297	556	359
ENSMUSG00000021928	Ebpl	218	189	206	295	452	322
ENSMUSG00000021929	Kpna3	2081	2033	1358	1645	2836	1829
ENSMUSG00000021930	Spryd7	942	731	538	738	1279	724
ENSMUSG00000021932	Rnaseh2b	566	409	454	547	861	634
ENSMUSG00000021936	Mapk8	811	678	497	504	1217	636
ENSMUSG00000021938	Pspc1	857	725	881	766	1395	821
ENSMUSG00000021939	Ctsb	131077	113446	69523	115968	227156	124765
ENSMUSG00000021945	Zmym2	2132	1542	1495	1230	2880	1693
ENSMUSG00000021947	Cryl1	418	421	402	724	1018	765
ENSMUSG00000021948	Prkcd	10486	7185	3952	5964	12475	9316
ENSMUSG00000021951	Eef1akmt1	482	361	413	475	811	575
ENSMUSG00000021952	Xpo4	908	732	683	715	1386	911
ENSMUSG00000021957	Tkt	18295	15170	12290	16391	22925	20966
ENSMUSG00000021958	Pinx1	162	141	107	138	309	185
ENSMUSG00000021959	Lats2	2258	1293	1319	1452	2684	1816
ENSMUSG00000021962	Dcp1a	1006	712	628	611	1372	816
ENSMUSG00000021963	Sap18	499	402	306	357	738	484
ENSMUSG00000021965	Ska3	126	80	194	188	244	181
ENSMUSG00000021967	Mrpl57	628	433	487	582	1052	718
ENSMUSG00000021969	Zdhhc20	2314	1633	1401	1702	3555	2148
ENSMUSG00000021972	Hmbox1	570	545	396	402	867	593
ENSMUSG00000021973	Micu2	1774	1513	971	1452	2638	1558
ENSMUSG00000021975	Ints9	185	238	213	208	321	232
ENSMUSG00000021978	Extl3	1525	1731	1542	1512	2253	2037
ENSMUSG00000021981	Cab39l	1076	849	771	983	1822	1135
ENSMUSG00000021982	Cdadc1	79	107	89	74	171	95
ENSMUSG00000021986	Amer2	69	30	7	35	96	47
ENSMUSG00000021987	Mtmr6	4836	3537	2175	3513	7053	4286
ENSMUSG00000021990	Spata13	2121	1588	626	562	2205	878
ENSMUSG00000021993	Mipep	447	380	413	442	674	482
ENSMUSG00000021996	Esd	5289	4743	2434	3694	7112	4232
ENSMUSG00000021997	Lrrc63	16	9	3	2	17	5
ENSMUSG00000021998	Lcp1	44688	39613	22104	39720	70775	47133
ENSMUSG00000022000	Zc3h13	852	816	537	508	1089	685
ENSMUSG00000022003	Slc25a30	669	472	352	451	896	554
ENSMUSG00000022008	Gpalpp1	2806	2075	1533	1878	3697	2243
ENSMUSG00000022009	Nufip1	2083	1497	895	1046	1939	1235
ENSMUSG00000022010	Tsc22d1	600	431	994	479	855	614
ENSMUSG00000022012	Enox1	3	2	17	5	6	0
ENSMUSG00000022013	Dnajc15	1375	1027	682	1158	2089	1401
ENSMUSG00000022014	Epsti1	3147	2540	1041	1401	2890	1694
ENSMUSG00000022016	Akap11	1519	1160	1277	1097	2141	1411
ENSMUSG00000022018	Rgcc	965	539	228	344	746	325
ENSMUSG00000022019	Tdrd3	457	343	444	428	851	524
ENSMUSG00000022020	Naa16	339	224	269	223	508	315
ENSMUSG00000022021	Diaph3	367	330	545	480	709	628
ENSMUSG00000022022	Mtrf1	157	138	105	131	287	206
ENSMUSG00000022023	Wbp4	1493	1048	738	931	2165	1077
ENSMUSG00000022024	Sugt1	2119	1705	1359	1503	2965	1668
ENSMUSG00000022026	Olfm4	64	17	7	14	56	4
ENSMUSG00000022031	Elp3	754	591	1045	998	1410	1067
ENSMUSG00000022033	Pbk	215	204	495	509	742	484
ENSMUSG00000022034	Esco2	192	164	246	171	354	286
ENSMUSG00000022035	Ccdc25	995	704	637	635	1182	662
ENSMUSG00000022037	Clu	2	6	6	31	45	49
ENSMUSG00000022043	Trim35	2988	2277	3033	3337	4703	3714
ENSMUSG00000022048	Dpysl2	2501	2705	2402	2415	4013	3226
ENSMUSG00000022051	Bnip3l	1987	1508	1350	1069	2367	1144
ENSMUSG00000022052	Ppp2r2a	477	353	274	245	485	321
ENSMUSG00000022064	Pibf1	477	367	308	285	701	335
ENSMUSG00000022066	Gm21685	1	4	10	6	6	5
ENSMUSG00000022070	Bora	173	123	146	166	292	161
ENSMUSG00000022074	Tnfrsf10b	13	9	77	26	29	16
ENSMUSG00000022075	Rhobtb2	248	240	288	367	542	428
ENSMUSG00000022089	Bin3	1390	1307	1163	1232	2009	1469
ENSMUSG00000022090	Pdlim2	509	368	272	406	734	440
ENSMUSG00000022091	Sorbs3	120	137	664	271	391	324
ENSMUSG00000022092	Ppp3cc	183	123	209	187	314	204
ENSMUSG00000022094	Slc39a14	3361	1870	1892	2165	4220	2365
ENSMUSG00000022095	Fam160b2	230	169	152	159	351	213
ENSMUSG00000022096	Hr	173	99	82	297	424	1156
ENSMUSG00000022098	Bmp1	18	16	66	29	53	33
ENSMUSG00000022099	Dmtn	3	2	9	10	14	14
ENSMUSG00000022100	Xpo7	1669	1148	1446	1226	2307	1533
ENSMUSG00000022102	Dok2	8863	5384	2978	6364	10297	8349
ENSMUSG00000022103	Gfra2	40	3	6	53	91	239
ENSMUSG00000022105	Rb1	2470	2045	1294	1550	3528	1978
ENSMUSG00000022106	Rcbtb2	2404	2102	1288	1610	3556	1759
ENSMUSG00000022108	Itm2b	28351	26497	14380	20119	40394	22835
ENSMUSG00000022109	Med4	488	348	331	388	698	419
ENSMUSG00000022110	Sucla2	1588	1218	1175	1335	2528	1541
ENSMUSG00000022111	Uchl3	360	226	352	404	668	396
ENSMUSG00000022114	Spry2	305	220	508	250	374	169
ENSMUSG00000022119	Rbm26	1096	832	849	707	1583	922
ENSMUSG00000022120	Rnf219	277	225	374	271	488	383
ENSMUSG00000022122	Ednrb	3738	1222	747	3285	7470	2974
ENSMUSG00000022123	Scel	110	78	54	98	174	112
ENSMUSG00000022124	Fbxl3	2360	1540	1233	1421	2999	1557
ENSMUSG00000022125	Cln5	3056	2285	1759	2719	4720	3138
ENSMUSG00000022126	Acod1	8239	6492	1884	460	4220	685
ENSMUSG00000022129	Dct	5967	4388	54692	7487	7648	4762
ENSMUSG00000022130	Tgds	347	295	323	276	548	312
ENSMUSG00000022131	Gpr180	453	287	481	462	805	513
ENSMUSG00000022136	Dnajc3	5002	3418	3655	4463	9383	5372
ENSMUSG00000022139	Mbnl2	6483	5456	4168	3315	7508	4049
ENSMUSG00000022141	Nipbl	2868	2662	1425	1412	3528	2087
ENSMUSG00000022142	Nup155	1503	1234	1623	1445	2658	1787
ENSMUSG00000022146	Osmr	6	4	49	1	9	1
ENSMUSG00000022148	Fyb	2372	2631	1239	1597	3454	1744
ENSMUSG00000022150	Dab2	11854	9664	6888	16043	30656	17815
ENSMUSG00000022151	Ttc33	632	473	465	556	905	676
ENSMUSG00000022159	Rab2b	243	162	205	198	405	210
ENSMUSG00000022160	Mettl3	693	410	457	514	1061	693
ENSMUSG00000022174	Dad1	1193	1116	1029	1212	2056	1363
ENSMUSG00000022175	Lrp10	2939	2327	2000	2483	3781	3003
ENSMUSG00000022177	Haus4	340	299	504	513	688	540
ENSMUSG00000022178	Ajuba	156	100	528	191	267	178
ENSMUSG00000022179	4931414P19Rik	48	52	74	75	84	62
ENSMUSG00000022180	Slc7a8	1714	1692	866	1192	2280	1372
ENSMUSG00000022181	C6	10	1	0	0	18	2
ENSMUSG00000022184	Fbxo4	452	313	216	309	490	379
ENSMUSG00000022185	Acin1	2963	2175	2404	2310	4310	2976
ENSMUSG00000022186	Oxct1	8348	6328	9520	7291	12376	9509
ENSMUSG00000022191	Drosha	530	415	905	524	768	568
ENSMUSG00000022193	Psmb5	843	566	556	802	1099	811
ENSMUSG00000022194	Pabpn1	853	568	855	703	1377	855
ENSMUSG00000022195	6030458C11Rik	728	478	669	665	1144	719
ENSMUSG00000022199	Slc22a17	0	4	15	6	16	8
ENSMUSG00000022200	Golph3	5187	3459	2752	3618	7292	4130
ENSMUSG00000022201	Zfr	2737	2095	2590	1997	4065	2392
ENSMUSG00000022204	Ngdn	1350	909	848	1027	1681	1191
ENSMUSG00000022205	Sub1	3469	2361	3091	2276	4757	2902
ENSMUSG00000022206	Npr3	6	4	14	2	3	0
ENSMUSG00000022208	Jph4	1	5	11	4	3	0
ENSMUSG00000022209	Dhrs2	13	7	61	5	5	12
ENSMUSG00000022210	Dhrs4	260	227	245	268	440	280
ENSMUSG00000022211	Lrrc16b	7	9	35	4	16	7
ENSMUSG00000022214	Dcaf11	1378	1147	863	1050	1918	1290
ENSMUSG00000022216	Psme1	4469	4401	2164	2271	3826	2793
ENSMUSG00000022217	Emc9	111	86	97	127	221	144
ENSMUSG00000022218	Tgm1	901	579	244	490	876	579
ENSMUSG00000022220	Adcy4	13	20	7	10	10	9
ENSMUSG00000022221	Ripk3	2000	1743	766	1293	2105	1421
ENSMUSG00000022223	Sdr39u1	23	20	10	20	22	16
ENSMUSG00000022228	Zscan26	1427	874	838	816	1985	1062
ENSMUSG00000022234	Cct5	10518	7890	10353	10442	16003	11880
ENSMUSG00000022235	Cmbl	62	39	136	74	137	77
ENSMUSG00000022236	Ropn1l	20	31	23	31	62	37
ENSMUSG00000022237	Ankrd33b	1497	501	215	461	1549	465
ENSMUSG00000022240	Ctnnd2	66	62	38	75	101	45
ENSMUSG00000022241	Tars	2462	1587	2354	2020	3578	2321
ENSMUSG00000022243	Slc45a2	779	756	7722	1089	1036	711
ENSMUSG00000022244	Amacr	131	46	174	102	207	111
ENSMUSG00000022246	Rai14	1927	1556	1492	1397	2669	1725
ENSMUSG00000022247	Brix1	508	518	600	460	928	578
ENSMUSG00000022248	Rad1	204	145	257	239	407	267
ENSMUSG00000022253	Nadk2	534	418	551	389	669	423
ENSMUSG00000022255	Mtdh	4582	3358	4687	3303	5929	3656
ENSMUSG00000022257	Laptm4b	229	216	1190	281	371	269
ENSMUSG00000022261	Sdc2	28	33	378	56	79	28
ENSMUSG00000022263	Trio	5633	3830	4032	3919	7230	5447
ENSMUSG00000022265	Ank	727	399	458	982	1679	1681
ENSMUSG00000022270	Fam134b	2998	1767	1258	1472	3333	1530
ENSMUSG00000022272	Myo10	562	403	2283	525	689	504
ENSMUSG00000022280	Rnf19a	1913	1467	1467	1263	2381	1341
ENSMUSG00000022283	Pabpc1	3219	3306	4129	2612	4795	3161
ENSMUSG00000022285	Ywhaz	1775	1643	1529	1312	2675	1802
ENSMUSG00000022292	Rrm2b	432	228	326	308	629	304
ENSMUSG00000022295	Atp6v1c1	5488	4346	3306	4263	8168	4431
ENSMUSG00000022297	Fzd6	36	53	306	45	61	27
ENSMUSG00000022299	Slc25a32	539	355	373	384	756	481
ENSMUSG00000022300	Dcaf13	1529	1168	1238	1265	2309	1507
ENSMUSG00000022303	Dcstamp	181	202	102	149	214	341
ENSMUSG00000022304	Dpys	23	23	2	10	5	10
ENSMUSG00000022305	Lrp12	5242	4122	2610	4804	7866	5590
ENSMUSG00000022307	Oxr1	2051	1504	1399	1640	3182	1997
ENSMUSG00000022312	Eif3h	2570	2514	2572	2745	4250	3124
ENSMUSG00000022313	Utp23	321	241	305	278	543	387
ENSMUSG00000022314	Rad21	2455	2401	3220	2623	4630	2870
ENSMUSG00000022321	Cdh10	10	11	64	5	2	6
ENSMUSG00000022322	Shcbp1	360	347	598	443	658	456
ENSMUSG00000022323	Rida	110	106	159	111	181	133
ENSMUSG00000022324	Matn2	196	129	161	195	342	267
ENSMUSG00000022325	Pop1	558	334	520	464	778	591
ENSMUSG00000022329	Stk3	1094	894	806	653	1319	780
ENSMUSG00000022335	Zfat	655	436	431	422	823	509
ENSMUSG00000022336	Eif3e	3401	2631	3052	2730	4972	3041
ENSMUSG00000022337	Emc2	1407	989	960	1000	2238	1189
ENSMUSG00000022338	Eny2	533	367	524	435	805	457
ENSMUSG00000022339	Ebag9	249	205	303	220	455	222
ENSMUSG00000022346	Myc	472	626	957	812	1131	825
ENSMUSG00000022350	E430025E21Rik	3805	3426	3403	3783	6623	4322
ENSMUSG00000022351	Sqle	1602	1126	2226	1362	2133	1965
ENSMUSG00000022353	Mtss1	2895	2103	1411	2687	4457	3183
ENSMUSG00000022354	Ndufb9	2177	1700	2424	2210	3197	2154
ENSMUSG00000022358	Fbxo32	186	128	130	110	239	99
ENSMUSG00000022359	Wdyhv1	187	154	148	165	355	231
ENSMUSG00000022360	Atad2	2082	1799	3557	1883	3326	2334
ENSMUSG00000022361	Zhx1	1810	1544	1537	1620	3316	2154
ENSMUSG00000022362	Gm29394	751	520	596	638	906	833
ENSMUSG00000022364	Tbc1d31	508	390	498	487	920	529
ENSMUSG00000022365	Derl1	4064	2901	2741	3318	5972	4038
ENSMUSG00000022369	Mtbp	304	235	686	262	505	321
ENSMUSG00000022370	Mrpl13	1067	885	1250	921	1535	904
ENSMUSG00000022371	Col14a1	71	69	93	277	381	271
ENSMUSG00000022372	Sla	3900	4123	1563	2944	5744	4393
ENSMUSG00000022377	Asap1	691	551	554	684	1310	952
ENSMUSG00000022378	Fam49b	10163	8081	4777	6384	12945	7279
ENSMUSG00000022385	Gtse1	227	156	610	298	425	321
ENSMUSG00000022386	Trmu	217	156	244	207	326	228
ENSMUSG00000022387	Brd1	2067	1363	1526	1554	2786	1873
ENSMUSG00000022389	Tef	597	522	1170	663	1001	711
ENSMUSG00000022390	Zc3h7b	526	485	1285	695	957	804
ENSMUSG00000022391	Rangap1	3236	2503	5201	4036	5679	4343
ENSMUSG00000022394	L3mbtl2	838	634	1522	875	1330	956
ENSMUSG00000022400	Rbx1	1121	922	924	961	1680	1076
ENSMUSG00000022401	Xpnpep3	283	209	346	254	463	271
ENSMUSG00000022403	St13	5753	4696	5329	4590	9285	5087
ENSMUSG00000022404	Slc25a17	766	501	670	653	1244	797
ENSMUSG00000022407	Adsl	1537	1021	1879	1527	2303	1648
ENSMUSG00000022408	Fam83f	442	538	228	147	259	104
ENSMUSG00000022412	Mief1	1389	1007	1312	1076	1945	1408
ENSMUSG00000022414	Tab1	509	490	460	487	830	528
ENSMUSG00000022415	Syngr1	649	539	2154	1432	2027	1524
ENSMUSG00000022419	Deptor	185	175	333	219	411	287
ENSMUSG00000022420	Dnal4	285	226	449	334	465	329
ENSMUSG00000022421	Nptxr	31	36	86	56	55	58
ENSMUSG00000022422	Dscc1	80	83	182	85	131	116
ENSMUSG00000022425	Enpp2	65	90	876	94	137	82
ENSMUSG00000022426	Josd1	671	461	863	711	1127	795
ENSMUSG00000022427	Tomm22	2154	1594	1732	1849	3484	2205
ENSMUSG00000022428	Cby1	167	168	295	303	377	266
ENSMUSG00000022433	Csnk1e	1332	859	1339	897	1738	1087
ENSMUSG00000022434	Fam118a	289	251	355	345	490	325
ENSMUSG00000022436	Sh3bp1	914	749	653	864	1389	1037
ENSMUSG00000022437	Samm50	2330	1920	2270	2399	3764	2617
ENSMUSG00000022438	Parvb	372	421	540	376	638	508
ENSMUSG00000022439	Parvg	1653	1564	851	1268	2262	1562
ENSMUSG00000022440	C1qtnf6	46	58	304	97	142	96
ENSMUSG00000022442	Ttll1	110	94	221	164	193	148
ENSMUSG00000022443	Myh9	40942	26704	21166	26680	46535	34158
ENSMUSG00000022449	Adamts20	33	18	170	31	30	13
ENSMUSG00000022450	Ndufa6	1655	1150	1306	1396	2423	1682
ENSMUSG00000022451	Twf1	2151	1898	1927	2254	4118	2195
ENSMUSG00000022452	Smdt1	1978	1423	1399	1921	2938	2143
ENSMUSG00000022453	Naga	2175	1511	1247	2018	3072	2817
ENSMUSG00000022456	Sept3	26	9	21	40	70	102
ENSMUSG00000022462	Slc38a2	3121	2037	3055	2041	4156	2668
ENSMUSG00000022463	Srebf2	1981	1379	2188	1504	2407	2405
ENSMUSG00000022466	Rpap3	416	324	626	363	698	389
ENSMUSG00000022469	Rapgef3	119	62	895	146	116	114
ENSMUSG00000022471	Xrcc6	658	485	1169	737	1131	770
ENSMUSG00000022472	Desi1	183	174	392	266	402	346
ENSMUSG00000022474	Pmm1	166	162	231	195	264	198
ENSMUSG00000022475	Hdac7	167	156	150	162	243	172
ENSMUSG00000022476	Polr3h	211	185	386	271	378	272
ENSMUSG00000022477	Aco2	5470	4113	5467	4685	7141	5349
ENSMUSG00000022479	Vdr	209	214	100	127	204	248
ENSMUSG00000022483	Col2a1	0	3	10	0	1	1
ENSMUSG00000022487	Gtsf1	27	13	4	5	24	12
ENSMUSG00000022488	Nckap1l	20756	18583	9409	16624	30911	21223
ENSMUSG00000022489	Pde1b	600	313	243	236	549	240
ENSMUSG00000022494	Shisa9	1	1	4	6	8	13
ENSMUSG00000022498	Txndc11	1342	965	981	1156	2272	1629
ENSMUSG00000022500	Litaf	15525	10572	7348	9875	18711	12315
ENSMUSG00000022503	Nubp1	1709	1200	1314	1560	2306	1790
ENSMUSG00000022504	Ciita	2921	2249	1171	1151	2302	2935
ENSMUSG00000022505	Emp2	4	7	3	9	11	10
ENSMUSG00000022507	1810013L24Rik	1851	1446	1273	1471	2780	1729
ENSMUSG00000022508	Bcl6	1033	786	458	539	988	618
ENSMUSG00000022512	Cldn1	390	100	26	80	378	113
ENSMUSG00000022514	Il1rap	2041	891	503	789	2613	992
ENSMUSG00000022515	Anks3	420	219	307	241	535	374
ENSMUSG00000022516	Nudt16l1	320	348	734	445	678	589
ENSMUSG00000022517	Mgrn1	2862	2346	2030	2383	3950	2665
ENSMUSG00000022519	Srl	49	46	112	62	96	64
ENSMUSG00000022521	Crebbp	1402	1123	825	906	1658	1139
ENSMUSG00000022526	Zfp251	254	215	649	259	449	334
ENSMUSG00000022528	Hes1	102	89	45	25	67	35
ENSMUSG00000022529	Zfp263	2788	1786	1267	1406	3507	1890
ENSMUSG00000022533	Atp13a3	4162	3477	3633	3343	6209	4193
ENSMUSG00000022534	Mefv	4036	2030	880	1168	3898	1482
ENSMUSG00000022536	Glyr1	4233	3002	3202	3301	6316	3923
ENSMUSG00000022537	Tmem44	13	16	50	7	10	13
ENSMUSG00000022538	Lsg1	1065	893	851	892	1704	1096
ENSMUSG00000022540	Rogdi	102	104	116	162	242	208
ENSMUSG00000022543	4930451G09Rik	5	6	13	4	11	5
ENSMUSG00000022544	Eef2kmt	371	296	261	308	633	425
ENSMUSG00000022545	Ercc4	309	362	362	321	555	393
ENSMUSG00000022546	Gpt	88	79	138	141	172	146
ENSMUSG00000022550	Adck5	215	170	228	205	351	206
ENSMUSG00000022551	Cyc1	1700	1429	2238	1940	2627	2161
ENSMUSG00000022552	Sharpin	1277	1001	822	941	1631	1011
ENSMUSG00000022553	Maf1	1902	1356	1518	1694	2651	1847
ENSMUSG00000022554	Hgh1	153	85	237	201	262	192
ENSMUSG00000022555	Dgat1	1234	508	599	490	1424	634
ENSMUSG00000022556	Hsf1	424	314	566	430	715	521
ENSMUSG00000022557	Bop1	1976	1389	1908	1985	2933	2274
ENSMUSG00000022558	Mroh1	2844	2162	2227	2775	4385	3269
ENSMUSG00000022559	Fbxl6	583	413	548	588	832	712
ENSMUSG00000022560	Slc52a2	374	296	379	405	619	497
ENSMUSG00000022561	Gpaa1	1087	739	1104	1196	1640	1260
ENSMUSG00000022562	Oplah	96	75	73	102	139	133
ENSMUSG00000022564	Grina	6573	4296	2775	2579	6428	3015
ENSMUSG00000022565	Plec	18262	9845	8695	14357	20488	16517
ENSMUSG00000022568	Scrib	1175	808	1693	1309	1793	1435
ENSMUSG00000022570	Tsta3	786	720	946	891	1229	1028
ENSMUSG00000022571	Pycrl	377	300	418	450	674	531
ENSMUSG00000022574	Naprt	90	55	57	112	205	97
ENSMUSG00000022575	Gsdmd	2706	1999	1047	1651	2952	1918
ENSMUSG00000022580	Rhpn1	5	3	37	10	4	6
ENSMUSG00000022582	Ly6g	17	4	0	1	21	4
ENSMUSG00000022584	Ly6c2	2848	2135	788	359	714	501
ENSMUSG00000022586	Ly6i	339	347	95	17	38	14
ENSMUSG00000022587	Ly6e	7542	10020	3991	2991	6235	3699
ENSMUSG00000022594	Lynx1	26	17	16	10	12	14
ENSMUSG00000022601	Zbtb11	1517	1003	1024	940	1894	1151
ENSMUSG00000022602	Arc	74	63	23	71	101	130
ENSMUSG00000022604	Cep97	80	66	201	115	173	119
ENSMUSG00000022607	Ptk2	294	248	1209	351	561	383
ENSMUSG00000022610	Mapk12	6	10	95	14	8	12
ENSMUSG00000022614	Lmf2	633	545	756	919	1152	997
ENSMUSG00000022615	Tymp	245	228	303	319	444	325
ENSMUSG00000022617	Chkb	971	627	630	601	1335	739
ENSMUSG00000022620	Arsa	1148	794	979	931	1560	1123
ENSMUSG00000022621	Rabl2	63	42	126	66	117	73
ENSMUSG00000022629	Kif21a	81	84	836	94	145	59
ENSMUSG00000022634	Yaf2	503	304	445	460	853	531
ENSMUSG00000022635	Zcrb1	634	485	545	413	914	491
ENSMUSG00000022636	Alcam	6536	4078	2125	3962	8077	5207
ENSMUSG00000022637	Cblb	507	509	336	387	736	502
ENSMUSG00000022639	Dubr	184	100	64	71	158	89
ENSMUSG00000022641	Bbx	1463	1399	1738	809	1734	904
ENSMUSG00000022651	Retnlg	691	53	19	54	487	107
ENSMUSG00000022656	Nectin3	41	32	299	53	36	41
ENSMUSG00000022661	Cd200	327	249	111	94	154	108
ENSMUSG00000022663	Atg3	2560	1705	1266	1538	3476	2030
ENSMUSG00000022664	Slc35a5	1137	850	691	828	2027	1108
ENSMUSG00000022665	Ccdc80	307	242	112	117	291	347
ENSMUSG00000022667	Cd200r1	3025	1884	954	1915	4143	2854
