id	sym	WT_1	WT_2	WT_3	Cbfb_MYH11_1	Cbfb_MYH11_2	Cbfb_MYH11_3
ENSMUSG00000088856	Gm24727	48	47	35	23	44	27
ENSMUSG00000088860	Mir1947	0	1	0	0	0	0
ENSMUSG00000088873	Gm25864	0	1	0	0	0	0
ENSMUSG00000088891	Gm22516	1	1	0	0	3	0
ENSMUSG00000088901	Mir1943	0	0	1	3	3	0
ENSMUSG00000088913	Gm22611	0	0	0	1	3	3
ENSMUSG00000088929	Gm24299	7	23	16	28	36	34
ENSMUSG00000088930	Gm25921	1	0	0	0	0	0
ENSMUSG00000088932	Gm25920	0	0	0	1	0	0
ENSMUSG00000088947	Gm23257	0	0	0	3	1	7
ENSMUSG00000088955	Gm24944	0	0	0	1	10	7
ENSMUSG00000088958	Scarna8	0	0	2	0	2	4
ENSMUSG00000088960	Gm22090	0	0	0	0	1	0
ENSMUSG00000088964	Gm22087	0	0	0	1	0	0
ENSMUSG00000088984	Gm25604	11	4	7	5	3	6
ENSMUSG00000088989	Gm25605	0	1	0	1	1	0
ENSMUSG00000088990	Gm22767	2	1	1	3	4	2
ENSMUSG00000088997	Gm22766	0	0	0	0	0	1
ENSMUSG00000089015	Gm24996	0	0	2	0	3	3
ENSMUSG00000089026	Gm25014	1	0	1	2	2	0
ENSMUSG00000089048	Gm26167	2	1	2	2	1	4
ENSMUSG00000089082	Gm24860	0	0	1	1	1	0
ENSMUSG00000089092	Gm25654	0	0	0	0	4	5
ENSMUSG00000089093	Snord11	0	0	0	1	1	1
ENSMUSG00000089096	Gm25657	0	0	1	0	0	1
ENSMUSG00000089105	Gm23115	1	1	2	3	9	3
ENSMUSG00000089125	Gm26403	2	2	1	1	3	4
ENSMUSG00000089129	Gm26407	0	0	2	3	25	13
ENSMUSG00000089139	Mir1964	1	0	1	1	2	1
ENSMUSG00000089146	Gm25266	0	0	0	0	3	0
ENSMUSG00000089151	Mir1950	0	0	0	0	2	1
ENSMUSG00000089185	Gm22940	0	0	2	1	2	1
ENSMUSG00000089186	Gm22948	0	0	0	0	2	0
ENSMUSG00000089214	Mir1931	2	3	2	1	1	1
ENSMUSG00000089235	Gm23119	2	3	7	3	5	2
ENSMUSG00000089239	Gm22200	2	1	0	3	3	0
ENSMUSG00000089253	Gm25716	0	0	0	0	0	1
ENSMUSG00000089255	Snora78	4	2	2	6	7	7
ENSMUSG00000089260	Mir1929	2	3	1	0	3	0
ENSMUSG00000089265	Gm22888	1	3	2	1	2	1
ENSMUSG00000089267	Gm22890	7	9	12	6	8	4
ENSMUSG00000089281	Scarna6	0	0	1	0	0	4
ENSMUSG00000089292	Gm23209	0	0	0	0	1	0
ENSMUSG00000089296	Gm23205	4	1	1	1	4	2
ENSMUSG00000089308	Gm24837	2	0	0	0	2	4
ENSMUSG00000089321	Gm22523	0	0	0	1	0	0
ENSMUSG00000089324	Mir1936	0	0	0	0	1	0
ENSMUSG00000089337	Gm24346	0	0	0	0	1	0
ENSMUSG00000089343	Gm22667	0	0	0	0	0	1
ENSMUSG00000089350	Gm25487	0	0	0	0	1	0
ENSMUSG00000089371	Mir1938	0	2	1	1	0	1
ENSMUSG00000089417	Gm22009	3	6	4	4	5	2
ENSMUSG00000089467	Gm23700	0	0	0	1	0	0
ENSMUSG00000089475	Gm25363	0	0	0	1	4	0
ENSMUSG00000089493	Gm26361	0	0	0	0	1	0
ENSMUSG00000089512	Gm26287	2	2	0	3	9	3
ENSMUSG00000089525	Gm23833	0	0	1	0	0	0
ENSMUSG00000089536	Scarna3a	1	0	2	0	3	2
ENSMUSG00000089542	Gm25835	7	12	3	11	19	18
ENSMUSG00000089571	Gm23008	3	1	2	3	8	5
ENSMUSG00000089617	Scarna10	0	0	1	0	0	0
ENSMUSG00000089622	Gm25447	1	0	0	0	1	0
ENSMUSG00000089631	Gm16326	0	0	0	0	1	0
ENSMUSG00000089636	1700058P15Rik	0	0	0	0	1	0
ENSMUSG00000089640	Gm6397	6	4	4	2	4	8
ENSMUSG00000089643	Gm16301	1	0	0	0	2	0
ENSMUSG00000089647	Gm2245	0	2	2	2	6	7
ENSMUSG00000089648	Gm15790	0	0	0	1	0	0
ENSMUSG00000089652	Gm16025	0	0	1	0	1	0
ENSMUSG00000089656	Gm16271	0	0	0	0	1	1
ENSMUSG00000089659	Gm3470	0	0	0	0	1	0
ENSMUSG00000089661	Mia	0	0	0	1	0	0
ENSMUSG00000089662	Gm14057	16	25	14	21	20	15
ENSMUSG00000089663	Gm15651	7	2	2	8	9	3
ENSMUSG00000089664	Gm12494	0	0	0	0	0	1
ENSMUSG00000089665	Fcor	137	163	132	78	126	77
ENSMUSG00000089669	Tnfsf13	158	161	126	224	221	152
ENSMUSG00000089670	Gm16581	0	0	0	1	0	0
ENSMUSG00000089671	Gm16537	3	2	1	7	3	2
ENSMUSG00000089672	Lilr4b	1633	3132	2947	604	1881	633
ENSMUSG00000089679	Gm16299	57	28	17	86	89	48
ENSMUSG00000089682	Bcl2l2	522	496	464	814	993	897
ENSMUSG00000089683	4930570N18Rik	23	16	16	9	12	7
ENSMUSG00000089687	Rab42	2	5	7	13	6	7
ENSMUSG00000089695	Gm15946	0	0	0	1	2	0
ENSMUSG00000089698	Gm2541	1	2	1	3	3	4
ENSMUSG00000089701	Gm15978	0	0	0	0	0	2
ENSMUSG00000089704	Galnt2	0	0	2	3	0	2
ENSMUSG00000089706	B230216N24Rik	21	25	19	10	25	13
ENSMUSG00000089712	Gm15889	0	1	0	0	0	0
ENSMUSG00000089713	Gm16564	0	1	0	1	0	0
ENSMUSG00000089714	Gm16092	7	1	1	1	2	3
ENSMUSG00000089715	Cbx6	1544	1271	1014	1594	1628	1704
ENSMUSG00000089716	Gm6264	1	5	2	1	3	1
ENSMUSG00000089718	2310075C17Rik	11	2	9	14	6	7
ENSMUSG00000089719	Gm15758	3	3	4	2	4	1
ENSMUSG00000089722	Cd300ld5	3	3	2	6	3	1
ENSMUSG00000089726	Mir17hg	66	78	57	81	189	175
ENSMUSG00000089727	Klra8	42	57	37	2	0	4
ENSMUSG00000089728	Clec2f	15	11	16	43	40	44
ENSMUSG00000089733	Gm15628	1	2	0	0	0	1
ENSMUSG00000089736	Tgfbr3l	9	13	4	20	30	37
ENSMUSG00000089745	1810008B01Rik	0	1	0	1	1	0
ENSMUSG00000089746	Gm3513	0	1	0	1	0	0
ENSMUSG00000089753	Cd300ld2	0	0	0	3	2	1
ENSMUSG00000089755	0610012D04Rik	2	0	0	1	0	0
ENSMUSG00000089756	Gm8898	49	52	26	72	136	100
ENSMUSG00000089757	Gm16334	0	2	0	0	0	0
ENSMUSG00000089759	3632454L22Rik	0	0	0	0	1	0
ENSMUSG00000089762	Ier5l	2	5	4	21	10	19
ENSMUSG00000089764	Gm16580	3	5	2	2	4	1
ENSMUSG00000089766	Gm16538	25	37	12	107	78	116
ENSMUSG00000089767	4930556I23Rik	0	1	0	0	0	0
ENSMUSG00000089768	Tmsb15b1	6	6	4	1	2	2
ENSMUSG00000089769	Gm16574	0	0	1	0	0	1
ENSMUSG00000089774	Slc5a3	75	89	63	120	128	159
ENSMUSG00000089776	Gm15684	1	1	1	0	0	0
ENSMUSG00000089781	Gm15756	1	1	3	0	0	2
ENSMUSG00000089782	Gm3531	17	15	17	16	9	20
ENSMUSG00000089783	Gm454	3	1	2	0	1	0
ENSMUSG00000089789	Rdh1	2	0	1	1	3	0
ENSMUSG00000089790	Gm16588	1	1	0	0	1	0
ENSMUSG00000089796	Gm16575	4	10	6	0	3	0
ENSMUSG00000089798	1700028K03Rik	0	0	0	1	1	0
ENSMUSG00000089806	Gm16570	0	0	1	0	1	2
ENSMUSG00000089807	Gm16298	0	0	0	4	2	1
ENSMUSG00000089808	Gm7241	0	1	1	2	1	1
ENSMUSG00000089809	A930011G23Rik	1	0	1	0	0	0
ENSMUSG00000089810	Gm16536	154	227	197	221	252	210
ENSMUSG00000089812	Gm15867	0	0	1	0	0	0
ENSMUSG00000089818	Gm15950	1	0	0	1	0	1
ENSMUSG00000089820	Gm15775	5	9	5	1	2	0
ENSMUSG00000089824	Rbm12	998	936	830	988	1041	1008
ENSMUSG00000089827	1700023H06Rik	9	11	19	8	7	4
ENSMUSG00000089829	Gm16565	11	8	5	51	84	77
ENSMUSG00000089832	Shkbp1	1721	1918	1409	1527	1618	1504
ENSMUSG00000089838	Gm2962	0	2	0	3	3	2
ENSMUSG00000089844	A530032D15Rik	244	231	204	157	266	177
ENSMUSG00000089847	Timm10b	270	272	246	258	333	281
ENSMUSG00000089849	Runx2os2	11	17	14	8	6	18
ENSMUSG00000089853	Gm15853	7	3	5	4	3	6
ENSMUSG00000089857	Zfp882	77	91	71	103	125	141
ENSMUSG00000089862	Umad1	791	748	640	675	741	637
ENSMUSG00000089872	Rps6kc1	1536	1672	1341	1091	1006	954
ENSMUSG00000089875	Etohd2	13	23	18	16	12	15
ENSMUSG00000089876	Tmem102	1	0	0	1	0	0
ENSMUSG00000089883	Gm3355	0	0	2	0	0	1
ENSMUSG00000089889	0610040B10Rik	13	18	17	23	16	30
ENSMUSG00000089898	Gm14199	2	1	2	4	3	1
ENSMUSG00000089901	Gm8113	124	126	202	211	289	261
ENSMUSG00000089902	Gm13625	2	4	0	2	4	5
ENSMUSG00000089908	Gm16558	0	2	0	1	3	5
ENSMUSG00000089911	Mfsd14a	2620	2886	2379	2191	2396	2121
ENSMUSG00000089917	Uckl1	913	1077	913	898	1290	939
ENSMUSG00000089929	Bcl2a1b	27	39	22	72	68	64
ENSMUSG00000089931	Gm8459	23	55	53	11	33	18
ENSMUSG00000089937	Gm7281	12	14	6	5	8	1
ENSMUSG00000089940	Gm4117	10	9	7	21	32	41
ENSMUSG00000089942	Pira2	268	410	339	688	800	507
ENSMUSG00000089943	Ugt1a5	0	0	0	0	0	1
ENSMUSG00000089951	Gm14435	8	7	8	23	38	32
ENSMUSG00000089952	4933413C19Rik	3	5	3	3	2	7
ENSMUSG00000089953	Rnf224	2	1	1	4	0	7
ENSMUSG00000089956	Gm16553	4	9	15	5	9	3
ENSMUSG00000089959	Gm16268	2	0	0	0	0	0
ENSMUSG00000089960	Ugt1a1	1	1	2	2	2	0
ENSMUSG00000089965	Gm16236	1	3	0	1	9	3
ENSMUSG00000089968	Nckap5los	0	0	0	1	0	0
ENSMUSG00000089979	Gm15954	1	2	3	0	0	3
ENSMUSG00000089984	Fbxo24	0	5	5	1	2	2
ENSMUSG00000089987	Gpx2-ps1	0	0	1	3	4	2
ENSMUSG00000089988	Gm16238	4	2	0	8	8	7
ENSMUSG00000089991	Gm16332	0	0	0	5	2	4
ENSMUSG00000089993	Gm5822	0	3	2	1	0	1
ENSMUSG00000089996	Tmsb15b2	1	0	0	0	0	1
ENSMUSG00000089997	1810020O05Rik	0	0	0	1	0	2
ENSMUSG00000089998	Phtf1os	8	11	3	16	23	24
ENSMUSG00000089999	Gm6485	2	4	4	1	3	3
ENSMUSG00000090000	Ier3ip1	725	692	690	754	796	701
ENSMUSG00000090005	Gm16540	0	0	0	1	2	0
ENSMUSG00000090009	Gm16282	0	1	1	0	1	0
ENSMUSG00000090015	Gm15446	243	236	220	310	412	351
ENSMUSG00000090016	Gm16578	0	1	1	0	1	0
ENSMUSG00000090017	Gm16213	1	0	0	1	4	6
ENSMUSG00000090019	Gimap1	162	168	128	175	253	233
ENSMUSG00000090021	Gm6493	0	0	0	1	0	0
ENSMUSG00000090023	Gm16302	1	1	0	1	3	2
ENSMUSG00000090024	Gm16350	1	1	6	2	0	5
ENSMUSG00000090026	Gm15996	0	0	0	0	1	0
ENSMUSG00000090027	Gm15740	0	0	3	0	0	0
ENSMUSG00000090030	A430072P03Rik	29	33	25	11	22	5
ENSMUSG00000090031	4732440D04Rik	19	21	14	41	67	58
ENSMUSG00000090035	Galnt4	1125	1123	1005	930	1019	903
ENSMUSG00000090038	Gm16573	0	0	0	0	0	1
ENSMUSG00000090041	Gm16027	0	0	0	1	0	0
ENSMUSG00000090044	Gm16557	2	2	0	1	2	1
ENSMUSG00000090054	Gm15629	4	2	3	2	2	2
ENSMUSG00000090062	Galnt6os	1	0	0	0	0	0
ENSMUSG00000090069	E430024P14Rik	41	39	32	22	28	29
ENSMUSG00000090070	Gm16577	0	0	1	0	0	0
ENSMUSG00000090077	Lime1	3	10	7	13	11	7
ENSMUSG00000090079	Gm15849	0	0	0	1	2	0
ENSMUSG00000090080	Gm15872	0	0	0	0	1	0
ENSMUSG00000090081	Gm16587	39	51	47	5	27	10
ENSMUSG00000090083	Rnf8	196	227	177	168	219	175
ENSMUSG00000090084	Srpx	3	0	0	8	1	4
ENSMUSG00000090086	AI480526	121	147	68	270	602	429
ENSMUSG00000090093	Gm14399	32	39	22	36	48	54
ENSMUSG00000090098	Alms1-ps2	0	0	0	0	1	0
ENSMUSG00000090100	Ttbk2	339	296	254	480	608	548
ENSMUSG00000090101	Snhg9	0	0	0	2	0	1
ENSMUSG00000090103	Gm16094	28	34	32	25	57	25
ENSMUSG00000090108	Gm15717	7	10	8	19	50	29
ENSMUSG00000090109	Ear-ps10	0	0	0	2	0	1
ENSMUSG00000090110	Cmc4	124	109	103	120	143	109
ENSMUSG00000090112	Shprh	1660	1625	1304	2151	2355	2184
ENSMUSG00000090113	Nhlrc4	3	3	1	4	6	9
ENSMUSG00000090114	Gm3076	0	0	1	0	0	0
ENSMUSG00000090115	Usp49	493	482	344	363	416	326
ENSMUSG00000090117	Gm16541	1	1	0	0	1	0
ENSMUSG00000090118	Gm16163	0	0	1	1	3	1
ENSMUSG00000090119	Gm8185	2	1	1	0	2	0
ENSMUSG00000090120	A730090N16Rik	4	1	6	2	0	4
ENSMUSG00000090122	Kcne1l	0	0	0	2	0	0
ENSMUSG00000090124	Ugt1a7c	455	466	444	1795	1924	1802
ENSMUSG00000090125	Pou3f1	0	0	1	10	2	5
ENSMUSG00000090128	Gm16038	0	0	0	1	1	0
ENSMUSG00000090129	Olfr287	0	0	0	0	2	2
ENSMUSG00000090136	Gm10177	9	17	13	21	22	24
ENSMUSG00000090137	Uba52	20	18	22	36	61	38
ENSMUSG00000090141	Gm614	0	1	1	3	4	5
ENSMUSG00000090142	Gm15795	0	0	0	1	0	0
ENSMUSG00000090145	Ugt1a6b	0	1	4	4	8	6
ENSMUSG00000090150	Acad11	1756	2182	1786	815	951	738
ENSMUSG00000090157	Gm16534	2	2	2	1	4	3
ENSMUSG00000090164	BC035044	2139	1679	1369	3264	3989	3634
ENSMUSG00000090166	Ear10	11	5	15	9	0	10
ENSMUSG00000090171	Ugt1a2	0	0	0	0	4	3
ENSMUSG00000090173	Fbxw10	40	28	26	32	54	46
ENSMUSG00000090174	Gm10612	7	14	13	23	18	26
ENSMUSG00000090176	Cd200r2	4	5	4	52	70	53
ENSMUSG00000090180	Ang-ps1	1	0	0	0	4	0
ENSMUSG00000090185	Gm15523	1	12	8	8	4	4
ENSMUSG00000090186	Gm7592	4	6	2	6	5	12
ENSMUSG00000090191	9230105E05Rik	3	8	3	5	18	14
ENSMUSG00000090192	Gm16556	51	113	103	11	11	7
ENSMUSG00000090193	Gm15995	0	0	0	0	0	1
ENSMUSG00000090200	1700025N21Rik	1	0	0	0	0	3
ENSMUSG00000090202	4930503B20Rik	0	0	0	10	27	27
ENSMUSG00000090207	4930524O07Rik	18	20	15	25	17	8
ENSMUSG00000090210	Itga10	19	24	21	44	57	52
ENSMUSG00000090213	Tmem189	1250	1415	1144	1413	1436	1504
ENSMUSG00000090214	Gm15657	24	6	17	60	50	62
ENSMUSG00000090215	Trim34b	1	6	3	10	15	8
ENSMUSG00000090217	Gm16116	22	24	16	4	5	0
ENSMUSG00000090220	Pitpnm2os1	0	0	0	1	0	0
ENSMUSG00000090222	Gm16340	5	5	3	6	23	23
ENSMUSG00000090223	Pcp4	1	6	0	1	1	0
ENSMUSG00000090230	Gm16315	0	0	0	0	1	1
ENSMUSG00000090231	Cfb	1	0	3	13	13	8
ENSMUSG00000090232	Gm16132	0	0	0	0	0	2
ENSMUSG00000090235	Gm16244	9	3	1	8	10	8
ENSMUSG00000090236	Car15	4	11	5	21	29	23
ENSMUSG00000090246	Gm17017	7	7	9	6	5	3
ENSMUSG00000090247	Bloc1s1	165	131	97	168	137	143
ENSMUSG00000090248	Gm14027	5	3	2	6	13	9
ENSMUSG00000090252	Gm16028	0	2	1	0	1	1
ENSMUSG00000090254	Gm1965	2	5	3	22	46	37
ENSMUSG00000090256	Alms1-ps1	4	3	4	1	4	2
ENSMUSG00000090257	Gm4524	1	0	0	0	0	0
ENSMUSG00000090258	Churc1	391	375	304	469	479	424
ENSMUSG00000090260	2810442N19Rik	0	1	0	0	0	1
ENSMUSG00000090263	D730045A05Rik	3	1	1	0	0	0
ENSMUSG00000090264	Eif4ebp3	1	4	1	5	6	5
ENSMUSG00000090266	Mettl23	841	802	660	771	780	801
ENSMUSG00000090272	Mndal	808	715	557	1911	2852	2423
ENSMUSG00000090273	Prr22	17	19	18	20	31	37
ENSMUSG00000090286	Gm17615	0	0	0	0	0	1
ENSMUSG00000090290	Gm17296	690	672	507	565	842	724
ENSMUSG00000090291	Lrrc10b	0	2	2	3	2	2
ENSMUSG00000090293	Gm17034	10	7	13	18	17	14
ENSMUSG00000090307	1700071M16Rik	0	8	8	3	1	3
ENSMUSG00000090317	Gm17324	0	0	0	1	1	0
ENSMUSG00000090319	Gm4462	0	4	0	3	3	0
ENSMUSG00000090322	Gm17090	2	0	1	1	0	3
ENSMUSG00000090326	Dthd1	0	0	0	6	9	9
ENSMUSG00000090327	Gm17111	1	1	0	0	0	1
ENSMUSG00000090330	9130221H12Rik	539	486	417	442	485	493
ENSMUSG00000090334	Gm17149	4	7	2	0	2	1
ENSMUSG00000090346	Vmn1r5	0	0	1	0	0	0
ENSMUSG00000090353	Gm17555	4	3	3	9	11	4
ENSMUSG00000090356	Teddm3	0	0	0	1	0	0
ENSMUSG00000090357	Gm17077	2	4	2	1	1	1
ENSMUSG00000090358	Gm2822	50	63	45	40	37	58
ENSMUSG00000090363	Gm3512	1	1	1	0	1	1
ENSMUSG00000090374	Gm17232	0	0	0	0	1	0
ENSMUSG00000090381	Gm6158	15	2	9	7	3	2
ENSMUSG00000090386	Mir99ahg	2	3	1	11	11	15
ENSMUSG00000090389	Gm7236	1	1	1	1	1	1
ENSMUSG00000090394	4930523C07Rik	3492	3653	3087	3167	3511	2913
ENSMUSG00000090397	Gm17096	4	4	1	11	7	7
ENSMUSG00000090399	Gm38399	4	9	4	119	107	138
ENSMUSG00000090429	Gm17271	3	5	0	4	1	5
ENSMUSG00000090439	Gm17455	5	8	14	0	1	1
ENSMUSG00000090458	Gm17122	0	3	1	1	2	1
ENSMUSG00000090464	Gm17140	1	0	0	0	0	0
ENSMUSG00000090467	Gm4613	0	0	0	0	1	0
ENSMUSG00000090486	BC035947	1	1	0	0	0	1
ENSMUSG00000090489	Gm17415	0	1	0	0	0	0
ENSMUSG00000090516	Rps11-ps1	5	12	2	6	5	3
ENSMUSG00000090523	Gypc	3198	2871	2382	4703	4250	5137
ENSMUSG00000090544	Gm6576	1	0	0	2	2	0
ENSMUSG00000090551	A730015C16Rik	1	0	1	1	1	2
ENSMUSG00000090553	Snrpe	3863	3559	2937	2930	3064	2853
ENSMUSG00000090561	Gm17207	2	1	2	2	3	5
ENSMUSG00000090564	A430057M04Rik	10	13	6	18	20	10
ENSMUSG00000090565	4930405O22Rik	2	1	2	0	0	1
ENSMUSG00000090570	Gm17041	0	0	0	1	2	0
ENSMUSG00000090576	Gm17055	0	1	0	1	0	3
ENSMUSG00000090582	Gm17024	10	24	11	8	24	8
ENSMUSG00000090602	Gm5611	0	0	0	1	0	0
ENSMUSG00000090608	Gm17200	2	0	0	2	5	9
ENSMUSG00000090610	Gm3571	1	1	1	0	3	2
ENSMUSG00000090622	A930033H14Rik	15	8	7	29	23	29
ENSMUSG00000090625	Gm20721	36	23	18	29	12	25
ENSMUSG00000090626	Tex9	207	195	150	596	804	731
ENSMUSG00000090637	Gm6189	33	28	38	41	47	41
ENSMUSG00000090641	Zfp712	167	174	158	219	244	251
ENSMUSG00000090659	Zfp493	60	70	49	88	85	98
ENSMUSG00000090665	Gad1-ps	130	216	205	290	322	232
ENSMUSG00000090666	Gm17567	0	0	0	0	0	1
ENSMUSG00000090673	Gm340	240	292	227	355	492	414
ENSMUSG00000090674	Gm17082	0	2	0	0	2	2
ENSMUSG00000090685	Gm9047	0	0	0	0	0	1
ENSMUSG00000090693	Trim43a	1	0	0	4	4	5
ENSMUSG00000090698	Apold1	113	125	65	97	133	67
ENSMUSG00000090700	Cyp4f40	0	0	0	1	0	0
ENSMUSG00000090706	Gm17233	0	0	0	1	0	0
ENSMUSG00000090709	Gm17173	133	180	125	32	56	19
ENSMUSG00000090722	Gm8378	0	0	0	0	0	1
ENSMUSG00000090733	Rps27	19290	16999	13967	18024	15813	17060
ENSMUSG00000090758	Gm17178	0	0	0	2	1	1
ENSMUSG00000090761	Gm17201	0	0	0	0	0	1
ENSMUSG00000090778	Gm3235	0	0	1	0	0	0
ENSMUSG00000090779	Gm17110	2	5	1	1	0	0
ENSMUSG00000090785	Gm17116	7	4	4	1	8	3
ENSMUSG00000090799	Klhl33	4	2	2	66	71	111
ENSMUSG00000090812	Samd15	7	16	8	17	19	14
ENSMUSG00000090816	Gm6729	0	0	0	1	0	0
ENSMUSG00000090818	Trbj2-6	0	0	2	0	1	0
ENSMUSG00000090840	1700092M07Rik	0	2	3	0	4	3
ENSMUSG00000090841	Myl6	27075	28321	24513	20709	21252	19401
ENSMUSG00000090843	Heatr4	0	0	0	0	1	0
ENSMUSG00000090853	Gm17364	0	2	1	0	1	0
ENSMUSG00000090860	Gm17134	2	3	4	1	1	2
ENSMUSG00000090861	Arf4os	1	0	1	1	0	1
ENSMUSG00000090862	Rps13	15200	13019	11387	14300	13135	14500
ENSMUSG00000090863	A530084C06Rik	0	0	0	49	55	39
ENSMUSG00000090873	Gm17112	0	0	0	0	1	0
ENSMUSG00000090877	Hspa1b	24	226	339	191	129	117
ENSMUSG00000090881	Gm6904	0	2	3	16	30	8
ENSMUSG00000090891	D6Ertd527e	16	8	6	10	16	10
ENSMUSG00000090894	Olfr110	1	1	0	0	0	0
ENSMUSG00000090919	Pabpc4l	3	2	1	5	2	4
ENSMUSG00000090935	Synj2bp	1366	1440	1287	1409	1501	1371
ENSMUSG00000090936	Gm17705	1	2	2	2	3	4
ENSMUSG00000090939	Gm17147	1	0	0	0	0	0
ENSMUSG00000090942	F830016B08Rik	1	4	1	10	177	46
ENSMUSG00000090946	Ccdc71l	1064	1146	908	1573	1585	1538
ENSMUSG00000090952	Gm17251	113	97	80	85	111	91
ENSMUSG00000090958	Lrrc32	21	8	21	12	9	11
ENSMUSG00000090963	Gm17655	116	111	81	155	180	152
ENSMUSG00000090964	Gm17206	0	0	0	0	1	0
ENSMUSG00000090965	Gm17203	4	0	1	4	2	6
ENSMUSG00000090990	Gm17197	0	0	0	0	1	0
ENSMUSG00000091002	Tcerg1l	2	0	3	0	0	0
ENSMUSG00000091003	Gm7244	2	0	0	0	0	0
ENSMUSG00000091007	D630036H23Rik	2	0	5	3	2	2
ENSMUSG00000091019	Gm7502	0	1	0	0	0	0
ENSMUSG00000091020	Gm5828	0	0	0	1	0	0
ENSMUSG00000091021	Gm17300	0	0	1	1	1	1
ENSMUSG00000091037	Gm17661	0	0	1	0	0	2
ENSMUSG00000091040	Gm9359	1	0	0	0	0	0
ENSMUSG00000091043	Glyatl3	0	0	0	0	0	2
ENSMUSG00000091050	9330020H09Rik	69	80	66	85	106	97
ENSMUSG00000091053	Gm9742	0	0	0	0	0	1
ENSMUSG00000091055	Siglec15	5	2	4	7	7	8
ENSMUSG00000091071	1700030C10Rik	0	0	0	0	1	3
ENSMUSG00000091083	Gm4535	0	1	0	0	1	0
ENSMUSG00000091086	Rpl6l	30	16	21	42	38	37
ENSMUSG00000091087	Ighv8-14	1	0	0	0	1	0
ENSMUSG00000091089	A930018M24Rik	0	0	1	118	72	128
ENSMUSG00000091095	Gm17305	1	0	0	2	0	0
ENSMUSG00000091102	5830462I19Rik	1	1	1	0	0	3
ENSMUSG00000091133	Gm17108	4	5	1	1	1	1
ENSMUSG00000091144	Phf11c	90	99	98	121	163	113
ENSMUSG00000091154	Proscos	0	0	1	3	1	2
ENSMUSG00000091155	Serpine3	0	0	0	2	0	0
ENSMUSG00000091160	Gm17133	2	0	0	0	0	0
ENSMUSG00000091165	Gm17036	2	1	1	1	3	2
ENSMUSG00000091172	Gm17120	0	0	0	0	1	1
ENSMUSG00000091177	Gm15494	0	0	1	0	1	1
ENSMUSG00000091183	Gm5141	140	142	112	152	170	169
ENSMUSG00000091184	Gm17059	2	1	1	0	0	0
ENSMUSG00000091191	Gm17334	0	3	0	3	4	3
ENSMUSG00000091199	Gm2619	4	3	2	1	3	3
ENSMUSG00000091223	Gm8775	2	1	0	1	0	1
ENSMUSG00000091230	Gm6970	1	0	0	0	0	0
ENSMUSG00000091243	Vgll3	1	0	0	2	0	1
ENSMUSG00000091255	Speer4e	0	0	0	4	2	6
ENSMUSG00000091264	Smim13	1119	1069	884	1101	1072	1066
ENSMUSG00000091269	Gm6682	0	0	0	0	1	0
ENSMUSG00000091272	Gm17641	0	0	1	0	0	1
ENSMUSG00000091277	Gm1818	12	13	4	16	15	22
ENSMUSG00000091297	Gm8439	65	83	63	7	14	2
ENSMUSG00000091306	Gm17606	3	0	1	2	2	4
ENSMUSG00000091311	Spata31d1b	0	0	1	0	0	0
ENSMUSG00000091313	Fth-ps2	3	6	2	3	4	4
ENSMUSG00000091318	Gm5415	0	1	0	0	0	0
ENSMUSG00000091329	1700112D23Rik	0	1	1	0	0	2
ENSMUSG00000091337	Eid1	2945	2597	2348	2705	2570	2400
ENSMUSG00000091345	Col6a5	0	0	1	1	0	7
ENSMUSG00000091363	Gm7701	1	0	2	3	2	4
ENSMUSG00000091366	Gm17040	0	3	1	29	21	16
ENSMUSG00000091367	Gm17711	1	2	1	1	1	1
ENSMUSG00000091370	5730435O14Rik	1	0	0	0	2	0
ENSMUSG00000091378	Gm4219	0	0	0	1	0	1
ENSMUSG00000091387	Gcnt4	9	5	5	21	13	12
ENSMUSG00000091402	Rd3l	3	1	0	4	12	11
ENSMUSG00000091405	Hist2h4	5	11	12	5	10	5
ENSMUSG00000091408	Gm6728	1	0	1	1	0	0
ENSMUSG00000091410	Gm17150	0	0	2	0	0	0
ENSMUSG00000091412	Gm2895	2	1	2	1	1	0
ENSMUSG00000091415	Ak9	1	2	5	1	0	0
ENSMUSG00000091421	Gm4202	77	95	78	106	104	112
ENSMUSG00000091423	Gm17509	4	3	4	5	6	3
ENSMUSG00000091438	Gm17088	23	8	7	7	11	2
ENSMUSG00000091443	Gm17023	0	0	0	0	1	0
ENSMUSG00000091449	Gm10269	3	5	9	10	15	11
ENSMUSG00000091455	Otogl	52	49	56	73	89	71
ENSMUSG00000091460	Gm7808	14	14	6	6	8	4
ENSMUSG00000091462	Gm17084	12	23	21	12	18	17
ENSMUSG00000091472	Gm3739	2	2	2	1	3	1
ENSMUSG00000091474	2610021A01Rik	500	508	380	763	726	808
ENSMUSG00000091475	2810468N07Rik	1	5	7	7	9	5
ENSMUSG00000091476	Gm16432	0	0	0	0	0	1
ENSMUSG00000091478	Gm10039	2	0	0	0	0	1
ENSMUSG00000091479	Gm17035	1	0	1	0	0	0
ENSMUSG00000091492	Gm17025	9	3	4	9	3	4
ENSMUSG00000091498	Mpc1-ps	1	0	0	0	0	0
ENSMUSG00000091509	Gm17066	133	133	121	153	162	160
ENSMUSG00000091510	Mtag2	0	0	0	1	1	0
ENSMUSG00000091512	Lamtor3	1678	1776	1387	1934	1901	1969
