id	sym	WT_aTreg_1	WT_aTreg_2	WT_aTreg_3	WT_rTreg_1	WT_rTreg_2
ENSMUSG00000085180	AI838599	1	3	37	2	0
ENSMUSG00000085181	Gm12709	1	0	1	0	1
ENSMUSG00000085184	4933439K11Rik	9	13	6	10	7
ENSMUSG00000085185	BC028777	0	0	2	0	0
ENSMUSG00000085189	Gm11963	2	2	2	1	2
ENSMUSG00000085192	Gm12195	1	0	1	18	13
ENSMUSG00000085194	Platr32	1	0	1	0	1
ENSMUSG00000085196	Gm14963	1	1	1	2	1
ENSMUSG00000085199	Gm15346	0	1	0	1	0
ENSMUSG00000085201	Nr6a1os	0	0	1	2	7
ENSMUSG00000085204	Gm15327	4	1	0	3	0
ENSMUSG00000085205	Gm13185	2	6	4	1	0
ENSMUSG00000085207	Gm11767	10	9	13	10	4
ENSMUSG00000085208	Brip1os	1727	1635	1750	397	372
ENSMUSG00000085211	B430219N15Rik	2	2	1	1	0
ENSMUSG00000085213	Gm13091	220	165	93	189	253
ENSMUSG00000085223	Gm11210	5	12	6	7	5
ENSMUSG00000085227	6330418K02Rik	10	15	13	10	9
ENSMUSG00000085229	Gm11672	0	0	1	17	7
ENSMUSG00000085232	Gm11962	2	4	4	0	1
ENSMUSG00000085234	Gm15614	1	1	0	6	0
ENSMUSG00000085236	2610206C17Rik	2	4	1	2	4
ENSMUSG00000085238	4930479D17Rik	4	1	2	2	1
ENSMUSG00000085239	Gm12150	0	0	0	0	2
ENSMUSG00000085242	Gm11537	6	4	9	0	0
ENSMUSG00000085245	Gm11713	2	2	1	5	13
ENSMUSG00000085246	Gm15893	18	20	31	7	2
ENSMUSG00000085249	Gm12847	4	4	10	4	25
ENSMUSG00000085250	Gm15234	0	0	0	3	3
ENSMUSG00000085255	Taco1os	2	3	2	0	3
ENSMUSG00000085256	Dmrta2os	0	0	1	0	0
ENSMUSG00000085257	Gm13264	1	0	0	0	0
ENSMUSG00000085261	Gm13814	0	0	1	0	0
ENSMUSG00000085262	Gm11574	1	0	0	6	16
ENSMUSG00000085264	Gm15581	0	0	0	1	0
ENSMUSG00000085269	Gm15777	26	28	62	0	2
ENSMUSG00000085272	Sbk3	1	1	0	0	0
ENSMUSG00000085274	BC046401	10	9	2	10	14
ENSMUSG00000085275	Gm14487	0	2	0	0	0
ENSMUSG00000085279	Gm15965	15	10	16	51	32
ENSMUSG00000085280	Gm16151	0	2	2	31	15
ENSMUSG00000085282	Gm15663	4	4	2	0	0
ENSMUSG00000085286	Ube4bos3	11	3	15	1	0
ENSMUSG00000085287	4833418N02Rik	11	14	8	23	11
ENSMUSG00000085289	Gm15337	7	10	32	3	1
ENSMUSG00000085292	Gm12853	0	0	0	1	0
ENSMUSG00000085302	Trav8-2	22	26	18	23	19
ENSMUSG00000085303	Gm16751	0	0	0	1	5
ENSMUSG00000085307	Gm11525	8	0	1	3	2
ENSMUSG00000085310	Gm11491	0	0	1	0	0
ENSMUSG00000085311	Gm15445	3	3	5	12	7
ENSMUSG00000085312	Gm12763	0	0	0	5	2
ENSMUSG00000085315	A430018G15Rik	1	0	2	3	0
ENSMUSG00000085317	Gssos2	0	0	0	1	0
ENSMUSG00000085320	Gm11548	1	0	0	0	0
ENSMUSG00000085327	Gm16104	0	0	1	0	0
ENSMUSG00000085328	Gm17131	283	195	480	281	168
ENSMUSG00000085329	2810404F17Rik	2	0	0	2	0
ENSMUSG00000085333	1700030A11Rik	0	1	0	0	0
ENSMUSG00000085334	Gm12940	331	269	459	27	15
ENSMUSG00000085335	Gm13684	5	1	8	25	14
ENSMUSG00000085337	Gm15964	21	24	17	16	10
ENSMUSG00000085340	Gm16335	1	3	0	0	0
ENSMUSG00000085342	Gm12254	2	5	3	1	0
ENSMUSG00000085347	Hk1os	15	17	20	24	10
ENSMUSG00000085351	Gm12472	1	3	0	0	0
ENSMUSG00000085353	1700092C17Rik	1	1	0	0	0
ENSMUSG00000085354	Gm2044	2	0	11	2	1
ENSMUSG00000085355	3010003L21Rik	10	9	9	35	28
ENSMUSG00000085357	Gm13480	0	0	1	0	0
ENSMUSG00000085360	Arhgap27os2	1	0	0	0	0
ENSMUSG00000085361	Gm16305	2	0	0	3	1
ENSMUSG00000085363	Gm15478	10	7	6	4	0
ENSMUSG00000085371	Gm3160	0	0	1	0	0
ENSMUSG00000085375	Gm12506	0	0	1	0	0
ENSMUSG00000085376	Gm14508	22	8	21	4	19
ENSMUSG00000085377	4930551L18Rik	1	0	0	0	0
ENSMUSG00000085378	Gm11415	0	0	1	0	0
ENSMUSG00000085379	2310058D17Rik	52	55	40	40	35
ENSMUSG00000085385	Snhg17	685	494	568	661	603
ENSMUSG00000085391	Gm16150	4	3	4	16	13
ENSMUSG00000085393	Gm11280	0	0	0	1	0
ENSMUSG00000085395	Gm13056	0	1	0	0	0
ENSMUSG00000085396	Firre	41	20	56	30	88
ENSMUSG00000085397	Gm13524	0	0	1	0	1
ENSMUSG00000085398	4931406G06Rik	0	3	2	12	10
ENSMUSG00000085399	Foxd2os	8	14	72	43	24
ENSMUSG00000085403	Gm13068	0	0	0	0	1
ENSMUSG00000085408	C530005A16Rik	8	7	23	4	6
ENSMUSG00000085409	Gm16155	0	0	1	0	0
ENSMUSG00000085412	Halr1	0	1	0	0	0
ENSMUSG00000085415	Gm12060	0	0	0	0	3
ENSMUSG00000085417	Gm13919	10	18	1	24	18
ENSMUSG00000085421	4732490B19Rik	4	5	4	3	11
ENSMUSG00000085423	Gm15735	0	0	2	0	1
ENSMUSG00000085427	6430710C18Rik	3	1	0	3	4
ENSMUSG00000085431	4930440I19Rik	0	0	0	3	0
ENSMUSG00000085433	Gm16001	25	31	13	35	11
ENSMUSG00000085434	Gm11725	3	9	19	25	23
ENSMUSG00000085436	Zfp335os	52	68	22	91	47
ENSMUSG00000085437	1700047A11Rik	2	1	0	0	0
ENSMUSG00000085438	1700020I14Rik	6676	6536	7261	1184	1062
ENSMUSG00000085439	Rapgef4os1	12	3	7	2	1
ENSMUSG00000085442	Gm3362	10	8	15	19	8
ENSMUSG00000085444	Gm13936	1	0	3	3	0
ENSMUSG00000085452	4930554G24Rik	1	0	0	0	1
ENSMUSG00000085457	1110046J04Rik	0	2	3	3	1
ENSMUSG00000085464	Gm16208	0	0	1	2	0
ENSMUSG00000085465	Gm15347	5	4	13	0	0
ENSMUSG00000085467	Gm11842	0	0	1	0	0
ENSMUSG00000085471	4933423P22Rik	0	0	1	0	0
ENSMUSG00000085473	Gm16686	0	0	1	0	0
ENSMUSG00000085478	Gm11851	2	1	8	4	1
ENSMUSG00000085482	A230083N12Rik	3	2	3	18	3
ENSMUSG00000085483	Gm14198	0	1	0	0	0
ENSMUSG00000085486	Gm11634	0	0	1	1	1
ENSMUSG00000085487	Gm15654	0	1	0	0	0
ENSMUSG00000085492	Trmt61b	68	51	60	97	74
ENSMUSG00000085498	Gm14023	10	10	14	6	2
ENSMUSG00000085499	Gm15713	0	2	1	3	0
ENSMUSG00000085500	Gm16976	10	8	84	8	4
ENSMUSG00000085501	Gm11772	3	1	0	1	1
ENSMUSG00000085502	Gm12320	0	1	0	0	0
ENSMUSG00000085505	Gm12868	0	1	3	2	2
ENSMUSG00000085507	Gm2709	0	0	1	0	0
ENSMUSG00000085509	Gm11521	3	2	3	3	0
ENSMUSG00000085511	Gm11738	12	5	1	3	2
ENSMUSG00000085513	Gm16363	0	2	1	0	1
ENSMUSG00000085514	Bcas3os2	2	1	0	0	0
ENSMUSG00000085516	4930538E20Rik	0	1	0	0	0
ENSMUSG00000085521	4930526A20Rik	0	1	0	5	1
ENSMUSG00000085523	Gm15945	0	0	3	1	0
ENSMUSG00000085524	Gm14224	0	0	0	1	0
ENSMUSG00000085525	Gm13166	4	9	5	35	14
ENSMUSG00000085526	Gm16083	1	6	3	18	12
ENSMUSG00000085527	Gm15535	1	3	3	3	1
ENSMUSG00000085531	Slc36a3os	31	37	41	55	18
ENSMUSG00000085538	Gm11455	4	13	11	2	5
ENSMUSG00000085539	Gm15561	14	5	3	0	5
ENSMUSG00000085546	Gm14252	0	2	1	12	8
ENSMUSG00000085560	C230038L03Rik	0	1	1	5	1
ENSMUSG00000085563	2210411M09Rik	5	2	8	2	2
ENSMUSG00000085566	A730017L22Rik	362	300	252	98	151
ENSMUSG00000085568	Gm14858	2	2	3	2	2
ENSMUSG00000085572	Gm16234	5	1	3	8	8
ENSMUSG00000085578	Gm11527	0	0	0	4	2
ENSMUSG00000085580	1700061F12Rik	0	0	9	0	0
ENSMUSG00000085581	Gm12786	1	3	3	3	6
ENSMUSG00000085586	Gm11613	91	89	65	64	62
ENSMUSG00000085589	A430078I02Rik	2	1	3	13	7
ENSMUSG00000085591	Gm13479	0	0	0	1	0
ENSMUSG00000085594	Gm11551	0	0	0	0	1
ENSMUSG00000085596	Gm11476	0	0	0	5	1
ENSMUSG00000085601	Gm4969	1	0	0	1	0
ENSMUSG00000085603	Gm11346	1617	1797	232	2550	2069
ENSMUSG00000085604	Dhx58os	3	2	4	0	0
ENSMUSG00000085606	Gm15792	1	1	3	0	0
ENSMUSG00000085609	1700016P03Rik	1	2	2	4	3
ENSMUSG00000085612	Gm15868	5	8	15	1	1
ENSMUSG00000085614	1700123M08Rik	12	16	17	14	7
ENSMUSG00000085615	A330035P11Rik	27	30	21	26	19
ENSMUSG00000085622	3110056K07Rik	162	207	157	243	134
ENSMUSG00000085623	Gm16041	0	2	0	3	2
ENSMUSG00000085625	Gm8813	0	0	2	0	0
ENSMUSG00000085627	Gm11222	0	1	0	0	0
ENSMUSG00000085628	Appbp2os	5	7	9	11	13
ENSMUSG00000085633	Bloc1s6os	3	3	3	27	13
ENSMUSG00000085634	Gm15290	0	0	0	1	0
ENSMUSG00000085635	Gm14565	0	0	0	3	2
ENSMUSG00000085636	Gm11769	2	2	3	48	30
ENSMUSG00000085637	1700048M11Rik	10	3	11	1	2
ENSMUSG00000085641	4930465M20Rik	0	1	1	0	0
ENSMUSG00000085642	3110053B16Rik	3	10	14	1	8
ENSMUSG00000085651	Gm11695	38	124	3	7	8
ENSMUSG00000085652	Gm11999	5	11	1	4	5
ENSMUSG00000085654	Gm12536	0	0	1	0	0
ENSMUSG00000085655	Gm15952	12	10	6	15	13
ENSMUSG00000085658	Gm15704	0	0	1	0	0
ENSMUSG00000085660	Gm12434	0	0	0	4	0
ENSMUSG00000085663	Gm15718	1	2	3	3	0
ENSMUSG00000085664	Atxn7l1os2	15	10	18	11	21
ENSMUSG00000085665	Gm12059	0	0	0	0	1
ENSMUSG00000085666	Gm9855	0	2	2	0	0
ENSMUSG00000085667	Gm12992	14	10	19	16	10
ENSMUSG00000085669	Gm14817	0	1	1	1	2
ENSMUSG00000085673	Gm16122	0	0	0	2	2
ENSMUSG00000085678	Gm16349	0	0	1	0	1
ENSMUSG00000085681	Gm13982	3	2	1	3	1
ENSMUSG00000085684	4930469K13Rik	26	22	72	6	13
ENSMUSG00000085687	Gm16153	35	29	44	65	61
ENSMUSG00000085689	Gm16838	0	0	0	3	0
ENSMUSG00000085696	Hoxaas3	5	2	0	8	6
ENSMUSG00000085704	4921531C22Rik	67	52	39	164	107
ENSMUSG00000085705	Gm16046	2	0	3	3	0
ENSMUSG00000085711	Gm15163	0	0	0	1	0
ENSMUSG00000085715	Tsix	1	0	0	1	0
ENSMUSG00000085716	Gm13388	1	0	0	0	0
ENSMUSG00000085719	4933424L21Rik	3	3	1	0	0
ENSMUSG00000085720	Gm7854	0	2	0	1	2
ENSMUSG00000085721	Gm12796	0	3	2	0	3
ENSMUSG00000085723	Gm15915	14	14	1	18	15
ENSMUSG00000085725	Gm15873	0	0	1	2	0
ENSMUSG00000085730	Gm13307	0	1	0	0	0
ENSMUSG00000085732	Gm4279	0	0	0	1	0
ENSMUSG00000085733	Arhgap27os1	0	0	0	2	0
ENSMUSG00000085735	Mettl5os	2	2	3	7	2
ENSMUSG00000085737	Gm13442	0	0	1	0	0
ENSMUSG00000085738	Gm12335	3	1	4	2	1
ENSMUSG00000085741	5430405H02Rik	42	31	56	128	82
ENSMUSG00000085742	Gm13536	0	0	0	0	1
ENSMUSG00000085743	8430419K02Rik	0	1	0	0	0
ENSMUSG00000085744	Gm12259	1	1	2	6	1
ENSMUSG00000085748	Gm12280	0	0	0	1	0
ENSMUSG00000085749	Gm12843	0	0	1	1	0
ENSMUSG00000085750	Gm14009	6	1	1	9	5
ENSMUSG00000085754	Gm15886	1	2	1	0	1
ENSMUSG00000085755	Gm13496	3	5	3	10	4
ENSMUSG00000085760	Gm14302	2	0	1	4	5
ENSMUSG00000085762	Lrrc75aos2	1	1	1	16	23
ENSMUSG00000085763	Smc2os	1	0	0	0	0
ENSMUSG00000085765	Gm12333	2	1	1	8	7
ENSMUSG00000085767	Gm13563	15	6	17	15	32
ENSMUSG00000085768	Gm13707	0	0	21	0	0
ENSMUSG00000085771	C230066G23Rik	9	7	6	75	50
ENSMUSG00000085776	5430402O13Rik	28	19	11	9	20
ENSMUSG00000085779	Atcayos	2	0	17	0	1
ENSMUSG00000085782	Gm15624	0	0	3	6	6
ENSMUSG00000085785	Sox5os3	0	16	0	0	1
ENSMUSG00000085786	Gm15987	8	0	5	23	13
ENSMUSG00000085788	4930470G03Rik	1	0	0	1	1
ENSMUSG00000085791	Rpl30-ps9	3	1	0	0	0
ENSMUSG00000085793	Lin52	414	390	344	412	375
ENSMUSG00000085795	Zfp703	278	323	596	16	27
ENSMUSG00000085799	Gm6963	2	1	6	3	0
ENSMUSG00000085802	Gm16059	0	1	3	1	1
ENSMUSG00000085804	Gm12973	0	0	0	1	0
ENSMUSG00000085807	Ube4bos2	0	2	4	0	1
ENSMUSG00000085808	Gm14718	22	59	27	34	24
ENSMUSG00000085811	Cep112it	103	94	85	30	42
ENSMUSG00000085812	Gm15843	3	1	0	0	0
ENSMUSG00000085815	Gm13548	0	0	0	3	2
ENSMUSG00000085817	Gm12668	1	1	0	0	0
ENSMUSG00000085819	Ube4bos1	3	1	5	11	6
ENSMUSG00000085823	Gm13012	160	171	270	327	195
ENSMUSG00000085826	Gm15638	10	6	5	24	33
ENSMUSG00000085828	Gm15612	0	1	2	0	0
ENSMUSG00000085829	Gm4285	33	50	23	74	57
ENSMUSG00000085837	Kcnmb4os2	4	3	0	4	3
ENSMUSG00000085840	Gm11261	11	4	19	9	11
ENSMUSG00000085841	Gm4954	0	0	0	1	0
ENSMUSG00000085844	Gm11690	2	0	0	0	0
ENSMUSG00000085846	Gm15597	2	0	2	5	1
ENSMUSG00000085847	Gm14540	0	0	0	5	2
ENSMUSG00000085852	Gm13807	46	45	135	17	9
ENSMUSG00000085853	Gm12167	10	5	3	3	10
ENSMUSG00000085856	Gm12050	0	0	0	1	0
ENSMUSG00000085857	Gm15392	0	0	1	3	2
ENSMUSG00000085858	Gm15831	7	1	6	2	1
ENSMUSG00000085860	2410003L11Rik	10	6	1	5	8
ENSMUSG00000085861	1700016G14Rik	1	1	1	6	3
ENSMUSG00000085862	Gm13483	0	1	0	0	0
ENSMUSG00000085875	Gm12905	1	2	1	3	8
ENSMUSG00000085876	Gm12409	2	0	1	2	0
ENSMUSG00000085880	Gm15229	0	1	1	0	2
ENSMUSG00000085881	Gm15912	0	1	0	0	0
ENSMUSG00000085882	2610507I01Rik	158	125	83	117	111
ENSMUSG00000085884	Gm15342	9	3	5	7	6
ENSMUSG00000085885	Gm11906	1	0	1	0	0
ENSMUSG00000085887	Arhgap27os3	424	282	397	447	510
ENSMUSG00000085890	Tnfsf13os	0	0	1	1	0
ENSMUSG00000085891	Gm14634	1	3	0	4	6
ENSMUSG00000085893	Gm12091	8	15	6	0	0
ENSMUSG00000085894	Gm15832	43	31	97	12	15
ENSMUSG00000085897	Gm11604	1	1	1	0	0
ENSMUSG00000085900	A930041C12Rik	4	1	2	2	4
ENSMUSG00000085903	Gm15340	2	4	2	13	2
ENSMUSG00000085910	Gm12395	0	0	0	0	2
ENSMUSG00000085912	Trp53cor1	1	0	3	0	0
ENSMUSG00000085913	Gm15601	43	16	65	2	9
ENSMUSG00000085914	Gm14320	2	1	1	7	2
ENSMUSG00000085918	Gm13032	4	10	9	1	0
ENSMUSG00000085925	Rtl1	0	1	1	0	0
ENSMUSG00000085929	Gm13421	9	16	5	6	4
ENSMUSG00000085932	Gm15556	1	0	1	0	0
ENSMUSG00000085936	2610307P16Rik	15	16	1	36	26
ENSMUSG00000085938	Gm14371	0	0	1	0	0
ENSMUSG00000085939	Cd63-ps	1	0	0	1	0
ENSMUSG00000085940	4930405D11Rik	0	0	0	1	0
ENSMUSG00000085941	Gm11201	4	4	3	5	3
ENSMUSG00000085946	AA387200	1	0	0	0	0
ENSMUSG00000085952	Gm12315	0	0	1	0	0
ENSMUSG00000085955	Gm12356	0	1	1	2	1
ENSMUSG00000085956	4930481B07Rik	12	15	13	26	22
ENSMUSG00000085957	Syna	4	1	17	0	0
ENSMUSG00000085958	A930019D19Rik	3	3	3	1	0
ENSMUSG00000085962	Gm16984	7	3	8	1	2
ENSMUSG00000085965	2310016D23Rik	9	7	9	1	3
ENSMUSG00000085971	Gm15411	0	1	43	12	4
ENSMUSG00000085972	1110028F11Rik	2	1	18	1	1
ENSMUSG00000085975	Gm13572	9	1	18	16	10
ENSMUSG00000085977	Gm5970	29	3	15	11	26
ENSMUSG00000085984	1700001G11Rik	7	7	17	5	8
ENSMUSG00000085990	Gm16731	10	2	5	1	4
ENSMUSG00000085995	Gm2788	7	1	3	4	4
ENSMUSG00000085996	A830012C17Rik	0	0	4	0	0
ENSMUSG00000085998	AW822252	0	0	2	2	0
ENSMUSG00000086000	Gm12493	0	0	1	0	0
ENSMUSG00000086001	Gm13448	0	1	0	2	1
ENSMUSG00000086003	B230206L02Rik	0	0	0	0	1
ENSMUSG00000086004	Gm7805	2	1	0	27	20
ENSMUSG00000086006	Gm13293	14	23	6	7	2
ENSMUSG00000086008	Gm8817	16	12	13	29	25
ENSMUSG00000086010	Gm15318	0	0	1	0	0
ENSMUSG00000086013	Gm15706	18	6	10	42	26
ENSMUSG00000086015	4833417C18Rik	11	5	4	35	19
ENSMUSG00000086016	1700084C06Rik	3	4	16	98	51
ENSMUSG00000086018	Gm13179	0	0	0	0	1
ENSMUSG00000086028	Gm12243	1	0	3	1	1
ENSMUSG00000086032	Gm15929	0	0	0	0	3
ENSMUSG00000086036	Gm14254	0	0	1	0	0
ENSMUSG00000086037	Gm16085	54	31	10	49	61
ENSMUSG00000086039	Gm12227	9	8	23	2	4
ENSMUSG00000086040	Wipf3	0	1	1	0	0
ENSMUSG00000086041	Gm12869	2	1	2	0	0
ENSMUSG00000086044	A330043C09Rik	0	1	0	0	0
ENSMUSG00000086047	9530046B11Rik	3	7	7	23	6
ENSMUSG00000086049	Gm12735	3	4	7	3	4
ENSMUSG00000086050	Gm16045	0	0	4	0	0
ENSMUSG00000086052	Gm11802	0	3	2	9	2
ENSMUSG00000086058	Unc45bos	0	0	0	1	0
ENSMUSG00000086060	Gm16084	3	7	2	6	4
ENSMUSG00000086061	Gm13075	3	5	7	54	30
ENSMUSG00000086063	Gm12257	0	1	0	2	0
ENSMUSG00000086064	4930439A04Rik	2	0	1	5	10
ENSMUSG00000086065	Gm16180	1	0	0	2	0
ENSMUSG00000086067	Gm16183	4	1	4	0	2
ENSMUSG00000086069	Gm13708	6	0	2	2	8
ENSMUSG00000086074	Gm13274	0	2	0	0	0
ENSMUSG00000086075	Gm15728	2	1	3	6	4
ENSMUSG00000086076	Ncr3-ps	0	0	1	0	0
ENSMUSG00000086083	Gm15829	1	0	1	14	9
ENSMUSG00000086103	Gm11832	0	0	4	0	0
ENSMUSG00000086108	Gm5602	5	2	2	0	0
ENSMUSG00000086109	Gm13391	1	0	0	0	2
ENSMUSG00000086111	Gm15326	26	31	46	13	19
ENSMUSG00000086119	Gm2415	4	9	4	1	0
ENSMUSG00000086121	Gm16068	1	0	3	4	1
ENSMUSG00000086123	Gm16060	2	1	1	2	1
ENSMUSG00000086127	Gm11934	0	2	0	0	0
ENSMUSG00000086130	Gm16211	244	221	250	70	130
ENSMUSG00000086132	Gm13631	1	0	0	0	0
ENSMUSG00000086139	Gm11211	1	2	3	0	3
ENSMUSG00000086146	Gm15729	2	0	0	2	2
ENSMUSG00000086147	Gm13150	1	1	1	3	0
ENSMUSG00000086149	Gm15598	0	0	1	1	0
ENSMUSG00000086150	Bach2os	25	23	11	12	15
ENSMUSG00000086152	Gm11454	1	4	89	8	4
ENSMUSG00000086154	Gm16196	2	2	5	3	0
ENSMUSG00000086158	Ccpg1os	44	60	63	65	34
ENSMUSG00000086163	Gm14206	0	0	0	1	0
ENSMUSG00000086165	Gm15690	0	0	0	0	1
ENSMUSG00000086167	Gm13827	2	1	0	0	1
ENSMUSG00000086172	2700068H02Rik	1	0	1	0	0
ENSMUSG00000086173	Kis2	0	1	1	2	0
ENSMUSG00000086179	Gm14317	0	0	0	8	1
ENSMUSG00000086184	Gm12764	40	30	35	8	11
ENSMUSG00000086189	Gm15462	0	0	3	5	3
ENSMUSG00000086192	Gm13609	0	1	6	0	0
ENSMUSG00000086194	Gm16329	2	0	1	2	2
ENSMUSG00000086196	Gm13571	3	5	2	8	9
ENSMUSG00000086199	Bcas3os1	2	1	3	10	6
ENSMUSG00000086206	Gm13783	1	4	2	0	0
ENSMUSG00000086212	Mkln1os	8	6	8	20	18
ENSMUSG00000086213	A330040F15Rik	4	5	9	1	2
ENSMUSG00000086216	Gm13610	0	1	3	0	2
ENSMUSG00000086220	Gm16599	0	2	1	0	0
ENSMUSG00000086225	Gm8661	0	0	0	1	0
ENSMUSG00000086226	Gm12660	1	0	0	0	0
ENSMUSG00000086228	Ubap1l	8	0	2	2	3
ENSMUSG00000086229	Gm4887	0	0	0	0	1
ENSMUSG00000086231	Rapgef4os3	27	34	9	4	1
ENSMUSG00000086236	5830418P13Rik	4	0	0	7	3
ENSMUSG00000086237	Gm15591	3	1	3	0	0
ENSMUSG00000086241	4930483K19Rik	3	3	1	1	1
ENSMUSG00000086245	Gm16170	0	0	8	0	0
ENSMUSG00000086247	Gm15787	18	21	18	13	20
ENSMUSG00000086251	Gm12694	0	1	0	1	1
ENSMUSG00000086255	Gm11534	0	0	0	0	1
ENSMUSG00000086258	Gm15239	1	0	0	0	0
ENSMUSG00000086264	Gm15850	6	2	0	4	3
ENSMUSG00000086266	Igf2os	4	1	1	2	0
ENSMUSG00000086267	Gm12496	0	0	1	0	0
ENSMUSG00000086268	Gm11670	0	1	5	0	0
ENSMUSG00000086277	4930558K02Rik	4	1	2	4	3
ENSMUSG00000086279	Gm15634	1	3	1	8	8
ENSMUSG00000086288	Gm15265	19	9	26	1	9
ENSMUSG00000086290	Snhg12	474	316	250	103	42
ENSMUSG00000086291	Gm15513	2	3	22	1	4
ENSMUSG00000086296	D030055H07Rik	7	11	8	0	5
ENSMUSG00000086298	Gm11716	0	0	0	1	0
ENSMUSG00000086310	Gm12278	0	0	0	0	3
ENSMUSG00000086312	Gm15336	0	0	0	0	1
ENSMUSG00000086315	Arl4aos	2	0	0	0	0
ENSMUSG00000086316	2210013O21Rik	168	146	225	312	124
ENSMUSG00000086320	Gm12840	7595	11254	1459	1536	1248
ENSMUSG00000086322	E130218I03Rik	1	0	1	5	3
ENSMUSG00000086324	Gm15564	11	24	7	27	23
ENSMUSG00000086327	Slfn5os	0	2	0	0	0
ENSMUSG00000086328	2700033N17Rik	0	0	1	0	0
ENSMUSG00000086330	1700007J10Rik	8	6	11	2	3
ENSMUSG00000086331	Gm16310	14	8	25	2	5
ENSMUSG00000086335	Gm12107	30	36	8	53	23
ENSMUSG00000086336	Gm12979	0	1	0	0	0
ENSMUSG00000086340	1810059C17Rik	1	1	0	0	0
ENSMUSG00000086341	Gm15932	5	1	7	3	3
ENSMUSG00000086342	Gm12932	14	10	13	17	8
ENSMUSG00000086344	Gm11345	5	0	0	8	9
ENSMUSG00000086347	Gm11626	3	0	2	10	7
ENSMUSG00000086350	B230369F24Rik	11	4	11	13	10
ENSMUSG00000086352	4930401G09Rik	0	0	1	0	0
ENSMUSG00000086353	Gm13481	0	0	1	0	0
ENSMUSG00000086358	Gm13270	5	6	7	9	10
ENSMUSG00000086359	9630013K17Rik	7	5	7	0	1
ENSMUSG00000086360	Gm16214	1	3	4	9	6
ENSMUSG00000086366	1700061J23Rik	0	0	0	2	0
ENSMUSG00000086368	Gm13830	3	3	0	17	24
ENSMUSG00000086370	Ftx	126	94	227	85	74
ENSMUSG00000086372	Gm16246	0	0	1	4	1
ENSMUSG00000086376	1700071G01Rik	0	0	2	0	2
ENSMUSG00000086379	1700026D11Rik	3	0	1	45	16
ENSMUSG00000086382	Chrna1os	0	0	6	0	0
ENSMUSG00000086386	Gm12108	10	5	8	1	1
ENSMUSG00000086387	Gm15563	6	3	5	2	1
ENSMUSG00000086390	1810019D21Rik	1	0	0	0	0
ENSMUSG00000086391	1700042O10Rik	8	3	4	4	9
ENSMUSG00000086392	Mccc1os	15	28	18	35	18
ENSMUSG00000086395	A630014C17Rik	101	160	29	14	20
ENSMUSG00000086396	4930555B11Rik	0	0	0	0	1
ENSMUSG00000086399	Gm16144	3	0	1	0	0
ENSMUSG00000086401	Gm15559	23	22	24	14	20
ENSMUSG00000086404	Gm6787	5	1	2	1	1
ENSMUSG00000086405	9330198N18Rik	8	10	3	2	8
ENSMUSG00000086407	Gm14123	1	1	1	21	18
ENSMUSG00000086409	Gm13898	0	0	1	0	0
ENSMUSG00000086410	Gm16158	32	11	48	4	19
ENSMUSG00000086414	Gm15645	6	1	2	14	8
ENSMUSG00000086417	Gm12996	0	1	0	0	0
ENSMUSG00000086421	Gm14091	3	1	4	2	0
ENSMUSG00000086424	Gm15569	0	0	0	1	0
ENSMUSG00000086427	Hoxa11os	0	0	0	1	0
ENSMUSG00000086429	Gt(ROSA)26Sor	271	269	225	558	296
ENSMUSG00000086433	Rsf1os1	0	0	0	3	2
ENSMUSG00000086436	Gm13690	0	2	1	0	1
ENSMUSG00000086438	Asb17os	0	0	1	0	0
ENSMUSG00000086442	Gm11722	1	1	6	15	9
ENSMUSG00000086443	4933421A08Rik	1	2	5	0	1
ENSMUSG00000086446	Prkag2os1	2	3	1	16	26
ENSMUSG00000086447	Gm13522	2	2	15	3	2
ENSMUSG00000086448	9330162012Rik	1	1	3	3	1
ENSMUSG00000086449	9030204H09Rik	0	0	0	1	0
ENSMUSG00000086451	4933431K23Rik	1	0	0	0	0
ENSMUSG00000086453	Gm11457	8	9	10	2	10
ENSMUSG00000086454	Platr14	0	0	2	0	0
ENSMUSG00000086455	Gm11815	1	4	2	5	3
ENSMUSG00000086459	1700030C12Rik	0	1	1	1	0
ENSMUSG00000086464	Gm15835	3	3	7	5	7
ENSMUSG00000086467	4930571N24Rik	4	2	2	1	0
ENSMUSG00000086468	Etaa1os	16	9	25	31	18
ENSMUSG00000086472	Gm16172	3	2	1	1	6
ENSMUSG00000086473	Gm16265	0	0	1	0	0
ENSMUSG00000086474	9130204K15Rik	1	1	0	0	0
ENSMUSG00000086477	Gm15506	19	14	21	29	10
ENSMUSG00000086478	Gm14102	0	0	0	1	0
ENSMUSG00000086479	Gm16014	0	1	1	1	0
ENSMUSG00000086480	Gm15287	14	5	3	0	6
ENSMUSG00000086481	Gm11707	464	446	347	466	271
ENSMUSG00000086484	Nron	0	0	3	3	8
ENSMUSG00000086485	Gm15458	0	0	1	0	0
ENSMUSG00000086486	Ift88os	1	2	3	0	0
ENSMUSG00000086490	Gm12292	2	1	0	0	0
ENSMUSG00000086493	Gm12204	0	1	0	1	0
ENSMUSG00000086494	2210417A02Rik	3	5	35	13	3
ENSMUSG00000086495	Gm13778	4	2	2	3	1
ENSMUSG00000086496	Gm14204	1	0	0	0	0
