id	sym	gfp_plus_1	gfp_plus_2	gfp_plus_3	gfp_minus_1	gfp_minus_2	gfp_minus_3
ENSMUSG00000085255	Taco1os	3	6	0	2	0	1
ENSMUSG00000085256	Dmrta2os	0	2	0	4	0	0
ENSMUSG00000085261	Gm13814	416	464	622	251	161	128
ENSMUSG00000085262	Gm11574	3	23	7	14	3	4
ENSMUSG00000085263	1700125G02Rik	0	0	0	0	4	0
ENSMUSG00000085264	Gm15581	0	0	0	0	3	0
ENSMUSG00000085269	Gm15777	259	180	213	255	62	181
ENSMUSG00000085271	E130006D01Rik	0	0	2	0	0	0
ENSMUSG00000085272	Sbk3	2	0	1	0	0	3
ENSMUSG00000085274	BC046401	185	185	273	141	107	110
ENSMUSG00000085275	Gm14487	0	12	2	0	0	1
ENSMUSG00000085276	Gm15812	62	4	0	1	1	0
ENSMUSG00000085279	Gm15965	646	608	761	351	210	234
ENSMUSG00000085280	Gm16151	0	0	2	1	0	0
ENSMUSG00000085281	Gm13316	1	0	0	5	0	0
ENSMUSG00000085282	Gm15663	22	2	2	0	0	0
ENSMUSG00000085284	Gm16189	45	46	78	15	6	16
ENSMUSG00000085286	Ube4bos3	14	16	21	23	2	31
ENSMUSG00000085287	4833418N02Rik	123	85	116	98	164	73
ENSMUSG00000085289	Gm15337	31	45	68	12	23	6
ENSMUSG00000085293	Gm13817	92	80	90	32	264	40
ENSMUSG00000085295	4930430E12Rik	17	35	10	6	4	5
ENSMUSG00000085297	Gm11651	3	4	6	5	2	0
ENSMUSG00000085298	F730035M05Rik	3	0	0	0	0	0
ENSMUSG00000085303	Gm16751	16	12	11	22	3	11
ENSMUSG00000085307	Gm11525	5	1	9	4	12	0
ENSMUSG00000085310	Gm11491	1	4	1	0	0	2
ENSMUSG00000085311	Gm15445	355	229	352	192	214	163
ENSMUSG00000085314	Gm14866	1	2	2	2	1	0
ENSMUSG00000085315	A430018G15Rik	0	2	1	0	2	1
ENSMUSG00000085316	D330050G23Rik	136	105	150	69	19	21
ENSMUSG00000085318	Gm12524	0	0	0	0	0	3
ENSMUSG00000085320	Gm11548	0	0	0	0	2	0
ENSMUSG00000085327	Gm16104	24	2	14	4	4	0
ENSMUSG00000085330	Gm13417	0	0	3	0	0	0
ENSMUSG00000085331	Gm11274	0	9	14	9	1	6
ENSMUSG00000085333	1700030A11Rik	0	2	0	4	0	0
ENSMUSG00000085334	Gm12940	1348	1032	1209	919	220	603
ENSMUSG00000085335	Gm13684	914	728	890	697	583	461
ENSMUSG00000085337	Gm15964	521	501	445	326	153	189
ENSMUSG00000085338	2410004I01Rik	0	0	9	0	1	1
ENSMUSG00000085342	Gm12254	6	2	2	1	0	1
ENSMUSG00000085347	Hk1os	27	22	20	18	7	11
ENSMUSG00000085351	Gm12472	2	0	1	1	0	2
ENSMUSG00000085353	1700092C17Rik	0	0	4	4	7	1
ENSMUSG00000085354	Gm2044	116	105	106	94	179	123
ENSMUSG00000085355	3010003L21Rik	3	17	3	0	2	5
ENSMUSG00000085357	Gm13480	3	1	1	0	1	1
ENSMUSG00000085358	Gm14437	10	11	6	5	10	9
ENSMUSG00000085360	Arhgap27os2	34	27	43	16	18	22
ENSMUSG00000085361	Gm16305	328	224	229	107	33	69
ENSMUSG00000085363	Gm15478	843	582	723	618	220	507
ENSMUSG00000085368	Gm16188	8	5	4	10	8	0
ENSMUSG00000085375	Gm12506	2	0	0	0	0	0
ENSMUSG00000085376	Gm14508	48	34	71	72	47	54
ENSMUSG00000085377	4930551L18Rik	23	18	41	19	5	4
ENSMUSG00000085379	2310058D17Rik	135	86	158	77	43	66
ENSMUSG00000085382	Gm13861	0	4	0	0	0	0
ENSMUSG00000085385	Snhg17	429	403	542	341	137	234
ENSMUSG00000085387	A630050E04Rik	0	0	0	0	11	0
ENSMUSG00000085389	1700003M07Rik	0	0	2	0	0	0
ENSMUSG00000085391	Gm16150	5	1	4	1	1	0
ENSMUSG00000085394	2210414B05Rik	8	3	2	5	3	2
ENSMUSG00000085396	Firre	1427	1424	1674	1176	772	935
ENSMUSG00000085397	Gm13524	20	14	11	18	2	10
ENSMUSG00000085398	4931406G06Rik	51	27	52	6	22	3
ENSMUSG00000085399	Foxd2os	50	50	25	3	8	8
ENSMUSG00000085400	Pard3bos3	10	0	4	13	2	33
ENSMUSG00000085401	Slc39a1-ps	0	0	0	2	0	1
ENSMUSG00000085403	Gm13068	173	118	141	74	30	15
ENSMUSG00000085408	C530005A16Rik	52	30	29	48	9	20
ENSMUSG00000085409	Gm16155	778	566	629	604	525	385
ENSMUSG00000085411	Gm14319	5	0	0	0	0	0
ENSMUSG00000085414	Sspnos	1	0	4	3	1	1
ENSMUSG00000085415	Gm12060	12	7	9	0	1	2
ENSMUSG00000085416	1700019G24Rik	1	1	0	0	0	0
ENSMUSG00000085417	Gm13919	177	98	150	1	24	8
ENSMUSG00000085418	Grip1os1	0	0	0	10	0	2
ENSMUSG00000085419	Gm11734	2	1	0	0	1	0
ENSMUSG00000085423	Gm15735	39	54	62	39	13	20
ENSMUSG00000085429	Gm13485	1	0	2	4	0	0
ENSMUSG00000085431	4930440I19Rik	21	28	2	0	1	0
ENSMUSG00000085433	Gm16001	41	17	40	16	35	20
ENSMUSG00000085434	Gm11725	10	24	5	27	9	21
ENSMUSG00000085436	Zfp335os	18	19	19	24	7	11
ENSMUSG00000085437	1700047A11Rik	67	68	52	62	49	58
ENSMUSG00000085438	1700020I14Rik	2191	1485	1637	1829	561	1116
ENSMUSG00000085439	Rapgef4os1	3	1	5	6	1	0
ENSMUSG00000085440	Sorbs2os	29	3	69	7	3	13
ENSMUSG00000085442	Gm3362	11	20	36	23	9	13
ENSMUSG00000085443	Gm15416	4	1	12	0	0	0
ENSMUSG00000085445	Gm16348	5	3	1	0	1	3
ENSMUSG00000085449	Gm15520	9	7	5	0	7	1
ENSMUSG00000085454	Grip1os3	5	0	0	0	1	0
ENSMUSG00000085456	Gm15398	1	1	0	0	0	0
ENSMUSG00000085457	1110046J04Rik	75	90	95	57	88	83
ENSMUSG00000085459	Gm12272	5	3	18	9	1	9
ENSMUSG00000085463	9430024E24Rik	0	1	0	2	0	0
ENSMUSG00000085464	Gm16208	0	1	0	0	1	1
ENSMUSG00000085465	Gm15347	38	33	57	24	9	14
ENSMUSG00000085467	Gm11842	2	2	6	2	1	1
ENSMUSG00000085471	4933423P22Rik	4315	3327	3933	2851	953	1633
ENSMUSG00000085476	Gm12162	0	0	0	0	1	1
ENSMUSG00000085477	Gm13335	2	0	0	1	0	0
ENSMUSG00000085482	A230083N12Rik	20	16	30	20	0	19
ENSMUSG00000085483	Gm14198	3	7	15	16	9	13
ENSMUSG00000085484	Gm13539	0	0	0	0	2	0
ENSMUSG00000085486	Gm11634	16	16	17	1	1	5
ENSMUSG00000085487	Gm15654	0	0	2	0	0	3
ENSMUSG00000085491	4930527E20Rik	2	0	0	0	0	0
ENSMUSG00000085492	Trmt61b	65	58	34	31	24	22
ENSMUSG00000085495	Gm16796	0	0	4	0	1	0
ENSMUSG00000085498	Gm14023	5268	6205	5717	9983	3017	7657
ENSMUSG00000085499	Gm15713	278	263	261	194	79	102
ENSMUSG00000085500	Gm16976	0	0	1	0	3	0
ENSMUSG00000085501	Gm11772	22	8	21	49	64	39
ENSMUSG00000085505	Gm12868	27	27	15	27	30	34
ENSMUSG00000085508	Gm13965	0	4	0	0	0	0
ENSMUSG00000085511	Gm11738	1	2	8	1	0	0
ENSMUSG00000085514	Bcas3os2	94	119	148	93	35	69
ENSMUSG00000085516	4930538E20Rik	1	3	2	0	0	1
ENSMUSG00000085517	Gm12963	0	0	3	0	0	0
ENSMUSG00000085519	Gm13703	14	11	8	24	1	20
ENSMUSG00000085521	4930526A20Rik	1	2	0	2	0	1
ENSMUSG00000085523	Gm15945	1	8	8	23	12	8
ENSMUSG00000085524	Gm14224	3	11	4	1	1	0
ENSMUSG00000085525	Gm13166	20	7	14	18	5	10
ENSMUSG00000085526	Gm16083	1	3	1	3	1	0
ENSMUSG00000085527	Gm15535	16	16	35	7	15	11
ENSMUSG00000085532	B430319H21Rik	7	2	4	1	1	4
ENSMUSG00000085538	Gm11455	271	177	204	138	26	74
ENSMUSG00000085539	Gm15561	3	9	13	8	5	5
ENSMUSG00000085540	Gm16036	0	9	5	24	2	30
ENSMUSG00000085543	Gm13568	2	0	0	0	2	0
ENSMUSG00000085545	Gm13553	0	0	0	2	0	0
ENSMUSG00000085546	Gm14252	20	10	16	14	2	7
ENSMUSG00000085547	Gm13767	0	0	3	0	0	0
ENSMUSG00000085548	Gm11753	22	39	20	111	8	32
ENSMUSG00000085551	1810063I02Rik	0	1	0	0	19	0
ENSMUSG00000085552	Gm21990	0	0	0	0	39	0
ENSMUSG00000085555	2610035F20Rik	2	1	2	1	5	3
ENSMUSG00000085558	4930412C18Rik	24	6	11	14	39	15
ENSMUSG00000085559	Gm11959	9	8	1	3	0	0
ENSMUSG00000085560	C230038L03Rik	12	3	0	0	0	1
ENSMUSG00000085562	2610028E06Rik	1	0	0	0	4	0
ENSMUSG00000085563	2210411M09Rik	44	34	28	103	25	48
ENSMUSG00000085565	Gm15721	6	0	0	0	1	7
ENSMUSG00000085566	A730017L22Rik	232	172	213	134	83	108
ENSMUSG00000085568	Gm14858	135	98	57	60	7	57
ENSMUSG00000085572	Gm16234	90	144	100	70	55	95
ENSMUSG00000085573	Gm15418	1	1	0	0	0	0
ENSMUSG00000085574	Gm13053	7	8	4	2	2	0
ENSMUSG00000085578	Gm11527	1	2	2	4	1	1
ENSMUSG00000085581	Gm12786	46	54	30	48	18	43
ENSMUSG00000085584	Rgag1	2	6	2	0	1	0
ENSMUSG00000085586	Gm11613	16	10	7	1	3	5
ENSMUSG00000085589	A430078I02Rik	28	21	17	18	16	18
ENSMUSG00000085591	Gm13479	515	436	367	371	208	396
ENSMUSG00000085596	Gm11476	0	0	4	0	2	6
ENSMUSG00000085600	E330012B07Rik	0	0	3	0	0	0
ENSMUSG00000085601	Gm4969	11	2	2	11	1	12
ENSMUSG00000085603	Gm11346	72	72	86	0	8	0
ENSMUSG00000085604	Dhx58os	4	2	2	4	1	5
ENSMUSG00000085606	Gm15792	1	1	0	1	0	2
ENSMUSG00000085609	1700016P03Rik	69	27	18	27	3	9
ENSMUSG00000085611	Ap3s1-ps1	2	0	4	0	0	0
ENSMUSG00000085612	Gm15868	49	26	21	40	32	18
ENSMUSG00000085614	1700123M08Rik	28	31	26	21	3	24
ENSMUSG00000085615	A330035P11Rik	53	45	65	38	37	40
ENSMUSG00000085616	Gm13850	0	0	1	0	3	0
ENSMUSG00000085622	3110056K07Rik	141	107	144	114	53	78
ENSMUSG00000085623	Gm16041	8	4	0	3	0	0
ENSMUSG00000085624	Gm14573	0	1	1	2	0	2
ENSMUSG00000085625	Gm8813	14	11	12	18	4	6
ENSMUSG00000085628	Appbp2os	51	43	83	54	20	14
ENSMUSG00000085631	9630028H03Rik	1	0	5	0	0	0
ENSMUSG00000085633	Bloc1s6os	6	3	1	3	0	5
ENSMUSG00000085636	Gm11769	24	11	45	44	8	26
ENSMUSG00000085637	1700048M11Rik	19	23	23	16	15	17
ENSMUSG00000085638	Gm15521	1	1	5	0	6	0
ENSMUSG00000085642	3110053B16Rik	8	15	2	14	5	20
ENSMUSG00000085643	Gm12519	2	0	0	0	0	0
ENSMUSG00000085645	Hoxb5os	0	3	1	0	0	0
ENSMUSG00000085646	Gm11493	0	0	1	0	1	0
ENSMUSG00000085649	A730032A03Rik	0	0	4	0	0	0
ENSMUSG00000085652	Gm11999	2	1	0	0	0	0
ENSMUSG00000085654	Gm12536	0	2	0	0	0	0
ENSMUSG00000085655	Gm15952	15	2	6	16	6	18
ENSMUSG00000085658	Gm15704	29	12	17	6	2	5
ENSMUSG00000085662	Gm16220	8	3	1	1	0	5
ENSMUSG00000085663	Gm15718	44	27	51	38	42	36
ENSMUSG00000085664	Atxn7l1os2	204	210	162	93	75	63
ENSMUSG00000085665	Gm12059	0	8	10	0	0	0
ENSMUSG00000085666	Gm9855	5	0	0	0	0	0
ENSMUSG00000085667	Gm12992	54	41	68	70	34	31
ENSMUSG00000085668	Gm35202	1	0	4	0	0	2
ENSMUSG00000085669	Gm14817	20	6	28	8	23	8
ENSMUSG00000085672	Gm16193	38	3	19	36	3	39
ENSMUSG00000085673	Gm16122	35	39	60	48	18	13
ENSMUSG00000085678	Gm16349	18	2	3	1	1	6
ENSMUSG00000085684	4930469K13Rik	412	293	305	309	44	177
ENSMUSG00000085687	Gm16153	840	845	1074	659	652	732
ENSMUSG00000085688	Gm15395	2	1	3	0	0	0
ENSMUSG00000085693	Gm13371	0	0	1	0	0	1
ENSMUSG00000085695	Gm15243	24	2	3	5	0	2
ENSMUSG00000085696	Hoxaas3	7	6	1	0	1	0
ENSMUSG00000085702	Mecomos	2	1	0	4	0	2
ENSMUSG00000085704	4921531C22Rik	106	85	109	58	68	89
ENSMUSG00000085705	Gm16046	8	20	1	2	2	0
ENSMUSG00000085707	Gm12212	0	2	0	1	0	0
ENSMUSG00000085709	Gm14211	1	7	1	1	0	1
ENSMUSG00000085710	Gm12676	13	18	17	4	36	10
ENSMUSG00000085711	Gm15163	12	16	14	22	19	17
ENSMUSG00000085713	Gm15736	72	37	56	88	18	66
ENSMUSG00000085715	Tsix	0	0	0	1	1	0
ENSMUSG00000085716	Gm13388	99	14	20	45	6	23
ENSMUSG00000085719	4933424L21Rik	70	51	87	91	12	54
ENSMUSG00000085720	Gm7854	40	46	38	27	13	19
ENSMUSG00000085721	Gm12796	10	15	23	14	10	19
ENSMUSG00000085723	Gm15915	0	0	0	0	1	1
ENSMUSG00000085724	Gm13096	0	0	0	1	0	5
ENSMUSG00000085725	Gm15873	9	2	6	0	1	0
ENSMUSG00000085731	Gm16229	3	3	2	2	6	3
ENSMUSG00000085732	Gm4279	973	966	1109	1592	642	1009
ENSMUSG00000085733	Arhgap27os1	7	2	1	4	1	5
ENSMUSG00000085735	Mettl5os	1	1	7	1	3	3
ENSMUSG00000085738	Gm12335	173	127	146	215	36	86
ENSMUSG00000085741	5430405H02Rik	149	145	255	226	242	219
ENSMUSG00000085742	Gm13536	32	22	8	19	4	6
ENSMUSG00000085743	8430419K02Rik	0	1	6	0	0	1
ENSMUSG00000085745	Gm14372	2	7	1	0	0	1
ENSMUSG00000085747	Slc13a2os	0	0	0	0	3	0
ENSMUSG00000085748	Gm12280	0	0	0	0	1	2
ENSMUSG00000085749	Gm12843	1	0	0	1	2	0
ENSMUSG00000085750	Gm14009	1	0	2	1	0	0
ENSMUSG00000085751	Gm15412	7	0	1	0	1	0
ENSMUSG00000085754	Gm15886	184	144	193	156	36	93
ENSMUSG00000085755	Gm13496	4	3	1	2	3	10
ENSMUSG00000085759	1700061E18Rik	2	4	0	10	1	14
ENSMUSG00000085760	Gm14302	3	6	16	3	2	4
ENSMUSG00000085761	4930455G09Rik	22	23	35	0	2	1
ENSMUSG00000085762	Lrrc75aos2	114	32	51	67	74	57
ENSMUSG00000085763	Smc2os	1	0	5	2	2	0
ENSMUSG00000085765	Gm12333	85	64	90	81	44	28
ENSMUSG00000085767	Gm13563	86	91	145	94	38	85
ENSMUSG00000085768	Gm13707	31	22	15	29	11	27
ENSMUSG00000085771	C230066G23Rik	168	48	103	12	14	6
ENSMUSG00000085772	D630024D03Rik	2	4	13	0	1	4
ENSMUSG00000085773	Gm16233	2	0	0	0	0	0
ENSMUSG00000085776	5430402O13Rik	40	23	38	20	10	17
ENSMUSG00000085779	Atcayos	1	2	1	1	1	1
ENSMUSG00000085782	Gm15624	128	123	177	68	175	43
ENSMUSG00000085783	Gm9816	4	3	1	3	1	3
ENSMUSG00000085784	Gm12158	6	0	4	3	4	1
ENSMUSG00000085785	Sox5os3	0	1	0	1	0	0
ENSMUSG00000085786	Gm15987	107	26	92	9	14	0
ENSMUSG00000085787	Gm13092	12	6	19	11	4	0
ENSMUSG00000085788	4930470G03Rik	5	4	1	16	3	4
ENSMUSG00000085792	Gm15414	106	72	80	6	7	0
ENSMUSG00000085793	Lin52	87	50	64	80	37	62
ENSMUSG00000085794	Vax2os	0	0	0	0	5	0
ENSMUSG00000085795	Zfp703	1734	1220	2317	1235	1372	1459
ENSMUSG00000085797	A530010F05Rik	0	0	0	0	25	0
ENSMUSG00000085798	Gm2018	0	0	0	0	15	0
ENSMUSG00000085799	Gm6963	62	11	35	4	8	4
ENSMUSG00000085800	1700066O22Rik	2	0	11	1	1	0
ENSMUSG00000085802	Gm16059	946	766	1033	1664	1199	1436
ENSMUSG00000085807	Ube4bos2	5	5	18	9	0	5
ENSMUSG00000085810	Gm16325	2	1	0	0	0	0
ENSMUSG00000085811	Cep112it	86	57	46	34	11	32
ENSMUSG00000085812	Gm15843	0	0	1	2	1	0
ENSMUSG00000085815	Gm13548	0	0	0	0	1	1
ENSMUSG00000085816	Gm13052	1	2	0	1	1	1
ENSMUSG00000085818	Gm13267	4	1	4	0	175	1
ENSMUSG00000085819	Ube4bos1	182	122	192	128	95	93
ENSMUSG00000085823	Gm13012	79	34	40	41	18	20
ENSMUSG00000085824	Platr9	1	0	1	1	3	0
ENSMUSG00000085826	Gm15638	28	14	33	39	22	11
ENSMUSG00000085828	Gm15612	51	46	70	52	27	35
ENSMUSG00000085829	Gm4285	43	27	30	12	18	8
ENSMUSG00000085830	Grin1os	4	6	6	1	1	1
ENSMUSG00000085834	Gm15622	1	0	0	1	7	1
ENSMUSG00000085836	Gm13074	0	0	0	2	0	0
ENSMUSG00000085837	Kcnmb4os2	0	4	0	3	11	2
ENSMUSG00000085839	Gm15949	0	2	0	0	0	0
ENSMUSG00000085840	Gm11261	0	0	0	1	5	0
ENSMUSG00000085842	Pard3bos1	21	12	21	177	23	102
ENSMUSG00000085843	Kank4os	2	0	2	0	0	0
ENSMUSG00000085845	Gm13944	0	2	0	0	0	0
ENSMUSG00000085846	Gm15597	292	143	270	178	112	114
ENSMUSG00000085847	Gm14540	12	17	22	17	0	5
ENSMUSG00000085852	Gm13807	137	125	174	175	149	165
ENSMUSG00000085856	Gm12050	0	0	1	0	0	5
ENSMUSG00000085857	Gm15392	84	72	141	182	75	141
ENSMUSG00000085860	2410003L11Rik	15	1	4	2	1	4
ENSMUSG00000085861	1700016G14Rik	4	0	0	3	0	0
ENSMUSG00000085862	Gm13483	15	14	42	10	11	0
ENSMUSG00000085865	Gm15966	9	5	2	0	0	0
ENSMUSG00000085867	Gm5834	78	54	48	121	8	39
ENSMUSG00000085868	Gm13632	1	1	0	0	0	2
ENSMUSG00000085873	Ttc39aos1	0	9	0	1	2	2
ENSMUSG00000085875	Gm12905	30	29	23	14	55	12
ENSMUSG00000085876	Gm12409	11	1	6	0	0	0
ENSMUSG00000085880	Gm15229	18	3	6	13	0	1
ENSMUSG00000085881	Gm15912	5	0	1	24	14	24
ENSMUSG00000085882	2610507I01Rik	60	65	66	55	53	47
ENSMUSG00000085883	Gm3848	4	0	4	0	0	5
ENSMUSG00000085884	Gm15342	125	143	186	180	68	122
ENSMUSG00000085885	Gm11906	25	26	20	31	4	30
ENSMUSG00000085886	D030047H15Rik	16	13	15	8	3	10
ENSMUSG00000085887	Arhgap27os3	501	414	454	430	320	420
ENSMUSG00000085888	Gm12224	0	0	0	4	0	0
ENSMUSG00000085889	1700054M17Rik	5	8	19	0	0	1
ENSMUSG00000085890	Tnfsf13os	129	49	75	31	47	31
ENSMUSG00000085891	Gm14634	7	6	35	10	7	6
ENSMUSG00000085894	Gm15832	169	113	224	60	63	37
ENSMUSG00000085895	Gm12861	2	0	1	46	3	29
ENSMUSG00000085897	Gm11604	28	9	13	30	12	5
ENSMUSG00000085899	Gm15338	0	0	2	16	0	0
ENSMUSG00000085900	A930041C12Rik	31	19	17	21	5	19
ENSMUSG00000085902	Gm12200	0	0	0	0	7	0
ENSMUSG00000085905	Gm14273	0	2	0	0	1	0
ENSMUSG00000085908	Gm14209	0	0	0	13	0	1
ENSMUSG00000085912	Trp53cor1	224	256	304	590	384	564
ENSMUSG00000085913	Gm15601	206	166	112	131	26	59
ENSMUSG00000085914	Gm14320	22	46	12	13	12	8
ENSMUSG00000085915	Gm8091	11	11	25	74	40	39
ENSMUSG00000085917	Gm15899	21	11	25	1	1	2
ENSMUSG00000085920	Gm12951	1	0	0	1	0	0
ENSMUSG00000085921	Gm13752	0	0	0	0	3	0
ENSMUSG00000085922	Fhad1os2	17	51	53	32	6	18
ENSMUSG00000085923	Gm12781	0	0	0	5	0	0
ENSMUSG00000085925	Rtl1	6	16	19	7	4	1
ENSMUSG00000085929	Gm13421	18	15	14	24	1	6
ENSMUSG00000085931	Gm12648	0	0	3	0	0	0
ENSMUSG00000085932	Gm15556	29	18	31	27	1	5
ENSMUSG00000085936	2610307P16Rik	9	7	5	19	12	6
ENSMUSG00000085938	Gm14371	4	0	0	0	0	0
ENSMUSG00000085939	Cd63-ps	90	62	67	11	19	13
ENSMUSG00000085940	4930405D11Rik	0	0	0	0	1	1
ENSMUSG00000085941	Gm11201	88	62	47	37	25	31
ENSMUSG00000085944	1700003D09Rik	0	4	8	3	3	3
ENSMUSG00000085952	Gm12315	0	0	0	1	0	2
ENSMUSG00000085955	Gm12356	39	25	39	27	32	29
ENSMUSG00000085956	4930481B07Rik	12	3	16	22	1	14
ENSMUSG00000085957	Syna	0	7	3	0	2	0
ENSMUSG00000085958	A930019D19Rik	16	23	25	10	5	3
ENSMUSG00000085961	Gm15904	5	6	0	2	0	0
ENSMUSG00000085962	Gm16984	23	22	15	33	7	8
ENSMUSG00000085968	Gm13027	0	0	2	0	0	0
ENSMUSG00000085969	Gm15600	0	0	0	2	0	1
ENSMUSG00000085970	Gm15643	0	0	0	0	81	0
ENSMUSG00000085971	Gm15411	6	13	33	1	43	1
ENSMUSG00000085972	1110028F11Rik	0	0	3	0	0	0
ENSMUSG00000085973	Gm14742	0	2	0	0	7	0
ENSMUSG00000085975	Gm13572	98	73	59	60	9	23
ENSMUSG00000085977	Gm5970	251	294	325	69	85	62
ENSMUSG00000085982	9530051G07Rik	10	3	5	6	0	8
ENSMUSG00000085984	1700001G11Rik	8	1	1	2	0	0
ENSMUSG00000085987	Gm13403	0	0	0	1	3	0
ENSMUSG00000085990	Gm16731	0	2	2	1	12	14
ENSMUSG00000085991	Gm11479	0	0	0	2	1	0
ENSMUSG00000085992	Gm11515	0	2	0	0	3	2
ENSMUSG00000085995	Gm2788	9	0	25	3	2	0
ENSMUSG00000085998	AW822252	33	20	16	11	39	13
ENSMUSG00000086003	B230206L02Rik	0	0	3	0	10	2
ENSMUSG00000086004	Gm7805	96	61	59	57	40	30
ENSMUSG00000086006	Gm13293	1310	1302	1441	3201	1446	2764
ENSMUSG00000086007	1700057H21Rik	0	2	0	0	0	0
ENSMUSG00000086008	Gm8817	95	71	55	21	15	21
ENSMUSG00000086010	Gm15318	0	0	0	0	2	0
ENSMUSG00000086012	Gm15902	13	22	8	1	3	0
ENSMUSG00000086013	Gm15706	23	34	63	31	29	41
ENSMUSG00000086015	4833417C18Rik	231	227	163	341	67	204
ENSMUSG00000086016	1700084C06Rik	172	134	83	93	28	102
ENSMUSG00000086017	Gm11872	2	0	0	0	6	0
ENSMUSG00000086018	Gm13179	118	75	88	169	131	93
ENSMUSG00000086020	Gm12239	0	0	0	0	13	0
ENSMUSG00000086022	Rad51ap2	1	0	9	0	1	0
ENSMUSG00000086025	4933406G16Rik	3	0	0	0	0	0
ENSMUSG00000086026	Gm12374	0	0	0	0	2	0
ENSMUSG00000086027	Gm11250	0	5	1	0	0	0
ENSMUSG00000086028	Gm12243	0	1	0	0	0	1
ENSMUSG00000086031	Gm12348	0	0	0	1	0	3
ENSMUSG00000086032	Gm15929	3	2	1	15	3	12
ENSMUSG00000086035	Gm12610	3	16	3	18	3	3
ENSMUSG00000086039	Gm12227	299	189	264	150	88	106
ENSMUSG00000086040	Wipf3	43	43	68	37	47	43
ENSMUSG00000086041	Gm12869	3	4	0	1	1	3
ENSMUSG00000086043	Gm12473	3	0	4	0	1	0
ENSMUSG00000086047	9530046B11Rik	16	19	23	28	1	12
ENSMUSG00000086049	Gm12735	20	13	20	5	6	4
ENSMUSG00000086050	Gm16045	169	130	219	36	34	7
ENSMUSG00000086052	Gm11802	1	1	1	0	1	0
ENSMUSG00000086053	Gm15178	1	0	1	0	0	0
ENSMUSG00000086054	Hnf1aos1	1	0	0	1	0	0
ENSMUSG00000086057	Gm15324	3	0	0	0	0	0
ENSMUSG00000086063	Gm12257	3	3	3	8	4	0
ENSMUSG00000086064	4930439A04Rik	191	202	208	171	33	47
ENSMUSG00000086065	Gm16180	37	29	10	43	2	1
ENSMUSG00000086067	Gm16183	1	0	8	17	28	11
ENSMUSG00000086069	Gm13708	135	147	91	212	29	71
ENSMUSG00000086074	Gm13274	7	4	3	7	0	3
ENSMUSG00000086075	Gm15728	3	0	6	14	7	7
ENSMUSG00000086076	Ncr3-ps	205	182	163	245	19	158
ENSMUSG00000086078	Gm11657	0	0	0	23	0	0
ENSMUSG00000086083	Gm15829	5	6	16	6	7	14
ENSMUSG00000086089	Gm11640	0	2	0	1	0	0
ENSMUSG00000086090	Gm12531	0	0	0	0	0	3
ENSMUSG00000086092	Gm15323	8	0	1	0	0	0
ENSMUSG00000086103	Gm11832	1	1	1	4	0	1
ENSMUSG00000086105	Gm11636	1	2	0	1	26	0
ENSMUSG00000086108	Gm5602	6	2	3	1	1	0
ENSMUSG00000086109	Gm13391	109	164	148	103	39	71
ENSMUSG00000086111	Gm15326	27	39	47	42	8	7
ENSMUSG00000086112	4930563I02Rik	1	0	0	23	11	16
ENSMUSG00000086118	Gm14169	1	4	12	3	0	17
ENSMUSG00000086119	Gm2415	103	121	180	158	56	135
ENSMUSG00000086121	Gm16068	70	40	58	29	29	13
ENSMUSG00000086123	Gm16060	9	2	7	9	2	4
ENSMUSG00000086124	A530076I17Rik	0	1	1	0	0	0
ENSMUSG00000086129	Gm13558	0	1	0	2	0	0
ENSMUSG00000086130	Gm16211	5	1	1	1	0	0
ENSMUSG00000086133	Gm16331	22	38	38	0	5	0
ENSMUSG00000086134	Gm16159	11	7	16	3	3	0
ENSMUSG00000086136	Gm12718	0	0	0	2	1	2
ENSMUSG00000086139	Gm11211	1	2	1	0	0	1
ENSMUSG00000086144	Gm11379	1	2	0	0	0	2
ENSMUSG00000086145	Gm15479	4	1	10	0	3	0
ENSMUSG00000086146	Gm15729	1	0	11	0	0	0
ENSMUSG00000086148	Gm15271	4	2	2	0	0	0
ENSMUSG00000086150	Bach2os	188	222	197	153	135	143
ENSMUSG00000086153	Gm12923	0	0	0	0	3	1
ENSMUSG00000086154	Gm16196	8	7	14	0	3	1
ENSMUSG00000086155	9430041J12Rik	157	92	120	75	65	45
ENSMUSG00000086158	Ccpg1os	20	28	68	42	25	49
ENSMUSG00000086162	Gm16342	0	0	1	1	0	0
ENSMUSG00000086167	Gm13827	71	64	117	115	52	89
ENSMUSG00000086171	Pcsk2os1	0	0	1	0	1	2
ENSMUSG00000086173	Kis2	3	0	0	0	0	0
ENSMUSG00000086174	Gm6425	1	0	0	0	1	0
ENSMUSG00000086175	Gm15802	0	1	0	0	0	1
ENSMUSG00000086179	Gm14317	0	7	0	0	1	0
ENSMUSG00000086181	C230034O21Rik	9	0	0	0	2	0
ENSMUSG00000086184	Gm12764	3	1	1	0	0	0
ENSMUSG00000086186	Ccdc34os	5	1	10	4	21	7
ENSMUSG00000086187	Gm12860	0	0	0	0	3	0
ENSMUSG00000086188	Gm15169	0	0	0	9	1	4
ENSMUSG00000086189	Gm15462	1	1	1	2	1	1
ENSMUSG00000086191	Zfp652os	39	28	38	15	19	33
ENSMUSG00000086192	Gm13609	44	63	33	34	8	33
