Geneid	SYM	BMP5.1	BMP5.2	BMP5.3	Control1	Control2	Control3
ENSG00000106078	COBL	428	493	605	521	492	502
ENSG00000082438	COBLL1	407	428	435	411	426	492
ENSG00000100473	COCH	28	28	25	29	22	39
ENSG00000166685	COG1	348	373	437	491	427	390
ENSG00000135775	COG2	461	483	574	600	581	567
ENSG00000136152	COG3	344	349	402	409	343	351
ENSG00000103051	COG4	812	980	1003	1090	932	1024
ENSG00000164597	COG5	441	463	565	442	453	486
ENSG00000133103	COG6	166	128	149	164	138	151
ENSG00000168434	COG7	302	308	365	321	342	385
ENSG00000213380	COG8	305	317	400	362	404	353
ENSG00000121058	COIL	231	230	237	253	224	264
ENSG00000123500	COL10A1	0	0	0	0	0	0
ENSG00000060718	COL11A1	0	0	0	0	0	0
ENSG00000204248	COL11A2	1	5	1	3	1	4
ENSG00000226513	COL11A2P1	0	0	0	0	0	0
ENSG00000111799	COL12A1	0	1	1	0	0	1
ENSG00000197467	COL13A1	0	0	0	0	0	0
ENSG00000187955	COL14A1	1	0	0	0	0	0
ENSG00000204291	COL15A1	0	0	0	0	0	0
ENSG00000084636	COL16A1	294	446	371	363	392	366
ENSG00000065618	COL17A1	1846	2102	2307	2253	2145	2083
ENSG00000182871	COL18A1	225	309	333	264	276	279
ENSG00000183535	COL18A1-AS1	0	1	0	0	0	0
ENSG00000224574	COL18A1-AS2	0	0	0	0	0	0
ENSG00000082293	COL19A1	0	0	0	0	0	0
ENSG00000108821	COL1A1	16	13	9	14	7	7
ENSG00000164692	COL1A2	6	5	0	0	0	0
ENSG00000101203	COL20A1	4	10	5	4	4	2
ENSG00000124749	COL21A1	0	0	1	0	0	0
ENSG00000169436	COL22A1	0	0	0	0	0	0
ENSG00000050767	COL23A1	0	0	0	0	0	0
ENSG00000171502	COL24A1	0	0	0	0	1	2
ENSG00000188517	COL25A1	0	0	0	0	0	0
ENSG00000160963	COL26A1	0	2	0	1	0	0
ENSG00000196739	COL27A1	307	379	379	411	362	375
ENSG00000215018	COL28A1	2	1	2	2	2	2
ENSG00000139219	COL2A1	0	0	1	0	0	0
ENSG00000168542	COL3A1	0	0	0	1	0	0
ENSG00000187498	COL4A1	4	3	5	4	1	3
ENSG00000134871	COL4A2	123	127	144	137	131	176
ENSG00000232814	COL4A2-AS1	1	0	0	1	1	0
ENSG00000224821	COL4A2-AS2	0	0	0	0	0	0
ENSG00000169031	COL4A3	0	1	0	0	0	0
ENSG00000113163	COL4A3BP	242	269	294	250	229	289
ENSG00000081052	COL4A4	1	0	0	1	0	0
ENSG00000188153	COL4A5	0	0	0	0	0	0
ENSG00000197565	COL4A6	0	0	0	0	0	0
ENSG00000130635	COL5A1	0	0	0	0	0	0
ENSG00000204011	COL5A1-AS1	0	0	0	0	0	0
ENSG00000204262	COL5A2	3	5	4	5	3	3
ENSG00000080573	COL5A3	0	0	0	1	2	1
ENSG00000142156	COL6A1	9	20	12	12	21	17
ENSG00000142173	COL6A2	0	0	0	0	0	0
ENSG00000163359	COL6A3	0	0	1	0	2	0
ENSG00000230524	COL6A4P1	0	4	2	8	2	2
ENSG00000228252	COL6A4P2	0	0	0	0	0	0
ENSG00000172752	COL6A5	0	0	0	0	0	0
ENSG00000206384	COL6A6	0	0	0	0	0	0
ENSG00000114270	COL7A1	6	7	7	0	5	6
ENSG00000144810	COL8A1	3	2	2	1	0	0
ENSG00000171812	COL8A2	0	0	0	0	0	1
ENSG00000112280	COL9A1	0	0	0	0	2	0
ENSG00000049089	COL9A2	0	2	4	14	8	7
ENSG00000092758	COL9A3	271	301	325	281	254	315
ENSG00000196167	COLCA1	138	137	172	129	119	144
ENSG00000214290	COLCA2	174	209	217	238	269	231
ENSG00000184374	COLEC10	2	3	3	2	0	1
ENSG00000118004	COLEC11	0	0	2	0	4	1
ENSG00000158270	COLEC12	0	0	0	0	0	0
ENSG00000130309	COLGALT1	891	991	1072	1009	1038	1034
ENSG00000198756	COLGALT2	1	1	0	2	2	1
ENSG00000206561	COLQ	2	1	1	1	2	0
ENSG00000173163	COMMD1	63	36	71	46	40	64
ENSG00000145781	COMMD10	170	149	150	136	162	157
ENSG00000114744	COMMD2	371	389	380	376	398	399
ENSG00000148444	COMMD3	129	134	158	125	139	146
ENSG00000269897	COMMD3-BMI1	218	225	245	227	192	223
ENSG00000140365	COMMD4	835	957	1029	983	1055	986
ENSG00000170619	COMMD5	265	350	370	408	386	407
ENSG00000188243	COMMD6	348	372	438	356	354	428
ENSG00000149600	COMMD7	788	886	989	955	907	1037
ENSG00000169019	COMMD8	149	138	142	133	142	165
ENSG00000110442	COMMD9	444	560	529	508	520	578
ENSG00000105664	COMP	0	0	0	0	0	0
ENSG00000093010	COMT	2407	3169	3169	2865	2771	3056
ENSG00000165644	COMTD1	51	69	77	61	62	63
ENSG00000122218	COPA	2724	2815	3208	2953	2894	3195
ENSG00000129083	COPB1	2053	1987	2185	2069	2100	2160
ENSG00000184432	COPB2	1564	1565	1813	1542	1579	1671
ENSG00000105669	COPE	1037	1433	1493	1570	1469	1546
ENSG00000181789	COPG1	2840	3265	3418	3755	3409	3639
ENSG00000158623	COPG2	388	423	528	472	442	445
ENSG00000172301	COPRS	680	742	945	874	1004	972
ENSG00000166200	COPS2	581	592	581	548	526	523
ENSG00000141030	COPS3	552	509	567	493	534	568
ENSG00000138663	COPS4	291	295	316	290	297	297
ENSG00000121022	COPS5	915	804	942	850	891	944
ENSG00000213187	COPS5P1	7	4	5	4	5	6
ENSG00000168090	COPS6	1958	2166	2475	2533	2382	2671
ENSG00000111652	COPS7A	791	958	1001	985	969	954
ENSG00000144524	COPS7B	615	581	691	723	681	781
ENSG00000198612	COPS8	454	451	562	475	453	475
ENSG00000214552	COPS8P2	104	66	109	103	95	98
ENSG00000111481	COPZ1	1755	1930	2088	2067	2181	2213
ENSG00000005243	COPZ2	15	4	9	10	14	15
ENSG00000135469	COQ10A	86	77	86	101	98	101
ENSG00000115520	COQ10B	153	167	168	153	153	203
ENSG00000251552	COQ10BP2	0	1	2	0	0	0
ENSG00000173085	COQ2	164	167	201	189	201	231
ENSG00000132423	COQ3	136	157	142	155	120	175
ENSG00000167113	COQ4	321	339	381	352	349	450
ENSG00000110871	COQ5	197	224	215	237	216	227
ENSG00000119723	COQ6	132	128	166	190	175	242
ENSG00000167186	COQ7	115	129	175	120	137	170
ENSG00000088682	COQ9	890	973	1067	1113	1089	1189
ENSG00000145244	CORIN	1	0	1	0	0	1
ENSG00000102879	CORO1A	109	88	106	123	103	120
ENSG00000172725	CORO1B	1457	1759	1908	1771	1617	1719
ENSG00000110880	CORO1C	1409	1493	1722	1588	1503	1637
ENSG00000106789	CORO2A	1062	1157	1310	1228	1230	1181
ENSG00000103647	CORO2B	0	0	1	1	0	1
ENSG00000167549	CORO6	5	3	5	4	3	6
ENSG00000262246	CORO7	141	152	153	201	175	195
ENSG00000103426	CORO7-PAM16	183	233	215	236	246	236
ENSG00000241563	CORT	2	2	1	1	0	1
ENSG00000103187	COTL1	953	1004	1115	872	880	979
ENSG00000229749	COTL1P1	0	0	1	0	1	0
ENSG00000235323	COTL1P2	3	2	0	0	2	3
ENSG00000006695	COX10	109	125	137	150	157	166
ENSG00000236088	COX10-AS1	37	23	61	32	47	29
ENSG00000166260	COX11	264	319	271	250	257	291
ENSG00000231162	COX11P1	9	15	13	11	6	11
ENSG00000178449	COX14	488	487	658	567	591	659
ENSG00000014919	COX15	363	322	366	376	357	459
ENSG00000133983	COX16	155	152	185	193	165	174
ENSG00000138495	COX17	455	527	628	576	528	597
ENSG00000205105	COX17P1	286	290	319	338	291	350
ENSG00000163626	COX18	77	82	94	74	73	68
ENSG00000240230	COX19	315	313	348	307	381	362
ENSG00000203667	COX20	237	204	268	209	223	221
ENSG00000213025	COX20P1	65	68	108	92	73	77
ENSG00000235013	COX20P2	5	4	3	9	7	1
ENSG00000131143	COX4I1	2857	2867	3699	4088	4300	4861
ENSG00000258956	COX4I1P1	5	6	7	2	6	17
ENSG00000228869	COX4I1P2	0	0	0	0	0	0
ENSG00000131055	COX4I2	0	0	0	1	0	0
ENSG00000178741	COX5A	1495	1407	1742	1586	1719	1848
ENSG00000258981	COX5AP2	20	11	24	29	40	24
ENSG00000135940	COX5B	1714	1702	2093	2077	2028	2278
ENSG00000248448	COX5BP1	0	1	0	1	3	0
ENSG00000213111	COX5BP2	0	0	0	0	0	0
ENSG00000235967	COX5BP3	0	0	0	0	0	0
ENSG00000237082	COX5BP6	9	8	6	7	13	6
ENSG00000226024	COX5BP7	0	0	1	1	0	0
ENSG00000223794	COX5BP8	0	0	0	0	0	0
ENSG00000111775	COX6A1	2204	2395	2654	2191	2527	2741
ENSG00000226976	COX6A1P2	956	1128	1200	1251	1282	1507
ENSG00000216710	COX6A1P3	0	0	0	0	0	0
ENSG00000156885	COX6A2	0	0	0	0	0	0
ENSG00000126267	COX6B1	2893	2800	3390	3506	3330	3999
ENSG00000234565	COX6B1P1	13	20	21	21	16	21
ENSG00000241788	COX6B1P2	0	0	0	0	0	0
ENSG00000172912	COX6B1P3	1	0	0	0	0	0
ENSG00000253813	COX6B1P4	1	0	2	0	1	1
ENSG00000249047	COX6B1P5	0	0	0	0	0	0
ENSG00000253349	COX6B1P6	0	0	0	0	0	0
ENSG00000225242	COX6B1P7	0	0	0	0	0	0
ENSG00000160471	COX6B2	6	2	5	3	6	4
ENSG00000164919	COX6C	417	385	479	414	478	504
ENSG00000260318	COX6CP1	4	8	8	1	4	11
ENSG00000231715	COX6CP2	0	0	0	0	0	0
ENSG00000266251	COX6CP3	0	0	0	0	0	0
ENSG00000270500	COX6CP4	0	0	0	0	0	0
ENSG00000254642	COX6CP5	0	0	0	0	0	0
ENSG00000240156	COX6CP6	0	0	1	0	0	0
ENSG00000161281	COX7A1	0	0	0	0	0	0
ENSG00000112695	COX7A2	1438	1419	1738	1719	1819	1837
ENSG00000115944	COX7A2L	961	1027	1179	948	1058	1157
ENSG00000258626	COX7A2P1	0	0	0	0	0	0
ENSG00000236764	COX7A2P2	88	85	86	93	96	113
ENSG00000131174	COX7B	1176	1257	1388	1289	1280	1470
ENSG00000170516	COX7B2	0	0	0	0	0	0
ENSG00000234274	COX7BP2	2	1	3	1	4	1
ENSG00000127184	COX7C	1261	1237	1522	1265	1283	1452
ENSG00000235957	COX7CP1	160	151	172	217	213	190
ENSG00000176340	COX8A	1517	2002	2086	2035	2021	2228
ENSG00000187581	COX8C	1	0	0	0	1	0
ENSG00000047457	CP	26	30	19	25	31	41
ENSG00000091704	CPA1	0	0	0	0	0	0
ENSG00000158516	CPA2	0	0	0	0	0	0
ENSG00000163751	CPA3	0	0	0	0	0	0
ENSG00000128510	CPA4	0	1	0	2	1	1
ENSG00000158525	CPA5	0	0	0	0	1	0
ENSG00000165078	CPA6	0	0	0	0	0	0
ENSG00000160111	CPAMD8	0	0	0	0	0	0
ENSG00000153002	CPB1	0	0	0	0	0	0
ENSG00000080618	CPB2	0	0	0	0	0	0
ENSG00000235903	CPB2-AS1	0	0	0	1	0	0
ENSG00000108582	CPD	960	847	1100	813	753	878
ENSG00000109472	CPE	0	0	1	1	0	0
ENSG00000214575	CPEB1	0	0	0	0	0	0
ENSG00000259462	CPEB1-AS1	0	0	0	0	0	0
ENSG00000137449	CPEB2	30	28	34	33	32	35
ENSG00000247624	CPEB2-AS1	0	0	1	0	0	0
ENSG00000107864	CPEB3	19	17	19	31	37	24
ENSG00000113742	CPEB4	59	69	72	63	75	75
ENSG00000106034	CPED1	0	0	0	0	0	0
ENSG00000240216	CPHL1P	2	1	0	0	4	1
ENSG00000168993	CPLX1	19	15	14	7	10	9
ENSG00000145920	CPLX2	0	2	2	0	1	0
ENSG00000213578	CPLX3	2	1	0	0	0	0
ENSG00000166569	CPLX4	0	0	0	0	0	1
ENSG00000135678	CPM	21	16	24	11	11	9
ENSG00000120054	CPN1	0	0	0	0	1	0
ENSG00000178772	CPN2	0	0	0	0	0	0
ENSG00000214078	CPNE1	2265	2342	2640	2756	2723	2808
ENSG00000140848	CPNE2	565	548	602	663	610	707
ENSG00000085719	CPNE3	487	506	532	467	461	473
ENSG00000196353	CPNE4	0	0	0	0	0	0
ENSG00000124772	CPNE5	4	8	7	10	3	16
ENSG00000100884	CPNE6	0	0	0	0	0	0
ENSG00000178773	CPNE7	173	196	176	228	215	231
ENSG00000139117	CPNE8	52	41	63	54	35	56
ENSG00000144550	CPNE9	3	0	0	5	2	1
ENSG00000144410	CPO	1	1	1	2	2	3
ENSG00000080819	CPOX	287	320	357	306	328	342
ENSG00000103381	CPPED1	0	2	0	0	0	2
ENSG00000104324	CPQ	0	1	2	0	3	0
ENSG00000021826	CPS1	0	0	0	0	0	0
ENSG00000280837	CPS1-IT1	0	0	0	0	0	0
ENSG00000071894	CPSF1	1018	1101	1239	1127	1175	1201
ENSG00000214076	CPSF1P1	27	35	35	47	46	37
ENSG00000165934	CPSF2	470	504	518	435	431	480
ENSG00000119203	CPSF3	636	674	715	753	591	714
ENSG00000127054	CPSF3L	1057	1239	1316	1311	1285	1340
ENSG00000160917	CPSF4	825	886	946	970	1039	1081
ENSG00000187959	CPSF4L	6	6	1	4	4	0
ENSG00000111605	CPSF6	1232	1217	1361	1368	1297	1390
ENSG00000149532	CPSF7	1642	1783	2034	1975	1900	2092
ENSG00000110090	CPT1A	1200	1247	1525	1364	1337	1364
ENSG00000205560	CPT1B	16	20	24	35	46	36
ENSG00000169169	CPT1C	0	7	2	5	5	3
ENSG00000157184	CPT2	395	442	438	521	513	583
ENSG00000224051	CPTP	212	274	293	237	241	266
ENSG00000106066	CPVL	17	18	19	26	23	31
ENSG00000147183	CPXCR1	0	0	0	0	0	0
ENSG00000088882	CPXM1	0	0	0	1	0	0
ENSG00000121898	CPXM2	0	0	0	0	0	0
ENSG00000109625	CPZ	0	0	0	0	0	0
ENSG00000203710	CR1	0	0	0	0	0	0
ENSG00000197721	CR1L	0	0	0	0	0	0
ENSG00000117322	CR2	0	0	0	0	0	0
ENSG00000166426	CRABP1	0	0	0	0	0	0
ENSG00000143320	CRABP2	1956	2274	2689	2523	2332	2836
ENSG00000130038	CRACR2A	260	263	284	256	247	259
ENSG00000177685	CRACR2B	414	539	616	449	541	482
ENSG00000169372	CRADD	49	69	58	43	53	69
ENSG00000007545	CRAMP1L	367	453	469	487	473	423
ENSG00000095321	CRAT	433	468	508	470	457	499
ENSG00000134376	CRB1	0	0	0	0	0	0
ENSG00000148204	CRB2	16	12	20	13	19	13
ENSG00000130545	CRB3	189	243	245	247	216	205
ENSG00000113851	CRBN	106	116	100	110	102	108
ENSG00000241258	CRCP	475	560	618	580	517	602
ENSG00000169509	CRCT1	0	0	2	0	0	0
ENSG00000118260	CREB1	281	303	307	279	266	294
ENSG00000107175	CREB3	314	367	368	430	437	437
ENSG00000157613	CREB3L1	1210	1436	1625	1547	1484	1758
ENSG00000182158	CREB3L2	107	87	113	113	93	85
ENSG00000060566	CREB3L3	1	0	0	1	0	0
ENSG00000143578	CREB3L4	231	287	261	306	354	327
ENSG00000146592	CREB5	35	35	44	26	28	28
ENSG00000005339	CREBBP	620	668	754	808	733	768
ENSG00000111269	CREBL2	229	254	278	226	219	283
ENSG00000164463	CREBRF	129	132	115	106	116	113
ENSG00000137504	CREBZF	880	980	936	932	835	901
ENSG00000143162	CREG1	472	435	484	456	425	498
ENSG00000175874	CREG2	0	0	0	0	2	0
ENSG00000163703	CRELD1	123	184	195	221	212	184
ENSG00000184164	CRELD2	268	336	375	335	322	394
ENSG00000095794	CREM	63	63	61	62	64	61
ENSG00000147571	CRH	0	0	0	0	0	0
ENSG00000145708	CRHBP	0	0	0	0	0	0
ENSG00000120088	CRHR1	0	0	0	0	0	0
ENSG00000204650	CRHR1-IT1	17	12	36	30	26	20
ENSG00000106113	CRHR2	0	0	0	0	0	0
ENSG00000150938	CRIM1	326	362	418	357	393	387
ENSG00000213145	CRIP1	1050	1394	1451	1303	1209	1312
ENSG00000238225	CRIP1P2	1	0	2	2	0	0
ENSG00000182351	CRIP1P4	42	42	66	70	54	48
ENSG00000182809	CRIP2	707	838	868	683	640	791
ENSG00000146215	CRIP3	0	0	0	0	0	0
ENSG00000119878	CRIPT	175	187	191	156	200	189
ENSG00000124812	CRISP1	0	0	0	0	0	0
ENSG00000124490	CRISP2	0	0	0	0	0	0
ENSG00000096006	CRISP3	0	0	0	0	0	0
ENSG00000121005	CRISPLD1	0	0	0	0	0	0
ENSG00000103196	CRISPLD2	9	7	11	11	13	13
ENSG00000167193	CRK	491	510	533	532	575	552
ENSG00000099942	CRKL	1004	1074	1315	1216	1143	1194
ENSG00000006016	CRLF1	1	5	0	2	2	7
ENSG00000205755	CRLF2	0	0	0	0	0	0
ENSG00000176390	CRLF3	109	139	138	131	122	131
ENSG00000088766	CRLS1	497	478	527	517	479	549
ENSG00000072832	CRMP1	0	0	0	0	0	0
ENSG00000245694	CRNDE	71	56	69	61	51	64
ENSG00000101343	CRNKL1	335	312	348	286	268	292
ENSG00000143536	CRNN	0	0	0	0	0	0
ENSG00000058453	CROCC	51	50	43	43	56	52
ENSG00000225769	CROCCP1	0	4	0	1	2	1
ENSG00000215908	CROCCP2	97	92	92	87	118	109
ENSG00000080947	CROCCP3	4	9	0	1	2	5
ENSG00000227684	CROCCP4	0	0	0	0	0	0
ENSG00000186543	CROCCP5	0	0	0	0	0	0
ENSG00000005469	CROT	83	85	100	96	86	82
ENSG00000132693	CRP	0	0	0	0	0	0
ENSG00000223603	CRPP1	0	0	0	0	0	0
ENSG00000095713	CRTAC1	0	0	0	0	0	0
ENSG00000109943	CRTAM	0	0	0	0	0	0
ENSG00000170275	CRTAP	336	401	452	345	386	381
ENSG00000105662	CRTC1	111	179	149	142	138	157
ENSG00000160741	CRTC2	468	590	592	736	667	700
ENSG00000140577	CRTC3	330	381	399	450	413	455
ENSG00000259736	CRTC3-AS1	1	4	1	3	3	3
ENSG00000105392	CRX	0	0	0	0	0	0
ENSG00000008405	CRY1	166	180	193	159	203	161
ENSG00000121671	CRY2	188	163	191	214	184	223
ENSG00000160202	CRYAA	0	0	0	0	0	0
ENSG00000109846	CRYAB	1	0	4	1	0	1
ENSG00000108255	CRYBA1	0	0	0	0	0	0
ENSG00000163499	CRYBA2	5	3	2	3	2	2
ENSG00000196431	CRYBA4	1	0	0	0	0	0
ENSG00000100122	CRYBB1	1	0	0	0	0	0
ENSG00000244752	CRYBB2	0	2	0	1	0	4
ENSG00000100058	CRYBB2P1	123	107	141	131	128	120
ENSG00000100053	CRYBB3	1	3	1	2	6	2
ENSG00000080200	CRYBG3	374	399	387	323	368	349
ENSG00000168582	CRYGA	0	0	0	0	0	0
ENSG00000182187	CRYGB	0	0	0	0	0	0
ENSG00000163254	CRYGC	0	0	0	0	0	0
ENSG00000118231	CRYGD	0	0	0	0	0	0
ENSG00000229150	CRYGEP	0	0	0	0	0	0
ENSG00000232799	CRYGFP	0	0	0	0	0	0
ENSG00000223710	CRYGGP	0	0	0	0	0	0
ENSG00000127377	CRYGN	1	1	0	2	2	1
ENSG00000213139	CRYGS	12	10	12	13	10	8
ENSG00000165475	CRYL1	137	124	140	138	130	185
ENSG00000103316	CRYM	23	22	26	19	10	17
ENSG00000189149	CRYM-AS1	9	8	7	12	8	16
ENSG00000116791	CRYZ	754	737	776	683	685	730
ENSG00000205758	CRYZL1	35	39	38	38	39	26
ENSG00000233025	CRYZP1	0	0	1	1	1	1
ENSG00000250293	CRYZP2	4	4	1	4	3	2
ENSG00000062485	CS	1561	1715	1941	1848	1823	1925
ENSG00000139631	CSAD	85	65	80	88	88	94
ENSG00000198930	CSAG1	5	20	12	16	8	15
ENSG00000268902	CSAG2	1	0	1	2	4	0
ENSG00000268916	CSAG3	1	0	2	1	1	0
ENSG00000242599	CSAG4	0	1	0	0	0	0
ENSG00000172346	CSDC2	0	0	0	0	0	0
ENSG00000009307	CSDE1	3689	3665	3924	3059	3161	3325
ENSG00000124207	CSE1L	4707	4496	4909	4327	4023	4511
ENSG00000227431	CSE1L-AS1	0	0	1	1	1	3
ENSG00000184371	CSF1	74	88	99	154	176	142
ENSG00000182578	CSF1R	0	0	0	0	1	0
ENSG00000164400	CSF2	7	7	4	7	11	10
ENSG00000198223	CSF2RA	0	0	0	0	0	0
ENSG00000100368	CSF2RB	0	0	1	0	0	0
ENSG00000232254	CSF2RBP1	0	0	0	0	0	0
ENSG00000108342	CSF3	446	740	715	1468	1407	1313
ENSG00000119535	CSF3R	0	0	0	0	0	0
ENSG00000147408	CSGALNACT1	0	0	0	0	0	0
ENSG00000169826	CSGALNACT2	69	65	112	72	71	65
ENSG00000136488	CSH1	0	0	0	0	0	0
ENSG00000213218	CSH2	0	0	0	0	0	0
ENSG00000204414	CSHL1	0	0	0	0	0	0
ENSG00000103653	CSK	1007	1153	1272	1296	1205	1293
ENSG00000183117	CSMD1	0	0	0	0	0	0
ENSG00000121904	CSMD2	0	0	0	0	0	0
ENSG00000231163	CSMD2-AS1	0	0	0	0	0	0
ENSG00000164796	CSMD3	0	0	0	3	0	1
ENSG00000126545	CSN1S1	0	0	0	0	0	0
ENSG00000234124	CSN1S2AP	0	0	0	0	0	0
ENSG00000135222	CSN2	0	0	0	0	0	0
ENSG00000171209	CSN3	0	0	0	0	0	0
ENSG00000113712	CSNK1A1	1615	1743	1940	1868	1758	1881
ENSG00000180138	CSNK1A1L	30	39	35	39	31	35
ENSG00000223518	CSNK1A1P1	11	10	14	7	11	7
ENSG00000250162	CSNK1A1P3	16	12	15	14	15	9
ENSG00000141551	CSNK1D	1968	2268	2570	2647	2590	2641
ENSG00000213923	CSNK1E	377	459	448	479	482	502
ENSG00000169118	CSNK1G1	398	425	460	526	445	465
ENSG00000133275	CSNK1G2	869	1034	1049	1048	958	958
ENSG00000180846	CSNK1G2-AS1	0	0	1	0	0	0
ENSG00000234534	CSNK1G2P1	3	4	3	3	6	3
ENSG00000151292	CSNK1G3	256	273	273	253	243	263
ENSG00000101266	CSNK2A1	956	1163	1223	1090	1134	1167
ENSG00000070770	CSNK2A2	251	265	277	281	233	347
ENSG00000254598	CSNK2A3	342	354	394	402	414	373
ENSG00000204435	CSNK2B	1524	1654	1928	1922	1896	2036
ENSG00000173546	CSPG4	295	413	422	435	440	451
ENSG00000276710	CSPG4P10	0	0	1	0	2	1
ENSG00000259726	CSPG4P11	0	0	0	0	0	0
ENSG00000259295	CSPG4P12	0	0	0	0	0	1
ENSG00000260139	CSPG4P13	2	2	2	3	10	4
ENSG00000240450	CSPG4P1Y	0	0	0	0	0	0
ENSG00000244231	CSPG4P2Y	0	0	0	0	0	0
ENSG00000172342	CSPG4P3Y	0	0	0	0	0	0
ENSG00000172294	CSPG4P4Y	0	0	0	0	0	0
ENSG00000272887	CSPG4P5	0	0	1	3	0	0
ENSG00000114646	CSPG5	39	43	47	41	36	33
ENSG00000104218	CSPP1	185	201	194	185	186	167
ENSG00000144655	CSRNP1	184	227	264	249	270	250
ENSG00000110925	CSRNP2	178	210	225	259	282	252
ENSG00000178662	CSRNP3	2	3	4	1	2	0
ENSG00000159176	CSRP1	1281	1519	1525	1527	1490	1644
ENSG00000175183	CSRP2	1	0	0	1	1	0
ENSG00000149474	CSRP2BP	263	261	336	307	321	357
ENSG00000129170	CSRP3	0	0	0	0	0	0
ENSG00000170373	CST1	5	12	19	10	19	2
ENSG00000125831	CST11	0	0	0	0	0	0
ENSG00000204663	CST13P	0	0	0	0	0	0
ENSG00000170369	CST2	1	0	0	0	0	0
ENSG00000232595	CST2P1	0	0	0	0	0	0
ENSG00000101439	CST3	1495	2054	2040	2237	2218	2515
ENSG00000101441	CST4	1	7	1	1	6	3
ENSG00000170367	CST5	0	0	0	0	0	0
ENSG00000175315	CST6	14	22	15	17	8	16
ENSG00000077984	CST7	0	0	0	0	0	0
ENSG00000125815	CST8	0	0	0	0	0	0
ENSG00000173335	CST9	0	0	0	0	0	0
ENSG00000101435	CST9L	0	0	0	0	0	0
ENSG00000204662	CST9LP1	0	0	0	0	0	0
ENSG00000121552	CSTA	0	0	1	1	0	1
ENSG00000160213	CSTB	1555	1818	2092	1884	2034	2132
ENSG00000101138	CSTF1	750	744	914	917	903	897
ENSG00000101811	CSTF2	1142	1166	1279	1271	1199	1270
ENSG00000177613	CSTF2T	455	455	533	494	493	551
ENSG00000176102	CSTF3	413	407	470	445	480	479
ENSG00000247151	CSTF3-AS1	2	0	1	0	5	2
ENSG00000125823	CSTL1	1	0	0	2	0	1
ENSG00000228476	CSTP1	0	0	0	0	0	0
ENSG00000277975	CSTP2	0	0	0	0	0	0
ENSG00000268940	CT45A1	0	1	0	0	0	0
ENSG00000269586	CT45A10	0	0	0	0	0	0
ENSG00000230162	CT45A11P	0	0	0	1	0	0
ENSG00000271449	CT45A2	0	0	0	0	0	0
ENSG00000269096	CT45A3	0	0	0	0	0	0
ENSG00000228836	CT45A5	0	0	0	0	0	0
ENSG00000278289	CT45A6	0	0	0	0	0	0
ENSG00000273696	CT45A7	0	0	0	0	0	0
ENSG00000278085	CT45A8	0	0	0	0	0	0
ENSG00000270946	CT45A9	0	0	0	0	0	0
ENSG00000236371	CT47A1	0	0	0	0	0	0
ENSG00000224089	CT47A10	0	0	0	0	0	0
ENSG00000226929	CT47A11	0	0	0	0	0	0
ENSG00000226685	CT47A12	0	0	0	0	0	0
ENSG00000242362	CT47A2	0	0	0	0	0	0
ENSG00000236126	CT47A3	0	0	0	0	0	0
ENSG00000230594	CT47A4	0	0	0	0	0	0
ENSG00000237957	CT47A5	0	0	0	0	0	0
ENSG00000226023	CT47A6	0	0	0	0	0	0
ENSG00000228517	CT47A7	0	0	0	0	0	0
ENSG00000230347	CT47A8	0	0	0	0	0	0
ENSG00000226600	CT47A9	0	0	0	0	0	0
ENSG00000236446	CT47B1	0	0	0	0	0	0
ENSG00000169551	CT55	0	0	1	0	0	0
ENSG00000225362	CT62	2	1	0	0	0	3
ENSG00000204019	CT83	0	0	0	0	0	0
ENSG00000268651	CTAG1A	0	0	0	0	0	0
ENSG00000184033	CTAG1B	0	0	0	0	0	0
ENSG00000126890	CTAG2	0	0	0	0	0	0
ENSG00000212710	CTAGE1	15	12	8	13	14	13
ENSG00000181358	CTAGE10P	4	4	10	4	14	9
ENSG00000214249	CTAGE11P	5	1	7	1	2	5
ENSG00000215441	CTAGE12P	2	4	2	1	3	3
ENSG00000230711	CTAGE13P	5	2	9	6	5	7
ENSG00000214211	CTAGE14P	0	2	1	3	1	0
ENSG00000271079	CTAGE15	4	8	8	5	3	6
ENSG00000214335	CTAGE16P	1	1	0	0	2	2
ENSG00000232872	CTAGE3P	4	1	2	2	4	2
ENSG00000225932	CTAGE4	9	12	13	15	8	10
ENSG00000150527	CTAGE5	246	210	230	226	218	252
ENSG00000271321	CTAGE6	1	6	8	5	4	4
ENSG00000233122	CTAGE7P	8	9	3	6	9	7
ENSG00000244693	CTAGE8	17	13	18	22	25	17
ENSG00000236761	CTAGE9	6	15	13	4	10	6
ENSG00000159692	CTBP1	2078	2605	2467	2468	2450	2561
ENSG00000280927	CTBP1-AS	0	0	0	0	0	0
ENSG00000196810	CTBP1-AS2	143	179	180	183	168	195
ENSG00000175029	CTBP2	1469	1452	1651	1572	1605	1644
ENSG00000235857	CTBP2P1	2	0	0	1	3	0
ENSG00000235746	CTBP2P2	0	0	0	0	0	0
ENSG00000267153	CTBP2P3	0	2	1	0	0	2
ENSG00000251102	CTBP2P4	92	83	101	113	130	103
ENSG00000214602	CTBP2P5	1	1	0	1	0	0
ENSG00000213697	CTBP2P6	2	2	2	4	5	8
ENSG00000267091	CTBP2P7	0	3	1	3	1	0
ENSG00000234383	CTBP2P8	27	34	50	52	30	40
ENSG00000117151	CTBS	63	89	82	87	65	90
