id	sym	siCTR_1	siCTR_2	siCTR_3	siER_1	siER_2	siER_3
ENSG00000252764	RNU6-1092P	1	0	0	0	0	0
ENSG00000252767	RNU6-250P	1	0	3	1	0	0
ENSG00000252768	RNU6-856P	3	0	2	4	0	3
ENSG00000252770	RNU7-4P	0	0	0	0	1	0
ENSG00000252777	SCARNA24	0	1	0	2	0	0
ENSG00000252782	RNU6-341P	1	1	0	2	1	2
ENSG00000252787	SNORD19B	0	2	1	1	0	3
ENSG00000252791	Y_RNA	1	0	0	1	0	0
ENSG00000252797	RN7SKP272	0	3	2	0	0	2
ENSG00000252808	SCARNA4	0	1	2	3	0	3
ENSG00000252810	RNU6-345P	0	0	1	0	0	0
ENSG00000252813	AC108861.1	0	0	0	2	0	0
ENSG00000252817	AL590431.1	14	18	36	35	14	21
ENSG00000252820	Y_RNA	1	0	0	0	0	0
ENSG00000252821	RNU6-388P	0	0	1	1	1	0
ENSG00000252827	RN7SKP11	0	0	0	1	0	0
ENSG00000252832	RNU6-1212P	0	2	0	0	0	0
ENSG00000252834	snoR442	0	0	0	0	0	1
ENSG00000252835	SCARNA21	1	4	4	2	2	2
ENSG00000252840	SNORA44	0	0	2	0	0	1
ENSG00000252845	RNA5SP101	8	6	24	13	11	13
ENSG00000252846	AC090206.1	0	0	0	1	0	0
ENSG00000252847	RNU2-46P	2	0	1	5	1	0
ENSG00000252850	RNU1-117P	0	1	0	0	0	0
ENSG00000252853	SNORD112	0	0	0	1	0	0
ENSG00000252859	RNU6-375P	0	0	1	0	1	0
ENSG00000252865	RNU6-594P	0	1	0	3	1	1
ENSG00000252874	Y_RNA	2	2	9	3	6	8
ENSG00000252880	RNU6-459P	0	0	0	1	0	0
ENSG00000252881	RNU6-334P	0	0	3	0	0	0
ENSG00000252887	RNU6-430P	0	0	0	1	0	0
ENSG00000252892	RNU6-548P	0	1	1	1	0	0
ENSG00000252896	AC067957.1	0	0	2	0	0	0
ENSG00000252902	RNA5SP342	0	0	1	0	0	0
ENSG00000252904	SNORA76	0	0	0	1	0	0
ENSG00000252906	SCARNA3	0	1	0	2	0	1
ENSG00000252910	RNU7-177P	5	2	2	3	6	5
ENSG00000252913	RNU6-158P	1	0	0	0	0	0
ENSG00000252915	Y_RNA	12	21	22	21	10	16
ENSG00000252916	RNU6-762P	5	5	8	4	2	3
ENSG00000252919	Y_RNA	0	0	1	0	0	2
ENSG00000252920	SNORA31	0	0	0	1	0	0
ENSG00000252925	RNU1-68P	0	0	1	1	0	0
ENSG00000252929	RNU6-218P	0	1	0	0	0	0
ENSG00000252933	RNU6-1223P	2	1	4	4	3	3
ENSG00000252941	RNA5SP340	0	0	0	0	1	0
ENSG00000252942	RNA5SP290	0	0	1	2	1	1
ENSG00000252944	RNU6-897P	0	0	0	1	0	1
ENSG00000252947	SCARNA1	4	1	2	2	1	1
ENSG00000252949	AL136303.1	0	0	1	0	0	0
ENSG00000252950	RNA5SP490	1	3	4	1	0	5
ENSG00000252951	RNA5SP165	0	0	0	1	0	0
ENSG00000252952	RNU6-58P	0	2	1	2	0	0
ENSG00000252958	AC009065.3	0	0	0	1	0	0
ENSG00000252965	Y_RNA	0	5	7	2	1	2
ENSG00000252970	RNA5SP159	0	0	0	1	0	1
ENSG00000252971	RNU6-1057P	0	0	0	0	0	1
ENSG00000252981	U3	3	1	6	6	2	5
ENSG00000252985	SNORD116	0	2	0	2	0	0
ENSG00000252986	AC147651.2	0	0	1	0	1	0
ENSG00000252987	RNA5SP66	0	0	0	0	1	0
ENSG00000252992	SCARNA11	1	0	1	1	0	0
ENSG00000252993	SNORA25	0	0	0	1	1	0
ENSG00000252994	RNU6-1231P	0	0	0	0	0	1
ENSG00000252995	RNU6-667P	0	1	1	1	0	1
ENSG00000252996	RNU6-1315P	0	1	1	0	0	0
ENSG00000253006	RN7SKP283	0	1	0	0	0	0
ENSG00000253007	SNORA76	1	0	4	1	0	0
ENSG00000253008	MIR2355	0	0	0	2	0	0
ENSG00000253012	AC022538.1	0	0	0	1	0	0
ENSG00000253013	SNORA31	0	0	0	2	0	1
ENSG00000253015	RN7SKP64	0	0	0	0	1	0
ENSG00000253019	RN7SKP35	0	0	0	1	0	0
ENSG00000253021	RNU6-902P	1	0	0	0	1	0
ENSG00000253024	RNU6-1238P	2	0	5	2	1	1
ENSG00000253033	RNU7-191P	0	0	2	0	0	0
ENSG00000253039	RNA5SP47	1	0	0	0	0	0
ENSG00000253043	RNU7-181P	0	0	1	0	0	0
ENSG00000253047	SNORA40	1	2	3	2	3	1
ENSG00000253054	RNU7-77P	0	0	1	0	0	0
ENSG00000253059	SNORA31	0	1	0	0	0	0
ENSG00000253062	RNU7-108P	0	1	1	1	0	0
ENSG00000253068	SNORD112	0	0	1	0	0	1
ENSG00000253070	RNU6-794P	0	0	1	0	0	0
ENSG00000253079	NRON	0	0	0	1	0	0
ENSG00000253085	SCARNA11	0	0	1	0	0	0
ENSG00000253087	RNU6-1174P	0	0	0	0	1	0
ENSG00000253092	SNORA81	3	6	4	0	1	6
ENSG00000253095	RNU6-676P	0	0	0	1	1	0
ENSG00000253102	RP1-117B12.4	2	0	4	2	0	2
ENSG00000253103	LINC01609	18	24	35	21	20	22
ENSG00000253105	KB-1448A5.1	1	1	0	0	0	0
ENSG00000253106	RP11-158K1.3	147	165	279	255	187	243
ENSG00000253111	RP11-136O12.2	0	1	0	1	1	1
ENSG00000253112	CTD-2373N4.5	1	1	0	2	0	0
ENSG00000253115	RP11-6I2.4	0	1	0	0	0	0
ENSG00000253116	RP11-648L3.2	0	0	2	3	1	1
ENSG00000253119	HNRNPA3P7	0	1	0	1	0	0
ENSG00000253121	RP11-659E9.4	0	1	2	1	1	2
ENSG00000253122	RP11-238I10.1	0	0	0	1	1	0
ENSG00000253123	RP11-527N22.1	0	2	3	0	0	2
ENSG00000253125	RP11-459E5.1	77	83	190	7	9	11
ENSG00000253128	IGHV4-80	0	0	0	0	0	2
ENSG00000253130	CTD-3023L14.2	1	0	3	1	1	4
ENSG00000253133	RP11-360L9.4	1	4	7	6	2	3
ENSG00000253138	LINC00967	4	2	3	1	0	2
ENSG00000253140	RP11-567J20.3	0	0	1	0	0	0
ENSG00000253141	CTB-164N12.1	3	0	1	1	1	1
ENSG00000253148	RGS21	0	1	0	0	0	0
ENSG00000253153	KB-1562D12.3	0	0	1	0	1	1
ENSG00000253154	CTA-392E5.1	193	170	376	60	40	93
ENSG00000253156	RP11-58O3.1	0	0	0	2	0	0
ENSG00000253159	PCDHGA12	26	15	33	27	18	32
ENSG00000253161	LINC01605	5	6	11	5	5	3
ENSG00000253166	RP11-585F1.6	0	1	0	0	0	1
ENSG00000253167	KIAA0196-AS1	20	24	36	28	24	32
ENSG00000253168	RP11-326L2.1	1	0	1	0	0	2
ENSG00000253170	RP11-431J17.1	2	2	3	1	0	0
ENSG00000253171	CTB-118P15.2	0	1	0	0	1	2
ENSG00000253172	CTC-209H22.3	0	0	0	0	1	1
ENSG00000253173	RP11-152C15.1	0	0	0	1	0	0
ENSG00000253174	RP11-360L9.7	4	2	1	1	1	0
ENSG00000253175	RP11-267M23.6	0	2	2	1	1	1
ENSG00000253177	RP11-100L22.1	0	0	0	1	0	0
ENSG00000253180	RP11-410L14.1	4	4	15	11	5	9
ENSG00000253181	RP11-863K10.2	0	0	0	0	0	1
ENSG00000253182	RP11-486M23.2	1	1	0	1	1	0
ENSG00000253187	HOXA10-AS	0	1	3	0	0	0
ENSG00000253189	RP11-158A14.1	1	0	0	0	0	0
ENSG00000253190	AC084082.3	1	3	9	0	3	2
ENSG00000253194	RP11-351A11.1	18	13	16	10	10	16
ENSG00000253196	RP11-706C16.7	8	2	10	14	5	12
ENSG00000253197	CTD-3239E11.2	2	6	9	8	3	4
ENSG00000253200	RP11-582J16.5	50	43	99	50	41	57
ENSG00000253203	GUSBP3	118	117	234	116	78	133
ENSG00000253207	RP11-67H2.1	0	1	0	0	0	0
ENSG00000253208	RP11-1G11.2	0	0	0	1	0	0
ENSG00000253210	RP11-809O17.1	101	90	175	101	73	112
ENSG00000253213	RP11-546B8.3	10	6	17	9	8	8
ENSG00000253215	RP11-156K13.2	0	0	0	1	0	0
ENSG00000253217	KB-1991G8.1	0	0	2	0	0	1
ENSG00000253218	KLF3P1	2	0	1	1	0	0
ENSG00000253219	KRT18P41	0	0	1	0	0	0
ENSG00000253220	RP11-103H7.2	0	0	1	0	0	0
ENSG00000253223	RP11-409C19.2	0	0	1	0	1	0
ENSG00000253224	PGAM5P1	0	0	2	0	0	0
ENSG00000253227	RP11-383J24.1	10	9	21	58	45	63
ENSG00000253229	HIGD1AP6	2	0	0	0	0	0
ENSG00000253230	LINC00599	1	0	0	0	0	0
ENSG00000253245	MTND1P36	0	0	0	0	1	0
ENSG00000253250	C8orf88	15	26	42	17	28	25
ENSG00000253251	CTC-534A2.2	130	177	288	156	142	169
ENSG00000253258	RP11-539E17.5	13	4	11	10	4	8
ENSG00000253263	KB-1507C5.3	2	3	5	6	5	5
ENSG00000253266	RP11-128L5.1	37	34	69	27	12	29
ENSG00000253273	RP11-99A14.1	1	0	0	1	0	0
ENSG00000253276	CCDC71L	479	554	950	977	889	1123
ENSG00000253282	KB-1410C5.3	0	0	0	3	1	1
ENSG00000253283	RP11-146E23.2	1	0	4	3	2	2
ENSG00000253284	RP11-282K24.3	6	4	14	16	3	6
ENSG00000253286	CTD-2552K11.2	0	0	0	0	0	1
ENSG00000253291	TRBV7-7	0	0	0	0	1	0
ENSG00000253292	MIOXP1	0	0	0	3	0	1
ENSG00000253293	HOXA10	172	204	354	218	192	273
ENSG00000253295	RP11-779O18.1	2	2	4	8	7	16
ENSG00000253298	AC008703.1	0	0	0	1	0	0
ENSG00000253299	RP11-316J7.4	0	4	1	4	0	0
ENSG00000253301	LINC01606	0	0	0	2	0	1
ENSG00000253302	STAU2-AS1	1	0	1	5	1	6
ENSG00000253304	TMEM200B	8	3	12	22	8	26
ENSG00000253305	PCDHGB6	31	33	59	60	30	57
ENSG00000253307	RP11-10J21.4	7	4	12	9	0	5
ENSG00000253308	RP1-170O19.17	0	0	2	0	0	1
ENSG00000253309	SERPINE3	4	4	9	5	2	8
ENSG00000253313	C1orf210	801	861	1752	728	572	887
ENSG00000253317	RP11-142A23.1	0	1	0	0	0	0
ENSG00000253318	TMCC1P1	0	1	0	0	0	0
ENSG00000253320	AZIN1-AS1	254	244	477	240	256	333
ENSG00000253321	RP11-61G23.2	2	3	0	2	0	4
ENSG00000253326	RP11-261C10.7	15	15	36	24	23	25
ENSG00000253327	RAD21-AS1	15	17	36	9	6	16
ENSG00000253328	SUMO2P19	1	3	4	5	0	3
ENSG00000253330	RP11-697N18.3	5	11	20	15	11	13
ENSG00000253333	RP11-497H16.8	1	0	1	0	0	2
ENSG00000253334	RP13-923O23.6	3	2	3	6	2	1
ENSG00000253336	RP11-468O2.1	1	1	5	5	0	1
ENSG00000253339	RP11-434I12.3	2	1	0	0	0	0
ENSG00000253341	RP11-730G20.2	1	0	1	0	0	1
ENSG00000253347	CTD-2026D20.2	2	4	3	0	0	1
ENSG00000253348	CTC-455F18.1	6	5	23	11	14	15
ENSG00000253349	COX6B1P6	0	1	0	3	0	2
ENSG00000253351	LINC01298	1	0	3	2	0	0
ENSG00000253352	TUG1	21246	24279	43953	24207	18551	25272
ENSG00000253354	CTA-392C11.2	0	0	1	1	0	1
ENSG00000253355	KB-1460A1.2	4	5	11	5	3	3
ENSG00000253356	RP11-90P5.2	0	1	0	0	0	0
ENSG00000253358	GS1-251I9.3	1	0	0	0	0	0
ENSG00000253361	RP11-675F6.3	33	35	42	20	7	14
ENSG00000253364	RP11-731F5.2	0	0	1	0	0	0
ENSG00000253366	RP11-589F5.4	0	2	3	1	1	1
ENSG00000253368	TRNP1	246	225	449	426	398	615
ENSG00000253369	RP11-1081M5.1	0	3	3	0	1	2
ENSG00000253372	RP11-44N11.1	7	4	11	12	5	10
ENSG00000253379	RP11-1102P16.1	1	0	0	1	1	0
ENSG00000253384	CTD-2547L16.3	3	4	4	3	2	6
ENSG00000253385	KB-1254G8.1	0	0	1	4	0	3
ENSG00000253386	IGHVII-49-1	0	0	0	0	0	1
ENSG00000253389	RP11-930P14.1	0	0	0	0	0	1
ENSG00000253390	CTC-756D1.2	1	1	2	1	0	4
ENSG00000253392	AC006277.2	1	1	4	1	2	1
ENSG00000253394	LINC00534	2	5	7	7	6	3
ENSG00000253395	KB-1460A1.1	91	83	151	134	96	150
ENSG00000253399	AC078852.2	1	0	1	6	0	1
ENSG00000253404	AC034243.1	92	76	202	92	79	106
ENSG00000253405	EVX1-AS	1	1	1	1	1	0
ENSG00000253406	AC012613.2	1	2	4	5	2	1
ENSG00000253408	RP11-231D20.2	0	0	0	0	0	1
ENSG00000253410	RP11-539E17.3	0	0	1	0	0	0
ENSG00000253414	RP11-150O12.6	17	6	18	13	7	10
ENSG00000253424	CTC-436K13.3	2	3	10	2	1	5
ENSG00000253425	HSPA8P13	0	0	0	0	0	1
ENSG00000253426	RP11-10A14.4	9	8	11	5	11	7
ENSG00000253430	RP11-14I17.2	1	1	0	1	1	0
ENSG00000253433	NCRNA00250	1	8	10	5	2	5
ENSG00000253438	PCAT1	14	9	12	8	3	5
ENSG00000253439	CDC42P5	0	1	0	0	0	0
ENSG00000253445	CTB-79E8.2	1	1	0	0	2	0
ENSG00000253447	RP11-619L12.4	0	0	0	1	0	0
ENSG00000253452	RP11-473J6.1	0	1	0	0	0	0
ENSG00000253455	RP11-770E5.3	25	13	28	11	11	15
ENSG00000253457	SMIM18	1	0	4	1	0	6
ENSG00000253463	HMGB1P19	0	1	2	2	0	0
ENSG00000253468	KB-1517D11.2	0	2	3	6	1	2
ENSG00000253471	RP11-175E9.1	0	1	0	0	0	0
ENSG00000253475	RP11-110G21.2	0	1	0	0	0	0
ENSG00000253476	RP11-395I14.2	11	10	5	7	2	5
ENSG00000253477	RP11-1C8.4	3	2	14	10	2	10
ENSG00000253479	LINC01603	2	6	11	2	0	2
ENSG00000253480	RP11-39H3.1	1	0	0	0	2	0
ENSG00000253483	CTC-756D1.1	0	0	1	1	1	0
ENSG00000253485	PCDHGA5	46	41	106	96	48	48
ENSG00000253490	AC145110.1	0	0	2	2	0	0
ENSG00000253492	CDH12P3	0	1	0	0	0	0
ENSG00000253497	IGKV1-13	0	0	0	1	0	0
ENSG00000253500	AF121898.3	1	1	0	0	0	1
ENSG00000253502	ATP6V1G1P2	0	2	1	0	1	0
ENSG00000253503	RP11-653B10.1	0	7	8	3	0	2
ENSG00000253506	NACA2	1	0	0	0	0	0
ENSG00000253507	CTD-2501M5.1	0	1	0	0	1	0
ENSG00000253508	RP1-170O19.14	1	0	0	0	1	0
ENSG00000253512	CTC-535M15.1	0	0	0	0	1	0
ENSG00000253513	RP11-6D1.3	1	2	3	1	2	4
ENSG00000253516	HMGB1P41	2	3	5	5	3	8
ENSG00000253520	RP11-798K23.5	0	3	0	2	0	2
ENSG00000253521	HPYR1	0	0	0	1	0	0
ENSG00000253525	CTD-2114J12.1	1	0	2	1	1	1
ENSG00000253527	CTB-105L4.2	0	0	0	0	1	0
ENSG00000253528	RP11-347C18.4	1	1	2	4	0	1
ENSG00000253532	CTD-2340D6.1	0	0	0	3	0	0
ENSG00000253537	PCDHGA7	31	33	73	61	25	50
ENSG00000253539	RP11-402L5.1	0	1	2	0	0	1
ENSG00000253540	FAM86HP	136	97	198	201	125	169
ENSG00000253541	SEPT10P1	1	0	1	1	0	0
ENSG00000253549	CA3-AS1	32	34	71	37	37	52
ENSG00000253552	HOXA-AS2	10	10	18	17	9	16
ENSG00000253553	RP11-586K2.1	21	28	60	29	25	52
ENSG00000253554	RP11-32K4.1	3	1	0	1	2	0
ENSG00000253555	RP11-16E18.1	0	0	0	0	0	1
ENSG00000253556	MTCO1P4	0	1	0	0	0	0
ENSG00000253558	CTD-2179L22.1	2	1	1	2	1	3
ENSG00000253559	OSGEPL1-AS1	11	11	15	9	5	11
ENSG00000253562	CTD-2340D6.2	2	0	2	2	1	2
ENSG00000253564	RP11-956J14.2	0	0	0	1	0	0
ENSG00000253567	RP11-181B11.2	0	1	0	1	1	0
ENSG00000253570	RNF5P1	6	6	4	7	2	3
ENSG00000253572	RP11-107N7.1	0	1	1	0	1	1
ENSG00000253573	RP11-351C8.1	0	0	0	0	0	1
ENSG00000253574	RP11-284H18.1	0	1	1	1	0	0
ENSG00000253577	RP11-100L22.3	0	0	0	1	0	0
ENSG00000253579	SUMO2P16	1	0	0	0	0	0
ENSG00000253580	RP11-790J24.2	0	0	0	1	0	0
ENSG00000253582	RP11-649G15.2	26	24	52	25	23	22
ENSG00000253584	CTD-2374C24.1	2	0	1	1	2	2
ENSG00000253585	KB-1184D12.1	0	0	0	3	0	0
ENSG00000253586	RP11-723D22.2	0	0	0	0	0	1
ENSG00000253587	IGHV3-30-2	0	0	0	1	0	0
ENSG00000253591	CTC-265N9.1	1	0	0	1	1	0
ENSG00000253593	RP11-157E21.1	7	8	13	9	4	6
ENSG00000253595	LINC01300	0	0	2	1	1	1
ENSG00000253596	CTD-2320G14.2	0	1	1	0	1	2
ENSG00000253598	SLC10A5	15	11	25	24	11	14
ENSG00000253603	CTA-397H3.3	0	0	2	0	0	0
ENSG00000253606	AFG3L2P1	0	0	0	1	0	0
ENSG00000253607	RP11-557C18.3	0	2	1	4	0	0
ENSG00000253608	RP11-770E5.1	3	1	1	3	1	1
ENSG00000253613	CTC-551A13.2	1	0	0	0	0	0
ENSG00000253616	RP11-875O11.3	9	8	7	3	7	17
ENSG00000253618	GRPEL2-AS1	2	2	8	4	3	11
ENSG00000253620	AC144568.4	0	0	1	1	0	0
ENSG00000253626	EIF5AL1	182	203	335	121	109	186
ENSG00000253627	RP11-513H8.1	0	0	1	0	0	0
ENSG00000253630	CTC-370J7.1	0	0	0	0	1	2
ENSG00000253632	RP11-486M23.1	1	2	5	6	4	8
ENSG00000253633	KB-1980E6.3	0	0	1	1	0	1
ENSG00000253636	RP11-531A24.5	8	11	22	28	10	6
ENSG00000253639	SUMO2P18	0	0	1	0	1	2
ENSG00000253641	LINCR-0001	0	4	0	5	2	2
ENSG00000253642	RP11-317N12.1	0	1	0	0	0	1
ENSG00000253644	KB-1930G5.3	0	0	1	0	1	0
ENSG00000253649	PRSS51	0	1	2	1	0	0
ENSG00000253652	RP11-798K23.4	0	1	0	1	0	1
ENSG00000253653	CTC-248O19.1	9	3	10	3	4	5
ENSG00000253656	KB-1568E2.1	0	0	1	0	1	0
ENSG00000253666	KB-1615E4.2	1	0	2	5	1	2
ENSG00000253667	RP11-30L15.4	11	6	15	30	7	8
ENSG00000253669	KB-1732A1.1	161	136	251	167	126	153
ENSG00000253671	RP11-806O11.1	24	19	38	57	43	62
ENSG00000253676	TAGLN2P1	26	31	42	35	23	47
ENSG00000253679	KB-1410C5.2	0	0	1	0	0	0
ENSG00000253682	RP11-700E23.2	0	1	0	0	0	0
ENSG00000253686	LINC01484	3	0	4	5	0	3
ENSG00000253690	RP11-380I10.4	1	0	0	0	0	0
ENSG00000253692	IGHEP1	34	13	29	13	7	6
ENSG00000253695	RP11-177H2.2	1	0	1	0	0	1
ENSG00000253696	KBTBD11-OT1	1	2	4	2	3	2
ENSG00000253699	CTD-3118D11.3	5	1	6	2	0	5
ENSG00000253701	AL928768.3	2	0	2	0	0	1
ENSG00000253702	RP11-567J20.1	1	1	1	0	0	0
ENSG00000253704	RP11-267M23.4	20	15	37	16	21	9
ENSG00000253706	RP11-758M4.4	0	1	3	2	0	3
ENSG00000253708	RP11-51J9.4	1	0	0	4	2	0
ENSG00000253710	ALG11	693	751	1375	912	685	1018
ENSG00000253712	RP11-697M17.2	2	1	0	0	0	0
ENSG00000253715	RP11-706C16.8	1	2	5	4	2	2
ENSG00000253716	MINCR	142	158	314	159	150	224
ENSG00000253719	ATXN7L3B	20130	22133	42409	19083	17902	25175
ENSG00000253720	RP11-473O4.3	0	2	0	4	2	1
ENSG00000253729	PRKDC	19017	22844	42791	25118	17214	22118
ENSG00000253730	RP11-893F2.13	1	1	4	0	1	2
ENSG00000253731	PCDHGA6	61	59	113	124	83	88
ENSG00000253736	RP11-779O18.3	1	1	1	0	0	0
ENSG00000253737	KB-1460A1.3	3	1	3	1	2	3
ENSG00000253738	OTUD6B-AS1	1873	1862	3308	1411	1213	1690
ENSG00000253741	CTD-2292P10.4	60	47	96	73	40	57
ENSG00000253743	MARK2P11	0	1	0	0	0	0
ENSG00000253744	AC025442.3	0	0	2	1	2	0
ENSG00000253745	RP11-350F16.1	0	1	0	0	0	0
ENSG00000253746	RP11-527N22.2	0	1	3	1	0	0
ENSG00000253754	RP11-35G22.1	3	2	4	6	2	6
ENSG00000253755	IGHGP	0	1	4	0	2	2
ENSG00000253756	CARSP2	0	0	0	2	0	0
ENSG00000253760	RP11-48B3.2	0	0	2	0	0	0
ENSG00000253764	RP11-439C15.4	0	0	2	1	0	0
ENSG00000253766	RP11-804N13.1	0	0	1	0	0	1
ENSG00000253767	PCDHGA8	5	6	17	12	2	3
ENSG00000253768	CTB-33O18.1	148	87	136	22	13	23
ENSG00000253771	TPTE2P1	2	4	11	5	1	5
ENSG00000253772	RP11-34P1.1	1	0	0	2	0	0
ENSG00000253773	C8orf37-AS1	7	11	11	2	1	7
ENSG00000253774	CTD-3023L14.1	1	0	2	1	2	1
ENSG00000253776	RP11-6N13.4	1	2	2	0	0	0
ENSG00000253781	ZNF317P1	0	0	0	0	0	1
ENSG00000253784	RP11-1145L24.1	6	0	4	7	6	4
ENSG00000253785	CTC-308K20.3	1	1	7	2	1	0
ENSG00000253789	NARSP2	0	0	1	0	0	0
ENSG00000253796	RP11-1084E5.1	0	0	0	0	0	1
ENSG00000253797	UTP14C	1788	1830	3414	2058	1710	2371
ENSG00000253799	LINC01030	10	7	8	5	0	8
ENSG00000253802	CTA-392C11.1	8	9	18	7	10	10
ENSG00000253807	LINC01170	0	0	0	1	0	0
ENSG00000253810	PSAT1P1	1	0	5	0	4	6
ENSG00000253816	RP11-1415C14.3	13	13	34	14	12	11
ENSG00000253817	RP11-1134I14.6	0	0	0	1	0	0
ENSG00000253819	LINC01151	0	0	2	0	0	0
ENSG00000253821	RP11-246K15.1	0	0	0	1	0	1
ENSG00000253824	KB-173C10.2	0	0	2	2	1	2
ENSG00000253829	RP11-723D22.3	1	2	2	8	4	4
ENSG00000253831	ETV3L	0	0	0	1	0	0
ENSG00000253833	RP11-367E12.4	2	7	11	5	4	2
ENSG00000253836	RP11-731N10.1	0	2	2	1	1	3
ENSG00000253837	RP11-177H13.2	1	1	2	2	1	2
ENSG00000253842	KB-173C10.1	0	0	1	2	0	0
ENSG00000253844	RP11-546K22.1	1	2	3	0	1	2
ENSG00000253846	PCDHGA10	21	17	30	46	32	31
ENSG00000253848	RP11-10N23.5	1	2	9	1	5	4
ENSG00000253849	RP11-759A9.1	0	0	0	0	1	0
ENSG00000253852	CTB-140J7.2	0	0	0	0	1	0
ENSG00000253854	RP11-10N23.2	91	90	193	161	94	125
ENSG00000253857	RP11-386G21.2	0	0	0	1	0	0
ENSG00000253865	RP11-394O4.3	3	1	1	0	0	2
ENSG00000253868	FER1L6-AS2	0	1	1	1	1	1
ENSG00000253872	RP11-90D11.1	0	1	0	0	0	0
ENSG00000253873	PCDHGA11	8	4	6	16	3	6
ENSG00000253875	RP11-16P20.3	0	2	0	2	2	0
ENSG00000253878	RP11-347C18.3	55	52	104	110	64	81
ENSG00000253880	RP11-124B13.1	1	1	4	2	1	3
ENSG00000253882	RP11-61L23.2	375	374	686	362	315	467
ENSG00000253885	ARF1P3	1	3	0	1	1	1
ENSG00000253886	CTB-158E9.2	0	2	1	0	0	0
ENSG00000253892	RP11-770E5.2	1	0	0	0	0	0
ENSG00000253893	FAM85B	9	6	9	4	4	4
ENSG00000253896	AC144568.2	2	4	8	4	1	3
ENSG00000253898	LINC01419	5	8	17	1	9	5
ENSG00000253899	RP11-613H2.2	0	1	0	0	0	0
ENSG00000253903	RP11-521M14.2	0	1	0	0	0	0
ENSG00000253908	RP11-252I14.2	13	16	32	47	14	16
ENSG00000253910	PCDHGB2	60	80	143	87	64	95
ENSG00000253911	KB-1205A7.2	0	0	0	0	1	0
ENSG00000253912	RP11-402L5.2	0	0	1	0	0	0
ENSG00000253919	THAP12P7	30	42	48	36	34	49
ENSG00000253921	CTB-113P19.3	2	0	8	6	6	3
ENSG00000253923	KB-1980E6.2	1	1	1	3	0	1
ENSG00000253929	CASC21	1	0	1	2	1	0
ENSG00000253930	RP11-1149O23.2	24	24	35	40	26	35
ENSG00000253931	RP11-909N17.2	12	8	18	11	3	14
ENSG00000253932	RP11-10C8.2	0	0	0	1	0	1
ENSG00000253937	NATP	0	1	1	0	0	1
ENSG00000253942	KB-1410C5.1	2	0	1	1	0	0
ENSG00000253943	KRT18P37	1	1	1	0	0	0
ENSG00000253944	RP11-156K13.1	3	2	7	9	3	4
ENSG00000253948	RP11-410L14.2	44	51	102	26	32	57
ENSG00000253952	HIGD1AP18	0	2	1	1	1	2
ENSG00000253953	PCDHGB4	12	4	16	16	7	5
ENSG00000253954	HMGN1P38	2	1	3	0	2	1
ENSG00000253955	CTB-33O18.3	26	18	39	28	20	37
ENSG00000253958	CLDN23	60	67	124	77	78	110
ENSG00000253959	CTB-43E15.1	0	0	0	0	1	1
ENSG00000253960	RP11-388K12.1	0	1	0	1	1	0
ENSG00000253961	RP11-363L24.3	0	0	1	2	1	0
ENSG00000253965	CTC-329D1.3	0	1	2	0	1	0
ENSG00000253966	CTC-455F18.3	12	20	35	8	7	9
ENSG00000253968	CTB-32H22.1	0	2	2	0	0	1
ENSG00000253971	CDC42P3	2	1	0	1	0	1
ENSG00000253972	RP11-4K16.2	22	25	35	46	17	30
ENSG00000253973	RP11-467K18.2	0	1	0	0	0	0
ENSG00000253977	MTCO2P4	0	0	1	0	0	0
ENSG00000253978	CTB-178M22.2	0	7	2	2	2	0
ENSG00000253981	ALG1L13P	9	6	13	21	5	7
ENSG00000253982	CTD-2336O2.1	297	278	558	245	296	458
ENSG00000253983	RP1-16A9.1	0	0	0	1	1	0
ENSG00000253986	CTC-756D1.3	0	1	1	1	0	1
ENSG00000253991	KB-1562D12.2	2	1	1	10	1	2
ENSG00000254003	CTB-167B5.1	0	1	6	4	1	2
ENSG00000254004	ZNF260	1681	1706	3164	2058	1867	2443
ENSG00000254008	LINC00051	0	0	0	0	0	1
ENSG00000254011	CTC-229L21.1	0	0	1	0	0	0
ENSG00000254013	MAP2K1P1	0	0	1	0	0	0
ENSG00000254016	ALG1L10P	3	0	0	0	1	1
ENSG00000254017	IGHEP2	0	0	1	1	0	2
ENSG00000254019	RP11-10J21.3	0	0	1	2	2	0
ENSG00000254024	KB-1562D12.1	305	241	496	546	449	650
ENSG00000254027	RP11-363E6.3	1	2	3	0	0	2
ENSG00000254028	AC083843.2	16	9	19	7	7	11
ENSG00000254031	RP11-326E22.1	0	0	0	0	1	1
ENSG00000254034	RP11-662B19.2	1	0	1	1	1	0
ENSG00000254037	RP11-775B15.3	0	0	0	0	0	1
ENSG00000254038	RP11-419C23.1	3	2	4	0	0	0
ENSG00000254039	RP11-304F15.6	2	2	2	3	0	1
ENSG00000254041	RP11-574O7.1	0	0	0	1	0	0
ENSG00000254042	CTC-558O2.1	2	2	0	3	2	0
ENSG00000254044	RP11-681L8.1	10	7	19	9	5	9
ENSG00000254054	RP11-156K13.3	0	0	0	1	0	0
ENSG00000254057	RP3-388N13.3	1	0	1	1	1	0
ENSG00000254060	RP11-172E10.1	0	1	0	0	0	0
ENSG00000254063	DUXAP2	3	2	4	3	1	3
ENSG00000254064	CTD-2530N21.4	5	5	12	6	2	4
