id	sym	DMSO_1	DMSO_2	JQ1_1	JQ1_2
ENSG00000260910	LINC00565	0	0	1	0
ENSG00000260911	RP11-196G11.2	1	1	4	1
ENSG00000260912	RP11-363E7.4	37	49	107	117
ENSG00000260916	CCPG1	824	797	786	955
ENSG00000260917	RP11-57H14.4	109	114	117	136
ENSG00000260919	CTD-3154N5.1	0	0	0	1
ENSG00000260920	RP1-228H13.5	104	133	127	166
ENSG00000260923	AC137934.1	191	199	91	71
ENSG00000260924	LINC01311	356	400	274	236
ENSG00000260927	RP11-459F6.3	4	6	2	3
ENSG00000260928	SPCS2P1	0	1	0	0
ENSG00000260941	LINC00622	0	0	3	0
ENSG00000260942	CAPN10-AS1	106	130	158	197
ENSG00000260945	RP11-916L7.1	3	2	1	1
ENSG00000260947	RP11-384P7.7	7	6	14	15
ENSG00000260948	RP11-552M11.8	19	23	13	25
ENSG00000260949	KB-1836B5.1	2	3	6	2
ENSG00000260954	LA16c-425C2.1	3	3	4	0
ENSG00000260955	RP11-30L15.6	2	1	2	2
ENSG00000260966	RP11-690D19.3	51	40	28	43
ENSG00000260975	RP11-142G1.3	19	24	2	3
ENSG00000260977	RP11-333I13.1	1	0	6	1
ENSG00000260979	RP11-77H9.8	1	1	0	0
ENSG00000260986	RP11-854K16.3	4	7	8	5
ENSG00000260988	RP11-285A1.1	1	2	0	1
ENSG00000260992	DOCK9-AS2	14	16	24	17
ENSG00000260996	RP13-122B23.8	0	1	0	0
ENSG00000260997	RP4-647J21.1	0	0	0	1
ENSG00000260999	RP11-521L9.1	1	0	0	0
ENSG00000261000	RP11-534L20.5	0	0	1	0
ENSG00000261002	RP11-546B15.1	0	1	0	0
ENSG00000261003	RP1-140C12.2	1	0	0	1
ENSG00000261008	LINC01572	99	117	121	147
ENSG00000261010	RARRES2P6	1	0	0	0
ENSG00000261019	RP11-111K18.2	0	1	2	1
ENSG00000261020	RP11-744K17.1	1	1	1	0
ENSG00000261024	GS1-279B7.1	3	3	4	4
ENSG00000261028	AC012322.1	2	3	3	3
ENSG00000261030	RP11-791M20.1	1	0	0	0
ENSG00000261033	RP11-209D14.2	1	0	0	0
ENSG00000261038	RP1-149C7.1	3	7	6	12
ENSG00000261043	MIR4313	1	0	1	0
ENSG00000261051	RP11-274H2.5	9	4	2	5
ENSG00000261052	SULT1A3	16	20	21	22
ENSG00000261053	NAMPTP3	0	0	0	1
ENSG00000261054	RP11-6O2.4	1	0	2	1
ENSG00000261055	RP11-195M16.3	2	2	4	2
ENSG00000261056	RP11-454F8.2	2	0	4	3
ENSG00000261058	RP11-252E2.2	3	0	1	3
ENSG00000261060	RP11-545A16.4	6	10	8	12
ENSG00000261061	RP11-303E16.2	201	193	418	400
ENSG00000261063	RP11-538I12.2	1	1	0	0
ENSG00000261064	RP11-1000B6.3	0	0	1	7
ENSG00000261065	RP11-74C13.4	0	0	1	2
ENSG00000261067	RP11-264B17.3	10	12	12	13
ENSG00000261068	RP11-7K24.3	1	2	3	4
ENSG00000261069	RP11-701H24.4	0	1	0	0
ENSG00000261071	RP1-223E5.4	45	29	33	50
ENSG00000261076	RP11-179B15.6	0	0	0	1
ENSG00000261078	RP11-481J2.1	0	1	0	0
ENSG00000261079	RP11-252A24.3	3	2	2	2
ENSG00000261080	RP1-166H4.2	4	2	2	0
ENSG00000261082	LINC01228	0	0	0	1
ENSG00000261083	RP11-93I21.3	1	0	0	0
ENSG00000261087	KB-1460A1.5	19	11	8	24
ENSG00000261090	RP11-20G6.2	1	1	0	1
ENSG00000261093	CTD-3126B10.1	2	5	1	3
ENSG00000261094	RP11-355O1.11	99	119	96	98
ENSG00000261096	RP11-690I21.2	7	5	7	8
ENSG00000261098	RP11-819C21.1	33	36	34	47
ENSG00000261101	RP4-545K15.5	3	4	10	12
ENSG00000261105	LMO7-AS1	0	1	0	0
ENSG00000261114	RP11-325K4.2	3	3	1	1
ENSG00000261115	TMEM178B	2	1	1	2
ENSG00000261117	RP11-333O1.1	4	5	1	4
ENSG00000261118	RP11-104N10.1	1	1	12	7
ENSG00000261120	RP11-62H20.1	0	1	0	0
ENSG00000261121	RP11-496D24.2	3	0	0	2
ENSG00000261123	RP11-304L19.3	3	2	1	4
ENSG00000261124	AC135050.5	1	0	0	1
ENSG00000261126	RP11-795F19.1	24	31	49	34
ENSG00000261131	RP11-93O14.2	1	2	5	1
ENSG00000261135	RP4-798A10.7	59	51	99	110
ENSG00000261136	RP11-37C7.3	13	24	35	45
ENSG00000261140	RP11-20I23.6	16	21	8	10
ENSG00000261147	RP11-697E2.6	2	0	2	5
ENSG00000261150	EPPK1	30	32	40	46
ENSG00000261158	CTD-2583P5.3	0	1	0	0
ENSG00000261159	RP11-723O4.9	6	7	14	24
ENSG00000261166	RP11-775H9.3	3	1	0	0
ENSG00000261167	RP11-517B11.7	33	35	16	23
ENSG00000261168	RP11-68I18.10	0	0	2	5
ENSG00000261173	RP11-169E6.1	2	5	0	4
ENSG00000261174	RP11-844G16.1	0	0	0	1
ENSG00000261175	CTD-2015G9.2	0	1	2	0
ENSG00000261177	RP11-805I24.1	4	3	1	1
ENSG00000261183	RP11-532F12.5	3	3	15	3
ENSG00000261186	RP11-341N2.1	7	16	18	21
ENSG00000261187	RP11-1007O24.2	1	3	2	1
ENSG00000261188	CTA-445C9.14	158	179	89	108
ENSG00000261195	CTD-2380F24.1	2	0	0	0
ENSG00000261198	RP11-26O3.1	0	0	0	1
ENSG00000261200	RP11-989E6.10	82	97	147	161
ENSG00000261202	RP3-496C20.1	2	2	8	7
ENSG00000261204	AC004449.6	1	1	0	0
ENSG00000261205	NIFKP4	2	3	1	1
ENSG00000261211	RP1-80N2.3	84	68	54	76
ENSG00000261215	RP11-195F19.30	5	2	6	3
ENSG00000261216	RP11-166B2.5	26	26	20	34
ENSG00000261217	BCAP31P1	1	0	0	0
ENSG00000261218	RP11-960L18.1	2	3	8	4
ENSG00000261219	RP11-344A16.2	0	0	1	0
ENSG00000261220	RP11-629O1.2	4	8	2	3
ENSG00000261221	ZNF865	454	419	575	554
ENSG00000261226	RP11-830F9.7	1	0	0	0
ENSG00000261229	RP11-38G5.4	2	1	4	8
ENSG00000261231	RP11-523L20.2	2	4	1	1
ENSG00000261232	RP11-331H13.1	1	2	0	0
ENSG00000261235	RP11-510J16.5	4	4	10	17
ENSG00000261239	ANKRD26P1	1	0	0	0
ENSG00000261240	RP11-304L19.4	0	0	1	0
ENSG00000261242	CTD-2302E22.4	2	1	5	5
ENSG00000261248	AC009120.10	0	1	0	1
ENSG00000261250	RP11-545A16.1	1	0	2	0
ENSG00000261251	RP3-388M5.9	11	14	21	18
ENSG00000261253	AC137932.6	0	0	0	1
ENSG00000261266	CTD-2196E14.5	0	2	1	1
ENSG00000261268	RP11-308D13.3	0	1	0	0
ENSG00000261270	RP11-325K4.3	5	3	2	1
ENSG00000261286	RP11-517C16.2	0	0	2	1
ENSG00000261295	RP11-524D16__A.3	0	0	0	1
ENSG00000261302	RP11-343H19.1	1	0	2	0
ENSG00000261304	CTD-2125J1.1	0	0	1	1
ENSG00000261305	RP4-584D14.7	3	4	10	17
ENSG00000261308	FIGNL2	0	1	0	1
ENSG00000261310	RP11-354I13.1	2	2	2	1
ENSG00000261312	AC002550.5	2	2	0	0
ENSG00000261314	RP11-359E8.5	0	0	0	1
ENSG00000261317	RP11-566K11.5	2	8	4	7
ENSG00000261318	RP11-653J6.1	1	1	0	0
ENSG00000261324	RP11-174G6.5	9	5	5	4
ENSG00000261326	LINC01355	80	77	106	119
ENSG00000261327	RP11-863P13.3	1	0	2	0
ENSG00000261329	CTD-2049O4.1	0	0	0	1
ENSG00000261330	RP11-281J9.1	4	4	2	3
ENSG00000261334	RP11-65J3.14	0	2	1	2
ENSG00000261335	RP11-318A15.2	44	47	53	44
ENSG00000261336	EIF4BP5	1	1	1	1
ENSG00000261337	RP11-498D10.5	0	0	0	1
ENSG00000261338	RP11-378A13.1	6	6	8	10
ENSG00000261341	CTD-2568A17.1	0	2	6	2
ENSG00000261342	AC006538.1	35	46	15	21
ENSG00000261349	RP3-465N24.5	18	18	16	14
ENSG00000261351	CTD-3185P2.1	44	42	18	26
ENSG00000261353	CTA-14H9.5	39	32	15	15
ENSG00000261357	RP11-626G11.1	3	0	1	0
ENSG00000261359	PYCARD-AS1	52	69	22	44
ENSG00000261360	CTD-2165H16.4	17	7	26	28
ENSG00000261363	RP11-134D3.2	0	0	0	1
ENSG00000261364	RP11-59E19.4	5	2	4	0
ENSG00000261365	RP11-483E23.5	0	0	1	0
ENSG00000261366	MANEA-AS1	29	25	24	20
ENSG00000261367	RP11-455F5.4	1	2	1	4
ENSG00000261368	RP11-96B5.4	0	0	1	0
ENSG00000261373	VPS9D1-AS1	591	587	450	431
ENSG00000261377	PDCD6IPP2	192	218	283	310
ENSG00000261386	CTD-2012K14.6	3	1	2	3
ENSG00000261390	MAFTRR	0	1	0	0
ENSG00000261392	RP11-473I1.6	0	1	1	2
ENSG00000261393	RP11-21B23.1	0	0	1	1
ENSG00000261395	HSPE1P5	3	0	2	1
ENSG00000261396	CTD-2012K14.2	0	2	2	1
ENSG00000261403	RP11-114H24.3	1	0	1	2
ENSG00000261404	AC009120.4	1	1	3	0
ENSG00000261405	RP11-23E10.4	0	2	0	0
ENSG00000261407	RP11-326A19.3	1	0	2	1
ENSG00000261408	TEN1-CDK3	9	21	32	34
ENSG00000261411	RP11-268G13.1	0	5	1	0
ENSG00000261416	RP11-455F5.5	0	1	0	0
ENSG00000261420	RP1-168L15.5	18	9	12	9
ENSG00000261423	RP11-1007O24.3	42	38	26	36
ENSG00000261424	ATP5F1P7	0	1	0	0
ENSG00000261428	RP11-16P6.1	89	114	67	55
ENSG00000261430	LA16c-390E6.3	1	0	0	0
ENSG00000261431	RP4-616B8.4	7	13	2	6
ENSG00000261433	CTC-297N7.1	2	1	1	0
ENSG00000261435	RP13-126P21.2	20	22	43	57
ENSG00000261436	RP11-354I13.2	0	0	0	1
ENSG00000261437	RP11-22C11.2	2	4	0	5
ENSG00000261441	RP11-217B1.2	6	9	8	10
ENSG00000261446	LINC00559	1	2	0	0
ENSG00000261448	CTD-2576D5.4	313	359	97	83
ENSG00000261451	RP11-981G7.1	1	1	2	1
ENSG00000261455	LINC01003	307	306	397	518
ENSG00000261456	TUBB8	1	1	0	0
ENSG00000261460	RP11-106M3.3	6	7	3	5
ENSG00000261461	UBE2MP1	0	1	0	0
ENSG00000261462	CTA-254O6.1	2	7	2	1
ENSG00000261465	RP11-626G11.5	0	1	1	4
ENSG00000261466	RP11-23E10.2	0	0	0	1
ENSG00000261467	RP11-731K22.1	6	4	3	3
ENSG00000261468	RP11-1024P17.1	3	3	1	4
ENSG00000261474	RP11-452L6.1	1	1	3	6
ENSG00000261476	RP11-77K12.3	0	2	2	1
ENSG00000261480	RP11-578F21.6	0	0	0	2
ENSG00000261485	PAN3-AS1	33	48	70	68
ENSG00000261487	AC135048.13	0	1	1	0
ENSG00000261488	RP11-757F18.5	5	10	10	6
ENSG00000261490	RP11-448G15.3	8	12	21	35
ENSG00000261498	LINC00566	0	0	0	1
ENSG00000261501	RP11-63B13.1	1	5	5	3
ENSG00000261502	RP11-96H17.1	4	5	3	5
ENSG00000261504	RP11-317P15.4	6	4	4	6
ENSG00000261505	LA16c-358B7.3	5	8	8	6
ENSG00000261512	RP11-46D6.1	7	2	12	17
ENSG00000261513	RP11-432I5.8	1	2	0	1
ENSG00000261514	RP11-527L4.2	8	9	0	1
ENSG00000261515	VN1R70P	1	0	0	0
ENSG00000261519	RP11-403P17.4	1	2	3	5
ENSG00000261524	ABCB10P3	1	0	0	0
ENSG00000261526	CTB-31O20.2	248	260	214	279
ENSG00000261529	RP13-487P22.1	0	0	1	0
ENSG00000261532	RP11-304L19.8	1	1	0	1
ENSG00000261534	RP11-244O19.1	31	38	69	74
ENSG00000261535	CTA-305I2.1	0	1	0	0
ENSG00000261537	RP11-319G9.5	0	0	1	0
ENSG00000261541	RP11-626K17.3	2	4	2	6
ENSG00000261542	RP11-16E18.3	3	8	5	5
ENSG00000261544	RP11-16E23.3	0	0	1	1
ENSG00000261546	CTD-2555A7.3	0	0	1	0
ENSG00000261549	RP11-320A16.1	0	1	0	1
ENSG00000261553	RP11-29G8.3	0	2	1	1
ENSG00000261556	SMG1P7	77	101	105	115
ENSG00000261557	EEF1A1P38	11	6	8	5
ENSG00000261559	FSCN1P1	0	0	1	0
ENSG00000261560	RP11-166B2.3	15	12	9	13
ENSG00000261566	CTD-2144E22.6	1	0	0	0
ENSG00000261569	RP11-586K12.11	0	1	1	0
ENSG00000261570	RP11-744I24.2	0	0	0	1
ENSG00000261574	RP1-168P16.2	0	0	2	2
ENSG00000261575	RP11-259G18.1	6	7	3	0
ENSG00000261578	RP11-21L23.2	23	34	10	9
ENSG00000261582	RP4-614O4.11	0	0	1	0
ENSG00000261584	RP11-457M11.5	15	18	53	59
ENSG00000261587	TMEM249	0	1	1	2
ENSG00000261592	RP11-178L8.3	1	0	0	0
ENSG00000261594	TPBGL	2	1	3	2
ENSG00000261595	RP11-426L16.9	0	0	0	2
ENSG00000261596	CTB-31N19.3	1	3	4	3
ENSG00000261599	HERC2P8	17	20	39	21
ENSG00000261602	CTD-2033A16.1	0	1	3	3
ENSG00000261604	CTD-2636A23.2	2	7	2	4
ENSG00000261609	GAN	522	534	508	578
ENSG00000261610	AP000265.1	0	1	1	4
ENSG00000261611	AC010547.9	0	2	1	1
ENSG00000261613	RP11-20I23.13	21	20	14	24
ENSG00000261614	CSDAP1	0	1	0	1
ENSG00000261615	CTD-2291D10.1	2	0	0	0
ENSG00000261617	RP11-243A14.1	1	0	0	1
ENSG00000261618	RP11-79H23.3	0	0	0	1
ENSG00000261620	HMGN2P41	0	0	1	3
ENSG00000261623	RP11-189E14.4	1	0	1	0
ENSG00000261628	RP11-540B6.3	6	7	5	4
ENSG00000261630	RP11-357N13.3	4	1	3	3
ENSG00000261632	RP11-390D11.1	0	0	0	1
ENSG00000261634	RP11-352D13.6	0	0	0	2
ENSG00000261635	RP11-618N24.1	1	1	0	1
ENSG00000261641	LA16c-390E6.5	10	6	8	11
ENSG00000261642	RP11-309H21.3	7	4	4	4
ENSG00000261643	RP11-529E10.6	16	17	20	21
ENSG00000261644	RP11-327F22.1	0	0	0	1
ENSG00000261647	IMPDH1P11	2	0	0	0
ENSG00000261649	GOLGA6L7P	1	0	1	1
ENSG00000261652	C15orf65	27	40	26	22
ENSG00000261654	RP11-96K19.4	5	11	10	12
ENSG00000261659	LA16c-313D11.12	7	7	18	25
ENSG00000261663	RP11-304L19.11	2	2	6	3
ENSG00000261665	TUBAP4	0	1	0	0
ENSG00000261668	RP11-50D9.3	0	0	2	2
ENSG00000261670	RP11-1C8.5	0	2	1	4
ENSG00000261673	RP11-328J14.1	2	1	0	1
ENSG00000261678	SCRT1	0	5	3	4
ENSG00000261683	LINC00838	1	1	0	2
ENSG00000261684	RP11-265N6.1	3	3	4	9
ENSG00000261687	RP11-473C18.3	0	0	1	0
ENSG00000261691	LA16c-366D1.3	2	9	2	3
ENSG00000261692	RP1-168P16.1	1	0	0	0
ENSG00000261693	RP13-467H17.1	1	2	1	4
ENSG00000261697	RP11-178L8.5	1	3	0	2
ENSG00000261701	HPR	3	1	0	0
ENSG00000261707	RP11-264M12.2	2	1	0	0
ENSG00000261714	CTD-2562G15.2	1	0	0	0
ENSG00000261716	RP11-196G18.22	185	226	631	683
ENSG00000261723	CTD-2196E14.3	0	1	1	0
ENSG00000261729	GS1-204I12.4	0	0	0	1
ENSG00000261731	CTD-2358C21.4	0	2	0	0
ENSG00000261732	LA16c-431H6.6	6	7	8	8
ENSG00000261734	RP11-669C19.1	0	0	0	1
ENSG00000261736	AC002551.1	0	1	2	0
ENSG00000261737	RP4-612B15.3	7	18	16	18
ENSG00000261738	MIR3976HG	1	0	0	0
ENSG00000261739	GOLGA8S	0	0	3	0
ENSG00000261740	RP11-345J4.5	37	38	37	30
ENSG00000261742	LINC00922	1	5	4	1
ENSG00000261754	CTC-523E23.1	44	53	40	44
ENSG00000261757	AC005592.3	2	1	0	3
ENSG00000261758	RP11-102M11.2	2	2	5	5
ENSG00000261759	RP11-626G11.3	0	0	1	1
ENSG00000261761	RP11-103J17.2	379	411	516	601
ENSG00000261762	RP11-650L12.2	4	2	1	0
ENSG00000261763	RP11-442N1.2	0	0	1	1
ENSG00000261764	KRT18P18	0	1	0	0
ENSG00000261765	RP11-498D10.3	10	9	3	3
ENSG00000261766	RP11-22P6.2	4	10	11	10
ENSG00000261770	CTC-459F4.1	8	14	12	19
ENSG00000261775	RP11-10O17.3	2	5	12	7
ENSG00000261777	RP11-529K1.2	32	35	34	35
ENSG00000261779	RP11-69H7.3	1	0	0	0
ENSG00000261780	CTD-2354A18.1	2	4	1	1
ENSG00000261783	RP11-252K23.2	6	8	7	5
ENSG00000261787	TCF24	79	70	31	53
ENSG00000261789	RP11-709D24.5	1	2	2	3
ENSG00000261790	AC005606.14	2	3	1	4
ENSG00000261798	RP1-118J21.25	29	25	2	3
ENSG00000261799	RP11-283I3.6	75	73	79	103
ENSG00000261801	LOXL1-AS1	11	18	2	0
ENSG00000261804	RP11-44F14.2	0	2	1	4
ENSG00000261807	RP11-430C1.1	24	25	0	3
ENSG00000261812	TUBB8P7	1	3	0	2
ENSG00000261813	RP11-151H2.3	3	2	0	1
ENSG00000261819	RP11-680G24.4	15	13	31	17
ENSG00000261820	DNM1P49	0	0	0	1
ENSG00000261821	CTD-2311M21.3	1	1	0	1
ENSG00000261822	RP11-265N6.2	2	2	0	1
ENSG00000261823	RP11-48G14.1	0	0	0	1
ENSG00000261824	LINC00662	344	379	312	315
ENSG00000261826	RP11-691G17.1	3	0	0	1
ENSG00000261829	RP11-223I10.1	1	0	0	1
ENSG00000261832	RP11-435I10.4	0	0	2	2
ENSG00000261837	RP11-264L1.3	0	1	0	0
ENSG00000261838	RP11-303E16.6	0	0	1	2
ENSG00000261839	RP1-265C24.8	1	3	2	1
ENSG00000261840	RP11-146F11.1	34	27	45	48
ENSG00000261845	RP13-638C3.4	1	2	3	2
ENSG00000261857	MIA	2	0	0	0
ENSG00000261864	RP11-67A1.2	1	0	0	2
ENSG00000261866	AC092566.1	29	34	27	34
ENSG00000261872	RP5-867C24.5	2	3	1	0
ENSG00000261879	RP11-333E1.1	2	0	4	3
ENSG00000261884	CTC-479C5.12	37	55	37	35
ENSG00000261886	RP11-63A1.1	6	6	1	4
ENSG00000261888	AC144831.1	0	0	2	3
ENSG00000261889	RP11-473M20.16	14	20	8	10
ENSG00000261898	RP11-314A20.5	5	1	3	4
ENSG00000261904	MTND5P33	0	0	0	1
ENSG00000261916	RP11-235E17.4	0	0	2	0
ENSG00000261924	CTD-2561B21.5	2	1	0	1
ENSG00000261934	PCDHGA9	1	0	2	0
ENSG00000261938	RP11-461A8.1	1	0	2	2
ENSG00000261949	GFY	15	5	6	5
ENSG00000261970	RP11-342L8.2	0	0	1	0
ENSG00000261971	MMP25-AS1	89	96	187	214
ENSG00000261997	RP11-212I21.4	3	3	5	3
ENSG00000262001	DLGAP1-AS2	101	118	77	74
ENSG00000262003	RP11-676J12.7	8	9	5	8
ENSG00000262031	RP11-63A1.2	1	0	0	1
ENSG00000262039	RP11-81K2.1	0	1	2	2
ENSG00000262049	RP13-1032I1.7	121	147	148	194
ENSG00000262050	RP11-74E22.3	7	5	2	2
ENSG00000262074	SNORD3B-2	2	1	4	2
ENSG00000262075	DKFZP434A062	0	1	1	0
ENSG00000262079	RP11-515O17.3	1	1	0	1
ENSG00000262089	RP11-589P10.5	20	21	18	17
ENSG00000262094	AC139099.5	2	1	0	0
ENSG00000262097	CTD-2135D7.5	1	0	0	1
ENSG00000262099	CTC-524C5.5	2	0	0	0
ENSG00000262112	RP11-670E13.5	0	0	0	2
ENSG00000262115	RP11-455O6.2	3	1	5	1
ENSG00000262136	CTD-2033A16.3	10	7	8	7
ENSG00000262140	RP11-417N10.3	0	1	1	0
ENSG00000262152	LA16c-380H5.1	4	5	4	4
ENSG00000262155	RP11-266L9.5	12	13	30	22
ENSG00000262160	RP11-96D1.11	6	6	4	9
ENSG00000262165	RP11-81A22.5	0	1	8	3
ENSG00000262172	CTD-2529O21.1	1	0	0	0
ENSG00000262179	RP1-302G2.5	0	0	3	2
ENSG00000262180	OCLM	7	6	3	6
ENSG00000262185	RP11-462G12.1	3	2	6	4
ENSG00000262188	RP11-353N14.4	2	3	2	4
ENSG00000262198	RP11-124N19.3	0	1	0	0
ENSG00000262202	RP11-160E2.6	4	3	9	12
ENSG00000262209	PCDHGB3	0	2	0	1
ENSG00000262211	CTD-2031P19.5	2	0	2	3
ENSG00000262213	AC144836.1	1	0	1	0
ENSG00000262222	RP11-876N24.4	3	2	2	1
ENSG00000262223	RP11-1055B8.3	0	0	2	3
ENSG00000262227	RP5-1050D4.5	16	20	11	14
ENSG00000262228	RP11-676J12.4	8	13	6	4
ENSG00000262246	CORO7	329	384	195	262
ENSG00000262248	RP11-235E17.5	2	4	1	1
ENSG00000262251	RP11-199F11.2	89	92	36	54
ENSG00000262267	U95743.1	1	2	0	0
ENSG00000262298	RP5-1107A17.3	0	1	0	0
ENSG00000262304	RP11-235E17.2	0	0	0	1
ENSG00000262312	LA16c-390H2.4	3	2	1	1
ENSG00000262313	CTD-2561B21.4	1	0	0	0
ENSG00000262333	HNRNPA1P16	31	35	28	27
ENSG00000262358	CTD-3195I5.4	1	1	1	4
ENSG00000262362	LA16c-380H5.2	4	2	4	6
ENSG00000262370	RP11-473M20.9	5	8	2	6
ENSG00000262380	CTB-193M12.3	1	0	0	0
ENSG00000262402	RP11-667K14.8	0	0	2	0
ENSG00000262408	RP11-670E13.3	1	0	0	0
ENSG00000262410	RP11-388C12.8	17	18	12	6
ENSG00000262412	RP11-85G18.6	1	2	2	1
ENSG00000262413	RP11-498C9.3	11	6	9	15
ENSG00000262420	RP11-490O6.2	15	10	7	15
ENSG00000262429	RP5-1050D4.3	1	0	4	4
ENSG00000262434	RP11-676J12.8	0	0	1	0
ENSG00000262445	CTD-2545H1.2	0	0	5	2
ENSG00000262454	MIR193BHG	4	4	7	9
ENSG00000262456	RP1-59D14.1	1	0	0	3
ENSG00000262468	LINC01569	69	69	319	353
ENSG00000262481	TMEM256-PLSCR3	0	2	1	3
ENSG00000262482	LA16c-321D4.2	0	2	0	0
ENSG00000262484	CCER2	0	6	7	11
ENSG00000262488	RP11-876N24.1	0	0	1	0
ENSG00000262497	FAM187B2P	5	2	5	4
ENSG00000262503	RP11-530N7.2	2	5	4	3
ENSG00000262514	RP11-96D1.9	0	0	1	2
ENSG00000262519	TXNP4	1	0	0	0
ENSG00000262521	AJ003147.8	1	0	0	0
ENSG00000262528	LA16c-349E10.1	2	0	3	4
ENSG00000262533	RP11-667K14.4	0	1	2	2
ENSG00000262576	PCDHGA4	3	4	0	0
ENSG00000262580	RP11-334C17.5	43	33	101	115
ENSG00000262583	RP11-77K12.5	0	0	3	4
ENSG00000262587	RP11-266L9.4	21	20	37	40
ENSG00000262619	LINC00621	2	4	1	1
ENSG00000262621	LA16c-306E5.2	1	4	3	2
ENSG00000262623	RP5-1107A17.2	0	0	0	1
ENSG00000262624	RP11-104H15.9	0	0	1	1
ENSG00000262652	RP13-638C3.2	1	0	0	2
ENSG00000262662	CTD-2561B21.3	0	1	0	0
ENSG00000262663	RP11-497H17.1	3	2	4	2
ENSG00000262668	AJ003147.9	10	8	1	1
ENSG00000262686	GLIS2-AS1	0	1	4	2
ENSG00000262691	CTC-277H1.7	13	7	10	3
ENSG00000262692	CTD-3195I5.3	2	0	0	1
ENSG00000262703	RP11-485G7.6	0	1	0	1
ENSG00000262712	RP11-295D4.1	47	61	61	65
ENSG00000262728	RP11-1000B6.8	0	3	1	3
ENSG00000262732	CTD-2135D7.2	3	3	3	3
ENSG00000262766	RP11-196G11.4	5	8	12	12
ENSG00000262768	RP11-353N14.1	37	33	5	7
ENSG00000262772	RP11-353N14.2	5	4	8	6
ENSG00000262814	MRPL12	878	886	372	389
ENSG00000262815	RP11-565F19.4	5	6	3	5
ENSG00000262823	RP13-580F15.2	2	3	1	3
ENSG00000262831	RP11-498C9.2	6	1	7	8
ENSG00000262833	RP11-28G8.1	5	1	4	5
ENSG00000262837	RP11-304F15.7	0	1	0	0
ENSG00000262873	CTD-2561B21.11	6	18	11	9
ENSG00000262874	C19orf84	68	51	48	47
ENSG00000262877	RP11-1055B8.4	52	62	126	134
ENSG00000262879	RP11-156P1.3	172	176	161	208
ENSG00000262888	RP11-462G12.2	0	0	0	1
ENSG00000262898	AC139099.4	0	0	0	1
ENSG00000262902	MTCO1P40	8	7	48	10
ENSG00000262903	RP11-235E17.6	2	0	23	25
ENSG00000262904	TMPOP2	25	33	18	18
ENSG00000262919	FAM58A	384	399	450	462
ENSG00000262943	ALOX12P2	3	6	9	8
ENSG00000262952	AC139099.6	0	0	0	1
ENSG00000262953	EIF4A1P9	1	1	0	0
ENSG00000262962	KARSP3	0	0	1	0
ENSG00000262966	RP11-85B7.2	0	0	1	0
ENSG00000262967	RP11-294J22.6	4	7	3	4
ENSG00000262979	CTD-2047H16.2	0	0	0	2
ENSG00000262999	CTD-3088G3.6	0	0	2	0
ENSG00000263001	GTF2I	2291	2423	1675	1847
ENSG00000263002	ZNF234	15	21	9	12
ENSG00000263004	RP11-166P13.3	12	10	60	79
ENSG00000263006	ROCK1P1	3	7	6	8
ENSG00000263011	RP11-473M20.11	0	1	5	3
ENSG00000263013	RP11-876N24.5	87	91	46	60
ENSG00000263033	RP11-396B14.2	0	0	5	1
ENSG00000263050	RP11-667K14.3	0	0	1	7
ENSG00000263063	RP11-388C12.1	0	1	0	1
ENSG00000263069	CTD-2047H16.4	1	0	8	9
ENSG00000263072	ZNF213-AS1	169	185	211	222
ENSG00000263080	RP11-485G7.5	22	20	27	40
ENSG00000263089	RP11-166P13.4	1	0	1	0
ENSG00000263105	RP11-95P2.3	6	1	8	6
ENSG00000263120	RP5-1107A17.4	4	1	1	2
ENSG00000263126	CTC-479C5.10	12	17	28	33
ENSG00000263142	LRRC37A17P	1	0	1	1
ENSG00000263155	MYZAP	1	0	1	0
ENSG00000263165	RP11-810M2.2	0	0	0	1
ENSG00000263179	HNRNPCP4	97	126	232	229
ENSG00000263189	RP11-618P13.1	4	2	2	1
ENSG00000263198	RP11-517A5.4	0	0	1	0
ENSG00000263218	CTD-2561B21.7	0	1	0	1
ENSG00000263220	RP11-420A6.2	0	0	1	0
ENSG00000263232	ATP5A1P3	3	3	5	2
ENSG00000263234	CTD-2135D7.3	0	1	1	0
ENSG00000263235	RP11-461A8.4	24	14	11	15
ENSG00000263257	RP11-65J21.4	0	0	1	0
ENSG00000263266	RPS7P1	91	84	57	90
ENSG00000263272	CTC-524C5.2	56	79	18	26
ENSG00000263276	RP11-96D1.10	4	3	6	6
ENSG00000263280	LA16c-325D7.2	23	31	25	38
ENSG00000263293	THCAT158	2	0	4	4
ENSG00000263300	RP5-1029F21.4	0	0	1	0
ENSG00000263307	RP11-166B2.8	2	2	3	1
ENSG00000263311	RP11-498D10.8	0	1	1	0
ENSG00000263316	RP11-530N7.3	0	1	0	0
ENSG00000263326	RP11-266L9.6	0	1	0	1
ENSG00000263327	TAPT1-AS1	21	19	58	50
ENSG00000263331	CTC-508F8.1	3	7	1	1
ENSG00000263335	AF001548.5	18	14	47	55
ENSG00000263338	RP11-235E17.3	0	1	0	0
ENSG00000263343	RP11-388M20.7	1	0	1	3
ENSG00000263345	RP1-59D14.5	3	1	2	3
ENSG00000263355	AKR1B10P2	0	0	2	1
ENSG00000263360	RN7SL134P	1	4	2	1
ENSG00000263361	MIR378H	1	1	0	0
