id	sym	Control_1	Control_2	BMI1_Knockdown_1	BMI1_Knockdown_2
ENSG00000263755	RN7SL498P	1	0	2	0
ENSG00000263756	XXbac-BPG181M17.6	1	0	0	0
ENSG00000263764	SNORD43	1	0	3	0
ENSG00000263766	RP11-580I16.2	21	21	13	15
ENSG00000263769	RN7SL367P	0	0	1	0
ENSG00000263770	AL031666.1	1	1	0	0
ENSG00000263781	RP11-321A17.3	0	1	0	0
ENSG00000263786	RP11-649A18.4	12	21	23	11
ENSG00000263790	MIR4473	2	2	2	1
ENSG00000263791	MIR4727	1	5	8	1
ENSG00000263793	MIR3115	0	0	1	0
ENSG00000263800	MIR5684	3	1	2	0
ENSG00000263809	RP11-849F2.7	15	16	25	16
ENSG00000263812	LINC00908	4	2	0	0
ENSG00000263813	MIR3679	0	2	1	2
ENSG00000263816	MIR548AW	0	1	0	0
ENSG00000263818	CTD-2206N4.4	24	27	27	32
ENSG00000263820	AC005702.2	1	2	2	2
ENSG00000263823	RP11-326K13.4	8	5	10	9
ENSG00000263826	RP11-573D15.9	84	80	92	61
ENSG00000263829	FAM60BP	1	0	1	0
ENSG00000263834	MIR4635	2	4	3	3
ENSG00000263838	MIR4698	1	0	0	0
ENSG00000263839	CR381653.1	6	5	0	1
ENSG00000263842	AC104986.1	1	0	0	0
ENSG00000263843	RP11-649A18.12	85	89	115	70
ENSG00000263853	AC139530.1	0	0	1	0
ENSG00000263857	MIR4729	1	0	0	0
ENSG00000263859	RP11-498C9.16	0	0	1	1
ENSG00000263873	RP11-334E6.12	2	1	0	0
ENSG00000263874	LINC00672	3	3	1	1
ENSG00000263875	AL353629.1	0	0	1	0
ENSG00000263877	RN7SL276P	1	0	0	0
ENSG00000263883	EEF1DP7	5	2	4	4
ENSG00000263884	RP11-705O1.8	47	47	68	44
ENSG00000263887	RP11-51L5.5	1	1	0	0
ENSG00000263893	CTD-3010D24.3	16	12	17	19
ENSG00000263895	RP11-110H1.9	1	2	1	2
ENSG00000263897	MIR4669	2	0	1	1
ENSG00000263908	MIR3116-1	0	1	0	0
ENSG00000263909	MIR5000	1	0	0	0
ENSG00000263911	RN7SL31P	2	0	0	0
ENSG00000263913	AC004812.1	3	2	1	0
ENSG00000263916	RP11-110H1.4	3	6	3	1
ENSG00000263919	RN7SL686P	0	0	0	1
ENSG00000263934	SNORD3A	158667	83638	175531	124606
ENSG00000263958	RP11-676J15.1	217	239	239	181
ENSG00000263968	RN7SL381P	18	8	12	14
ENSG00000263969	RN7SL678P	0	0	1	2
ENSG00000263978	MIR4499	1	1	1	0
ENSG00000263979	MIR4672	1	1	1	0
ENSG00000263986	RP11-746M1.1	0	0	0	1
ENSG00000263989	RN7SL615P	0	1	1	4
ENSG00000264005	MIR4314	1	0	0	0
ENSG00000264006	AKR1C8P	0	0	0	1
ENSG00000264007	RP11-68I3.10	0	2	1	0
ENSG00000264009	AP001631.1	0	2	0	0
ENSG00000264015	RP11-176N18.2	3	3	4	1
ENSG00000264017	RN7SL336P	1	0	0	0
ENSG00000264019	RP11-6N17.6	3	4	2	1
ENSG00000264023	RP11-728E14.2	0	0	0	1
ENSG00000264026	RP11-1124B17.1	0	1	0	0
ENSG00000264029	CTD-2008P7.5	2	0	2	1
ENSG00000264044	RP11-192H23.7	1	0	7	1
ENSG00000264046	RN7SL312P	1	1	0	0
ENSG00000264049	MIR4737	0	3	3	2
ENSG00000264057	RP11-583F2.1	9	5	4	3
ENSG00000264058	RP5-1028K7.3	4	1	1	0
ENSG00000264063	MIR3687	1142	1616	297	235
ENSG00000264070	DND1P1	23	16	18	16
ENSG00000264072	RP11-856M7.4	3	0	2	0
ENSG00000264083	RP11-227G15.9	0	1	3	0
ENSG00000264090	MIR4666B	2	0	0	0
ENSG00000264099	MIR4803	3	2	2	0
ENSG00000264101	MIR4689	0	1	0	0
ENSG00000264107	RP11-848P1.5	3	3	2	5
ENSG00000264112	RP11-159D12.2	201	229	205	127
ENSG00000264116	RP11-321M21.3	0	0	0	1
ENSG00000264123	RN7SL599P	1	0	1	0
ENSG00000264125	RP11-354P11.4	0	1	0	0
ENSG00000264141	MIR3928	0	0	1	0
ENSG00000264142	AC114969.1	0	0	1	0
ENSG00000264149	RP11-268I9.3	0	0	1	0
ENSG00000264157	MIR3127	2	1	0	0
ENSG00000264159	RN7SL866P	33	17	24	16
ENSG00000264160	MIR4762	3	1	0	2
ENSG00000264163	MIR3689B	1	0	0	0
ENSG00000264167	RP1-253P7.1	2	1	2	2
ENSG00000264173	MIR3175	15	11	10	1
ENSG00000264175	MIR3189	19	20	17	13
ENSG00000264183	AC091038.1	0	0	1	0
ENSG00000264187	RP11-45M22.4	0	0	1	1
ENSG00000264188	RP11-13N13.5	1	2	0	2
ENSG00000264194	AC000003.2	1	2	1	0
ENSG00000264201	MIR4701	1	1	1	2
ENSG00000264204	AGAP7P	0	0	4	3
ENSG00000264207	RP11-196G18.23	231	229	279	161
ENSG00000264210	MIR4716	0	0	1	0
ENSG00000264212	RP11-94B19.3	0	1	1	1
ENSG00000264225	RN7SL730P	2	1	0	0
ENSG00000264234	AL161751.1	2	0	2	3
ENSG00000264235	RP13-270P17.1	25	12	21	11
ENSG00000264237	AL137846.1	0	2	1	3
ENSG00000264242	RP11-271K11.1	1	2	0	1
ENSG00000264247	LINC00909	192	188	256	198
ENSG00000264249	MIR3912	2	0	1	1
ENSG00000264255	RN7SL463P	0	0	0	1
ENSG00000264262	RP11-285M22.3	0	0	1	0
ENSG00000264265	RP11-14P20.1	1	0	0	0
ENSG00000264268	MIR4767	4	9	7	3
ENSG00000264269	RP11-15F12.1	8	5	3	6
ENSG00000264278	RP11-162A12.2	18	11	7	7
ENSG00000264279	MIR4786	1	0	1	0
ENSG00000264290	RP11-68I3.4	2	5	4	1
ENSG00000264292	MIR2467	1	1	0	0
ENSG00000264297	MIR4433	0	0	1	1
ENSG00000264300	RP11-640N20.1	0	0	1	0
ENSG00000264312	RN7SL642P	1	1	3	0
ENSG00000264313	RN7SL644P	0	0	1	0
ENSG00000264314	MIR548AT	1	1	1	1
ENSG00000264322	RN7SL448P	1	0	0	0
ENSG00000264324	RP11-287D1.3	1	0	0	1
ENSG00000264327	AC024149.1	0	1	0	0
ENSG00000264334	RP11-671C19.2	5	1	4	6
ENSG00000264343	NOTCH2NL	463	457	454	304
ENSG00000264344	AP000936.2	0	1	0	0
ENSG00000264349	MIR4258	3	2	5	5
ENSG00000264352	RN7SL602P	1	0	2	0
ENSG00000264354	MIR3134	1	0	0	1
ENSG00000264355	AC008738.2	0	4	2	7
ENSG00000264357	MIR4648	1	3	1	1
ENSG00000264358	MIR3122	2	0	1	0
ENSG00000264364	DYNLL2	4246	3791	3964	3040
ENSG00000264370	MIR3125	1	0	2	1
ENSG00000264374	AL357115.1	1	0	0	0
ENSG00000264378	AC116533.2	0	1	0	0
ENSG00000264384	RN7SL431P	4	1	3	0
ENSG00000264387	MIR5007	0	1	0	0
ENSG00000264395	MIR3193	2	1	2	1
ENSG00000264396	RN7SL264P	0	1	0	0
ENSG00000264397	MIR3180-5	0	0	0	1
ENSG00000264402	MIR548AL	0	0	1	0
ENSG00000264408	MIR4470	0	0	0	1
ENSG00000264419	MIR548AC	0	1	0	0
ENSG00000264421	RP11-401F2.4	1	0	0	0
ENSG00000264423	RN7SL718P	0	0	1	0
ENSG00000264424	MYH4	0	0	0	1
ENSG00000264425	MIR4653	9	3	4	5
ENSG00000264429	MIR3183	0	1	0	0
ENSG00000264441	AC006539.1	9	3	4	3
ENSG00000264442	RN7SL119P	9	3	10	9
ENSG00000264443	RP4-594I10.3	1	0	0	0
ENSG00000264448	MIR378D2	7	13	9	12
ENSG00000264453	AC003006.1	1	0	0	0
ENSG00000264456	RP11-848P1.2	17	24	16	18
ENSG00000264458	RP11-220C2.1	0	1	0	0
ENSG00000264462	MIR3648	1643	2028	417	324
ENSG00000264464	RP11-110H1.8	1	0	0	0
ENSG00000264477	MIR5682	11	6	5	4
ENSG00000264483	MIR5008	0	1	0	1
ENSG00000264496	AC108218.1	0	2	2	0
ENSG00000264500	MIR3124	0	2	6	8
ENSG00000264508	RN7SL473P	2	1	0	0
ENSG00000264520	RP4-777O23.2	0	0	1	1
ENSG00000264522	OTUD7B	1255	1152	1464	1060
ENSG00000264527	WI2-1959D15.1	0	1	0	0
ENSG00000264529	RP11-556O9.3	2	0	0	1
ENSG00000264535	AC093788.1	4	1	2	0
ENSG00000264536	MIR5706	2	1	2	1
ENSG00000264538	SUZ12P1	248	303	316	209
ENSG00000264539	MIR548AR	1	0	0	0
ENSG00000264541	AL162381.1	0	1	0	0
ENSG00000264546	RP11-464D20.6	5	6	7	3
ENSG00000264548	RP13-516M14.2	10	8	7	8
ENSG00000264558	RP11-138C9.1	2	2	3	3
ENSG00000264559	MIR3162	1	2	0	0
ENSG00000264563	MIR4633	0	0	1	0
ENSG00000264569	RP13-650J16.1	21	25	25	21
ENSG00000264572	MIR4296	5	7	1	4
ENSG00000264575	LINC00526	60	41	85	55
ENSG00000264577	AC010761.8	35	23	67	25
ENSG00000264578	RP11-360L9.8	2	0	0	3
ENSG00000264580	MIR5692B	3	2	1	3
ENSG00000264584	RN7SL600P	1	3	4	1
ENSG00000264585	MIR4449	24	16	18	25
ENSG00000264589	MAPT-AS1	0	1	0	0
ENSG00000264595	RP11-94B19.5	5	11	7	9
ENSG00000264596	RP11-678G15.1	2	3	1	0
ENSG00000264604	AL158069.1	8	13	3	1
ENSG00000264607	MIR3173	3	1	0	0
ENSG00000264608	RP11-192H23.8	4	4	2	3
ENSG00000264610	MIR4685	2	1	1	3
ENSG00000264616	MIR4755	5	2	0	1
ENSG00000264620	AL139022.1	1	1	0	1
ENSG00000264625	RN7SL859P	1	1	1	0
ENSG00000264635	RP11-769O8.3	8	3	7	8
ENSG00000264645	AC010528.1	0	0	0	1
ENSG00000264647	RP11-68I3.7	5	2	6	0
ENSG00000264653	MIR5194	0	0	1	0
ENSG00000264655	CTD-2267D19.4	0	5	3	0
ENSG00000264660	RP11-381P6.1	1	0	0	0
ENSG00000264663	KRT8P34	0	1	0	1
ENSG00000264666	RP11-524F11.2	8	9	7	7
ENSG00000264667	AL137224.1	2	3	2	4
ENSG00000264668	RP13-582O9.6	0	1	0	0
ENSG00000264672	SEPT4-AS1	11	8	15	5
ENSG00000264675	MIR4285	1	2	0	0
ENSG00000264676	RN7SL204P	1	0	1	0
ENSG00000264678	MIR3140	3	2	1	1
ENSG00000264693	RP11-63N3.1	0	2	0	0
ENSG00000264712	MIR4504	0	0	1	0
ENSG00000264714	RP11-21G15.1	4	1	2	2
ENSG00000264727	RP11-680C21.1	0	0	1	0
ENSG00000264729	RP11-219A15.2	0	0	1	0
ENSG00000264732	MIR4638	0	0	2	0
ENSG00000264743	DPRXP4	10	2	6	2
ENSG00000264745	TTC39C-AS1	0	2	2	0
ENSG00000264756	RN7SL805P	1	1	4	1
ENSG00000264761	RN7SL43P	0	0	2	1
ENSG00000264763	MIR4295	1	0	0	0
ENSG00000264769	RP11-498C9.12	0	0	1	0
ENSG00000264771	AC022819.1	2	1	0	0
ENSG00000264772	RP11-186B7.4	5	0	3	3
ENSG00000264779	AC107871.1	1	0	0	0
ENSG00000264796	MIR5009	0	3	2	1
ENSG00000264797	AL356756.1	8	17	10	9
ENSG00000264801	ERVFRD-3	1	6	7	1
ENSG00000264802	MIR5191	1	0	0	0
ENSG00000264808	RP11-802D6.1	3	1	7	3
ENSG00000264812	RP13-20L14.4	2	1	1	1
ENSG00000264813	CTD-2501B8.1	0	0	1	0
ENSG00000264814	MIR1273C	3	1	1	0
ENSG00000264834	MIR1273F	1	3	3	2
ENSG00000264840	RN7SL404P	2	0	0	0
ENSG00000264845	RP11-465I4.3	5	4	2	2
ENSG00000264853	RP11-16C1.2	15	14	2	6
ENSG00000264856	RN7SL206P	1	5	0	4
ENSG00000264862	RN7SL45P	1	3	0	1
ENSG00000264878	Z85986.1	1	1	1	2
ENSG00000264880	RP11-805F19.1	0	0	0	1
ENSG00000264881	MIR1273D	1	0	0	0
ENSG00000264885	RP11-815I9.4	20	24	38	25
ENSG00000264894	AL590282.1	1	0	0	1
ENSG00000264895	RP11-421E14.2	19	18	25	14
ENSG00000264898	AL353626.2	2	2	5	4
ENSG00000264902	MIR5701-2	1	1	0	0
ENSG00000264904	AL139300.1	0	0	1	0
ENSG00000264908	AC000403.1	1	0	0	0
ENSG00000264910	RN7SL525P	3	0	2	0
ENSG00000264911	RP11-107K17.2	0	0	0	1
ENSG00000264914	RP11-343K8.3	0	0	1	0
ENSG00000264916	RN7SL230P	0	1	0	1
ENSG00000264920	RP11-6N17.4	147	128	215	146
ENSG00000264931	MIR3138	1	0	1	0
ENSG00000264939	RP11-1109M24.9	0	2	1	0
ENSG00000264940	SNORD3C	256	13	498	92
ENSG00000264943	SH3GL1P2	7	3	5	3
ENSG00000264947	hsa-mir-3181	0	0	1	2
ENSG00000264948	RN7SL639P	0	0	0	1
ENSG00000264950	AC113208.1	1	0	0	0
ENSG00000264954	PRR29-AS1	0	1	2	0
ENSG00000264956	RP11-1109M24.5	52	53	49	33
ENSG00000264958	ALOX12P1	6	6	1	1
ENSG00000264961	MIR4730	2	0	0	0
ENSG00000264963	RN7SL440P	0	0	0	1
ENSG00000264964	RP11-888D10.3	22	19	13	18
ENSG00000264966	MIR5094	3	0	2	4
ENSG00000264968	RP11-387H17.4	6	5	14	11
ENSG00000264974	MIR4789	5	4	2	0
ENSG00000264976	AC009478.2	13	15	8	5
ENSG00000264978	RN7SL630P	0	2	0	0
ENSG00000264986	MIR5092	4	3	1	2
ENSG00000264991	AP001205.1	3	4	9	6
ENSG00000264994	SNORD92	4	1	0	1
ENSG00000265008	RP11-53I6.3	10	3	4	5
ENSG00000265009	AC078864.1	1	1	1	0
ENSG00000265010	RP11-661C3.2	1	1	3	1
ENSG00000265012	AC024896.1	0	0	1	1
ENSG00000265017	AC092634.2	0	0	0	1
ENSG00000265018	AGAP12P	13	8	17	13
ENSG00000265043	RP11-728E14.3	1	0	0	2
ENSG00000265055	AC145343.2	36	30	41	26
ENSG00000265056	MIR548S	1	0	1	4
ENSG00000265057	MIR4765	1	1	1	0
ENSG00000265062	AL133228.1	0	0	0	1
ENSG00000265064	MIR4692	0	0	1	0
ENSG00000265073	AC010761.6	5	3	7	5
ENSG00000265078	RN7SL664P	0	1	0	0
ENSG00000265083	MIR3691	0	1	0	0
ENSG00000265091	RP11-835E18.5	0	0	1	0
ENSG00000265093	RN7SL246P	2	0	0	0
ENSG00000265094	RP11-178F10.1	1	1	1	0
ENSG00000265095	FTLP12	0	0	1	0
ENSG00000265100	RP11-147L13.2	32	33	45	33
ENSG00000265101	CTD-2382H12.1	0	0	0	1
ENSG00000265102	MIR3942	4	5	3	3
ENSG00000265112	MIR3153	18	17	27	10
ENSG00000265113	RP11-70O5.2	0	2	0	2
ENSG00000265123	RN7SL200P	1	0	2	0
ENSG00000265132	AC145141.2	1	3	4	0
ENSG00000265134	MIR3191	1	0	0	0
ENSG00000265135	MIR5687	19	25	10	5
ENSG00000265137	MIR3192	5	1	0	0
ENSG00000265143	RN7SL490P	1	0	0	0
ENSG00000265145	SNORD53	4	3	3	2
ENSG00000265148	TSPOAP1-AS1	91	77	103	80
ENSG00000265150	RN7SL2	763738	697740	1042775	748205
ENSG00000265152	AF222686.1	0	0	2	0
ENSG00000265158	LRRC37A7P	32	29	27	21
ENSG00000265160	MIR5003	1	0	0	0
ENSG00000265163	CDRT8	0	1	0	0
ENSG00000265165	MIR4307	1	0	0	0
ENSG00000265176	MIR3202-1	0	1	0	1
ENSG00000265178	MIR4728	0	1	1	1
ENSG00000265185	SNORD3B-1	142	89	157	140
ENSG00000265190	ANXA8	0	1	0	1
ENSG00000265191	RN7SL347P	1	0	1	0
ENSG00000265195	MIR4312	3	3	2	1
ENSG00000265201	MIR4677	1	2	0	0
ENSG00000265203	RBP3	0	0	4	2
ENSG00000265204	RP11-403A21.3	0	0	0	1
ENSG00000265206	MIR142	2	1	0	1
ENSG00000265212	AC007009.2	1	2	0	0
ENSG00000265213	MIR3684	1	1	0	1
ENSG00000265216	AL592310.1	0	0	0	1
ENSG00000265218	RP11-927P21.1	2	2	2	4
ENSG00000265222	RP11-466A19.8	2	0	2	0
ENSG00000265230	RN7SL407P	1	1	0	0
ENSG00000265241	RBM8A	2870	2635	3437	2600
ENSG00000265246	RP11-663N22.1	3	0	0	1
ENSG00000265254	CTD-2350C19.2	25	25	38	25
ENSG00000265259	RN7SL247P	0	1	0	0
ENSG00000265260	RN7SL74P	0	0	1	0
ENSG00000265262	TRMT112P3	0	0	1	0
ENSG00000265263	RP11-135L13.4	7	6	13	5
ENSG00000265272	RN7SL693P	0	1	0	1
ENSG00000265282	RP11-269G24.4	24	19	21	9
ENSG00000265287	RP11-192H23.6	4	2	1	1
ENSG00000265317	AC103740.1	0	1	0	0
ENSG00000265321	MIR4263	7	1	2	3
ENSG00000265327	RN7SL411P	1	1	0	0
ENSG00000265341	AC092332.1	0	1	0	0
ENSG00000265342	RP11-16C1.1	19	13	19	7
ENSG00000265344	AP001992.1	0	0	1	0
ENSG00000265345	MIR5188	3	3	3	5
ENSG00000265349	RP11-55L4.2	19	12	21	17
ENSG00000265354	TIMM23	839	788	1084	822
ENSG00000265355	MIR3136	2	1	5	0
ENSG00000265359	RP5-1110E20.1	1	0	0	0
ENSG00000265361	RN7SL867P	3	0	0	3
ENSG00000265369	PCAT18	2	0	2	2
ENSG00000265370	MIR4682	1	0	2	0
ENSG00000265380	RP11-126K15.1	0	2	0	0
ENSG00000265386	RN7SL219P	6	4	5	0
ENSG00000265390	MIR4999	0	0	2	0
ENSG00000265392	MIR4252	1	0	0	0
ENSG00000265393	CTD-2517M22.17	47	33	34	47
ENSG00000265394	RP11-1148O4.2	0	0	1	0
ENSG00000265395	MIR3944	0	1	0	1
ENSG00000265399	RP13-270P17.2	1	0	0	1
ENSG00000265400	RP11-471L13.2	0	1	3	0
ENSG00000265401	RP11-138I1.4	34	20	37	16
ENSG00000265413	RP11-789C17.1	3	3	6	1
ENSG00000265417	RP11-288C17.1	4	5	1	0
ENSG00000265420	MIR4779	0	1	0	1
ENSG00000265421	MIR4459	0	1	0	1
ENSG00000265429	MIR4782	2	1	0	2
ENSG00000265432	MIR4308	0	0	3	0
ENSG00000265450	MIR4502	1	0	0	0
ENSG00000265451	RP11-204L24.2	2	0	1	0
ENSG00000265452	MIR3682	5	3	2	0
ENSG00000265458	RP13-20L14.6	40	39	58	34
ENSG00000265460	RP11-690G19.4	1	0	0	1
ENSG00000265462	MIR3680-1	0	4	1	3
ENSG00000265466	AL583842.2	1	0	3	1
ENSG00000265474	AC010761.9	2	1	0	1
ENSG00000265477	RP11-720L2.2	5	3	0	2
ENSG00000265479	DTX2P1-UPK3BP1-PMS2P11	130	93	88	80
ENSG00000265480	KRT18P55	3	7	2	2
ENSG00000265488	AL359314.1	0	1	0	1
ENSG00000265489	RP11-1090M7.1	0	0	0	1
ENSG00000265491	RNF115	732	689	810	640
ENSG00000265494	RP11-131K5.2	1	0	1	1
ENSG00000265496	MIR1539	1	5	0	0
ENSG00000265511	RP11-524F11.1	0	1	0	0
ENSG00000265517	AL122127.2	0	0	0	1
ENSG00000265520	MIR548V	0	3	0	1
ENSG00000265521	MIR5697	0	1	0	0
ENSG00000265527	MIR5690	3	6	3	0
ENSG00000265529	AL031721.1	1	1	2	1
ENSG00000265530	AL121594.1	0	0	0	1
ENSG00000265532	RN7SL243P	2	0	0	0
ENSG00000265533	RP11-638L3.1	0	1	2	0
ENSG00000265539	MIR3164	3	1	1	0
ENSG00000265542	RP11-60A24.3	3	6	2	2
ENSG00000265558	MIR3918	1	0	0	1
ENSG00000265559	RN7SL652P	3	2	3	2
ENSG00000265565	MIR3143	9	9	8	7
ENSG00000265567	RP11-1109M24.13	1	0	0	0
ENSG00000265577	RN7SL9P	4	0	5	0
ENSG00000265579	RP11-713C5.1	400	467	310	214
ENSG00000265584	MIR3978	0	0	1	1
ENSG00000265590	AP000275.65	0	0	1	0
ENSG00000265592	RN7SL92P	0	1	0	0
ENSG00000265595	MIR4756	2	0	1	1
ENSG00000265616	AC136932.2	0	0	1	0
ENSG00000265617	MIR548AG2	1	0	0	0
ENSG00000265624	RN7SL166P	4	8	8	0
ENSG00000265625	RP11-68I3.11	2	10	4	3
ENSG00000265636	AC100787.1	0	0	1	1
ENSG00000265638	AC005702.3	1	3	6	1
ENSG00000265647	AL358815.1	0	0	3	0
ENSG00000265650	AC012627.1	0	0	1	2
ENSG00000265660	MIR4664	58	55	76	54
ENSG00000265661	MIR3118-2	4	6	4	3
ENSG00000265666	RARA-AS1	37	35	45	34
ENSG00000265673	MIR4508	0	0	1	0
ENSG00000265676	RN7SL64P	0	0	0	1
ENSG00000265677	AL137229.1	0	0	0	1
ENSG00000265678	RP11-1376P16.2	9	10	10	11
ENSG00000265681	RPL17	749	715	1115	828
ENSG00000265683	RP11-173M1.5	31	31	32	20
ENSG00000265684	RN7SL378P	2	1	0	1
ENSG00000265688	MAFG-AS1	192	165	176	145
ENSG00000265690	RP11-5A19.5	3	1	0	1
ENSG00000265692	RP13-516M14.4	39	40	39	28
ENSG00000265694	MIR4774	0	1	2	0
ENSG00000265702	RP11-156L14.1	4	1	2	3
ENSG00000265706	SNORD53_SNORD92	7	0	1	5
ENSG00000265713	RP11-82O19.2	7	1	1	1
ENSG00000265715	MIR3118-1	4	2	2	0
ENSG00000265717	RP11-94B19.7	46	24	63	55
ENSG00000265722	AC099326.1	0	0	1	0
ENSG00000265727	RN7SL648P	8	11	7	3
ENSG00000265728	RP11-883A18.3	2	5	2	6
ENSG00000265735	RN7SL5P	147	179	238	143
ENSG00000265744	MIR4427	3	2	2	2
ENSG00000265745	RN7SL375P	0	1	1	0
ENSG00000265747	RN7SL298P	1	0	0	0
ENSG00000265749	RP11-849F2.5	1	0	3	1
ENSG00000265750	RP11-799B12.4	14	7	8	2
ENSG00000265753	RN7SL444P	2	0	3	2
ENSG00000265763	ZNF488	7	4	6	1
ENSG00000265764	AL662890.3	62	47	66	48
ENSG00000265778	RP11-17M16.2	0	0	0	1
ENSG00000265784	RP1-56K13.3	0	1	0	0
ENSG00000265786	RP11-527H14.6	3	6	0	2
ENSG00000265787	CYP4F35P	1	2	0	0
ENSG00000265791	CTD-2349P21.10	0	0	1	0
ENSG00000265798	RP11-271K11.5	0	2	1	2
ENSG00000265799	RP11-387H17.6	2	0	0	0
ENSG00000265800	RP11-649A18.5	5	4	10	1
ENSG00000265802	RN7SL49P	2	2	0	0
ENSG00000265803	AL590703.1	0	2	1	0
ENSG00000265806	MIR4292	12	12	12	15
ENSG00000265815	MIR1273G	1	1	0	0
ENSG00000265817	FSBP	16	12	12	14
ENSG00000265820	MIR3177	0	0	0	3
ENSG00000265821	RN7SL739P	1	3	0	0
ENSG00000265828	MIR3939	6	2	2	0
ENSG00000265840	AC010761.10	1	2	1	3
ENSG00000265841	MIR548X	0	0	1	0
ENSG00000265843	LINC01029	12	5	15	8
ENSG00000265845	RP11-20B24.5	0	0	0	1
ENSG00000265850	MIR4797	1	1	0	0
ENSG00000265855	MIR4514	1	1	1	1
ENSG00000265871	MIR3174	1	2	2	1
ENSG00000265874	MIR4489	2	0	2	1
ENSG00000265879	MIR4748	1	3	2	2
ENSG00000265888	DSCAS	13	5	10	2
ENSG00000265904	AC005288.1	1	2	0	1
ENSG00000265908	RP11-20B24.6	0	0	0	1
ENSG00000265912	RP11-583F2.2	0	0	1	0
ENSG00000265917	MIR3685	1	0	0	0
ENSG00000265930	MIR4734	3	1	3	1
ENSG00000265932	MIR3146	0	2	1	1
ENSG00000265933	LINC00668	1	1	0	1
ENSG00000265936	RP11-563H6.1	3	0	4	1
ENSG00000265939	UBE2CP2	3	3	6	1
ENSG00000265942	RN7SL577P	9	1	9	5
ENSG00000265943	RP11-739L10.1	19	10	19	11
ENSG00000265944	LINC01387	0	0	0	1
ENSG00000265945	RN7SL721P	1	1	0	1
ENSG00000265962	GACAT2	0	1	0	0
ENSG00000265967	AC100830.4	8	6	7	2
ENSG00000265971	RP11-269G24.6	0	1	0	0
ENSG00000265972	TXNIP	3196	3029	3920	2809
ENSG00000265976	MIR4725	1	0	0	1
ENSG00000265981	MIR544B	3	4	5	3
ENSG00000265982	RP11-927P21.4	0	2	1	1
ENSG00000265984	RP11-699A5.2	0	3	1	2
ENSG00000265991	MIR4519	5	4	3	4
ENSG00000265992	ESRG	0	0	2	1
ENSG00000265996	MIR3671	2	4	1	1
ENSG00000266010	GATA6-AS1	1	2	2	3
ENSG00000266013	CTD-2206N4.2	2	0	3	3
ENSG00000266017	MIR4477B	22	26	14	10
ENSG00000266019	MIR3609	536	324	669	381
ENSG00000266021	AL353763.2	2	2	1	1
ENSG00000266026	AC092111.1	2	0	0	0
ENSG00000266036	RP11-452I5.2	1	4	2	2
ENSG00000266037	RN7SL3	617	558	830	539
ENSG00000266038	MIR4659B	0	0	1	0
ENSG00000266047	AL139377.1	0	1	0	0
ENSG00000266052	MIR4500	0	1	0	0
ENSG00000266053	NDUFV2-AS1	35	34	53	42
ENSG00000266061	AL355531.1	1	0	0	0
ENSG00000266066	POLRMTP1	44	36	58	45
ENSG00000266072	MIR5693	4	3	4	4
ENSG00000266074	BAHCC1	485	466	391	282
ENSG00000266075	RN7SL574P	2	0	2	2
ENSG00000266076	CTD-2535L24.2	0	1	1	0
ENSG00000266079	SNORA59B	32	23	51	32
ENSG00000266094	RASSF5	131	117	139	96
ENSG00000266097	MIR5192	1	0	0	0
ENSG00000266098	AL137127.1	1	0	0	1
ENSG00000266100	RP11-118E18.2	1	0	0	0
ENSG00000266104	MIR4326	0	0	2	0
ENSG00000266107	MIR4525	1	0	0	0
ENSG00000266109	MIR4440	1	0	0	0
ENSG00000266111	RP11-296K13.4	1	1	2	3
ENSG00000266122	RN7SL373P	0	2	4	0
ENSG00000266124	MIR5587	3	3	2	4
ENSG00000266126	RP11-209D14.4	2	3	3	1
ENSG00000266138	RN7SL501P	2	3	3	2
ENSG00000266139	MIR4435-2	1	0	0	0
ENSG00000266141	MIR2909	1	1	0	0
ENSG00000266144	MIR4654	1	0	0	0
ENSG00000266155	RP11-927P21.6	2	0	1	0
ENSG00000266156	AC010329.1	1	1	1	1
ENSG00000266160	RN7SL612P	0	1	0	0
ENSG00000266172	RP11-1109M24.11	1	1	0	0
ENSG00000266173	STRADA	72	54	60	45
ENSG00000266174	MIR4666A	0	0	0	1
ENSG00000266185	RN7SL804P	0	0	1	0
ENSG00000266186	AC007040.3	0	0	1	0
ENSG00000266194	MIR4661	0	1	0	0
ENSG00000266200	PNLIPRP2	1	7	4	1
ENSG00000266203	MIR5585	0	0	1	0
ENSG00000266208	CTD-2267D19.3	388	298	362	253
ENSG00000266223	RN7SL84P	0	1	0	0
ENSG00000266228	MIR3611	1	2	0	0
ENSG00000266232	MIR3178	8	7	3	4
ENSG00000266235	MIR3176	2	1	2	0
ENSG00000266236	NARF-IT1	4	3	3	3
ENSG00000266237	RP11-25D3.1	3	1	1	0
ENSG00000266240	MIR5091	8	0	3	3
ENSG00000266245	MIR4644	1	2	0	0
ENSG00000266247	AC008752.3	1	0	0	0
ENSG00000266254	AC093874.1	1	1	2	0
ENSG00000266258	RP11-41O4.1	5	1	1	0
ENSG00000266262	MIR4428	7	7	5	4
ENSG00000266265	KLF14	3	3	2	4
ENSG00000266269	AC002395.1	0	0	4	1
ENSG00000266274	RN7SL138P	1	2	1	0
ENSG00000266279	RP11-849F2.4	1	2	2	1
ENSG00000266289	RP11-1C8.6	2	3	2	3
ENSG00000266290	RP11-159D12.10	4	2	7	7
ENSG00000266302	RP11-219A15.1	0	3	3	2
