id	sym	Control_1	Control_2	preS_1	preS_2
ENSG00000260942	CAPN10-AS1	61	64	37	34
ENSG00000260944	FOXC2-AS1	6	6	9	5
ENSG00000260948	na	15	17	13	10
ENSG00000260949	na	13	15	3	12
ENSG00000260953	na	1	1	0	0
ENSG00000260954	na	4	2	1	3
ENSG00000260955	na	4	3	6	4
ENSG00000260962	LINC00557	0	1	0	0
ENSG00000260963	na	0	0	0	1
ENSG00000260966	na	16	23	28	20
ENSG00000260971	na	3	1	2	2
ENSG00000260975	na	0	4	1	0
ENSG00000260977	na	11	31	24	13
ENSG00000260979	na	0	3	0	0
ENSG00000260981	na	0	0	0	1
ENSG00000260986	na	0	0	1	1
ENSG00000260988	na	2	0	1	1
ENSG00000260989	na	1	1	0	0
ENSG00000260992	DOCK9-AS2	0	5	1	0
ENSG00000260995	na	0	0	0	1
ENSG00000260999	na	0	1	0	0
ENSG00000261000	na	1	0	1	0
ENSG00000261002	na	7	6	6	4
ENSG00000261003	na	0	1	1	1
ENSG00000261008	LINC01572	28	25	15	14
ENSG00000261013	na	2	0	0	0
ENSG00000261019	na	2	5	2	2
ENSG00000261020	na	0	2	1	0
ENSG00000261024	na	0	1	2	1
ENSG00000261026	na	0	0	0	1
ENSG00000261038	na	0	0	1	0
ENSG00000261039	na	6	10	3	8
ENSG00000261040	WFDC21P	213	269	84	72
ENSG00000261045	na	0	1	1	1
ENSG00000261047	na	0	0	0	1
ENSG00000261049	na	3	4	1	0
ENSG00000261051	na	12	18	7	13
ENSG00000261052	SULT1A3	30	20	15	17
ENSG00000261054	na	3	1	0	1
ENSG00000261055	na	0	1	0	0
ENSG00000261056	na	12	13	12	8
ENSG00000261058	na	0	0	0	2
ENSG00000261060	na	0	0	1	0
ENSG00000261061	na	211	216	167	145
ENSG00000261064	na	4	13	10	7
ENSG00000261067	na	13	31	21	23
ENSG00000261069	na	21	41	39	32
ENSG00000261072	na	8	4	0	1
ENSG00000261076	na	0	1	0	3
ENSG00000261079	na	8	7	6	7
ENSG00000261080	na	0	1	0	2
ENSG00000261083	na	0	0	1	0
ENSG00000261087	na	10	11	3	7
ENSG00000261090	na	1	0	0	0
ENSG00000261094	na	15	27	26	26
ENSG00000261095	na	1	2	0	0
ENSG00000261096	na	6	5	2	2
ENSG00000261098	na	19	26	22	13
ENSG00000261101	na	5	12	8	10
ENSG00000261102	ATP5J2P6	2	0	1	0
ENSG00000261103	na	1	5	0	4
ENSG00000261105	LMO7-AS1	69	109	21	16
ENSG00000261114	na	4	5	7	9
ENSG00000261115	TMEM178B	73	183	41	38
ENSG00000261116	na	1	0	2	1
ENSG00000261117	na	1	0	0	0
ENSG00000261118	na	12	11	6	10
ENSG00000261123	na	9	15	4	5
ENSG00000261124	na	2	4	1	1
ENSG00000261126	na	21	46	25	26
ENSG00000261131	na	1	2	0	0
ENSG00000261135	na	4	3	4	0
ENSG00000261136	na	21	22	13	12
ENSG00000261140	na	37	42	28	21
ENSG00000261141	na	2	3	2	3
ENSG00000261143	ADAMTS7P3	1	3	2	1
ENSG00000261147	na	1	2	1	1
ENSG00000261150	EPPK1	3	17	2	10
ENSG00000261156	na	3	2	0	0
ENSG00000261158	na	2	1	2	1
ENSG00000261159	na	3	3	3	5
ENSG00000261161	na	0	0	1	2
ENSG00000261167	na	16	19	24	14
ENSG00000261168	na	1	1	2	2
ENSG00000261170	na	1	1	0	4
ENSG00000261173	na	5	3	1	2
ENSG00000261174	na	1	0	0	0
ENSG00000261175	na	1	1	2	1
ENSG00000261186	na	1	3	1	2
ENSG00000261187	na	4	2	1	3
ENSG00000261188	na	27	33	16	19
ENSG00000261189	na	0	1	1	2
ENSG00000261191	na	1	2	1	3
ENSG00000261193	na	1	1	2	3
ENSG00000261195	na	0	0	1	1
ENSG00000261200	na	28	39	25	27
ENSG00000261202	na	2	0	0	1
ENSG00000261204	na	1	0	0	2
ENSG00000261205	NIFKP4	1	0	0	0
ENSG00000261207	na	23	22	10	21
ENSG00000261212	na	1	1	0	0
ENSG00000261215	na	1	2	0	0
ENSG00000261216	na	9	9	6	5
ENSG00000261217	BCAP31P1	3	1	3	1
ENSG00000261219	na	0	1	0	0
ENSG00000261220	na	6	9	4	11
ENSG00000261221	ZNF865	619	637	335	335
ENSG00000261229	na	4	1	2	6
ENSG00000261231	na	1	1	0	2
ENSG00000261235	na	1	2	1	0
ENSG00000261238	na	5	8	4	7
ENSG00000261239	ANKRD26P1	0	0	0	1
ENSG00000261240	na	6	2	0	1
ENSG00000261242	na	0	1	0	0
ENSG00000261243	na	10	10	4	9
ENSG00000261247	GOLGA8T	2	5	2	0
ENSG00000261248	na	0	0	1	0
ENSG00000261251	na	9	2	2	4
ENSG00000261253	na	10	8	10	14
ENSG00000261257	na	1	0	0	0
ENSG00000261259	na	1	1	1	0
ENSG00000261266	na	8	3	2	0
ENSG00000261267	na	5	3	4	0
ENSG00000261270	na	6	6	9	14
ENSG00000261272	MUC22	1	0	0	0
ENSG00000261273	na	0	0	0	1
ENSG00000261279	ULK4P1	0	1	0	0
ENSG00000261286	na	22	20	26	30
ENSG00000261288	na	1	0	0	0
ENSG00000261291	na	2	4	1	2
ENSG00000261293	na	0	1	0	1
ENSG00000261295	na	18	33	29	34
ENSG00000261296	na	0	0	0	1
ENSG00000261302	na	1	2	0	0
ENSG00000261312	na	0	0	1	1
ENSG00000261315	LARP4P	3	8	0	2
ENSG00000261318	na	1	1	0	1
ENSG00000261324	na	19	42	41	34
ENSG00000261325	na	0	2	1	0
ENSG00000261326	LINC01355	69	92	37	47
ENSG00000261327	na	6	13	2	6
ENSG00000261329	na	5	3	4	3
ENSG00000261330	na	1	0	1	0
ENSG00000261334	na	6	1	1	6
ENSG00000261335	na	5	4	0	5
ENSG00000261336	EIF4BP5	1	2	0	1
ENSG00000261337	na	4	4	7	5
ENSG00000261338	na	25	24	15	12
ENSG00000261341	na	9	12	9	13
ENSG00000261342	na	12	13	7	16
ENSG00000261349	na	3	6	2	1
ENSG00000261351	na	12	14	15	11
ENSG00000261353	na	5	8	6	6
ENSG00000261359	PYCARD-AS1	0	0	0	1
ENSG00000261360	na	6	7	2	5
ENSG00000261363	na	1	0	0	0
ENSG00000261364	na	1	3	0	1
ENSG00000261366	MANEA-AS1	6	6	4	1
ENSG00000261367	na	1	2	0	1
ENSG00000261369	na	2	2	2	1
ENSG00000261373	VPS9D1-AS1	88	92	85	109
ENSG00000261375	na	2	0	1	1
ENSG00000261377	PDCD6IPP2	14	23	9	13
ENSG00000261379	na	2	6	3	1
ENSG00000261386	na	2	5	5	5
ENSG00000261392	na	0	1	0	1
ENSG00000261394	na	1	5	0	0
ENSG00000261396	na	4	2	4	1
ENSG00000261399	na	1	4	0	1
ENSG00000261402	na	0	0	0	1
ENSG00000261403	na	0	0	1	0
ENSG00000261404	na	1	0	0	1
ENSG00000261405	na	1	1	0	1
ENSG00000261407	na	0	0	2	0
ENSG00000261408	TEN1-CDK3	14	10	7	4
ENSG00000261409	na	1	0	0	0
ENSG00000261410	na	6	5	2	1
ENSG00000261419	na	0	0	0	1
ENSG00000261420	na	0	2	0	2
ENSG00000261423	na	14	33	12	15
ENSG00000261424	ATP5F1P7	0	0	0	1
ENSG00000261427	na	0	0	1	0
ENSG00000261428	na	39	50	48	32
ENSG00000261430	na	1	0	1	0
ENSG00000261431	na	1	2	0	0
ENSG00000261433	na	2	3	1	3
ENSG00000261434	na	3	0	0	0
ENSG00000261436	na	0	1	2	3
ENSG00000261438	na	7	8	4	4
ENSG00000261439	na	4	1	0	2
ENSG00000261441	na	5	2	1	2
ENSG00000261442	na	2	1	1	1
ENSG00000261447	na	6	3	4	4
ENSG00000261448	na	0	0	0	1
ENSG00000261451	na	12	6	4	6
ENSG00000261455	LINC01003	18	19	23	8
ENSG00000261456	TUBB8	1	0	0	0
ENSG00000261457	na	0	0	0	1
ENSG00000261460	na	5	8	9	5
ENSG00000261461	UBE2MP1	0	1	1	0
ENSG00000261465	na	0	0	1	1
ENSG00000261467	na	5	4	1	3
ENSG00000261468	na	11	10	10	4
ENSG00000261469	na	1	0	3	0
ENSG00000261471	na	18	23	4	15
ENSG00000261474	na	21	21	11	16
ENSG00000261476	na	6	4	5	1
ENSG00000261480	na	2	3	1	0
ENSG00000261485	PAN3-AS1	28	24	18	16
ENSG00000261487	na	0	0	0	1
ENSG00000261488	na	10	28	31	23
ENSG00000261490	na	81	124	68	58
ENSG00000261496	na	3	1	3	1
ENSG00000261504	na	1	2	1	0
ENSG00000261505	na	130	125	55	84
ENSG00000261512	na	43	59	47	41
ENSG00000261513	na	2	0	1	0
ENSG00000261519	na	1	0	0	0
ENSG00000261523	na	0	1	1	1
ENSG00000261526	na	13	16	9	6
ENSG00000261527	na	4	3	4	2
ENSG00000261528	na	5	4	1	2
ENSG00000261529	na	3	5	3	3
ENSG00000261534	na	122	96	62	57
ENSG00000261535	na	0	1	0	4
ENSG00000261541	na	2	4	1	1
ENSG00000261542	na	6	10	7	6
ENSG00000261544	na	2	3	1	1
ENSG00000261546	na	10	12	6	5
ENSG00000261549	na	2	5	1	0
ENSG00000261553	na	83	79	36	30
ENSG00000261555	na	0	1	0	0
ENSG00000261556	SMG1P7	62	66	47	61
ENSG00000261559	FSCN1P1	2	3	1	0
ENSG00000261560	na	25	29	17	20
ENSG00000261570	na	1	0	0	0
ENSG00000261573	na	4	5	1	1
ENSG00000261574	na	5	11	2	5
ENSG00000261575	na	1	3	6	6
ENSG00000261578	na	4	3	2	3
ENSG00000261582	na	14	12	23	7
ENSG00000261584	na	2	2	3	2
ENSG00000261586	na	0	1	0	1
ENSG00000261587	TMEM249	7	9	3	6
ENSG00000261588	na	5	3	3	3
ENSG00000261592	na	0	2	6	3
ENSG00000261594	TPBGL	0	1	0	0
ENSG00000261596	na	9	6	7	12
ENSG00000261599	HERC2P8	1	0	0	0
ENSG00000261603	PRSS46	0	0	1	0
ENSG00000261604	na	1	0	1	0
ENSG00000261606	na	1	0	1	2
ENSG00000261609	GAN	547	659	519	458
ENSG00000261610	na	5	0	0	1
ENSG00000261611	na	0	0	0	1
ENSG00000261613	na	58	85	60	59
ENSG00000261614	na	1	0	0	2
ENSG00000261616	na	9	17	7	3
ENSG00000261617	na	1	6	1	2
ENSG00000261618	na	0	1	2	2
ENSG00000261625	na	40	43	14	9
ENSG00000261630	na	5	2	1	3
ENSG00000261632	na	1	2	1	1
ENSG00000261634	na	4	5	6	7
ENSG00000261635	na	2	0	2	1
ENSG00000261642	na	0	1	0	0
ENSG00000261643	na	15	11	10	7
ENSG00000261644	na	9	9	14	15
ENSG00000261646	na	0	1	0	0
ENSG00000261649	GOLGA6L7P	3	11	1	2
ENSG00000261651	na	1	0	1	1
ENSG00000261652	C15orf65	1	3	11	10
ENSG00000261653	na	0	2	0	1
ENSG00000261654	na	15	20	26	17
ENSG00000261655	na	1	3	1	0
ENSG00000261659	na	10	17	10	16
ENSG00000261662	na	15	11	12	6
ENSG00000261663	na	19	20	6	12
ENSG00000261668	na	3	3	1	3
ENSG00000261669	na	11	6	7	5
ENSG00000261670	na	0	2	2	3
ENSG00000261673	na	0	0	1	1
ENSG00000261678	SCRT1	0	0	1	1
ENSG00000261683	LINC00838	0	0	1	0
ENSG00000261687	na	0	1	0	0
ENSG00000261692	na	3	5	3	2
ENSG00000261693	na	1	0	2	2
ENSG00000261697	na	7	6	2	0
ENSG00000261701	HPR	2	0	0	0
ENSG00000261707	na	1	0	1	0
ENSG00000261714	na	3	3	0	1
ENSG00000261716	na	53	53	49	50
ENSG00000261717	na	0	0	1	0
ENSG00000261723	na	3	7	5	2
ENSG00000261729	na	0	2	0	0
ENSG00000261730	na	48	41	69	54
ENSG00000261732	na	9	12	5	8
ENSG00000261734	na	0	0	0	1
ENSG00000261736	na	0	1	2	1
ENSG00000261737	na	12	7	10	6
ENSG00000261739	GOLGA8S	4	2	2	2
ENSG00000261740	na	41	46	32	45
ENSG00000261742	LINC00922	1	1	0	1
ENSG00000261744	na	3	5	3	2
ENSG00000261757	na	2	3	1	2
ENSG00000261758	na	7	6	6	1
ENSG00000261760	na	2	3	1	2
ENSG00000261762	na	8	8	7	9
ENSG00000261764	KRT18P18	1	0	1	0
ENSG00000261765	na	0	0	2	0
ENSG00000261766	na	1	2	3	3
ENSG00000261770	na	12	22	22	19
ENSG00000261773	na	3	1	0	0
ENSG00000261774	na	0	1	0	0
ENSG00000261775	na	3	7	3	0
ENSG00000261777	na	8	10	7	11
ENSG00000261780	na	6	10	2	9
ENSG00000261783	na	6	5	2	5
ENSG00000261786	na	1156	1257	1435	1300
ENSG00000261794	GOLGA8H	1	3	1	2
ENSG00000261795	na	0	0	1	0
ENSG00000261796	ISY1-RAB43	0	0	1	1
ENSG00000261797	na	0	1	0	0
ENSG00000261799	na	41	63	58	36
ENSG00000261801	LOXL1-AS1	364	386	254	218
ENSG00000261804	na	0	2	2	3
ENSG00000261817	na	0	1	0	0
ENSG00000261819	na	24	23	20	14
ENSG00000261821	na	1	0	2	2
ENSG00000261823	na	3	1	3	0
ENSG00000261824	LINC00662	137	203	183	139
ENSG00000261832	na	8	3	2	1
ENSG00000261837	na	0	0	1	0
ENSG00000261838	na	2	3	3	4
ENSG00000261839	na	0	1	0	0
ENSG00000261840	na	34	27	10	18
ENSG00000261842	na	0	1	0	1
ENSG00000261857	MIA	0	0	2	0
ENSG00000261864	na	1	0	0	0
ENSG00000261866	na	0	0	0	1
ENSG00000261868	MFSD1P1	11	6	5	5
ENSG00000261872	na	5	4	3	5
ENSG00000261873	na	1	0	0	0
ENSG00000261879	na	7	4	5	6
ENSG00000261884	na	38	34	22	26
ENSG00000261886	na	0	2	1	1
ENSG00000261888	na	5	16	7	2
ENSG00000261889	na	5	7	4	4
ENSG00000261898	na	0	0	1	0
ENSG00000261915	na	1	0	2	0
ENSG00000261916	na	0	2	5	5
ENSG00000261924	na	6	6	7	13
ENSG00000261934	PCDHGA9	24	31	27	22
ENSG00000261959	na	0	0	1	0
ENSG00000261970	na	1	2	4	1
ENSG00000261971	MMP25-AS1	111	148	75	102
ENSG00000261978	na	1	0	0	1
ENSG00000261996	na	1	0	0	1
ENSG00000261997	na	5	4	5	1
ENSG00000262001	DLGAP1-AS2	32	67	46	73
ENSG00000262003	na	50	40	74	47
ENSG00000262020	na	2	1	1	0
ENSG00000262038	na	0	1	1	0
ENSG00000262039	na	1	5	0	3
ENSG00000262049	na	42	55	36	39
ENSG00000262050	na	1	1	2	1
ENSG00000262061	na	0	0	0	1
ENSG00000262074	SNORD3B-2	0	1	0	1
ENSG00000262075	na	2	4	2	3
ENSG00000262089	na	13	13	11	9
ENSG00000262094	na	1	0	4	3
ENSG00000262096	PCDHB19P	3	6	1	3
ENSG00000262098	na	0	0	0	2
ENSG00000262115	na	3	9	2	8
ENSG00000262118	na	12	5	4	5
ENSG00000262133	na	2	3	3	2
ENSG00000262136	na	2	3	1	4
ENSG00000262140	na	1	3	1	0
ENSG00000262141	na	2	0	2	2
ENSG00000262147	na	11	9	11	10
ENSG00000262152	na	1	2	0	0
ENSG00000262155	na	7	12	6	6
ENSG00000262165	na	3	2	3	3
ENSG00000262171	na	5	4	2	4
ENSG00000262172	na	1	6	4	2
ENSG00000262179	na	0	0	1	0
ENSG00000262180	OCLM	9	6	5	7
ENSG00000262185	na	18	6	3	1
ENSG00000262188	na	1	1	0	2
ENSG00000262202	na	3	0	3	2
ENSG00000262209	PCDHGB3	63	98	28	28
ENSG00000262222	na	26	34	25	21
ENSG00000262227	na	12	14	11	7
ENSG00000262228	na	10	10	3	5
ENSG00000262246	CORO7	84	60	60	58
ENSG00000262248	na	0	4	3	6
ENSG00000262251	na	18	10	4	7
ENSG00000262265	na	4	4	5	5
ENSG00000262292	na	3	4	4	1
ENSG00000262298	na	0	0	0	2
ENSG00000262304	na	5	1	1	3
ENSG00000262312	na	3	5	5	3
ENSG00000262313	na	2	2	0	0
ENSG00000262319	na	0	0	0	1
ENSG00000262333	HNRNPA1P16	13	19	13	8
ENSG00000262339	na	4	5	3	1
ENSG00000262358	na	2	1	1	1
ENSG00000262370	na	0	1	2	1
ENSG00000262372	na	2	7	2	4
ENSG00000262380	na	1	0	0	0
ENSG00000262402	na	1	4	0	3
ENSG00000262406	MMP12	14	21	37	52
ENSG00000262408	na	0	3	0	1
ENSG00000262410	na	7	9	4	2
ENSG00000262412	na	0	0	1	0
ENSG00000262420	na	4	5	2	1
ENSG00000262434	na	7	7	4	7
ENSG00000262445	na	1	0	1	0
ENSG00000262454	na	21	43	26	16
ENSG00000262468	LINC01569	11	18	7	14
ENSG00000262470	TVP23CP2	1	0	0	1
ENSG00000262477	na	4	3	2	4
ENSG00000262480	SAMD11P1	1	0	2	2
ENSG00000262481	na	1	1	0	0
ENSG00000262482	na	1	3	3	4
ENSG00000262484	CCER2	1	3	1	1
ENSG00000262488	na	0	2	0	1
ENSG00000262492	na	0	1	0	0
ENSG00000262497	FAM187B2P	1	1	0	0
ENSG00000262500	na	3	5	1	0
ENSG00000262503	na	0	1	0	1
ENSG00000262516	na	0	1	1	2
ENSG00000262526	na	0	1	0	0
ENSG00000262528	na	1	0	1	0
ENSG00000262539	na	15	15	13	10
ENSG00000262558	na	1	0	0	0
ENSG00000262576	PCDHGA4	32	51	27	20
ENSG00000262580	na	79	131	111	150
ENSG00000262583	na	3	5	2	3
ENSG00000262585	na	0	1	1	2
ENSG00000262587	na	5	3	6	5
ENSG00000262621	na	1	0	1	2
ENSG00000262623	na	0	1	0	0
ENSG00000262636	na	5	1	0	0
ENSG00000262648	PHBP15	2	1	1	2
ENSG00000262652	na	3	6	2	4
ENSG00000262655	SPON1	143	189	109	123
ENSG00000262662	na	0	1	1	0
ENSG00000262663	na	12	16	5	5
ENSG00000262668	na	0	0	0	2
ENSG00000262678	na	15	13	5	11
ENSG00000262686	GLIS2-AS1	10	14	4	2
ENSG00000262691	na	54	77	41	42
ENSG00000262692	na	10	4	2	0
ENSG00000262700	na	0	1	0	1
ENSG00000262703	na	10	11	3	2
ENSG00000262708	na	2	0	2	1
ENSG00000262712	na	19	23	13	27
ENSG00000262728	na	1	3	1	2
ENSG00000262732	na	3	1	2	4
ENSG00000262759	MRPS21P9	0	0	1	0
ENSG00000262766	na	20	28	17	25
ENSG00000262768	na	1	0	0	0
ENSG00000262772	na	0	0	0	1
ENSG00000262777	na	11	7	9	3
ENSG00000262801	na	1	0	0	0
ENSG00000262803	na	0	1	0	1
ENSG00000262810	na	3	4	0	4
ENSG00000262814	MRPL12	432	417	373	408
ENSG00000262815	na	1	0	1	0
ENSG00000262833	na	9	6	2	1
ENSG00000262837	na	1	4	2	4
ENSG00000262848	na	12	14	7	11
ENSG00000262870	CYCSP40	3	1	1	1
ENSG00000262873	na	0	3	1	5
ENSG00000262874	C19orf84	0	0	0	1
ENSG00000262877	na	13	13	7	6
ENSG00000262879	na	136	155	156	135
ENSG00000262884	na	1	1	0	2
ENSG00000262888	na	1	7	0	0
ENSG00000262903	na	26	46	16	33
ENSG00000262904	TMPOP2	2	7	4	2
ENSG00000262905	na	0	2	1	1
ENSG00000262919	FAM58A	525	551	618	459
ENSG00000262920	na	1	0	0	0
ENSG00000262943	ALOX12P2	8	3	7	6
ENSG00000262959	RPL23AP86	2	2	2	0
ENSG00000262966	na	0	0	0	1
ENSG00000262979	na	0	4	2	1
ENSG00000262999	na	0	2	0	0
ENSG00000263001	GTF2I	963	1095	800	692
ENSG00000263002	ZNF234	132	219	165	156
ENSG00000263004	na	2	5	5	8
ENSG00000263006	ROCK1P1	3	6	0	0
ENSG00000263011	na	2	1	0	1
ENSG00000263013	na	51	45	51	34
ENSG00000263015	na	0	0	1	0
ENSG00000263017	na	2	4	0	0
ENSG00000263020	na	4	2	1	4
ENSG00000263033	na	1	0	1	0
ENSG00000263045	na	1	0	1	0
ENSG00000263050	na	13	14	9	11
ENSG00000263051	na	1	1	0	1
ENSG00000263063	na	0	1	1	1
ENSG00000263069	na	40	59	27	25
ENSG00000263072	ZNF213-AS1	112	139	105	91
ENSG00000263080	na	0	3	4	2
ENSG00000263089	na	10	7	5	5
ENSG00000263096	na	1	0	0	2
ENSG00000263105	na	3	1	2	2
ENSG00000263120	na	3	2	2	2
ENSG00000263126	na	20	15	14	15
ENSG00000263142	LRRC37A17P	96	133	121	105
ENSG00000263155	MYZAP	7	17	11	23
ENSG00000263164	na	12	6	3	4
ENSG00000263176	na	0	2	0	0
ENSG00000263177	na	4	5	5	4
ENSG00000263198	na	17	14	12	15
ENSG00000263212	na	0	1	0	0
ENSG00000263219	RYKP1	5	6	1	5
ENSG00000263220	na	1	1	1	2
ENSG00000263234	na	1	0	0	0
ENSG00000263235	na	12	11	12	7
ENSG00000263257	na	0	2	0	1
ENSG00000263264	na	2	1	0	0
ENSG00000263266	RPS7P1	854	790	918	808
ENSG00000263272	na	29	35	33	30
ENSG00000263276	na	7	7	4	4
ENSG00000263280	na	2	2	2	3
ENSG00000263293	na	0	0	2	8
ENSG00000263300	na	1	3	3	2
ENSG00000263307	na	8	9	5	1
ENSG00000263311	na	0	1	0	0
ENSG00000263316	na	3	0	0	0
ENSG00000263321	na	3	7	1	1
ENSG00000263326	na	0	1	2	1
ENSG00000263327	TAPT1-AS1	12	21	10	13
ENSG00000263335	na	5	3	2	4
ENSG00000263338	na	2	4	1	1
ENSG00000263343	na	0	0	1	0
ENSG00000263345	na	25	17	18	21
ENSG00000263355	AKR1B10P2	0	0	2	0
ENSG00000263360	RN7SL134P	1	0	0	0
ENSG00000263361	MIR378H	1	2	2	2
ENSG00000263365	na	0	1	1	2
ENSG00000263366	ABHD17AP5	0	0	1	0
ENSG00000263369	na	0	0	1	0
ENSG00000263370	na	1	1	3	2
ENSG00000263371	na	0	0	0	2
ENSG00000263372	MIR548AO	2	1	0	2
ENSG00000263388	na	0	2	1	0
ENSG00000263393	na	1	7	2	3
ENSG00000263394	na	2	4	0	1
ENSG00000263399	MIR3170	0	0	1	0
ENSG00000263400	TMEM220-AS1	2	2	2	2
ENSG00000263406	na	0	2	0	0
ENSG00000263407	MIR4660	1	0	1	1
ENSG00000263409	MIR4747	0	0	0	1
ENSG00000263412	na	8	8	1	5
ENSG00000263422	na	8	7	6	7
ENSG00000263426	RN7SL471P	23	20	48	28
ENSG00000263432	RN7SL689P	4	1	1	0
ENSG00000263439	MIR4753	1	0	0	0
ENSG00000263441	na	0	0	0	1
ENSG00000263466	na	12	9	5	5
ENSG00000263468	MIR3130-1	0	1	0	0
ENSG00000263477	na	1	2	0	2
ENSG00000263479	RN7SL509P	0	0	1	0
ENSG00000263494	na	1	0	1	1
ENSG00000263499	na	2	2	0	1
ENSG00000263501	na	3	0	0	1
ENSG00000263503	na	13	11	8	5
ENSG00000263511	MIR5699	3	2	4	0
ENSG00000263515	MIR548AN	0	0	0	1
ENSG00000263531	na	1	4	3	4
ENSG00000263535	AK4P1	21	20	23	11
ENSG00000263539	na	1	1	1	0
ENSG00000263540	MIR5582	0	2	0	0
ENSG00000263551	na	0	2	1	1
ENSG00000263563	UBBP4	28	13	15	15
ENSG00000263574	na	0	0	1	0
ENSG00000263577	na	1	0	0	0
ENSG00000263590	na	3	4	13	7
ENSG00000263591	na	2	3	3	0
ENSG00000263593	MIR4804	0	1	0	0
ENSG00000263594	na	3	0	2	0
ENSG00000263597	MIR3936	1	3	1	1
ENSG00000263603	na	1	2	3	1
ENSG00000263606	na	7	6	17	15
ENSG00000263607	na	2	0	1	1
ENSG00000263612	na	0	0	1	1
ENSG00000263621	na	6	10	3	3
ENSG00000263624	na	16	8	13	6
ENSG00000263628	MIR3155A	1	0	0	0
ENSG00000263634	MIR3919	0	0	1	0
ENSG00000263639	MSMB	0	0	0	1
ENSG00000263641	MIR4777	0	3	0	0
ENSG00000263648	na	4	3	1	1
ENSG00000263651	na	0	0	0	1
ENSG00000263657	na	3	3	3	2
ENSG00000263660	na	1	2	5	1
ENSG00000263672	RN7SL750P	2	0	0	0
ENSG00000263675	MIR5581	6	7	4	6
ENSG00000263680	na	1	0	2	0
ENSG00000263691	na	0	1	2	0
ENSG00000263694	na	0	1	0	0
ENSG00000263706	na	0	0	0	1
ENSG00000263709	na	1	5	2	1
ENSG00000263711	na	0	1	0	0
ENSG00000263713	na	0	0	2	0
ENSG00000263715	na	0	1	0	0
ENSG00000263718	na	1	0	0	0
ENSG00000263727	na	2	3	1	0
ENSG00000263731	na	70	79	46	40
ENSG00000263740	RN7SL4P	0	2	2	5
ENSG00000263742	MIR3165	0	1	0	0
ENSG00000263745	na	0	0	6	1
ENSG00000263750	MIR548AV	2	0	0	0
ENSG00000263753	LINC00667	494	579	477	378
ENSG00000263755	RN7SL498P	0	0	1	1
ENSG00000263766	na	5	3	5	6
ENSG00000263768	na	1	0	0	0
ENSG00000263769	na	1	0	1	0
ENSG00000263770	na	0	0	0	1
ENSG00000263779	na	0	1	0	0
ENSG00000263785	MIR3182	0	0	0	1
ENSG00000263786	na	33	24	12	20
ENSG00000263804	na	0	1	0	1
ENSG00000263809	na	8	7	8	3
ENSG00000263812	LINC00908	14	6	6	4
ENSG00000263815	RN7SL426P	0	0	1	0
ENSG00000263818	na	2	2	0	0
ENSG00000263820	na	2	0	1	2
ENSG00000263823	na	1	4	11	3
ENSG00000263826	na	48	54	57	47
ENSG00000263828	MIR4439	2	0	0	0
ENSG00000263829	FAM60BP	0	0	0	2
ENSG00000263838	MIR4698	1	0	0	0
ENSG00000263839	na	0	2	0	0
ENSG00000263843	na	34	38	23	11
ENSG00000263847	na	6	5	4	13
ENSG00000263853	na	2	0	0	1
ENSG00000263856	na	0	0	1	0
ENSG00000263874	LINC00672	8	16	6	3
ENSG00000263883	EEF1DP7	1	1	0	1
ENSG00000263884	na	5	3	8	6
ENSG00000263887	na	1	0	1	0
ENSG00000263889	na	0	1	0	0
ENSG00000263895	na	0	0	0	1
ENSG00000263904	na	0	1	0	0
ENSG00000263909	MIR5000	2	0	0	1
ENSG00000263913	na	0	4	0	0
ENSG00000263916	na	4	3	4	5
ENSG00000263919	na	0	0	1	0
ENSG00000263923	na	0	0	1	0
ENSG00000263924	na	2	5	3	2
ENSG00000263934	SNORD3A	3	5	4	7
ENSG00000263947	na	2	0	0	0
ENSG00000263958	na	3	2	4	1
ENSG00000263960	na	4	0	1	0
ENSG00000263968	RN7SL381P	10	8	2	5
ENSG00000263969	RN7SL678P	0	0	1	0
ENSG00000263982	na	9	8	9	7
ENSG00000263989	RN7SL615P	1	1	0	1
ENSG00000263990	na	13	2	6	5
ENSG00000264006	AKR1C8P	0	1	0	1
ENSG00000264007	na	1	2	1	0
ENSG00000264015	na	1	0	0	1
ENSG00000264016	na	1	0	0	0
ENSG00000264028	RN7SL744P	2	0	0	0
ENSG00000264044	na	3	9	1	1
ENSG00000264045	na	1	1	0	0
ENSG00000264046	na	1	0	0	0
ENSG00000264049	MIR4737	1	1	0	1
ENSG00000264050	na	0	0	0	1
ENSG00000264056	MIR5685	0	1	0	0
ENSG00000264057	na	15	13	9	6
ENSG00000264060	MIR4316	0	0	0	1
ENSG00000264063	MIR3687-2	1	1	1	0
ENSG00000264065	na	0	0	1	0
ENSG00000264066	na	2	0	0	0
ENSG00000264070	DND1P1	32	32	18	32
ENSG00000264078	na	0	1	0	0
ENSG00000264083	na	0	1	0	2
ENSG00000264091	na	1	0	2	0
ENSG00000264095	na	0	5	0	1
ENSG00000264099	MIR4803	0	0	0	1
ENSG00000264102	MIR4688	0	0	0	1
ENSG00000264103	na	1	0	0	0
ENSG00000264104	na	1	1	2	0
ENSG00000264107	na	8	3	14	5
ENSG00000264112	na	263	383	237	312
ENSG00000264113	RN7SL784P	1	0	0	0
ENSG00000264133	na	1	7	4	9
ENSG00000264134	na	1	1	0	1
