id	sym	Ishi_Dex_1	Ishi_Dex_2	Ishi_DMSO_1	Ishi_DMSO_2
ENSG00000249237	na	0	1	1	2
ENSG00000249239	na	0	2	0	1
ENSG00000249242	TMEM150C	103	97	109	99
ENSG00000249245	na	2	1	2	0
ENSG00000249249	na	6	1	0	2
ENSG00000249258	na	1	1	0	0
ENSG00000249264	EEF1A1P9	250	257	219	285
ENSG00000249267	LINC00939	2	0	1	3
ENSG00000249271	HNRNPA1P44	3	5	3	6
ENSG00000249274	PDLIM1P4	0	0	0	1
ENSG00000249275	na	0	1	0	1
ENSG00000249279	na	2	0	4	2
ENSG00000249286	AMD1P3	0	0	1	1
ENSG00000249306	LINC01411	1	1	0	0
ENSG00000249307	LINC01088	16	12	14	10
ENSG00000249309	na	0	0	0	1
ENSG00000249310	APOBEC3B-AS1	1	0	2	0
ENSG00000249326	na	0	1	0	1
ENSG00000249341	na	1	0	0	0
ENSG00000249346	LINC01016	5	5	5	2
ENSG00000249348	UGDH-AS1	80	57	83	79
ENSG00000249349	na	2	4	1	1
ENSG00000249352	na	1	1	1	3
ENSG00000249353	NPM1P27	2	2	3	4
ENSG00000249357	na	5	3	2	5
ENSG00000249359	na	1	0	0	0
ENSG00000249360	na	1	2	0	0
ENSG00000249363	na	1	1	1	5
ENSG00000249364	na	1	2	0	0
ENSG00000249365	na	0	0	1	0
ENSG00000249367	FABP5P12	0	1	0	0
ENSG00000249375	CASC11	0	2	1	0
ENSG00000249383	na	1	0	0	1
ENSG00000249392	na	1	0	0	0
ENSG00000249395	CASC9	1	0	0	0
ENSG00000249396	na	2	1	0	0
ENSG00000249406	na	1	0	0	0
ENSG00000249409	na	12	11	23	9
ENSG00000249421	ADAMTS19-AS1	6	11	3	4
ENSG00000249425	na	0	2	0	4
ENSG00000249429	na	1	0	3	0
ENSG00000249437	NAIP	41	31	44	48
ENSG00000249438	KRT18P45	1	1	0	0
ENSG00000249444	na	1	0	0	0
ENSG00000249456	na	28	19	29	42
ENSG00000249459	ZNF286B	73	49	60	57
ENSG00000249462	MLLT10P2	0	3	0	0
ENSG00000249464	LINC01091	4	6	4	6
ENSG00000249465	RBMXP4	3	4	0	3
ENSG00000249467	na	3	1	0	0
ENSG00000249471	ZNF324B	265	177	222	233
ENSG00000249476	na	10	8	13	13
ENSG00000249483	na	0	0	0	1
ENSG00000249484	LINC01470	3	0	1	2
ENSG00000249485	RBBP4P1	9	4	12	9
ENSG00000249489	GAPDHP70	7	17	9	9
ENSG00000249492	na	1	0	0	0
ENSG00000249493	ANKRD20A18P	0	1	0	0
ENSG00000249494	na	0	2	1	0
ENSG00000249500	LINC01179	2	0	0	2
ENSG00000249510	na	1	0	0	0
ENSG00000249526	na	1	1	2	2
ENSG00000249540	na	1	0	1	0
ENSG00000249541	na	0	0	1	0
ENSG00000249550	LINC01234	21	18	20	28
ENSG00000249558	RCC2P4	1	1	0	1
ENSG00000249565	SERBP1P5	6	6	7	7
ENSG00000249568	na	0	0	1	0
ENSG00000249572	na	9	11	6	21
ENSG00000249574	na	16	12	15	11
ENSG00000249584	na	0	0	1	0
ENSG00000249592	na	26	10	26	21
ENSG00000249593	na	0	1	1	2
ENSG00000249595	na	0	0	1	0
ENSG00000249602	na	11	15	16	18
ENSG00000249604	na	0	0	1	0
ENSG00000249614	na	36	23	39	27
ENSG00000249616	CCNB3P1	1	0	1	1
ENSG00000249617	na	1	1	0	1
ENSG00000249620	na	0	2	0	0
ENSG00000249626	na	0	0	2	1
ENSG00000249635	na	0	1	3	0
ENSG00000249637	na	2	10	8	5
ENSG00000249646	OR7E94P	1	0	1	2
ENSG00000249650	na	3	0	1	0
ENSG00000249655	na	2	5	4	6
ENSG00000249661	TNRC18P1	3	1	4	4
ENSG00000249666	na	0	1	1	1
ENSG00000249667	LINC01259	1	0	0	0
ENSG00000249669	MIR143HG	5	3	8	5
ENSG00000249673	NOP14-AS1	209	202	206	212
ENSG00000249675	na	3	0	0	0
ENSG00000249679	na	0	1	2	2
ENSG00000249684	na	14	13	13	14
ENSG00000249685	na	3	1	0	2
ENSG00000249693	THEGL	4	0	0	2
ENSG00000249699	na	6	6	6	3
ENSG00000249700	SRD5A3-AS1	14	5	7	5
ENSG00000249709	ZNF564	12	15	15	8
ENSG00000249710	na	0	0	1	0
ENSG00000249715	FER1L5	7	1	1	2
ENSG00000249731	na	155	99	189	115
ENSG00000249734	na	1	0	0	0
ENSG00000249736	na	0	0	1	0
ENSG00000249738	na	0	1	1	3
ENSG00000249745	HMGB1P28	0	0	1	0
ENSG00000249747	na	0	0	0	1
ENSG00000249751	ECSCR	7	4	3	3
ENSG00000249755	na	0	1	0	0
ENSG00000249768	HSPE1P10	0	1	0	0
ENSG00000249773	na	2	0	4	1
ENSG00000249776	na	0	1	0	0
ENSG00000249780	na	1	1	0	0
ENSG00000249786	EAF1-AS1	4	3	3	2
ENSG00000249790	na	46	29	53	53
ENSG00000249797	na	1	0	0	0
ENSG00000249803	na	3	0	0	1
ENSG00000249807	na	3	1	1	7
ENSG00000249815	na	1	0	0	0
ENSG00000249816	LINC00964	0	0	1	0
ENSG00000249825	na	1	1	0	0
ENSG00000249838	SUMO2P7	1	0	2	1
ENSG00000249840	GAPDHP76	1	0	0	0
ENSG00000249846	na	11	11	18	18
ENSG00000249849	na	2	0	3	1
ENSG00000249850	KRT18P31	5	1	2	2
ENSG00000249855	EEF1A1P19	110	112	100	133
ENSG00000249859	PVT1	163	103	118	108
ENSG00000249863	na	69	50	85	62
ENSG00000249884	RNF103-CHMP3	0	1	0	0
ENSG00000249885	ARHGEF38-IT1	0	0	0	1
ENSG00000249894	na	1	0	0	0
ENSG00000249896	na	3	3	5	4
ENSG00000249898	MCPH1-AS1	8	6	4	6
ENSG00000249906	na	0	0	1	0
ENSG00000249915	PDCD6	1390	1178	1211	1329
ENSG00000249920	HNRNPA1P55	10	7	7	2
ENSG00000249921	na	0	1	0	1
ENSG00000249930	na	1	0	0	0
ENSG00000249931	GOLGA8K	2	1	7	2
ENSG00000249934	na	1	0	0	0
ENSG00000249936	RAC1P2	1	0	1	0
ENSG00000249937	na	67	65	41	72
ENSG00000249947	XBP1P1	0	0	3	0
ENSG00000249948	GBA3	0	2	1	0
ENSG00000249955	na	1	0	0	0
ENSG00000249958	CCT7P2	1	0	0	0
ENSG00000249959	na	0	0	0	1
ENSG00000249961	CCDC79	3	1	1	3
ENSG00000249963	EEF1A1P20	0	0	0	1
ENSG00000249971	na	2	2	0	2
ENSG00000249986	YWHAQP6	0	1	0	0
ENSG00000249992	TMEM158	30	21	29	44
ENSG00000249993	BFSP2-AS1	1	0	0	0
ENSG00000249994	na	0	0	0	2
ENSG00000249996	na	7	2	5	10
ENSG00000250012	na	2	2	2	2
ENSG00000250017	na	1	0	1	0
ENSG00000250020	na	1	0	1	0
ENSG00000250030	na	0	0	1	0
ENSG00000250031	na	2	1	0	2
ENSG00000250033	SLC7A11-AS1	4	1	7	1
ENSG00000250041	na	5	3	2	2
ENSG00000250046	na	0	1	0	0
ENSG00000250049	na	1	0	0	0
ENSG00000250050	MTND4P9	8	7	14	6
ENSG00000250056	LINC01018	20	18	12	7
ENSG00000250057	na	0	2	0	1
ENSG00000250061	na	3	1	0	0
ENSG00000250067	YJEFN3	35	21	50	21
ENSG00000250069	na	2	0	1	5
ENSG00000250071	na	0	0	1	1
ENSG00000250072	na	0	0	0	1
ENSG00000250073	na	18	15	17	19
ENSG00000250075	na	4	3	0	2
ENSG00000250076	na	0	0	0	1
ENSG00000250080	na	0	0	1	0
ENSG00000250081	na	6	1	4	9
ENSG00000250091	DNAH10OS	6	5	15	9
ENSG00000250102	na	0	0	0	1
ENSG00000250120	PCDHA10	3	0	2	2
ENSG00000250122	na	0	0	1	6
ENSG00000250125	na	2	1	0	2
ENSG00000250127	na	6	1	6	8
ENSG00000250129	na	0	1	0	0
ENSG00000250130	na	1	1	3	4
ENSG00000250131	na	1	4	2	1
ENSG00000250132	na	80	73	52	65
ENSG00000250141	na	0	1	0	0
ENSG00000250144	na	39	26	39	43
ENSG00000250147	MORF4L2P1	1	0	2	0
ENSG00000250148	KRT8P31	8	8	11	11
ENSG00000250155	na	1	0	0	0
ENSG00000250166	na	0	2	0	0
ENSG00000250182	EEF1A1P13	209	218	188	220
ENSG00000250186	na	6	6	0	6
ENSG00000250194	na	1	0	0	3
ENSG00000250197	HMGN1P15	1	0	0	2
ENSG00000250198	na	5	6	4	8
ENSG00000250208	FZD10-AS1	2	0	0	3
ENSG00000250220	na	2	2	3	3
ENSG00000250221	KRT8P32	10	11	18	15
ENSG00000250222	na	3	9	5	7
ENSG00000250234	na	0	0	0	1
ENSG00000250237	na	1	0	3	2
ENSG00000250241	na	47	43	45	40
ENSG00000250251	PKD1P6	26	14	25	13
ENSG00000250258	na	0	0	1	0
ENSG00000250259	na	0	0	1	0
ENSG00000250260	na	0	0	2	0
ENSG00000250261	na	1	0	0	0
ENSG00000250266	na	1	0	0	1
ENSG00000250280	na	2	2	2	4
ENSG00000250284	na	0	0	0	1
ENSG00000250286	na	1	0	0	2
ENSG00000250290	na	2	1	0	0
ENSG00000250299	MRPS31P4	17	5	17	16
ENSG00000250303	na	2	0	0	8
ENSG00000250305	KIAA1456	5	3	4	3
ENSG00000250312	ZNF718	230	187	256	199
ENSG00000250317	SMIM20	551	609	506	607
ENSG00000250318	na	4	8	13	6
ENSG00000250320	na	0	2	0	1
ENSG00000250321	na	4	1	0	1
ENSG00000250326	na	8	9	13	8
ENSG00000250327	na	3	2	1	6
ENSG00000250328	na	0	0	1	0
ENSG00000250332	na	0	0	1	1
ENSG00000250334	LINC00989	1	0	0	1
ENSG00000250337	LINC01021	0	1	1	0
ENSG00000250346	EEF1GP2	1	2	0	5
ENSG00000250363	KRT18P21	3	1	1	0
ENSG00000250365	na	8	2	2	5
ENSG00000250366	TUNAR	383	363	202	203
ENSG00000250371	na	2	0	1	4
ENSG00000250381	UNC93B4	1	0	0	0
ENSG00000250385	na	1	0	0	1
ENSG00000250386	na	0	2	4	2
ENSG00000250387	na	0	0	0	1
ENSG00000250390	na	3	6	5	9
ENSG00000250397	na	10	3	5	3
ENSG00000250412	KLHL2P1	0	1	0	0
ENSG00000250420	AACSP1	4	0	1	8
ENSG00000250423	KIAA1210	9	11	6	11
ENSG00000250426	FTLP10	0	1	0	0
ENSG00000250427	na	2	2	5	0
ENSG00000250433	CLSTN2-AS1	1	0	0	0
ENSG00000250441	na	1	0	0	0
ENSG00000250444	CCT5P1	5	2	2	1
ENSG00000250447	na	1	0	0	0
ENSG00000250451	HOXC-AS1	0	0	1	1
ENSG00000250456	na	0	0	0	1
ENSG00000250461	na	1	0	0	0
ENSG00000250462	LRRC37BP1	237	241	266	254
ENSG00000250474	WBP1LP2	15	8	8	18
ENSG00000250479	CHCHD10	1292	1207	899	1359
ENSG00000250483	PPM1AP1	1	0	0	0
ENSG00000250490	na	1	1	1	0
ENSG00000250492	INTS6P1	1	0	1	3
ENSG00000250493	na	1	0	1	0
ENSG00000250497	na	3	4	10	7
ENSG00000250501	na	2	0	0	2
ENSG00000250504	KRT18P51	1	1	2	3
ENSG00000250506	CDK3	2	0	5	2
ENSG00000250508	na	0	0	2	1
ENSG00000250510	GPR162	183	184	128	166
ENSG00000250517	LDHAL6CP	0	1	0	0
ENSG00000250519	na	5	4	7	11
ENSG00000250522	na	0	0	2	1
ENSG00000250526	CCT6P2	4	1	0	3
ENSG00000250536	ABHD17AP3	1	0	0	1
ENSG00000250539	KRT8P33	53	55	32	44
ENSG00000250548	na	1	1	2	0
ENSG00000250562	RPL38P4	1	0	1	2
ENSG00000250564	na	0	0	0	1
ENSG00000250565	ATP6V1E2	224	212	204	209
ENSG00000250568	na	1	0	0	0
ENSG00000250569	NTAN1P2	4	2	2	3
ENSG00000250571	GLI4	45	52	53	65
ENSG00000250574	na	0	1	0	0
ENSG00000250575	na	0	0	0	1
ENSG00000250576	na	0	0	0	1
ENSG00000250577	na	0	2	0	0
ENSG00000250580	SNRPCP8	3	0	0	3
ENSG00000250583	na	1	0	0	0
ENSG00000250584	LINC01511	1	1	2	1
ENSG00000250591	PRSS3P1	5	5	3	11
ENSG00000250602	na	1	0	0	0
ENSG00000250606	na	25	28	26	51
ENSG00000250608	na	0	0	0	2
ENSG00000250613	na	0	0	0	3
ENSG00000250615	na	2	0	0	0
ENSG00000250616	na	29	22	16	20
ENSG00000250622	na	0	0	1	0
ENSG00000250626	na	0	0	1	0
ENSG00000250635	na	1	1	1	3
ENSG00000250644	na	0	1	3	0
ENSG00000250645	na	2	0	0	1
ENSG00000250673	na	0	0	0	1
ENSG00000250681	na	1	1	0	3
ENSG00000250685	na	0	0	1	0
ENSG00000250686	na	0	0	1	1
ENSG00000250697	na	2	0	1	0
ENSG00000250705	na	2	0	2	0
ENSG00000250706	na	0	0	0	1
ENSG00000250712	na	2	0	0	0
ENSG00000250714	na	8	2	8	7
ENSG00000250722	SEPP1	255	218	199	249
ENSG00000250726	na	0	0	3	0
ENSG00000250727	na	1	0	0	0
ENSG00000250731	TPM3P6	3	1	1	3
ENSG00000250734	na	0	0	1	1
ENSG00000250742	na	1	0	1	1
ENSG00000250746	na	4	7	2	5
ENSG00000250748	na	0	1	1	4
ENSG00000250751	na	1	0	0	0
ENSG00000250752	RPL23AP96	1	3	1	2
ENSG00000250753	na	0	1	0	0
ENSG00000250762	na	1	0	0	1
ENSG00000250764	na	1	0	0	0
ENSG00000250769	na	0	1	0	1
ENSG00000250770	na	2	0	0	0
ENSG00000250771	na	7	8	14	11
ENSG00000250777	na	0	1	0	0
ENSG00000250778	na	0	1	1	0
ENSG00000250782	na	0	1	0	0
ENSG00000250786	SNHG18	7	11	6	9
ENSG00000250787	HMGN1P17	2	0	0	1
ENSG00000250790	na	59	48	76	65
ENSG00000250796	na	1	0	0	0
ENSG00000250802	ZBED3-AS1	58	49	55	48
ENSG00000250826	HNRNPA3P13	0	0	1	0
ENSG00000250831	na	0	1	1	0
ENSG00000250842	na	1	0	0	0
ENSG00000250846	EPHA5-AS1	60	73	50	49
ENSG00000250850	na	1	0	0	0
ENSG00000250859	HNRNPKP1	5	4	6	7
ENSG00000250865	na	0	1	0	0
ENSG00000250874	na	2	1	1	0
ENSG00000250878	METTL21EP	1	2	1	0
ENSG00000250891	na	1	0	0	2
ENSG00000250893	na	1	0	0	0
ENSG00000250895	na	0	0	2	0
ENSG00000250896	RNPS1P1	4	2	3	3
ENSG00000250899	na	319	222	302	275
ENSG00000250900	na	2	3	1	5
ENSG00000250903	GMDS-AS1	43	29	37	47
ENSG00000250909	na	0	0	0	1
ENSG00000250910	na	1	0	3	0
ENSG00000250914	na	0	1	0	0
ENSG00000250917	na	23	22	31	26
ENSG00000250920	na	0	0	1	0
ENSG00000250927	MESTP3	0	1	0	0
ENSG00000250933	GAPDHP66	0	0	0	1
ENSG00000250934	na	1	1	1	0
ENSG00000250938	na	0	2	6	3
ENSG00000250945	na	0	1	1	0
ENSG00000250948	na	0	0	0	3
ENSG00000250950	na	0	0	1	0
ENSG00000250956	na	8	11	6	5
ENSG00000250959	GLUD1P3	37	24	36	37
ENSG00000250962	na	0	0	1	0
ENSG00000250966	na	9	7	5	3
ENSG00000250974	na	1	0	0	0
ENSG00000250977	na	0	0	1	0
ENSG00000250979	na	1	0	0	1
ENSG00000250980	na	1	0	0	0
ENSG00000250982	na	1186	861	910	1435
ENSG00000250986	na	29	17	19	16
ENSG00000250988	SNHG21	6	3	4	2
ENSG00000250995	na	11	6	7	6
ENSG00000250999	na	4	1	4	3
ENSG00000251000	na	2	1	1	3
ENSG00000251002	na	2	0	1	0
ENSG00000251003	ZFPM2-AS1	2	0	0	6
ENSG00000251013	GAPDHP62	1	1	1	1
ENSG00000251015	SLC25A30-AS1	1	0	0	0
ENSG00000251017	na	0	2	0	1
ENSG00000251018	HMMR-AS1	0	0	1	0
ENSG00000251022	THAP9-AS1	238	187	278	205
ENSG00000251023	na	2	1	3	4
ENSG00000251026	na	0	0	2	0
ENSG00000251031	na	0	0	0	1
ENSG00000251032	CUL1P1	1	0	0	0
ENSG00000251034	na	6	0	1	8
ENSG00000251046	ZNF969P	14	4	19	10
ENSG00000251048	na	0	0	0	1
ENSG00000251056	ANKRD20A17P	0	0	1	4
ENSG00000251062	na	4	1	1	6
ENSG00000251066	na	1	1	1	0
ENSG00000251072	na	1	1	0	1
ENSG00000251076	na	23	19	9	19
ENSG00000251079	BMS1P2	8	8	16	10
ENSG00000251085	na	0	0	1	1
ENSG00000251095	na	0	0	2	1
ENSG00000251102	CTBP2P4	9	2	3	6
ENSG00000251107	PDCD5P2	1	1	0	0
ENSG00000251108	YBX1P5	0	1	0	0
ENSG00000251118	na	5	1	0	1
ENSG00000251129	na	0	1	5	4
ENSG00000251131	na	1	0	0	1
ENSG00000251135	na	0	0	0	1
ENSG00000251136	na	23	28	22	24
ENSG00000251138	na	16	6	18	9
ENSG00000251141	na	64	27	46	38
ENSG00000251143	na	51	18	24	26
ENSG00000251152	na	4	0	0	1
ENSG00000251155	SEPT14P4	0	0	1	1
ENSG00000251161	na	15	8	23	15
ENSG00000251165	F11-AS1	10	7	8	9
ENSG00000251169	na	1	0	1	0
ENSG00000251172	na	0	2	0	2
ENSG00000251173	UCHL1-AS1	0	1	0	0
ENSG00000251176	na	1	1	1	1
ENSG00000251186	na	0	0	1	0
ENSG00000251187	na	0	0	0	2
ENSG00000251192	ZNF674	110	42	110	96
ENSG00000251196	na	0	0	0	1
ENSG00000251203	na	1	0	1	1
ENSG00000251206	na	0	1	0	0
ENSG00000251209	LINC00923	2	1	1	0
ENSG00000251210	na	0	1	0	0
ENSG00000251211	na	0	2	1	3
ENSG00000251221	LINC01337	3	0	4	3
ENSG00000251224	CNOT10-AS1	1	0	0	0
ENSG00000251229	na	1	0	1	0
ENSG00000251230	na	0	0	1	0
ENSG00000251235	SNRPCP2	0	1	0	1
ENSG00000251239	na	1	0	0	0
ENSG00000251247	ZNF345	65	42	76	75
ENSG00000251249	na	0	0	0	1
ENSG00000251259	na	5	8	0	8
ENSG00000251271	ALG1L7P	1	0	0	0
ENSG00000251279	na	1	2	0	0
ENSG00000251287	ALG1L2	1	0	0	1
ENSG00000251292	ERVH-1	2	1	0	0
ENSG00000251298	na	1	0	0	1
ENSG00000251301	na	1	0	0	0
ENSG00000251307	na	6	10	3	2
ENSG00000251309	na	0	0	1	0
ENSG00000251311	na	0	0	1	0
ENSG00000251314	na	0	0	1	0
ENSG00000251321	PCAT4	0	0	1	0
ENSG00000251322	SHANK3	490	329	471	497
ENSG00000251323	na	3	0	3	3
ENSG00000251330	na	1	1	0	3
ENSG00000251333	RTN3P1	0	0	1	1
ENSG00000251339	na	0	0	0	2
ENSG00000251348	HSPD1P11	0	0	0	1
ENSG00000251356	RAB5CP2	0	2	3	0
ENSG00000251359	WWC2-AS2	4	10	5	8
ENSG00000251360	KHDC1P1	0	0	1	0
ENSG00000251364	na	2	2	5	2
ENSG00000251369	ZNF550	146	117	167	140
ENSG00000251379	na	16	12	21	16
ENSG00000251381	LINC00958	227	203	238	217
ENSG00000251388	na	0	0	0	2
ENSG00000251396	LINC01301	10	14	6	5
ENSG00000251401	na	0	0	0	1
ENSG00000251402	FAM90A25P	1	0	0	0
ENSG00000251408	na	1	0	0	2
ENSG00000251409	na	1	0	0	0
ENSG00000251410	na	0	0	0	2
ENSG00000251411	na	4	4	2	1
ENSG00000251417	na	4	3	6	5
ENSG00000251429	na	1	0	2	1
ENSG00000251432	na	41	43	55	49
ENSG00000251434	na	0	1	0	1
ENSG00000251435	C1GALT1P2	0	0	1	0
ENSG00000251441	RTEL1P1	0	0	0	1
ENSG00000251442	LINC01094	21	22	12	16
ENSG00000251451	GTF2IP9	0	1	1	0
ENSG00000251453	HAUS1P1	0	0	1	0
ENSG00000251455	na	1	4	4	2
ENSG00000251456	na	0	2	0	0
ENSG00000251458	na	1	0	0	0
ENSG00000251463	FKBP4P1	2	1	0	1
ENSG00000251467	na	1	1	2	1
ENSG00000251470	ASNSP4	1	0	1	0
ENSG00000251474	RPL32P3	36	15	58	35
ENSG00000251478	na	6	5	9	4
ENSG00000251483	LYPLA1P2	0	0	0	2
ENSG00000251484	na	1	0	0	0
ENSG00000251485	na	3	0	1	3
ENSG00000251493	FOXD1	30	26	19	24
ENSG00000251495	PPIAP11	11	11	6	15
ENSG00000251504	LINC01099	1	0	1	0
ENSG00000251511	na	0	1	1	1
ENSG00000251513	na	1	0	0	1
ENSG00000251516	na	1	0	0	0
ENSG00000251517	na	0	1	0	1
ENSG00000251520	na	0	0	0	1
ENSG00000251521	IMPA1P	0	0	1	0
ENSG00000251527	na	0	1	0	0
ENSG00000251533	LINC00605	1	0	1	0
ENSG00000251536	na	2	2	2	5
ENSG00000251537	na	7	4	4	6
ENSG00000251550	na	0	0	2	2
ENSG00000251553	na	0	0	0	1
ENSG00000251555	na	2	2	2	1
ENSG00000251562	MALAT1	15588	7216	17111	17727
ENSG00000251563	IARS2P1	2	0	0	0
ENSG00000251576	LINC01267	0	1	0	0
ENSG00000251580	na	10	18	15	11
ENSG00000251583	na	1	0	0	0
ENSG00000251586	TET2-AS1	0	0	1	0
ENSG00000251593	MSNP1	2	1	2	1
ENSG00000251595	ABCA11P	35	22	41	30
ENSG00000251596	HADHAP1	2	3	0	6
ENSG00000251600	na	0	2	0	0
ENSG00000251602	na	161	123	128	109
ENSG00000251603	na	26	21	22	25
ENSG00000251604	LINC01385	1	0	0	0
ENSG00000251609	SETP12	2	4	3	3
ENSG00000251611	na	12	12	11	10
ENSG00000251615	na	11	5	10	4
ENSG00000251620	STPG2-AS1	3	3	5	3
ENSG00000251632	na	0	0	1	0
ENSG00000251633	GYG1P1	0	2	0	1
ENSG00000251634	na	0	0	1	1
ENSG00000251637	na	5	0	4	1
ENSG00000251648	na	0	0	1	0
ENSG00000251661	na	10	13	6	12
ENSG00000251664	PCDHA12	0	0	0	1
ENSG00000251666	ZNF346-IT1	2	1	4	3
ENSG00000251667	BRCC3P1	1	0	3	1
ENSG00000251669	FAM86EP	64	56	55	54
ENSG00000251680	na	2	0	0	0
ENSG00000251692	PTX4	3	0	0	0
ENSG00000251705	RNA5-8SP6	78	12	27	70
ENSG00000251721	na	0	0	1	0
ENSG00000251733	SCARNA8	1	0	1	0
ENSG00000251768	RNA5SP217	0	1	0	0
ENSG00000251774	RNU6-377P	0	2	0	0
ENSG00000251780	na	0	0	0	1
ENSG00000251791	SCARNA6	0	0	0	1
ENSG00000251795	na	1	2	10	2
ENSG00000251806	na	0	0	1	2
ENSG00000251815	SNORD116-26	0	1	0	0
ENSG00000251819	RNU6-322P	4	1	1	3
ENSG00000251821	RNU6-583P	1	0	0	0
ENSG00000251823	RNA5SP162	0	0	1	0
ENSG00000251827	na	0	0	1	0
ENSG00000251867	na	10	5	8	6
ENSG00000251893	na	0	0	0	1
ENSG00000251896	SNORD116-27	2	1	0	0
ENSG00000251934	RNU6-1143P	1	0	0	0
ENSG00000251969	na	1	1	0	1
ENSG00000251988	RNU4ATAC18P	0	0	0	1
ENSG00000252010	SCARNA5	1	1	0	2
ENSG00000252034	RNY4P37	1	0	0	0
ENSG00000252060	RNA5SP464	0	0	1	0
ENSG00000252062	RNU6-469P	0	1	0	0
ENSG00000252106	RNY3P15	0	1	0	0
ENSG00000252110	na	0	0	1	0
ENSG00000252113	RNU6-523P	0	0	0	1
ENSG00000252122	na	0	0	1	0
ENSG00000252123	na	0	0	1	0
ENSG00000252124	na	1	0	0	0
ENSG00000252128	na	0	0	0	2
ENSG00000252146	na	0	0	1	0
ENSG00000252147	RNY3P16	1	0	2	0
ENSG00000252150	na	2	1	1	0
ENSG00000252186	RNU6-781P	2	0	0	0
ENSG00000252192	na	1	1	0	0
ENSG00000252202	na	0	0	1	2
ENSG00000252212	RNU2-58P	0	0	0	1
ENSG00000252234	na	0	1	0	2
ENSG00000252262	RNA5SP61	0	0	1	0
ENSG00000252274	na	2	0	0	0
ENSG00000252295	na	2	0	0	0
ENSG00000252311	RNU1-103P	0	1	1	2
ENSG00000252349	na	1	1	0	0
ENSG00000252361	RNU6-118P	2	1	2	1
ENSG00000252376	RNA5SP395	0	0	1	0
ENSG00000252414	RNU6-100P	0	0	0	1
ENSG00000252427	na	1	0	0	0
ENSG00000252447	na	1	0	0	0
ENSG00000252451	RNA5SP168	0	0	2	0
ENSG00000252452	RNU6-107P	0	0	0	1
ENSG00000252456	RNA5SP434	1	0	0	0
ENSG00000252464	RN7SKP70	1	0	0	0
ENSG00000252481	SCARNA13	4	2	3	5
ENSG00000252486	na	0	0	1	0
ENSG00000252494	RNU6-126P	1	0	0	0
ENSG00000252496	RNA5SP33	1	0	0	1
ENSG00000252498	RNU6-1016P	2	1	3	3
ENSG00000252504	na	1	0	0	0
ENSG00000252515	RNU6-1171P	1	0	0	0
ENSG00000252516	RNA5SP82	1	0	0	0
ENSG00000252542	SNORD36C	0	0	0	1
ENSG00000252549	RNU6-759P	2	0	0	0
ENSG00000252577	SCARNA20	1	0	0	0
ENSG00000252584	na	1	0	0	0
ENSG00000252585	na	1	0	0	0
ENSG00000252614	RNU6-807P	1	1	0	0
ENSG00000252615	na	1	1	1	0
ENSG00000252616	na	0	0	1	0
ENSG00000252620	RNU6ATAC24P	0	0	1	0
ENSG00000252622	RNU6-881P	0	0	1	0
ENSG00000252624	RNA5SP409	0	0	0	1
ENSG00000252637	RNA5SP268	0	0	1	1
ENSG00000252639	RNU2-24P	1	0	0	2
ENSG00000252643	RNU6-1136P	3	1	0	0
ENSG00000252658	RNU6-786P	0	1	0	0
ENSG00000252670	na	0	0	1	0
ENSG00000252690	SCARNA15	9	8	16	9
ENSG00000252746	RNU6-273P	0	0	1	0
ENSG00000252759	na	3	1	0	0
ENSG00000252779	RNU6-182P	0	0	1	0
ENSG00000252782	RNU6-341P	0	0	1	0
ENSG00000252787	na	0	0	1	0
ENSG00000252817	na	1	0	0	1
ENSG00000252835	SCARNA21	4	0	0	0
ENSG00000252838	na	1	0	0	1
ENSG00000252855	na	0	1	1	0
ENSG00000252874	na	0	1	2	0
ENSG00000252906	SCARNA3	0	0	0	1
ENSG00000252908	RNU6-1003P	0	0	0	1
ENSG00000252921	na	0	0	1	0
ENSG00000252940	na	0	1	0	0
ENSG00000252941	RNA5SP340	1	0	0	0
ENSG00000252947	SCARNA1	0	0	0	1
ENSG00000252965	na	2	2	2	8
ENSG00000252994	RNU6-1231P	0	0	1	0
ENSG00000252995	RNU6-667P	1	0	0	0
ENSG00000252996	RNU6-1315P	1	0	0	1
ENSG00000253013	na	0	0	0	1
ENSG00000253045	na	0	0	0	1
ENSG00000253047	na	1	0	1	0
ENSG00000253057	RN7SKP57	1	0	0	0
ENSG00000253079	NRON	0	0	0	1
ENSG00000253092	na	1	0	3	0
ENSG00000253102	na	8	6	3	7
ENSG00000253103	LINC01609	0	0	0	1
ENSG00000253106	na	87	57	80	54
ENSG00000253114	na	0	0	0	1
ENSG00000253119	HNRNPA3P7	0	2	0	1
ENSG00000253123	na	0	0	1	0
ENSG00000253125	na	2	1	0	0
ENSG00000253130	na	0	0	0	1
ENSG00000253133	na	0	4	0	1
ENSG00000253138	LINC00967	1	0	0	1
ENSG00000253141	na	8	11	5	7
ENSG00000253144	na	3	1	1	0
ENSG00000253153	na	2	2	0	1
ENSG00000253159	PCDHGA12	3	2	3	2
ENSG00000253167	KIAA0196-AS1	0	0	0	2
ENSG00000253168	na	0	2	0	0
ENSG00000253173	na	3	5	7	8
ENSG00000253174	na	1	0	0	0
ENSG00000253175	na	0	1	0	0
ENSG00000253176	na	1	0	0	0
ENSG00000253180	na	0	0	1	1
ENSG00000253181	na	6	5	0	3
ENSG00000253183	na	5	1	2	5
