id	sym	C1	C2	C3	C4	BPA_1	BPA_2	BPA_3	BPA_4
ENSMUSG00000074136	4930513N10Rik	41	31	25	38	40	54	45	47
ENSMUSG00000074139	1700057G04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000074141	Il4i1	3	4	0	0	1	3	2	1
ENSMUSG00000074151	Nlrc5	27	24	12	11	25	21	32	30
ENSMUSG00000074155	Klk5	0	0	0	0	0	0	1	0
ENSMUSG00000074164	Vmn2r-ps54	4	1	3	7	3	1	4	2
ENSMUSG00000074165	Zfp788	1586	1515	1292	1165	1615	2041	1862	1679
ENSMUSG00000074166	AW146154	231	262	203	151	265	349	262	302
ENSMUSG00000074170	Plekhf1	121	60	75	47	86	100	131	100
ENSMUSG00000074178	Gm10638	16	9	7	9	18	18	18	19
ENSMUSG00000074179	Gm10639	14	3	4	1	6	6	4	4
ENSMUSG00000074182	Znhit6	658	596	473	445	692	984	816	773
ENSMUSG00000074183	Gsta1	12	5	0	0	2	1	0	1
ENSMUSG00000074194	Zfp791	285	277	194	169	309	417	306	339
ENSMUSG00000074195	Clca4b	0	0	0	0	0	0	0	0
ENSMUSG00000074196	Clca4c-ps	0	0	0	0	0	0	1	0
ENSMUSG00000074199	Krtdap	0	0	0	0	0	0	0	0
ENSMUSG00000074207	Adh1	3	29	1	8	3	8	13	6
ENSMUSG00000074211	Sdhaf1	361	374	328	258	463	526	408	364
ENSMUSG00000074212	Dnajb14	2508	2146	1903	1665	2570	3495	2601	2866
ENSMUSG00000074217	2210011C24Rik	1	3	1	2	2	2	0	4
ENSMUSG00000074218	Cox7a1	21	18	10	9	19	15	13	14
ENSMUSG00000074220	Zfp382	740	605	542	447	743	927	808	719
ENSMUSG00000074221	Zfp568	212	150	140	113	204	234	231	180
ENSMUSG00000074227	Spint2	236	376	165	130	214	244	325	230
ENSMUSG00000074235	Gm10649	48	30	26	36	52	62	42	44
ENSMUSG00000074238	Ap1ar	5072	4605	3815	3739	5579	7521	5688	5636
ENSMUSG00000074240	Cib3	0	0	0	0	0	2	1	0
ENSMUSG00000074247	Dda1	990	872	806	677	1159	1463	1144	1140
ENSMUSG00000074248	4930432M17Rik	0	0	0	0	0	0	0	0
ENSMUSG00000074250	Gm10653	6	7	10	2	8	8	4	6
ENSMUSG00000074254	Cyp2a4	0	1	0	0	0	0	1	0
ENSMUSG00000074259	Gramd2	60	36	23	30	41	52	44	39
ENSMUSG00000074261	Erich4	5	1	3	0	2	1	3	6
ENSMUSG00000074264	Amy1	133	117	104	76	154	158	146	107
ENSMUSG00000074268	Amy2a5	1	1	7	0	4	9	2	6
ENSMUSG00000074269	Rec114	5	8	6	7	9	10	8	9
ENSMUSG00000074272	Ceacam1	222	262	187	139	251	272	271	253
ENSMUSG00000074274	D930028M14Rik	6	2	2	0	2	4	3	2
ENSMUSG00000074277	Phldb3	2	4	0	2	3	0	4	2
ENSMUSG00000074281	Gm12522	53	49	52	38	49	74	66	53
ENSMUSG00000074282	Zfp94	134	145	108	99	193	233	144	167
ENSMUSG00000074283	Zfp109	472	407	344	320	457	646	466	503
ENSMUSG00000074284	Gm10658	13	16	17	11	10	14	16	15
ENSMUSG00000074289	Vmn1r173	0	0	0	0	0	0	0	0
ENSMUSG00000074291	Vmn1r168	0	0	0	0	0	0	0	0
ENSMUSG00000074300	BC030870	2	1	1	0	1	2	2	2
ENSMUSG00000074305	Peak1	6855	6036	5194	4450	7241	8994	7013	6558
ENSMUSG00000074311	Vmn1r139	0	0	0	0	0	0	0	0
ENSMUSG00000074322	Vmn1r132	2	0	0	0	0	0	0	2
ENSMUSG00000074336	Apoc4	0	0	0	0	0	0	0	0
ENSMUSG00000074340	Ovgp1	69	88	48	42	76	73	68	55
ENSMUSG00000074342	I830077J02Rik	15	23	16	17	17	25	22	9
ENSMUSG00000074343	Gldnos	0	0	0	0	0	0	0	0
ENSMUSG00000074344	Tmigd3	9	2	2	1	3	3	2	3
ENSMUSG00000074345	Tnfaip8l3	1895	1583	1487	1355	2073	2447	1777	1874
ENSMUSG00000074346	Kcnd3os	21	22	17	10	29	26	19	19
ENSMUSG00000074354	Arhgap20os	22	19	7	7	8	17	21	12
ENSMUSG00000074358	Ccdc61	154	155	110	107	180	235	154	197
ENSMUSG00000074359	Psg23	0	0	0	0	0	0	0	0
ENSMUSG00000074361	C5ar2	38	55	40	29	40	72	40	64
ENSMUSG00000074364	Ehd2	211	269	170	145	259	298	300	256
ENSMUSG00000074365	Crxos	0	1	0	0	1	2	1	0
ENSMUSG00000074366	Obox5	0	0	0	0	0	0	0	0
ENSMUSG00000074369	Obox2	0	0	0	0	0	0	0	0
ENSMUSG00000074375	Sult2a3	0	0	0	0	0	0	0	0
ENSMUSG00000074377	Sult2a4	0	0	0	0	0	0	0	0
ENSMUSG00000074378	Bsph1	1	0	0	0	0	0	0	0
ENSMUSG00000074384	AI429214	101	116	84	76	99	160	130	144
ENSMUSG00000074385	Gm10684	0	0	0	0	0	0	2	1
ENSMUSG00000074388	Gm5544	1	0	0	0	3	1	0	1
ENSMUSG00000074397	Foxr1	0	0	0	0	0	0	2	0
ENSMUSG00000074398	Gm15441	3	2	0	0	0	2	2	0
ENSMUSG00000074401	Vmn1r59	0	0	0	0	0	0	0	0
ENSMUSG00000074402	Vmn1r55	0	0	0	0	0	0	0	0
ENSMUSG00000074403	Hist2h3b	30	30	26	35	36	51	33	38
ENSMUSG00000074405	Zfp865	637	571	561	414	781	877	699	713
ENSMUSG00000074406	Zfp628	334	347	327	244	428	465	342	342
ENSMUSG00000074417	Gm14548	0	0	0	0	0	0	0	0
ENSMUSG00000074424	Gm10696	0	2	0	0	0	0	0	0
ENSMUSG00000074433	Lce3e	0	0	0	0	0	0	0	0
ENSMUSG00000074435	Smcp	0	0	0	0	0	0	0	0
ENSMUSG00000074439	Defa5	0	0	0	0	0	0	0	0
ENSMUSG00000074440	Defa3	0	0	0	1	0	0	0	0
ENSMUSG00000074441	Gm15292	0	0	0	0	0	1	0	0
ENSMUSG00000074443	Defa22	0	0	0	0	0	0	0	0
ENSMUSG00000074445	Sprr2a3	0	1	1	1	0	1	0	1
ENSMUSG00000074446	Defa23	0	0	0	0	0	0	0	0
ENSMUSG00000074447	Defa21	0	0	0	0	0	0	0	0
ENSMUSG00000074448	Gm5615	0	0	0	0	0	1	0	0
ENSMUSG00000074449	Gm15319	39	41	21	11	24	35	29	30
ENSMUSG00000074452	Pate2	14	13	7	10	7	12	11	12
ENSMUSG00000074454	Defb33	0	0	0	0	0	0	0	0
ENSMUSG00000074457	S100a16	441	363	288	260	514	506	401	428
ENSMUSG00000074466	Gm15417	42	39	28	21	53	43	67	37
ENSMUSG00000074469	Gm15348	0	7	0	1	0	0	2	1
ENSMUSG00000074472	Zfp872	4	3	2	0	0	2	0	5
ENSMUSG00000074476	Spc24	32	31	17	19	19	40	24	32
ENSMUSG00000074480	Mex3a	219	195	197	143	258	316	272	195
ENSMUSG00000074483	Bglap	0	0	1	0	0	0	0	0
ENSMUSG00000074486	Bglap2	0	1	1	0	2	0	0	1
ENSMUSG00000074489	Bglap3	6	3	2	0	1	0	3	1
ENSMUSG00000074491	Clec4g	0	2	2	0	0	0	1	0
ENSMUSG00000074497	A430078G23Rik	2	1	0	2	1	0	0	1
ENSMUSG00000074500	Zfp558	172	101	117	68	144	169	138	156
ENSMUSG00000074502	Ubtfl1	0	0	0	0	0	0	0	0
ENSMUSG00000074505	Fat3	5535	4405	3921	3175	4371	6319	5254	5357
ENSMUSG00000074513	Arfip1	936	919	730	649	1015	1296	1041	1008
ENSMUSG00000074521	Gm14327	120	107	115	77	149	155	131	136
ENSMUSG00000074527	Gm14296	0	0	0	0	0	0	0	0
ENSMUSG00000074555	Gm10714	5	7	1	3	3	1	3	2
ENSMUSG00000074569	Gcnt7	8	12	2	7	5	2	4	9
ENSMUSG00000074570	Cass4	28	36	20	17	43	29	17	25
ENSMUSG00000074575	Kcng1	737	751	804	438	1131	1198	899	913
ENSMUSG00000074576	Mocs3	169	142	97	122	202	192	173	182
ENSMUSG00000074577	Fam65c	2	1	2	1	3	4	3	1
ENSMUSG00000074578	Zfas1	201	193	140	153	244	264	193	216
ENSMUSG00000074579	Lekr1	188	133	114	140	183	208	165	187
ENSMUSG00000074580	4931440P22Rik	8	9	11	1	10	15	14	19
ENSMUSG00000074582	Arfgef2	4257	3877	3234	2746	4272	5512	4438	4334
ENSMUSG00000074591	Ankub1	69	63	29	35	61	64	42	35
ENSMUSG00000074593	Spint5	0	0	0	0	0	0	0	0
ENSMUSG00000074594	Wfdc9	0	1	0	0	0	0	0	0
ENSMUSG00000074595	Wfdc6a	0	3	0	0	0	1	0	2
ENSMUSG00000074596	Spint3	0	0	0	0	0	0	0	0
ENSMUSG00000074604	Mgst2	1	1	0	0	1	0	0	1
ENSMUSG00000074607	Tox2	540	438	396	335	546	618	471	603
ENSMUSG00000074619	1700034I23Rik	7	4	2	2	2	5	2	4
ENSMUSG00000074620	Gm10731	3	3	2	0	3	2	1	1
ENSMUSG00000074622	Mafb	661	521	444	408	626	687	618	588
ENSMUSG00000074623	Gm826	3	1	2	1	3	3	4	0
ENSMUSG00000074625	Arhgap40	1	2	1	0	2	5	2	7
ENSMUSG00000074627	Mroh8	11	13	10	7	18	20	9	12
ENSMUSG00000074628	Tldc2	1	1	0	2	0	0	1	0
ENSMUSG00000074635	3110070M22Rik	38	19	32	26	36	39	44	24
ENSMUSG00000074637	Sox2	2512	2398	1853	1614	2988	3411	2559	2466
ENSMUSG00000074639	BC089597	0	1	0	5	0	0	0	1
ENSMUSG00000074643	Cpne1	1384	1218	929	797	1412	1612	1395	1371
ENSMUSG00000074646	6430550D23Rik	23	14	9	10	21	24	14	14
ENSMUSG00000074647	Fam83c	2	4	3	5	11	7	6	7
ENSMUSG00000074649	BC029722	895	767	612	542	1036	1093	895	868
ENSMUSG00000074651	Mcidas	7	8	4	5	5	10	5	8
ENSMUSG00000074652	Myh7b	280	217	196	156	261	361	326	279
ENSMUSG00000074653	Lrrc31	1	3	0	4	1	4	4	0
ENSMUSG00000074655	Gm1527	0	0	0	0	0	0	0	0
ENSMUSG00000074656	Eif2s2	3156	3028	2551	2329	3634	4629	3563	3548
ENSMUSG00000074657	Kif5a	113492	94930	83993	67290	122356	146653	113747	113516
ENSMUSG00000074665	Bpifb4	0	0	0	0	0	0	0	0
ENSMUSG00000074671	Tspyl3	960	911	804	642	1038	1309	1189	1060
ENSMUSG00000074673	Ttll9	20	31	11	12	22	25	15	26
ENSMUSG00000074676	Foxs1	5	7	10	7	12	6	5	10
ENSMUSG00000074678	Defb25	0	0	0	0	0	0	0	0
ENSMUSG00000074679	Defb28	0	0	0	0	0	0	0	0
ENSMUSG00000074680	Defb26	0	0	0	0	0	0	0	0
ENSMUSG00000074681	Defb23	0	0	0	1	0	1	0	0
ENSMUSG00000074682	Zcchc3	312	339	282	222	408	464	401	341
ENSMUSG00000074695	Il22	0	0	0	0	1	0	0	0
ENSMUSG00000074698	Csnk2a1	4321	4251	3425	3050	4686	5486	4625	4736
ENSMUSG00000074704	Rad21l	52	43	47	30	61	44	47	52
ENSMUSG00000074715	Ccl28	147	153	225	193	256	287	299	214
ENSMUSG00000074731	Zfp345	5	9	5	3	2	7	2	4
ENSMUSG00000074733	Zfp950	1570	1346	995	823	1306	1610	1172	1419
ENSMUSG00000074734	4933416C03Rik	1	1	1	0	0	1	0	1
ENSMUSG00000074736	Syndig1	677	713	583	534	864	954	893	754
ENSMUSG00000074743	Thbd	672	567	355	380	586	670	840	523
ENSMUSG00000074746	Pdzd8	6006	5484	4740	3957	6606	8035	6807	6394
ENSMUSG00000074748	Atxn7l3b	7343	6562	5989	5005	8074	9178	7738	8093
ENSMUSG00000074749	Kiz	657	693	560	482	791	988	756	750
ENSMUSG00000074753	Gm14092	2	4	1	0	2	4	1	1
ENSMUSG00000074754	Gm561	182	208	132	187	237	261	203	203
ENSMUSG00000074758	Gm5535	12	9	13	5	14	13	14	8
ENSMUSG00000074764	Sel1l2	0	0	0	0	0	1	0	0
ENSMUSG00000074766	Ism1	257	274	261	223	305	399	334	314
ENSMUSG00000074768	Bhmt	4	26	1	1	3	0	11	1
ENSMUSG00000074771	Ankef1	57	35	29	39	33	45	38	38
ENSMUSG00000074776	Gm10754	146	101	118	108	115	208	138	172
ENSMUSG00000074781	Ube2n	9835	9287	7743	6887	11054	12415	11090	10997
ENSMUSG00000074782	4833422C13Rik	273	249	209	209	311	334	340	219
ENSMUSG00000074783	AU019990	0	0	0	0	0	2	0	0
ENSMUSG00000074785	Plxnc1	3657	2997	2741	2655	3768	4518	3420	3932
ENSMUSG00000074793	Hspa12b	118	130	87	84	128	174	179	120
ENSMUSG00000074794	Arrdc3	2310	1990	1873	1514	2376	3026	2487	3576
ENSMUSG00000074796	Slc4a11	13	19	10	7	17	25	21	15
ENSMUSG00000074797	Itpa	998	921	737	629	1076	1275	957	1054
ENSMUSG00000074802	Gas2l3	148	143	93	100	141	170	122	126
ENSMUSG00000074804	AU015228	22	15	19	8	36	24	23	20
ENSMUSG00000074805	Il1bos	5	2	1	0	5	2	0	3
ENSMUSG00000074811	Hps6	162	159	140	88	202	235	191	188
ENSMUSG00000074812	Spdye4c	0	0	0	0	0	1	0	1
ENSMUSG00000074813	Gm14005	3	11	3	5	6	7	8	9
ENSMUSG00000074817	Papolb	19	22	24	10	20	27	30	30
ENSMUSG00000074818	Pdzd7	95	87	66	56	81	112	73	127
ENSMUSG00000074824	Rslcan18	73	47	41	44	77	72	65	74
ENSMUSG00000074825	Itpripl1	67	131	39	42	67	75	98	48
ENSMUSG00000074826	Gm10767	341	292	242	176	329	385	272	288
ENSMUSG00000074829	2010315B03Rik	590	565	435	452	671	763	561	717
ENSMUSG00000074832	2410141K09Rik	0	0	0	0	0	0	0	0
ENSMUSG00000074849	Spata31d1c	0	2	0	0	0	1	0	0
ENSMUSG00000074852	Hpse2	2	7	1	0	3	3	0	2
ENSMUSG00000074862	BC025920	136	137	110	94	149	182	154	170
ENSMUSG00000074865	Zfp934	232	162	122	116	185	263	237	236
ENSMUSG00000074867	Zfp808	98	93	75	72	108	120	92	89
ENSMUSG00000074870	Cts3	0	0	0	0	0	0	0	0
ENSMUSG00000074871	Ctsm	0	0	0	0	0	0	0	0
ENSMUSG00000074872	Ctxn2	255	212	176	162	240	364	236	293
ENSMUSG00000074874	Ctla2b	26	31	29	16	27	36	38	48
ENSMUSG00000074876	Spata5l1	16	14	13	7	16	20	12	22
ENSMUSG00000074881	Mageb3	3	6	0	0	4	3	3	2
ENSMUSG00000074882	Cyp2c68	0	0	0	0	0	0	1	0
ENSMUSG00000074884	Serf2	1087	1007	813	692	1244	1307	1070	1215
ENSMUSG00000074885	Gm10782	0	0	0	0	0	0	0	0
ENSMUSG00000074886	Grk6	1702	1516	1463	1061	1931	2482	1956	1861
ENSMUSG00000074887	EU599041	1	2	1	2	5	1	1	1
ENSMUSG00000074890	Lcmt2	157	160	128	100	208	214	151	188
ENSMUSG00000074892	B3galt5	2669	2883	2230	2035	3236	3918	3212	3213
ENSMUSG00000074895	Eif4e1b	0	0	0	0	0	0	0	0
ENSMUSG00000074896	Ifit3	356	399	240	259	476	559	638	625
ENSMUSG00000074909	Ranbp6	2703	2579	2101	1868	2783	3501	2915	3062
ENSMUSG00000074912	Gm14207	1	1	0	0	6	4	3	1
ENSMUSG00000074913	Gm815	0	0	0	0	0	1	1	0
ENSMUSG00000074916	Chst14	34	34	23	20	35	34	39	40
ENSMUSG00000074918	Inafm2	2683	2552	2205	1857	3037	3610	3068	2904
ENSMUSG00000074919	Gm10787	0	0	0	0	0	1	1	1
ENSMUSG00000074922	Fam122a	831	896	780	584	1017	1200	983	1010
ENSMUSG00000074923	Pak6	2176	2116	1868	1293	2630	3271	2955	2300
ENSMUSG00000074925	Ptar1	478	480	339	334	487	602	441	506
ENSMUSG00000074928	Krtap14	0	0	0	0	0	0	0	0
ENSMUSG00000074934	Grem1	123	105	117	89	167	197	137	151
ENSMUSG00000074939	Chrm5	125	101	116	84	139	191	101	137
ENSMUSG00000074945	Olfr1314	0	0	0	0	0	0	0	0
ENSMUSG00000074946	Olfr1313	0	0	0	0	0	0	0	0
ENSMUSG00000074947	Olfr1312	0	0	0	0	0	0	0	0
ENSMUSG00000074951	Olfr1309	0	0	0	0	0	0	0	0
ENSMUSG00000074952	Olfr1308	0	0	0	0	0	0	0	0
ENSMUSG00000074955	Olfr1305	0	0	0	0	0	0	0	0
ENSMUSG00000074965	Olfr1277	0	0	0	0	0	0	0	0
ENSMUSG00000074966	Olfr1275	0	0	0	0	0	0	0	0
ENSMUSG00000074968	Ano3	10451	9778	8384	7563	11814	14482	10883	11992
ENSMUSG00000074971	Fibin	95	76	48	29	80	73	109	78
ENSMUSG00000074987	Wt1os	0	0	0	0	0	0	0	0
ENSMUSG00000074991	Gabrr3	2	2	1	1	0	0	1	0
ENSMUSG00000074994	Qser1	1476	1333	1161	869	1440	1892	1618	1574
ENSMUSG00000074995	Olfr201	0	0	0	0	0	0	0	0
ENSMUSG00000074996	Olfr199	0	0	0	0	0	0	0	0
ENSMUSG00000074997	Pin1rt1	9	12	14	4	16	17	13	6
ENSMUSG00000075000	Nrbf2	1003	922	839	738	1147	1445	1101	1174
ENSMUSG00000075002	Gm813	0	0	1	0	0	1	0	1
ENSMUSG00000075010	AW112010	36	35	26	28	28	42	35	35
ENSMUSG00000075012	Fjx1	779	820	622	591	1050	1057	936	892
ENSMUSG00000075023	Accsl	5	3	2	2	2	5	3	1
ENSMUSG00000075025	Gm10804	0	3	0	0	0	1	0	0
ENSMUSG00000075027	4631405J19Rik	0	6	0	0	1	1	1	1
ENSMUSG00000075028	Prdm11	89	76	51	47	83	93	82	76
ENSMUSG00000075031	Hist1h2bb	7	4	10	2	8	10	7	11
ENSMUSG00000075033	Nxpe3	1433	1288	1175	991	1530	1880	1570	1434
ENSMUSG00000075040	Zfp408	275	278	209	179	311	350	326	297
ENSMUSG00000075042	4930431P03Rik	2	0	3	0	0	0	3	2
ENSMUSG00000075044	Slc22a29	0	0	1	0	1	0	1	1
ENSMUSG00000075045	Gm4981	0	0	2	0	0	1	0	1
ENSMUSG00000075054	Yae1d1	1388	1203	955	839	1387	1630	1358	1433
ENSMUSG00000075061	Olfr1272	0	0	0	0	0	0	0	0
ENSMUSG00000075062	Olfr1271	0	0	0	0	0	0	0	0
ENSMUSG00000075063	Olfr142	0	0	0	0	0	0	0	0
ENSMUSG00000075064	Olfr1506	0	0	0	0	0	0	0	0
ENSMUSG00000075065	Olfr1270	0	0	0	0	0	0	0	0
ENSMUSG00000075066	Olfr32	0	0	0	0	0	0	0	0
ENSMUSG00000075067	Olfr1269	1	0	0	0	0	0	0	0
ENSMUSG00000075068	Olfr140	0	0	0	0	0	0	0	0
ENSMUSG00000075069	Olfr1264	0	0	0	0	0	0	0	0
ENSMUSG00000075070	4932412D23Rik	4	1	3	0	0	0	1	1
ENSMUSG00000075072	Olfr48	0	0	0	0	0	0	0	0
ENSMUSG00000075073	Olfr1256	0	0	0	0	0	0	0	0
ENSMUSG00000075074	Olfr1254	0	0	0	0	0	0	0	0
ENSMUSG00000075075	Olfr1253	0	0	0	0	0	0	0	0
ENSMUSG00000075078	Olfr1250	0	0	0	0	0	0	0	0
ENSMUSG00000075079	Olfr1249	0	0	0	0	0	0	0	0
ENSMUSG00000075081	Olfr1247	0	0	0	0	0	0	0	0
ENSMUSG00000075084	Olfr1243	0	0	0	0	0	0	0	0
ENSMUSG00000075085	Olfr1242	0	0	0	0	0	0	0	0
ENSMUSG00000075086	Olfr1241	0	0	0	0	0	0	0	0
ENSMUSG00000075088	Olfr1239	0	0	0	0	0	0	0	0
ENSMUSG00000075089	Olfr1238	0	0	0	0	0	0	0	0
ENSMUSG00000075090	Olfr1234	0	0	0	0	0	0	0	0
ENSMUSG00000075091	Olfr1233	0	0	0	0	0	0	0	0
ENSMUSG00000075092	Olfr1232	0	0	0	0	0	0	0	0
ENSMUSG00000075093	Olfr1231	0	0	0	0	0	0	0	0
ENSMUSG00000075094	Olfr1230	0	0	0	0	0	0	0	0
ENSMUSG00000075095	Olfr1229	0	0	0	0	0	0	0	0
ENSMUSG00000075097	Olfr1226	0	0	0	0	0	0	0	0
ENSMUSG00000075100	Olfr1223	0	0	0	1	0	0	0	0
ENSMUSG00000075101	Olfr1222	0	0	0	0	0	0	0	0
ENSMUSG00000075102	Olfr1221	0	0	0	0	0	0	0	0
ENSMUSG00000075104	Olfr1219	1	0	0	0	0	0	0	0
ENSMUSG00000075105	Olfr1218	0	0	0	0	0	0	0	0
ENSMUSG00000075107	Olfr1216	0	0	0	0	0	0	0	0
ENSMUSG00000075110	Olfr1214	0	0	0	0	0	0	0	0
ENSMUSG00000075112	Olfr1211	0	0	0	0	0	0	0	0
ENSMUSG00000075113	Olfr1209	0	0	0	0	0	0	0	0
ENSMUSG00000075114	Olfr1208	0	0	0	0	0	0	0	0
ENSMUSG00000075115	Olfr1200	0	0	0	0	0	0	0	0
ENSMUSG00000075117	Olfr1198	0	0	0	0	0	0	0	0
ENSMUSG00000075119	Olfr1197	0	0	0	0	0	0	0	0
ENSMUSG00000075120	Olfr1196	0	0	0	0	0	0	0	0
ENSMUSG00000075121	Olfr1195	0	0	0	0	0	1	0	0
ENSMUSG00000075122	Cd80	7	5	3	6	14	4	8	7
ENSMUSG00000075124	Olfr1182	0	0	0	0	0	0	0	0
ENSMUSG00000075125	Olfr1181	0	0	0	0	0	0	0	0
ENSMUSG00000075126	Olfr1180	0	0	0	0	0	0	0	0
ENSMUSG00000075127	Olfr1179	0	0	0	0	0	0	0	0
ENSMUSG00000075132	Olfr1173	0	0	0	1	0	0	0	0
ENSMUSG00000075133	Olfr1170	0	0	0	0	0	0	0	0
ENSMUSG00000075136	Olfr1164	0	0	0	0	0	0	0	0
ENSMUSG00000075137	Olfr1163	0	0	0	0	0	0	0	0
ENSMUSG00000075139	Olfr1162	0	0	0	0	0	0	0	1
ENSMUSG00000075140	Olfr73	0	0	0	0	0	0	0	0
ENSMUSG00000075141	Olfr1160	0	0	0	0	0	0	0	0
ENSMUSG00000075142	Olfr74	0	0	0	0	0	0	0	0
ENSMUSG00000075143	Olfr1157	0	0	0	0	0	0	0	0
ENSMUSG00000075144	Olfr1156	0	0	0	0	0	1	0	0
ENSMUSG00000075145	Olfr1155	0	0	0	0	0	0	0	0
ENSMUSG00000075146	Olfr1154	0	0	0	0	0	0	0	0
ENSMUSG00000075148	Olfr1141	0	0	0	0	0	0	0	0
ENSMUSG00000075149	Olfr1138	0	0	0	0	0	0	0	0
ENSMUSG00000075150	Olfr1137	0	0	0	0	0	0	0	0
ENSMUSG00000075151	Olfr1136	0	0	0	0	0	0	0	0
ENSMUSG00000075153	Olfr1135	0	0	0	0	0	0	0	0
ENSMUSG00000075154	Olfr1134	0	0	0	0	0	0	0	0
ENSMUSG00000075155	Olfr1133	0	0	0	0	0	0	0	0
ENSMUSG00000075156	Olfr1128	1	0	0	0	0	0	0	0
ENSMUSG00000075158	Olfr1111	0	0	0	0	0	0	0	0
ENSMUSG00000075159	Olfr1110	0	0	0	0	0	0	0	0
ENSMUSG00000075160	Olfr259	0	0	0	0	0	0	0	0
ENSMUSG00000075161	Olfr1109	0	0	0	0	0	0	0	0
ENSMUSG00000075163	Olfr1107	0	0	0	0	0	0	0	0
ENSMUSG00000075164	Olfr1106	0	0	0	0	0	0	0	0
ENSMUSG00000075165	Olfr1105	0	0	0	0	0	0	0	0
ENSMUSG00000075166	Olfr1104	0	0	0	0	0	0	0	0
ENSMUSG00000075167	Olfr1101	0	0	0	0	0	0	0	0
ENSMUSG00000075168	Olfr1099	0	0	0	0	0	0	0	0
ENSMUSG00000075169	Olfr1098	0	0	0	0	0	0	0	0
ENSMUSG00000075170	Olfr1097	0	0	0	0	0	0	0	0
ENSMUSG00000075171	Olfr1095	0	0	0	0	0	0	0	0
ENSMUSG00000075172	Olfr1090	0	0	0	0	0	0	0	0
ENSMUSG00000075173	Olfr1089	0	0	0	0	0	0	0	0
ENSMUSG00000075174	Olfr1087	0	0	0	0	0	0	0	0
ENSMUSG00000075175	Olfr1086	0	0	0	0	0	0	0	0
ENSMUSG00000075176	Olfr1085	0	0	0	0	0	0	0	0
ENSMUSG00000075177	Olfr1084	0	0	0	0	0	0	0	0
ENSMUSG00000075178	Olfr1080	0	0	0	0	0	0	0	0
ENSMUSG00000075179	Olfr1079	0	0	0	0	0	0	0	0
ENSMUSG00000075180	Olfr228	0	0	0	0	0	0	0	0
ENSMUSG00000075181	Olfr1066	0	0	0	0	0	0	0	0
ENSMUSG00000075182	Olfr1065	0	0	0	0	0	0	0	0
ENSMUSG00000075185	Olfr1061	0	0	0	0	0	0	0	0
ENSMUSG00000075186	Olfr1058	0	0	0	0	0	0	0	0
ENSMUSG00000075187	Olfr1057	0	0	0	0	0	0	0	0
ENSMUSG00000075188	Olfr1056	0	0	0	0	0	0	0	0
ENSMUSG00000075189	Olfr1055	0	1	0	0	0	0	0	0
ENSMUSG00000075190	Olfr1054	0	0	0	0	0	0	0	0
ENSMUSG00000075192	Olfr1053	0	0	0	0	0	0	0	0
ENSMUSG00000075193	Olfr1051	0	0	0	0	0	0	0	0
ENSMUSG00000075194	Olfr1049	0	0	0	0	0	0	0	0
ENSMUSG00000075195	Olfr1048	0	0	0	1	0	1	0	0
ENSMUSG00000075196	Olfr1047	0	0	2	0	0	0	0	0
ENSMUSG00000075197	Olfr1046	0	0	0	0	0	0	0	0
ENSMUSG00000075198	Olfr1045	0	0	0	0	0	0	0	0
ENSMUSG00000075199	Olfr52	0	0	0	0	0	1	0	0
ENSMUSG00000075200	Olfr1044	0	0	0	0	0	0	0	0
ENSMUSG00000075201	Olfr1043	0	0	0	0	0	0	0	0
ENSMUSG00000075202	Olfr1042	0	0	0	0	0	0	0	0
ENSMUSG00000075203	Olfr1040	0	0	0	0	0	0	0	0
ENSMUSG00000075204	Olfr1039	0	0	0	0	0	0	0	0
ENSMUSG00000075205	Olfr1037	0	0	0	0	0	0	0	0
ENSMUSG00000075206	Olfr1024	0	0	0	0	0	0	0	0
ENSMUSG00000075208	Olfr1019	0	0	0	0	0	0	1	0
ENSMUSG00000075209	Olfr1016	0	0	0	0	0	0	0	0
ENSMUSG00000075210	Olfr1012	0	0	0	0	0	0	0	0
ENSMUSG00000075211	Olfr1006	0	0	0	0	0	0	0	0
ENSMUSG00000075212	Olfr154	0	0	0	0	0	0	0	0
ENSMUSG00000075214	Olfr1002	0	0	0	0	0	0	0	0
ENSMUSG00000075215	Olfr1000	0	0	0	0	0	0	0	0
ENSMUSG00000075217	4833423E24Rik	4	10	3	2	12	2	11	5
ENSMUSG00000075218	Olfr995	0	0	0	0	0	0	0	0
ENSMUSG00000075219	Olfr994	0	0	0	0	0	0	0	0
ENSMUSG00000075220	Olfr993	0	0	0	0	0	0	0	0
ENSMUSG00000075221	Olfr992	0	0	0	0	0	0	0	0
ENSMUSG00000075222	Olfr988	0	0	0	0	0	0	0	0
ENSMUSG00000075223	Olfr987	0	0	0	0	0	0	0	0
ENSMUSG00000075224	Lrrc55	491	593	528	312	716	707	653	592
ENSMUSG00000075225	Ccdc162	45	63	19	14	48	52	38	26
ENSMUSG00000075227	Znhit2	243	272	218	178	327	355	301	303
ENSMUSG00000075229	Ccdc58	184	201	205	144	247	284	254	246
ENSMUSG00000075232	Amd1	0	0	0	0	0	0	0	0
ENSMUSG00000075254	Heg1	1196	1393	784	682	1136	1398	1499	1069
ENSMUSG00000075256	Cerkl	92	81	52	45	76	97	83	89
ENSMUSG00000075265	Tnk2os	6	2	2	0	4	5	3	1
ENSMUSG00000075266	Cenpw	86	83	81	63	109	105	98	94
