id	sym	WT_1	WT_2	P95H_1	P95H_2
ENSG00000254171	RP11-67M9.1	0	0	0	0
ENSG00000254173	RP11-96G10.1	7	1	6	4
ENSG00000254174	IGHV1-12	0	0	0	0
ENSG00000254175	IGLVI-42	0	0	0	0
ENSG00000254176	IGHV3-75	2	0	0	0
ENSG00000254177	RP11-1149M10.1	9	7	14	9
ENSG00000254178	RP11-299D14.2	0	0	0	0
ENSG00000254180	AB015752.3	79	51	75	100
ENSG00000254181	SLC25A51P3	0	1	0	2
ENSG00000254182	RP11-68L18.2	0	1	1	2
ENSG00000254183	RP11-953B20.2	4	0	3	3
ENSG00000254185	RP11-419L20.2	7	6	4	8
ENSG00000254186	RP11-167P20.1	8	16	17	12
ENSG00000254187	CTB-78F1.1	0	0	0	0
ENSG00000254189	RP11-296C13.1	0	0	0	0
ENSG00000254190	RP11-267M23.5	0	0	0	0
ENSG00000254192	CTC-558O2.2	0	0	0	0
ENSG00000254193	RP11-585F1.8	0	0	0	0
ENSG00000254194	RP1-273G13.3	19	18	37	26
ENSG00000254195	TPM3P3	0	0	0	0
ENSG00000254197	RP11-10J21.5	13	10	7	11
ENSG00000254198	RP11-598P20.3	881	1036	866	954
ENSG00000254199	AC008691.1	1	0	0	0
ENSG00000254200	RPL7AP33	1	1	2	1
ENSG00000254201	RP11-618M23.2	0	0	0	0
ENSG00000254202	RP11-120I21.2	0	0	0	0
ENSG00000254203	IGHVII-33-1	0	0	0	0
ENSG00000254204	RP11-400K9.3	0	0	0	0
ENSG00000254205	RP11-92K15.1	15	2	16	9
ENSG00000254206	NPIPB11	56	42	77	51
ENSG00000254207	RP11-43A14.1	4	11	4	15
ENSG00000254208	RP11-219B4.3	59	52	64	78
ENSG00000254209	RP11-3G20.1	0	0	0	0
ENSG00000254211	LINC01485	3	0	2	0
ENSG00000254212	RP11-98H4.4	0	0	0	0
ENSG00000254213	RP11-434I12.5	3	1	7	4
ENSG00000254215	IGHVIII-11-1	0	0	0	0
ENSG00000254216	RP11-140I16.2	0	0	0	0
ENSG00000254219	GS1-251I9.2	1	4	2	3
ENSG00000254220	IGKV2D-18	0	0	0	0
ENSG00000254221	PCDHGB1	4	8	0	7
ENSG00000254222	RP11-787D18.2	1	0	0	1
ENSG00000254223	RP11-419K12.1	36	44	36	70
ENSG00000254224	KB-1043D8.6	3	7	3	7
ENSG00000254225	RP11-11C20.1	0	2	0	2
ENSG00000254226	CTB-12O2.1	1	10	9	11
ENSG00000254227	RP11-622O11.4	5	5	3	12
ENSG00000254228	IGHV3-42	0	0	0	0
ENSG00000254229	FAM90A12P	0	0	0	0
ENSG00000254230	RP11-582J16.3	0	0	0	0
ENSG00000254231	CTD-2284J15.1	19	38	17	43
ENSG00000254233	RP11-242J7.1	8	9	4	4
ENSG00000254235	RP11-115J16.1	1	0	0	1
ENSG00000254236	KB-1639H6.2	7	2	2	3
ENSG00000254237	RP11-115J16.2	0	0	0	0
ENSG00000254238	RP11-300E4.2	12	5	6	6
ENSG00000254239	GS1-39E22.2	2	13	1	8
ENSG00000254240	IGLVI-20	0	0	0	0
ENSG00000254241	MTCO1P47	0	0	0	0
ENSG00000254242	RP11-1080G15.2	0	0	1	0
ENSG00000254244	PAICSP4	79	36	37	31
ENSG00000254245	PCDHGA3	0	0	0	0
ENSG00000254246	CTB-120L21.1	7	1	0	3
ENSG00000254247	RP11-278I4.1	0	0	0	0
ENSG00000254248	RP11-320N21.2	60	21	66	38
ENSG00000254249	RP11-959I15.4	0	0	1	0
ENSG00000254251	RP11-662G23.1	16	6	12	16
ENSG00000254252	RPL7P20	0	1	0	1
ENSG00000254253	RP11-343B22.2	0	0	0	0
ENSG00000254254	RP11-17A4.2	0	0	0	1
ENSG00000254255	CTD-2008O4.1	0	0	0	0
ENSG00000254256	RPSAP71	0	0	0	0
ENSG00000254258	RP11-398H6.1	0	0	2	0
ENSG00000254260	RP11-369E15.1	0	0	0	0
ENSG00000254261	RP11-18A15.1	1	0	0	0
ENSG00000254262	RP11-58O3.2	0	0	0	0
ENSG00000254263	RP11-473O4.4	59	31	118	47
ENSG00000254264	IGKV3OR22-2	0	0	0	0
ENSG00000254265	CTD-2336O2.2	0	0	0	0
ENSG00000254266	PKIA-AS1	54	36	43	47
ENSG00000254267	KB-1458E12.1	0	3	2	4
ENSG00000254268	RFPL4AP7	0	0	0	0
ENSG00000254270	ERHP1	17	6	11	16
ENSG00000254271	RP11-131N11.4	0	0	0	0
ENSG00000254272	RP11-382J24.2	7	2	9	5
ENSG00000254273	RP11-181D18.4	28	6	21	9
ENSG00000254274	TDGF1P5	36	11	43	17
ENSG00000254275	LINC00824	2	0	6	6
ENSG00000254277	RP11-1144P22.1	0	0	0	0
ENSG00000254278	RP11-278I4.2	0	0	0	0
ENSG00000254279	IGHVII-1-1	0	0	0	0
ENSG00000254281	KB-1507C5.4	2	0	2	1
ENSG00000254283	RP11-267M23.7	0	0	0	0
ENSG00000254285	KRT8P3	12	13	14	13
ENSG00000254286	RP11-89K10.1	0	0	1	1
ENSG00000254287	RP11-44K6.4	0	0	0	0
ENSG00000254288	RP11-6I2.3	0	0	0	0
ENSG00000254289	IGHV3-32	0	0	0	0
ENSG00000254290	RP11-150O12.3	0	0	0	0
ENSG00000254291	RP11-10J21.6	0	0	0	1
ENSG00000254292	IGKV2D-14	0	0	0	0
ENSG00000254293	CTB-158E9.1	0	0	0	0
ENSG00000254294	IMPDH1P6	4	1	6	6
ENSG00000254295	CTC-308K20.2	2	0	1	0
ENSG00000254297	CTC-286N12.1	0	0	0	0
ENSG00000254298	CTB-17P3.4	0	2	1	2
ENSG00000254299	CTB-54I1.1	0	0	0	0
ENSG00000254300	LINC01111	0	0	0	0
ENSG00000254302	RP11-431M3.1	112	76	131	113
ENSG00000254303	RP11-398G24.2	0	1	0	0
ENSG00000254305	MRPL9P1	0	0	0	0
ENSG00000254306	RP11-150O12.4	0	0	0	0
ENSG00000254307	KB-1608C10.2	0	0	0	0
ENSG00000254308	IGLVIV-59	0	0	0	0
ENSG00000254309	RP11-89M20.1	0	0	0	0
ENSG00000254310	CTD-2045M21.1	0	0	1	0
ENSG00000254311	SNRPCP17	0	0	0	0
ENSG00000254312	MRPL57P7	0	0	0	0
ENSG00000254313	CTD-2309H9.4	0	0	0	0
ENSG00000254314	RP11-26M5.3	0	0	0	0
ENSG00000254315	RP11-267M23.3	33	21	34	39
ENSG00000254316	CTD-2345M20.2	0	0	0	0
ENSG00000254317	RP11-473O4.5	33	31	33	37
ENSG00000254319	RP11-134O21.1	0	0	0	0
ENSG00000254320	RP11-593P24.4	0	0	0	0
ENSG00000254321	RP11-495O10.1	0	0	0	0
ENSG00000254325	RP11-318K15.2	74	40	64	34
ENSG00000254326	IGHV7-27	0	0	0	0
ENSG00000254328	CTC-308K20.4	22	28	18	35
ENSG00000254329	IGHVII-60-1	0	0	0	0
ENSG00000254330	RP11-1D12.1	1	0	1	0
ENSG00000254331	CKS1BP7	14	5	9	9
ENSG00000254332	GS1-44D20.1	35	33	20	23
ENSG00000254333	CTC-367J11.1	1	1	5	5
ENSG00000254334	RP11-24P4.1	2	0	0	0
ENSG00000254335	CDH12P1	0	0	2	0
ENSG00000254336	AC008694.2	2	0	0	1
ENSG00000254337	RP11-865I6.2	0	0	0	0
ENSG00000254338	MAFA-AS1	2	1	0	1
ENSG00000254339	RP11-267L5.1	0	0	0	0
ENSG00000254340	RP11-10A14.3	3	0	4	2
ENSG00000254342	RP11-726G23.6	0	0	0	0
ENSG00000254343	RP11-760H22.2	9	2	10	4
ENSG00000254344	LINC01288	0	0	0	0
ENSG00000254345	IGKV2D-23	0	0	0	0
ENSG00000254346	MTND1P6	4	2	15	8
ENSG00000254347	RP11-351E7.1	0	0	0	0
ENSG00000254348	RP11-1134I14.4	0	0	0	0
ENSG00000254349	MIR2052HG	11	11	10	17
ENSG00000254350	RP11-542A14.1	0	0	0	0
ENSG00000254351	ARL2BPP5	2	0	0	2
ENSG00000254352	RP11-578O24.2	23	32	30	37
ENSG00000254355	IGLVI-68	0	0	0	0
ENSG00000254357	RP11-628E19.2	0	0	0	0
ENSG00000254358	CYCSP22	1	0	1	1
ENSG00000254361	RP11-238K6.2	0	0	0	0
ENSG00000254362	RP11-14I17.3	19	11	14	15
ENSG00000254363	CTB-131B5.5	17	17	9	21
ENSG00000254364	KB-1615E4.3	0	0	0	0
ENSG00000254365	CTB-180C19.1	0	0	0	0
ENSG00000254366	RP11-38H17.1	0	0	0	0
ENSG00000254367	RP11-211C9.1	0	2	0	1
ENSG00000254369	HOXA-AS3	14	15	10	20
ENSG00000254370	RP11-181B11.1	0	4	0	4
ENSG00000254372	RP11-343P9.1	0	0	0	0
ENSG00000254373	RP11-34P1.2	24	20	19	23
ENSG00000254376	SOX5P1	0	0	0	0
ENSG00000254377	MIR124-2HG	0	0	0	0
ENSG00000254380	RP11-317J10.4	0	0	1	1
ENSG00000254381	TUBB8P5	0	0	0	0
ENSG00000254383	RP11-465K16.1	0	0	0	0
ENSG00000254384	MTND6P19	0	0	0	0
ENSG00000254387	MYL12AP1	1	1	0	0
ENSG00000254388	DUTP2	45	33	59	61
ENSG00000254389	RHPN1-AS1	25	39	33	34
ENSG00000254391	CTC-529G1.1	0	0	0	0
ENSG00000254392	RP11-759A9.2	0	0	0	0
ENSG00000254394	CTD-2272D18.1	0	2	1	2
ENSG00000254395	IGHV4-55	0	0	0	0
ENSG00000254396	RP11-56F10.3	1	3	3	1
ENSG00000254397	CTD-2371O3.2	49	22	40	45
ENSG00000254398	RP11-578F21.2	23	20	31	12
ENSG00000254399	GLYATL1P4	1	1	2	3
ENSG00000254400	RP11-732A19.8	0	0	0	0
ENSG00000254401	RP11-179A10.1	0	0	0	0
ENSG00000254402	LRRC24	0	0	0	0
ENSG00000254403	OR10Y1P	0	0	0	0
ENSG00000254404	RP11-703H8.9	0	0	0	0
ENSG00000254406	RP11-215D10.1	0	2	0	4
ENSG00000254407	PHBP17	0	0	0	0
ENSG00000254408	OR4A1P	0	0	0	0
ENSG00000254409	RP11-613D13.4	13	15	7	13
ENSG00000254411	CTD-3051L14.13	0	0	0	0
ENSG00000254412	RP11-107P7.6	0	0	0	0
ENSG00000254413	CHKB-CPT1B	8	3	8	17
ENSG00000254415	SIGLEC14	43	17	51	21
ENSG00000254416	RP11-347E10.1	0	0	1	0
ENSG00000254417	ANO1-AS2	0	0	0	0
ENSG00000254418	RP11-21L19.1	4	0	2	4
ENSG00000254419	RP11-261P9.4	14	19	13	20
ENSG00000254420	RP11-452H21.1	6	1	6	4
ENSG00000254422	RP11-864G5.3	0	0	0	0
ENSG00000254423	RP11-351I21.7	0	0	0	0
ENSG00000254424	RP11-810P12.6	0	0	0	0
ENSG00000254425	RP11-480O10.2	0	0	0	0
ENSG00000254427	RP11-430H10.1	0	0	0	0
ENSG00000254428	RP11-110I1.11	103	56	106	93
ENSG00000254429	CTD-2562J17.7	0	0	0	0
ENSG00000254430	OR6M3P	7	4	6	3
ENSG00000254431	RP11-550A5.2	10	5	13	10
ENSG00000254432	RP11-33I11.2	39	24	37	47
ENSG00000254433	RP11-677I18.3	36	22	55	38
ENSG00000254434	CTD-2555I5.1	0	1	0	1
ENSG00000254436	AP000648.6	0	0	0	0
ENSG00000254437	RP11-170L9.1	0	0	0	0
ENSG00000254438	RP11-231N3.1	0	0	1	1
ENSG00000254440	PBOV1	4	3	6	7
ENSG00000254441	RP11-718B12.5	1	5	0	0
ENSG00000254442	AP000859.4	0	0	0	0
ENSG00000254443	RP11-304C12.3	0	0	1	0
ENSG00000254444	RP11-290F24.3	2	2	1	1
ENSG00000254445	HSPB2-C11orf52	0	0	0	0
ENSG00000254447	OR7E11P	0	0	0	0
ENSG00000254449	SF3A3P2	16	10	11	21
ENSG00000254450	ALG9-IT1	9	1	13	4
ENSG00000254451	RP11-560G2.1	2	1	1	0
ENSG00000254452	RP11-867G23.4	0	0	0	0
ENSG00000254453	NAV2-AS2	0	0	0	0
ENSG00000254454	RCC2P6	12	14	13	8
ENSG00000254455	HIGD1AP10	1	0	0	0
ENSG00000254456	RP11-405K6.1	0	0	0	0
ENSG00000254457	OR5D2P	0	0	0	0
ENSG00000254458	RP11-867G23.13	0	0	0	1
ENSG00000254459	RP11-91P24.7	10	0	9	2
ENSG00000254460	RP11-939C17.4	0	1	3	1
ENSG00000254461	RP11-755F10.3	10	10	12	25
ENSG00000254462	TMX2-CTNND1	0	0	0	0
ENSG00000254463	RP11-484D2.3	28	15	46	18
ENSG00000254464	OR4A3P	0	0	0	0
ENSG00000254465	THAP12P4	0	0	1	0
ENSG00000254466	OR4D10	0	0	0	0
ENSG00000254467	RP11-634B22.4	0	0	0	0
ENSG00000254468	RP11-304M2.6	0	0	0	0
ENSG00000254469	RP11-849H4.2	158	111	121	146
ENSG00000254470	AP5B1	683	722	531	684
ENSG00000254471	RP11-885L14.1	1	0	0	2
ENSG00000254472	OR4A49P	0	0	0	0
ENSG00000254473	RP11-522I20.3	47	61	38	54
ENSG00000254475	OR2AT1P	1	0	1	1
ENSG00000254477	AP000640.10	19	11	12	12
ENSG00000254478	RP11-158I9.1	0	0	0	0
ENSG00000254479	SLC25A1P1	13	19	19	13
ENSG00000254480	RP11-23F23.2	6	3	8	8
ENSG00000254481	PTP4A2P2	7	8	6	9
ENSG00000254482	RP11-386B1.1	14	7	6	15
ENSG00000254483	RP11-23J9.6	0	0	0	0
ENSG00000254484	CTA-797E19.1	10	5	17	13
ENSG00000254485	RP11-380O24.1	0	1	0	0
ENSG00000254486	RP13-631K18.2	0	0	0	0
ENSG00000254487	RP11-707M1.7	0	0	0	0
ENSG00000254488	RP11-65G9.1	0	0	0	0
ENSG00000254489	RP5-1024C24.1	0	0	0	0
ENSG00000254490	OR5M7P	0	0	0	0
ENSG00000254491	RP11-145O15.2	0	0	0	0
ENSG00000254492	KB-1073A2.1	0	0	0	0
ENSG00000254495	AP000487.4	13	7	10	5
ENSG00000254496	CBX3P8	0	0	0	0
ENSG00000254497	CTD-2560E9.5	0	0	0	0
ENSG00000254498	CTD-2119L1.1	0	0	0	0
ENSG00000254499	AC002056.5	0	0	0	2
ENSG00000254500	RANP3	8	4	7	6
ENSG00000254501	AP003068.9	0	0	0	0
ENSG00000254502	FNTAL1	7	8	5	10
ENSG00000254503	CTD-2521M24.4	6	5	7	0
ENSG00000254505	CHMP4A	58	80	50	72
ENSG00000254506	RP11-748H22.1	0	0	0	0
ENSG00000254507	RP11-481A20.10	0	0	0	0
ENSG00000254508	FBXO3-AS1	0	0	0	0
ENSG00000254509	RP11-677M14.6	12	11	6	10
ENSG00000254510	RP11-867G23.10	0	5	7	6
ENSG00000254511	RP11-876F14.1	0	0	0	0
ENSG00000254512	PHBP2	12	7	10	11
ENSG00000254514	RP11-958J22.3	0	0	0	0
ENSG00000254515	RP11-775A1.2	1	0	0	0
ENSG00000254516	RP11-159D8.1	0	0	0	0
ENSG00000254517	RP11-56P9.8	0	0	0	0
ENSG00000254518	RP11-347H15.4	0	0	0	0
ENSG00000254519	CTD-2210P24.1	0	0	0	0
ENSG00000254521	SIGLEC12	277	118	300	135
ENSG00000254522	RP11-113K21.1	0	1	0	0
ENSG00000254524	OR8I4P	0	0	0	0
ENSG00000254526	RP11-466I1.1	0	0	1	0
ENSG00000254527	ENPP7P12	0	0	2	1
ENSG00000254528	RP11-728F11.4	0	0	0	0
ENSG00000254529	RP11-583F24.7	0	0	0	0
ENSG00000254530	RP11-460B17.3	0	0	0	0
ENSG00000254531	FLJ20021	40	15	14	20
ENSG00000254532	RP11-624D11.2	0	0	0	0
ENSG00000254533	AF186192.1	0	0	0	0
ENSG00000254534	RP11-748H22.2	1	0	0	0
ENSG00000254535	PABPC4L	1000	819	832	924
ENSG00000254536	RP11-108K14.8	0	0	0	0
ENSG00000254537	RP1-130L23.1	0	0	0	0
ENSG00000254538	RP11-463D19.1	39	19	64	26
ENSG00000254539	RP4-791M13.3	0	0	0	0
ENSG00000254540	CTD-2140G10.4	0	0	0	0
ENSG00000254541	RP11-583F24.6	0	0	0	0
ENSG00000254542	NAV2-AS3	0	0	0	0
ENSG00000254543	HSPD1P2	14	3	8	10
ENSG00000254544	PCNAP4	0	0	0	0
ENSG00000254545	RP11-84A19.3	0	0	0	0
ENSG00000254546	RP11-113D6.9	0	0	0	0
ENSG00000254547	RP11-738O11.13	0	0	0	0
ENSG00000254548	RP11-429J17.5	0	0	0	0
ENSG00000254550	OMP	2	1	0	0
ENSG00000254551	RP11-727A23.7	3	2	2	1
ENSG00000254552	XIRP2-AS1	0	1	2	2
ENSG00000254553	RP1-27O5.3	0	0	1	1
ENSG00000254554	RP11-351I24.1	0	0	0	0
ENSG00000254555	RP11-379J13.1	0	0	0	0
ENSG00000254556	AF131215.4	66	23	99	52
ENSG00000254557	RP11-102F4.2	0	0	0	0
ENSG00000254558	RP11-81M19.3	0	0	0	0
ENSG00000254559	RP11-304M2.5	0	0	0	0
ENSG00000254560	BBOX1-AS1	0	0	0	1
ENSG00000254561	RP11-196E1.3	0	2	1	0
ENSG00000254562	LINC01493	3	0	0	0
ENSG00000254563	RP11-673F18.1	0	2	0	0
ENSG00000254564	RP11-787P24.2	1	0	0	0
ENSG00000254565	MTND2P26	1	0	0	5
ENSG00000254566	RP11-514F3.4	2	0	1	0
ENSG00000254567	UBTFL9	0	0	0	0
ENSG00000254568	RP11-664I21.5	0	0	0	0
ENSG00000254569	RP11-693N9.1	0	0	0	0
ENSG00000254571	RP11-60I3.4	3	1	1	0
ENSG00000254572	GLULP3	2	1	4	2
ENSG00000254573	AP004550.1	0	0	0	0
ENSG00000254574	RP11-429J17.4	0	0	0	0
ENSG00000254575	RP11-3G21.1	0	0	0	0
ENSG00000254576	OR4C1P	0	0	0	0
ENSG00000254577	RP11-484D2.4	23	17	15	12
ENSG00000254578	CTD-2517M22.16	0	0	0	0
ENSG00000254579	RP11-407P18.1	0	0	0	0
ENSG00000254580	RP11-677I18.4	1	1	1	0
ENSG00000254581	RP11-303G3.10	0	0	0	0
ENSG00000254582	PSMA2P1	36	20	23	26
ENSG00000254583	RP11-15D14.1	0	0	0	0
ENSG00000254584	RP1-17K7.2	0	1	0	1
ENSG00000254585	MAGEL2	0	0	0	0
ENSG00000254586	RP11-358H18.3	0	0	0	0
ENSG00000254587	RP11-360K13.1	0	0	0	0
ENSG00000254588	RP11-1007G5.2	1	0	0	0
ENSG00000254589	EIF4A2P3	6	3	4	7
ENSG00000254590	RP11-334E6.2	19	7	14	6
ENSG00000254591	RP11-822P1.1	0	0	0	0
ENSG00000254592	RP5-1173A5.1	6	4	18	6
ENSG00000254593	OR7E126P	18	7	18	10
ENSG00000254594	RP11-2F20.1	0	0	0	0
ENSG00000254595	CTD-2010I16.1	94	79	129	89
ENSG00000254596	CTD-3074O7.7	0	0	0	0
ENSG00000254597	FAM90A10P	0	0	0	0
ENSG00000254598	CSNK2A3	17	6	11	16
ENSG00000254599	RP11-115E19.1	4	3	3	2
ENSG00000254601	CYCSP26	0	0	0	0
ENSG00000254602	AP000662.4	51	41	53	80
ENSG00000254603	OR5M6P	0	0	0	0
ENSG00000254604	AP000487.6	7	15	17	7
ENSG00000254605	RP11-626H12.2	0	0	0	0
ENSG00000254606	RP11-22P4.2	3	2	7	5
ENSG00000254607	RP11-115C10.1	1	1	1	0
ENSG00000254609	RP11-719K4.3	0	0	0	0
ENSG00000254610	RP5-903G2.2	0	1	0	0
ENSG00000254612	RP11-676M6.1	54	49	42	54
ENSG00000254613	OR6M2P	1	1	8	11
ENSG00000254614	AP003068.23	77	72	98	85
ENSG00000254615	RP11-395G23.3	348	318	329	491
ENSG00000254616	RP11-700F16.2	3	9	16	6
ENSG00000254617	AP000648.3	0	0	0	0
ENSG00000254618	TMED10P1	0	0	0	0
ENSG00000254619	RP11-646J21.4	0	0	2	0
ENSG00000254620	RP5-907D15.3	2	3	7	2
ENSG00000254621	SETP16	1	0	0	0
ENSG00000254622	NAV2-AS4	0	0	0	0
ENSG00000254623	DEFB108P4	0	0	0	0
ENSG00000254624	OR4R3P	0	0	0	0
ENSG00000254625	GS1-24F4.3	0	0	0	0
ENSG00000254626	RP11-27G22.1	0	0	0	0
ENSG00000254627	RP1-17K7.1	0	1	1	0
ENSG00000254629	RP11-160H12.3	0	0	2	1
ENSG00000254630	CTD-2530H12.7	0	0	0	0
ENSG00000254631	RP11-702H23.4	0	0	0	1
ENSG00000254632	RP11-21L23.4	0	0	0	1
ENSG00000254633	RP11-23J9.7	0	0	0	0
ENSG00000254634	SMG1P6	145	136	145	140
ENSG00000254635	WAC-AS1	486	485	411	455
ENSG00000254636	ARMS2	0	0	0	0
ENSG00000254637	OR4A18P	0	0	0	0
ENSG00000254638	RP11-356J5.4	6	1	12	2
ENSG00000254639	CTD-2589M5.5	5	3	4	15
ENSG00000254641	RP11-732A19.2	0	0	0	0
ENSG00000254642	COX6CP5	0	0	0	0
ENSG00000254644	RP11-5A11.2	0	3	0	1
ENSG00000254645	RP11-396O20.2	0	0	0	0
ENSG00000254646	OR8B10P	0	0	0	0
ENSG00000254647	INS	0	0	0	0
ENSG00000254648	RP11-713P17.4	0	0	0	0
ENSG00000254649	RP11-452H21.2	2	1	3	1
ENSG00000254650	RP11-665E10.5	1	0	3	4
ENSG00000254651	RP11-430H10.3	0	0	0	0
ENSG00000254653	RP11-702F3.1	22	6	14	12
ENSG00000254654	AC068858.1	0	0	4	0
ENSG00000254655	RP11-529A4.5	0	0	0	0
ENSG00000254656	RTL1	33	135	32	107
ENSG00000254658	OR8J2	0	0	0	0
ENSG00000254659	RP11-262A12.1	43	22	33	37
ENSG00000254660	CTD-3051L14.14	0	0	0	0
ENSG00000254661	RP11-222N13.1	0	0	0	0
ENSG00000254662	RP11-872D17.4	3	3	2	1
ENSG00000254663	OR4A11P	0	0	0	0
ENSG00000254664	CTD-2560E9.3	10	10	14	16
ENSG00000254665	RP11-152H18.3	0	0	0	0
ENSG00000254668	RP11-375D13.1	0	0	0	0
ENSG00000254669	RP5-945I17.2	0	0	0	0
ENSG00000254670	CTC-497E21.3	0	0	0	0
ENSG00000254671	STT3A-AS1	28	34	29	41
ENSG00000254672	RP5-916O11.3	19	8	26	21
ENSG00000254673	RP11-598P20.5	0	0	0	0
ENSG00000254674	OR4A42P	0	0	0	0
ENSG00000254675	RP11-7I15.4	0	0	1	0
ENSG00000254676	RP11-727A23.4	55	20	27	25
ENSG00000254677	OSBPL9P2	1	2	0	0
ENSG00000254678	RP11-109L13.5	4	7	5	9
ENSG00000254680	RP11-265D17.2	0	0	0	0
ENSG00000254681	PKD1P5	63	59	51	72
ENSG00000254682	RP11-660L16.2	144	80	118	115
ENSG00000254683	SNRPCP6	0	0	0	1
ENSG00000254684	RP11-882I15.1	3	0	0	0
ENSG00000254685	FPGT	1225	1318	1024	1232
ENSG00000254686	RP1-276E15.1	0	1	0	1
ENSG00000254687	RP11-162D9.3	1	0	2	2
ENSG00000254688	RP11-47J17.3	0	0	0	0
ENSG00000254689	RP11-354A14.1	1	1	0	3
ENSG00000254690	GS1-393G12.12	0	0	0	0
ENSG00000254691	RP11-91P24.5	8	9	7	5
ENSG00000254692	RP11-468E2.1	0	0	0	0
ENSG00000254693	RP11-58K22.5	3	5	1	4
ENSG00000254694	RP11-50B3.4	45	97	44	109
ENSG00000254695	RP11-396O20.1	0	0	0	0
ENSG00000254696	RP11-72M10.7	0	0	0	0
ENSG00000254697	COPS8P3	0	0	0	0
ENSG00000254698	RP11-659G9.3	1	0	1	3
ENSG00000254699	RP11-12D16.2	5	2	4	5
ENSG00000254700	RP11-1236K1.11	0	0	0	0
ENSG00000254701	RP11-1415C14.4	10	13	8	14
ENSG00000254702	CTD-2651C21.3	0	0	2	0
ENSG00000254703	SENCR	800	807	631	1020
ENSG00000254704	RP11-1036E20.7	0	0	0	0
ENSG00000254705	RP11-675M1.2	0	0	0	0
ENSG00000254706	RP11-565P22.6	0	0	0	0
ENSG00000254707	RP11-35J10.4	0	0	0	0
ENSG00000254708	RP1-145M24.1	4	4	3	4
ENSG00000254709	IGLL5	0	0	0	0
ENSG00000254710	CTD-2216M2.1	0	0	0	0
ENSG00000254712	RP11-560B16.5	2	0	2	2
ENSG00000254713	HNRNPA1P72	0	0	0	0
ENSG00000254714	RP11-163O19.1	0	0	0	0
ENSG00000254715	OR7E154P	0	0	0	0
ENSG00000254717	GLYATL1P2	0	0	0	0
ENSG00000254718	CTD-2184C24.2	10	22	13	21
ENSG00000254719	RP11-351I24.3	0	0	2	0
ENSG00000254720	RP11-583F24.3	0	0	0	0
ENSG00000254721	RP11-805J14.5	0	0	0	0
ENSG00000254722	FAM8A2P	0	0	0	0
ENSG00000254723	OR4A12P	0	0	0	0
ENSG00000254724	OR7E10P	0	0	0	0
ENSG00000254725	RP11-111A24.1	0	0	0	0
ENSG00000254726	MEX3A	152	114	122	106
ENSG00000254727	PTP4A1P6	2	0	0	1
ENSG00000254728	RP11-56P9.10	0	0	0	0
ENSG00000254730	RP11-801G16.2	9	8	14	27
ENSG00000254731	CTD-2005H7.1	5	5	3	0
ENSG00000254732	RP11-691N7.6	15	10	22	11
ENSG00000254733	RP11-317J19.1	3	5	5	1
ENSG00000254734	CTD-3138F19.1	0	1	0	0
ENSG00000254735	HMGB1P42	2	1	0	0
ENSG00000254736	BRD9P1	0	0	0	0
ENSG00000254737	OR10G4	0	2	0	2
ENSG00000254738	RP11-583F24.4	0	0	0	0
ENSG00000254739	RP13-46H24.1	57	77	54	86
ENSG00000254740	RP11-334E6.3	16	11	12	19
ENSG00000254741	RP11-661A12.7	0	0	0	0
ENSG00000254743	OR10V3P	0	0	0	0
ENSG00000254744	CTD-3076O17.1	5	6	4	8
ENSG00000254746	RP11-958J22.1	0	0	0	0
ENSG00000254747	MTND4LP18	0	0	0	0
ENSG00000254748	HNRNPCP8	0	0	0	2
ENSG00000254749	OR5BD1P	1	0	0	0
ENSG00000254750	CASP1P2	0	0	0	0
ENSG00000254751	TRIM64DP	0	0	0	0
ENSG00000254752	OR5M2P	0	0	0	0
ENSG00000254753	RP11-480O10.1	0	0	0	0
ENSG00000254754	RP11-20J1.1	0	0	0	0
ENSG00000254755	RP11-672A2.7	1	0	0	0
ENSG00000254756	RP11-867G23.12	14	15	5	13
ENSG00000254757	RP13-726E6.1	6	3	8	2
ENSG00000254758	AP000889.1	0	0	0	0
ENSG00000254759	NAP1L1P1	47	30	45	44
ENSG00000254760	CTD-2616J11.3	6	1	1	2
ENSG00000254762	RP11-867G23.2	2	7	2	5
ENSG00000254764	TRIM53CP	0	0	0	0
ENSG00000254765	RP11-1H15.1	0	0	0	0
ENSG00000254767	OR2AL1P	0	0	0	0
ENSG00000254768	CTD-2140G10.2	2	4	1	5
ENSG00000254769	OR4A4P	0	0	0	0
ENSG00000254770	OR4D7P	0	0	0	0
ENSG00000254771	RP11-50B3.1	3	7	1	5
ENSG00000254772	EEF1G	0	0	0	0
ENSG00000254774	RP11-148O21.3	0	0	0	0
ENSG00000254775	RP11-27P7.1	0	1	0	0
ENSG00000254776	AC084121.17	0	0	0	0
ENSG00000254777	AC022182.1	1	3	4	5
ENSG00000254779	EGLN1P1	0	0	0	0
ENSG00000254780	RP11-793I11.1	3	3	1	0
ENSG00000254781	GVINP2	294	211	271	236
ENSG00000254783	RP11-320L11.2	45	67	39	57
ENSG00000254784	LRRC6P1	0	0	0	0
ENSG00000254785	RP11-81M19.1	0	0	0	0
ENSG00000254786	RP11-142C4.5	45	28	30	41
ENSG00000254787	CTD-2537O9.1	0	0	0	1
ENSG00000254788	CKLF-CMTM1	0	0	0	0
ENSG00000254789	RP11-531H8.2	0	0	0	0
ENSG00000254790	RP11-680F20.4	0	0	0	0
