id	sym	shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000274104	CTD-2553L13.10	8	6	11	8	16	9
ENSG00000274105	RP11-278C7.3	7	1	2	8	5	5
ENSG00000274124	RP11-474C8.8	1	1	2	6	1	2
ENSG00000274156	RP11-407N8.6	2	1	1	3	6	2
ENSG00000274159	AL133243.3	1	0	1	2	1	0
ENSG00000274162	SNX18P1Y	1	2	1	5	1	1
ENSG00000274173	RP4-568C11.4	5	3	16	6	14	4
ENSG00000274180	NATD1	376	326	454	1141	399	422
ENSG00000274184	RP11-158H5.8	2	1	3	1	4	0
ENSG00000274209	ANTXRL	0	0	0	1	0	0
ENSG00000274211	SOCS7	336	290	364	471	330	250
ENSG00000274213	RP11-670E13.6	3	2	2	4	2	1
ENSG00000274214	RP11-757O6.6	0	0	3	0	1	1
ENSG00000274215	CTD-2313J17.6	1	0	1	1	0	1
ENSG00000274220	RP11-77K12.9	12	13	14	16	12	10
ENSG00000274225	KB-68A7.1	4	1	1	2	1	1
ENSG00000274227	RP1-267L14.6	4	0	0	1	0	0
ENSG00000274248	AJ011932.1	1	3	0	6	2	4
ENSG00000274251	CTC-1337H24.3	1	2	2	4	0	0
ENSG00000274253	RP11-566K19.6	2	1	1	3	0	1
ENSG00000274259	XXbac-BPG294E21.9	0	0	1	0	0	2
ENSG00000274267	HIST1H3B	16	25	41	9	31	27
ENSG00000274270	RP11-34F20.7	3	4	2	4	7	7
ENSG00000274272	RP11-44M6.7	1	1	1	2	1	1
ENSG00000274275	RP11-326K13.5	3	0	0	1	1	0
ENSG00000274276	CBSL	0	0	1	0	0	0
ENSG00000274281	RP11-326N17.2	13	8	13	45	14	14
ENSG00000274290	HIST1H2BE	34	12	13	17	15	15
ENSG00000274292	RP11-347I19.7	6	8	3	14	7	3
ENSG00000274295	RP11-1081M5.3	0	0	1	1	0	0
ENSG00000274297	RP11-138H8.8	0	0	1	1	0	0
ENSG00000274299	RP11-114G11.3	0	1	0	0	0	0
ENSG00000274307	RP11-345J18.2	9	8	9	13	6	9
ENSG00000274308	RP11-19G24.1	2	0	5	5	3	1
ENSG00000274315	RP11-996F15.5	3	1	3	10	3	2
ENSG00000274317	RP11-93G5.1	1	1	1	14	5	1
ENSG00000274322	RP11-314N13.10	1	0	4	5	2	1
ENSG00000274328	RP11-239C9.1	0	0	1	4	0	0
ENSG00000274330	RP11-486O13.5	1	0	0	0	1	0
ENSG00000274340	RP11-435J9.2	3	5	8	9	9	7
ENSG00000274341	RP11-227G15.10	0	3	1	2	0	1
ENSG00000274349	ZNF658	23	26	28	24	23	16
ENSG00000274351	RP11-203I16.7	1	0	0	0	0	0
ENSG00000274354	RP11-1151B14.5	0	0	0	1	0	1
ENSG00000274356	RP11-216L13.21	2	3	1	4	2	2
ENSG00000274363	RP11-104O19.4	0	2	1	1	2	1
ENSG00000274364	RP3-324O17.7	1	0	1	2	0	0
ENSG00000274367	LA16c-380H5.6	2	0	0	1	3	3
ENSG00000274370	AC144831.3	0	2	1	7	5	4
ENSG00000274376	ADAMTS7P1	0	1	0	1	2	0
ENSG00000274378	RP11-178C3.8	0	0	0	1	0	0
ENSG00000274383	CTD-2017F17.2	0	1	0	0	0	0
ENSG00000274386	RP5-994D16.11	5	7	5	12	6	4
ENSG00000274387	RP11-154H23.5	0	0	0	0	0	1
ENSG00000274397	CTD-2540L5.9	1	0	0	2	1	0
ENSG00000274400	RP11-294N21.3	0	0	1	0	0	0
ENSG00000274403	CTD-2036P10.6	2	1	1	0	1	2
ENSG00000274414	RP5-965G21.4	10	7	12	19	4	6
ENSG00000274421	RP11-386J22.3	1	0	2	7	1	1
ENSG00000274422	LL22NC03-2H8.5	3	5	5	13	10	4
ENSG00000274425	AC114271.2	0	2	2	1	0	1
ENSG00000274427	RP11-972P1.10	0	0	0	1	0	0
ENSG00000274441	CTD-2282P23.2	1	0	2	26	2	3
ENSG00000274447	LLNLR-304G9.1	2	2	0	0	0	1
ENSG00000274455	CTD-2012B7.1	0	0	0	0	0	1
ENSG00000274460	CTD-2649C14.2	6	6	6	15	4	7
ENSG00000274461	RP11-323P17.2	1	1	2	6	0	0
ENSG00000274492	RP11-976B16.1	1	0	1	2	1	0
ENSG00000274501	RP4-583P15.16	0	0	1	1	0	0
ENSG00000274507	RP5-965G21.5	1	0	3	4	2	4
ENSG00000274515	CTD-2026K11.5	3	1	6	6	2	1
ENSG00000274516	FAM74A6	1	0	1	0	1	2
ENSG00000274523	RCC1L	428	620	486	522	618	416
ENSG00000274525	CTC-338M12.13	0	0	0	1	0	0
ENSG00000274528	CTD-2650P22.2	2	0	4	6	6	11
ENSG00000274529	SEBOX	0	0	0	1	0	0
ENSG00000274551	RP11-434C1.6	0	0	0	1	0	0
ENSG00000274554	RP11-240G22.5	6	5	4	12	2	1
ENSG00000274560	RP11-285E23.2	5	6	7	5	2	2
ENSG00000274561	RP11-147L13.12	4	3	8	10	4	5
ENSG00000274565	CTD-3035K23.7	3	1	1	1	2	0
ENSG00000274588	DGKK	1	0	0	0	0	0
ENSG00000274591	RP11-474P2.5	2	3	1	5	4	1
ENSG00000274594	RP11-43P8.2	0	0	0	1	0	0
ENSG00000274598	RP11-423G4.10	0	0	0	4	1	0
ENSG00000274602	PI4KAP1	2	5	3	6	3	4
ENSG00000274605	RP11-12G12.7	125	89	103	103	92	98
ENSG00000274614	RP11-17E4.1	0	1	0	8	0	1
ENSG00000274624	RP11-49G2.3	0	0	1	0	0	0
ENSG00000274627	RP11-104N10.2	15	21	19	69	33	18
ENSG00000274629	RP11-92F20.1	0	0	0	0	0	1
ENSG00000274641	HIST1H2BO	5	8	9	2	3	7
ENSG00000274653	RP11-347C12.11	0	0	1	0	0	0
ENSG00000274654	CTD-3247H4.2	6	4	4	7	4	1
ENSG00000274666	CTD-2566J3.2	0	0	0	2	0	0
ENSG00000274667	RP11-31H5.3	4	4	5	1	2	4
ENSG00000274670	RP13-820C6.4	1	2	0	0	0	0
ENSG00000274677	RP11-505K9.5	2	3	1	1	3	2
ENSG00000274678	RP11-2C24.7	0	0	1	0	2	1
ENSG00000274680	MYO5BP1	0	0	0	0	1	0
ENSG00000274695	RP11-21K12.3	0	1	0	0	0	1
ENSG00000274712	RP11-147L13.15	4	9	4	8	4	5
ENSG00000274717	RP1-47A17.1	0	1	0	2	1	0
ENSG00000274737	RP5-1057I20.6	2	0	1	2	3	3
ENSG00000274744	TCEB3CL2	0	1	0	1	0	0
ENSG00000274750	HIST1H3E	153	118	146	171	197	106
ENSG00000274756	CTB-75G16.1	5	5	1	6	7	4
ENSG00000274765	RP11-139H15.7	0	0	0	3	0	0
ENSG00000274766	LINC00453	0	0	0	0	0	1
ENSG00000274767	AC131056.3	1	0	0	0	0	0
ENSG00000274769	RP11-493E12.3	0	1	1	0	0	0
ENSG00000274775	RP1-274L7.4	0	1	1	1	1	0
ENSG00000274776	RP11-687F6.5	4	2	3	6	2	2
ENSG00000274797	RP11-407N8.5	0	0	1	0	0	0
ENSG00000274808	TBC1D3B	1	0	0	1	0	0
ENSG00000274810	NPHP3-ACAD11	3	2	6	1	6	4
ENSG00000274818	RP1-292L20.3	3	4	4	7	6	4
ENSG00000274825	RP4-616B8.5	2	4	1	5	2	1
ENSG00000274827	LINC01297	1	2	0	3	5	0
ENSG00000274828	RP11-567M16.6	14	22	19	25	32	9
ENSG00000274833	RP11-1055B8.10	2	2	0	0	1	4
ENSG00000274840	RP11-320G10.1	0	0	0	1	0	0
ENSG00000274849	RP11-49I11.4	0	0	1	2	0	3
ENSG00000274885	RP11-268P4.6	0	1	3	2	1	2
ENSG00000274892	CTB-167G5.7	0	0	0	1	0	0
ENSG00000274897	PANO1	14	7	10	14	19	14
ENSG00000274898	AC001226.7	2	0	0	2	0	0
ENSG00000274902	RP1-197B17.4	0	0	2	0	0	1
ENSG00000274918	RP11-54G14.1	2	1	0	5	2	1
ENSG00000274922	RP11-88E10.5	7	9	7	6	11	7
ENSG00000274923	GS1-214D18.3	0	0	1	0	0	0
ENSG00000274925	CTD-2547G23.4	9	14	16	23	17	3
ENSG00000274929	RP11-165D7.5	2	6	7	5	4	1
ENSG00000274943	RP11-351C21.2	0	0	0	3	0	0
ENSG00000274949	RP5-1009E24.9	0	1	3	2	7	5
ENSG00000274954	RP11-56B16.6	0	0	1	2	0	1
ENSG00000274956	UG0898H09	2	4	2	8	3	2
ENSG00000274964	RP11-817I4.1	0	0	2	4	3	2
ENSG00000274976	RP11-8P13.5	1	0	1	2	2	0
ENSG00000274979	RP11-1143G9.5	11	4	7	17	7	6
ENSG00000274987	RP11-295I5.3	2	0	1	3	0	1
ENSG00000274995	RP11-321F6.2	1	0	0	9	0	0
ENSG00000274996	CTB-58E17.2	0	0	1	1	1	2
ENSG00000274997	HIST1H2AH	118	128	124	49	187	149
ENSG00000275004	ZNF280B	46	22	30	43	33	14
ENSG00000275005	RP11-234G16.5	0	0	1	1	0	0
ENSG00000275016	RP11-61O11.1	0	0	0	0	0	1
ENSG00000275017	RP11-317B17.4	0	1	1	2	2	1
ENSG00000275023	MLLT6	168	186	136	275	224	117
ENSG00000275025	RP5-875H18.10	7	3	21	20	10	10
ENSG00000275026	GXYLT1P4	1	0	0	0	0	1
ENSG00000275029	HMGB1P24	4	6	0	5	3	0
ENSG00000275052	PPP4R3B	748	407	648	1292	820	480
ENSG00000275055	CTC-471J1.11	1	1	2	4	0	2
ENSG00000275056	RP11-127I20.8	1	1	4	5	3	5
ENSG00000275066	SYNRG	229	170	277	819	292	257
ENSG00000275074	NUDT18	53	95	70	52	96	47
ENSG00000275084	SNORD91B	2	16	4	7	15	8
ENSG00000275088	RP11-442O1.3	0	1	0	0	0	1
ENSG00000275091	CTB-55O6.13	0	0	0	0	1	0
ENSG00000275092	LA16c-329F2.2	3	1	1	2	5	3
ENSG00000275103	SCb-64M4.1	0	0	0	1	0	0
ENSG00000275106	RP11-309L24.10	0	0	0	2	2	0
ENSG00000275111	ZNF2	81	64	89	83	73	53
ENSG00000275120	RP11-182J1.18	11	26	6	8	11	6
ENSG00000275126	HIST1H4L	2	1	3	2	0	1
ENSG00000275138	RP11-432L12.1	0	0	0	0	0	1
ENSG00000275139	RP1-101D8.1	2	1	4	0	1	2
ENSG00000275142	RP5-999L4.2	0	0	0	1	0	1
ENSG00000275152	CCL16	4	3	1	5	4	1
ENSG00000275155	CTD-2595P9.4	0	2	2	6	1	5
ENSG00000275162	LLNLR-260G6.1	2	0	1	5	1	1
ENSG00000275175	CTD-2313J17.7	2	0	0	0	0	0
ENSG00000275178	RP11-4B16.3	0	0	0	1	0	0
ENSG00000275180	RP11-631N16.4	10	9	7	19	23	13
ENSG00000275183	LENG9	45	68	52	61	77	32
ENSG00000275191	RP11-36I17.2	0	0	0	1	1	0
ENSG00000275197	RP11-295I5.4	1	0	1	0	0	0
ENSG00000275198	RP11-471B22.3	13	9	26	19	33	13
ENSG00000275202	RP11-156K23.3	3	3	3	3	6	6
ENSG00000275210	AC008984.2	2	0	1	0	2	5
ENSG00000275216	RP11-54H7.4	5	3	2	6	3	7
ENSG00000275223	RP1-63M2.7	3	9	6	10	3	10
ENSG00000275226	LINC00547	5	2	6	6	4	1
ENSG00000275234	CTD-2396E7.11	0	0	0	0	1	0
ENSG00000275236	AC009120.11	1	0	4	1	0	2
ENSG00000275263	RP11-1072A3.4	1	2	3	0	4	1
ENSG00000275265	RP11-15J22.8	1	0	1	1	0	0
ENSG00000275294	RP11-428O18.6	1	2	2	4	1	1
ENSG00000275295	RP11-111G20.3	1	0	0	0	0	0
ENSG00000275318	RP11-526D8.11	11	7	13	22	7	3
ENSG00000275322	RP11-262A16.1	1	0	5	2	0	1
ENSG00000275325	PDCD6IPP1	3	0	1	4	1	0
ENSG00000275329	RP11-83N9.6	0	0	0	2	0	1
ENSG00000275332	CTD-2017F17.1	0	0	1	1	0	1
ENSG00000275339	RP3-425C14.6	2	0	3	2	3	2
ENSG00000275340	FGD5P1	3	2	2	7	1	1
ENSG00000275342	SGK223	8	6	19	30	12	13
ENSG00000275352	RP11-492C2.1	0	0	1	0	0	0
ENSG00000275358	RP5-1025A1.3	0	0	1	0	0	0
ENSG00000275363	RP11-566K19.12	1	1	1	1	3	0
ENSG00000275367	RP11-266K4.14	13	10	6	29	10	8
ENSG00000275371	RP11-455F5.6	2	3	6	9	2	3
ENSG00000275374	RP11-346J10.2	0	1	1	0	0	4
ENSG00000275379	HIST1H3I	6	1	3	6	0	2
ENSG00000275381	RP11-401N16.2	0	0	0	2	0	0
ENSG00000275383	RP11-615I2.6	9	7	6	11	5	12
ENSG00000275389	RP11-214K3.24	0	0	1	4	2	1
ENSG00000275390	RP11-318K12.2	0	0	0	0	0	1
ENSG00000275395	FCGBP	1	1	1	5	3	1
ENSG00000275400	RP4-756H11.5	19	14	18	36	25	15
ENSG00000275401	RP4-564F22.7	2	4	4	3	1	1
ENSG00000275410	HNF1B	0	0	0	0	0	1
ENSG00000275413	CTC-529I10.1	0	0	3	0	2	0
ENSG00000275423	RP11-429P7.1	0	0	2	0	0	0
ENSG00000275426	CH17-262A2.1	0	0	0	0	0	1
ENSG00000275427	CTD-2281E23.1	0	0	1	1	2	2
ENSG00000275431	CTB-186H2.3	2	3	2	9	3	1
ENSG00000275437	RP5-908M14.10	0	2	2	5	7	4
ENSG00000275438	LA16c-360A4.1	0	1	1	1	2	0
ENSG00000275441	RP11-666O2.2	1	0	1	1	1	1
ENSG00000275445	CTD-2649C14.3	1	0	1	0	3	0
ENSG00000275450	PTGER4P2-CDK2AP2P2	0	2	0	2	2	0
ENSG00000275454	CTD-2026K11.4	6	7	11	13	6	9
ENSG00000275457	RP1-198K11.5	8	21	13	16	21	9
ENSG00000275464	CH507-9B2.5	1	0	3	2	0	0
ENSG00000275468	LLNLR-304A6.2	0	0	2	1	0	0
ENSG00000275476	RP11-996F15.4	6	0	4	13	5	1
ENSG00000275479	RP11-334C17.6	0	0	2	0	1	3
ENSG00000275481	RP11-474P2.6	4	5	3	6	2	1
ENSG00000275484	CTC-1337H24.4	0	2	0	0	1	1
ENSG00000275485	RP11-261P13.6	2	0	2	4	4	2
ENSG00000275488	RP11-793H13.12	1	1	0	1	0	0
ENSG00000275489	C17orf98	3	1	0	1	3	1
ENSG00000275491	RP5-1009E24.8	3	0	0	5	3	4
ENSG00000275494	RP11-266L9.8	5	5	4	6	8	2
ENSG00000275506	CTD-2062A1.2	0	0	0	1	0	1
ENSG00000275512	RP11-322E11.2	11	5	11	25	6	6
ENSG00000275515	RP11-295D4.7	0	1	0	1	1	0
ENSG00000275516	RP11-353N14.7	1	0	0	1	0	0
ENSG00000275532	CTB-58E17.3	0	0	1	1	2	0
ENSG00000275542	RP11-455O6.9	3	3	7	4	2	0
ENSG00000275549	C9orf173-AS1	5	6	3	5	5	3
ENSG00000275552	CH17-302M23.1	14	10	4	9	12	16
ENSG00000275560	RP11-180M15.7	10	7	8	14	2	6
ENSG00000275562	RP11-3K24.3	1	0	1	1	0	0
ENSG00000275567	RP11-729I10.3	0	0	0	1	0	0
ENSG00000275569	RP11-930O11.3	0	0	1	0	0	0
ENSG00000275576	RP5-836N17.4	2	0	0	0	0	0
ENSG00000275580	RP11-295H24.4	0	0	0	2	0	1
ENSG00000275582	RP4-681N20.5	2	1	7	6	1	4
ENSG00000275585	CH17-118O6.3	0	0	0	0	1	0
ENSG00000275591	XKR5	0	1	1	2	1	2
ENSG00000275598	CMB9-14B22.1	3	1	4	11	0	2
ENSG00000275601	AC011330.13	3	3	4	3	3	3
ENSG00000275607	RP11-802O23.4	2	1	0	1	2	0
ENSG00000275611	RP11-291I6.2	8	3	8	6	8	11
ENSG00000275620	FLJ16779	0	0	0	2	0	0
ENSG00000275630	RP6-65G23.5	3	2	2	2	4	5
ENSG00000275632	RP5-967N21.11	0	1	1	2	0	0
ENSG00000275645	RP11-817O13.9	3	3	0	0	0	0
ENSG00000275647	RP11-209D20.2	0	1	1	1	0	0
ENSG00000275663	HIST1H4G	1	0	0	0	0	0
ENSG00000275665	CTB-58E17.9	0	0	0	0	0	1
ENSG00000275672	GATM-AS1	3	6	8	12	6	4
ENSG00000275675	RP11-1021O19.2	1	1	0	1	0	0
ENSG00000275678	RP4-547N15.3	4	1	1	8	1	2
ENSG00000275695	UBE2Q2P6	2	0	5	3	1	1
ENSG00000275700	AATF	335	360	291	262	363	238
ENSG00000275703	U47924.32	0	0	1	0	0	0
ENSG00000275709	RP11-96O20.5	4	1	0	1	1	0
ENSG00000275710	RP11-257O5.4	0	2	0	2	0	1
ENSG00000275713	HIST1H2BH	18	17	17	17	23	16
ENSG00000275714	HIST1H3A	80	52	70	50	83	61
ENSG00000275718	CCL15	2	0	1	2	0	0
ENSG00000275719	CTB-147N14.6	1	2	3	1	4	1
ENSG00000275722	LYZL6	0	0	2	0	0	0
ENSG00000275734	RP11-368I7.6	1	1	2	3	8	1
ENSG00000275740	RP11-449H3.3	4	2	4	10	6	2
ENSG00000275741	RP11-40E6.1	0	0	1	0	1	1
ENSG00000275756	RP11-100G15.12	0	0	1	0	0	0
ENSG00000275759	RP11-131L12.3	0	0	2	0	0	0
ENSG00000275763	C18orf65	2	1	0	5	1	2
ENSG00000275764	RP11-582E3.6	12	11	18	25	14	11
ENSG00000275765	RP11-54C4.3	25	45	44	29	44	26
ENSG00000275767	CH17-248H7.3	0	0	0	1	0	0
ENSG00000275773	RP11-343D24.2	0	1	0	0	0	0
ENSG00000275784	RP5-1125A11.6	2	0	0	1	0	0
ENSG00000275785	RP11-111E14.2	0	0	0	1	0	0
ENSG00000275793	RIMBP3	0	3	1	0	0	0
ENSG00000275799	AP001059.7	1	2	1	5	2	1
ENSG00000275807	RP11-1348G14.8	4	8	7	8	17	3
ENSG00000275812	RP4-697K14.15	0	0	0	1	0	0
ENSG00000275832	ARHGAP23	92	126	173	315	173	136
ENSG00000275833	RP11-479O9.3	1	0	2	4	4	2
ENSG00000275835	TUBGCP5	358	312	359	440	428	263
ENSG00000275839	CTC-421K24.1	1	0	0	4	0	0
ENSG00000275846	RP11-457M11.7	2	2	0	2	2	8
ENSG00000275854	RP11-278C7.5	6	0	1	3	3	0
ENSG00000275880	RP11-90L1.8	12	4	9	21	10	7
ENSG00000275888	RP13-516M14.10	0	0	2	2	3	3
ENSG00000275894	RP3-453C12.14	3	1	3	14	10	3
ENSG00000275897	RP11-94C24.13	17	10	19	39	20	17
ENSG00000275898	RP11-497G19.7	5	2	0	9	3	2
ENSG00000275910	RP11-680G24.6	2	3	7	6	3	1
ENSG00000275927	RP11-567P19.1	2	4	2	5	2	0
ENSG00000275936	RP1-278C19.8	0	3	0	1	0	0
ENSG00000275940	MRPL57P3	0	0	1	0	1	0
ENSG00000275945	EIF3FP1	0	0	0	1	0	0
ENSG00000275956	RP5-966M1.7	0	1	0	1	0	0
ENSG00000275963	RP11-180M15.6	0	0	0	1	1	0
ENSG00000275964	RP11-61K9.3	15	23	16	28	25	12
ENSG00000275966	RP11-1055B8.9	1	12	1	3	14	4
ENSG00000276007	RP11-358L22.3	1	2	3	5	1	0
ENSG00000276023	DUSP14	481	398	529	598	660	478
ENSG00000276026	RP4-545L17.11	5	0	0	2	1	2
ENSG00000276030	CTD-2027I19.3	1	1	1	1	1	0
ENSG00000276043	UHRF1	14	18	18	18	15	13
ENSG00000276045	ORAI1	34	38	38	65	23	35
ENSG00000276054	RP11-378E13.3	5	5	2	18	5	11
ENSG00000276063	RP11-817G13.3	1	0	2	0	2	0
ENSG00000276071	CTD-3234P18.6	2	3	5	3	2	4
ENSG00000276073	RP5-1125A11.7	2	2	4	17	1	1
ENSG00000276075	CTD-2012K14.8	4	0	2	4	3	0
ENSG00000276087	RP11-507M3.1	0	1	1	0	0	0
ENSG00000276092	RP11-734B5.2	0	0	0	0	1	0
ENSG00000276107	CTD-2033D15.2	6	4	4	10	13	16
ENSG00000276110	RP4-790G17.7	2	2	7	2	0	1
ENSG00000276115	RP11-817I4.2	0	1	1	4	2	1
ENSG00000276116	FUT8-AS1	4	8	3	5	10	4
ENSG00000276119	OR13C2	0	0	1	0	0	0
ENSG00000276127	RP11-154D6.2	0	0	0	1	0	0
ENSG00000276136	RP11-50I19.2	2	0	3	4	0	1
ENSG00000276148	RP11-278C7.4	1	1	1	1	3	2
ENSG00000276156	RP11-491H9.4	0	0	1	0	0	0
ENSG00000276166	CTD-2600O9.2	1	0	0	0	3	0
ENSG00000276170	AC124789.1	0	0	1	2	0	0
ENSG00000276172	ELMO2P1	1	0	2	2	1	0
ENSG00000276174	RP11-687E1.2	0	0	0	2	0	0
ENSG00000276180	HIST1H4I	97	47	123	104	82	94
ENSG00000276182	RP11-872J21.5	4	2	8	14	7	1
ENSG00000276188	RP11-173P15.10	0	0	0	1	0	0
ENSG00000276216	CH17-373J23.1	8	0	8	3	5	8
ENSG00000276223	RP4-781B1.5	2	0	1	0	0	0
ENSG00000276232	SCARNA10	5033	5250	4015	2864	5761	4987
ENSG00000276234	TADA2A	141	111	146	146	171	84
ENSG00000276241	CTB-91J4.1	1	0	1	1	0	0
ENSG00000276248	RP11-230F18.5	2	2	7	4	2	4
ENSG00000276250	CTD-2349P21.12	0	0	1	3	0	1
ENSG00000276251	CTB-32O4.3	1	0	0	0	1	0
ENSG00000276255	RP5-881P19.7	9	6	16	17	6	12
ENSG00000276259	RP11-481J2.4	5	3	2	6	6	4
ENSG00000276261	RP11-1060J15.9	0	0	0	1	0	0
ENSG00000276266	CH17-80A12.1	1	0	0	0	0	4
ENSG00000276272	RP11-121C6.5	0	0	0	1	1	1
ENSG00000276282	RP11-210K20.5	0	0	0	3	0	0
ENSG00000276292	RP11-33N14.5	2	0	0	0	0	0
ENSG00000276293	PIP4K2B	1260	1100	1252	1410	1212	873
ENSG00000276302	RP5-874C20.8	1	0	0	0	1	0
ENSG00000276308	RP11-116D17.4	9	5	7	34	9	10
ENSG00000276317	RP11-93B14.10	0	0	0	0	2	0
ENSG00000276334	AL133243.1	5	2	1	11	2	2
ENSG00000276337	RP11-106D4.2	6	2	5	17	5	3
ENSG00000276348	RP11-395E19.2	0	0	0	0	0	1
ENSG00000276362	RP11-241M13.2	0	1	1	3	0	1
ENSG00000276375	RP11-339B9.1	0	0	5	5	1	0
ENSG00000276380	UBE2NL	0	0	0	2	1	1
ENSG00000276384	RP11-186B7.7	0	1	0	0	1	1
ENSG00000276390	RP1-197B17.5	0	3	2	2	0	2
ENSG00000276393	RP11-106D4.3	0	0	0	1	0	0
ENSG00000276403	RP11-1151B14.1	0	0	0	1	0	0
ENSG00000276407	RP11-407B7.3	0	2	0	0	0	0
ENSG00000276408	RP11-490B18.5	0	0	2	0	2	2
ENSG00000276410	HIST1H2BB	34	30	17	23	28	30
ENSG00000276411	RP11-494G9.1	0	0	2	1	1	0
ENSG00000276412	RP11-157L3.9	0	0	0	1	2	0
ENSG00000276417	RP11-266K4.13	0	0	2	1	1	1
ENSG00000276436	RP11-195L15.2	0	0	0	1	1	0
ENSG00000276445	LLNLR-268E12.1	1	2	3	3	2	2
ENSG00000276449	AC004076.5	3	3	5	9	6	6
ENSG00000276467	RP1-272E8.2	1	0	0	0	0	0
ENSG00000276486	RP11-210K20.6	0	0	0	2	0	0
ENSG00000276487	RP11-417O18.2	1	0	0	0	0	0
ENSG00000276488	CTD-2537I9.18	0	0	1	2	1	2
ENSG00000276505	CMB9-94B1.2	1	0	0	0	0	0
ENSG00000276509	CH17-353B19.1	2	3	6	5	3	3
ENSG00000276517	AL133243.2	13	2	7	16	4	4
ENSG00000276521	RP11-690D19.4	0	0	1	1	0	0
ENSG00000276523	RP11-490B18.6	2	5	7	5	2	6
ENSG00000276524	RP11-323F24.3	1	1	1	1	1	0
ENSG00000276533	RP11-139H15.5	0	0	0	1	0	1
ENSG00000276545	PCDHGB9P	8	2	5	10	3	2
ENSG00000276547	PCDHGB5	47	63	67	166	94	58
ENSG00000276563	RP11-568K15.2	0	0	1	0	0	0
ENSG00000276564	CTA-276F8.1	4	0	1	7	2	0
ENSG00000276571	AC002550.6	1	0	0	3	2	1
ENSG00000276573	RP11-128N14.5	1	1	0	3	4	0
ENSG00000276576	MRPL30P1	10	3	5	1	6	2
ENSG00000276578	LLNLR-285B5.1	0	0	1	5	2	1
ENSG00000276592	PHBP6	0	1	0	0	0	0
ENSG00000276593	RP11-295H24.5	1	0	1	0	0	0
ENSG00000276603	RP11-425M5.7	5	4	10	23	13	9
ENSG00000276633	AJ011931.1	0	1	1	1	0	0
ENSG00000276644	DACH1	2	1	2	0	2	0
ENSG00000276649	RP5-858L17.1	0	0	0	8	0	1
ENSG00000276651	AC007950.2	6	1	3	9	1	3
ENSG00000276662	RP11-631M21.7	2	0	1	6	1	2
ENSG00000276663	RP11-407G23.7	3	1	2	12	7	9
ENSG00000276667	RP11-471J7.1	0	0	0	0	1	0
ENSG00000276668	RP11-35J10.7	0	0	0	1	0	0
ENSG00000276672	RP11-142E9.1	5	3	2	8	1	1
ENSG00000276691	RP5-1057I20.5	1	0	0	1	4	0
ENSG00000276693	RP13-977J11.9	0	1	0	0	0	0
ENSG00000276698	RP11-468E2.10	3	4	2	12	7	4
ENSG00000276704	RP11-128N14.4	1	0	4	9	1	1
ENSG00000276715	YWHAEP7	0	0	1	0	0	0
ENSG00000276718	RP1-102E24.10	0	3	3	9	2	1
ENSG00000276724	RP11-1000B6.7	12	15	17	33	22	21
ENSG00000276727	RP11-123K3.9	5	2	1	1	2	0
ENSG00000276728	AC142472.6	16	13	13	9	23	11
ENSG00000276740	RP11-381O6.1	0	0	1	2	2	0
ENSG00000276742	RP11-500G22.4	0	1	0	2	0	0
ENSG00000276744	CTD-2562G15.3	6	2	5	9	3	8
ENSG00000276747	PADI6	0	0	0	0	0	1
ENSG00000276754	RP11-461A8.5	2	0	1	0	0	0
ENSG00000276759	RP11-80I3.1	0	0	2	2	0	0
ENSG00000276763	RP11-381E24.4	0	0	1	0	0	0
ENSG00000276772	CTD-2515H24.2	0	1	0	0	0	0
ENSG00000276790	RP11-290H9.5	0	0	1	0	0	0
ENSG00000276791	CTD-2270P14.5	74	69	56	49	43	50
ENSG00000276805	RP11-291L22.9	12	5	9	21	11	12
ENSG00000276807	RP11-8P11.4	0	0	0	1	0	0
ENSG00000276809	RP11-10E18.7	1	0	1	4	1	1
ENSG00000276810	RP11-19G24.2	0	0	1	4	0	1
ENSG00000276814	RP1-228P16.8	1	0	3	4	3	1
ENSG00000276846	CTD-3220F14.3	1	0	1	0	1	0
ENSG00000276853	RP11-305O6.4	5	0	4	8	4	1
ENSG00000276854	RP11-478K15.7	0	1	0	1	0	0
ENSG00000276855	CTD-3157E16.2	17	6	12	15	22	16
ENSG00000276863	CTD-2047H16.5	1	0	0	1	0	0
ENSG00000276867	CTD-2358C21.5	0	1	0	0	0	0
ENSG00000276868	RP11-318K12.3	0	0	2	1	0	1
ENSG00000276900	RP11-467L13.7	9	7	9	9	10	4
ENSG00000276903	HIST1H2AL	8	5	5	5	5	1
ENSG00000276916	RP11-230F18.6	0	0	0	1	4	1
ENSG00000276925	RP11-708J19.3	0	4	5	7	1	4
ENSG00000276931	RP11-161M6.6	5	1	5	13	1	2
ENSG00000276934	RP11-231E4.5	0	1	0	2	0	0
ENSG00000276945	CTC-436P18.5	0	0	1	3	3	0
ENSG00000276952	RP5-965G21.6	0	1	1	2	0	1
ENSG00000276957	RP11-29B2.6	0	0	1	1	0	0
ENSG00000276966	HIST1H4E	567	460	301	411	484	352
ENSG00000276968	RP11-90M2.5	3	3	0	1	3	1
ENSG00000276972	RP11-116D17.5	6	13	7	4	8	9
ENSG00000276980	CTD-3128G10.7	3	0	3	9	2	4
