id	sym	C1	C2	C3	AA157_rep1	AA157_rep2	AA157_rep3
ENSG00000268199	na	0	0	1	0	0	0
ENSG00000268201	na	3	1	7	2	4	2
ENSG00000268204	na	0	1	1	4	2	1
ENSG00000268205	na	446	406	525	511	370	397
ENSG00000268208	na	1	0	0	0	0	0
ENSG00000268211	na	0	2	3	3	1	1
ENSG00000268218	na	5	1	5	1	1	1
ENSG00000268220	na	5	2	5	0	1	0
ENSG00000268222	EEF1A1P7	3	1	1	0	0	0
ENSG00000268225	na	31	20	22	30	29	49
ENSG00000268230	na	8	6	2	1	2	1
ENSG00000268231	na	1	0	0	0	0	0
ENSG00000268235	TCP11X1	1	0	0	0	0	0
ENSG00000268240	na	4	0	2	0	0	1
ENSG00000268257	AIRN	0	0	0	0	0	0
ENSG00000268262	na	1	2	4	1	0	0
ENSG00000268265	na	0	0	0	0	0	0
ENSG00000268266	na	2	2	0	0	0	1
ENSG00000268272	VN1R78P	0	1	0	0	0	0
ENSG00000268278	na	83	18	44	2	2	3
ENSG00000268279	na	8	9	4	6	5	1
ENSG00000268282	na	0	1	0	0	1	0
ENSG00000268287	na	0	0	0	10	2	7
ENSG00000268288	na	3	0	0	0	0	0
ENSG00000268295	POLR3GP1	0	0	2	0	0	1
ENSG00000268297	CLEC4GP1	4	2	6	0	0	0
ENSG00000268307	na	2	1	1	2	3	1
ENSG00000268309	na	0	0	0	1	0	0
ENSG00000268310	na	0	2	1	1	0	0
ENSG00000268313	na	4	1	0	0	1	0
ENSG00000268324	LRRC2-AS1	1	7	4	0	1	0
ENSG00000268333	na	16	8	18	0	2	3
ENSG00000268335	BNIP3P23	1	0	0	0	0	0
ENSG00000268336	SIGLEC20P	0	0	0	0	0	0
ENSG00000268350	FAM156A	4	7	2	9	5	4
ENSG00000268352	na	0	2	3	0	0	1
ENSG00000268357	VN1R81P	65	51	58	48	54	48
ENSG00000268362	na	84	65	92	17	11	20
ENSG00000268364	SMC5-AS1	8	5	8	6	6	15
ENSG00000268366	na	0	0	1	0	0	0
ENSG00000268375	na	0	0	1	0	0	0
ENSG00000268379	na	17	24	16	4	6	8
ENSG00000268388	FENDRR	0	0	0	2	0	0
ENSG00000268390	na	0	0	0	0	0	0
ENSG00000268392	na	2	1	2	0	1	0
ENSG00000268401	na	9	3	10	1	0	1
ENSG00000268403	na	31	30	27	27	12	17
ENSG00000268416	na	46	16	26	15	9	13
ENSG00000268423	na	0	3	0	0	0	0
ENSG00000268424	na	0	0	0	0	1	0
ENSG00000268427	na	1	0	0	0	0	0
ENSG00000268433	na	2	1	3	0	0	0
ENSG00000268439	na	14	8	2	1	0	3
ENSG00000268460	na	0	0	0	13	8	11
ENSG00000268471	na	136	121	88	87	92	100
ENSG00000268472	na	0	1	1	2	1	1
ENSG00000268475	na	0	0	0	0	0	0
ENSG00000268484	na	0	0	0	0	0	0
ENSG00000268485	na	16	2	2	1	3	0
ENSG00000268496	na	29	19	21	0	0	0
ENSG00000268499	na	3	0	0	0	0	1
ENSG00000268505	na	0	0	0	1	0	0
ENSG00000268509	na	0	0	0	1	2	0
ENSG00000268510	IFNL3P1	1	0	0	0	0	0
ENSG00000268516	na	87	94	85	57	41	40
ENSG00000268518	na	6	8	8	0	0	0
ENSG00000268520	na	3	1	2	0	0	0
ENSG00000268521	VN1R83P	32	32	21	29	28	37
ENSG00000268525	na	0	0	0	1	1	0
ENSG00000268529	CYP2T3P	4	1	1	0	0	0
ENSG00000268530	na	2	0	0	0	2	0
ENSG00000268532	na	0	1	1	0	0	0
ENSG00000268533	na	0	0	1	0	1	1
ENSG00000268535	na	1	0	0	0	0	0
ENSG00000268536	na	4	2	0	0	1	0
ENSG00000268537	na	0	0	0	0	1	0
ENSG00000268538	na	0	1	0	0	0	0
ENSG00000268543	na	2	2	2	3	3	2
ENSG00000268544	na	1	0	0	1	0	0
ENSG00000268545	VN1R107P	0	0	1	0	0	0
ENSG00000268550	na	1	0	0	2	0	0
ENSG00000268555	na	80	12	36	5	4	7
ENSG00000268565	na	0	0	1	3	1	1
ENSG00000268568	na	28	31	23	22	25	20
ENSG00000268573	na	115	115	92	18	11	23
ENSG00000268575	na	54	60	46	37	34	43
ENSG00000268578	na	0	0	0	0	1	0
ENSG00000268583	na	1	0	0	3	1	5
ENSG00000268584	na	6	2	7	3	2	8
ENSG00000268592	na	4	3	3	4	6	3
ENSG00000268598	VN1R80P	1	2	0	2	0	1
ENSG00000268601	na	1	1	1	0	0	0
ENSG00000268603	na	0	0	0	6	4	4
ENSG00000268606	MAGEA2	0	1	0	0	0	0
ENSG00000268618	na	1	0	0	0	0	0
ENSG00000268620	na	0	0	0	0	2	2
ENSG00000268621	na	0	0	0	5	3	1
ENSG00000268628	na	4	10	12	4	1	4
ENSG00000268632	na	0	0	1	0	0	0
ENSG00000268635	na	6	5	11	1	2	1
ENSG00000268640	na	0	0	0	0	0	0
ENSG00000268649	na	55	46	56	7	6	12
ENSG00000268650	na	0	2	0	0	1	1
ENSG00000268654	MIMT1	2	6	4	2	0	2
ENSG00000268655	na	0	0	0	3	1	5
ENSG00000268658	LINC00664	579	435	523	59	50	33
ENSG00000268660	LETM1P2	0	0	0	0	0	0
ENSG00000268669	na	0	0	0	0	0	0
ENSG00000268670	na	12	16	17	2	2	5
ENSG00000268677	na	0	0	1	0	0	0
ENSG00000268678	na	1	4	0	0	0	1
ENSG00000268683	na	0	0	0	0	0	0
ENSG00000268686	na	1	0	0	0	0	0
ENSG00000268702	na	21	18	16	5	3	3
ENSG00000268707	na	0	2	0	0	5	2
ENSG00000268713	na	51	50	43	70	63	43
ENSG00000268723	na	0	0	0	0	0	0
ENSG00000268738	HSFX2	0	0	0	0	0	0
ENSG00000268743	na	3	4	4	1	1	3
ENSG00000268744	na	0	2	1	2	1	1
ENSG00000268745	na	0	2	0	2	1	1
ENSG00000268746	na	0	0	2	3	2	1
ENSG00000268747	na	0	0	0	2	6	7
ENSG00000268751	SCGB1B2P	16	24	14	8	6	4
ENSG00000268756	na	0	0	0	0	1	0
ENSG00000268758	ADGRE4P	0	0	1	0	0	0
ENSG00000268759	na	0	1	0	0	0	0
ENSG00000268785	RPL7P50	1	0	0	0	0	0
ENSG00000268790	na	0	0	1	0	0	0
ENSG00000268798	na	5	5	9	1	3	1
ENSG00000268803	na	0	0	0	0	0	0
ENSG00000268804	na	0	0	0	0	0	0
ENSG00000268810	na	0	0	0	0	0	0
ENSG00000268812	na	0	2	5	23	22	28
ENSG00000268818	na	3	1	0	0	0	0
ENSG00000268836	na	4	4	5	1	1	1
ENSG00000268846	na	2	0	1	0	5	1
ENSG00000268849	SIGLEC22P	0	2	0	0	0	0
ENSG00000268852	na	0	0	0	0	0	3
ENSG00000268854	na	1	0	0	1	2	2
ENSG00000268858	na	155	162	128	126	125	117
ENSG00000268864	na	2	1	1	3	0	2
ENSG00000268869	ESPNP	10	7	4	0	0	1
ENSG00000268873	na	0	1	0	0	1	0
ENSG00000268879	IGFL1P1	0	0	0	0	0	3
ENSG00000268882	na	0	0	2	1	0	1
ENSG00000268885	na	53	43	49	9	8	8
ENSG00000268889	na	14	9	7	1	0	2
ENSG00000268894	PLCE1-AS1	0	0	0	13	10	10
ENSG00000268895	A1BG-AS1	70	78	72	39	24	27
ENSG00000268896	na	2	2	0	0	0	0
ENSG00000268912	na	10	9	11	3	5	7
ENSG00000268926	na	1	1	3	1	0	0
ENSG00000268931	na	0	0	0	1	1	0
ENSG00000268938	na	0	0	0	0	0	0
ENSG00000268941	na	1	1	0	3	0	5
ENSG00000268942	CKS1BP3	0	1	0	0	0	1
ENSG00000268945	na	3	6	1	3	0	0
ENSG00000268947	na	9	10	4	3	7	3
ENSG00000268948	na	10	5	12	14	3	8
ENSG00000268949	MRPS17P1	1	2	0	2	0	0
ENSG00000268950	na	0	0	0	0	0	0
ENSG00000268955	na	0	0	0	1	0	0
ENSG00000268964	ERVV-2	0	0	0	16	6	4
ENSG00000268965	na	0	0	0	0	1	0
ENSG00000268970	na	4	3	1	2	1	0
ENSG00000268983	na	1	0	1	4	0	0
ENSG00000268987	na	0	0	1	0	0	1
ENSG00000268996	MAN1B1-AS1	9	14	9	15	13	13
ENSG00000269001	ZNF818P	210	130	126	207	181	158
ENSG00000269009	SLC6A21P	0	0	0	0	0	0
ENSG00000269012	KRT18P40	1	0	2	0	0	0
ENSG00000269019	na	4	5	0	1	1	7
ENSG00000269028	MTRNR2L12	29	41	44	17	15	24
ENSG00000269037	na	7	2	2	0	0	0
ENSG00000269038	na	9	8	3	3	2	3
ENSG00000269040	BNIP3P24	0	1	0	0	0	0
ENSG00000269044	na	43	44	48	67	46	62
ENSG00000269047	na	0	0	0	0	0	0
ENSG00000269048	na	1	0	0	0	1	0
ENSG00000269050	na	1	0	0	0	0	0
ENSG00000269053	na	0	0	0	0	0	0
ENSG00000269054	na	11	5	7	5	5	5
ENSG00000269058	CALR3	1	5	7	0	0	2
ENSG00000269067	ZNF728	0	0	0	0	1	0
ENSG00000269068	na	4	2	3	1	3	1
ENSG00000269069	na	39	36	26	8	9	8
ENSG00000269072	na	0	1	1	0	0	0
ENSG00000269086	na	0	0	1	0	0	0
ENSG00000269091	na	0	0	0	0	0	0
ENSG00000269097	na	0	0	0	0	2	2
ENSG00000269102	na	0	0	0	0	0	0
ENSG00000269103	na	1	0	0	1	0	0
ENSG00000269104	na	0	0	0	0	0	0
ENSG00000269106	na	0	0	1	1	0	0
ENSG00000269113	TRABD2B	163	104	89	45	1	2
ENSG00000269118	FAM90A28P	1	0	1	0	0	0
ENSG00000269119	HNRNPA1P52	1	3	1	1	0	0
ENSG00000269120	na	1	1	0	0	1	0
ENSG00000269125	na	2	0	1	0	0	0
ENSG00000269139	na	5	4	8	7	2	6
ENSG00000269148	na	1	0	0	0	1	0
ENSG00000269151	na	1	0	2	0	0	0
ENSG00000269153	LYPLA2P2	0	0	1	0	0	0
ENSG00000269155	na	0	0	0	0	1	0
ENSG00000269169	na	2	0	0	0	0	0
ENSG00000269175	na	0	1	1	1	0	0
ENSG00000269176	na	24	35	23	15	24	19
ENSG00000269186	LINC01082	0	0	0	0	1	0
ENSG00000269189	na	0	0	0	0	0	0
ENSG00000269190	FBXO17	416	342	368	191	146	174
ENSG00000269194	na	3	1	1	2	1	2
ENSG00000269210	na	16	6	10	6	5	4
ENSG00000269220	LINC00528	3	2	3	0	0	0
ENSG00000269235	ZNF350-AS1	10	16	11	6	3	0
ENSG00000269236	na	1	0	0	0	0	1
ENSG00000269243	na	0	0	1	3	1	0
ENSG00000269246	na	1	2	0	2	0	1
ENSG00000269274	na	5	0	1	0	0	2
ENSG00000269275	na	1	0	3	0	1	1
ENSG00000269279	na	11	12	7	12	8	12
ENSG00000269289	na	0	0	0	0	1	0
ENSG00000269292	na	0	0	0	0	0	0
ENSG00000269293	ZSCAN16-AS1	37	54	68	48	35	34
ENSG00000269295	na	0	0	0	0	0	3
ENSG00000269296	na	2	2	3	2	1	0
ENSG00000269300	na	0	0	0	0	0	1
ENSG00000269303	na	2	0	1	0	0	2
ENSG00000269304	na	2	1	3	3	5	2
ENSG00000269313	MAGIX	14	16	20	47	51	68
ENSG00000269318	na	0	1	2	2	1	5
ENSG00000269335	IKBKG	119	134	137	132	117	131
ENSG00000269337	na	5	7	8	7	6	12
ENSG00000269343	ZNF587B	976	780	844	237	179	247
ENSG00000269352	PTOV1-AS2	138	161	160	88	45	80
ENSG00000269353	na	0	0	1	0	0	0
ENSG00000269356	na	0	0	0	1	0	0
ENSG00000269363	na	0	3	2	0	0	1
ENSG00000269365	na	0	0	0	1	0	0
ENSG00000269371	na	2	1	0	7	0	0
ENSG00000269374	na	129	97	96	99	91	87
ENSG00000269376	na	0	0	0	0	0	0
ENSG00000269386	RAB11B-AS1	34	28	52	37	32	32
ENSG00000269387	na	0	0	0	0	0	0
ENSG00000269388	na	1	13	9	11	9	7
ENSG00000269392	na	1	1	4	0	0	0
ENSG00000269396	na	0	1	1	0	0	0
ENSG00000269397	na	32	16	20	27	18	13
ENSG00000269399	na	3	5	6	9	7	3
ENSG00000269400	na	0	0	0	0	1	0
ENSG00000269403	na	0	0	0	0	0	0
ENSG00000269404	SPIB	44	36	48	0	0	1
ENSG00000269407	na	0	0	0	0	0	0
ENSG00000269416	LINC01224	689	502	562	28	24	22
ENSG00000269421	ZNF92P3	25	13	15	1	0	0
ENSG00000269425	na	2	3	7	0	3	0
ENSG00000269427	na	0	0	0	0	0	0
ENSG00000269437	NXF2B	2	0	0	0	0	0
ENSG00000269439	na	19	14	11	20	14	10
ENSG00000269444	na	2	2	0	0	0	0
ENSG00000269445	na	0	1	0	0	0	0
ENSG00000269463	na	1	3	2	1	1	4
ENSG00000269466	na	0	0	0	1	0	0
ENSG00000269468	na	5	8	5	2	1	2
ENSG00000269471	na	0	0	1	0	0	0
ENSG00000269473	na	1	3	2	5	5	2
ENSG00000269480	na	1	0	0	1	0	1
ENSG00000269481	na	0	0	0	0	0	0
ENSG00000269482	na	1	3	2	5	0	2
ENSG00000269483	na	4	4	1	0	2	1
ENSG00000269486	na	61	49	43	19	24	30
ENSG00000269487	na	1	0	1	0	0	1
ENSG00000269489	na	0	1	1	0	0	0
ENSG00000269495	na	0	0	0	0	0	0
ENSG00000269514	na	5	3	1	1	5	3
ENSG00000269516	CYP4F23P	0	0	0	0	0	0
ENSG00000269524	na	1	1	1	0	0	0
ENSG00000269526	ERVV-1	0	0	0	19	5	5
ENSG00000269529	na	0	0	1	0	0	0
ENSG00000269533	na	0	0	1	0	3	0
ENSG00000269534	na	0	0	0	0	0	0
ENSG00000269543	na	0	2	0	0	0	0
ENSG00000269546	CLIC4P2	2	0	0	0	0	0
ENSG00000269549	na	5	5	2	7	2	3
ENSG00000269553	na	0	0	0	0	0	0
ENSG00000269554	na	5	0	1	13	11	14
ENSG00000269556	TMEM185A	332	235	231	467	369	394
ENSG00000269559	na	2	7	5	2	2	8
ENSG00000269560	na	0	0	1	1	0	1
ENSG00000269563	na	0	0	0	0	0	1
ENSG00000269564	na	1	15	11	1	0	0
ENSG00000269565	GPR32P1	0	0	0	0	0	0
ENSG00000269570	na	0	0	0	0	0	0
ENSG00000269583	na	1	0	0	0	0	0
ENSG00000269584	TDGF1P7	2	2	1	2	1	1
ENSG00000269600	na	0	0	0	2	0	0
ENSG00000269604	na	2	2	4	3	5	1
ENSG00000269605	na	0	0	0	1	0	0
ENSG00000269609	RPARP-AS1	487	409	497	136	151	143
ENSG00000269614	na	0	1	0	1	0	0
ENSG00000269621	na	0	0	0	0	0	0
ENSG00000269637	RPL12P41	0	2	0	0	1	0
ENSG00000269646	na	4	0	0	1	1	1
ENSG00000269647	na	13	8	10	6	1	0
ENSG00000269652	na	0	0	0	0	0	2
ENSG00000269653	na	1	1	2	1	1	0
ENSG00000269656	GLTSCR2-AS1	0	0	0	0	0	1
ENSG00000269657	na	6	5	5	3	2	3
ENSG00000269676	na	0	0	1	0	0	0
ENSG00000269680	na	1	1	4	8	9	11
ENSG00000269688	na	31	28	33	8	4	0
ENSG00000269693	na	15	11	10	7	10	13
ENSG00000269694	na	0	0	0	0	0	0
ENSG00000269696	na	11	13	14	10	4	7
ENSG00000269699	ZIM2	1	1	0	3	1	1
ENSG00000269706	na	0	0	0	9	6	2
ENSG00000269707	na	0	0	0	0	0	0
ENSG00000269720	na	4	2	2	0	0	2
ENSG00000269729	na	0	0	0	1	2	6
ENSG00000269737	na	1	0	1	0	0	0
ENSG00000269741	na	0	0	0	0	0	0
ENSG00000269743	SLC25A53	237	160	176	58	58	58
ENSG00000269746	na	1	4	0	2	2	1
ENSG00000269752	na	0	0	0	0	0	0
ENSG00000269753	na	0	0	1	0	0	0
ENSG00000269755	na	0	0	0	1	0	0
ENSG00000269758	na	0	0	0	0	0	0
ENSG00000269774	na	0	0	0	0	0	0
ENSG00000269779	na	0	1	0	0	0	1
ENSG00000269781	na	6	0	1	12	6	10
ENSG00000269792	na	0	1	1	0	0	0
ENSG00000269793	ZIM2-AS1	39	46	36	4	2	3
ENSG00000269800	PLEKHA3P1	2	8	3	1	5	2
ENSG00000269804	na	1	0	0	0	0	0
ENSG00000269807	na	1	0	1	1	1	2
ENSG00000269808	na	1	1	1	0	0	0
ENSG00000269813	na	0	0	0	0	1	0
ENSG00000269814	na	2	1	2	0	0	0
ENSG00000269815	na	9	5	3	5	1	1
ENSG00000269821	KCNQ1OT1	476	375	360	279	167	212
ENSG00000269825	na	64	65	47	241	271	292
ENSG00000269831	na	0	0	0	0	1	0
ENSG00000269832	na	0	0	0	0	0	0
ENSG00000269834	ZNF528-AS1	181	168	173	119	86	101
ENSG00000269837	IPO5P1	485	294	386	187	96	125
ENSG00000269839	na	2	0	0	0	0	0
ENSG00000269842	na	14	7	24	0	0	0
ENSG00000269846	na	12	8	3	0	0	0
ENSG00000269855	RNF225	4	3	1	8	3	6
ENSG00000269858	EGLN2	329	304	312	160	167	158
ENSG00000269859	na	0	0	0	0	0	1
ENSG00000269866	na	0	0	1	0	0	0
ENSG00000269867	na	9	10	10	1	1	1
ENSG00000269871	na	3	0	5	2	3	1
ENSG00000269873	na	1	0	0	0	0	0
ENSG00000269877	na	0	1	0	0	0	0
ENSG00000269881	na	1	0	1	1	3	0
ENSG00000269883	na	5	4	3	0	0	0
ENSG00000269886	na	2	2	1	3	3	5
ENSG00000269887	na	19	21	11	5	1	4
ENSG00000269889	na	1	1	1	2	2	2
ENSG00000269890	na	9	10	10	25	12	13
ENSG00000269891	ARHGAP19-SLIT1	1	1	1	0	0	0
ENSG00000269892	na	1	2	3	3	0	0
ENSG00000269893	SNHG8	776	790	915	284	336	340
ENSG00000269894	na	6	4	3	4	4	0
ENSG00000269895	na	0	1	0	2	1	2
ENSG00000269896	na	43	42	44	17	22	23
ENSG00000269899	na	0	0	0	21	18	17
ENSG00000269900	na	1	6	5	5	7	5
ENSG00000269902	na	0	0	0	0	0	0
ENSG00000269903	na	2	1	1	2	1	2
ENSG00000269904	MAP2K4P1	6	5	2	3	0	0
ENSG00000269906	na	32	29	30	17	14	22
ENSG00000269907	na	0	0	1	0	0	0
ENSG00000269910	na	1	0	2	0	1	0
ENSG00000269911	na	70	33	45	26	25	25
ENSG00000269915	na	0	0	0	0	0	0
ENSG00000269916	na	1	0	1	0	2	1
ENSG00000269918	na	121	89	114	49	63	62
ENSG00000269919	na	0	0	0	1	0	1
ENSG00000269921	na	8	11	13	2	3	3
ENSG00000269924	na	2	0	0	0	1	0
ENSG00000269925	na	8	6	2	9	5	9
ENSG00000269926	na	0	0	0	0	1	0
ENSG00000269927	na	0	0	0	1	0	0
ENSG00000269929	na	77	64	69	29	29	36
ENSG00000269930	na	14	4	5	9	4	5
ENSG00000269931	na	0	0	0	0	0	0
ENSG00000269933	na	0	1	0	0	0	0
ENSG00000269934	na	8	4	5	4	3	5
ENSG00000269935	na	5	5	2	0	5	2
ENSG00000269937	na	142	131	84	68	53	69
ENSG00000269938	na	2	1	1	4	5	2
ENSG00000269939	na	39	27	28	9	9	10
ENSG00000269940	na	131	107	75	147	109	129
ENSG00000269944	na	0	0	0	0	0	0
ENSG00000269945	na	0	0	1	2	1	1
ENSG00000269946	na	2	1	2	1	1	3
ENSG00000269947	na	22	3	18	2	6	2
ENSG00000269949	na	7	17	6	2	9	3
ENSG00000269951	na	22	11	12	7	6	5
ENSG00000269952	na	6	5	8	5	5	3
ENSG00000269956	MKNK1-AS1	0	0	0	0	0	0
ENSG00000269958	na	155	141	128	211	145	169
ENSG00000269959	SPACA6P-AS	10	4	3	13	18	14
ENSG00000269961	na	1	4	4	2	3	4
ENSG00000269964	MEI4	23	24	12	8	12	8
ENSG00000269967	na	0	0	1	1	0	0
ENSG00000269968	na	53	76	52	20	32	28
ENSG00000269971	na	1	0	0	0	0	1
ENSG00000269972	na	2	0	0	0	1	0
ENSG00000269973	na	83	61	55	62	55	63
ENSG00000269974	na	18	17	21	5	2	3
ENSG00000269976	na	1	0	0	2	1	2
ENSG00000269978	na	10	20	11	15	9	8
ENSG00000269980	na	0	0	0	0	0	0
ENSG00000269982	na	10	4	3	2	7	3
ENSG00000269983	na	16	24	24	8	5	7
ENSG00000269984	na	4	4	1	3	0	2
ENSG00000269986	na	2	0	1	1	0	1
ENSG00000269987	na	0	0	1	1	0	0
ENSG00000269993	na	8	3	5	0	0	0
ENSG00000269994	na	58	77	92	67	62	59
ENSG00000269996	na	115	116	114	460	436	353
ENSG00000269997	na	1	2	0	3	3	0
ENSG00000269998	na	0	0	0	6	2	3
ENSG00000270000	na	9	12	12	8	3	1
ENSG00000270001	na	1	0	2	1	1	2
ENSG00000270002	na	0	0	0	15	13	13
ENSG00000270006	na	1	1	0	1	1	1
ENSG00000270011	ZNF559-ZNF177	3	4	2	2	1	0
ENSG00000270012	na	78	41	62	33	23	38
ENSG00000270015	na	239	198	212	83	64	76
ENSG00000270016	na	1	0	0	0	0	0
ENSG00000270017	na	0	0	0	0	1	0
ENSG00000270019	na	6	2	4	2	2	1
ENSG00000270020	na	6	11	6	2	5	3
ENSG00000270021	na	1	0	0	4	3	9
ENSG00000270022	na	0	1	0	0	0	0
ENSG00000270025	BMS1P7	0	0	0	0	0	0
ENSG00000270028	na	0	0	0	17	18	13
ENSG00000270030	na	0	0	0	1	0	0
ENSG00000270031	na	0	2	2	1	0	1
ENSG00000270035	na	2	3	7	4	2	1
ENSG00000270036	na	0	0	0	0	0	0
ENSG00000270038	na	1	1	1	0	0	0
ENSG00000270039	na	14	10	7	9	16	7
ENSG00000270040	na	0	0	0	3	2	0
ENSG00000270048	na	0	0	0	2	0	0
ENSG00000270049	na	4	8	13	3	7	7
ENSG00000270050	na	0	1	0	0	0	0
ENSG00000270052	na	1	0	0	0	0	0
ENSG00000270055	na	31	38	39	118	112	96
ENSG00000270059	na	2	5	3	0	2	1
ENSG00000270060	na	16	10	16	9	4	8
ENSG00000270061	na	1	1	0	2	1	4
ENSG00000270062	na	6	6	9	12	12	12
ENSG00000270066	na	4	3	0	0	0	2
ENSG00000270067	na	17	21	18	12	8	10
ENSG00000270069	MIR222HG	73	55	71	129	113	84
ENSG00000270071	na	0	0	0	0	0	0
ENSG00000270072	na	2	3	3	2	0	1
ENSG00000270074	na	30	18	29	26	23	31
ENSG00000270076	na	18	13	15	10	7	17
ENSG00000270077	na	0	0	0	0	0	0
ENSG00000270083	na	12	6	4	0	2	5
ENSG00000270084	GAS5-AS1	2	0	2	8	4	10
ENSG00000270087	na	0	0	1	0	0	0
ENSG00000270090	na	1	0	0	0	0	0
ENSG00000270091	na	12	13	6	9	5	11
ENSG00000270093	na	0	0	0	0	0	0
ENSG00000270094	na	0	0	0	0	1	0
ENSG00000270095	na	1	1	1	2	1	0
ENSG00000270096	na	15	10	12	9	7	3
ENSG00000270099	na	6	3	6	3	0	1
ENSG00000270100	na	5	1	5	2	1	1
ENSG00000270103	na	0	0	0	0	0	1
ENSG00000270104	na	2	0	0	1	0	1
ENSG00000270106	TSNAX-DISC1	0	0	0	1	0	0
ENSG00000270108	na	8	14	11	13	11	10
ENSG00000270112	na	1	2	0	0	0	0
ENSG00000270115	na	1	1	1	2	4	1
ENSG00000270116	na	1	2	1	6	0	2
ENSG00000270117	na	0	2	1	0	1	0
ENSG00000270118	na	1	0	0	0	0	0
ENSG00000270120	na	0	0	0	0	0	0
ENSG00000270123	VTRNA2-1	0	0	1	0	0	0
ENSG00000270124	na	2	6	8	0	0	0
ENSG00000270127	na	5	10	12	17	13	13
ENSG00000270130	na	0	0	0	5	2	1
ENSG00000270131	na	0	0	0	13	12	10
ENSG00000270133	na	5	6	2	0	0	2
ENSG00000270135	na	4	2	1	4	0	1
ENSG00000270137	na	2	3	0	0	0	0
ENSG00000270140	na	0	0	0	0	0	1
ENSG00000270141	TERC	2	2	5	2	2	2
ENSG00000270147	na	2	4	2	4	2	0
ENSG00000270149	na	1	2	1	2	8	1
ENSG00000270154	na	3	3	2	0	3	1
ENSG00000270157	na	46	23	24	30	30	36
ENSG00000270164	LINC01480	0	0	1	0	1	0
ENSG00000270165	na	2	2	4	2	0	0
ENSG00000270168	na	1	4	1	23	19	50
ENSG00000270170	NCBP2-AS2	294	253	299	127	130	123
ENSG00000270171	na	7	5	4	4	1	2
ENSG00000270175	na	7	7	9	11	11	11
ENSG00000270177	na	14	12	6	11	3	8
ENSG00000270178	na	0	0	0	0	0	0
ENSG00000270179	na	9	6	12	9	7	7
ENSG00000270189	na	99	122	114	57	46	41
ENSG00000270190	na	0	0	1	0	0	0
ENSG00000270195	na	17	10	13	12	8	4
ENSG00000270207	na	1	0	0	1	0	0
ENSG00000270210	na	1	0	0	23	18	13
ENSG00000270223	na	2	3	4	2	1	1
ENSG00000270225	na	6	5	8	4	4	7
ENSG00000270240	na	5	3	5	2	1	0
ENSG00000270244	na	1	0	0	0	2	1
ENSG00000270246	na	188	149	113	19	19	20
ENSG00000270248	na	3	2	5	4	2	5
ENSG00000270258	DUXAP4	0	0	0	0	1	2
ENSG00000270265	na	3	9	5	0	0	1
ENSG00000270270	BNIP3P10	1	1	0	1	0	1
ENSG00000270276	HIST2H4B	0	0	3	3	0	0
ENSG00000270277	na	22	17	21	20	17	19
ENSG00000270279	na	2	0	3	0	0	0
ENSG00000270280	na	0	0	1	0	0	0
ENSG00000270281	na	0	0	0	0	0	0
ENSG00000270300	PHACTR2P1	4	1	3	1	2	3
ENSG00000270301	na	0	0	0	0	0	0
ENSG00000270326	na	0	0	0	0	0	1
ENSG00000270332	SMC2-AS1	6	4	7	5	3	1
ENSG00000270343	UNGP3	0	0	0	2	0	1
ENSG00000270344	na	13	12	15	23	21	16
ENSG00000270354	na	11	15	26	0	0	0
ENSG00000270361	na	2	0	1	0	0	0
ENSG00000270362	HMGN3-AS1	60	69	48	48	44	42
ENSG00000270367	na	4	0	2	2	1	0
ENSG00000270379	HEATR9	0	0	0	0	0	0
ENSG00000270381	na	0	0	0	0	0	1
ENSG00000270392	PFN1P2	0	0	0	0	0	0
ENSG00000270393	na	6	3	0	6	0	1
ENSG00000270402	na	0	1	0	0	0	0
ENSG00000270409	na	0	0	0	1	0	0
ENSG00000270412	na	0	0	0	2	0	0
ENSG00000270419	CAHM	27	18	25	13	7	15
ENSG00000270424	na	0	0	0	0	1	0
ENSG00000270426	na	5	3	4	1	1	0
ENSG00000270431	na	0	0	0	0	0	0
ENSG00000270432	OR7E108P	0	0	0	0	1	1
ENSG00000270433	na	4	0	1	0	0	0
ENSG00000270441	na	3	0	3	4	6	4
ENSG00000270457	na	1	1	1	0	0	0
ENSG00000270460	na	1	3	1	0	0	1
ENSG00000270462	na	0	0	0	0	1	0
ENSG00000270479	BNIP3P37	0	1	0	0	0	0
ENSG00000270482	na	2	4	1	4	4	2
ENSG00000270490	na	0	0	0	0	0	0
ENSG00000270491	na	0	1	0	0	0	0
ENSG00000270492	na	5	0	2	0	0	0
ENSG00000270503	na	0	1	1	0	0	0
ENSG00000270504	na	45	18	39	375	341	374
ENSG00000270513	na	0	0	1	0	0	0
ENSG00000270521	na	0	0	0	0	0	1
ENSG00000270522	na	0	0	0	0	1	1
ENSG00000270523	na	2	2	2	0	3	0
ENSG00000270531	na	0	0	0	0	0	0
ENSG00000270532	PEBP1P2	0	0	1	0	2	0
ENSG00000270533	na	0	0	1	1	1	0
ENSG00000270538	na	0	0	0	0	0	0
ENSG00000270540	na	2	1	0	0	1	0
ENSG00000270547	LINC01235	0	0	1	0	0	0
ENSG00000270557	na	9	3	1	4	4	3
ENSG00000270558	na	25	35	21	10	6	6
ENSG00000270562	na	12	6	8	79	80	101
ENSG00000270571	na	61	6	11	2	4	4
ENSG00000270574	na	32	39	38	14	15	34
ENSG00000270577	na	0	1	0	1	0	0
ENSG00000270578	na	0	0	0	9	1	4
