id	sym	Control_1	Control_2	Control_3	shEZH2_day4_1	shEZH2_day4_2	shEZH2_day4_3
ENSG00000268006	PTOV1-AS1	173	123	108	177	118	173
ENSG00000268030	AC005253.2	34	21	13	15	12	27
ENSG00000268040	PRED62	6	10	2	9	4	2
ENSG00000268041	CTD-2575K13.6	3	5	5	1	2	3
ENSG00000268047	AC018766.6	0	0	0	1	0	0
ENSG00000268049	CTD-2619J13.9	6	4	5	9	8	17
ENSG00000268056	CTD-3032J10.2	0	0	1	0	0	0
ENSG00000268061	NAPA-AS1	12	7	8	8	6	9
ENSG00000268069	RP5-1057I20.4	2	1	0	0	0	0
ENSG00000268078	RP11-805I24.4	0	0	0	0	1	0
ENSG00000268085	AC051642.1	0	0	0	0	0	1
ENSG00000268087	CTC-429P9.2	30	21	16	24	10	17
ENSG00000268089	GABRQ	19	14	9	12	20	19
ENSG00000268093	AC022154.7	0	0	1	1	0	1
ENSG00000268095	ZNF649-AS1	0	1	0	1	1	0
ENSG00000268098	AP000688.1	3	0	2	2	0	0
ENSG00000268107	AC003005.4	0	0	0	0	0	2
ENSG00000268117	VN1R84P	0	0	0	0	1	0
ENSG00000268119	CTD-2561J22.5	4	2	2	1	1	0
ENSG00000268156	FKSG61	4	1	1	0	1	1
ENSG00000268157	AC010524.4	1	1	1	0	0	1
ENSG00000268163	AC004076.9	0	3	0	1	0	1
ENSG00000268172	AL590452.1	1	2	0	1	0	0
ENSG00000268173	AC007192.4	0	0	1	0	0	0
ENSG00000268175	AC117395.1	49	35	15	25	13	15
ENSG00000268179	AL645608.1	10	7	7	5	3	8
ENSG00000268182	SMIM17	2	1	3	0	0	0
ENSG00000268186	CTC-241F20.4	0	0	0	0	1	0
ENSG00000268189	AC005785.2	2	3	3	3	3	5
ENSG00000268193	AC002985.3	0	0	1	0	0	0
ENSG00000268199	CTD-3137H5.1	0	0	0	2	0	2
ENSG00000268201	CTD-3138B18.6	3	0	0	2	0	1
ENSG00000268204	CTD-3214H19.6	0	0	0	0	1	0
ENSG00000268205	CTC-444N24.11	25	12	12	40	35	32
ENSG00000268208	AC008372.1	0	0	0	1	0	1
ENSG00000268211	AL359091.2	0	2	0	1	0	1
ENSG00000268218	AC137932.4	19	13	15	12	8	8
ENSG00000268225	CTD-2331H12.5	0	0	1	1	2	1
ENSG00000268230	CTD-2619J13.8	11	5	7	13	2	9
ENSG00000268262	CTC-246B18.8	1	0	0	1	1	2
ENSG00000268265	AP000304.1	0	0	0	0	0	2
ENSG00000268275	AL035588.1	0	0	0	0	1	0
ENSG00000268279	RP11-434D12.1	8	3	3	3	2	9
ENSG00000268287	CTB-60B18.18	0	0	2	0	0	0
ENSG00000268307	CTD-2619J13.13	0	0	0	0	1	0
ENSG00000268316	AC006272.2	0	0	0	1	0	0
ENSG00000268322	BNIP3P25	1	0	0	0	0	0
ENSG00000268324	LRRC2-AS1	0	0	1	0	0	0
ENSG00000268327	C15ORF31	0	0	0	0	0	1
ENSG00000268333	RP4-806M20.3	2	0	0	1	0	1
ENSG00000268350	FAM156A	26	21	21	13	9	13
ENSG00000268357	VN1R81P	9	5	1	4	4	6
ENSG00000268362	CTD-2017D11.1	27	19	21	9	11	8
ENSG00000268364	SMC5-AS1	1	6	1	4	0	0
ENSG00000268366	CTC-492K19.4	2	1	2	2	4	1
ENSG00000268379	CTC-360J11.4	0	0	0	1	1	0
ENSG00000268388	FENDRR	1731	1332	1064	2368	1544	2102
ENSG00000268392	AC003682.16	0	0	0	0	1	1
ENSG00000268402	AL031320.1	2	0	1	1	1	0
ENSG00000268403	CTD-2371O3.3	12	5	6	5	6	3
ENSG00000268423	AC011551.3	0	0	0	2	0	0
ENSG00000268439	RP3-461F17.3	0	3	1	0	0	0
ENSG00000268442	CTD-2027I19.2	1	0	1	0	0	4
ENSG00000268460	AC006262.6	1	0	0	0	1	0
ENSG00000268461	AC007204.1	0	1	0	0	1	0
ENSG00000268471	MIR4453	47	30	25	31	28	37
ENSG00000268484	AC087477.1	2	1	0	0	2	1
ENSG00000268499	CTB-102L5.8	3	0	0	1	0	1
ENSG00000268505	RP11-805I24.3	3	1	1	0	0	0
ENSG00000268516	CTD-3138B18.5	43	25	35	32	23	42
ENSG00000268520	CTD-2616J11.10	3	0	0	3	0	0
ENSG00000268521	VN1R83P	0	0	0	3	0	1
ENSG00000268532	RP11-514D23.1	0	0	0	0	1	2
ENSG00000268533	AC004076.7	1	0	0	0	0	0
ENSG00000268536	AC005523.3	1	0	1	0	0	0
ENSG00000268538	KIAA1658	0	0	0	0	2	0
ENSG00000268543	CTD-2619J13.16	6	5	9	6	4	0
ENSG00000268545	VN1R107P	0	0	0	1	0	0
ENSG00000268550	AC090427.1	0	0	1	0	0	0
ENSG00000268560	CTD-2332E11.2	0	0	0	0	0	1
ENSG00000268564	AC003956.1	2	0	2	0	0	0
ENSG00000268568	AC007228.9	1	3	0	2	2	2
ENSG00000268573	RP11-158H5.7	11	3	3	6	7	12
ENSG00000268575	RP1-283E3.8	7	13	7	23	8	16
ENSG00000268578	AL354718.1	0	0	0	1	1	0
ENSG00000268583	CTC-453G23.8	0	1	1	1	2	0
ENSG00000268584	RP11-464F9.20	4	9	4	12	1	7
ENSG00000268592	RAET1E-AS1	192	120	136	198	168	195
ENSG00000268598	VN1R80P	0	0	0	0	2	0
ENSG00000268601	AC115522.3	1	0	0	2	0	0
ENSG00000268603	RP11-316O14.1	0	2	1	5	2	3
ENSG00000268628	RP1-122P22.4	2	1	2	1	1	0
ENSG00000268632	AC073657.1	0	0	0	0	0	1
ENSG00000268649	MIR296	6	2	3	2	1	1
ENSG00000268650	AC068499.10	0	3	0	0	0	1
ENSG00000268655	CTB-60B18.10	7	3	3	4	1	7
ENSG00000268656	AC110084.1	1	1	1	1	1	0
ENSG00000268658	LINC00664	7	2	3	0	1	2
ENSG00000268669	CTB-60B18.17	0	1	0	0	0	0
ENSG00000268670	CTD-2622I13.3	13	5	6	5	2	10
ENSG00000268678	CTC-444N24.13	2	1	0	0	2	1
ENSG00000268705	BNIP3P26	0	1	0	0	0	0
ENSG00000268707	RP11-247A12.7	2	0	1	0	0	0
ENSG00000268713	CTC-444N24.8	12	4	7	11	11	12
ENSG00000268743	CTD-2538G9.5	0	0	2	1	0	0
ENSG00000268744	CTD-3105H18.14	0	0	0	1	0	0
ENSG00000268746	CTD-2571L23.8	1	0	1	1	0	1
ENSG00000268751	SCGB1B2P	1	0	1	0	0	0
ENSG00000268754	RP11-514D23.2	2	3	4	4	2	5
ENSG00000268756	AC104534.2	4	0	0	3	0	2
ENSG00000268759	AC135983.2	0	0	0	0	0	1
ENSG00000268764	CTC-450M9.1	4	0	0	0	0	0
ENSG00000268798	CTB-25B13.5	27	23	35	12	7	6
ENSG00000268805	PRED57	2	1	2	0	0	0
ENSG00000268812	RP1-102K2.8	33	30	26	72	45	74
ENSG00000268818	CITF22-62D4.1	0	1	0	0	0	0
ENSG00000268836	LA16c-OS12.2	0	0	0	0	0	1
ENSG00000268852	AC132872.2	9	12	11	10	5	4
ENSG00000268858	RP4-591C20.9	96	81	79	64	60	78
ENSG00000268866	AC020915.2	1	0	0	0	0	0
ENSG00000268869	ESPNP	0	0	0	0	1	1
ENSG00000268873	RP11-138H11.1	2	0	1	0	0	1
ENSG00000268885	AC026740.1	4	5	1	2	1	1
ENSG00000268889	CTD-2616J11.14	0	0	1	0	0	0
ENSG00000268891	AC006014.1	0	1	2	0	0	1
ENSG00000268894	PLCE1-AS1	14	8	12	1	1	0
ENSG00000268895	A1BG-AS1	17	16	11	32	24	36
ENSG00000268896	RP11-256I23.1	1	0	0	0	0	0
ENSG00000268912	CTD-2619J13.17	26	18	5	22	16	25
ENSG00000268926	RP11-180I4.4	1	0	0	0	0	0
ENSG00000268938	AC005387.3	2	2	1	4	3	1
ENSG00000268941	RP5-907D15.4	9	10	12	10	13	18
ENSG00000268942	CKS1BP3	0	0	1	0	0	0
ENSG00000268945	CTD-2192J16.26	0	0	1	0	0	0
ENSG00000268947	AD000684.2	1	0	1	1	1	1
ENSG00000268948	AC004017.1	2	2	0	4	1	1
ENSG00000268953	AC020952.1	0	0	1	0	0	0
ENSG00000268965	AC061992.1	1	0	0	0	0	0
ENSG00000268970	CTD-3099C6.11	5	2	6	8	5	9
ENSG00000268987	CTC-435M10.10	0	0	0	0	0	1
ENSG00000268996	MAN1B1-AS1	42	29	34	42	40	46
ENSG00000269001	CTD-2245F17.3	19	14	14	23	11	13
ENSG00000269018	AP001362.1	0	0	1	0	0	0
ENSG00000269019	AC005932.1	4	0	6	1	3	2
ENSG00000269038	AP001462.6	2	1	6	1	0	1
ENSG00000269044	CTC-429P9.3	64	52	36	51	28	53
ENSG00000269048	Z98049.1	0	1	0	1	0	0
ENSG00000269054	CTD-2619J13.3	2	0	1	1	2	5
ENSG00000269066	CTD-2528A14.5	1	0	1	0	0	0
ENSG00000269069	CTC-471F3.5	5	0	1	4	2	2
ENSG00000269072	CTD-3187F8.14	0	0	0	0	1	0
ENSG00000269091	CTD-2126E3.3	2	1	0	0	0	0
ENSG00000269097	AC003682.17	0	0	0	0	2	0
ENSG00000269102	CTD-2525I3.5	1	0	0	0	0	0
ENSG00000269103	AC002472.1	0	1	0	0	1	0
ENSG00000269104	AL035681.1	1	0	0	1	0	0
ENSG00000269113	TRABD2B	0	0	0	0	0	1
ENSG00000269118	FAM90A28P	0	1	0	0	0	0
ENSG00000269125	RP11-98F14.11	1	1	1	0	0	0
ENSG00000269139	CTD-3193O13.8	0	0	0	1	0	0
ENSG00000269148	AC092301.3	3	2	3	0	3	1
ENSG00000269161	CTD-3131K8.3	1	1	1	0	0	0
ENSG00000269175	AC093157.1	0	0	1	1	0	1
ENSG00000269176	RP11-727F15.12	1	0	2	6	2	2
ENSG00000269190	FBXO17	770	608	626	384	294	376
ENSG00000269191	AC005387.2	0	0	2	0	2	2
ENSG00000269194	AC006942.4	0	0	2	0	0	0
ENSG00000269210	RP11-173C1.1	4	3	2	1	3	4
ENSG00000269220	LINC00528	1	0	0	0	0	0
ENSG00000269235	ZNF350-AS1	6	3	2	0	5	0
ENSG00000269243	CTD-2231E14.8	7	6	4	6	3	5
ENSG00000269246	CTC-246B18.10	1	0	1	1	0	1
ENSG00000269289	CTB-92J24.3	0	0	0	0	0	1
ENSG00000269293	ZSCAN16-AS1	41	35	27	57	56	71
ENSG00000269305	AL158147.2	0	0	0	1	0	0
ENSG00000269313	MAGIX	14	5	14	20	19	28
ENSG00000269318	AC007292.3	0	5	1	3	3	3
ENSG00000269321	CTC-453G23.4	0	1	0	0	0	0
ENSG00000269335	IKBKG	675	592	664	425	313	429
ENSG00000269337	AL591479.1	37	24	24	52	50	50
ENSG00000269343	ZNF587B	112	87	58	111	56	101
ENSG00000269349	CTD-3099C6.5	0	1	2	2	3	0
ENSG00000269352	PTOV1-AS2	11	13	8	8	1	13
ENSG00000269363	MGC4771	0	2	1	2	0	0
ENSG00000269375	AL117190.3	0	0	0	1	0	1
ENSG00000269378	ITGB1P1	12	12	8	9	2	0
ENSG00000269386	RAB11B-AS1	13	10	9	21	11	26
ENSG00000269388	AC018755.16	11	10	14	21	9	16
ENSG00000269396	AC187652.1	11	6	5	10	12	21
ENSG00000269397	CTB-92J24.2	11	6	3	6	1	2
ENSG00000269399	CTD-3222D19.7	22	13	11	9	10	12
ENSG00000269407	AL096677.1	0	0	1	0	0	0
ENSG00000269416	LINC01224	0	2	2	0	0	0
ENSG00000269420	PLA2G4C-AS1	0	0	0	0	1	0
ENSG00000269422	AC092384.1	0	0	0	1	0	0
ENSG00000269425	AC007292.7	0	0	3	1	1	1
ENSG00000269427	CTC-429P9.1	56	31	30	43	11	40
ENSG00000269439	CTD-3131K8.2	35	20	31	14	11	15
ENSG00000269444	CTB-180A7.6	0	1	0	0	0	0
ENSG00000269473	CTD-2619J13.19	10	9	6	7	5	8
ENSG00000269480	CTD-3032J10.3	0	1	0	0	0	1
ENSG00000269481	CTD-2521M24.6	2	1	2	7	4	3
ENSG00000269483	LLNLF-191C12.1	0	0	0	0	0	1
ENSG00000269486	CTC-360G5.9	7	10	3	7	5	4
ENSG00000269514	RP11-370I10.12	1	1	2	0	4	1
ENSG00000269515	AL137026.1	0	0	2	0	0	0
ENSG00000269524	CTB-83J4.1	0	0	1	0	0	0
ENSG00000269533	AC003002.6	1	0	1	1	2	0
ENSG00000269534	CTC-453G23.5	0	0	0	1	0	0
ENSG00000269535	CTD-2525I3.6	0	1	0	1	0	0
ENSG00000269540	CTD-2126E3.5	1	1	0	0	0	0
ENSG00000269556	TMEM185A	435	344	308	477	319	456
ENSG00000269559	RP11-629B11.5	0	0	0	1	0	0
ENSG00000269570	CMB9-55A18.1	0	0	0	1	2	1
ENSG00000269600	AC016629.3	0	0	2	0	1	0
ENSG00000269605	Z97053.1	1	1	0	0	0	1
ENSG00000269609	RPARP-AS1	31	12	19	16	7	20
ENSG00000269614	RP11-277L2.5	1	0	0	1	1	0
ENSG00000269633	AC017081.1	2	0	2	0	1	2
ENSG00000269646	CTD-2331H12.7	0	0	0	1	1	0
ENSG00000269652	CTD-2195B23.3	10	12	10	7	5	5
ENSG00000269653	CTB-102L5.7	0	1	0	0	0	0
ENSG00000269656	GLTSCR2-AS1	2	5	2	1	4	3
ENSG00000269657	AC079210.1	0	0	0	1	0	0
ENSG00000269680	CTD-3128G10.6	0	0	1	0	2	0
ENSG00000269688	AC008982.2	4	2	2	5	0	0
ENSG00000269693	CTD-2192J16.20	0	2	2	4	2	5
ENSG00000269696	AC007228.11	6	4	3	2	3	8
ENSG00000269706	CTB-60B18.15	0	1	0	0	0	2
ENSG00000269737	RP11-345P4.6	16	9	7	8	2	9
ENSG00000269742	BNIP3P29	0	1	0	0	0	0
ENSG00000269743	SLC25A53	45	19	20	45	17	40
ENSG00000269746	AC009060.1	10	8	5	9	5	14
ENSG00000269755	CTD-3105H18.18	0	0	0	1	0	0
ENSG00000269781	FLJ20306	5	2	3	7	1	5
ENSG00000269792	CTB-60E11.9	1	0	0	0	0	0
ENSG00000269794	AC010642.2	0	2	2	2	0	2
ENSG00000269806	GLTSCR1-AS1	1	0	0	0	0	0
ENSG00000269815	CTD-2278I10.4	4	1	1	1	1	2
ENSG00000269821	KCNQ1OT1	35	24	16	34	12	34
ENSG00000269825	CTD-3099C6.9	32	20	16	22	7	21
ENSG00000269832	AL627171.2	2	1	0	0	0	0
ENSG00000269834	ZNF528-AS1	57	38	41	58	49	67
ENSG00000269836	CTD-3032J10.4	0	1	0	0	0	0
ENSG00000269837	IPO5P1	19	9	12	8	5	12
ENSG00000269843	CTC-490E21.10	4	4	3	1	2	0
ENSG00000269845	RP11-420K14.6	0	0	1	0	0	0
ENSG00000269858	EGLN2	186	139	119	116	90	153
ENSG00000269866	FKSG63	0	0	0	0	0	2
ENSG00000269867	CTD-2583A14.8	5	2	5	5	1	2
ENSG00000269881	AC004754.3	0	1	0	1	1	1
ENSG00000269886	RP11-266J6.2	0	0	0	1	0	0
ENSG00000269887	RP11-477H21.2	0	1	1	7	0	1
ENSG00000269889	RP11-816J6.3	0	0	1	1	0	0
ENSG00000269890	RP5-1139B12.2	10	7	2	12	4	9
ENSG00000269891	ARHGAP19-SLIT1	0	2	0	0	0	0
ENSG00000269892	RP4-761J14.10	3	1	0	2	0	3
ENSG00000269893	SNHG8	701	546	486	681	562	715
ENSG00000269894	RP11-1020A11.1	0	1	0	1	0	0
ENSG00000269896	RP4-740C4.5	6	9	7	9	4	4
ENSG00000269899	RP11-589N15.2	9	3	0	6	3	5
ENSG00000269900	RMRP	21	7	22	15	4	39
ENSG00000269901	RP11-178L8.9	0	0	1	1	2	2
ENSG00000269903	RP11-571M6.18	2	1	0	0	0	1
ENSG00000269904	MAP2K4P1	0	0	0	3	0	0
ENSG00000269906	RP11-248J18.2	11	9	5	9	3	3
ENSG00000269907	RP11-330M2.4	3	0	0	0	0	1
ENSG00000269910	RP11-73M18.10	8	15	5	11	11	6
ENSG00000269911	RP1-172N19.5	0	0	0	6	1	3
ENSG00000269918	AF131215.9	7	3	10	19	15	15
ENSG00000269919	RP1-134E15.3	1	0	0	0	0	0
ENSG00000269921	RP11-646I6.5	1	0	1	0	0	1
ENSG00000269925	RP3-467L1.6	3	3	0	2	2	2
ENSG00000269927	RP6-91H8.3	1	2	2	4	5	4
ENSG00000269929	RP11-2B6.2	3	0	1	1	3	0
ENSG00000269934	RP5-1139B12.3	8	3	10	4	8	5
ENSG00000269937	RP11-20I23.8	89	56	46	75	64	91
ENSG00000269938	RP11-214K3.20	0	0	0	3	0	0
ENSG00000269940	RP11-73M18.7	16	14	5	12	9	14
ENSG00000269946	RP11-2B6.3	2	6	1	3	2	6
ENSG00000269947	RP11-849F2.9	3	3	1	4	0	5
ENSG00000269949	RP11-738E22.3	2	1	0	0	0	0
ENSG00000269951	RP11-797A18.6	2	0	0	2	0	1
ENSG00000269952	RP11-324I22.3	0	2	0	0	1	1
ENSG00000269954	RP11-148O21.6	0	0	0	0	1	0
ENSG00000269956	MKNK1-AS1	2	1	2	2	0	1
ENSG00000269958	RP11-73M18.8	170	103	104	133	110	132
ENSG00000269959	SPACA6P-AS	4	9	2	4	1	6
ENSG00000269961	CTD-2033C11.1	3	6	8	1	2	4
ENSG00000269964	MEI4	1	0	0	1	0	0
ENSG00000269967	RP11-84A19.4	3	0	0	1	0	0
ENSG00000269970	RP11-498E2.9	9	0	4	4	2	3
ENSG00000269971	RP3-426I6.5	0	0	0	2	0	1
ENSG00000269973	RP11-95D17.1	38	36	15	38	20	32
ENSG00000269974	RP11-932O9.10	3	1	3	0	0	1
ENSG00000269976	RP11-130L8.2	1	1	1	0	0	1
ENSG00000269980	RP11-282O18.7	0	0	0	1	2	0
ENSG00000269982	RP11-1020A11.2	23	14	4	17	9	13
ENSG00000269983	RP11-497H16.9	8	7	6	6	9	9
ENSG00000269984	RP11-362K14.5	4	0	2	1	1	1
ENSG00000269994	RP11-276H19.2	0	1	3	12	2	4
ENSG00000269996	RP11-343N15.5	65	49	36	75	50	50
ENSG00000269997	RP11-214K3.21	2	0	2	1	2	3
ENSG00000269998	RP11-272L13.3	1	0	0	0	0	0
ENSG00000270000	RP3-449M8.9	1	1	0	1	0	0
ENSG00000270001	RP11-218C14.8	3	6	3	3	3	5
ENSG00000270006	RP11-178L8.7	7	6	5	2	3	1
ENSG00000270011	ZNF559-ZNF177	0	0	0	1	2	2
ENSG00000270012	LL0XNC01-7P3.1	16	10	14	15	5	5
ENSG00000270015	RP11-540B6.6	55	29	26	30	28	25
ENSG00000270019	RP11-141B14.1	3	2	1	0	0	2
ENSG00000270020	RP11-463O9.9	5	2	1	2	6	3
ENSG00000270021	CTC-203F4.2	5	0	0	1	3	3
ENSG00000270022	RNU12	0	1	0	2	1	2
ENSG00000270024	C8orf44-SGK3	0	0	0	0	0	1
ENSG00000270025	BMS1P7	0	1	0	0	0	0
ENSG00000270028	RP11-380L11.4	11	2	1	4	4	2
ENSG00000270030	RP11-326C3.13	2	0	1	0	3	0
ENSG00000270031	RP3-426I6.6	0	0	2	0	0	0
ENSG00000270036	RP11-685G9.4	1	0	0	0	0	1
ENSG00000270039	RP11-571M6.17	4	2	3	2	7	4
ENSG00000270048	RP11-214K3.22	0	0	1	0	2	0
ENSG00000270049	RP11-297D21.4	12	8	14	9	7	10
ENSG00000270050	RP4-769N13.7	0	1	0	0	0	0
ENSG00000270055	CTD-3092A11.2	83	67	52	73	51	53
ENSG00000270058	RP11-514D23.3	20	17	17	25	22	23
ENSG00000270059	RP11-88H12.2	2	0	0	0	0	1
ENSG00000270060	RP11-390K5.6	0	0	1	0	0	1
ENSG00000270061	RP11-214K3.19	1	0	2	1	2	1
ENSG00000270062	RP11-248J18.3	3	1	3	3	2	1
ENSG00000270066	SCARNA2	3	3	1	6	1	0
ENSG00000270067	CTC-487M23.5	7	9	5	3	2	6
ENSG00000270068	RP4-761J14.9	0	0	0	1	0	0
ENSG00000270069	MIR222HG	143	105	76	131	88	117
ENSG00000270074	RP11-351I21.11	11	10	6	3	6	4
ENSG00000270076	AF131215.8	1	0	0	0	0	0
ENSG00000270077	KB-1958F4.1	1	0	0	0	0	0
ENSG00000270083	RP1-257I20.14	3	2	2	1	0	0
ENSG00000270084	GAS5-AS1	6	4	0	5	1	1
ENSG00000270091	RP11-78O7.2	1	1	1	5	2	2
ENSG00000270093	AP000473.8	0	0	0	1	0	0
ENSG00000270095	RP11-214K3.18	0	1	0	0	0	0
ENSG00000270104	RP11-245P10.6	0	0	0	1	0	0
ENSG00000270105	RP11-326C3.14	0	0	0	0	1	1
ENSG00000270108	RP11-73M18.6	7	5	4	4	0	2
ENSG00000270110	RP5-1139B12.4	2	0	0	2	2	5
ENSG00000270115	RP11-415J8.7	1	0	2	0	0	0
ENSG00000270116	AP001429.1	0	1	0	0	0	0
ENSG00000270118	RP11-57A19.5	0	0	0	0	0	1
ENSG00000270124	RP11-118F19.1	17	11	10	10	10	18
ENSG00000270127	RP11-526I2.5	2	0	0	0	1	1
ENSG00000270130	RP11-214K3.23	1	0	0	1	0	1
ENSG00000270133	CTC-303L1.2	1	0	1	0	0	0
ENSG00000270137	CTC-137K3.1	1	0	0	0	0	0
ENSG00000270141	TERC	3	1	1	8	7	8
ENSG00000270147	RP11-646I6.6	0	0	1	0	1	0
ENSG00000270149	RP11-544M22.13	0	2	0	0	0	0
ENSG00000270154	RP11-419I17.2	0	1	0	1	0	0
ENSG00000270157	RP5-894A10.6	8	5	4	12	8	6
ENSG00000270159	RP11-568J23.6	0	0	1	1	2	0
ENSG00000270165	RP11-167P11.2	0	1	2	1	2	2
ENSG00000270170	NCBP2-AS2	265	235	260	291	240	310
ENSG00000270175	RP11-793H13.11	3	3	5	7	2	4
ENSG00000270177	CTD-2410N18.3	9	4	6	5	4	7
ENSG00000270179	RP11-159N11.4	2	1	5	4	0	3
ENSG00000270182	RP1-170O19.24	0	0	0	1	0	0
ENSG00000270184	RP11-568J23.5	8	8	4	3	1	5
ENSG00000270189	RP11-258C19.7	9	6	1	8	4	4
ENSG00000270195	RP11-572O17.1	14	9	6	10	9	3
ENSG00000270210	RP11-373D23.3	1	0	0	0	0	1
ENSG00000270223	RP13-36G14.4	7	3	2	4	0	0
ENSG00000270228	RP11-453E17.3	7	5	3	2	0	7
ENSG00000270236	RP11-265B8.5	1	0	0	0	0	0
ENSG00000270240	AC015849.2	0	1	0	0	0	0
ENSG00000270246	RP11-701H24.8	30	17	11	10	8	12
ENSG00000270248	CTC-471J1.10	0	0	0	0	0	3
ENSG00000270255	RP11-420B22.2	0	0	0	0	0	1
ENSG00000270257	RP11-17P16.2	0	0	1	1	0	1
ENSG00000270264	NDUFB8P2	0	1	0	1	1	0
ENSG00000270276	HIST2H4B	3	1	0	3	1	2
ENSG00000270277	RP11-65L3.2	0	2	0	1	0	2
ENSG00000270292	RP11-453E17.4	0	0	0	0	0	1
ENSG00000270296	STX8P1	2	0	0	1	0	0
ENSG00000270299	RP5-850E9.3	0	1	1	0	1	0
ENSG00000270300	PHACTR2P1	1	0	0	0	3	0
ENSG00000270326	RP5-874C20.6	0	0	0	1	0	0
ENSG00000270332	SMC2-AS1	6	1	4	1	0	2
ENSG00000270344	RP11-734K2.4	16	6	5	4	4	7
ENSG00000270361	RP11-307C12.13	0	0	0	1	0	0
ENSG00000270362	HMGN3-AS1	17	9	14	9	6	12
ENSG00000270367	RP11-331G2.6	0	1	0	2	0	2
ENSG00000270392	PFN1P2	23	10	13	24	6	10
ENSG00000270419	CAHM	10	13	6	2	8	14
ENSG00000270426	RP11-326I11.5	6	2	6	1	2	1
ENSG00000270427	NRBF2P5	1	4	0	5	0	0
ENSG00000270433	RP11-124D2.7	0	0	0	0	0	1
ENSG00000270441	RP11-694I15.7	11	7	2	16	7	16
ENSG00000270469	RP11-411B10.8	0	0	0	1	0	0
ENSG00000270479	BNIP3P37	1	1	1	0	0	0
ENSG00000270480	RP11-57B24.1	0	1	0	0	0	0
ENSG00000270482	RP11-131L12.2	1	0	1	3	2	3
ENSG00000270490	RP11-622C24.1	0	1	1	1	0	1
ENSG00000270497	RP1-290F12.3	0	0	0	0	1	1
ENSG00000270504	RP11-420L9.5	256	149	173	118	97	124
ENSG00000270510	RP11-777F6.3	0	0	0	0	1	7
ENSG00000270528	RP11-674I16.2	1	0	0	0	0	0
ENSG00000270531	RP11-169K17.2	0	0	1	0	0	0
ENSG00000270532	PEBP1P2	0	0	1	0	0	0
ENSG00000270533	bP-21201H5.1	1	1	1	1	1	0
ENSG00000270557	RP11-546J1.1	3	0	0	0	1	0
ENSG00000270558	CTD-2124B8.2	4	3	5	0	1	2
ENSG00000270562	RP11-154H23.3	4	1	1	1	0	2
ENSG00000270571	RP11-355F16.1	2	2	2	1	2	1
ENSG00000270577	RP5-1147A1.1	0	0	0	1	0	0
ENSG00000270580	RP11-1186N24.5	3	3	4	3	1	0
ENSG00000270587	RP11-51F16.9	7	3	3	2	0	2
ENSG00000270589	RP11-348N5.7	1	0	1	4	0	3
ENSG00000270591	RP11-73M18.11	1	0	0	0	0	0
ENSG00000270604	HCG17	2	0	0	0	0	2
ENSG00000270605	RP5-1092A3.4	2	2	0	2	2	2
ENSG00000270607	RP11-359E10.1	69	53	44	21	16	14
ENSG00000270614	CTC-325H20.7	1	0	0	0	0	1
ENSG00000270638	RP3-466P17.1	2	0	0	0	1	0
ENSG00000270641	TSIX	2	1	1	3	1	1
ENSG00000270647	TAF15	4517	3061	3040	2435	1767	2530
ENSG00000270659	RP11-105N14.1	3	0	0	1	5	1
ENSG00000270673	YTHDF3-AS1	5	6	8	11	11	9
ENSG00000270679	CTC-512J12.7	0	0	0	1	0	0
ENSG00000270681	RP11-372K14.2	0	2	0	8	2	1
ENSG00000270688	RP11-507D14.4	0	0	1	0	0	0
ENSG00000270690	RP11-349G13.3	0	0	0	0	0	1
ENSG00000270696	RP11-342K6.1	40	34	29	65	40	40
ENSG00000270704	RP11-701H24.5	0	1	0	0	0	1
ENSG00000270705	RP11-736N17.9	2	6	3	3	0	3
ENSG00000270706	PRMT1P1	1	0	0	0	1	0
ENSG00000270711	RP11-46A10.8	2	1	0	1	0	3
ENSG00000270720	RP11-84C13.2	1	0	0	2	1	1
ENSG00000270728	RP4-657E11.10	15	7	7	9	4	9
ENSG00000270755	RP11-138E2.1	0	1	0	0	0	1
ENSG00000270761	RP11-385F7.1	0	1	0	3	0	2
ENSG00000270765	GAS2L2	0	3	1	0	1	2
ENSG00000270775	AP000436.4	1	0	1	0	0	0
ENSG00000270781	RP11-501C14.9	0	0	0	1	0	1
ENSG00000270802	AC005776.1	0	0	0	0	0	1
ENSG00000270804	CTD-2583A14.11	13	4	3	9	2	9
ENSG00000270808	RP11-574K11.27	0	1	1	0	1	2
ENSG00000270813	NANOGNBP3	0	1	1	0	0	0
ENSG00000270820	RP11-355B11.2	12	5	6	11	7	13
ENSG00000270822	RP11-730B22.1	0	0	1	1	0	0
ENSG00000270823	RP11-2E11.6	0	0	2	0	0	0
ENSG00000270832	RP1-168P16.3	1	1	0	0	0	0
ENSG00000270837	HNRNPDLP4	0	0	0	0	1	0
ENSG00000270846	RP11-674I16.1	0	0	0	1	0	1
ENSG00000270863	DDX55P1	0	0	1	1	0	0
ENSG00000270866	RP11-706J10.2	0	0	1	0	0	0
ENSG00000270871	AC015849.19	2	1	2	1	3	1
ENSG00000270878	CTD-2302E22.5	2	2	2	2	2	0
ENSG00000270882	HIST2H4A	4	0	2	8	4	10
ENSG00000270885	RASL10B	309	195	282	198	153	250
ENSG00000270890	RP3-468K18.6	4	6	0	1	1	1
ENSG00000270898	GPR75-ASB3	3	1	1	1	0	0
ENSG00000270903	HNRNPA3P9	1	0	0	1	0	1
