id	sym	D_U6_F_T0_1	D_U6_F_T0_2	F_U6_F_T8_1	F_U6_F_T8_2
ENSG00000256612	CYP2B7P	1	0	0	3
ENSG00000256616	RP11-815J4.6	5	3	6	5
ENSG00000256625	RP11-582E3.4	2	0	0	1
ENSG00000256628	ZBTB11-AS1	40	46	36	43
ENSG00000256629	TAS2R67P	14	13	10	10
ENSG00000256637	RP11-76I14.1	2	0	1	0
ENSG00000256646	RP11-111K18.1	3	1	3	1
ENSG00000256651	RP11-144O23.8	4	7	11	13
ENSG00000256657	RP11-144O23.22	0	1	1	0
ENSG00000256663	RP11-424C20.2	32	42	22	29
ENSG00000256667	KLRA1P	109	95	95	121
ENSG00000256670	RP11-338E21.1	1	0	0	0
ENSG00000256673	RP11-599J14.2	1	2	0	0
ENSG00000256682	TAS2R12	2	5	2	2
ENSG00000256686	RP11-443N24.2	1	0	0	1
ENSG00000256690	RP11-727F15.9	8	3	5	5
ENSG00000256694	RP11-598F7.5	17	7	0	2
ENSG00000256705	CTD-2017C7.1	0	2	0	0
ENSG00000256712	RP11-785H5.2	2	0	0	0
ENSG00000256720	BTG1P1	1	0	2	0
ENSG00000256739	RP11-45F15.1	1	0	0	0
ENSG00000256742	RP13-941N14.1	3	3	4	1
ENSG00000256746	RP11-17G12.3	0	3	2	3
ENSG00000256762	STH	4	0	2	3
ENSG00000256771	ZNF253	174	183	138	138
ENSG00000256774	RP11-268P4.2	0	1	0	0
ENSG00000256789	RP11-697H9.2	5	0	0	1
ENSG00000256797	KLRF2	127	130	218	202
ENSG00000256802	RP11-680F8.1	122	130	76	77
ENSG00000256806	C17orf100	16	22	9	21
ENSG00000256811	RP11-7M8.2	0	0	2	0
ENSG00000256817	TPT1P12	10	9	18	15
ENSG00000256824	RP11-21A7A.2	0	1	1	0
ENSG00000256826	AC138744.2	0	2	1	0
ENSG00000256827	RP11-214K3.5	2	2	0	1
ENSG00000256837	CACNA1C-IT1	2	0	0	0
ENSG00000256862	RP11-664D1.1	2	0	1	2
ENSG00000256885	AP001877.1	26	29	19	20
ENSG00000256894	RP11-283G6.3	22	25	10	9
ENSG00000256897	RP11-17G12.2	4	7	6	5
ENSG00000256898	RP11-707G14.8	0	0	1	0
ENSG00000256902	IQSEC3P1	1	0	2	0
ENSG00000256905	AC090571.1	1	2	2	5
ENSG00000256913	RP1-102E24.6	0	1	1	0
ENSG00000256915	RP11-221N13.4	1	0	2	1
ENSG00000256916	RP11-817J15.2	0	0	1	1
ENSG00000256923	RP11-449P1.1	1	0	3	1
ENSG00000256925	ADGRA1-AS1	1	0	0	0
ENSG00000256937	KRT17P8	1	1	0	0
ENSG00000256940	RP11-783K16.5	31	31	29	21
ENSG00000256943	RP13-895J2.2	17	11	17	22
ENSG00000256967	RP11-273B20.1	106	115	106	120
ENSG00000256969	RP11-320N7.2	2	3	1	5
ENSG00000256973	RP11-359J14.2	12	15	5	10
ENSG00000256980	KHDC1L	1	1	0	2
ENSG00000256981	TAS2R18	1	0	1	1
ENSG00000256987	RP11-428G5.7	1	0	0	1
ENSG00000256995	RP11-114G22.1	1	0	0	0
ENSG00000257002	AP000438.2	0	1	1	0
ENSG00000257004	RP11-180M15.3	0	1	0	0
ENSG00000257017	HP	1	0	0	0
ENSG00000257022	RP11-729I10.2	1	0	0	0
ENSG00000257027	RP11-705C15.3	59	75	66	56
ENSG00000257038	RP11-800A3.7	14	18	9	17
ENSG00000257042	RP11-993B23.3	0	1	0	0
ENSG00000257043	RP11-137N23.1	1	0	1	2
ENSG00000257045	RP11-486F17.1	0	1	0	0
ENSG00000257052	RP11-881M11.2	1	3	1	1
ENSG00000257058	RP11-864I4.4	3	6	3	2
ENSG00000257070	RP11-667M19.4	0	2	2	1
ENSG00000257083	RP11-123O10.3	0	0	0	2
ENSG00000257084	U47924.27	1	1	1	2
ENSG00000257086	RP11-783K16.13	12	14	19	22
ENSG00000257093	KIAA1147	1888	1967	1927	1927
ENSG00000257097	CLIP1-AS1	2	3	2	2
ENSG00000257103	LSM14A	2741	2722	2802	2827
ENSG00000257108	NHLRC4	20	12	4	12
ENSG00000257114	RP11-25I15.3	6	10	8	5
ENSG00000257121	RP11-129B9.2	1	0	0	0
ENSG00000257122	RRN3P3	174	192	163	149
ENSG00000257135	RP11-320M2.1	31	24	12	21
ENSG00000257137	C12orf80	3	2	1	2
ENSG00000257150	PGAM1P5	9	9	10	10
ENSG00000257151	PWAR6	49	56	43	49
ENSG00000257159	RP11-58A17.3	0	1	0	2
ENSG00000257167	TMPO-AS1	150	174	148	181
ENSG00000257176	RP11-996F15.2	51	62	40	37
ENSG00000257178	MIR10A	5	11	2	4
ENSG00000257194	RP11-567C2.1	0	1	0	0
ENSG00000257210	NACAP3	3	2	1	3
ENSG00000257218	GATC	662	626	645	659
ENSG00000257219	RP11-54A9.1	30	39	42	29
ENSG00000257221	MIR4496	3	3	4	4
ENSG00000257222	RP11-554E23.4	5	6	5	4
ENSG00000257225	RP11-328C8.4	3	2	0	4
ENSG00000257231	DYNLL1P4	1	0	1	3
ENSG00000257241	RP11-611E13.3	0	2	3	1
ENSG00000257242	LINC01619	0	2	0	0
ENSG00000257243	RP11-133N21.7	8	15	3	6
ENSG00000257246	PHBP19	1	1	0	0
ENSG00000257252	RP11-486A14.2	3	0	0	0
ENSG00000257256	RP3-405J10.4	0	1	0	0
ENSG00000257259	RP11-767I20.1	1	0	0	1
ENSG00000257261	RP11-96H19.1	37	35	36	44
ENSG00000257267	ZNF271P	1070	1002	913	823
ENSG00000257270	RP11-521B24.5	55	76	53	54
ENSG00000257272	RP11-317N8.3	2	0	0	1
ENSG00000257279	RP11-231I16.1	7	5	6	5
ENSG00000257281	RP11-1K3.1	0	1	0	0
ENSG00000257283	RP11-1060G2.1	2	0	0	2
ENSG00000257285	RP11-298I3.1	16	11	18	20
ENSG00000257289	RP11-611O2.6	0	2	0	0
ENSG00000257298	RP3-405J10.3	1	1	1	4
ENSG00000257303	RP11-977G19.11	14	22	10	14
ENSG00000257315	ZBED6	498	457	583	573
ENSG00000257322	RP11-511B23.2	6	6	3	3
ENSG00000257327	RP11-650K20.3	1	1	0	3
ENSG00000257329	RP11-290L1.5	1	1	0	1
ENSG00000257336	PRELID2P1	1	0	1	0
ENSG00000257337	RP11-983P16.4	256	242	143	142
ENSG00000257346	RP11-386G11.8	2	2	0	0
ENSG00000257354	RP11-631N16.2	202	212	197	197
ENSG00000257359	RP11-780K2.1	1	0	0	1
ENSG00000257365	FNTB	106	97	92	100
ENSG00000257368	RP11-438E8.2	1	0	0	0
ENSG00000257376	RP11-328C8.2	1	1	2	1
ENSG00000257384	RP11-644F5.12	2	0	0	0
ENSG00000257389	RP11-153F5.3	0	1	0	0
ENSG00000257390	RP11-762I7.5	2	1	0	1
ENSG00000257403	CTD-2547E10.3	0	1	0	0
ENSG00000257408	RP11-645C24.4	0	0	0	1
ENSG00000257433	RP1-197B17.3	26	25	11	19
ENSG00000257438	RP11-114F10.3	1	0	1	0
ENSG00000257443	RP11-150C16.1	1	0	0	0
ENSG00000257449	RP11-603J24.4	0	0	0	1
ENSG00000257452	RP1-71H24.1	0	1	1	0
ENSG00000257453	RP11-290L1.3	0	1	0	5
ENSG00000257458	RP11-473C19.1	0	0	1	0
ENSG00000257467	RP11-121G22.3	1	0	0	0
ENSG00000257474	RP11-359M6.1	2	0	0	1
ENSG00000257475	RP11-983P16.2	3	0	1	2
ENSG00000257489	RP11-175P13.3	10	8	7	4
ENSG00000257496	RP11-474P2.4	3	2	1	5
ENSG00000257497	RP11-585P4.5	19	18	17	17
ENSG00000257503	CYB5AP5	0	0	0	1
ENSG00000257507	RP11-956E11.1	0	0	1	0
ENSG00000257509	RP11-762I7.4	2	5	2	1
ENSG00000257511	RP11-278C7.1	15	11	17	14
ENSG00000257512	RP11-486A14.1	1	0	0	0
ENSG00000257515	RP11-498M15.1	0	0	1	0
ENSG00000257524	RP11-203J24.9	6	5	3	15
ENSG00000257526	RP11-20E24.1	3	2	0	1
ENSG00000257534	RP11-834C11.10	2	5	8	2
ENSG00000257539	HSPA8P14	2	1	0	0
ENSG00000257542	OR7E47P	8	2	3	2
ENSG00000257543	RP11-321F8.4	4	6	2	3
ENSG00000257545	RP11-144F15.1	3	1	0	2
ENSG00000257550	RP11-793H13.3	2	3	0	1
ENSG00000257551	HLX-AS1	0	1	1	0
ENSG00000257556	RP11-44N21.1	28	47	15	23
ENSG00000257557	RP11-84G21.1	73	78	56	52
ENSG00000257568	RP11-863H1.1	1	0	0	2
ENSG00000257569	GSTP1P1	0	3	0	0
ENSG00000257576	RP11-153M3.1	0	2	0	1
ENSG00000257580	RP11-718L23.1	1	0	1	3
ENSG00000257588	RP11-469H8.6	8	4	3	4
ENSG00000257594	GALNT4	6	11	8	6
ENSG00000257596	RP11-968A15.2	36	58	42	37
ENSG00000257605	RP11-680A11.5	14	6	13	8
ENSG00000257609	RP11-275O18.1	0	0	0	1
ENSG00000257611	RP11-185N2.1	0	1	2	0
ENSG00000257612	MIR4307HG	0	0	0	1
ENSG00000257613	LINC01481	0	3	0	0
ENSG00000257621	PSMA3-AS1	607	734	624	785
ENSG00000257624	RP1-128M12.3	0	2	2	1
ENSG00000257642	RP11-474B16.1	10	8	9	8
ENSG00000257645	RP11-804F13.2	0	0	0	1
ENSG00000257647	RP11-701H24.3	4	5	1	3
ENSG00000257657	RP11-352M15.1	0	0	0	1
ENSG00000257660	RP11-579D7.4	8	5	5	7
ENSG00000257666	CBX3P5	1	1	0	0
ENSG00000257671	RP3-416H24.1	1	2	1	3
ENSG00000257674	RP11-76E16.2	1	0	0	0
ENSG00000257681	RP11-341G23.4	6	1	8	3
ENSG00000257683	RP11-110L15.2	0	0	1	0
ENSG00000257696	RP11-175P13.2	0	0	0	2
ENSG00000257698	RP11-620J15.3	142	169	100	112
ENSG00000257702	LBX2-AS1	272	255	298	355
ENSG00000257704	INAFM1	102	112	92	108
ENSG00000257711	RP11-482D24.2	4	1	2	0
ENSG00000257715	RP11-256L6.2	0	0	0	1
ENSG00000257718	RP11-396F22.1	16	16	8	16
ENSG00000257727	CNPY2	355	313	319	319
ENSG00000257732	RP11-818F20.5	151	166	313	290
ENSG00000257735	RP11-370I10.6	1	0	0	1
ENSG00000257740	RP11-977G19.12	26	26	16	18
ENSG00000257743	MGAM2	1	1	0	0
ENSG00000257752	RP11-474L23.3	4	1	5	1
ENSG00000257758	KRT18P20	0	0	1	1
ENSG00000257763	OR5BK1P	0	1	1	0
ENSG00000257790	EIF4A1P4	3	2	4	4
ENSG00000257800	FNBP1P1	49	56	33	31
ENSG00000257803	RP11-575G13.2	15	13	16	18
ENSG00000257809	RP11-603J24.14	0	1	0	2
ENSG00000257815	LINC01481	31	39	37	42
ENSG00000257818	C1GALT1P1	9	7	6	6
ENSG00000257830	RP11-845M18.7	0	1	0	0
ENSG00000257831	RP11-596D21.1	1	0	0	0
ENSG00000257849	RP11-547C5.1	8	11	11	11
ENSG00000257851	HNRNPA3P10	0	0	0	1
ENSG00000257859	CASC18	1	0	2	1
ENSG00000257864	RP11-46I1.2	1	1	0	0
ENSG00000257872	RP11-453D16.2	1	2	6	5
ENSG00000257875	RP11-263K4.1	0	3	1	4
ENSG00000257878	RP11-256L6.3	1	0	0	0
ENSG00000257879	RP11-90C1.1	0	0	1	1
ENSG00000257880	RP11-769N19.2	1	0	0	0
ENSG00000257890	RP11-114F10.2	0	0	1	0
ENSG00000257894	RP1-78O14.1	0	1	0	1
ENSG00000257896	RP11-210N13.1	13	16	13	5
ENSG00000257905	RP3-432I18.1	0	0	1	1
ENSG00000257906	RP1-90J4.1	1	0	1	0
ENSG00000257913	RP11-386G11.5	6	15	7	15
ENSG00000257918	RP11-482D24.3	4	3	6	3
ENSG00000257923	CUX1	3072	3229	3310	3343
ENSG00000257924	RP11-493L12.5	12	14	5	8
ENSG00000257925	RP11-493L12.3	0	1	1	0
ENSG00000257927	MRPS36P5	7	3	5	1
ENSG00000257940	RP11-248E9.6	6	10	5	10
ENSG00000257941	RP11-290L1.4	2	3	2	1
ENSG00000257949	TEN1	2	3	0	6
ENSG00000257950	P2RX5-TAX1BP3	14	15	10	19
ENSG00000257953	RP11-620J15.1	1	0	1	0
ENSG00000257954	RP11-161H23.10	4	7	5	8
ENSG00000257956	NOP56P3	2	4	2	8
ENSG00000257957	QRSL1P3	1	0	0	1
ENSG00000257962	RP11-219B4.6	1	0	0	0
ENSG00000257964	RP11-133N21.10	7	3	6	1
ENSG00000257979	SNRPGP18	1	0	0	0
ENSG00000257985	RP1-228P16.4	0	0	0	1
ENSG00000257986	RP11-314P15.2	1	0	0	0
ENSG00000257987	LINC00935	0	0	1	1
ENSG00000257989	RP1-288H2.2	8	4	4	2
ENSG00000257999	RP11-61E11.2	2	3	0	0
ENSG00000258001	RP11-756H6.1	1	4	0	1
ENSG00000258010	RP11-210M15.1	0	0	1	1
ENSG00000258011	HMGA1P3	0	0	1	0
ENSG00000258012	RP11-603K19.1	0	0	1	1
ENSG00000258017	RP11-386G11.10	7	2	0	1
ENSG00000258018	RP11-148B3.1	1	0	0	0
ENSG00000258034	RP11-493P1.2	1	2	1	2
ENSG00000258040	AC005086.3	0	1	1	2
ENSG00000258044	RP11-530C5.2	2	0	0	1
ENSG00000258048	RP11-530C5.1	1	2	1	1
ENSG00000258056	RP11-644F5.11	176	167	126	142
ENSG00000258057	BCDIN3D-AS1	48	45	48	47
ENSG00000258068	RP11-328C8.5	1	0	0	0
ENSG00000258077	RP11-114H23.1	4	8	5	5
ENSG00000258081	RP11-384J4.2	0	1	0	0
ENSG00000258082	RP11-443B7.3	0	2	0	0
ENSG00000258086	RP11-753H16.5	4	3	5	1
ENSG00000258088	RP11-114H23.2	3	0	5	8
ENSG00000258092	RP4-816N1.7	0	1	0	0
ENSG00000258096	RP11-474P2.2	0	0	2	0
ENSG00000258099	ATXN2-AS	4	4	0	2
ENSG00000258101	RP11-977B10.2	27	64	28	31
ENSG00000258102	MAP1LC3B2	1	7	3	4
ENSG00000258104	HIGD1AP9	0	1	0	0
ENSG00000258122	RP11-61A14.1	5	9	0	3
ENSG00000258133	RP11-340M11.1	3	3	3	5
ENSG00000258136	RP11-864J10.4	17	18	14	11
ENSG00000258159	IMMP1LP2	0	0	0	1
ENSG00000258168	RP11-588H23.3	9	4	5	2
ENSG00000258169	LINC00485	1	0	1	0
ENSG00000258177	RP11-394J1.2	1	0	0	0
ENSG00000258179	RP11-248E9.7	4	5	4	5
ENSG00000258181	RP11-493L12.4	1	2	3	0
ENSG00000258183	RP11-753N8.1	0	0	1	0
ENSG00000258199	RP11-977G19.5	69	75	57	59
ENSG00000258210	RP11-478C19.2	3	6	1	1
ENSG00000258230	RP11-511H9.3	3	0	2	1
ENSG00000258231	RP11-362K2.2	0	1	0	0
ENSG00000258240	RP1-46F2.3	1	0	0	1
ENSG00000258245	RP11-114H23.3	1	1	0	3
ENSG00000258256	RP11-219B4.5	0	2	0	0
ENSG00000258260	RP11-977G19.14	1	0	0	0
ENSG00000258272	RP11-510I5.4	0	0	2	2
ENSG00000258279	LINC00592	4	1	3	5
ENSG00000258284	POLR2KP1	5	2	2	4
ENSG00000258289	CHURC1	980	1049	779	881
ENSG00000258292	RP11-536G4.1	0	1	0	0
ENSG00000258297	RP11-658F2.8	63	83	72	107
ENSG00000258301	RP11-488C13.5	9	10	3	4
ENSG00000258302	RP11-981P6.1	5	8	7	7
ENSG00000258303	RP11-887P2.6	0	1	0	0
ENSG00000258311	RP11-644F5.10	36	28	17	27
ENSG00000258312	RP11-690J15.1	0	0	0	2
ENSG00000258315	C17orf49	5	1	2	3
ENSG00000258317	RP11-603J24.5	9	6	11	6
ENSG00000258325	RP4-816N1.6	2	0	1	0
ENSG00000258331	RP11-118A3.1	3	1	0	2
ENSG00000258334	RP11-161H23.9	6	6	3	3
ENSG00000258343	RP11-536G4.2	0	0	1	0
ENSG00000258344	RP11-968A15.8	10	6	4	3
ENSG00000258345	RP11-603J24.6	1	0	0	0
ENSG00000258346	RP11-148B3.2	2	1	0	0
ENSG00000258352	RP11-23J18.1	0	1	2	0
ENSG00000258355	RP11-651L5.2	2	0	1	2
ENSG00000258359	PCNPP1	4	3	4	10
ENSG00000258365	RP11-1105G2.3	3	2	2	3
ENSG00000258366	RTEL1	28	25	21	23
ENSG00000258376	RP4-647C14.2	7	10	5	3
ENSG00000258378	RP11-517O13.1	2	1	1	2
ENSG00000258384	AC068831.6	9	7	3	5
ENSG00000258386	RP11-187E13.2	3	3	3	2
ENSG00000258390	RP11-1070N10.4	0	1	0	0
ENSG00000258392	RPA2P1	0	0	0	1
ENSG00000258400	RP11-831F12.2	0	0	1	0
ENSG00000258410	RP11-173D3.1	1	0	0	0
ENSG00000258412	RP11-404P21.5	1	0	0	0
ENSG00000258413	RP11-665C16.6	1	0	0	2
ENSG00000258416	RP11-526N18.1	0	0	1	0
ENSG00000258418	RP11-662J14.1	2	0	0	0
ENSG00000258424	RP11-471B22.2	5	9	9	6
ENSG00000258427	RBM8B	1	1	0	1
ENSG00000258428	RP11-1085N6.2	0	2	0	3
ENSG00000258429	PDF	37	59	43	37
ENSG00000258435	RP11-711D18.2	0	0	0	2
ENSG00000258437	RP11-661G16.1	0	1	0	0
ENSG00000258439	RP11-173A8.2	2	2	1	3
ENSG00000258441	LINC00641	428	434	505	519
ENSG00000258443	RP3-414A15.11	0	0	0	1
ENSG00000258446	RP11-895M11.2	0	1	1	1
ENSG00000258450	RP11-649E7.7	7	0	3	1
ENSG00000258454	RP11-361H10.3	2	5	3	0
ENSG00000258457	RP11-298I3.4	82	88	67	69
ENSG00000258458	CTD-2555K7.2	6	4	3	4
ENSG00000258461	RP11-164J13.1	4	3	2	4
ENSG00000258465	RP11-574F21.3	0	0	0	1
ENSG00000258466	RP11-1012A1.4	2	1	0	0
ENSG00000258469	CHMP4BP1	1	0	0	0
ENSG00000258471	RP11-84C10.4	2	3	1	1
ENSG00000258472	RP11-192H23.4	2	2	1	0
ENSG00000258474	RP11-187E13.1	0	0	2	1
ENSG00000258477	PPIAP6	0	0	1	0
ENSG00000258479	LINC00640	5	3	4	3
ENSG00000258484	SPESP1	214	214	247	228
ENSG00000258510	RP11-493G17.4	2	0	0	1
ENSG00000258512	LINC00239	5	10	6	5
ENSG00000258515	RP11-203M5.7	7	7	11	7
ENSG00000258520	RP11-363J20.2	2	1	3	1
ENSG00000258521	RP11-638I2.9	2	2	0	0
ENSG00000258525	RP11-829H16.3	2	1	3	1
ENSG00000258526	RP11-111A21.1	0	0	2	2
ENSG00000258527	ASB9P1	1	2	1	2
ENSG00000258531	BANF1P1	0	1	0	0
ENSG00000258534	CTD-2134A5.4	1	0	0	1
ENSG00000258535	RP11-280K24.4	0	1	0	0
ENSG00000258539	RP11-12J10.3	2	0	1	3
ENSG00000258545	RHOXF1-AS1	2	0	0	0
ENSG00000258551	CRAT37	2	2	0	1
ENSG00000258553	RP11-16B13.1	0	0	0	1
ENSG00000258555	SPECC1L-ADORA2A	0	0	0	1
ENSG00000258556	CTD-2568P8.1	0	1	1	0
ENSG00000258558	RP11-159L20.2	0	2	0	0
ENSG00000258559	AC005519.4	20	26	28	37
ENSG00000258565	BLZF2P	0	2	1	3
ENSG00000258568	RHOQP1	0	2	0	0
ENSG00000258571	PTTG4P	1	0	0	1
ENSG00000258576	CTD-2644I21.1	0	0	0	1
ENSG00000258580	RP11-320M16.2	0	1	4	1
ENSG00000258581	RP11-638I2.10	0	1	0	1
ENSG00000258586	RP5-1021I20.2	2251	2272	1711	1999
ENSG00000258590	NBEAP1	8	2	3	9
ENSG00000258591	RP11-545M17.3	0	3	2	0
ENSG00000258593	CTD-3051D23.4	1	0	0	1
ENSG00000258599	RP11-84C10.1	4	1	0	2
ENSG00000258602	LINC01629	72	78	104	79
ENSG00000258608	DNAJC19P9	5	6	3	3
ENSG00000258615	RP11-725G5.3	0	0	1	0
ENSG00000258620	RP11-362L22.1	0	5	1	2
ENSG00000258623	CTD-2325P2.3	2	1	0	2
ENSG00000258626	COX7A2P1	0	2	0	1
ENSG00000258630	RP11-725G5.2	1	0	0	0
ENSG00000258633	RP11-857B24.1	2	1	0	0
ENSG00000258634	RP4-773N10.4	251	240	264	266
ENSG00000258637	RP11-242P2.1	1	0	0	0
ENSG00000258640	RPL21P5	1	0	2	0
ENSG00000258643	BCL2L2-PABPN1	4	4	6	9
ENSG00000258644	SYNJ2BP-COX16	1	0	0	0
ENSG00000258645	HSPE1P2	1	0	0	0
ENSG00000258646	RP11-950C14.3	4	7	4	0
ENSG00000258648	UBE2CP1	1	1	1	0
ENSG00000258650	HSBP1P1	0	1	0	0
ENSG00000258653	RP5-1021I20.4	0	1	3	1
ENSG00000258655	ARHGAP5-AS1	77	72	55	85
ENSG00000258658	RP11-517O13.3	1	1	1	3
ENSG00000258659	TRIM34	1	4	5	3
ENSG00000258667	HIF1A-AS2	6	8	3	7
ENSG00000258670	RP11-1042B17.3	0	0	1	0
ENSG00000258674	CTC-260F20.3	18	38	23	22
ENSG00000258679	RP11-74M13.4	0	1	1	1
ENSG00000258682	CTD-2002H8.2	15	17	20	25
ENSG00000258687	RP11-218E20.2	0	0	1	0
ENSG00000258689	LINC01269	1	5	3	1
ENSG00000258693	RP11-436M15.3	0	2	0	0
ENSG00000258696	CTD-2058B24.3	0	1	0	2
ENSG00000258699	RP11-356K23.2	0	0	0	1
ENSG00000258701	LINC00638	130	139	109	106
ENSG00000258704	SRP54-AS1	7	4	11	8
ENSG00000258711	RP11-218E20.3	35	56	34	44
ENSG00000258713	C20orf141	8	8	6	4
ENSG00000258717	RP11-566J3.2	0	1	0	0
ENSG00000258725	PRC1-AS1	5	9	7	12
ENSG00000258727	RP11-66N24.3	27	21	13	23
ENSG00000258731	RP11-547D23.1	0	2	1	0
ENSG00000258735	LINC00637	2	2	0	0
ENSG00000258738	RP11-73E17.2	23	27	35	42
ENSG00000258741	RP11-386M24.4	1	1	0	0
ENSG00000258744	RP11-80A15.1	21	26	12	19
ENSG00000258745	RP11-218E20.5	3	4	1	2
ENSG00000258748	CTD-2223O18.1	5	4	5	4
ENSG00000258752	RP11-356K23.1	2	1	0	1
ENSG00000258768	CTD-2292M16.8	26	33	30	46
ENSG00000258769	RAP1AP	7	3	4	3
ENSG00000258770	CTD-2007A10.1	0	1	0	5
ENSG00000258773	RP11-255M2.2	1	9	3	3
ENSG00000258777	HIF1A-AS1	26	37	23	25
ENSG00000258780	BMS1P15	1	0	0	0
ENSG00000258788	RP11-404P21.9	3	0	0	0
ENSG00000258789	RP11-507K2.3	0	2	1	1
ENSG00000258790	RP11-561B11.2	0	0	0	3
ENSG00000258791	LINC00520	0	1	1	3
ENSG00000258793	RP11-404P21.3	32	29	20	15
ENSG00000258798	RP11-895M11.3	1	0	0	0
ENSG00000258807	RP11-1152H15.1	3	1	2	1
ENSG00000258808	RP11-255G12.3	1	0	1	0
ENSG00000258809	CTD-2555O16.1	1	1	3	0
ENSG00000258811	CTD-3051D23.1	1	4	3	2
ENSG00000258813	RP11-109N23.4	7	7	5	11
ENSG00000258815	RP11-408B11.2	4	2	1	0
ENSG00000258818	RNASE4	0	0	2	1
ENSG00000258823	CTD-2555K7.3	0	0	1	0
ENSG00000258824	CTD-2555O16.2	10	5	6	6
ENSG00000258825	AL133168.3	0	0	1	1
ENSG00000258837	CTD-2566J3.1	0	0	0	1
ENSG00000258839	MC1R	152	193	103	115
ENSG00000258846	EEF1A1P33	0	0	1	0
ENSG00000258851	RP11-894P9.2	2	5	2	2
ENSG00000258853	RP11-30G8.1	0	1	0	0
ENSG00000258854	RP11-463J10.4	0	1	0	0
ENSG00000258857	RP11-247L20.3	4	5	3	5
ENSG00000258858	RP11-982M15.5	0	0	1	1
ENSG00000258859	RP11-594C13.1	9	7	8	7
ENSG00000258860	RP11-561B11.3	0	0	0	1
ENSG00000258864	CTC-554D6.1	1	0	0	0
ENSG00000258870	EIF4EBP1P1	0	1	2	3
ENSG00000258875	CTD-2547L24.3	16	7	7	12
ENSG00000258876	RP11-270M14.5	0	2	0	0
ENSG00000258878	CTD-2509G16.3	1	0	0	0
ENSG00000258881	AC007040.11	24	25	12	17
ENSG00000258884	CTD-3035D6.2	1	5	5	0
ENSG00000258890	CEP95	1104	1081	948	957
ENSG00000258891	RP5-1021I20.5	0	0	2	2
ENSG00000258893	SETP2	0	2	0	0
ENSG00000258896	SCOCP1	3	2	4	2
ENSG00000258900	HNRNPCP1	12	16	9	12
ENSG00000258904	RP11-638I2.2	4	4	5	5
ENSG00000258917	ZMYND19P1	1	0	1	1
ENSG00000258919	RP11-1029J19.4	1	1	1	1
ENSG00000258920	FOXN3-AS1	28	36	32	32
ENSG00000258922	CTD-2313J17.1	1	1	1	2
ENSG00000258926	RP11-47I22.1	0	3	0	3
ENSG00000258930	RP5-1163L11.2	1	0	0	0
ENSG00000258935	RP11-1078H9.2	0	0	2	0
ENSG00000258938	RP11-317N8.5	5	7	6	7
ENSG00000258940	RP11-407N17.5	9	10	3	9
ENSG00000258942	RP11-255G12.2	3	1	0	2
ENSG00000258944	RP4-647C14.3	7	5	4	2
ENSG00000258947	TUBB3	129	150	148	127
ENSG00000258949	RP11-857B24.5	7	7	3	2
ENSG00000258951	KRT18P7	3	2	4	5
ENSG00000258952	SALRNA1	7	6	6	3
ENSG00000258955	LINC00519	6	13	5	3
ENSG00000258957	RP11-363J20.1	4	2	4	2
ENSG00000258959	RP11-1017G21.4	14	10	8	10
ENSG00000258968	RP11-829H16.5	1	0	0	0
ENSG00000258976	CTD-2207P18.2	8	7	1	7
ENSG00000258978	HIF1AP1	0	0	1	0
ENSG00000258980	EIF1AXP2	1	0	0	0
ENSG00000258982	RP11-638I2.4	2	1	3	0
ENSG00000258983	RP11-507K2.2	1	3	1	3
ENSG00000258987	RP11-131H24.4	0	0	4	0
ENSG00000258993	RP11-368P15.2	0	0	1	0
ENSG00000258998	RP11-398E10.1	5	4	1	0
ENSG00000258999	RP11-114N19.3	0	3	1	1
ENSG00000259001	RPPH1	12	13	8	4
ENSG00000259005	RP3-449M8.6	2	2	6	3
ENSG00000259006	RP11-566K11.4	1	1	0	1
ENSG00000259013	RP11-1017G21.3	0	0	0	1
ENSG00000259015	RP11-109N23.6	12	12	6	13
ENSG00000259028	RP11-325D8.1	0	0	0	1
ENSG00000259030	FPGT-TNNI3K	3	3	3	5
ENSG00000259031	CTD-2062F14.3	1	0	0	1
ENSG00000259038	CTD-2325P2.4	1	0	3	2
ENSG00000259039	RP11-409I10.2	1	0	1	2
ENSG00000259041	RP11-167B3.1	0	0	1	1
ENSG00000259048	CTD-2058B24.2	3	5	5	2
ENSG00000259054	AE000662.93	0	0	0	1
ENSG00000259055	RP11-1140I5.1	0	1	2	0
ENSG00000259062	ACTN1-AS1	3	5	4	4
ENSG00000259065	RP5-1021I20.1	16	19	15	16
ENSG00000259066	RP11-371E8.4	4	1	3	4
ENSG00000259075	POC1B-GALNT4	0	1	2	0
ENSG00000259077	RP11-804L24.2	1	1	2	0
ENSG00000259080	RP11-158I13.2	0	0	1	0
ENSG00000259081	RP11-488C13.6	1	2	1	0
ENSG00000259083	RP11-407N17.4	1	7	5	3
ENSG00000259086	RP11-134E15.2	0	0	0	1
ENSG00000259088	CTD-2017C7.2	2	2	1	1
ENSG00000259092	TRAV30	5	7	2	6
ENSG00000259093	RP11-1112J20.2	1	0	0	0
ENSG00000259094	RP11-77A13.1	0	0	1	0
ENSG00000259097	RP11-61O1.1	0	1	0	0
ENSG00000259100	RP11-1074O12.1	1	1	0	1
ENSG00000259103	RP11-270M14.4	1	0	0	0
ENSG00000259106	RP11-242P2.2	2	0	0	0
ENSG00000259113	RP11-406H23.2	3	1	2	4
